LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,4,27,41,61,25,18,181,0,9,4,26,41,61,25,18,193,228,222,258,319,487,437,225,52,2222,31,16,35,39,44,49,30,15,256,257,245,297,381,569,544,276,87,2665,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,5,8,5,0,3,27,6,4,0,10,8,5,0,3,35,206,208,296,347,498,438,225,101,2326,26,19,28,28,36,42,28,32,236,232,237,325,387,543,486,257,131,2592,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,8,11,35,48,62,26,19,216,6,13,11,34,49,62,26,19,225,430,435,556,668,992,872,448,148,4545,58,36,59,64,76,94,59,49,490,491,484,625,772,1116,1031,533,217,5258
LGA26700,5,4,0,3,0,0,0,0,8,0,4,0,3,5,0,0,0,18,11,17,28,63,88,206,159,97,657,18,22,28,70,92,206,159,97,682,1429,1355,1456,1653,1772,1597,870,231,10373,97,93,92,87,98,122,75,43,701,1537,1462,1575,1813,1964,1919,1107,372,11752,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,7,8,22,16,13,6,3,74,5,7,8,23,19,13,6,3,80,1421,1493,1626,1917,2039,1836,1148,504,11978,109,90,94,103,113,90,116,71,785,1532,1580,1723,2045,2166,1940,1271,578,12844,4,4,0,5,0,0,0,0,12,4,4,0,3,9,0,0,0,16,11,20,35,88,101,219,165,99,734,19,27,34,98,110,219,165,99,758,2849,2845,3085,3570,3810,3434,2021,738,22355,201,177,183,191,211,213,193,120,1489,3069,3051,3303,3859,4135,3858,2379,952,24603
LGA26730,0,6,0,0,0,0,0,0,4,3,3,0,6,0,0,0,0,20,4,35,45,49,96,165,128,94,614,13,43,42,58,97,165,128,94,633,1835,2070,1842,1912,1928,1660,837,240,12328,130,120,152,114,86,93,78,51,829,1975,2235,2035,2083,2115,1918,1041,387,13788,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,13,21,14,4,3,61,0,3,7,14,18,14,4,3,63,1869,2153,2069,2247,2364,2042,1195,564,14505,96,115,128,101,99,107,117,115,869,1969,2271,2200,2356,2480,2160,1318,680,15433,0,4,0,0,3,0,0,0,12,3,3,0,6,0,0,0,0,20,5,39,49,62,115,180,132,95,672,15,43,52,74,120,180,132,95,698,3705,4231,3907,4160,4293,3701,2034,806,26830,229,233,279,212,184,199,192,160,1698,3945,4509,4233,4444,4592,4080,2362,1065,29229
LGA26810,85,184,98,67,17,0,0,0,455,0,4,13,14,21,0,0,0,63,3,31,72,137,250,397,197,103,1189,90,226,185,221,289,397,197,103,1705,2126,1983,1980,2142,2750,2647,1183,263,15084,256,529,478,295,255,240,104,56,2213,2471,2741,2643,2662,3291,3285,1488,418,18996,50,37,19,12,0,0,0,0,127,0,8,0,7,4,0,0,0,26,4,7,18,51,62,35,19,10,198,56,52,39,72,67,35,19,10,344,1994,2184,2325,2631,3136,2893,1458,516,17135,181,193,200,202,179,223,142,92,1414,2229,2431,2564,2905,3377,3150,1614,622,18895,138,222,118,81,20,0,0,0,578,0,19,18,23,26,0,0,0,83,4,39,91,187,315,427,214,110,1385,144,278,224,292,356,427,214,110,2043,4110,4171,4306,4774,5888,5541,2643,781,32217,435,716,679,497,429,465,247,153,3621,4695,5166,5206,5565,6671,6433,3105,1038,37887
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,7,10,24,11,15,78,0,10,0,7,12,24,11,15,81,155,166,176,211,325,273,128,31,1454,15,9,17,26,26,32,19,3,144,170,182,192,246,358,328,151,52,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,6,0,0,20,0,5,0,4,5,6,0,0,18,116,170,185,235,305,251,143,77,1481,12,4,21,32,26,29,26,9,155,131,178,201,267,333,288,169,91,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,0,11,10,31,11,15,93,0,6,0,11,17,31,11,15,95,273,336,359,440,627,520,270,112,2937,28,12,38,57,52,62,40,11,295,301,358,393,513,693,621,319,141,3333
LGA26980,4,8,15,22,4,0,0,0,49,18,20,16,13,9,0,0,0,75,15,74,108,183,268,379,474,409,1904,41,94,137,212,288,379,474,409,2030,11256,11149,10699,10203,8370,6304,3865,1427,63268,492,702,393,349,246,265,220,229,2889,11784,11947,11230,10765,8897,6941,4557,2067,68197,0,3,5,3,0,0,0,0,15,3,0,0,0,0,0,0,0,10,5,10,15,30,43,43,13,34,196,11,22,15,37,46,43,13,34,219,10491,11101,11679,11565,9500,7977,5710,2884,70897,429,561,376,311,272,293,344,486,3081,10932,11683,12074,11911,9818,8316,6071,3405,74202,5,15,18,22,8,0,0,0,63,25,22,15,14,10,0,0,0,89,20,80,118,211,310,419,491,446,2102,49,120,156,248,331,419,491,446,2253,21751,22247,22378,21769,17867,14281,9573,4308,134175,926,1259,769,657,517,558,564,719,5973,22723,23627,23300,22674,18721,15256,10629,5471,142397
LGA27070,11,32,49,15,16,0,0,0,130,13,31,30,21,22,0,0,0,114,30,101,187,223,247,423,243,124,1577,49,170,268,256,289,423,243,124,1814,13552,16558,17576,12889,10047,7286,3665,1032,82596,736,968,789,578,414,325,274,173,4253,14335,17692,18630,13729,10754,8029,4183,1322,88666,4,7,13,4,0,0,0,0,31,3,3,3,3,0,0,0,0,21,3,13,34,54,67,43,11,9,233,8,30,47,65,72,43,11,9,280,12615,17289,17828,13559,11391,8742,4439,1650,87509,606,874,732,502,421,379,369,351,4230,13233,18182,18605,14122,11876,9163,4818,2014,92021,9,44,60,20,17,0,0,0,157,18,34,35,24,19,0,0,0,136,30,119,222,278,314,463,254,127,1808,59,194,314,325,361,463,254,127,2096,26170,33844,35400,26454,21442,16022,8102,2680,170107,1343,1836,1517,1075,832,704,648,522,8485,27570,35876,37234,27849,22630,17191,9006,3332,180685
LGA27170,324,209,125,65,27,0,0,0,752,3,15,10,29,21,0,0,0,84,12,77,105,200,266,405,199,100,1365,346,309,238,289,316,405,199,100,2196,2352,2411,2195,2111,1968,1655,779,204,13671,149,163,146,106,111,98,63,24,859,2850,2887,2576,2502,2388,2153,1045,326,16729,155,79,26,8,4,0,0,0,269,0,3,6,4,7,0,0,0,24,8,9,25,59,60,51,12,7,234,167,92,50,75,70,51,12,7,528,2201,2726,2687,2514,2489,2181,1186,446,16432,150,141,129,105,86,107,89,69,877,2528,2959,2865,2694,2647,2336,1291,519,17840,483,289,148,72,31,0,0,0,1023,3,19,15,32,30,0,0,0,100,26,92,126,257,322,456,213,101,1595,510,402,287,366,388,456,213,101,2722,4559,5134,4875,4621,4457,3831,1966,647,30100,304,312,275,210,197,203,151,93,1744,5372,5849,5438,5198,5034,4491,2334,846,34569
LGA27260,21,46,56,51,33,0,0,0,195,10,28,47,36,45,0,0,0,162,25,136,233,319,543,612,299,92,2262,56,209,326,405,619,612,299,92,2620,16680,22131,27308,14695,9503,5997,2370,476,99155,1391,2203,1886,894,538,327,170,95,7502,18132,24543,29524,15991,10655,6936,2847,659,109284,14,24,16,14,5,0,0,0,80,5,5,11,7,3,0,0,0,25,9,20,45,103,127,79,35,6,419,28,50,66,122,137,79,35,6,529,14886,24696,26067,14555,10770,7067,2965,1018,102018,1007,1724,1430,714,454,336,227,169,6058,15921,26471,27561,15395,11359,7480,3220,1189,108604,27,68,74,63,36,0,0,0,277,17,37,52,38,47,0,0,0,191,34,155,276,423,669,691,336,99,2681,85,257,399,528,753,691,336,99,3153,31573,46827,53378,29247,20270,13062,5334,1492,201175,2399,3923,3312,1607,993,663,397,264,13561,34051,51014,57085,31385,22013,14415,6061,1852,217884
LGA27350,0,18,0,11,5,0,0,0,27,3,24,9,5,4,0,0,0,50,10,71,89,92,99,138,104,56,657,12,111,102,106,112,138,104,56,737,3845,12246,7369,4726,3892,2596,1225,381,36273,245,681,426,303,282,166,88,46,2240,4100,13037,7903,5132,4277,2896,1423,473,39249,0,9,4,0,0,0,0,0,12,0,7,0,6,0,0,0,0,19,3,14,15,23,23,11,9,5,94,6,24,14,36,23,11,9,5,129,4781,13211,6924,4808,3924,3119,1662,735,39169,260,636,364,243,206,171,112,52,2037,5041,13879,7302,5088,4145,3301,1780,790,41333,0,23,3,11,5,0,0,0,41,6,39,11,13,6,0,0,0,72,6,87,102,116,126,149,110,55,754,17,137,118,139,131,149,110,55,865,8622,25453,14294,9537,7814,5716,2888,1112,75438,506,1320,791,548,482,330,207,103,4283,9149,26917,15204,10219,8427,6200,3199,1268,80584
LGA27450,14,5,10,4,8,0,0,0,35,14,17,19,19,9,0,0,0,81,13,107,194,297,429,725,466,218,2449,31,135,222,324,441,725,466,218,2566,8994,8927,9281,9726,9016,6752,3444,771,56908,400,406,367,447,379,289,227,94,2609,9424,9468,9875,10494,9845,7767,4135,1086,62089,3,0,0,4,0,0,0,0,8,5,3,3,3,0,0,0,0,13,0,8,36,63,78,61,33,33,315,7,14,37,70,83,61,33,33,335,8399,9284,10110,10575,10002,8222,4172,1415,62169,317,358,351,384,340,311,216,148,2438,8726,9659,10499,11027,10431,8593,4419,1590,64947,11,11,10,6,8,0,0,0,43,11,23,25,25,14,0,0,0,98,13,123,229,362,509,786,496,254,2768,41,148,259,394,524,786,496,254,2905,17393,18213,19395,20293,19017,14976,7614,2182,119082,719,763,727,833,724,603,446,237,5049,18154,19122,20374,21524,20271,16358,8550,2677,127036
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16,24,40,31,32,157,0,4,7,16,24,40,31,32,157,287,267,253,304,531,436,222,66,2376,35,23,22,20,31,42,37,27,235,327,295,277,348,590,517,293,125,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,4,5,0,28,0,3,6,3,7,4,5,0,26,238,270,279,355,499,449,281,126,2490,24,24,21,37,30,27,40,40,251,265,294,301,393,539,484,326,168,2765,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,5,4,18,39,47,34,32,181,0,5,10,18,39,47,34,32,184,527,540,533,665,1028,880,504,195,4869,62,47,40,58,64,68,75,69,485,589,589,580,740,1127,1001,616,297,5538
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,11,0,0,0,7,7,3,0,0,10,67,104,49,37,32,30,14,0,324,34,39,12,13,4,9,0,0,116,103,151,61,58,35,34,8,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,75,41,34,34,13,0,0,300,43,31,10,13,5,7,5,0,119,124,104,55,49,38,23,6,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,14,0,0,0,7,6,3,0,0,14,154,180,88,75,67,43,13,3,625,75,75,25,31,8,15,6,0,232,229,258,121,105,77,56,16,3,869
LGA29499,20,15,5,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,7,10,22,18,34,6,8,113,21,18,18,24,18,34,6,8,150,348,566,515,464,353,228,53,3,2531,204,350,478,430,267,130,26,7,1896,575,939,1008,912,644,392,90,15,4576,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,16,13,4,0,7,0,0,0,0,26,376,588,400,308,323,158,49,11,2209,170,285,330,169,111,59,11,7,1140,556,878,730,479,429,224,58,19,3373,32,15,5,3,0,0,0,0,45,0,0,3,0,0,0,0,0,4,0,10,11,29,23,37,13,8,129,26,22,19,33,23,37,13,8,178,727,1152,909,768,671,386,104,11,4737,376,645,807,600,380,186,39,11,3041,1131,1819,1736,1393,1074,613,152,29,7946
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,9,3,7,0,0,0,24,0,6,16,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,11,0,0,9,3,9,0,0,0,27,0,6,16,3,14,4,0,0,38
