LGA_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,0,0,0,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,18,0,0,0,18,0,0,15,6,0,0,0,6,0,0,0,6,0,0,6,0,6,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0
LGA26170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,18,5,0,154,0,0,0,152,10,0,157,10,0,0,0,9,0,0,0,12,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,136,21,7,0,159,3,0,3,167,15,0,180,16,4,0,0,19,0,0,0,19,0,0,20,20,3,0,0,27,0,0,0,27,0,0,27,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,49,0,0,0,49,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,53,0,0,0,53,3,0,50,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,0,51,0,0,0,53,3,0,56,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,53,0,0,0,55,6,0,61,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
LGA26350,12,5,0,16,14,3,0,0,15,3,0,3,23,5,0,26,879,104,20,6,1010,14,3,18,1030,62,0,1092,185,26,0,5,221,0,0,0,224,32,0,258,0,0,0,0,0,0,0,0,0,0,0,4,1063,136,24,13,1230,15,3,19,1252,94,0,1350,174,20,7,0,203,3,0,3,210,18,0,225,219,35,4,0,259,0,0,0,256,23,0,283,10,0,4,0,14,3,0,3,22,3,0,24,0,0,0,0,4,0,0,0,4,0,0,4,411,54,18,3,483,11,0,11,497,42,0,536,0,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,11,0,0,12,6,0,0,0,11,0,0,0,10,0,0,14,415,60,18,3,494,11,0,11,500,45,0,546,111,28,4,3,146,0,0,0,151,30,0,183,0,0,0,0,0,0,0,0,0,0,0,5,535,91,18,3
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,29,0,0,0,31,0,0,33,6,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,34,0,0,0,38,0,0,38,5,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,10,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,10,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0
LGA26490,3,0,0,3,9,0,0,0,9,0,0,0,9,0,0,9,243,55,8,4,306,0,0,0,311,13,0,325,26,3,3,0,34,0,4,4,35,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,271,59,12,6,340,0,3,5,348,20,0,363,47,7,0,0,53,0,0,0,53,4,0,59,38,11,0,4,50,0,0,0,52,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,20,0,4,112,0,0,0,114,7,0,113,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,86,20,0,4,111,0,0,0,117,7,0,121,9,4,0,0,21,0,0,0,21,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,91,26,0,4
LGA26610,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,76,6,3,0,80,0,0,0,83,5,0,89,4,0,0,0,5,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,81,11,3,0,91,0,0,0,93,7,0,99,8,0,0,0,8,0,0,0,8,0,0,13,5,0,0,0,5,0,0,0,7,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,19,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,19,0,0,23,6,0,0,0,6,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,20,0,0,0,24,0,0,26,0,0,7,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,8,0,29,0,0,0,28,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,122,14,0,0,144,0,0,0,144,3,0,145,7,0,0,0,11,0,0,0,11,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,133,22,0,0,153,0,0,0,153,7,0,160,16,0,0,0,17,0,0,0,17,0,0,17,6,5,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,24,0,0,0,24,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,24,0,0,0,24,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0
LGA26730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,20,4,0,180,0,0,4,185,3,0,193,15,6,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,175,25,4,0,195,0,0,4,202,3,0,207,21,0,0,0,28,0,0,0,26,0,0,25,23,0,0,0,32,0,0,0,32,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,0,0,51,0,0,0,56,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,0,0,51,0,0,0,56,0,0,58,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,8,0,0
LGA26810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,19,12,3,178,0,0,0,181,9,0,182,17,0,3,0,20,0,0,0,19,12,0,28,0,0,0,0,0,0,0,0,0,0,0,0,162,20,13,3,194,0,0,3,198,16,0,213,23,6,0,0,24,0,0,0,24,0,0,31,15,4,0,0,19,0,0,0,19,0,0,20,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,46,0,0,0,46,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0,0,49,0,0,0,49,4,0,49,0,0,0,0,7,0,0,0,7,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,42,7,0,0
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,44,9,0,50,47,7,0,0,55,5,3,8,69,7,0,73,1857,279,34,15,2184,38,8,46,2234,150,8,2386,274,57,5,5,342,5,4,12,354,85,3,439,0,0,0,0,0,0,0,0,0,0,0,3,2131,335,40,19,2529,46,10,57,2584,233,8,2826,416,70,9,0,501,16,3,20,519,48,0,564,448,92,11,0,547,7,4,8,561,39,0,594,21,3,7,0,22,0,0,0,24,6,0,35,0,0,0,3,10,0,0,0,9,0,0,9,886,159,26,12,1082,20,11,27,1112,92,0,1205,0,0,0,0,6,3,0,7,14,0,0,14,11,5,0,0,16,0,0,0,19,0,0,18,16,8,0,0,19,3,5,13,33,0,0,28,898,169,26,12,1105,28,16,38,1140,95,0,1236,173,33,3,8,214,0,0,0,210,75,0,291,4,0,0,0,3,0,0,0,3,0,0,5,1078,203,27,14
LGA27070,50,7,0,60,62,15,3,0,83,8,8,14,96,14,0,106,1577,321,35,15,1956,40,14,51,2010,158,0,2171,346,103,10,15,468,25,14,35,508,218,0,724,6,0,0,0,3,0,0,0,3,0,6,10,1924,434,47,28,2434,62,32,90,2522,376,7,2902,404,59,0,0,469,7,0,9,476,44,0,520,327,76,8,3,414,6,0,11,422,46,4,470,24,10,3,0,30,0,0,0,30,9,0,33,4,0,0,3,8,0,0,0,8,4,0,10,751,137,16,10,916,12,8,15,931,101,4,1035,11,5,0,0,15,8,0,10,26,6,0,25,10,3,0,0,14,3,0,3,18,4,0,23,24,8,0,0,33,8,3,15,46,6,0,54,775,150,16,11,946,23,5,27,978,111,4,1085,183,65,7,4,268,3,0,3,274,167,0,440,0,0,0,0,8,0,0,0,3,0,0,8,960,218,23,20
LGA27170,0,0,0,0,0,3,0,0,8,0,0,0,8,0,0,10,125,19,0,3,151,5,0,5,151,5,0,158,14,8,0,0,23,0,0,0,23,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,146,23,4,3,174,5,0,5,175,19,0,194,16,3,0,0,25,0,0,0,25,4,0,28,15,4,0,0,17,0,4,4,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,6,0,42,0,4,4,45,4,0,50,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,34,6,6,0,47,0,4,4,48,6,0,56,5,0,0,4,8,0,0,0,8,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,39,9,6,5
LGA27260,49,0,0,59,70,18,0,0,90,20,0,22,108,10,0,120,1875,299,44,30,2247,67,17,85,2331,162,8,2497,433,101,20,14,569,14,6,27,592,189,3,777,0,0,0,7,8,0,0,0,8,0,4,15,2306,397,60,53,2818,84,25,109,2924,352,13,3292,430,74,10,4,513,11,3,10,531,45,0,579,344,74,7,0,427,11,3,18,444,56,5,502,23,3,8,0,37,0,0,0,37,7,0,40,8,0,0,11,19,0,0,0,17,4,0,22,798,151,23,18,996,25,5,27,1019,114,0,1137,7,6,0,0,16,3,0,6,20,6,0,27,10,5,0,0,16,4,3,4,25,0,0,26,24,16,0,0,38,10,9,15,49,8,0,53,824,166,23,20,1030,30,15,40,1071,120,0,1198,222,47,10,6,290,16,0,15,303,105,4,413,4,3,0,0,3,0,0,0,3,0,0,6,1044,216,37,28
LGA27350,3,0,0,3,10,0,0,0,10,0,0,0,10,0,0,14,357,55,6,3,421,9,0,11,440,34,0,474,37,11,0,0,54,0,0,0,61,22,0,79,0,0,0,0,0,0,0,0,0,0,5,3,399,72,6,8,482,8,7,18,499,58,3,557,80,16,0,3,93,0,0,0,96,10,0,103,56,11,0,0,71,0,0,0,73,5,0,78,0,5,0,0,3,0,0,0,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,136,30,0,7,168,0,3,4,176,18,0,192,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,7,0,0,7,142,30,0,7,176,0,3,3,177,18,0,194,28,8,0,0,45,0,0,0,45,19,0,65,0,0,0,0,0,0,0,0,0,0,6,6,173,41,0,8
LGA27450,17,0,0,13,16,0,0,0,16,3,4,6,24,0,0,23,1114,134,43,9,1297,15,6,16,1316,59,0,1378,175,32,4,0,214,5,0,8,219,33,0,254,0,0,0,0,3,0,0,0,3,0,0,3,1292,164,45,14,1509,15,10,25,1539,88,0,1630,261,27,9,0,295,4,0,4,299,16,0,311,222,46,11,0,274,3,0,3,280,17,0,290,7,6,5,0,15,0,0,0,15,5,0,22,0,0,0,7,9,0,0,0,9,0,0,8,489,74,23,4,593,8,0,8,597,36,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,74,23,5,596,8,0,8,596,36,0,638,79,15,8,3,100,0,0,0,100,30,0,137,0,0,0,0,0,0,0,0,0,0,3,3,568,88,26,5
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,22,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
