LGA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA23670,625,7,3,10,632,92,0,726,8,0,0,14,16,0,0,0,16,0,7,25,3497,454,63,55,4071,44,8,55,4129,195,16,4340,838,96,13,3,952,20,5,21,973,39,0,1009,1010,138,13,7,1171,11,5,13,1179,40,0,1226,38,7,8,0,52,0,0,0,54,8,0,57,12,4,0,15,22,0,0,0,22,0,0,25,1895,237,33,26,2198,26,11,36,2228,89,3,2323,18,3,0,0,22,0,0,0,22,0,0,25,26,3,0,0,35,3,0,3,33,4,0,40,43,6,0,0,57,3,0,3,60,0,0,65,1945,245,38,26,2255,25,11,37,2293,91,3,2387,302,52,12,8,370,5,0,5,378,70,0,447,3,0,0,0,3,0,0,0,3,0,5,14,2252,300,46,29,2631,31,11,37,2672,164,12,2847,1225,133,21,0,1379,18,7,23,1396,50,0,1446,1282,195,28,3,1515,19,3,23,1538,55,0,1589
LGA23810,242,7,0,12,255,69,4,332,6,0,0,0,6,0,0,0,6,0,12,20,1308,174,32,32,1550,31,10,41,1597,145,14,1753,301,28,0,0,335,3,0,8,340,16,0,356,395,57,16,3,471,16,3,22,492,24,0,518,26,3,3,0,34,0,0,0,34,9,0,44,0,0,3,0,7,0,0,0,10,0,0,10,730,91,23,7,850,19,3,27,875,42,0,920,5,0,0,4,5,4,0,4,7,0,0,7,11,0,0,0,10,4,0,4,16,0,0,16,13,0,0,4,14,3,0,3,22,0,0,22,743,93,25,10,870,26,3,31,898,45,0,944,124,23,3,6,158,10,4,14,171,55,5,227,0,0,0,4,4,0,0,0,4,0,5,5,867,116,29,17,1027,30,9,39,1071,100,7,1177,391,45,7,0,444,9,0,9,455,28,0,480,470,62,13,7,552,6,0,12,562,24,0,592
LGA23940,20,0,0,0,20,14,0,36,4,0,0,0,4,0,0,0,4,0,3,3,160,18,7,3,193,0,0,5,189,19,3,218,34,0,0,0,39,0,0,0,39,4,0,40,39,3,0,0,52,0,0,0,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,6,0,0,0,6,0,0,10,87,3,0,6,97,0,0,0,97,5,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3,0,6,97,0,0,0,101,4,0,104,11,5,0,0,18,0,0,0,19,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,95,6,0,6,113,4,0,4,113,6,0,124,49,0,0,0,51,0,0,0,48,0,0,48,64,9,0,0,75,0,0,0,75,4,0,75
LGA24130,194,0,0,4,196,23,0,222,3,0,0,0,3,0,0,0,3,0,0,3,1397,172,30,25,1621,17,5,21,1644,64,4,1709,328,32,10,3,376,3,0,3,383,17,0,393,415,52,10,5,478,9,0,8,490,5,0,495,29,3,0,0,34,0,0,0,35,3,0,32,4,0,0,6,6,0,0,0,6,0,0,6,771,88,24,13,903,8,0,11,913,24,0,930,4,0,4,0,8,0,0,0,8,0,0,4,7,0,0,0,7,3,0,3,12,0,0,12,11,0,4,0,12,3,0,3,16,3,0,19,791,88,23,13,917,15,0,11,924,20,0,949,77,16,7,4,100,3,3,7,109,17,0,119,0,0,0,0,4,0,0,0,4,0,4,7,866,104,28,21,1019,17,9,20,1039,40,4,1086,475,45,21,4,542,3,0,6,545,26,0,570,542,76,8,4,634,6,0,7,640,15,0,657
LGA24210,608,15,0,18,627,111,0,736,8,0,0,0,4,0,0,0,3,0,11,19,2691,444,58,26,3222,57,14,74,3296,241,27,3556,639,79,8,0,723,5,0,9,733,51,0,783,714,147,13,4,874,19,0,19,895,48,4,951,26,4,7,0,35,0,0,0,35,3,0,34,0,0,0,6,10,0,0,0,10,0,0,10,1376,227,28,11,1648,25,4,27,1674,101,4,1778,14,3,0,0,19,0,0,0,20,3,0,24,30,0,0,0,39,7,0,3,44,0,0,43,43,10,0,0,53,8,0,6,65,4,0,72,1422,231,28,12,1699,32,5,36,1735,109,4,1846,297,63,7,4,371,9,4,14,384,78,0,464,3,0,0,0,7,0,0,0,7,0,5,14,1724,297,39,23,2080,42,8,49,2129,188,12,2323,953,103,18,4,1073,24,6,30,1105,65,5,1178,1012,168,15,5,1203,18,8,27,1228,56,0,1287
LGA24250,21,3,0,3,22,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,211,30,4,0,250,6,0,6,259,18,5,277,48,10,0,0,58,0,0,0,58,4,0,62,54,12,7,0,66,0,0,0,66,6,0,73,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,5,5,0,0,0,5,0,0,5,99,20,5,5,136,0,0,0,136,7,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,20,5,5,137,0,0,0,137,7,0,144,12,0,0,0,15,0,0,0,15,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,115,28,6,5,151,0,0,0,151,14,0,161,56,6,6,0,60,0,0,0,60,7,0,69,50,11,7,5,62,0,0,0,62,5,0,65
LGA24330,207,0,3,5,212,52,0,272,0,0,0,4,4,0,0,0,9,4,3,13,1342,209,25,14,1591,33,13,47,1637,123,4,1761,368,58,8,3,435,9,0,10,442,17,0,465,276,48,3,3,331,3,4,6,342,23,0,368,9,4,4,0,16,0,0,0,19,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,657,108,17,6,787,14,11,21,807,39,0,852,14,4,0,0,14,0,0,0,17,0,0,17,13,5,0,0,10,3,0,3,15,0,0,18,18,8,0,0,28,4,0,4,33,0,0,34,679,115,17,6,815,15,11,26,839,44,0,884,78,26,3,0,107,4,0,3,117,34,3,150,0,0,0,0,0,0,0,0,0,0,3,3,759,135,20,11,924,19,11,25,953,81,3,1039,454,63,10,0,530,5,0,13,537,34,0,565,318,82,3,0,408,0,0,5,406,29,0,439
LGA24410,454,4,0,7,457,52,0,514,0,0,0,4,7,0,0,0,7,0,9,11,2682,289,54,40,3063,28,8,40,3103,133,11,3252,534,62,18,6,610,16,0,18,626,29,0,653,822,101,13,3,933,0,0,0,941,19,0,958,31,4,3,0,36,0,0,0,35,4,0,38,5,0,0,6,6,0,0,0,6,0,0,10,1385,164,33,10,1591,16,0,19,1607,57,0,1666,14,0,0,0,11,0,0,0,11,0,0,17,31,3,0,0,27,0,0,4,35,0,0,31,38,0,0,0,44,0,0,4,47,4,0,48,1425,165,33,12,1630,18,0,20,1654,59,0,1715,248,35,7,3,292,5,0,5,295,46,0,343,5,0,0,4,7,0,0,0,7,0,0,7,1676,201,33,22,1935,23,0,25,1953,106,3,2062,816,93,20,3,932,15,0,17,950,39,3,994,1044,107,19,3,1169,17,0,12,1186,38,4,1220
LGA24600,184,8,0,8,195,39,0,236,0,0,0,3,6,0,0,0,6,0,0,4,695,134,15,15,862,27,5,32,892,82,0,982,180,29,8,0,218,10,0,10,223,11,0,237,136,32,0,0,171,0,3,5,178,5,0,186,3,3,7,0,9,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,321,62,11,3,399,14,3,15,418,21,0,440,9,0,0,0,4,5,0,5,9,0,0,12,7,0,0,0,12,0,3,4,21,4,0,22,14,0,0,0,20,8,3,9,25,4,0,33,335,68,12,3,414,19,11,25,442,27,0,468,75,11,3,4,93,0,0,3,92,26,0,120,0,0,0,0,0,0,0,0,0,0,0,0,412,77,19,5,511,18,6,29,539,53,0,592,234,38,3,0,279,12,0,12,288,20,0,313,131,34,0,0,164,3,0,3,171,17,0,186
LGA24650,1314,59,16,73,1388,280,5,1671,12,4,0,9,28,0,0,0,28,5,31,62,4458,805,115,131,5513,166,36,206,5714,511,52,6277,1098,137,20,9,1257,25,8,35,1292,69,0,1365,935,204,33,7,1187,17,0,23,1207,71,3,1280,65,11,7,0,86,4,0,4,87,4,0,94,13,0,3,18,37,0,0,0,37,0,3,39,2113,349,60,36,2564,43,11,58,2619,148,13,2774,30,7,0,0,43,11,0,17,55,8,0,62,53,14,0,0,65,7,5,10,78,7,0,78,81,24,0,0,105,18,7,22,132,13,0,144,2198,371,63,38,2670,61,21,78,2747,159,13,2917,537,132,15,20,712,31,3,32,745,207,11,961,5,3,0,5,12,0,0,0,12,3,21,33,2740,506,80,68,3392,92,24,117,3506,369,36,3916,1357,173,22,3,1553,30,8,40,1592,97,3,1693,1134,238,24,15,1405,29,6,38,1443,95,0,1533
LGA24780,190,10,3,5,200,79,3,283,0,0,0,0,5,0,0,0,5,0,7,13,1032,147,21,27,1225,23,0,32,1256,143,14,1412,278,33,3,0,321,0,3,5,323,20,0,343,265,35,8,8,314,4,0,3,317,10,3,332,15,3,0,0,17,0,0,0,17,5,0,20,0,0,0,7,10,0,0,0,10,6,0,16,563,73,10,17,661,6,3,13,675,34,5,715,0,0,0,0,0,6,0,6,5,0,0,11,3,0,0,0,7,0,0,0,7,6,0,12,3,0,0,0,12,8,0,8,14,5,0,18,568,72,10,19,671,14,3,15,688,37,5,730,85,18,0,0,107,8,0,9,113,52,3,166,0,0,0,0,0,0,0,0,0,0,8,4,655,90,14,21,778,18,6,25,806,94,12,906,363,33,4,0,406,9,0,9,413,18,0,429,315,44,6,5,364,8,0,9,370,17,4,394
LGA24850,222,0,0,3,230,54,0,280,0,0,0,0,0,0,0,0,0,0,3,3,1118,136,33,39,1324,19,4,23,1347,92,0,1447,247,29,12,5,283,0,0,4,291,25,0,317,280,29,4,0,309,6,0,6,315,15,0,331,13,6,4,0,20,0,0,0,23,3,0,28,3,0,0,7,7,0,0,0,7,0,0,7,535,57,17,9,623,12,0,14,633,40,0,674,3,0,0,0,6,0,0,0,6,0,0,6,9,0,0,3,9,0,0,0,9,3,0,13,14,4,0,3,20,0,0,0,21,3,0,23,545,63,23,9,643,14,0,9,650,41,0,697,96,14,5,5,119,6,0,3,128,30,0,160,0,0,0,0,0,0,0,0,0,0,4,3,644,78,24,20,765,13,3,15,784,74,5,860,354,34,11,7,405,10,5,7,413,29,0,444,313,52,9,3,378,0,0,3,382,17,0,400
LGA24900,71,4,0,4,79,34,0,111,4,0,0,0,4,0,0,0,4,0,3,3,568,58,21,13,657,6,4,9,669,56,4,724,163,19,3,0,185,0,0,0,185,6,0,194,173,23,0,0,189,3,0,3,198,11,0,206,10,0,3,0,16,0,0,0,16,0,0,16,4,0,0,0,8,0,0,0,8,0,0,8,344,35,12,3,405,3,0,3,402,16,0,426,0,0,0,0,0,0,0,0,3,0,0,3,3,5,0,0,8,0,0,0,8,0,0,8,11,5,0,0,8,0,0,0,11,0,0,13,353,41,12,3,413,7,0,7,413,16,0,436,24,3,0,0,29,5,0,5,36,17,0,51,0,0,0,0,0,0,0,0,0,0,0,0,380,47,12,5,440,5,0,5,449,38,4,491,241,19,8,5,263,0,0,0,267,8,0,273,176,31,3,0,213,0,0,0,212,3,0,216
LGA24970,740,16,7,21,766,133,3,899,3,0,0,9,16,0,0,0,16,0,18,28,4029,635,77,57,4798,70,25,97,4895,304,28,5222,1090,139,16,4,1252,21,8,30,1284,50,0,1332,912,205,17,5,1129,7,5,12,1141,48,0,1191,46,12,3,0,64,0,0,0,66,10,0,78,10,0,0,12,22,0,0,4,25,0,3,30,2061,355,37,16,2472,29,14,44,2517,110,3,2630,22,9,0,0,29,7,0,7,35,5,0,39,46,12,0,0,51,4,0,4,59,5,0,65,68,19,0,0,83,10,0,9,92,6,0,100,2131,374,37,16,2557,38,11,53,2611,117,3,2729,372,81,14,11,475,9,7,12,487,80,0,570,3,0,0,0,5,0,0,0,5,0,5,12,2502,453,47,35,3034,49,16,65,3103,199,8,3307,1529,172,25,5,1725,41,10,44,1770,90,6,1865,1224,257,27,3,1510,15,6,19,1533,69,0,1604
LGA25060,386,3,5,6,389,73,0,466,6,0,0,8,7,0,0,0,7,0,14,22,2521,313,41,25,2905,40,12,58,2963,147,21,3129,694,90,23,0,804,18,4,15,823,26,0,847,711,90,13,0,817,11,0,17,828,20,0,855,29,7,9,0,36,0,0,0,37,0,0,42,8,0,0,9,17,0,0,0,17,0,0,15,1430,187,41,11,1664,23,9,35,1698,55,0,1754,12,5,0,0,15,0,0,0,20,0,0,15,22,5,0,0,23,0,5,5,24,5,0,29,29,6,0,0,34,0,5,0,43,3,0,46,1463,186,42,11,1707,30,8,35,1745,59,0,1805,210,34,3,0,252,6,0,5,256,48,0,301,0,0,0,3,6,0,0,0,6,0,8,19,1673,220,52,19,1961,30,9,39,2005,108,11,2125,948,103,19,0,1076,15,3,15,1088,32,0,1128,931,123,17,8,1077,11,5,24,1099,36,0,1131
LGA25150,180,3,4,6,186,22,0,209,0,0,0,0,0,0,0,0,0,0,3,9,906,109,26,33,1074,6,4,12,1081,48,8,1142,252,28,9,0,289,6,0,6,296,18,0,312,251,23,4,0,285,0,0,0,285,11,0,292,12,3,0,0,16,0,0,0,16,0,0,12,4,0,0,8,14,0,0,0,14,0,0,10,518,59,12,7,601,6,0,6,599,24,0,630,6,6,0,0,14,0,0,0,7,0,0,7,10,0,0,0,10,0,0,0,10,0,0,10,12,3,0,0,18,0,0,0,16,0,0,16,534,62,10,7,618,5,0,5,621,24,0,651,81,4,4,7,89,0,0,0,91,18,0,110,0,0,0,0,3,0,0,0,3,0,4,9,615,70,10,11,707,7,0,10,716,44,5,765,262,35,8,9,310,0,0,3,320,18,0,339,255,34,3,4,301,3,0,0,299,7,0,306
LGA25250,635,22,13,33,673,156,3,836,8,3,0,3,17,0,0,0,17,5,19,38,2682,526,70,49,3328,74,23,96,3421,289,34,3746,633,97,10,0,733,20,4,18,755,42,0,796,663,128,13,0,809,16,0,16,825,45,4,878,32,8,3,0,47,0,0,4,47,3,0,51,6,0,0,7,14,0,0,0,14,0,0,15,1330,232,32,12,1601,33,3,40,1641,96,3,1738,13,4,0,0,18,0,0,0,19,0,0,21,33,3,0,0,33,0,0,0,32,0,0,37,43,3,0,0,50,3,0,3,50,4,0,56,1374,237,28,11,1653,39,3,37,1694,97,9,1795,267,82,12,10,365,16,4,14,387,120,3,505,0,0,0,0,8,0,0,0,8,0,7,14,1643,321,37,23,2026,52,4,55,2084,221,16,2324,795,113,9,0,914,16,0,16,929,70,0,999,801,142,33,0,977,25,3,33,1011,57,0,1068
LGA25340,569,7,4,13,581,85,0,669,0,4,0,0,9,0,0,0,9,0,18,30,3469,515,97,63,4148,41,6,54,4198,228,29,4447,787,117,18,3,923,11,3,19,943,50,3,994,1096,165,21,20,1297,12,0,12,1315,54,0,1364,68,17,12,0,94,0,0,0,94,7,0,100,5,0,0,13,22,0,0,0,23,0,0,21,1952,304,50,32,2336,26,6,28,2367,112,5,2487,14,0,5,0,15,0,0,0,18,0,0,21,8,0,0,0,15,0,0,0,12,0,0,18,23,0,5,0,32,6,0,6,31,5,0,36,1980,304,50,36,2372,30,6,35,2402,112,5,2520,269,42,12,9,327,6,0,7,336,75,0,411,0,0,0,0,3,0,0,0,3,0,13,13,2250,342,57,44,2698,34,7,40,2740,187,19,2945,1078,128,44,8,1258,9,0,14,1270,67,9,1343,1295,194,37,19,1540,6,0,10,1545,58,0,1606
LGA25430,46,0,0,0,46,9,0,52,0,0,0,0,0,0,0,0,0,0,0,6,264,76,8,9,365,0,0,3,365,35,0,401,64,16,0,0,82,0,0,0,88,8,0,95,96,26,3,0,130,3,0,3,130,3,0,137,6,4,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,168,50,7,0,227,3,0,6,227,17,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,5,0,0,0,5,0,0,5,166,49,7,0,227,3,0,6,231,17,0,249,14,3,0,0,24,0,0,0,24,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,180,55,10,3,247,3,0,6,250,20,0,271,87,21,3,0,112,0,0,0,112,6,0,122,90,50,3,0,145,0,0,0,147,15,0,160
LGA25490,56,0,0,0,56,4,0,68,0,0,0,0,0,0,0,0,0,0,0,0,456,53,8,9,531,4,0,4,534,19,0,552,109,14,0,0,124,0,0,0,124,0,0,127,143,19,7,4,167,0,0,0,166,4,0,174,10,0,0,0,14,0,0,0,14,0,0,10,4,0,0,0,8,0,0,0,8,0,0,8,261,34,7,12,304,0,0,0,308,9,0,318,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,260,32,7,12,309,0,0,0,313,9,0,324,25,3,0,0,32,0,0,0,32,9,0,37,0,0,0,0,0,0,0,0,0,0,0,0,291,35,7,16,343,0,0,0,345,13,0,359,142,14,0,5,152,0,0,0,152,5,0,165,158,26,0,4,186,0,0,0,186,3,0,193
LGA25620,48,0,0,0,48,13,0,58,0,0,0,0,0,0,0,0,0,0,0,0,260,41,10,9,321,3,0,3,325,23,0,348,71,0,0,0,73,0,0,0,73,3,0,80,74,13,3,0,90,4,0,5,92,7,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,9,4,0,166,4,0,5,166,12,0,178,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,6,0,0,4,8,0,0,0,8,0,0,0,8,4,0,9,151,11,3,0,171,4,0,5,177,13,0,189,15,4,0,0,22,0,0,0,22,10,0,32,0,0,0,0,0,0,0,0,0,0,0,0,166,15,8,0,192,4,0,5,190,23,0,217,96,7,0,0,102,0,0,0,102,0,0,111,80,30,0,6,113,0,0,0,119,8,0,129
LGA25710,250,3,0,3,253,22,0,272,0,0,0,0,3,0,0,0,3,0,5,13,1816,226,38,16,2097,21,4,25,2126,61,10,2199,507,51,6,4,566,5,0,3,564,19,0,586,608,90,9,0,710,0,0,5,714,16,0,727,27,7,4,0,36,0,0,0,36,0,0,36,0,0,0,3,8,0,0,0,8,0,0,9,1142,146,24,9,1323,8,4,10,1330,41,0,1366,5,0,0,0,3,0,0,0,3,0,0,3,18,0,0,0,20,0,0,0,21,0,0,21,20,3,0,0,18,0,0,0,24,0,0,24,1157,146,21,9,1338,9,4,6,1349,41,0,1390,148,19,3,0,169,0,0,0,169,12,0,185,0,0,0,0,3,0,0,0,3,0,0,3,1306,165,26,14,1517,9,4,6,1525,48,0,1575,722,72,13,5,811,11,0,11,818,31,0,847,740,105,9,5,860,4,0,3,861,21,0,883
LGA25810,32,0,0,0,32,13,0,44,0,0,0,0,0,0,0,0,0,0,0,0,172,31,4,8,211,0,0,8,219,22,0,241,60,3,0,0,62,0,0,0,62,4,0,65,53,11,0,0,63,0,0,0,63,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,18,0,0,132,0,0,0,132,9,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,18,0,0,130,0,0,0,130,9,0,138,16,3,0,3,20,0,0,0,20,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,131,18,0,4,153,0,0,0,153,17,0,168,65,4,0,0,71,0,0,0,71,5,0,76,55,15,0,0,76,0,0,0,76,4,0,82
LGA25900,212,7,0,7,216,30,0,248,0,3,0,3,3,0,0,0,3,0,5,13,1248,183,24,13,1470,26,3,33,1498,81,4,1591,369,38,3,0,409,5,0,7,415,32,0,450,286,41,5,0,333,6,0,6,339,13,0,356,12,5,4,0,21,0,0,0,22,0,0,23,6,0,0,0,8,0,0,0,8,0,0,8,672,91,12,3,768,14,0,16,783,48,0,831,8,0,0,0,8,0,0,0,12,0,0,10,5,0,0,0,9,0,0,0,12,0,0,9,19,0,0,0,17,3,0,3,25,0,0,23,684,88,12,3,789,18,0,23,807,49,0,860,98,14,0,0,116,6,0,6,118,15,0,135,0,4,0,0,3,0,0,0,3,0,3,5,788,103,12,3,905,19,0,22,929,68,6,1000,429,61,14,0,501,9,3,13,514,30,0,540,343,60,0,0,401,7,0,11,413,19,3,433
LGA25990,27,0,0,0,27,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,131,12,3,5,152,5,0,0,154,7,0,162,41,8,0,0,45,0,0,0,45,4,0,44,27,8,0,0,31,0,0,0,31,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,11,0,0,81,0,0,0,81,3,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,11,0,0,84,0,0,0,84,3,0,89,10,3,0,3,12,0,0,0,12,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,79,10,0,3,99,0,0,0,99,7,0,108,44,3,0,0,49,0,0,0,49,0,0,50,35,6,0,0,48,0,0,0,44,0,0,44
