UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL215080,..,0,3,0,0,4,0,0,0,16,..,5,9,6,8,27,38,29,13,141,0,3,0,0,0,3,0,0,0,18,206,114,159,120,97,134,135,78,18,1063,..,0,102,132,105,142,176,70,16,737,..,41,127,50,34,31,18,6,0,307,..,4,20,24,22,4,5,0,0,78,438,..,..,..,..,..,..,..,..,438,..,70,..,..,..,..,..,..,..,70,..,57,19,11,8,3,0,0,0,99,..,10,6,0,0,8,0,4,0,33,..,6,0,0,3,0,0,0,0,13,..,4,7,0,5,7,5,0,0,33,..,9,24,19,27,43,71,34,18,246,3,5,0,0,0,0,10,8,0,36,435,221,306,238,202,239,288,126,30,2086
UCL215081,..,12,14,3,9,9,6,4,0,43,..,11,29,16,29,51,65,69,33,299,0,3,0,0,0,0,0,0,4,15,304,183,260,209,238,280,234,181,50,1939,..,11,176,220,254,312,307,199,26,1511,..,34,138,60,56,43,23,5,0,362,..,4,24,39,40,32,6,13,6,168,700,..,..,..,..,..,..,..,..,700,..,143,..,..,..,..,..,..,..,143,..,111,63,18,28,5,0,0,0,232,..,11,14,3,5,14,8,7,4,71,..,10,4,3,4,0,0,0,0,22,..,13,33,4,12,10,12,5,0,86,..,17,57,28,67,101,103,92,45,515,4,12,11,0,0,4,3,7,4,42,705,366,514,394,474,526,463,328,86,3849
UCL215082,..,0,0,3,0,0,4,0,0,15,..,0,0,3,4,14,11,6,4,40,0,4,0,0,0,0,0,0,0,5,248,108,110,178,142,138,93,15,9,1040,..,3,108,200,215,169,115,31,7,859,..,14,72,74,46,28,16,0,0,264,..,0,4,13,7,15,3,4,0,52,512,..,..,..,..,..,..,..,..,512,..,116,..,..,..,..,..,..,..,116,..,80,35,14,6,5,0,0,0,137,..,3,0,3,5,9,9,8,0,38,..,4,0,0,0,0,0,0,0,8,..,0,0,6,0,5,8,0,0,19,..,0,3,5,7,28,21,7,3,84,0,6,0,0,0,0,5,0,0,12,512,236,234,322,294,265,186,50,13,2107
UCL215083,..,5,4,0,3,9,4,0,0,25,..,0,14,5,17,36,34,45,27,171,0,3,0,4,0,0,3,0,0,11,145,85,94,96,115,169,124,98,36,962,..,0,56,100,104,154,146,97,24,686,..,30,60,16,21,25,15,0,0,161,..,0,8,20,28,21,10,10,0,100,300,..,..,..,..,..,..,..,..,300,..,62,..,..,..,..,..,..,..,62,..,52,29,16,13,7,0,0,0,115,..,7,6,0,4,6,5,5,0,31,..,5,9,0,4,0,0,0,0,13,..,11,12,3,6,17,7,5,0,57,..,10,17,16,32,66,50,57,38,286,4,3,5,4,4,0,3,0,0,24,298,181,203,178,210,295,237,166,66,1835
UCL215084,..,0,3,0,0,3,0,0,0,9,..,0,3,4,9,24,22,16,7,91,5,0,0,0,0,0,0,0,0,8,121,72,85,51,81,77,67,41,9,602,..,8,52,49,74,76,83,40,3,397,..,18,36,16,15,11,8,9,0,109,..,0,20,18,22,4,5,0,0,73,242,..,..,..,..,..,..,..,..,242,..,41,..,..,..,..,..,..,..,41,..,46,25,0,4,0,0,0,0,79,..,3,0,0,0,0,0,0,0,14,..,6,5,0,0,0,0,0,0,10,..,0,3,0,0,3,0,0,0,15,..,8,11,10,23,37,49,27,17,188,4,4,5,0,0,0,3,4,0,26,247,132,162,102,148,145,149,85,27,1199
UCL215085,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,5,4,3,3,26,0,4,0,0,0,0,0,0,0,10,111,54,60,90,65,55,60,20,11,522,..,0,43,122,87,69,78,23,6,423,..,5,36,22,14,23,10,0,0,109,..,4,3,11,15,3,0,4,0,40,258,..,..,..,..,..,..,..,..,258,..,59,..,..,..,..,..,..,..,59,..,38,23,3,5,5,0,0,0,75,..,5,9,0,0,3,5,3,5,23,..,0,4,0,0,0,0,0,0,12,..,0,3,0,0,0,3,0,0,11,..,0,3,11,5,18,15,10,6,70,8,5,0,3,0,5,3,0,0,26,256,114,124,173,134,127,117,37,15,1101
UCL215086,..,5,8,0,0,9,3,0,0,29,..,8,9,16,21,44,76,67,25,257,0,6,5,0,5,0,11,0,0,29,361,203,218,241,238,192,245,130,49,1869,..,6,158,259,233,203,261,131,33,1282,..,22,126,65,58,27,19,4,3,330,..,3,26,53,67,23,9,11,4,202,739,..,..,..,..,..,..,..,..,739,..,180,..,..,..,..,..,..,..,180,..,118,48,13,9,4,0,0,0,199,..,16,9,7,6,8,9,5,9,66,..,14,8,3,4,0,0,0,0,28,..,10,18,10,5,12,11,3,0,80,..,5,29,38,47,76,110,84,35,423,7,11,6,0,9,5,19,4,0,50,745,387,430,458,433,364,426,249,81,3575
UCL215087,..,0,0,0,0,3,0,0,0,4,..,0,0,3,0,7,10,8,5,28,0,4,0,0,0,0,0,0,0,6,153,80,85,96,112,123,71,20,7,747,..,0,52,112,143,167,128,37,0,634,..,4,61,47,41,32,6,0,0,188,..,0,4,11,13,10,5,0,4,45,334,..,..,..,..,..,..,..,..,334,..,70,..,..,..,..,..,..,..,70,..,78,39,14,5,0,0,0,0,144,..,3,3,0,9,7,12,3,6,29,..,5,4,0,0,0,0,0,0,10,..,0,3,5,3,6,3,0,0,23,..,0,9,8,13,24,15,10,5,81,0,4,4,0,0,0,3,0,0,15,332,161,181,200,227,237,171,49,10,1568
UCL215088,..,0,0,0,5,9,8,0,0,22,..,0,6,9,30,37,47,26,8,155,3,4,3,0,4,4,5,0,0,25,115,63,57,90,153,158,121,58,18,832,..,4,23,61,114,126,107,57,15,509,..,13,39,26,58,46,11,0,0,181,..,3,8,25,42,20,6,0,3,112,236,..,..,..,..,..,..,..,..,236,..,75,..,..,..,..,..,..,..,75,..,49,24,15,3,4,0,0,0,93,..,0,4,0,0,6,4,12,0,30,..,0,4,0,5,5,0,0,0,20,..,0,6,5,9,14,14,0,0,41,..,0,11,24,55,72,79,45,9,292,5,5,3,0,9,8,5,0,0,37,238,144,113,162,280,296,235,114,35,1623
UCL215089,..,0,8,0,3,0,4,8,0,19,..,3,10,10,20,35,47,55,28,213,0,0,0,0,4,0,3,0,5,16,133,92,103,87,116,145,155,112,42,983,..,9,74,78,90,183,175,91,21,715,..,31,48,14,20,18,19,5,0,149,..,9,11,32,39,7,6,4,3,105,307,..,..,..,..,..,..,..,..,307,..,59,..,..,..,..,..,..,..,59,..,57,26,13,9,4,0,0,0,99,..,6,10,0,0,6,3,10,4,38,..,3,0,0,0,0,0,0,0,11,..,0,9,0,6,11,3,6,0,39,..,11,29,22,47,73,98,80,37,398,0,0,0,3,3,0,9,0,4,27,307,189,215,167,210,297,312,187,69,1953
UCL215090,..,3,0,0,0,6,3,0,0,14,..,6,8,11,9,33,33,31,9,132,0,3,3,0,5,3,0,0,0,12,154,73,156,116,110,135,111,62,21,943,..,3,92,111,96,124,146,53,10,629,..,9,142,61,33,25,21,6,0,289,..,0,8,18,27,11,9,8,5,88,329,..,..,..,..,..,..,..,..,329,..,56,..,..,..,..,..,..,..,56,..,54,24,16,13,5,0,0,0,107,..,4,3,0,0,8,6,0,11,33,..,10,3,4,3,0,0,0,0,20,..,7,3,3,0,6,6,0,0,34,..,8,17,25,22,60,55,36,15,238,0,3,3,0,4,3,4,0,0,22,329,154,293,238,191,249,243,107,30,1837
UCL215091,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,10,3,0,0,19,0,8,0,0,0,0,0,0,0,8,129,101,46,76,117,142,82,23,3,724,..,0,21,111,186,252,151,33,7,765,..,8,17,18,11,14,3,3,0,63,..,0,0,0,13,5,4,4,0,24,240,..,..,..,..,..,..,..,..,240,..,120,..,..,..,..,..,..,..,120,..,88,52,7,3,0,0,0,0,156,..,3,3,0,0,5,0,4,3,18,..,3,5,0,0,0,0,0,0,13,..,0,0,0,0,0,3,0,0,7,..,0,0,0,0,10,11,10,8,40,7,6,0,0,0,0,0,0,0,17,247,242,106,141,220,283,172,50,13,1468
UCL215092,..,3,0,3,7,7,5,6,0,30,..,0,9,10,28,47,94,67,25,277,0,5,0,0,3,4,8,5,0,24,446,191,170,305,376,284,296,178,43,2276,..,4,114,351,403,310,343,191,16,1727,..,9,110,111,93,50,24,12,0,412,..,5,8,49,89,47,14,8,12,236,923,..,..,..,..,..,..,..,..,923,..,224,..,..,..,..,..,..,..,224,..,101,64,23,8,6,4,0,0,214,..,10,9,6,0,9,12,10,0,50,..,3,4,4,5,7,0,0,0,19,..,11,3,7,13,14,13,9,0,69,..,0,18,27,56,81,132,92,34,440,4,10,7,6,5,7,9,8,3,48,926,372,341,574,675,527,550,323,71,4355
UCL215093,..,0,4,3,5,12,3,0,0,30,..,0,8,13,19,37,50,31,15,177,0,9,4,0,6,0,3,0,0,25,429,224,344,252,248,245,199,76,27,2036,..,5,235,290,233,280,223,60,16,1346,..,67,246,106,73,48,18,6,0,563,..,4,28,37,69,33,22,15,0,206,875,..,..,..,..,..,..,..,..,875,..,184,..,..,..,..,..,..,..,184,..,167,89,26,15,9,0,0,0,301,..,18,19,4,4,11,19,11,0,93,..,13,8,5,3,8,0,0,0,35,..,0,9,7,14,14,5,8,0,60,..,3,32,34,59,72,84,48,24,348,8,21,9,0,13,3,4,4,0,56,880,481,678,507,474,463,377,144,43,4059
UCL215094,..,0,0,0,0,0,0,0,0,4,..,0,7,3,4,12,9,9,0,41,3,0,0,0,0,0,0,0,0,3,95,68,37,59,92,82,51,15,3,496,..,0,16,77,103,97,69,23,4,397,..,15,9,12,14,12,0,0,0,74,..,3,8,6,14,5,0,0,0,41,198,..,..,..,..,..,..,..,..,198,..,49,..,..,..,..,..,..,..,49,..,47,18,3,0,0,0,0,0,68,..,0,0,0,3,4,0,3,0,15,..,4,0,0,0,0,0,0,0,4,..,0,5,0,0,0,0,0,0,11,..,3,11,6,13,17,18,4,0,80,3,4,6,0,0,0,0,0,0,12,201,122,67,114,160,141,101,37,0,946
UCL215095,..,4,5,0,4,0,0,0,0,13,..,0,9,3,12,14,8,13,8,70,0,0,0,0,0,0,0,0,0,11,97,64,84,53,69,74,55,26,14,524,..,0,36,50,55,75,56,20,0,290,..,23,53,32,26,16,12,5,0,174,..,3,8,8,15,6,3,3,0,55,193,..,..,..,..,..,..,..,..,193,..,35,..,..,..,..,..,..,..,35,..,46,16,4,4,0,4,0,0,75,..,3,0,0,0,0,9,0,0,16,..,6,5,3,0,0,0,0,0,5,..,10,0,0,9,4,5,0,0,28,..,0,9,11,24,39,27,14,12,147,0,4,0,0,0,5,3,0,0,15,193,128,137,105,131,160,116,44,15,1039
UCL215096,..,0,4,4,0,5,0,0,0,15,..,0,4,6,7,21,29,31,3,105,4,4,5,0,0,4,3,0,0,19,217,107,152,138,166,142,143,80,12,1158,..,0,116,191,184,163,181,87,19,949,..,9,87,27,43,21,13,7,0,215,..,3,3,16,40,23,9,0,0,99,458,..,..,..,..,..,..,..,..,458,..,104,..,..,..,..,..,..,..,104,..,104,54,19,4,3,0,0,0,185,..,7,0,3,4,4,0,6,0,28,..,3,5,5,0,3,0,0,0,9,..,0,9,6,0,12,0,0,0,29,..,3,10,13,21,36,46,36,9,175,7,12,7,0,7,4,3,3,0,45,467,240,291,279,311,263,263,150,31,2302
UCL215097,..,3,0,0,0,6,11,0,0,19,..,0,13,9,15,29,66,41,14,182,4,5,3,3,0,4,4,0,0,25,292,142,173,185,202,169,207,108,28,1502,..,3,108,199,213,179,211,113,20,1034,..,28,116,69,54,45,17,8,0,335,..,0,28,34,55,20,12,0,4,163,568,..,..,..,..,..,..,..,..,568,..,130,..,..,..,..,..,..,..,130,..,143,40,22,8,0,0,0,0,220,..,12,10,4,7,10,0,9,3,58,..,14,11,0,8,4,0,0,0,39,..,10,5,0,3,10,9,0,0,41,..,8,22,16,42,60,81,61,27,316,3,9,7,3,8,8,9,4,0,46,574,360,343,347,394,340,337,194,58,2947
UCL215098,..,0,0,0,0,0,0,0,0,3,..,0,8,3,7,21,28,26,11,107,3,0,0,0,0,0,0,0,0,3,122,53,100,81,61,105,97,47,14,672,..,0,77,76,59,119,126,53,10,515,..,23,74,33,10,11,9,0,0,159,..,0,4,22,15,12,0,4,5,55,246,..,..,..,..,..,..,..,..,246,..,45,..,..,..,..,..,..,..,45,..,39,11,3,5,3,0,0,0,64,..,5,5,0,4,6,0,0,3,30,..,5,3,8,0,0,0,0,0,16,..,4,4,0,3,0,0,3,0,14,..,0,10,15,19,27,47,32,17,170,5,0,0,0,0,0,0,0,0,14,250,127,197,147,114,184,184,91,29,1327
UCL215099,..,3,0,0,4,3,8,0,0,19,..,3,0,5,12,32,51,54,38,194,4,3,0,0,0,0,4,0,0,14,106,66,62,72,84,119,146,116,50,823,..,0,31,48,68,96,132,96,32,501,..,19,40,44,19,14,17,9,0,146,..,0,13,17,19,15,8,10,3,92,210,..,..,..,..,..,..,..,..,210,..,58,..,..,..,..,..,..,..,58,..,38,19,12,14,12,0,0,0,93,..,9,4,0,0,10,6,8,0,38,..,5,0,0,4,0,0,0,0,9,..,12,4,0,4,6,12,4,0,41,..,10,9,12,29,69,85,74,40,323,3,5,5,0,3,3,10,0,0,38,215,157,120,136,157,221,266,189,78,1550
UCL215100,..,0,0,0,0,5,0,3,0,12,..,0,9,5,10,32,33,30,23,145,0,4,0,0,4,3,0,0,0,16,87,40,44,53,68,105,91,71,27,599,..,0,26,39,43,85,106,73,9,375,..,3,22,19,28,16,5,0,0,99,..,0,11,14,21,11,4,4,4,73,170,..,..,..,..,..,..,..,..,170,..,36,..,..,..,..,..,..,..,36,..,33,18,9,3,9,0,0,0,73,..,3,0,0,0,9,4,4,0,19,..,3,0,0,0,0,0,0,0,7,..,3,0,5,0,9,10,0,0,36,..,5,11,6,27,59,53,58,22,239,0,4,0,8,4,3,3,0,0,24,170,86,87,100,123,191,193,148,39,1145
UCL221001,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,0,5,4,0,19,0,0,0,0,0,0,0,0,0,0,72,37,42,45,54,34,29,16,3,335,..,0,32,52,65,56,43,16,9,271,..,6,28,13,11,3,0,0,0,67,..,0,7,5,10,9,0,0,0,25,142,..,..,..,..,..,..,..,..,142,..,28,..,..,..,..,..,..,..,28,..,33,11,0,0,0,0,0,0,50,..,3,0,3,0,0,5,0,0,10,..,3,9,0,0,0,0,0,0,11,..,0,3,0,3,0,0,0,0,5,..,0,4,6,5,11,7,11,0,42,0,0,5,0,0,0,5,0,0,7,142,77,86,82,103,74,62,24,4,660
UCL221002,..,0,0,0,0,3,0,0,0,5,..,0,3,7,3,12,20,16,7,59,0,6,0,0,0,0,6,0,0,9,55,34,36,54,58,74,68,31,13,415,..,0,10,50,55,81,79,31,3,307,..,9,34,17,22,21,4,0,0,100,..,0,7,8,16,3,4,0,5,44,123,..,..,..,..,..,..,..,..,123,..,28,..,..,..,..,..,..,..,28,..,32,11,6,3,0,0,0,0,55,..,3,0,0,0,0,3,0,0,11,..,0,0,0,0,0,4,0,0,7,..,0,0,0,0,3,0,0,0,10,..,0,3,5,14,17,32,24,15,112,0,6,0,0,0,5,8,0,0,18,123,77,72,86,105,134,135,59,17,820
UCL221003,..,0,0,0,6,4,0,0,0,10,..,0,0,0,5,7,0,7,0,22,0,0,0,3,0,0,0,0,0,4,48,26,39,31,35,47,19,12,0,250,..,0,32,39,27,48,25,16,0,187,..,7,23,12,14,12,5,0,0,77,..,0,4,6,4,5,0,0,0,10,102,..,..,..,..,..,..,..,..,102,..,16,..,..,..,..,..,..,..,16,..,21,10,0,0,0,0,0,0,30,..,5,0,0,0,0,5,4,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,4,0,0,17,..,0,9,4,10,10,5,5,0,45,4,3,0,6,0,0,0,0,0,16,105,49,77,60,60,82,43,29,3,513
UCL221004,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,3,0,0,8,0,5,0,0,0,0,0,0,0,3,125,83,29,82,94,65,41,16,0,529,..,0,22,130,162,109,66,28,0,510,..,3,10,21,14,11,4,0,0,62,..,0,0,3,7,4,0,0,3,15,263,..,..,..,..,..,..,..,..,263,..,93,..,..,..,..,..,..,..,93,..,51,15,0,0,0,0,0,0,76,..,6,0,0,0,4,0,0,0,13,..,0,4,0,0,0,0,0,0,9,..,0,0,0,0,0,3,0,0,7,..,0,0,4,4,6,5,8,3,28,0,8,0,0,4,0,0,0,0,11,263,162,61,157,191,138,79,34,9,1097
UCL221005,..,0,0,0,0,0,0,0,0,4,..,0,0,3,5,3,14,13,8,47,0,0,0,0,0,0,0,0,0,0,63,24,35,32,33,35,48,20,18,311,..,0,14,41,35,43,53,30,9,229,..,5,20,9,18,8,0,4,0,56,..,0,8,3,3,0,8,0,4,19,113,..,..,..,..,..,..,..,..,113,..,21,..,..,..,..,..,..,..,21,..,13,12,6,3,3,0,0,0,33,..,0,0,0,0,0,4,0,0,5,..,0,0,0,0,0,0,0,0,0,..,3,4,0,0,3,4,0,0,15,..,5,7,8,20,17,27,9,8,108,0,0,0,0,6,0,0,0,0,7,113,43,73,66,80,72,99,49,25,613
UCL221006,..,0,0,0,0,3,0,0,0,3,..,0,4,0,4,10,16,9,0,39,0,0,0,0,0,0,0,0,0,3,50,20,43,38,38,38,48,11,0,279,..,0,20,51,38,38,57,23,4,219,..,0,25,22,15,5,4,0,0,76,..,0,0,6,7,4,0,0,0,16,120,..,..,..,..,..,..,..,..,120,..,27,..,..,..,..,..,..,..,27,..,11,11,0,0,0,0,0,0,30,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,9,..,0,8,9,12,18,24,8,0,79,0,0,4,0,0,0,0,0,0,11,120,46,60,85,65,67,91,27,6,580
UCL221007,..,0,0,0,0,0,0,0,0,0,..,0,5,0,8,14,12,7,3,48,0,6,0,0,0,0,4,0,0,12,39,25,35,28,23,61,28,17,0,249,..,0,11,31,24,38,27,15,0,146,..,3,23,10,11,17,0,0,0,66,..,0,3,0,7,10,0,0,0,25,81,..,..,..,..,..,..,..,..,81,..,17,..,..,..,..,..,..,..,17,..,14,14,0,0,0,0,0,0,24,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,8,3,10,33,22,8,4,88,0,6,0,0,5,0,5,0,0,19,85,44,57,56,58,95,53,30,4,474
UCL221008,..,0,4,0,0,0,0,0,0,9,..,0,7,0,4,12,16,10,11,54,0,0,0,0,0,3,0,0,0,4,55,23,23,29,36,40,49,35,17,325,..,0,19,45,28,53,71,38,5,267,..,0,5,3,6,8,5,0,0,24,..,4,3,6,11,0,4,3,5,32,105,..,..,..,..,..,..,..,..,105,..,18,..,..,..,..,..,..,..,18,..,12,0,0,9,4,0,0,0,24,..,0,0,0,0,3,4,0,0,9,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,3,0,0,8,..,6,10,0,16,22,23,25,18,115,0,0,0,0,0,3,3,0,0,8,105,42,44,60,57,91,109,72,33,608
UCL221009,..,0,0,0,0,4,0,0,0,5,..,0,7,0,3,11,9,6,0,40,0,0,0,0,0,0,0,0,0,5,64,28,33,42,28,50,38,12,0,292,..,0,15,38,31,45,48,11,5,185,..,9,35,18,4,10,0,0,0,79,..,0,0,13,15,4,0,0,0,32,108,..,..,..,..,..,..,..,..,108,..,30,..,..,..,..,..,..,..,30,..,28,7,6,0,0,0,0,0,31,..,0,0,0,0,7,8,0,0,8,..,0,0,0,0,0,0,0,0,4,..,5,0,0,0,0,0,0,0,14,..,6,10,9,9,14,21,5,0,69,0,4,0,0,6,0,5,0,0,11,109,71,71,74,56,81,75,21,7,563
UCL221010,..,0,0,0,0,0,0,0,0,3,..,0,0,4,10,5,12,3,0,36,0,0,5,0,0,0,0,0,0,9,46,17,37,34,40,44,27,9,4,257,..,0,14,33,35,47,19,16,0,165,..,0,30,17,9,14,9,0,0,78,..,0,5,7,16,4,0,0,0,34,102,..,..,..,..,..,..,..,..,102,..,13,..,..,..,..,..,..,..,13,..,27,11,0,0,0,0,0,0,41,..,0,0,0,0,0,3,0,0,4,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,3,5,14,15,18,7,6,73,3,0,5,0,0,0,0,0,0,11,101,50,67,64,67,89,55,24,5,524
UCL221011,..,0,0,0,0,0,0,0,0,5,..,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,53,42,22,36,57,44,20,5,0,288,..,0,14,49,82,66,43,16,3,266,..,0,9,15,10,11,3,0,0,51,..,0,6,3,3,0,0,0,0,12,118,..,..,..,..,..,..,..,..,118,..,46,..,..,..,..,..,..,..,46,..,28,5,4,3,0,0,0,0,40,..,3,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,9,..,0,0,0,4,4,5,3,0,25,0,0,5,0,0,0,4,4,0,15,118,83,44,75,108,84,55,22,3,591
UCL221012,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,4,8,0,0,0,0,0,0,0,0,0,0,44,23,20,29,42,41,23,4,6,228,..,0,16,33,57,68,30,9,3,222,..,0,13,4,5,0,0,0,0,29,..,0,5,7,3,0,0,0,0,19,100,..,..,..,..,..,..,..,..,100,..,31,..,..,..,..,..,..,..,31,..,17,5,0,0,6,0,0,0,23,..,0,6,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,5,0,0,0,0,0,0,5,..,0,0,3,0,7,6,0,4,16,0,0,0,0,0,0,0,0,0,5,100,54,39,49,75,82,33,13,3,453
UCL221013,..,0,0,0,4,3,0,0,0,10,..,0,0,0,3,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,56,26,33,37,41,48,20,10,0,275,..,0,16,48,51,54,22,12,0,212,..,7,26,13,6,12,0,0,0,61,..,3,0,7,12,4,0,0,0,22,109,..,..,..,..,..,..,..,..,109,..,19,..,..,..,..,..,..,..,19,..,27,16,0,0,0,0,0,0,40,..,3,0,0,0,8,0,3,6,20,..,0,0,0,0,0,0,0,0,6,..,0,0,7,4,5,0,0,0,19,..,0,0,4,15,16,4,3,3,49,0,0,0,0,0,0,3,0,0,12,109,55,69,77,84,100,37,18,7,569
UCL221014,..,3,0,0,3,4,0,0,0,12,..,0,10,0,5,18,25,17,7,79,0,0,4,0,5,3,6,0,0,15,51,38,40,47,54,82,77,49,11,451,..,0,15,48,62,83,90,59,8,366,..,3,26,14,12,17,11,3,0,98,..,0,0,5,12,6,0,0,6,28,109,..,..,..,..,..,..,..,..,109,..,34,..,..,..,..,..,..,..,34,..,23,13,10,5,4,0,0,0,48,..,3,0,0,0,0,0,0,4,3,..,4,0,0,0,0,0,0,0,8,..,4,0,4,3,4,3,0,0,21,..,3,7,6,19,34,36,22,6,138,0,5,3,3,6,5,11,7,0,37,111,72,72,89,117,156,157,86,25,885
UCL221015,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,6,3,3,16,0,0,0,0,0,3,0,0,0,5,38,24,16,18,27,50,36,21,3,232,..,0,16,24,43,63,69,24,0,235,..,0,10,3,9,11,10,0,0,45,..,0,0,0,0,3,0,0,0,5,59,..,..,..,..,..,..,..,..,59,..,21,..,..,..,..,..,..,..,21,..,15,5,4,0,0,0,0,0,28,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,6,9,12,6,0,39,0,0,0,0,0,6,0,0,0,13,59,32,35,39,59,94,90,32,8,446
