UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL221020,0,0,5,4,0,4,0,4,0,17,0,3,3,0,0,4,0,6,0,25,3,3,9,4,0,6,7,4,0,36,5,13,3,3,5,5,9,3,0,48,8,4,3,5,7,0,9,13,0,56,10,11,17,17,8,6,6,17,0,86,9,4,9,4,3,0,0,8,0,25,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,48,50,49,32,18,29,48,0,298
UCL221021,0,0,0,0,0,8,0,8,0,13,3,0,8,6,3,7,6,4,0,32,7,17,22,16,3,13,5,11,3,93,8,14,14,8,5,7,3,17,0,72,3,8,10,12,5,8,5,9,0,62,6,11,10,8,6,7,5,11,0,70,0,4,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,52,60,57,28,47,25,61,4,356
UCL221022,0,0,0,6,0,0,0,0,0,8,0,0,5,0,0,0,0,3,0,11,13,12,10,5,0,4,0,4,0,45,5,10,10,3,4,3,0,3,0,44,18,17,7,6,8,4,7,4,0,63,7,4,13,3,8,0,6,6,0,44,8,9,0,5,8,0,5,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,48,42,29,26,15,11,28,0,252
UCL221023,0,0,0,0,0,0,0,0,0,10,0,0,5,0,5,6,0,4,0,14,3,4,3,0,0,0,6,8,0,22,0,0,4,3,0,4,4,3,0,22,5,7,9,13,5,0,5,3,0,47,4,3,4,8,6,6,6,14,0,51,0,0,0,3,0,4,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,24,29,12,19,22,31,4,175
UCL221024,0,0,3,7,0,10,0,5,0,26,6,5,6,12,0,5,0,4,0,32,8,12,4,4,3,3,5,6,0,47,4,12,6,3,9,0,0,0,0,44,4,22,12,13,9,8,0,12,0,84,19,23,10,8,26,10,8,9,0,111,6,9,3,6,0,4,9,5,0,28,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,41,82,51,57,44,36,19,44,0,381
UCL221025,0,0,3,0,0,0,0,7,0,18,0,0,0,0,0,0,0,4,0,9,3,12,8,11,3,0,0,10,3,52,10,11,4,4,3,4,6,3,0,44,0,3,0,4,8,4,9,6,8,54,7,18,8,8,6,3,7,6,6,68,4,5,0,5,6,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,35,40,26,36,27,12,26,42,20,257
UCL221026,0,0,0,4,0,3,0,0,0,13,0,0,3,6,0,0,0,3,0,17,8,3,10,8,4,0,3,10,5,51,7,5,11,5,3,3,0,0,0,42,14,0,10,10,4,4,4,10,0,59,6,3,17,9,3,12,5,6,7,64,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,46,44,20,29,16,39,7,257
UCL221027,0,0,0,0,0,0,0,0,0,6,3,0,9,5,0,5,4,0,0,20,4,5,15,3,8,3,4,9,0,52,6,10,0,5,3,0,0,5,0,32,5,8,9,6,4,4,7,9,0,50,11,9,3,8,12,3,7,11,5,66,0,0,3,0,0,0,5,0,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,31,38,31,24,20,31,32,4,243
UCL221028,0,0,3,0,0,7,0,0,0,13,0,0,3,7,0,0,0,0,5,19,0,0,3,5,0,0,0,3,0,15,8,11,3,4,4,0,0,0,0,33,17,19,3,0,5,4,0,6,0,62,35,27,9,4,9,4,6,5,0,99,24,29,0,0,7,9,0,0,0,70,3,6,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,83,98,30,23,22,29,7,18,6,316
UCL221029,0,0,5,5,0,12,0,5,0,26,0,0,7,9,4,4,0,4,0,31,3,15,16,14,10,5,8,14,3,86,9,11,15,6,3,4,10,3,0,59,13,10,15,8,15,4,3,8,0,77,8,10,9,12,9,3,14,10,0,69,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,49,69,48,36,28,45,47,8,364
UCL221030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,0,0,0,13,6,4,0,0,0,7,0,0,0,12,8,4,6,8,7,0,9,9,0,48,5,11,4,5,9,10,4,3,0,56,4,3,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,15,19,14,24,12,19,6,151
UCL221031,0,0,4,0,0,7,0,6,0,19,0,0,6,5,0,0,3,0,0,19,10,19,11,0,0,0,4,3,0,55,13,18,17,6,12,4,3,4,0,85,17,8,13,6,10,4,5,3,0,62,11,9,10,9,5,3,4,5,0,54,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,52,62,31,34,18,24,17,7,296
UCL221032,0,0,6,0,0,4,0,5,0,16,0,0,0,6,0,0,0,5,0,20,0,7,11,4,0,5,4,5,0,27,8,18,7,9,7,4,6,5,0,61,9,9,9,10,11,6,4,0,0,58,0,6,0,8,4,0,9,7,0,36,0,4,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,51,34,33,24,17,20,29,3,238
UCL221033,0,0,0,0,0,0,0,7,0,7,5,3,3,0,0,0,0,0,0,10,3,8,8,10,0,0,5,7,4,37,8,3,4,6,0,0,4,3,0,21,3,3,0,3,7,0,6,4,0,28,10,7,9,5,5,3,7,12,0,62,6,6,3,4,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,19,25,14,12,23,34,3,197
UCL221034,0,0,5,5,0,8,0,5,0,30,0,3,5,3,7,9,3,0,0,45,5,3,10,3,4,5,11,0,0,46,16,17,27,12,28,8,16,10,4,136,12,20,21,15,24,8,23,3,3,132,7,4,9,8,17,8,9,3,0,65,5,0,0,0,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,55,76,55,82,47,56,32,12,465
UCL221035,0,0,3,0,0,0,0,5,0,9,4,4,0,6,0,3,3,0,0,19,0,0,12,10,0,0,5,9,0,37,6,0,4,10,4,0,8,6,0,35,3,11,8,6,11,0,5,17,0,56,9,3,3,4,5,9,4,10,0,49,4,0,0,0,5,3,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,33,33,27,20,27,52,3,229
UCL221036,0,0,0,5,0,9,0,5,0,25,3,3,7,4,0,0,0,6,0,30,10,21,11,6,9,4,4,0,0,66,12,22,14,8,6,7,0,0,0,79,19,21,12,6,12,3,0,13,0,92,12,14,10,6,10,5,4,13,0,77,0,4,0,0,0,3,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,88,64,37,44,36,20,46,7,384
UCL221037,0,0,3,3,0,3,0,8,0,17,0,0,8,3,0,4,0,3,0,26,10,16,4,4,3,0,6,4,0,47,8,8,3,7,8,3,3,7,0,49,6,19,3,11,11,3,0,9,5,62,11,4,9,8,8,8,8,4,0,58,19,4,0,0,3,0,4,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,48,27,36,33,28,26,34,3,300
UCL221038,0,0,8,4,0,6,0,11,0,23,0,0,11,3,0,0,0,8,0,24,5,9,21,11,13,5,7,10,4,76,9,14,31,12,13,3,0,8,3,95,8,20,24,17,21,9,13,12,0,125,11,12,14,8,11,3,10,5,0,65,0,6,3,6,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,43,57,109,60,59,29,27,43,5,430
UCL221039,0,0,6,0,0,6,5,4,0,25,4,0,3,8,6,8,0,10,0,26,7,14,12,6,3,4,3,4,0,61,6,15,5,8,8,3,3,0,0,53,12,12,13,14,6,0,6,10,0,68,18,8,12,11,12,5,4,11,0,78,10,0,5,3,4,0,6,3,0,31,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,61,56,51,57,37,25,24,40,4,358
UCL221040,0,0,6,8,0,6,0,9,0,30,0,0,5,8,0,3,0,4,0,18,4,9,11,10,3,3,0,3,0,41,0,8,10,15,5,0,0,7,0,45,15,12,13,11,10,8,5,15,4,76,19,12,12,8,5,3,3,9,3,71,3,4,4,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,44,52,44,27,26,11,33,12,291
UCL221041,0,0,8,9,0,8,0,0,0,20,0,0,3,0,0,4,0,3,0,13,5,16,20,8,3,3,4,6,0,71,5,11,14,11,7,5,8,3,0,66,5,4,21,12,10,5,12,8,6,78,4,10,13,9,9,3,10,5,0,57,0,5,0,4,0,0,3,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,75,47,34,23,36,35,7,323
UCL221042,0,0,5,0,0,5,0,0,0,15,0,0,7,9,0,0,0,4,0,19,5,6,10,0,5,6,6,18,4,56,8,13,4,3,3,7,0,13,0,54,6,9,0,4,8,5,6,10,0,48,3,3,7,8,6,3,7,12,0,49,3,0,3,0,5,0,0,5,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,45,21,21,18,25,60,9,255
UCL221043,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,10,0,0,8,8,0,0,4,0,0,18,12,6,18,10,8,4,4,9,4,76,19,6,17,16,10,7,7,13,3,96,0,6,0,0,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,42,43,23,22,15,23,0,231
UCL221044,0,0,3,5,0,0,3,8,0,18,0,0,0,0,0,6,0,7,0,16,3,5,10,7,8,3,0,11,0,55,14,14,11,9,3,0,0,12,0,81,14,15,14,13,16,5,0,8,0,82,27,18,22,12,11,9,5,25,0,130,13,4,4,4,3,7,4,10,0,44,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,81,66,66,50,42,26,12,82,3,424
UCL221045,0,0,6,3,0,6,0,0,0,10,0,0,6,3,0,0,0,0,0,13,11,13,13,6,0,3,6,9,0,54,13,32,11,5,4,0,4,3,0,75,12,34,10,6,14,5,3,8,0,89,12,23,6,12,8,4,9,12,0,83,3,11,3,0,3,0,0,0,0,22,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,120,46,39,31,24,18,31,4,367
UCL221046,0,5,5,0,0,18,0,16,4,47,4,3,14,4,3,5,4,5,0,44,21,64,61,41,36,29,15,33,3,299,26,29,32,38,38,17,15,23,3,219,17,11,8,13,7,6,7,12,0,87,5,3,6,12,7,4,8,11,0,60,3,3,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,111,130,115,104,79,55,100,6,780
UCL221047,0,0,4,5,0,8,0,9,0,28,0,0,13,4,0,0,3,5,0,36,5,10,7,5,3,3,0,5,0,48,12,8,25,8,13,3,0,0,0,77,17,19,18,7,17,7,7,10,0,99,11,7,12,12,9,7,0,3,0,62,0,7,3,5,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,60,88,46,48,28,20,33,4,367
UCL221048,0,0,5,4,0,3,0,7,0,16,0,5,6,3,0,3,0,7,0,23,5,12,10,5,6,0,0,7,0,51,3,9,8,3,6,7,6,7,4,45,8,11,10,8,3,4,3,7,0,56,7,0,4,3,5,0,6,5,0,32,5,5,0,0,0,0,0,7,0,18,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,31,43,25,24,16,18,43,3,241
UCL221049,0,0,6,7,0,11,0,0,0,24,4,4,7,4,0,5,0,5,0,26,11,17,10,7,0,3,0,7,0,52,19,32,28,4,13,6,0,6,0,106,18,18,16,9,16,3,4,3,0,89,13,15,11,5,7,7,8,0,0,68,3,4,0,0,3,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,93,74,45,45,35,10,25,0,389
UCL221050,0,0,0,7,0,11,0,0,0,17,5,0,6,0,0,0,0,0,0,16,4,6,19,11,3,0,0,3,0,51,3,11,4,3,7,0,0,8,0,46,5,12,11,16,3,4,13,6,4,71,12,8,9,13,6,3,12,12,0,69,6,4,0,6,5,3,0,0,0,21,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,35,44,46,48,29,22,22,33,9,297
UCL221051,0,0,0,6,0,3,0,9,0,22,0,0,7,0,0,0,4,0,0,16,3,10,4,6,9,3,3,9,0,42,12,9,8,8,5,5,6,3,0,48,9,12,0,6,13,3,11,9,0,65,10,11,8,13,8,3,8,15,0,74,0,6,0,5,7,0,0,5,0,20,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,47,29,37,35,21,38,47,4,290
UCL221052,0,0,4,0,0,4,0,6,0,17,0,0,8,0,0,5,0,0,0,14,6,11,15,5,8,8,0,9,4,61,0,6,9,3,9,0,4,3,0,41,10,5,4,8,5,6,10,3,0,51,11,3,11,6,13,0,15,12,0,70,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,54,28,36,28,29,29,10,274
UCL221053,0,0,0,5,0,3,0,0,0,9,0,5,5,0,0,0,0,0,0,8,0,3,13,5,0,0,0,3,0,24,9,9,0,8,7,4,0,3,0,37,6,14,5,12,5,8,4,10,0,63,3,14,10,3,17,0,5,11,3,59,0,5,0,0,0,0,4,0,0,19,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,44,38,34,23,19,13,34,6,233
UCL221054,0,0,0,0,0,3,0,3,0,13,0,0,0,0,3,0,3,0,0,14,4,7,12,3,0,0,5,5,0,41,11,21,8,7,3,4,0,6,0,55,5,9,17,12,7,6,6,5,4,62,9,12,7,5,5,5,13,9,0,61,10,10,0,3,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,60,42,33,22,27,20,35,5,278
UCL221055,0,0,7,6,0,9,0,6,0,22,0,0,10,3,0,7,0,0,0,20,7,20,3,5,4,3,0,0,0,44,21,24,16,8,15,7,0,4,0,103,16,24,14,5,17,7,7,5,0,94,11,11,0,3,10,7,3,3,7,54,4,3,0,0,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,87,52,29,50,30,9,24,4,351
UCL221056,0,0,0,0,0,3,0,3,0,9,0,0,3,0,0,0,0,0,0,8,3,0,11,3,3,4,4,10,5,42,0,3,3,5,0,3,3,3,0,29,6,3,7,9,3,4,0,7,0,35,4,0,0,5,3,0,9,9,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,21,18,8,19,19,40,3,153
UCL221057,0,0,4,5,0,0,0,10,0,17,0,3,5,4,0,5,0,6,0,28,6,7,17,10,10,7,3,0,6,60,14,4,22,7,11,3,14,11,6,89,11,8,16,8,9,13,6,12,5,89,8,4,11,6,5,3,12,13,0,60,0,3,0,5,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,80,43,39,33,33,47,15,365
UCL221058,0,0,5,8,0,8,0,8,0,24,0,0,0,0,0,0,0,0,0,7,4,7,11,0,0,0,0,3,6,37,7,23,10,8,9,3,6,4,0,62,3,12,8,5,7,4,0,9,0,58,8,8,10,7,4,0,4,4,0,45,4,3,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,56,47,33,21,12,6,31,6,248
UCL221059,0,0,3,6,0,8,0,6,0,17,5,0,7,5,0,0,0,0,0,18,6,7,18,7,14,10,8,8,3,70,19,23,16,7,7,6,3,8,0,97,24,20,8,10,15,6,3,13,0,101,14,8,7,6,14,9,6,13,0,82,6,0,3,0,0,4,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,60,61,50,48,41,21,54,0,405
UCL221060,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,4,0,0,0,3,0,14,0,3,5,3,0,3,0,0,0,19,4,7,4,4,7,3,5,0,0,34,3,14,10,8,6,3,0,6,6,53,0,8,3,0,7,6,0,0,0,19,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,33,24,32,25,12,5,11,3,161
UCL221061,0,0,4,6,0,10,0,5,0,22,0,0,4,5,0,0,0,0,0,10,3,7,3,3,0,4,0,0,0,27,9,9,14,4,5,0,0,8,0,48,16,10,3,4,10,4,0,0,0,60,16,14,15,4,10,10,3,7,0,90,13,4,6,0,5,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,44,54,30,33,41,3,24,3,287
UCL221062,0,0,3,0,0,4,0,8,0,16,0,0,4,3,3,3,0,4,3,19,6,4,4,6,3,6,5,10,0,44,11,5,3,6,3,5,4,8,0,45,12,12,8,9,13,7,8,14,0,82,7,8,9,9,9,4,10,15,0,79,7,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,33,33,38,31,25,28,66,10,301
UCL221063,0,0,0,0,0,5,0,3,0,12,0,0,7,4,0,5,4,3,0,21,3,8,6,4,0,4,3,3,0,38,11,5,0,6,7,4,9,5,0,37,4,9,3,3,5,0,4,8,0,41,11,3,5,5,3,0,7,7,0,36,6,0,6,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,28,17,25,18,21,35,4,209
UCL221064,0,0,5,0,0,8,0,7,0,19,0,4,10,8,4,0,0,3,0,36,9,10,30,20,10,0,4,9,4,96,15,11,30,9,13,3,6,6,0,94,12,4,19,8,8,9,13,4,0,74,5,4,10,9,5,0,9,3,0,47,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,37,103,57,39,23,25,34,3,372
UCL221065,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,14,8,12,5,0,0,0,0,0,0,25,9,9,4,3,4,0,0,4,0,34,9,14,14,4,5,0,0,0,0,46,14,21,7,0,4,3,4,0,0,55,9,8,4,0,3,0,0,0,0,27,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,50,66,41,8,21,12,4,6,3,206
UCL221066,0,0,4,6,0,8,0,5,0,18,0,0,14,6,3,3,6,3,0,32,10,6,17,11,10,3,4,8,0,63,10,7,16,9,12,9,8,7,0,72,10,7,12,6,8,6,6,4,0,66,3,12,6,0,6,6,5,8,0,51,0,0,4,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,72,40,38,28,26,36,3,320
UCL221067,0,0,0,0,0,10,0,4,0,17,0,0,6,5,0,4,5,3,0,28,4,0,14,10,6,7,0,12,0,56,4,4,5,4,5,8,3,12,0,53,4,3,0,6,0,0,10,19,0,51,6,0,5,7,3,0,7,16,0,41,0,0,0,0,5,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,35,33,18,29,27,72,3,255
UCL221068,0,0,0,3,0,5,0,0,0,8,3,0,0,4,0,0,0,3,0,15,4,11,11,4,3,7,0,3,0,44,7,12,8,8,11,3,4,12,0,63,6,3,7,3,0,3,6,3,0,37,4,4,8,4,3,0,0,4,5,42,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,36,35,20,22,11,31,11,220
UCL221069,0,0,4,8,0,5,0,7,4,30,0,7,14,0,0,3,0,0,0,29,3,20,18,11,9,3,0,15,0,76,15,22,14,19,0,3,5,7,0,90,14,27,23,7,12,7,5,7,0,97,14,27,24,9,16,6,3,18,3,115,0,3,0,0,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,106,89,64,41,34,11,50,8,447
UCL221070,0,0,3,4,0,8,0,4,0,20,0,0,4,8,4,6,0,8,0,28,7,15,14,3,3,0,13,18,0,79,3,10,12,8,12,0,0,6,4,58,11,8,13,14,14,9,14,9,0,75,12,13,12,16,9,3,12,12,4,94,4,3,0,0,4,0,3,0,0,28,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,39,48,66,47,44,28,45,64,13,389
UCL221071,0,0,6,7,0,10,0,7,0,33,0,0,5,5,0,0,3,12,0,34,10,6,17,11,3,5,5,9,0,62,6,8,12,5,0,3,7,12,0,60,7,8,13,11,5,3,8,7,0,72,12,6,12,3,7,9,14,15,0,79,0,5,0,0,3,4,4,3,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,39,38,61,31,31,35,44,70,8,354
UCL221072,0,0,0,0,0,3,0,0,0,12,0,4,11,0,0,3,0,0,0,22,3,8,14,4,9,8,6,4,0,66,5,7,19,3,9,0,4,0,0,44,3,3,5,0,3,8,0,4,0,30,3,4,4,0,6,6,4,9,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,56,22,27,26,21,27,0,224
UCL221073,0,0,6,9,0,13,6,3,0,37,0,6,9,3,0,8,0,0,0,26,0,9,13,6,8,0,0,3,0,38,0,13,9,7,13,0,5,9,0,54,8,16,19,10,8,0,3,6,0,66,8,5,7,10,9,0,3,7,0,50,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,59,62,45,37,22,20,22,0,277
UCL221074,0,0,4,4,0,0,0,3,0,12,0,0,5,0,0,0,0,0,0,11,9,4,5,10,6,4,0,0,0,43,6,17,10,6,8,0,0,5,0,61,16,22,8,8,10,0,0,7,0,79,19,37,7,5,16,4,4,4,3,105,5,8,0,0,5,3,3,0,0,28,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,59,105,38,34,37,18,13,28,8,337
UCL221075,0,0,3,5,0,7,0,0,0,11,0,0,0,4,0,4,0,0,0,3,5,5,7,3,8,7,0,3,0,43,13,11,11,11,9,4,0,0,0,61,18,17,10,10,10,3,0,6,0,77,17,23,14,9,10,9,0,10,3,99,3,15,3,3,0,4,3,5,3,35,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,63,74,54,39,36,32,5,24,6,341
UCL221076,0,0,0,5,0,3,0,6,0,16,0,0,3,0,0,0,0,0,0,5,11,8,9,8,0,0,0,4,0,42,15,22,10,0,8,4,0,4,0,62,8,24,10,10,9,7,0,0,0,82,13,16,17,15,9,0,0,3,0,87,0,9,4,0,5,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,85,61,46,28,26,8,21,3,317
UCL221077,0,0,0,0,0,4,0,0,0,10,0,0,7,0,0,0,0,5,0,14,5,3,9,3,3,0,0,8,0,33,6,5,8,4,0,4,5,4,3,36,3,10,8,0,3,0,10,13,0,48,16,16,5,17,8,0,0,12,0,78,6,4,3,3,3,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,34,34,26,19,20,34,7,246
UCL221078,0,0,0,4,4,0,0,3,0,10,0,3,6,3,0,3,4,6,0,24,9,11,12,0,3,5,3,9,0,58,12,3,17,3,4,0,3,5,0,58,10,8,8,8,13,3,3,4,3,69,5,0,10,3,12,5,10,10,5,62,0,0,3,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,59,33,38,25,33,38,9,293
UCL221079,0,0,0,0,0,6,0,0,0,11,0,3,4,0,0,0,0,0,0,10,4,6,3,0,10,4,7,4,0,30,0,0,0,4,3,0,7,4,0,21,6,11,9,8,5,0,5,8,0,43,10,3,9,12,12,3,9,5,0,60,8,0,0,0,8,3,0,6,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,27,26,20,28,30,21,20,30,5,198
UCL221080,0,0,0,3,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,8,0,0,9,4,4,4,4,3,0,28,6,9,10,0,13,0,3,8,0,55,7,10,9,5,15,3,9,0,3,65,7,15,8,0,14,3,11,0,0,64,0,6,0,4,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,46,46,20,43,16,29,20,3,253
