UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL215093,18,233,163,1510,4,1931,0,3,4,74,0,83,15,3,3,11,0,33,10,0,0,7,0,21,72,25,17,107,0,225,316,230,161,1232,6,1945,9,0,15,3,0,29,10,4,0,6,0,19,57,22,16,135,0,233,7,0,3,15,0,26,5,0,4,0,0,8,7,10,0,0,0,19,74,38,21,347,3,492,20,32,16,93,0,149,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,0,0,8,0,19,9,3,0,0,0,14,10,7,6,3,0,30,6,9,0,5,0,17,8,0,0,4,0,11,0,0,4,0,0,0,61,50,36,316,0,464,0,0,0,3,0,7,4,5,0,5,0,13,0,0,0,3,0,11,3,3,0,5,0,13,0,0,0,0,0,0,16,4,0,4,0,21,78,27,24,60,0,192,7,4,0,35,91,135,636,413,270,2776,103,4198
UCL215094,6,32,31,397,12,483,0,0,0,27,0,31,3,0,0,4,0,7,0,0,0,0,0,6,11,6,3,5,0,29,55,38,27,298,4,420,5,0,0,0,0,5,0,6,0,0,0,7,7,8,0,35,0,51,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,74,0,92,8,7,4,20,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,3,0,0,4,0,0,6,4,0,0,8,0,15,0,0,0,0,0,0,3,0,0,0,0,3,11,8,9,74,0,101,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,8,32,9,4,7,0,49,3,0,0,12,58,76,145,66,48,682,79,1027
UCL215095,13,47,26,499,6,597,0,0,0,24,0,27,4,0,0,0,0,3,0,0,0,0,0,0,7,5,0,11,0,26,46,33,24,316,11,432,8,0,6,5,0,17,0,0,0,4,0,5,3,6,0,25,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,5,61,0,81,6,4,0,14,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,12,0,31,0,0,0,0,0,0,4,0,5,0,0,5,0,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,4,11,12,4,99,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,14,3,5,16,0,40,0,0,0,5,54,61,127,76,48,780,79,1107
UCL215096,16,111,96,802,10,1034,0,4,5,33,0,37,4,3,5,0,0,9,0,0,0,0,0,0,31,12,7,47,0,99,217,105,107,765,7,1197,3,0,0,0,0,7,0,0,0,0,0,11,24,11,3,70,0,109,3,0,0,10,0,11,6,0,0,0,0,3,4,0,0,0,0,4,50,15,19,224,0,308,26,13,8,55,0,98,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,10,0,3,0,0,9,11,4,7,0,0,19,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,51,23,25,198,0,291,0,0,0,0,0,0,11,7,0,0,0,14,0,0,0,3,0,7,0,4,0,0,0,3,0,0,0,0,0,0,5,0,0,7,0,11,49,11,18,41,0,122,5,0,0,13,66,90,409,180,179,1574,80,2417
UCL215097,18,152,103,1201,27,1507,0,0,0,29,0,33,4,0,0,3,0,9,4,6,0,0,0,14,51,9,7,30,0,99,248,127,112,909,15,1417,4,0,0,0,0,3,0,5,0,3,0,7,42,7,12,83,4,145,0,0,0,7,0,13,0,0,0,0,0,3,7,0,0,0,0,7,46,31,23,253,6,358,25,5,0,44,0,81,0,0,0,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,5,0,3,12,0,24,9,5,3,0,0,19,8,3,0,3,0,22,16,3,0,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,54,28,21,211,3,319,4,0,0,0,0,4,4,0,0,4,0,10,4,0,0,6,0,7,6,3,3,4,0,13,4,0,0,0,0,7,7,3,0,0,0,15,50,23,16,40,5,133,7,0,4,34,207,249,519,238,191,2074,263,3283
UCL215098,0,42,44,534,3,630,0,0,0,3,0,8,3,0,4,3,0,8,0,0,0,3,0,3,19,9,0,15,0,47,94,23,40,488,5,658,5,0,4,4,0,11,0,0,0,0,0,3,7,0,0,19,0,29,0,0,0,0,0,0,5,0,0,8,0,7,7,0,0,0,0,11,13,10,6,112,6,146,11,0,0,22,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,12,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,17,13,114,3,165,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,36,9,8,19,0,63,0,0,0,15,38,50,220,67,68,975,55,1387
UCL215099,11,54,37,597,13,709,0,0,0,28,0,30,3,0,0,5,0,13,3,0,0,0,0,3,21,4,0,13,0,39,107,55,37,528,13,740,7,0,3,0,0,16,0,0,0,4,0,4,22,10,3,46,0,79,0,0,0,0,0,6,4,0,0,0,0,4,12,0,0,0,0,12,16,22,6,146,4,193,12,8,0,24,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,5,0,4,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,6,14,24,8,134,5,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,5,0,5,30,4,9,19,7,67,10,0,0,11,134,157,261,101,59,1143,172,1739
UCL215100,3,35,47,404,3,489,0,4,0,22,0,26,11,0,0,0,0,10,0,0,0,0,0,0,11,4,0,14,0,29,89,29,30,442,7,604,4,0,9,0,0,11,0,0,0,3,0,6,12,10,0,22,4,44,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,8,4,160,5,193,5,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,11,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,9,9,132,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,6,4,0,4,0,10,17,8,4,23,0,53,5,0,0,10,78,91,177,71,64,883,90,1279
UCL221001,0,16,17,307,0,342,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,0,21,12,22,13,257,7,308,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,26,0,25,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,100,0,113,7,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,73,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,4,0,0,10,0,0,0,16,34,45,35,34,26,580,43,718
UCL221002,0,33,26,323,0,379,0,0,0,7,0,7,9,0,4,5,0,11,0,0,0,0,0,0,3,3,0,4,0,12,56,22,24,274,7,385,5,0,0,0,0,8,0,0,0,0,0,0,9,0,0,24,0,32,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,104,0,135,4,5,0,23,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,13,6,97,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,15,0,3,8,0,26,0,0,0,3,20,29,112,54,39,615,28,852
UCL221003,0,19,10,217,7,255,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,15,21,8,14,189,3,243,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,27,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,9,0,4,56,0,68,5,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,39,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,10,0,18,0,0,0,11,56,64,51,23,20,423,62,572
UCL221004,0,51,30,384,0,473,0,0,0,10,0,10,0,0,0,0,0,0,19,7,0,22,0,49,17,7,12,31,0,66,44,46,27,299,0,412,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,23,0,31,0,0,0,9,0,10,7,0,0,0,0,5,0,0,0,0,0,0,16,11,14,138,0,169,27,11,6,42,0,87,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,15,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,13,3,6,0,0,0,5,0,0,0,0,0,0,11,7,10,100,0,129,3,0,0,0,0,4,3,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,41,10,3,20,0,78,0,0,0,0,27,28,175,97,68,761,35,1139
UCL221005,8,8,17,261,6,291,0,0,0,11,0,10,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,0,0,8,23,11,15,195,9,241,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,112,4,125,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,72,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,5,0,28,0,0,0,7,43,53,72,13,22,510,58,674
UCL221006,4,28,13,218,0,257,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,13,54,25,21,196,3,299,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,20,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,95,0,123,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,17,6,6,67,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,16,0,6,5,0,26,0,0,0,0,23,29,90,54,26,435,28,628
UCL221007,0,11,18,163,4,197,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,13,45,16,22,168,6,255,3,0,0,0,0,3,0,0,0,4,0,3,6,0,0,5,0,19,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,47,0,59,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,40,0,56,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,4,10,0,26,0,0,0,13,45,56,82,29,37,342,52,534
UCL221008,0,21,10,252,10,294,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,23,19,7,260,3,316,3,0,0,0,0,7,0,0,0,3,0,3,3,0,0,22,0,25,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,6,3,6,62,0,78,3,4,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,68,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,22,0,0,0,0,142,144,79,35,17,528,154,808
UCL221009,4,25,16,231,4,273,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,3,7,3,0,3,0,17,37,28,10,221,4,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,22,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,65,0,81,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,7,0,0,0,0,7,12,3,0,55,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,11,0,15,0,0,0,0,53,56,66,35,27,432,59,626
UCL221010,6,12,17,208,0,240,0,0,3,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,10,26,19,25,185,4,257,0,0,0,0,0,0,3,0,0,0,0,6,0,0,4,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,57,0,70,6,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,45,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,12,0,28,0,0,0,8,35,42,56,34,30,410,40,574
UCL221011,4,23,6,199,0,230,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,18,24,16,9,247,0,293,0,0,0,0,0,0,0,0,0,8,0,3,0,0,5,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,102,0,119,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,84,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,5,0,0,10,0,19,0,0,0,0,18,14,46,36,16,508,18,619
UCL221012,0,8,8,201,9,223,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,8,0,4,0,3,0,0,0,5,5,4,0,131,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,29,0,32,5,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,37,0,44,27,4,0,18,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,44,0,52,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,11,0,0,0,9,41,54,56,20,11,360,57,504
UCL221013,5,31,25,198,0,260,0,0,0,12,0,13,0,0,0,0,0,3,0,3,0,0,0,4,6,7,0,12,0,27,43,29,20,164,3,260,0,0,0,0,0,0,5,0,0,0,0,0,8,7,0,15,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,7,13,6,0,47,0,65,15,3,0,19,0,39,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,7,6,0,5,0,0,8,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,29,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,4,0,5,0,21,0,0,0,4,36,43,110,54,40,365,45,617
UCL221014,4,35,31,296,0,367,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,5,0,6,16,8,0,3,0,23,72,34,25,272,10,404,0,0,0,0,0,0,3,0,0,4,0,10,15,3,0,28,0,48,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,11,7,119,4,153,18,4,4,36,0,66,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,5,0,0,0,14,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,9,4,123,0,158,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,16,4,7,19,0,43,0,0,0,0,30,33,174,73,45,632,41,960
UCL221015,5,9,13,157,5,180,0,0,0,5,0,5,3,0,0,0,0,4,0,0,0,0,0,0,7,0,3,0,0,9,49,18,17,123,8,208,0,0,0,0,0,0,4,0,0,0,0,7,7,4,4,13,0,23,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,46,0,67,8,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,9,7,47,0,77,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,18,0,3,0,0,30,0,0,0,3,37,38,110,30,30,293,45,503
UCL221016,0,31,18,390,5,442,0,0,0,7,0,7,4,4,0,7,0,11,0,0,0,0,0,5,3,3,4,15,0,21,21,18,14,327,0,386,0,0,0,0,0,5,0,0,0,0,0,0,7,0,4,44,0,49,4,0,3,3,0,9,0,0,0,5,0,5,8,0,0,0,0,11,9,0,4,123,0,137,5,0,0,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,5,0,3,0,0,0,3,0,3,0,0,0,0,0,0,7,6,4,92,0,113,0,0,0,0,0,0,3,3,0,0,0,8,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,28,3,9,6,0,44,0,0,0,9,30,37,85,50,35,755,34,957
UCL221017,0,35,20,355,8,423,0,0,0,8,0,4,4,0,0,7,0,7,0,0,0,0,0,0,8,6,6,14,0,24,54,23,24,360,3,464,5,3,0,0,0,3,0,0,0,0,0,0,3,3,0,23,0,30,3,7,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,81,0,104,8,3,0,35,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,75,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,6,0,0,0,12,0,0,3,9,36,48,85,55,37,695,52,920
UCL221018,4,27,17,368,11,413,0,0,0,6,0,6,8,0,0,0,0,4,4,0,0,0,0,4,8,3,0,3,0,13,32,17,14,285,5,355,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,15,0,18,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,5,7,0,143,0,154,0,3,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,83,4,104,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,12,3,10,14,0,42,5,0,0,14,114,128,98,40,26,706,131,993
UCL221019,4,34,20,262,12,333,0,0,0,23,0,26,8,0,0,8,0,10,9,0,0,3,0,9,7,0,0,6,0,14,66,23,30,271,10,405,5,0,0,0,0,3,0,0,0,0,0,6,20,3,0,20,0,40,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,10,6,94,0,124,12,5,5,19,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,20,0,0,0,0,0,0,3,0,0,4,0,3,7,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,7,7,91,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,3,0,9,22,10,3,20,3,62,3,0,0,4,34,40,155,55,43,581,57,886
UCL221020,9,20,12,314,3,360,0,0,0,23,0,23,4,0,3,3,0,10,0,0,0,0,0,0,5,6,0,0,0,10,57,22,9,287,11,382,5,0,0,0,0,5,0,0,0,0,0,5,6,3,0,32,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,101,6,126,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,10,6,90,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,5,9,0,27,0,0,0,3,46,48,115,36,26,623,66,867
