UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL215009,3,18,7,420,3,454,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,14,0,27,28,14,18,293,9,363,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,29,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,99,0,110,4,0,0,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,5,0,0,0,0,5,4,0,0,0,0,8,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,73,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,5,0,13,0,0,0,15,66,80,60,44,21,732,75,938
UCL215010,13,126,98,805,4,1046,0,0,0,0,0,3,8,4,3,0,0,18,6,4,0,4,0,13,43,18,11,49,4,122,168,86,62,549,12,886,0,0,0,3,0,4,5,3,0,4,0,7,29,5,3,47,0,85,11,0,0,9,0,22,0,5,0,3,0,10,9,7,8,8,0,24,31,24,12,169,3,238,40,16,3,57,0,112,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,3,0,4,10,0,15,3,0,0,0,0,3,5,0,0,0,0,10,10,8,0,4,0,12,5,0,0,0,0,10,3,5,0,0,0,6,51,26,22,128,4,223,5,0,0,0,0,8,0,0,0,3,0,9,0,0,0,0,0,4,9,6,0,0,0,12,0,0,0,0,0,0,7,3,0,6,0,12,83,18,22,25,4,152,0,0,0,15,97,115,437,209,159,1355,119,2274
UCL215011,7,28,33,378,11,465,0,0,0,25,0,27,3,0,0,5,0,4,3,0,0,0,0,3,9,0,0,11,0,22,84,32,27,377,18,537,5,0,0,0,0,5,0,0,0,0,0,4,12,3,4,30,0,39,4,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,132,0,145,0,3,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,10,6,115,4,142,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,9,22,6,12,5,0,46,0,0,0,9,86,93,151,53,51,789,116,1166
UCL215012,18,131,97,976,16,1242,0,5,3,27,0,35,12,0,0,9,0,22,9,0,0,4,0,17,32,16,10,20,0,76,206,126,95,1058,14,1488,22,0,0,0,0,24,7,5,0,11,0,28,48,13,12,140,0,218,5,3,0,4,0,10,3,4,0,0,0,10,16,6,0,0,0,17,41,30,36,491,3,601,28,15,3,66,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,0,0,4,0,12,12,3,0,3,0,16,4,0,0,12,0,22,3,0,0,0,0,3,0,0,0,0,0,0,44,40,18,405,9,507,0,0,0,0,0,3,8,0,0,0,0,8,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,19,0,34,95,27,28,63,0,209,0,0,0,13,118,137,495,240,179,2214,154,3291
UCL215013,77,151,105,1036,6,1369,0,0,4,43,0,48,33,3,0,3,0,43,19,6,8,18,0,50,16,8,5,32,0,60,195,108,75,735,4,1122,52,0,12,10,0,75,8,0,0,12,0,21,33,15,3,62,0,110,43,15,6,47,0,111,4,0,0,8,0,10,295,7,6,0,0,307,56,28,29,221,0,331,98,36,13,160,0,307,3,0,0,0,0,3,17,0,0,8,0,29,30,5,5,17,0,59,36,19,9,64,0,126,25,4,4,0,0,34,13,0,3,3,0,27,9,0,3,5,0,20,5,0,0,0,0,4,38,0,6,0,0,44,51,15,28,140,0,232,0,0,0,3,0,11,3,0,0,0,0,3,9,3,0,4,0,21,17,0,0,0,0,19,18,0,0,0,0,17,0,4,0,6,0,9,672,58,44,81,4,864,35,7,0,37,151,226,1589,297,210,1895,162,4160
UCL215014,9,49,39,438,6,542,0,0,0,6,0,6,7,0,0,0,0,10,4,0,0,6,0,9,21,7,4,9,0,37,88,54,43,356,8,555,7,0,0,0,0,7,0,0,0,5,0,5,14,4,0,38,0,57,3,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,8,16,12,0,95,0,128,8,4,6,33,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,4,4,4,3,0,0,7,5,0,0,0,0,4,3,0,0,0,0,3,11,14,12,75,0,114,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,15,28,15,4,19,0,65,6,0,0,28,30,67,205,108,71,804,44,1231
UCL215015,12,110,80,684,12,897,0,0,0,23,0,21,9,0,0,10,0,23,7,0,0,0,0,5,24,11,9,14,0,56,195,87,77,674,16,1047,3,0,3,0,0,10,10,0,0,8,0,15,52,5,9,69,0,141,12,4,0,4,0,16,0,0,0,0,0,6,8,0,0,0,0,8,35,17,13,234,4,302,43,9,0,52,0,102,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,8,7,4,0,0,0,12,7,10,0,0,0,20,16,0,0,6,0,21,3,0,0,4,0,5,0,0,0,0,0,4,42,26,25,221,0,306,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,0,15,111,23,15,30,11,191,0,0,4,11,197,217,503,178,140,1432,233,2481
UCL215016,18,160,103,1516,15,1810,4,6,4,91,4,105,11,0,0,6,0,22,3,0,0,9,0,12,24,16,17,40,0,94,188,146,91,1300,24,1745,10,0,7,0,0,19,3,0,0,3,0,11,43,17,11,122,4,196,16,5,0,9,0,32,0,0,0,6,0,8,6,0,0,0,0,14,33,36,18,417,3,507,45,11,8,69,0,138,0,0,0,0,0,0,0,0,0,0,0,4,10,6,3,5,0,22,26,10,12,22,0,65,8,0,0,0,0,9,5,8,6,4,0,22,15,7,6,9,0,38,5,0,0,0,0,5,6,0,0,0,0,6,56,32,25,351,3,468,6,0,0,0,0,6,5,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,21,75,39,25,60,0,195,5,9,0,47,166,227,515,293,189,2871,207,4076
UCL215017,20,106,74,1053,11,1271,0,3,0,23,0,28,0,0,0,4,0,11,10,5,0,6,0,16,39,18,7,58,0,126,165,100,87,779,18,1138,9,0,10,5,0,20,3,0,0,0,0,10,17,6,13,50,0,84,3,0,0,11,0,18,4,0,0,3,0,8,0,0,0,0,0,6,38,29,13,272,0,360,28,14,0,55,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,19,0,24,4,0,0,0,0,3,5,5,0,3,0,17,6,3,0,10,0,26,4,0,0,0,0,6,0,0,0,0,0,0,34,28,18,144,0,221,0,0,0,0,0,0,3,3,0,0,0,5,4,0,0,4,0,6,0,0,0,0,0,4,0,0,0,0,0,4,5,3,0,6,0,17,40,21,8,38,0,107,0,0,0,17,142,170,359,203,146,1834,169,2707
UCL215018,0,86,47,1127,19,1280,0,5,0,29,0,27,5,0,0,0,0,5,0,3,0,0,0,3,22,6,5,9,0,47,87,68,42,1013,25,1230,17,0,0,0,0,22,0,0,0,3,0,7,17,3,3,52,0,80,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,22,14,9,375,3,427,5,0,6,29,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,4,0,0,0,0,9,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,25,20,11,295,3,362,0,3,0,0,0,0,0,0,0,3,0,0,9,0,0,3,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,11,65,7,0,26,0,108,0,0,0,36,129,169,268,136,80,2228,170,2884
UCL215019,18,84,61,687,21,872,0,4,0,24,3,31,5,0,3,4,0,16,7,0,0,0,0,13,28,8,9,25,0,73,150,84,69,590,26,910,17,0,3,0,0,31,6,3,0,3,0,14,28,12,8,55,0,105,9,9,0,5,0,24,3,0,7,0,0,9,4,0,0,3,0,9,44,19,11,193,3,267,30,9,0,33,4,76,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,4,5,0,0,0,0,8,0,0,0,0,0,5,11,12,5,0,0,26,13,0,5,6,0,21,0,0,0,0,0,4,0,0,0,0,0,0,47,25,17,163,0,266,4,0,0,0,0,4,12,3,0,0,0,13,9,0,0,0,0,9,3,0,0,0,0,4,0,0,0,0,0,0,8,0,0,9,0,12,63,16,9,31,0,124,7,0,0,12,247,269,410,183,121,1290,292,2301
UCL215020,4,33,26,505,13,575,0,0,0,20,0,19,3,0,0,0,0,4,5,0,0,0,0,3,11,0,3,3,0,17,59,23,24,454,13,571,9,0,0,0,0,9,0,0,0,0,0,5,4,4,3,43,0,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,20,15,3,5,164,5,193,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,10,0,0,0,0,5,5,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,135,3,160,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,39,4,4,4,0,43,0,0,0,16,67,86,168,48,39,986,93,1336
UCL215021,13,45,30,436,9,529,0,0,0,16,0,18,0,0,0,6,0,3,3,3,0,0,0,6,8,8,0,12,0,32,83,43,31,382,5,545,7,0,0,0,0,7,3,0,3,7,0,8,12,4,4,29,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,3,127,4,149,6,3,0,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,6,3,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,5,6,108,0,133,7,0,0,3,0,10,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,12,18,10,6,10,0,38,0,0,0,14,64,85,141,84,53,845,86,1208
UCL215022,35,170,124,1597,28,1957,0,3,3,130,3,138,23,0,0,5,0,27,11,0,0,0,0,17,84,28,17,67,0,198,245,159,125,1248,27,1804,35,0,17,7,0,62,0,0,0,11,0,11,53,17,13,107,6,189,4,0,0,4,0,11,7,0,0,5,0,16,20,0,0,0,0,21,46,40,15,353,8,456,45,20,16,71,3,146,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,0,3,20,9,6,45,0,81,14,0,0,0,0,17,8,7,4,3,0,26,33,4,3,13,0,48,8,0,0,0,0,10,0,4,0,0,0,4,84,33,41,330,5,495,4,5,0,3,0,7,3,0,5,0,0,10,7,0,0,0,0,10,3,0,0,0,0,6,0,0,0,0,0,0,5,7,0,24,0,36,163,21,16,39,0,243,12,3,0,41,380,433,810,313,239,2867,455,4679
UCL215023,5,48,18,636,12,715,0,0,0,31,0,30,0,0,0,5,0,6,0,0,0,0,0,0,15,4,11,5,3,40,42,33,18,535,18,651,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,21,0,26,4,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,21,9,5,154,4,189,0,7,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,7,9,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,125,7,144,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,3,4,0,3,29,0,0,0,30,64,95,106,62,44,1195,103,1503
UCL215024,4,34,20,718,19,800,0,0,0,42,0,44,5,0,0,3,0,9,0,0,0,0,0,0,16,4,4,9,0,33,54,38,13,697,21,826,14,0,0,0,0,14,0,0,0,3,0,3,4,0,0,55,0,65,0,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22,8,9,3,182,6,210,3,3,0,27,4,40,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,3,6,0,0,0,0,4,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,12,3,158,5,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,19,10,0,12,0,46,0,0,0,28,119,149,160,73,33,1446,169,1870
UCL215025,10,32,44,293,11,391,0,0,0,10,0,10,6,0,0,3,0,5,4,0,0,6,0,10,24,5,3,19,0,48,134,31,35,266,5,466,0,0,3,0,0,7,6,0,0,3,0,9,19,3,0,17,0,32,7,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,30,10,5,77,0,118,8,5,4,23,0,41,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,12,5,0,0,0,0,10,0,0,0,0,0,3,5,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,21,15,5,75,0,116,3,0,0,0,0,3,3,0,5,0,0,8,0,0,0,0,0,0,3,0,0,0,0,11,0,0,4,0,0,6,3,0,0,0,0,8,43,5,3,12,0,65,7,0,0,15,60,79,276,56,70,574,78,1056
UCL215026,18,52,39,290,9,395,0,0,0,6,0,6,0,0,0,4,0,0,7,8,0,0,0,17,15,3,3,4,0,24,105,51,28,275,8,470,9,0,0,0,0,13,9,0,0,0,0,11,13,4,3,20,0,46,19,0,0,6,0,26,0,0,0,3,0,3,0,0,0,0,0,0,27,11,6,97,3,147,21,10,3,32,5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,0,4,0,15,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,3,0,7,3,0,0,3,0,8,0,0,0,0,0,0,23,15,9,89,4,145,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,31,3,10,4,0,57,0,0,0,9,77,92,258,93,71,588,99,1108
UCL215027,3,33,14,425,5,479,0,0,0,15,0,18,4,0,0,4,0,9,5,0,0,0,0,7,12,0,4,0,0,24,43,28,16,407,0,492,20,0,0,0,0,24,0,0,0,0,0,5,4,3,3,47,0,54,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,4,6,3,5,118,0,141,3,11,0,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,102,0,133,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0,27,0,0,0,10,119,134,144,53,30,823,131,1186
UCL215028,11,87,47,909,13,1065,0,0,0,31,0,36,7,0,0,7,0,17,3,3,0,0,0,4,49,11,14,44,0,111,148,77,66,861,20,1164,11,0,4,0,0,12,3,0,6,6,0,8,31,11,11,89,0,137,11,0,0,4,0,15,0,0,0,0,0,3,6,4,0,0,0,9,42,27,13,317,0,395,16,11,4,59,0,84,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,13,5,0,0,0,24,10,6,0,4,0,14,5,3,0,0,0,4,0,0,0,0,0,0,28,34,11,281,3,360,4,0,0,4,0,8,0,4,0,0,0,4,0,0,0,5,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,7,0,15,0,25,65,12,0,27,0,102,5,5,0,28,263,297,374,166,101,1858,295,2794
UCL215029,17,128,71,841,14,1070,0,3,0,36,0,36,29,0,0,13,0,49,17,0,0,0,0,22,39,10,13,15,0,86,287,146,90,1031,20,1577,6,0,0,0,0,13,16,0,0,12,0,35,55,22,12,107,0,192,19,5,0,7,0,31,10,0,0,0,0,15,28,6,0,0,0,33,74,41,21,516,8,663,69,36,11,131,0,249,0,0,0,0,0,0,4,0,0,3,0,8,5,5,0,0,0,10,13,0,4,11,0,34,0,5,0,0,0,4,4,3,8,0,0,12,21,9,0,4,0,38,12,0,4,3,0,18,0,0,0,0,0,0,81,35,17,451,5,589,17,0,0,0,0,21,9,0,0,0,0,17,5,0,0,0,0,12,3,0,0,0,0,4,0,0,0,0,0,0,14,7,3,10,0,31,198,31,27,61,4,316,5,0,0,27,246,275,844,280,157,2162,289,3732
UCL215030,5,27,28,468,6,536,0,0,0,42,0,42,0,0,0,0,0,10,0,0,0,0,0,4,11,3,4,4,0,26,49,38,18,440,13,558,5,0,3,0,0,7,0,0,0,3,0,3,8,7,3,141,4,162,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,12,4,117,0,141,3,3,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,128,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,6,12,9,0,9,0,39,0,0,0,11,74,86,113,61,38,1001,98,1315
UCL215031,0,31,22,485,13,557,0,0,0,25,0,23,3,0,0,3,0,8,0,0,0,0,0,0,4,4,3,5,0,19,49,28,25,460,7,574,21,0,0,0,0,21,0,0,0,4,0,4,3,3,0,42,3,53,0,0,0,0,0,4,4,0,0,0,0,4,10,0,0,0,0,10,9,5,4,164,6,184,10,0,3,22,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,5,0,0,4,0,0,5,0,0,0,0,0,0,12,13,5,146,6,171,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,30,3,8,23,0,62,12,0,0,10,101,120,153,54,35,1010,127,1375
UCL215032,20,78,56,1137,21,1312,0,0,0,54,4,59,22,0,3,8,0,30,0,4,0,0,0,4,17,6,4,3,0,32,121,66,54,1057,24,1323,30,0,0,0,0,34,0,0,0,12,0,13,13,7,5,73,0,99,4,0,0,3,0,8,3,0,0,9,0,8,9,0,0,0,0,9,28,20,9,412,7,486,8,0,0,32,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,11,0,16,5,0,0,3,0,4,0,0,0,0,0,0,27,23,15,312,8,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,18,59,9,12,33,0,112,5,3,0,40,220,266,318,131,89,2314,267,3116
UCL215033,7,125,95,938,4,1174,0,0,0,46,0,46,20,0,8,9,0,33,20,4,0,7,0,40,9,9,5,34,0,52,208,116,75,638,3,1033,50,5,14,3,0,71,4,0,0,3,0,8,24,11,6,79,0,122,5,5,0,3,0,22,5,0,0,0,0,8,27,6,4,0,0,39,53,18,15,186,0,270,36,24,14,81,0,152,4,0,0,0,0,4,6,0,0,9,0,15,3,0,0,0,0,11,44,24,21,62,0,144,13,0,5,0,0,25,10,0,0,0,0,18,30,9,3,20,0,58,5,4,0,4,0,14,3,0,0,0,0,10,68,32,15,187,0,299,3,3,0,3,0,17,7,3,5,3,0,17,4,0,0,3,0,6,6,0,0,0,0,8,9,0,3,0,4,12,19,0,7,10,0,32,141,35,15,39,0,236,16,0,0,16,41,74,688,244,189,1649,56,2826
UCL215034,6,45,31,425,10,507,0,3,0,18,3,21,5,0,0,3,0,8,0,0,0,4,0,3,22,7,0,6,0,41,90,46,32,365,9,543,15,0,0,0,0,15,9,0,0,0,0,9,12,0,0,22,0,38,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,11,12,127,7,173,15,4,0,22,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,3,0,8,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,17,9,111,5,162,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,6,28,3,0,15,0,50,12,0,0,9,108,127,233,84,42,813,133,1308
UCL215035,10,81,70,618,6,784,0,6,0,19,0,17,0,0,0,3,0,3,3,0,0,0,0,3,30,7,15,23,4,77,78,69,46,460,11,665,10,0,3,0,0,12,0,0,0,0,0,4,17,0,4,34,0,54,3,0,0,7,0,8,3,0,0,0,0,0,6,6,0,0,0,14,23,23,8,154,5,216,15,11,5,19,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,3,3,0,19,0,0,5,0,0,8,3,0,0,0,0,4,4,6,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,21,11,10,105,0,140,0,0,0,0,0,3,0,7,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,9,0,12,24,9,11,10,0,53,0,0,0,28,86,117,211,140,104,1081,109,1644
UCL215036,4,65,35,414,5,526,0,0,7,18,0,24,8,0,0,0,0,6,4,0,0,0,0,5,11,9,0,18,0,40,101,59,30,324,11,521,0,0,0,0,0,0,0,0,0,3,0,6,19,4,0,26,0,50,0,0,0,4,0,7,0,0,0,0,0,6,0,0,0,0,0,0,17,8,0,112,3,147,13,11,4,40,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,6,0,3,0,0,11,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,15,13,3,82,0,115,3,0,4,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,4,0,0,19,35,5,3,8,0,57,0,0,0,10,103,107,208,102,59,737,125,1226
