UCL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL215023,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,9,0,0,0,7,9,4,5,0,22,0,5,3,6,0,5,0,0,28,13,33,20,43,32,18,15,6,180,0,5,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,11,18,38,19,46,32,24,13,10,193,0,0,0,0,0,0,0,0,0,10,4,0,4,8,13,10,4,46,26,44,26,60,48,47,29,10,298,0,3,0,3,0,0,0,0,11,0,0,3,0,0,0,0,0,6,0,9,11,13,9,8,8,0,47,0,9,4,13,13,10,4,0,56,11,25,14,22,21,13,0,0,110,0,0,0,6,5,0,0,0,13,0,0,0,4,0,0,0,0,8,15,26,17,28,23,14,8,0,131,0,0,0,0,0,0,0,0,4,6,0,4,8,10,0,24,14,65,23,48,40,65,51,36,37,19,318,0,3
UCL215024,0,0,4,0,3,0,0,0,7,0,6,0,0,0,5,0,0,10,0,5,10,4,6,9,0,0,37,0,3,4,9,5,8,6,0,31,6,27,30,26,25,37,18,8,185,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,9,6,27,29,31,29,41,18,8,193,0,0,0,0,0,0,0,0,5,4,4,7,4,17,22,14,8,92,15,46,55,49,60,81,41,14,370,0,5,8,4,3,0,0,0,13,0,0,10,5,0,3,4,0,19,5,15,13,10,5,13,10,0,68,0,10,10,17,10,22,8,4,74,4,9,15,18,14,23,0,0,90,3,0,6,0,5,0,0,0,11,0,0,0,0,0,0,0,0,6,6,18,22,18,17,24,3,0,115,0,0,0,0,0,0,0,0,3,3,0,12,8,19,22,19,14,100,20,43,65,57,60,81,41,17,386,0,4
UCL215025,0,0,0,3,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,6,4,0,3,7,0,0,19,0,0,3,3,9,11,3,0,39,3,23,22,19,45,30,12,5,158,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,11,10,23,22,19,44,34,16,5,167,0,0,0,0,0,0,0,0,0,5,5,4,5,10,14,5,0,51,16,26,37,33,76,73,25,12,294,0,0,0,3,10,5,0,0,15,0,0,3,3,0,0,0,0,10,0,10,5,4,6,7,6,0,44,0,6,11,11,14,15,6,0,57,3,18,6,11,22,10,0,0,68,0,0,0,0,0,0,0,0,4,0,0,0,5,3,3,0,0,14,3,19,7,16,24,16,0,0,85,0,0,0,0,0,0,0,0,0,3,0,6,9,6,13,9,0,50,11,31,35,43,65,56,18,4,266,0,0
UCL215026,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,0,7,4,4,3,0,0,20,0,0,5,9,0,5,3,0,28,11,22,15,27,33,24,12,0,147,0,0,0,0,0,0,0,0,3,5,4,0,0,0,6,0,0,7,16,27,19,29,34,30,19,0,159,0,0,0,0,0,0,0,0,0,4,8,7,0,15,11,13,4,59,17,31,32,45,59,54,30,7,280,0,0,0,3,3,0,0,0,14,3,0,0,3,0,3,0,0,15,4,8,12,7,7,10,4,0,45,3,6,13,13,14,3,8,0,59,3,19,13,10,11,7,0,0,71,3,4,0,3,0,0,0,0,11,0,0,4,4,4,3,0,0,13,3,24,19,16,19,13,3,0,91,0,0,0,0,0,0,0,0,4,4,4,6,4,11,9,10,0,50,19,45,46,48,55,40,18,3,276,0,0
UCL215027,0,0,0,0,0,0,0,0,7,0,0,0,0,5,5,4,0,10,0,12,4,0,4,5,0,0,30,0,0,8,6,10,6,4,0,33,4,18,19,22,27,16,8,3,120,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,6,4,24,23,22,28,18,12,4,133,0,0,0,0,0,0,0,0,0,9,8,8,10,11,12,9,7,73,18,42,46,45,54,43,30,16,292,0,5,3,3,0,0,0,0,9,0,3,6,0,7,6,0,0,20,0,8,14,10,4,4,4,3,48,4,4,3,9,18,5,5,0,47,5,9,11,8,14,12,5,0,67,0,4,6,3,4,0,0,0,10,0,0,0,0,0,0,0,0,3,7,14,17,10,21,9,5,0,80,0,0,0,0,0,6,0,0,5,6,3,4,8,8,6,14,8,67,21,33,44,44,55,39,30,14,277,0,6
UCL215028,0,3,7,7,4,7,7,4,43,0,0,5,5,10,4,0,0,23,0,10,13,11,13,15,7,5,79,4,8,13,16,25,23,9,4,90,19,58,42,60,53,43,28,12,301,5,3,3,5,0,0,0,0,13,0,0,0,6,4,0,0,0,13,20,64,50,62,57,43,23,12,337,0,0,0,0,0,6,0,0,6,14,3,10,23,15,24,24,14,134,38,95,102,121,123,128,74,30,716,0,3,0,13,5,10,3,0,44,0,3,3,3,9,13,0,0,39,4,30,38,22,29,33,14,9,161,0,19,30,29,37,25,9,5,154,12,35,21,44,26,18,6,0,168,3,3,4,0,5,0,3,0,16,0,0,0,3,0,8,3,6,20,17,40,28,42,35,22,9,0,199,0,0,0,0,0,0,0,0,0,11,9,26,14,17,30,26,24,163,29,107,120,128,141,135,70,32,760,0,10
UCL215029,0,17,16,19,28,19,11,0,111,0,4,0,8,16,15,0,0,39,4,32,38,51,59,48,6,0,228,4,21,29,22,47,41,17,7,175,7,42,41,50,51,45,23,10,274,0,3,0,4,0,4,0,0,9,0,0,0,0,7,13,0,0,24,13,38,46,58,61,62,25,17,311,0,0,0,0,0,0,0,0,9,8,10,17,13,30,33,21,12,140,28,125,143,178,231,209,72,30,1010,0,15,11,25,41,26,9,0,121,0,4,11,26,28,27,4,0,97,7,41,60,75,90,63,26,6,369,5,23,28,51,45,40,24,5,213,3,20,26,29,44,11,5,0,141,0,0,3,5,3,3,0,0,20,3,0,4,6,5,12,4,0,35,7,20,33,38,54,24,8,3,196,0,5,0,4,5,7,3,0,19,9,15,10,20,30,44,29,30,188,27,126,157,238,287,225,99,45,1205,0,31
UCL215030,0,3,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,3,0,0,10,6,8,4,3,0,28,0,5,4,7,4,6,0,0,30,5,34,23,15,22,25,8,7,142,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,0,16,8,29,26,17,27,24,16,7,164,0,0,0,0,0,0,0,0,0,3,0,6,6,6,8,13,3,57,15,42,45,43,51,47,29,12,285,0,3,0,7,0,0,0,0,9,0,0,0,3,0,0,0,0,11,0,11,7,8,3,9,0,4,49,0,10,7,20,16,11,3,0,72,3,16,6,10,16,3,6,0,58,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,12,6,17,13,14,16,11,5,0,72,0,0,0,0,0,0,0,0,4,4,3,0,5,13,20,12,9,63,20,51,36,49,50,47,20,17,278,0,10
UCL215031,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,7,10,5,0,4,27,0,3,3,8,3,5,0,0,23,8,20,19,25,29,30,9,5,142,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,9,8,22,19,25,35,29,15,6,156,0,0,0,0,0,0,0,0,3,13,6,8,8,8,6,11,6,70,25,39,36,53,49,48,33,7,288,0,9,3,0,0,0,0,0,9,0,0,0,4,3,0,0,0,8,0,13,16,7,13,8,4,0,55,0,6,5,4,16,13,6,0,53,4,10,12,19,18,9,4,0,78,0,0,4,0,0,6,0,0,13,0,0,0,0,0,0,0,0,4,7,12,11,21,24,12,3,0,91,0,0,0,0,0,4,0,0,5,5,4,11,8,10,14,11,12,76,12,37,45,56,62,48,28,14,299,0,6
UCL215032,0,0,6,10,3,9,0,0,24,0,0,0,0,3,6,7,0,18,0,16,21,11,10,26,16,5,97,0,10,13,8,14,19,8,3,79,22,43,57,34,52,49,20,9,285,0,3,0,0,0,0,0,0,7,0,0,0,5,0,3,3,0,8,24,48,57,32,52,51,27,13,302,0,0,0,6,5,0,0,0,6,20,10,19,12,27,27,19,13,137,51,79,112,74,110,137,78,28,673,0,10,5,6,0,14,0,0,39,0,0,9,9,5,6,6,0,37,4,27,22,15,21,23,10,6,146,4,17,26,26,15,29,14,8,139,15,36,45,23,31,15,3,0,177,3,3,0,6,0,4,5,0,25,0,0,3,0,9,0,5,0,17,14,46,52,27,43,25,11,0,218,0,3,0,0,4,4,0,0,14,15,12,16,18,28,35,31,16,175,41,115,138,113,118,139,74,32,772,0,10
UCL215033,0,7,14,10,5,3,0,0,40,0,0,6,8,3,3,0,0,17,0,17,43,28,8,6,4,0,104,9,11,32,31,13,8,0,0,102,15,76,100,74,33,34,3,0,327,0,0,0,3,0,0,0,0,3,0,0,4,0,4,3,0,0,14,14,76,101,75,39,34,4,0,345,0,0,0,0,0,0,0,0,3,0,5,5,4,0,3,0,0,27,24,115,202,160,73,51,7,0,637,4,8,22,10,7,0,0,0,46,3,9,23,10,3,3,0,0,51,11,46,66,42,13,6,4,0,184,6,27,60,34,17,9,3,0,148,9,34,52,26,18,5,0,0,147,5,4,5,3,0,0,0,0,14,0,0,5,4,4,0,0,0,19,14,41,67,36,22,10,0,0,183,0,0,0,0,0,0,0,0,3,6,12,0,0,3,3,0,0,33,35,137,241,138,62,31,7,0,657,4,13
UCL215034,0,0,0,4,4,9,3,0,19,0,0,0,4,0,0,3,0,5,0,4,13,7,4,12,8,0,41,0,6,3,4,13,8,11,9,46,8,15,16,18,27,22,16,0,120,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,0,0,3,8,14,16,24,30,28,21,0,129,0,0,0,0,0,0,0,0,0,5,0,6,5,5,12,17,6,60,15,25,29,40,58,68,50,17,304,0,0,0,3,4,0,0,0,10,0,0,0,0,3,7,0,0,9,4,9,7,10,12,14,4,9,77,0,4,10,4,9,19,10,0,65,7,11,8,13,13,10,9,0,67,0,0,0,0,6,0,0,0,5,0,0,0,0,7,3,0,6,13,12,12,10,14,24,14,8,5,94,0,0,0,0,0,0,0,0,3,8,3,4,9,11,27,17,15,86,22,29,39,41,60,85,47,34,354,0,0
UCL215035,0,0,0,9,4,0,5,0,18,0,3,0,0,0,0,0,0,0,0,12,11,4,6,3,0,0,41,3,3,8,7,3,6,0,0,40,16,52,56,48,33,24,12,3,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,49,56,52,35,25,10,3,245,0,0,0,0,0,0,0,0,0,7,6,6,7,8,11,9,0,56,24,75,87,75,54,49,29,6,396,0,7,0,0,0,0,0,0,12,0,12,3,7,6,0,0,0,31,5,30,24,9,8,3,0,0,85,0,25,6,15,9,12,5,0,67,6,30,20,15,15,11,6,0,96,0,0,6,0,4,7,0,0,13,0,0,3,0,0,0,0,0,11,7,31,26,22,17,19,6,0,120,0,0,0,0,0,0,0,0,0,6,9,6,4,7,12,13,3,59,17,102,77,57,53,46,24,3,371,0,7
UCL215036,0,0,0,3,0,3,4,0,7,0,0,0,0,0,0,0,0,8,3,9,12,6,0,7,0,0,47,0,0,5,5,3,3,9,0,26,14,29,28,32,29,16,8,0,161,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,20,31,31,33,32,16,8,0,167,0,0,0,0,0,0,0,0,0,8,3,7,9,7,6,0,0,47,32,47,53,62,50,41,21,3,306,0,5,5,0,0,6,0,0,19,0,0,8,3,4,0,0,0,14,9,12,25,18,14,10,0,0,85,0,10,11,18,13,9,3,0,70,4,10,17,9,8,9,4,0,58,0,4,0,0,0,0,0,0,8,0,0,0,5,5,0,4,0,12,9,14,13,17,13,8,5,0,72,0,0,0,0,0,0,0,0,0,8,3,6,11,15,3,9,0,58,19,46,68,67,58,38,14,4,316,0,5
UCL215037,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,5,0,3,3,9,4,9,0,0,23,4,0,7,0,9,6,5,0,38,14,33,23,37,33,37,22,0,189,4,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,7,16,33,26,37,34,39,22,3,207,0,0,0,0,0,0,0,0,5,3,4,8,9,6,10,15,6,56,21,43,42,58,56,70,36,9,332,0,0,0,3,3,0,0,0,7,3,7,0,0,0,0,0,0,16,5,10,7,7,10,14,3,0,49,3,14,22,12,18,5,4,0,74,10,27,16,17,21,6,4,0,95,0,0,0,0,7,3,0,0,14,0,0,0,6,0,0,0,0,4,10,26,16,21,27,12,9,0,111,0,0,0,0,0,3,0,0,5,3,5,3,4,14,17,8,3,65,23,61,46,44,73,46,26,9,324,0,0
UCL215038,0,0,4,5,0,0,0,0,13,0,0,0,0,9,0,3,0,8,0,4,9,9,0,7,0,0,32,0,7,0,10,7,8,3,0,38,6,31,26,27,42,39,33,12,216,0,0,0,6,0,0,0,0,7,0,3,0,4,0,0,4,0,12,8,34,26,35,45,44,33,10,233,0,0,0,0,0,0,0,0,4,10,9,14,21,17,23,17,10,124,15,49,51,77,82,78,65,19,453,0,3,8,4,0,4,0,0,15,0,3,0,3,3,5,0,0,19,0,14,11,4,17,11,11,5,72,0,4,11,6,23,16,9,0,73,11,20,13,23,17,9,5,0,93,0,3,5,0,4,4,0,0,20,0,4,6,0,0,3,0,0,13,11,28,22,19,25,19,8,4,127,0,0,0,0,0,0,3,0,5,6,18,10,21,12,25,20,13,130,14,59,59,57,84,83,51,24,434,0,5
UCL215039,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,6,0,3,3,9,0,5,0,0,17,0,0,3,7,7,7,4,0,24,18,31,22,26,25,37,16,0,172,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,8,19,32,26,27,22,38,16,0,183,0,0,0,0,0,0,0,0,0,13,13,13,7,14,27,21,7,107,31,54,43,45,51,76,41,9,342,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,11,4,8,9,7,5,5,5,0,32,0,10,7,13,9,7,7,5,52,0,24,20,21,18,12,0,0,99,0,4,0,0,0,0,0,0,5,0,0,3,5,0,5,0,0,11,0,25,29,20,20,14,4,0,115,0,0,0,0,0,0,0,0,5,9,13,10,9,11,18,18,21,107,13,57,51,54,49,56,31,24,329,0,0
UCL215040,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,12,0,4,4,0,3,6,0,0,15,10,27,18,21,26,22,4,0,132,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,11,12,27,17,20,22,24,4,0,143,0,0,0,0,0,0,0,0,4,10,9,11,15,14,17,7,6,92,26,42,41,40,47,59,13,7,269,0,0,0,0,0,0,0,0,6,0,9,0,0,4,0,0,0,10,0,9,5,8,3,3,0,0,22,0,5,0,4,9,11,0,0,37,7,16,25,18,13,11,0,0,96,4,0,5,0,4,0,0,0,20,0,0,0,0,4,3,0,0,5,15,20,26,23,24,15,0,0,117,0,0,0,0,0,0,0,0,0,9,5,10,5,15,20,8,20,96,25,46,37,40,56,48,13,19,287,0,0
UCL215041,0,7,4,0,4,0,0,0,18,0,0,3,4,0,0,3,0,14,5,14,24,16,11,9,3,0,85,4,9,18,14,16,20,6,3,89,23,50,51,67,78,64,31,3,364,0,5,0,6,0,0,0,0,16,0,0,4,4,4,9,0,0,17,27,58,51,73,83,69,26,5,394,0,0,0,0,0,0,0,0,4,18,10,19,17,25,33,13,18,148,51,96,121,124,145,130,54,24,748,3,8,5,5,3,0,0,0,22,0,3,9,0,13,0,3,0,31,9,28,26,25,9,21,10,3,127,0,17,16,18,35,24,10,9,136,21,45,50,48,51,28,6,0,249,3,5,3,3,5,4,4,0,26,0,3,3,0,5,9,0,0,23,25,53,55,54,63,34,11,0,295,0,0,0,0,3,6,0,0,6,19,11,19,22,23,36,37,21,193,56,115,132,128,149,120,70,39,803,3,10
UCL215042,0,0,0,8,4,5,0,0,13,0,0,0,0,5,0,0,0,7,0,8,11,6,8,9,0,0,39,0,7,7,7,20,11,5,0,46,25,34,31,41,33,18,7,0,179,0,0,5,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,21,34,28,39,34,22,7,0,189,0,0,0,0,0,0,0,0,0,3,4,3,10,11,7,4,0,46,24,47,48,75,77,47,14,0,341,0,6,4,9,0,0,0,0,20,0,3,3,6,7,4,0,0,24,8,14,17,14,8,4,0,0,59,5,12,19,23,16,3,6,0,88,7,18,19,13,18,6,0,0,86,3,0,4,0,0,0,0,0,7,0,0,0,4,0,9,0,0,9,13,18,28,15,17,15,0,0,100,0,0,0,0,0,0,0,0,0,9,0,3,15,3,8,0,0,40,26,51,67,75,58,33,4,0,327,0,5
UCL215043,0,4,3,0,0,0,0,0,11,0,0,0,5,0,0,0,3,6,4,15,3,5,7,6,6,0,39,6,9,11,12,9,0,3,0,55,35,143,84,78,59,32,15,4,446,3,3,0,0,0,0,0,0,16,0,0,0,3,3,0,0,0,7,42,149,88,78,56,36,15,7,472,0,0,0,0,0,0,0,0,8,0,12,13,8,10,20,4,9,69,55,182,125,106,80,66,23,19,661,0,4,4,3,0,0,0,0,11,0,10,8,6,0,0,0,0,29,8,54,30,24,9,3,0,0,128,16,56,35,18,13,7,5,0,152,23,86,63,29,25,9,6,0,244,4,6,8,0,7,3,0,0,24,8,10,10,0,5,0,0,5,28,29,98,77,35,36,15,6,5,301,0,0,0,0,0,4,0,0,9,7,12,16,7,6,17,16,16,87,57,230,166,90,65,46,31,23,715,0,9
UCL215044,0,4,4,0,3,4,0,0,13,0,0,0,0,5,3,0,0,7,0,7,17,12,0,8,5,0,52,0,4,0,5,0,8,3,0,29,13,46,42,42,36,26,7,0,215,0,0,4,3,0,5,0,0,11,0,0,0,0,0,4,0,0,6,12,51,46,39,40,32,8,0,232,0,0,0,0,0,0,0,0,0,16,6,0,6,11,8,6,0,50,29,76,65,73,64,57,20,7,391,0,7,3,6,3,3,0,0,25,0,3,7,3,5,0,0,0,24,5,29,17,16,13,6,5,0,99,3,17,21,17,12,14,10,5,98,8,33,20,18,18,13,4,0,113,4,0,0,0,0,3,0,0,7,0,0,0,0,5,3,0,0,15,15,33,24,18,20,15,5,0,134,0,0,0,0,0,0,0,0,4,9,5,3,7,12,12,9,4,64,27,100,83,74,79,55,29,11,450,0,13
UCL215045,0,3,0,5,0,4,0,0,23,0,0,0,4,0,3,0,4,20,0,16,18,17,13,24,5,5,101,4,12,17,22,22,8,7,5,91,31,83,70,66,74,70,31,6,433,8,6,0,0,0,0,0,0,17,0,0,0,0,3,8,4,0,17,40,92,73,68,81,74,35,8,465,0,0,0,0,0,0,0,0,0,15,15,8,9,19,20,29,11,127,58,144,117,123,138,138,79,27,824,0,9,3,4,9,5,0,0,40,0,10,6,15,7,3,0,0,50,9,38,30,30,24,22,10,0,170,5,34,40,38,31,35,8,5,202,16,70,42,39,40,16,9,4,244,5,11,4,5,9,3,0,0,35,3,0,7,5,10,3,0,4,31,21,81,54,48,53,29,12,3,305,0,0,0,0,0,3,0,0,7,15,10,12,23,27,32,26,19,162,51,178,157,163,150,126,68,25,928,0,13
UCL215046,0,4,3,0,4,0,5,0,12,0,3,3,8,0,0,0,0,11,0,17,12,5,11,9,0,0,53,5,11,9,4,6,16,5,0,56,11,45,52,33,32,26,5,0,198,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,13,45,52,35,31,21,5,0,207,0,0,0,0,0,0,0,0,0,11,4,3,4,13,9,6,0,50,25,86,79,53,70,62,24,0,399,0,6,3,9,3,0,0,0,28,0,5,8,4,9,6,0,0,25,7,37,25,15,17,7,5,0,117,0,19,19,18,17,17,0,0,94,12,17,14,24,14,8,0,0,94,0,6,0,0,0,0,0,0,7,0,4,0,0,0,4,0,0,14,13,25,20,28,18,14,3,0,114,0,0,0,0,0,0,0,0,0,8,4,11,3,13,6,4,4,51,27,103,84,77,71,53,16,5,437,0,9
UCL215047,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,6,0,8,9,0,0,4,0,0,19,0,10,10,8,0,3,0,4,35,18,130,58,43,34,24,19,4,321,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,11,23,137,58,40,33,24,19,4,339,0,0,0,3,0,5,0,0,3,10,5,11,8,0,18,0,3,64,38,164,87,57,51,46,20,6,469,0,7,0,0,0,0,0,0,9,4,13,7,3,0,0,0,0,24,9,31,12,9,3,0,0,0,72,9,45,34,20,10,4,3,3,121,14,53,24,30,23,12,0,6,151,0,5,8,5,3,0,0,0,21,0,0,5,6,0,0,0,0,17,16,58,34,36,23,11,0,6,181,0,0,0,0,0,0,0,0,3,4,16,12,4,8,9,11,5,67,38,164,96,77,51,33,9,6,474,0,5
UCL215048,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,5,4,12,3,0,5,0,32,0,11,12,6,6,0,0,0,35,14,65,58,39,32,16,9,6,239,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,11,19,71,63,35,33,17,10,6,255,0,0,0,0,0,0,0,0,4,7,12,10,7,14,9,0,3,61,30,104,91,62,53,34,19,5,400,0,4,10,0,0,3,0,0,16,0,3,6,0,4,0,0,0,15,3,24,9,8,3,3,0,0,58,3,42,29,11,12,3,4,0,100,16,37,34,15,30,4,0,0,137,0,3,0,0,4,0,0,0,11,0,5,0,4,7,0,4,0,15,21,47,35,21,32,10,4,0,169,0,0,0,0,3,0,4,0,0,8,23,15,10,10,13,11,0,83,30,145,97,47,71,30,16,0,440,0,10
