UCL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL221001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,10,0,3,5,6,3,0,0,0,15,9,29,23,22,11,10,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,23,19,12,10,0,0,101,0,0,0,0,0,0,0,0,0,6,5,3,4,8,9,0,3,22,15,37,30,34,19,13,3,3,156,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,13,7,8,6,3,0,0,36,0,6,11,7,5,0,0,0,29,6,14,12,16,3,0,0,0,51,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,15,17,18,5,0,0,0,62,0,0,0,0,0,0,0,0,4,5,0,0,3,0,3,3,0,20,10,42,41,29,19,13,7,0,164,0,3
UCL221002,0,0,5,3,0,4,4,0,12,0,0,0,0,0,5,0,0,5,0,3,5,5,5,5,4,0,28,0,0,0,9,9,0,3,0,32,11,16,19,21,32,21,6,0,125,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,8,23,20,26,30,23,5,0,131,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,4,0,14,11,28,32,38,46,45,19,3,218,0,0,8,0,5,6,0,0,17,0,0,3,0,0,0,0,0,6,0,9,7,9,4,11,4,0,55,0,6,14,4,9,7,0,3,48,5,7,10,15,13,3,0,0,56,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,5,12,14,19,17,3,0,0,70,0,0,0,0,0,0,0,0,0,3,0,4,0,5,9,0,0,27,13,33,44,42,42,37,5,7,216,0,0
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4,0,0,4,0,0,4,4,5,0,0,0,15,5,22,17,14,15,13,9,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,17,14,17,13,9,0,88,0,0,0,0,0,0,0,0,0,4,11,3,5,4,4,3,0,33,8,35,29,18,25,22,12,0,149,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,9,0,5,6,0,5,0,4,0,16,0,4,10,3,11,0,0,0,30,0,9,6,6,6,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,12,6,12,8,0,0,0,41,0,0,0,0,0,0,0,0,4,8,4,7,3,4,5,4,0,26,9,28,23,18,27,8,4,0,134,0,0
UCL221004,0,3,11,0,4,0,0,0,25,0,0,0,4,0,0,0,0,10,0,3,20,19,6,8,4,0,59,0,0,7,4,13,9,0,0,38,4,13,29,47,29,13,3,0,142,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,4,17,32,50,29,11,6,0,154,0,0,0,4,0,0,0,0,9,3,3,0,7,4,0,0,0,12,12,29,73,83,52,30,15,0,298,0,0,7,5,4,3,0,0,20,0,3,10,6,4,3,0,0,24,0,7,25,24,18,5,0,0,85,3,3,10,21,6,5,5,0,54,7,5,6,12,8,0,0,0,39,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,14,10,4,10,15,13,0,3,0,52,0,0,0,0,0,0,0,0,3,9,4,0,0,3,4,0,0,21,20,23,67,72,48,19,7,0,262,0,8
UCL221005,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,10,0,4,0,3,0,0,30,0,0,5,6,0,4,0,0,12,8,9,11,22,16,4,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,11,18,15,7,6,0,73,0,0,0,0,0,0,0,0,0,0,5,0,0,5,8,3,0,25,7,25,25,32,29,22,11,0,154,0,10,0,0,0,0,0,0,11,0,0,4,4,0,0,0,0,7,0,11,13,5,7,3,0,3,42,0,0,0,11,9,8,0,0,27,5,3,4,10,7,5,0,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,7,11,7,5,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,10,6,30,10,28,21,31,25,15,14,3,156,0,10
UCL221006,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,7,3,4,3,9,0,0,34,0,0,3,8,3,4,3,0,23,3,11,19,9,9,12,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,21,5,12,12,7,0,72,0,0,0,0,0,0,0,0,0,5,0,5,0,5,4,0,0,16,5,18,39,22,23,34,9,0,156,0,4,0,3,4,0,0,0,14,0,4,5,5,3,0,0,0,13,0,20,13,9,12,7,3,0,59,0,3,3,0,8,10,0,0,30,0,12,8,7,7,5,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,8,13,9,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,12,0,36,34,32,37,31,3,0,170,0,4
UCL221007,0,0,3,0,0,0,0,0,6,0,0,0,0,0,5,0,0,10,0,4,0,5,3,0,0,0,13,0,0,7,0,5,3,0,0,12,0,12,14,11,21,11,3,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,15,11,21,13,8,4,77,0,0,0,0,0,0,0,0,5,0,5,4,3,9,0,0,0,19,3,24,24,30,32,19,8,4,140,0,0,5,0,5,0,0,0,10,0,0,5,5,0,0,0,0,5,3,9,3,9,7,4,4,0,34,0,7,3,8,7,8,3,0,34,3,6,7,3,12,3,0,0,37,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,5,3,9,11,3,15,7,0,0,45,0,0,0,0,0,0,0,0,0,5,6,4,0,4,5,3,0,27,17,28,29,17,40,17,11,3,158,0,0
UCL221008,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,3,0,3,9,4,7,3,0,0,27,0,0,3,0,5,0,0,0,9,0,8,11,8,26,9,6,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,8,13,8,25,14,6,0,79,0,0,0,0,0,0,0,0,0,5,0,3,3,12,13,17,10,66,11,15,32,22,42,34,25,7,191,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,3,0,8,0,11,9,5,3,3,3,0,38,0,0,0,4,5,7,0,0,26,3,3,8,3,7,3,0,0,29,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,3,6,5,5,4,7,8,0,0,40,0,0,0,0,0,0,0,0,0,7,3,5,11,12,21,12,22,84,13,22,28,28,33,44,17,24,208,0,0
UCL221009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,3,0,3,0,0,16,0,0,0,0,3,3,0,0,13,7,12,20,14,14,14,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,20,14,19,14,0,0,79,0,0,0,0,0,0,0,0,0,7,6,3,6,0,0,0,0,30,14,32,29,20,26,19,0,0,142,0,0,0,0,0,0,0,0,8,0,4,6,4,3,0,0,0,13,0,6,10,3,4,3,5,0,40,0,5,9,6,7,4,0,0,30,0,6,9,3,6,9,0,0,37,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,9,13,8,6,8,0,0,49,0,0,0,0,0,0,0,0,0,9,4,6,3,5,0,3,0,32,9,27,36,22,30,25,9,0,161,0,0
UCL221010,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,10,0,5,9,6,7,3,0,0,22,6,10,13,6,15,5,4,3,65,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,10,15,6,18,7,4,3,72,0,0,0,0,0,0,0,0,0,5,5,0,4,5,5,0,0,18,10,22,25,18,34,16,4,3,137,0,6,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,9,0,9,10,8,0,5,0,0,30,0,11,3,0,10,8,0,0,31,0,11,10,9,3,4,0,0,42,5,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,3,5,11,10,14,8,4,0,0,49,0,0,0,0,0,0,0,0,0,0,3,0,4,7,4,0,4,31,8,34,29,30,25,16,3,4,154,0,3
UCL221011,0,0,0,0,4,0,3,0,8,0,0,0,0,3,0,0,0,0,0,5,4,5,9,8,0,0,29,0,0,5,5,0,4,0,0,20,0,9,25,23,20,8,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,25,22,20,8,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,4,14,37,41,34,28,8,0,160,0,0,3,3,3,0,0,0,15,0,0,5,0,3,0,0,0,13,0,9,6,21,6,5,0,0,50,0,4,10,6,8,3,0,0,32,8,0,11,7,12,0,0,0,41,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,11,3,8,11,12,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,12,19,34,49,33,19,0,0,169,0,0
UCL221012,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,7,7,9,3,0,0,0,23,0,0,7,0,9,0,0,0,18,4,9,4,16,7,0,0,0,43,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,13,16,8,0,0,0,51,0,0,0,0,0,0,0,0,0,3,0,5,9,3,5,0,0,28,8,19,18,27,33,13,3,0,117,0,3,0,0,0,0,0,0,3,0,0,4,3,4,0,0,0,12,0,3,3,5,5,9,0,0,28,0,3,3,10,7,3,0,0,20,0,3,11,6,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,3,6,0,0,0,29,0,0,0,0,0,0,0,0,0,9,0,0,9,3,5,5,0,23,11,12,27,29,27,17,5,0,117,0,3
UCL221013,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,5,0,0,3,4,0,0,15,0,3,7,4,0,0,0,0,17,6,14,15,25,29,7,5,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,14,25,27,7,5,3,102,0,0,0,0,0,0,0,0,0,0,5,7,0,7,0,5,0,20,8,25,31,31,36,19,11,3,165,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,4,3,10,3,6,5,0,0,27,0,5,10,7,6,0,3,0,32,5,10,0,3,3,9,0,0,28,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,10,4,17,3,10,5,9,0,0,47,0,0,0,0,0,0,0,0,0,3,0,9,8,6,4,0,0,23,16,20,29,34,25,14,4,0,139,0,0
UCL221014,0,3,0,0,5,12,4,0,32,0,0,0,0,4,8,0,0,12,0,10,3,11,15,19,0,0,60,0,3,6,3,3,17,4,0,46,7,11,26,27,22,20,7,0,123,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,11,26,29,24,17,7,0,127,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,4,27,8,29,44,50,58,76,22,5,297,0,6,4,0,8,4,5,0,24,0,0,3,0,6,4,0,0,18,7,8,19,20,16,10,5,3,81,0,8,7,9,22,15,6,0,72,0,5,9,6,9,4,0,0,44,0,0,0,3,3,0,0,0,11,0,0,0,4,7,4,0,0,19,3,11,10,12,16,9,0,0,65,0,0,0,0,0,0,0,0,0,3,0,4,0,4,6,10,0,31,15,33,45,50,72,55,21,6,290,0,6
UCL221015,0,0,0,5,0,9,0,0,15,0,0,0,0,0,6,0,0,4,0,0,3,8,9,17,4,0,38,0,5,0,3,8,8,0,0,30,0,7,5,16,16,6,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,16,17,6,5,0,55,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,15,4,19,15,30,36,49,9,0,168,0,3,0,0,10,4,0,0,15,0,3,0,0,3,4,0,0,11,0,3,7,12,13,6,0,0,46,0,4,0,3,3,5,4,0,21,5,0,0,8,12,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,8,8,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,18,0,16,14,29,49,28,6,0,145,0,6
UCL221016,0,0,0,4,0,4,0,0,9,0,0,0,0,0,0,0,0,3,0,0,11,4,0,0,0,0,22,0,3,9,18,0,3,0,0,33,4,24,43,21,10,11,3,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,30,43,22,10,12,3,0,127,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,13,15,34,65,48,20,20,0,0,203,0,3,8,4,3,0,0,0,13,0,4,5,0,0,0,0,0,12,5,15,16,15,9,0,0,0,55,0,16,19,11,5,3,0,0,44,13,9,24,5,11,6,0,0,62,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,12,8,28,8,11,5,0,0,77,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,5,21,20,46,76,37,28,14,0,5,223,0,3
UCL221017,0,0,0,4,0,0,0,0,5,0,0,0,3,0,3,0,0,4,0,3,0,0,0,9,0,0,13,4,0,3,0,6,7,0,0,15,4,18,17,33,26,19,5,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,16,15,33,27,18,5,0,122,0,0,0,0,0,0,0,0,3,4,3,0,7,0,5,3,0,23,10,20,21,45,34,40,15,0,188,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,15,0,5,9,10,7,0,0,0,40,0,10,6,11,13,8,0,0,47,3,14,9,8,13,16,0,0,66,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,7,14,11,6,17,16,3,0,82,0,0,0,0,0,0,0,0,0,0,8,7,0,4,4,10,0,30,15,36,37,30,44,36,10,0,209,0,0
UCL221018,0,5,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,3,5,3,3,3,0,3,0,0,23,0,0,0,0,5,8,0,0,22,0,8,9,22,26,23,11,3,98,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,10,9,17,26,27,11,3,104,0,0,0,0,0,0,0,0,0,6,4,6,13,16,12,5,11,71,7,22,20,42,47,55,25,12,237,0,0,0,0,4,0,0,0,5,0,0,5,4,0,0,0,0,9,5,12,9,3,12,8,3,0,42,0,0,0,10,13,9,11,0,41,4,9,11,12,9,12,0,3,55,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,10,9,11,17,12,12,0,3,68,0,0,0,0,0,0,0,0,0,4,7,4,8,12,8,15,20,76,16,28,22,37,56,44,25,18,237,0,3
UCL221019,0,0,3,10,0,4,0,0,17,0,3,0,3,0,4,4,0,8,0,0,4,15,7,8,4,0,41,0,0,9,4,0,3,4,0,16,5,10,13,13,17,18,6,5,85,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,3,10,13,13,22,19,7,5,94,0,0,0,0,0,0,0,0,4,0,3,0,8,11,9,0,0,27,5,21,30,46,41,43,20,5,209,0,0,6,6,4,7,0,0,20,0,4,0,5,4,0,0,0,11,5,7,13,8,16,11,5,0,62,3,3,7,9,15,6,0,0,50,0,15,3,7,13,3,0,0,47,0,0,4,0,3,0,0,0,20,0,0,4,0,9,0,0,0,11,0,10,16,10,23,8,0,0,68,0,0,0,0,0,0,0,0,0,4,0,0,4,4,9,4,0,27,8,29,37,44,64,43,13,4,246,0,0
UCL221020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,13,0,0,0,0,8,5,0,0,13,9,6,14,14,24,17,8,6,94,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,12,10,14,26,17,8,6,101,0,0,0,0,0,0,0,0,0,3,3,0,11,9,10,9,0,41,8,16,24,24,44,36,15,4,171,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,3,3,7,8,4,3,5,0,34,0,0,3,8,10,8,3,0,38,5,3,11,9,17,9,0,0,58,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,5,5,10,9,9,21,12,5,5,64,0,0,0,0,0,0,0,0,0,3,5,0,10,5,6,12,11,44,8,19,24,32,41,30,14,12,193,0,0
UCL221021,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,15,0,5,4,5,0,4,0,0,22,5,32,21,5,13,14,3,5,98,5,4,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,4,7,30,21,5,15,14,4,5,109,0,0,0,0,0,0,0,0,0,0,3,6,7,0,7,0,0,28,10,43,31,22,31,30,6,5,170,0,0,5,0,0,4,0,0,10,0,0,0,4,3,0,0,0,13,0,13,8,3,3,4,0,0,35,4,7,7,3,3,0,0,0,32,4,16,17,10,15,6,0,0,64,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,5,15,22,14,12,4,0,0,77,0,0,0,0,0,0,0,0,0,0,5,6,3,8,7,0,0,31,10,46,49,31,33,19,5,3,197,0,4
UCL221022,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,3,0,9,4,3,3,4,0,0,22,0,0,5,7,0,3,3,0,21,0,6,11,6,17,8,0,0,53,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,11,12,16,9,0,0,58,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,17,0,24,16,27,21,34,10,3,130,0,0,0,0,0,5,0,0,7,0,0,0,7,0,0,0,0,9,0,10,18,13,3,5,0,0,47,0,0,4,3,8,9,3,0,30,4,4,0,9,3,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,4,4,0,7,3,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,5,3,8,8,5,27,5,19,26,26,20,34,9,4,148,0,3
UCL221023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,7,0,0,15,6,10,4,15,13,12,6,0,69,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6,10,4,15,13,11,12,0,71,0,0,0,0,0,0,0,0,0,4,0,0,3,3,14,9,0,32,9,15,11,24,26,25,21,0,138,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,5,9,4,0,25,0,4,3,8,8,7,4,0,31,0,3,9,8,11,8,0,0,40,0,3,0,0,0,0,0,0,12,0,0,0,0,3,3,0,0,6,0,7,7,12,21,5,6,0,60,0,0,0,0,0,0,0,0,0,3,3,4,0,0,11,11,6,36,5,15,15,24,37,36,19,4,149,0,0
UCL221024,0,0,4,0,3,5,0,0,10,0,0,0,3,5,0,0,0,7,0,4,4,5,10,6,0,5,31,0,0,0,5,8,7,7,0,38,6,17,17,24,39,28,19,4,149,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,7,15,17,17,27,44,30,19,4,162,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,5,4,37,16,17,20,43,74,65,34,10,284,0,3,3,3,3,0,0,0,15,0,0,0,6,11,5,0,0,15,5,9,8,8,20,16,7,0,67,0,0,6,8,13,16,4,3,48,6,8,0,18,18,9,3,0,63,3,0,0,0,3,0,0,0,8,0,0,4,0,5,0,0,0,9,9,10,5,24,18,10,7,0,81,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,10,7,41,14,32,23,53,65,63,23,9,278,0,3
UCL221025,0,0,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,4,0,0,3,0,0,0,13,0,3,0,0,3,7,0,0,22,3,6,11,13,11,12,3,0,57,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,3,0,6,3,8,11,8,12,9,9,0,70,0,0,0,0,0,0,0,0,0,0,0,9,3,0,8,4,0,32,8,22,22,21,28,26,16,4,151,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,8,6,9,0,4,4,36,0,4,4,6,3,5,5,4,34,0,6,9,8,7,10,4,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,9,6,8,11,7,0,0,46,0,0,0,0,0,0,0,0,0,3,0,3,3,4,15,5,7,46,9,24,21,23,37,30,18,19,170,0,0
UCL221026,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,4,4,5,0,0,6,0,0,17,0,0,0,0,7,0,0,3,12,3,13,15,17,31,20,11,3,107,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,12,17,30,23,11,3,120,0,0,0,0,0,0,0,0,4,0,0,3,6,3,10,3,8,32,8,22,24,24,43,40,22,17,189,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,7,7,3,6,0,0,0,22,0,0,9,9,7,5,0,0,36,3,7,9,10,9,4,0,0,38,0,0,3,0,5,0,0,0,10,0,0,0,4,0,0,0,0,0,3,9,9,15,14,9,0,0,57,0,0,0,0,0,0,0,0,3,4,4,5,0,4,5,11,10,44,10,26,26,31,33,22,10,15,165,0,6
