UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL221012,0,17,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,0,0,10,0,6,0,0,9,0,0,0,0,17,0,3,0,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,37,4,6,9,5,0,0,0,70,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,3,15,0,0,0,0,0,3,24,4,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,27,0,13,0,3,0,0,0,0,0,15,11,8,0,0,9,0,0,0,0,32,0,5,0,10,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0
UCL221013,0,0,0,5,4,0,0,0,0,11,0,5,0,0,0,0,0,0,0,12,4,3,0,0,4,4,0,0,0,23,0,3,0,10,3,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,6,22,17,8,6,10,0,95,0,4,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,6,0,22,0,0,0,12,4,0,40,5,0,16,0,0,0,6,0,0,28,3,0,4,0,0,0,0,4,0,15,3,0,0,4,4,0,0,0,0,12,3,13,0,0,0,0,0,0,0,22,4,4,0,0,11,5,0,0,0,26,0,3,0,10,3,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0
UCL221014,0,19,0,9,5,0,0,0,0,28,0,10,0,8,0,0,0,0,0,16,8,3,0,0,12,5,0,0,0,29,6,13,0,14,9,6,0,0,0,43,0,4,0,0,0,0,0,0,0,10,5,0,0,5,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,58,3,27,35,10,4,8,6,158,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,3,0,15,0,0,0,0,0,0,27,12,0,21,3,0,0,0,3,0,45,0,0,7,0,0,0,0,0,0,7,0,21,0,6,5,0,0,0,0,44,0,17,0,6,0,0,0,0,0,29,9,8,0,0,13,4,0,6,0,48,7,17,0,14,9,4,0,0,0,57,0,8,0,0,0,0,0,0,0,14
UCL221015,0,8,0,0,0,0,0,0,0,11,3,11,0,4,0,0,0,0,0,18,5,5,0,0,5,0,0,0,0,15,0,6,0,4,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,31,7,5,12,3,0,0,0,76,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,13,3,3,13,0,0,0,0,3,0,25,0,5,6,0,0,0,0,3,0,8,3,12,0,0,0,0,0,0,0,12,3,13,0,4,4,0,0,0,0,23,11,9,0,0,6,6,0,3,0,39,6,9,0,6,0,4,0,0,0,25,0,5,0,0,0,0,0,0,0,6
UCL221016,0,24,0,4,3,0,0,0,0,36,0,13,0,4,5,0,0,0,0,26,4,6,3,11,22,3,0,0,0,49,0,0,3,10,6,4,0,0,0,26,0,0,0,0,4,5,0,0,0,14,0,0,0,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,10,45,9,40,44,9,0,6,0,174,0,4,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,10,7,34,0,8,3,5,4,0,68,0,0,22,0,0,0,5,4,0,33,0,0,5,0,0,0,0,0,0,6,0,19,0,4,3,0,0,0,0,42,3,20,0,3,5,0,0,0,0,34,16,11,3,14,29,0,0,4,0,70,0,10,3,14,10,4,0,0,0,34,0,0,3,0,4,4,0,0,0,17
UCL221017,0,7,0,12,3,0,0,0,0,28,3,10,0,9,0,0,0,0,0,25,0,6,0,0,5,0,0,0,0,20,0,0,0,11,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,10,26,9,38,24,4,0,7,3,117,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,23,0,0,0,10,7,0,57,0,0,8,0,0,0,0,0,0,11,3,0,3,3,0,0,0,0,0,10,5,11,0,12,3,0,0,0,0,33,6,16,0,12,0,0,0,0,0,30,0,6,0,3,8,3,6,0,0,23,0,3,0,19,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5
UCL221018,0,10,0,3,0,0,0,0,0,16,3,17,0,8,0,0,0,0,0,26,8,0,0,3,9,0,0,4,0,18,0,6,0,6,5,4,0,5,0,18,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,13,32,3,23,15,10,0,12,0,105,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,10,3,5,0,6,0,0,30,0,0,7,0,0,0,0,4,0,16,12,0,5,0,0,0,5,5,0,28,0,15,0,7,0,0,0,0,0,24,3,17,0,8,0,0,0,0,0,33,9,7,0,3,8,0,0,3,0,32,0,7,0,5,5,4,0,5,0,22,0,0,0,0,0,0,0,3,0,7
UCL221019,0,14,0,5,0,0,3,0,0,21,0,15,0,11,0,0,0,0,0,22,3,5,0,9,4,5,0,0,0,17,0,5,0,9,4,3,0,0,0,29,0,3,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,42,0,30,19,8,3,4,3,125,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,11,0,0,0,0,0,0,24,0,0,5,0,0,0,0,0,0,13,0,0,7,0,0,0,0,3,0,9,0,13,0,5,0,0,3,0,0,24,5,23,0,11,0,0,0,0,0,42,5,3,0,6,4,4,0,5,0,31,0,12,0,10,8,4,0,0,0,35,0,7,5,3,6,0,0,4,0,19
UCL221020,0,14,0,6,0,0,0,0,0,25,0,13,0,0,3,0,0,0,0,15,0,0,0,3,5,0,0,0,0,6,0,3,0,7,0,0,0,5,0,23,0,5,0,0,0,0,0,0,0,5,0,0,3,0,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,38,5,25,11,3,0,5,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,4,5,0,22,3,0,0,0,0,0,0,5,0,9,3,3,0,0,0,3,0,0,0,17,0,16,0,6,0,0,0,0,0,28,0,13,0,0,3,0,0,0,0,19,3,0,0,3,3,0,0,0,0,12,0,5,0,12,0,4,0,5,0,24,0,5,0,0,0,0,0,0,0,0
UCL221021,0,17,0,9,0,0,0,0,0,31,5,13,0,4,0,0,0,0,0,15,7,0,0,7,3,4,0,6,0,22,6,5,0,14,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,43,0,34,13,11,0,13,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,5,0,32,3,0,11,0,0,0,6,10,0,31,0,0,0,0,0,0,0,8,0,11,0,22,0,9,0,0,0,0,0,33,5,15,0,4,0,0,0,0,0,22,5,0,0,10,3,4,0,6,0,27,0,7,0,21,5,7,0,0,0,39,0,0,0,0,0,0,0,3,0,3
UCL221022,0,8,0,6,0,0,0,0,0,13,4,20,0,4,3,0,0,0,0,27,3,0,0,0,4,0,0,0,0,11,0,0,0,5,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,39,9,14,15,7,0,4,0,96,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,15,7,0,4,0,0,0,0,0,0,19,9,6,3,0,3,6,3,3,0,32,0,8,0,6,0,0,0,0,0,17,3,24,0,4,3,3,0,0,0,34,10,5,0,0,5,0,0,0,0,24,3,0,0,6,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,6
UCL221023,0,0,0,5,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,17,0,0,0,4,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,14,5,9,4,7,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,4,0,0,17,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,13,0,4,0,4,0,0,0,0,0,10,9,0,0,0,5,0,0,5,0,18,0,0,0,11,0,3,0,8,0,12,0,0,0,0,0,0,0,0,0,4
UCL221024,0,22,0,4,6,0,0,0,0,25,4,13,0,3,5,0,0,0,0,26,7,7,0,0,9,3,0,0,0,26,0,7,0,15,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,4,0,3,3,5,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,47,3,33,26,9,0,4,0,138,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,3,18,0,3,0,4,5,0,42,0,5,7,0,0,0,4,0,0,20,0,0,5,0,0,0,0,0,0,9,0,18,0,5,6,0,0,0,0,33,5,17,0,3,5,0,0,0,0,34,8,5,0,3,12,5,5,0,0,47,3,12,0,14,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3
UCL221025,0,11,0,5,0,0,0,0,0,19,0,6,0,3,0,0,0,0,0,12,0,5,0,0,9,0,0,0,0,13,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,3,16,11,0,0,0,8,76,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,8,0,0,0,6,4,0,15,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,4,0,13,0,18,0,12,0,0,0,0,0,30,4,11,0,3,0,0,0,0,0,17,0,5,0,0,9,0,0,3,0,23,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4
UCL221026,0,7,0,7,0,0,0,0,0,15,0,4,0,4,0,0,0,0,0,12,4,0,0,0,3,3,0,0,0,11,0,0,0,10,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,14,17,5,26,6,10,0,0,0,79,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,19,0,0,0,5,3,0,31,0,0,5,0,0,0,0,7,0,10,5,0,0,0,0,0,0,0,0,6,3,9,0,8,0,0,0,0,3,23,4,4,0,8,0,0,0,0,0,19,9,6,0,5,3,0,0,0,0,26,0,0,0,11,0,4,0,0,0,15,0,0,0,0,3,0,0,0,0,7
UCL221027,0,11,0,9,0,0,0,0,0,15,0,6,0,5,3,0,0,0,0,12,0,0,0,3,4,0,0,0,0,10,0,4,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,23,3,17,15,0,0,0,0,72,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,8,0,9,0,0,0,6,4,0,24,0,0,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,7,0,7,0,0,0,0,0,17,0,8,0,5,3,0,0,0,0,17,6,6,0,3,5,0,0,0,0,21,0,4,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
UCL221028,0,14,0,3,5,0,0,0,0,30,0,5,0,0,8,0,0,0,0,15,0,9,0,0,9,0,0,0,0,19,0,5,0,3,0,4,0,0,0,15,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,43,8,12,20,10,0,0,0,111,4,3,0,0,0,4,0,0,0,7,5,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,0,0,0,20,9,5,5,0,0,5,6,0,0,29,0,3,0,0,0,0,0,0,0,9,0,17,0,3,5,0,0,0,0,34,3,7,0,0,8,0,0,0,0,22,19,23,0,4,8,4,0,0,0,62,12,14,0,7,4,4,0,0,0,37,3,3,0,0,0,0,0,0,0,12
UCL221029,3,14,0,3,3,0,0,0,0,25,0,8,0,3,0,0,0,0,0,13,9,4,0,8,11,3,0,0,0,26,0,6,0,9,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,37,3,27,21,5,0,3,5,117,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,35,4,0,0,20,5,0,69,0,0,9,0,0,0,0,4,0,19,0,3,0,0,3,0,0,0,0,10,3,16,0,3,3,0,0,0,0,30,3,10,0,3,0,0,0,0,0,16,9,4,0,8,11,3,0,0,0,31,0,6,0,9,0,0,0,3,0,21,0,0,0,4,0,0,0,0,0,9
UCL221030,0,9,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,7,0,0,0,11,4,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,0,9,6,11,0,3,0,42,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,11,3,3,0,0,0,7,0,0,0,17,4,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
UCL221031,4,12,0,0,0,3,0,0,0,20,3,6,0,3,0,0,0,0,0,12,0,9,0,0,11,0,0,0,0,23,4,13,0,8,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46,13,19,21,5,0,0,0,113,0,0,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,5,3,0,21,0,0,0,6,5,0,42,7,0,21,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7,3,12,0,4,0,3,0,0,0,26,3,5,0,3,0,0,0,0,0,21,9,9,0,0,12,0,0,0,0,35,4,11,4,10,8,0,0,0,0,35,5,0,0,3,0,0,0,0,0,8
UCL221032,0,8,0,3,0,4,0,0,0,19,6,5,0,0,0,0,0,0,0,12,0,0,0,4,3,0,0,0,0,7,0,0,0,5,5,3,0,0,0,18,0,4,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,3,21,9,7,0,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,9,6,4,0,0,0,0,0,0,0,7,0,14,0,7,0,4,0,0,0,26,6,12,0,0,0,0,0,0,0,19,5,0,0,4,3,0,3,0,0,13,0,8,3,10,5,3,0,0,0,31,3,6,0,0,0,0,0,0,0,13
UCL221033,0,11,4,6,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,6,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,6,12,8,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,3,0,5,0,0,0,0,4,0,11,4,0,0,0,0,0,0,5,3,16,0,9,4,3,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,6,0,12,0,4,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
UCL221034,0,8,0,0,0,0,0,0,0,13,0,11,0,11,4,0,0,0,0,23,5,9,0,0,14,0,0,0,0,28,0,5,0,11,4,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,4,5,0,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,28,11,31,34,3,0,5,3,122,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,3,28,0,0,3,11,3,0,61,6,0,19,0,0,0,3,5,3,33,0,0,0,0,4,0,0,0,0,8,0,8,0,4,0,0,0,0,0,12,0,11,0,11,4,0,0,0,0,23,3,14,0,3,18,9,3,0,0,50,0,5,0,10,4,0,0,3,0,26,0,0,0,0,0,4,0,0,0,6
UCL221035,0,8,0,0,0,0,0,0,0,13,0,9,0,5,0,3,0,0,0,13,3,0,0,0,4,4,0,0,0,13,0,3,0,14,0,4,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,6,24,11,8,0,10,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,4,0,3,0,0,3,0,12,3,3,5,0,0,0,7,0,0,7,0,4,0,3,0,0,0,0,0,16,0,9,0,5,0,3,0,3,0,19,4,4,0,0,4,4,5,0,0,24,0,3,6,12,0,4,0,6,0,21,0,0,0,0,0,0,0,0,0,3
UCL221036,4,19,0,7,0,0,0,0,0,32,3,15,0,4,3,0,0,0,0,24,0,3,0,3,11,0,0,0,0,27,3,7,0,11,0,3,0,3,0,25,0,7,0,0,4,6,0,0,0,14,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,7,13,52,0,22,27,15,0,10,4,143,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,8,6,17,0,0,0,4,4,0,48,3,4,17,0,0,3,6,3,3,39,0,3,3,0,3,3,0,0,0,17,4,19,0,7,0,0,0,3,0,35,4,17,4,4,3,0,0,0,0,36,9,12,0,3,11,4,0,0,0,42,10,8,0,6,0,3,0,3,0,33,4,11,0,0,3,6,0,0,0,22
UCL221037,0,10,0,13,0,0,0,0,0,22,6,20,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,15,0,3,0,7,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,3,23,17,5,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,4,0,0,20,3,0,3,0,0,0,5,0,0,9,7,4,0,0,0,7,8,5,0,18,0,14,0,13,0,0,0,0,0,23,4,25,0,0,0,0,0,0,0,27,0,0,0,0,15,0,0,0,0,19,0,4,0,9,0,0,0,6,0,22,3,0,0,0,0,0,0,0,0,6
