UCL_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL221061,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,4,15,0,0,0,0,15,9,0,0,0,0,9,16,0,0,0,0,16,10,0,0,0,0,10,9,0,0,0,0,10,5,0,0,0,0,4,4,0,0,0,0,4,77,5,0,0,0,82
UCL221062,8,0,0,0,0,8,6,0,0,0,0,6,11,0,0,0,0,14,18,0,0,0,0,18,18,0,0,0,0,18,26,0,0,0,0,26,11,0,0,0,0,7,5,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,109,0,0,0,0,110
UCL221063,3,0,0,0,0,3,14,0,0,0,0,14,15,0,0,0,0,15,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,62,0,0,0,0,62
UCL221064,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,22,0,0,0,0,22,32,0,0,0,0,32,50,0,0,0,0,50,18,0,0,0,0,18,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,158,0,0,0,0,158
UCL221065,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,39,0,0,0,0,39
UCL221066,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,8,0,0,0,0,8,41,0,0,0,0,41,33,0,0,0,0,33,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,136,0,0,0,0,136
UCL221067,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,14,0,0,0,0,14,11,0,0,0,0,11,29,0,0,0,0,29,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,90,0,0,0,0,90
UCL221068,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,12,15,0,0,0,0,15,22,0,0,0,0,22,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,83,0,0,0,0,83
UCL221069,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,5,0,0,0,0,10,8,0,0,0,0,8,30,3,0,0,0,31,30,0,0,0,0,30,15,0,0,0,0,15,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,135,3,0,0,0,141
UCL221070,12,0,0,0,0,12,4,0,0,0,0,4,6,0,0,0,0,3,16,0,0,0,0,16,15,0,0,0,0,15,28,0,0,0,0,28,27,0,0,0,0,27,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,115,0,0,0,0,116
UCL221071,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,11,0,0,0,0,11,22,0,0,0,0,22,16,0,0,0,0,15,3,0,0,0,0,3,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,85
UCL221072,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,9,0,0,0,0,9,8,0,0,0,0,8,32,0,0,0,0,32,19,0,0,0,0,20,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,99,0,0,0,0,99
UCL221073,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,6,17,0,0,0,0,17,19,0,0,0,0,19,34,0,0,0,0,34,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,91,0,0,0,0,91
UCL221074,10,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,23,0,0,0,0,23,9,0,0,0,0,9,21,0,0,0,0,24,3,0,0,0,0,3,6,0,0,0,0,6,8,0,0,0,0,8,0,0,0,0,0,0,108,0,0,0,0,109
UCL221075,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,18,0,0,0,0,18,19,0,0,0,0,19,19,0,0,0,0,19,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,88,0,0,0,0,88
UCL221076,6,0,0,0,0,6,14,0,0,0,0,14,13,0,0,0,0,13,18,0,0,0,0,18,10,0,0,0,0,10,29,0,0,0,0,29,19,0,0,0,0,19,11,0,0,0,0,11,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,122,0,0,0,0,122
UCL221077,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,16,0,0,0,0,16,7,0,0,0,0,7,17,0,0,0,0,19,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,72
UCL221078,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,24,0,0,0,0,24,26,0,0,0,0,26,31,0,0,0,0,31,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,116,0,0,0,0,116
UCL221079,13,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,10,7,0,0,0,0,7,12,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,60,0,0,0,0,64
UCL221080,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,12,8,5,0,0,0,12,21,3,0,0,0,24,6,0,0,0,0,3,3,0,0,0,0,8,3,0,0,0,0,6,7,0,0,0,0,7,64,13,0,0,0,79
UCL221081,6,0,0,0,0,6,9,0,0,0,0,9,4,0,0,0,0,4,11,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,45,3,0,0,0,52
UCL221082,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,9,7,0,5,0,0,10,19,0,4,0,0,28,17,0,3,0,0,21,23,0,0,0,0,21,10,0,4,0,0,15,6,0,5,0,0,15,97,0,27,0,0,125
UCL221083,9,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,25,0,0,0,0,25,35,0,0,0,0,32,17,0,0,0,0,17,7,0,0,0,0,7,6,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,4,127,0,0,0,0,133
UCL221084,7,0,0,0,0,7,6,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,4,23,0,0,0,0,23,37,0,0,0,0,37,37,0,0,0,0,37,12,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,139,0,0,0,0,139
UCL222001,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,38
UCL222002,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,10,0,0,0,0,10,8,0,0,0,0,8,10,0,0,0,0,10,10,0,0,0,0,10,7,0,0,0,0,7,60,0,0,0,0,60
UCL222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,12,0,0,0,0,12,23,0,0,0,0,23,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,68,0,0,0,0,68
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,38,0,0,0,0,41
UCL222006,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,11,0,0,0,0,16,12,0,0,0,0,12,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,66,0,0,0,0,62
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,12,0,0,0,0,12,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42
UCL222008,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,21,0,0,0,0,21,8,0,0,0,0,8,17,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,82
UCL222009,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,17,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,4,0,49
UCL222010,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,13,0,0,0,0,13,11,0,0,0,0,11,8,0,0,0,0,8,12,0,0,0,0,12,3,0,0,0,0,3,8,0,0,0,0,8,71,0,0,0,0,71
UCL222011,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,14,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,9,0,0,0,0,9,57,0,0,0,0,57
UCL222012,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,13,0,0,0,0,13,11,0,0,0,0,11,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,53,0,0,0,0,53
UCL222013,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
UCL222014,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,17,0,0,0,0,17,21,0,0,0,0,21,27,0,0,0,0,27,15,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,103,0,0,0,0,103
UCL222015,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,24,8,3,0,0,0,14,11,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6,57,11,0,0,0,72
UCL222016,4,0,0,0,0,4,8,0,0,0,0,8,8,0,0,0,0,8,10,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,37,0,0,0,0,37
UCL222017,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
UCL222018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6
UCL222019,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17,7,0,0,0,0,7,24,0,0,0,0,24,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,74,0,0,0,0,74
UCL222020,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,11,0,0,0,0,11,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,45,0,0,0,0,45
UCL222021,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,11,0,0,0,0,11,9,0,0,0,0,9,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,57,0,0,0,0,57
UCL222022,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,12,0,0,0,0,12,11,0,0,0,0,13,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,50,0,0,0,0,48
UCL222023,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,28,0,0,0,0,28,22,0,0,0,0,22,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,104,0,0,0,0,104
UCL222024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
UCL222025,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
UCL222026,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,13,0,0,0,0,13,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,63,0,0,0,0,63
UCL222027,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,25,0,0,0,0,25,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,53
UCL222028,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,13,23,0,0,0,0,23,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,64,0,0,0,0,68
UCL222029,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
UCL222030,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,39,0,0,0,0,39
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,37,0,0,0,0,34
UCL222032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
UCL222033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,10,6,0,0,0,0,6,5,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,43
UCL222034,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,7,0,0,0,0,7,5,0,0,0,0,5,12,0,0,0,0,12,13,0,0,0,0,13,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,69,0,0,0,0,69
UCL222035,10,0,0,0,0,10,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,31
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
UCL222037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,10,0,0,0,0,10,14,0,0,0,0,14,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,60,0,0,0,0,60
UCL222038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,10,7,0,0,0,0,7,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,43,0,0,0,0,43
UCL222039,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,12,9,0,0,0,0,9,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,52
UCL222040,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,12,12,0,0,0,0,12,18,0,0,0,0,18,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,65,0,0,0,0,65
UCL222041,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,19,0,0,0,0,18,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,54
UCL222042,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
UCL222043,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,9,0,0,0,0,9,20,0,0,0,0,20,17,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,66
UCL222044,7,0,0,0,0,7,3,0,0,0,0,3,9,0,0,0,0,9,8,0,0,0,0,8,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,57,0,0,0,0,57
UCL222045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,39,0,0,0,0,39
UCL222046,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,12,10,0,0,0,0,10,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,47,0,0,0,0,47
UCL222047,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,32,0,0,0,0,30
UCL222048,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
UCL222049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,27
UCL222050,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,11,0,0,0,0,11,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,52
UCL222051,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43
UCL222052,7,0,0,0,0,7,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,3,8,0,0,0,0,8,15,0,0,0,0,15,25,0,0,0,0,25,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,79,0,0,0,0,81
UCL222053,6,0,0,0,0,6,7,0,0,0,0,7,3,0,0,0,0,3,8,0,0,0,0,8,12,0,0,0,0,12,14,0,0,0,0,14,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,66,0,0,0,0,66
UCL222054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,11,0,0,0,0,11,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,35
