UCL_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
UCL214004,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,4,0,4,0,4,0,20,0,0,0,3,0,0,0,5,0,5,0,20,0,0,0,4,0,3,0,0,4,6,0,31,5,0,0,10,3,8,0,0,0,5,0,35,0,0,0,18,3,3,0,0,0,0,0,38,17,0,0,17,5,9,0,3,0,3,0,55,24,0,0,24,3,3,0,3,0,0,0,61,14,0,0,18,0,0,0,0,0,3,0,39,15,0,0,13,0,0,0,0,0,0,0,33,18,0,0,7,0,3,0,0
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,6,0,3,0,0,0,0,0,11,3,0,0,3,0,0,0,0,0,0,0,11,0,3,0,5,0,7,0,0,0,0,0,20,4,0,0,7,0,0,0,0,0,0,0,9,5,0,0,3,0,0,0,0,0,0,0,8,0,0,5,5,0,0,0,0
UCL214006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,6,0,9,0,4,0,0,0,0,0,9,0,13,0,31,5,11,0,7,0,7,0,5,4,3,0,47,3,5,0,20,5,5,0,4,0,6,0,41,11,9,0,14,4,7,0,3,4,3,0,59,13,5,5,23,3,12,5,4,0,0,0,66,11,9,0,23,0,6,0,0,0,0,0,55,9,0,0,18,3,0,0,0,0,0,0,40,8,0,0,10,0,5,0,0,0,0,0,28,21,3,0,17,3,5,0,0
UCL214007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,12,0,0,0,4,0,5,0,3,0,9,0,14,0,0,0,4,0,10,0,0,6,5,0,22,4,3,0,10,0,22,0,3,0,5,0,56,0,0,0,21,5,16,4,4,0,4,0,51,4,0,0,12,5,8,3,3,6,0,4,43,19,4,0,57,12,37,3,0,0,10,0,140,31,8,0,49,10,9,0,0,0,0,0,110,24,0,0,25,8,9,3,0,0,4,0,70,23,0,0,18,4,3,0,0,0,0,0,48,33,3,0,15,6,7,0,0
UCL214008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,6,10,0,20,0,0,0,4,0,3,0,4,0,3,0,18,0,3,0,6,0,5,3,6,0,9,0,39,4,12,0,21,6,9,0,13,3,12,0,75,10,0,0,23,5,19,0,3,0,0,0,71,7,7,0,43,5,16,4,3,4,7,0,97,26,18,0,79,10,18,0,0,0,4,0,162,33,3,0,60,12,9,7,0,0,5,0,127,25,0,0,29,3,0,5,0,0,0,0,68,26,6,0,10,0,0,0,0,0,0,0,42,38,4,0,18,3,6,0,0
UCL214009,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,8,0,0,0,0,0,3,0,4,0,4,0,14,0,0,0,6,0,3,0,3,3,4,0,23,0,7,0,18,4,15,0,11,0,11,0,63,3,3,0,27,0,12,0,3,0,0,0,58,7,5,0,23,4,24,0,4,0,0,0,72,20,16,0,69,9,32,7,4,4,8,0,163,20,13,0,63,7,11,3,0,0,0,0,133,27,5,0,60,8,11,0,3,0,0,0,123,25,6,0,21,9,6,0,3,0,0,0,62,40,4,0,47,8,11,0,3
UCL214010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,7,0,3,0,4,4,4,0,5,0,3,0,29,0,6,0,3,0,0,0,0,0,6,0,21,0,0,0,7,0,4,0,0,0,4,0,16,0,0,0,8,0,6,0,3,0,5,0,32,10,13,0,38,10,10,3,4,0,0,0,85,11,5,4,35,7,3,0,3,0,0,0,80,11,8,0,28,11,4,5,7,0,3,0,68,16,3,0,14,3,3,4,0,0,0,0,43,38,11,0,31,5,11,5,0
UCL214011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,4,0,4,0,14,0,4,0,0,0,14,0,4,0,5,0,40,0,0,0,8,0,23,0,3,3,8,0,54,0,5,0,17,3,19,3,7,0,8,0,59,5,9,0,21,5,22,4,7,0,5,0,88,25,5,0,61,16,37,0,5,4,3,0,156,29,0,5,67,7,15,0,3,4,3,0,132,36,4,0,51,14,18,0,3,0,3,0,131,37,0,0,24,5,8,0,0,0,0,0,73,55,3,0,47,7,17,3,4
UCL214012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,10,0,0,0,0,0,0,0,8,0,0,0,15,3,0,0,0,0,13,0,4,0,5,0,32,0,5,0,14,0,13,0,0,5,4,0,44,3,0,0,14,0,14,0,9,0,4,0,50,3,0,0,19,0,6,0,7,0,6,0,38,24,3,0,44,12,4,0,4,0,5,0,99,20,3,3,38,4,3,3,3,0,0,0,85,22,0,0,11,0,0,0,4,0,0,0,43,15,0,0,12,0,4,0,0,0,0,0,25,25,0,0,17,0,3,0,0
UCL214013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,3,0,15,0,4,0,3,0,3,0,4,0,6,0,25,4,5,0,8,0,5,0,0,3,5,0,27,0,0,0,3,3,6,0,6,0,5,0,28,3,8,0,12,4,18,0,0,0,0,0,36,7,3,0,22,5,18,3,3,0,4,0,77,13,5,0,33,4,10,3,0,0,4,0,72,22,0,0,34,3,8,0,0,0,0,0,71,18,3,0,21,0,4,3,0,0,0,0,50,33,0,0,22,3,12,0,0
UCL214014,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,7,0,0,0,4,0,20,0,0,0,0,0,0,0,3,0,3,0,13,0,8,0,0,0,0,0,7,0,10,0,28,5,7,0,7,0,8,0,3,0,9,0,45,6,0,0,11,0,6,0,4,0,9,0,38,3,4,0,10,0,5,4,5,0,0,0,37,13,4,5,29,5,4,0,5,0,5,0,67,11,8,0,20,5,3,0,0,0,0,0,53,6,6,0,12,0,0,3,0,0,0,0,27,7,0,0,10,0,0,0,0,0,0,0,24,10,0,0,4,0,0,0,0
UCL214015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,9,0,5,0,0,0,19,0,0,0,12,4,7,0,4,0,0,0,32,0,10,0,19,0,11,0,0,0,6,0,48,4,6,0,23,5,7,0,0,0,0,0,48,23,11,0,40,10,20,0,5,4,3,0,108,13,3,0,36,7,9,0,0,0,0,0,70,9,5,0,31,8,0,0,0,0,0,0,56,12,0,0,11,0,0,3,0,0,0,0,36,24,6,0,19,0,6,0,0
UCL214016,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,19,0,3,0,0,0,3,0,10,5,3,0,18,0,9,0,5,0,17,3,3,0,13,0,53,3,8,0,16,3,13,0,5,3,10,0,68,4,4,0,10,0,16,0,9,3,3,0,52,8,3,4,17,4,5,3,0,0,5,0,54,26,6,0,34,4,11,0,0,0,3,0,89,18,13,0,17,6,4,0,0,0,4,0,61,11,0,0,16,0,3,0,0,0,0,0,36,8,0,0,8,0,4,0,0,0,0,0,19,19,3,0,10,3,0,0,0
UCL214017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,11,0,3,0,3,0,3,0,0,0,4,0,10,0,0,0,9,0,3,0,0,0,6,0,22,4,6,0,4,4,0,0,0,0,3,0,22,6,4,0,10,4,10,4,0,0,4,0,49,8,10,0,29,5,0,0,0,0,0,0,55,12,0,0,20,7,5,0,0,0,0,0,55,6,4,0,15,0,0,0,3,0,0,0,40,36,6,0,39,12,12,4,0
UCL214018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,13,0,3,0,0,0,3,0,3,0,5,0,18,0,0,0,6,0,4,0,11,3,8,0,43,0,0,0,5,0,7,0,4,0,10,0,36,0,0,4,14,0,9,0,9,0,5,0,40,8,4,0,12,0,8,0,0,0,5,0,43,17,5,0,38,3,22,0,3,0,11,0,99,15,10,6,32,0,8,0,4,0,5,0,87,17,0,0,15,5,9,0,0,0,4,0,60,18,0,0,13,0,3,0,0,0,3,0,36,40,0,4,18,3,8,0,0
UCL214019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,5,0,9,0,3,0,0,0,4,0,0,0,10,3,16,0,5,0,0,0,8,0,5,0,3,0,25,10,0,0,7,0,10,0,3,0,3,0,35,3,0,3,9,0,4,0,0,0,3,0,28,0,0,0,10,4,3,0,3,0,3,0,28,11,9,0,37,4,12,0,5,0,7,0,81,20,0,0,24,3,3,6,3,0,6,0,68,15,3,0,15,3,3,0,3,0,0,0,44,12,0,0,3,0,0,0,0,0,0,0,14,26,0,0,10,0,4,0,0
UCL214020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,6,0,4,3,5,0,17,6,3,0,12,0,10,0,3,4,10,0,45,3,5,0,10,5,7,0,3,0,3,0,33,5,8,0,15,4,5,0,0,0,0,0,37,17,8,4,36,4,15,0,4,0,6,0,98,15,3,0,13,5,4,6,0,0,0,0,44,17,3,0,13,0,4,0,0,0,0,0,43,9,3,0,13,0,0,0,0,0,0,0,29,13,0,0,8,0,5,3,0
UCL214021,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,6,0,7,0,10,0,0,0,3,0,11,0,0,0,3,0,27,0,4,0,4,0,12,0,4,5,3,0,28,0,0,0,13,0,15,0,3,0,0,0,40,0,0,0,24,0,11,0,3,0,4,0,42,19,5,0,51,7,29,0,0,4,5,0,123,26,8,0,48,3,7,0,0,0,0,0,99,25,0,0,44,11,9,0,0,0,0,0,83,16,0,0,13,0,7,3,0,0,0,0,44,43,4,0,20,3,10,0,0
UCL214022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,7,0,4,0,0,0,0,0,6,0,3,0,10,0,3,0,0,0,7,0,10,0,6,0,28,0,4,0,4,0,14,0,14,0,10,0,52,3,4,0,13,0,12,4,5,0,12,0,53,5,9,0,20,5,13,0,10,0,9,0,66,6,6,0,26,5,13,0,5,0,5,0,66,17,7,3,39,11,10,3,5,4,6,0,110,20,9,0,42,4,0,0,0,0,4,0,86,17,4,0,14,0,6,0,0,0,0,0,46,12,0,0,13,0,0,0,0,0,0,0,30,19,0,0,21,3,0,0,0
UCL215001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,8,0,3,0,5,0,0,0,0,0,0,0,10,0,4,0,9,0,3,0,0,0,0,0,15,0,6,0,8,3,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,7,11,3,0,14,0,0,0,0
UCL215002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,3,0,10,0,5,0,0,0,5,0,0,0,4,0,16,0,3,0,7,0,3,0,0,0,0,0,18,7,0,0,10,0,0,0,0,0,0,0,24,11,3,4,18,4,0,0,0,0,4,0,49,4,4,5,10,3,0,0,0,0,0,0,25,14,0,0,9,0,0,0,0,0,0,0,24,7,0,0,5,0,0,0,0,0,0,0,7,3,0,0,7,0,0,0,0
UCL215003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,10,0,4,0,0,0,0,0,3,0,5,0,11,0,0,0,3,0,0,0,5,0,0,0,15,0,5,0,6,0,3,0,0,0,4,0,19,3,5,0,3,0,0,0,0,0,0,0,14,0,5,0,11,6,0,3,5,0,4,0,34,4,8,0,16,3,5,3,0,0,0,0,43,6,0,0,10,0,0,0,0,0,0,0,24,5,6,0,12,3,0,0,0,0,4,0,25,24,5,0,23,10,5,0,0
UCL215004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,5,0,0,0,0,0,0,0,8,6,0,0,3,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,7,6,0,6,6,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,0
UCL215005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,8,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,4,0,8,0,0,0,3,0,9,0,0,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0,4,0,0,10,4,0,0,3,3,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
UCL215006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,9,0,6,0,4,0,0,0,17,4,0,0,11,0,3,0,0,0,0,0,19,0,0,0,21,3,16,5,0,0,0,0,47,14,0,0,15,6,7,0,4,0,0,0,38,10,0,0,10,4,5,0,0,0,0,0,37,11,0,0,4,0,0,0,0,0,0,0,23,16,0,0,13,4,0,0,0
UCL215007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,13,0,0,0,9,0,3,0,0,0,0,0,13,0,8,0,13,5,9,0,6,0,5,0,39,4,0,0,16,0,0,0,6,0,0,0,32,14,0,0,20,0,0,0,0,0,0,0,40,9,4,0,4,3,0,0,0,0,0,0,19,27,0,0,36,3,8,0,4
