UCL_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
UCL214004,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,19,0,24,0,0,0,0,0,0,0,8,0,6,0,17,0,6,0,0,0,3,0,9,4,113,3,134,0,7,0,3,0,3,0,12,4,34,4,61,3,0,0,7,0,3,0,0,0,30,3,44,3,5,0,15,0,6,0,0,0,21,0,53,4,4,0,10,0,5,4,3,0,3,0,34,12,8,0,10,3,7,0,0,0,7,0,41,28,6,0,21,0,11,0,3,5,10,0,86,14,0,0,9,0,3,0,0,0,0,0,36,8,0,0,8,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,4,0,10,6,0,0,4,0,0,0,0
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,29,0,0,0,0,0,0,0,3,0,12,0,14,0,0,0,0,0,6,0,0,0,11,0,19,0,0,0,3,0,0,0,0,0,10,0,16,0,0,0,0,0,0,3,0,0,0,0,11,5,0,0,4,3,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0
UCL214006,0,0,0,0,0,0,0,0,0,29,0,27,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,4,0,12,0,12,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,40,0,45,0,0,0,0,0,0,0,0,0,19,0,25,0,0,0,0,0,3,0,11,0,134,3,152,0,11,0,0,0,4,0,11,5,74,3,114,0,12,0,3,6,5,0,11,5,92,0,132,3,4,0,13,0,7,4,11,8,67,0,112,0,6,0,11,0,3,3,4,0,15,0,44,8,10,0,15,3,6,3,4,0,21,0,77,19,3,0,15,0,12,0,3,0,8,0,72,9,5,0,5,0,3,0,4,0,6,0,47,8,0,0,7,0,0,0,0,0,4,0,26,4,0,4,6,0,0,0,0,0,0,0,16,11,6,0,8,0,0,5,5
UCL214007,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,30,0,33,0,0,0,0,0,5,0,5,0,8,0,20,0,0,0,0,0,9,0,5,0,11,0,23,0,0,0,5,0,11,0,0,0,12,0,34,5,0,0,3,0,5,0,0,0,0,0,18,9,4,0,12,4,8,0,0,0,6,0,36,51,4,0,24,6,7,5,0,0,6,0,100,56,0,0,14,9,0,4,0,0,0,0,81,53,0,0,18,0,0,6,0,0,0,0,76,24,0,0,3,3,0,0,0,0,0,0,33,26,0,0,8,3,0,0,0
UCL214008,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,8,0,20,0,27,0,0,0,0,0,0,0,8,0,11,0,20,0,0,0,0,0,0,0,18,0,140,3,167,0,5,3,4,0,3,0,11,0,64,0,95,5,9,0,8,0,20,4,6,3,55,0,98,10,12,0,25,0,17,7,10,3,53,0,139,10,8,0,22,0,5,0,6,0,14,0,73,17,9,0,22,0,9,3,5,0,11,4,82,48,9,0,39,10,14,3,6,0,10,0,144,23,0,0,31,3,0,0,0,0,13,0,78,14,3,0,10,0,5,0,0,0,10,0,44,12,0,0,4,0,0,0,0,0,4,0,24,10,3,0,4,4,11,0,0
UCL214009,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,6,0,9,0,3,0,0,0,0,0,0,0,20,0,32,0,0,0,0,0,0,0,7,0,12,0,24,0,3,0,0,0,0,0,11,3,110,3,134,0,5,0,0,0,3,0,8,0,58,0,85,5,8,0,0,0,7,5,13,0,48,0,93,5,7,0,15,0,11,0,12,4,49,0,107,0,11,0,11,0,8,4,9,0,29,0,66,7,5,0,20,5,5,3,3,0,9,0,59,37,15,3,38,6,15,0,7,0,13,0,140,31,3,0,28,4,5,0,0,0,6,0,76,18,0,0,13,5,5,0,0,0,0,0,51,20,0,0,6,0,0,0,0,0,0,0,23,30,0,0,12,0,8,0,0
UCL214010,0,0,0,0,0,0,0,0,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,14,0,0,0,0,0,0,0,3,0,5,0,11,0,0,0,0,0,0,0,3,3,38,0,41,0,0,0,0,0,0,0,0,0,26,0,31,0,0,0,0,0,0,0,13,0,108,3,120,0,0,0,0,0,0,3,11,0,75,0,92,0,17,0,3,0,0,0,12,0,83,0,120,0,8,0,12,0,6,3,15,4,77,0,119,0,4,0,4,0,4,0,5,3,17,0,34,0,8,0,14,0,0,0,0,0,18,0,48,24,8,0,19,3,16,0,9,5,22,0,108,6,4,0,15,5,3,0,0,0,11,0,51,13,0,0,13,0,4,0,3,0,6,0,40,7,0,0,4,0,5,0,0,0,4,0,17,28,4,0,8,7,10,0,7
UCL214011,0,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,22,0,22,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,6,0,129,0,132,0,3,0,0,0,6,0,13,4,58,0,84,5,0,0,6,0,12,0,7,4,45,3,88,4,3,0,7,0,3,0,6,0,32,0,65,0,6,0,21,0,17,0,4,0,9,0,57,7,4,0,12,0,12,0,3,0,4,0,41,43,3,0,29,4,21,0,3,0,6,0,120,44,5,4,21,9,7,0,0,0,7,0,87,29,0,5,11,0,0,0,0,0,0,0,52,19,0,0,6,0,3,0,3,0,0,0,30,24,0,0,6,5,3,0,0
UCL214012,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,23,3,26,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,6,0,11,0,125,3,143,0,3,0,4,0,9,0,13,0,47,0,77,3,3,0,3,0,3,0,11,0,32,0,65,5,0,0,6,0,5,0,3,0,32,3,72,6,0,0,10,0,5,0,0,0,6,0,35,4,3,0,5,5,4,0,4,0,4,0,36,27,3,6,23,5,11,0,5,0,13,0,91,24,0,0,15,0,5,0,0,0,0,0,48,13,4,0,11,0,3,0,0,0,0,0,27,3,0,0,5,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0
UCL214013,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,11,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,3,0,69,0,74,0,0,0,0,0,0,0,7,0,37,0,46,0,0,0,3,0,3,0,6,4,36,0,55,0,5,0,8,0,0,0,7,0,32,0,53,0,0,0,6,0,8,0,5,0,7,0,29,0,4,0,9,0,5,0,0,0,16,0,31,10,3,0,10,3,15,0,4,0,6,0,49,21,3,0,10,0,0,0,0,0,3,0,49,17,3,0,11,8,5,0,0,0,0,0,40,13,0,0,6,0,0,0,0,0,0,0,18,37,0,0,15,0,10,0,0
UCL214014,0,0,0,0,0,0,0,0,0,22,0,17,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,9,0,6,0,4,0,0,0,0,0,4,0,26,0,34,0,0,0,0,0,0,0,7,0,13,0,20,0,3,0,0,0,0,0,17,0,178,6,205,0,4,0,0,0,0,0,18,4,64,0,96,0,4,0,4,0,0,0,20,3,72,0,106,10,7,0,11,0,6,0,17,0,44,0,94,0,3,0,15,0,6,0,4,0,9,0,39,5,7,0,11,0,3,0,0,3,19,0,41,14,4,0,18,3,6,3,0,4,17,0,73,10,0,0,8,0,3,0,0,0,4,0,27,8,3,0,3,0,0,0,0,0,7,0,22,3,0,0,0,0,0,0,0,0,0,0,6,11,0,0,4,0,0,0,0
UCL214015,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,0,0,0,0,4,0,11,0,9,0,0,0,0,0,0,0,9,0,81,0,99,0,6,0,0,0,4,0,17,3,57,4,85,0,0,0,9,0,8,0,5,6,47,0,73,6,3,0,9,0,3,0,7,4,28,0,56,4,3,0,6,0,0,0,3,0,9,0,26,13,4,0,7,0,4,0,0,0,11,0,38,29,3,0,25,6,8,0,0,0,12,0,86,20,0,0,10,4,0,0,0,0,3,0,38,12,3,0,5,0,0,0,0,0,4,0,29,10,0,0,0,0,0,0,0,0,0,0,21,4,0,0,5,0,0,0,0
UCL214016,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,31,3,38,0,0,0,0,0,3,0,10,0,13,0,27,4,0,0,0,0,4,0,8,4,227,5,250,0,3,0,0,0,11,0,13,0,87,0,114,0,3,0,5,0,4,0,6,0,51,3,77,6,4,0,10,3,3,0,9,4,56,4,99,9,0,0,22,0,13,0,0,0,3,0,53,13,4,0,20,0,12,3,7,0,7,0,61,23,0,0,19,5,6,0,0,0,7,0,62,17,7,0,14,0,0,0,0,0,3,0,41,9,0,0,6,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,11,5,0,0,4,0,0,0,0
UCL214017,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,26,0,28,0,0,0,0,0,0,0,3,0,14,0,21,0,0,0,0,0,0,0,3,0,51,0,58,0,5,0,0,0,0,0,8,0,73,6,86,0,0,0,4,0,0,0,9,0,78,0,97,0,5,0,3,0,0,4,14,0,80,0,114,7,8,0,6,0,3,0,10,0,27,0,51,5,6,3,7,0,4,0,10,0,42,0,70,12,11,0,11,0,13,0,14,0,47,0,100,9,12,0,9,0,6,5,4,0,15,0,61,11,8,0,3,0,0,3,7,0,17,0,49,12,0,0,5,0,0,0,0,0,10,0,30,22,5,0,19,0,22,5,14
UCL214018,0,0,0,0,0,0,0,0,0,56,0,57,0,0,0,0,0,0,0,0,0,28,0,35,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,10,0,15,0,0,0,0,0,0,0,11,0,46,4,63,0,0,0,0,0,0,0,7,0,33,0,54,0,0,0,0,0,0,0,16,3,206,5,242,0,6,0,0,0,3,6,19,6,113,0,152,0,5,0,10,0,6,0,31,0,136,5,187,3,13,0,16,3,15,0,12,3,105,0,174,3,4,0,11,0,14,0,8,3,27,0,75,5,9,0,13,0,15,0,11,4,46,0,101,23,10,4,38,0,19,4,16,7,17,0,135,33,7,0,28,0,9,3,6,0,8,0,93,17,4,0,12,4,13,0,0,3,5,0,59,21,0,0,8,0,0,0,4,0,0,0,42,26,7,0,13,3,24,0,0
UCL214019,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,20,0,16,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,6,0,73,0,83,0,0,0,0,0,12,0,5,0,44,0,65,0,3,0,5,0,9,0,16,0,27,0,53,6,5,0,7,0,9,0,8,0,33,0,69,0,0,0,8,4,5,0,3,0,9,0,37,9,0,0,10,0,3,0,7,0,3,0,35,20,4,0,24,0,9,4,3,0,7,0,71,14,4,0,6,0,9,0,0,0,4,0,36,10,0,0,9,0,0,0,0,0,0,0,25,8,0,0,6,0,0,0,0,0,0,0,17,10,0,0,9,0,0,0,0
UCL214020,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,16,0,17,0,0,0,0,0,0,0,8,0,13,0,21,0,0,0,0,0,0,0,3,3,100,0,111,0,5,0,0,0,7,0,13,0,60,0,81,0,6,0,0,0,10,0,8,0,45,0,66,7,0,0,9,0,9,0,7,0,34,0,77,5,5,0,8,0,5,3,4,4,8,0,39,6,9,0,9,3,4,0,0,0,7,0,36,40,7,0,27,0,8,0,0,5,0,0,85,15,4,0,13,7,6,0,3,0,0,0,45,12,6,0,4,0,0,0,0,0,0,0,25,14,0,0,0,0,0,0,0,0,0,0,15,3,0,0,7,0,0,0,0
UCL214021,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,4,50,0,56,0,0,0,0,0,5,0,9,0,26,0,40,0,0,0,0,0,0,4,7,0,33,5,51,4,0,0,7,0,6,0,4,0,17,0,41,3,0,0,6,0,7,0,0,0,3,0,23,7,3,0,10,0,6,0,0,0,0,0,27,20,0,0,8,3,12,5,5,0,3,0,62,25,7,0,16,0,3,0,0,0,0,0,51,16,0,0,6,3,4,0,0,0,4,0,31,9,0,0,0,0,0,0,0,0,0,0,8,10,0,0,8,4,4,0,3
UCL214022,0,0,0,0,0,0,0,0,0,16,3,19,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,6,0,11,0,0,4,0,0,0,0,5,0,33,0,41,0,0,0,0,0,0,0,0,3,20,0,27,0,3,0,0,0,3,0,6,4,192,5,213,0,3,0,0,0,11,0,16,4,99,4,133,3,15,0,9,0,3,0,14,0,68,0,118,8,9,0,10,0,5,4,14,0,51,0,109,5,12,0,14,0,9,0,3,0,4,0,45,11,3,0,15,0,10,0,7,4,11,0,68,12,3,0,26,6,5,0,8,0,12,0,69,12,3,0,12,0,6,0,0,0,10,0,44,6,0,0,5,0,0,0,0,0,5,0,23,4,0,0,5,0,0,0,0,0,3,0,9,12,0,0,6,0,0,0,0
UCL215001,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,8,0,9,0,3,0,0,0,0,0,0,0,15,0,18,0,5,0,4,0,0,0,6,0,11,0,25,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,5,0,11,0,19,3,0,0,3,0,4,0,0,5,7,0,22,0,0,0,8,0,4,0,3,0,0,0,19,3,3,0,5,0,0,0,0,0,7,0,17,8,0,0,0,0,0,0,0,0,0,0,16,11,0,0,7,0,4,0,5
UCL215002,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,14,0,0,0,0,0,0,0,0,0,4,0,9,0,4,0,0,0,0,0,6,0,49,0,61,0,0,0,0,0,0,0,4,0,18,0,29,0,6,0,0,0,4,0,3,0,21,0,32,0,5,0,7,0,3,0,4,0,22,0,41,3,0,0,8,0,0,0,0,0,3,0,16,3,0,0,0,0,0,0,0,0,0,0,13,14,3,0,7,0,0,0,0,0,7,0,34,10,0,0,3,6,0,0,0,0,6,0,22,8,0,0,9,4,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
UCL215003,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,27,0,30,0,0,0,0,0,0,0,3,0,23,0,40,0,9,0,0,0,0,0,3,0,33,0,51,3,3,0,0,0,0,0,9,0,21,0,41,3,3,0,7,0,0,4,8,0,9,0,27,5,8,0,3,0,4,0,6,0,14,0,41,8,4,0,9,0,6,0,9,0,18,0,55,8,3,0,8,0,3,0,0,0,9,0,38,13,4,0,7,0,5,0,0,0,6,0,29,6,0,0,4,0,0,0,0,0,5,0,15,21,8,0,17,4,10,0,8
UCL215004,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,6,3,15,0,0,0,0,0,0,0,0,0,12,0,20,0,3,0,0,0,4,0,3,0,10,0,25,0,10,0,3,0,0,0,4,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,3,0,0,0,0,0,4,0,16,8,0,0,7,0,0,0,4,0,8,0,21,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
UCL215005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,35,0,32,0,0,0,0,0,0,0,0,0,12,0,12,4,0,0,0,0,0,0,0,0,5,0,15,5,0,0,0,0,0,0,0,0,4,0,11,0,0,0,5,0,5,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
UCL215006,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,0,35,4,3,0,0,0,5,0,6,0,14,0,30,0,0,0,0,0,0,0,4,0,19,0,28,0,4,0,5,0,3,0,0,0,11,0,25,3,0,0,3,0,3,0,0,0,3,0,10,3,0,0,11,0,0,0,0,0,7,0,27,13,5,0,3,0,9,0,0,0,4,0,30,9,3,0,9,0,0,0,0,0,0,0,23,15,0,0,5,6,5,0,0,0,0,0,23,6,0,0,3,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0
UCL215007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,4,0,10,0,5,0,0,0,0,0,0,0,0,0,23,0,30,0,4,0,0,0,0,0,5,3,18,0,31,0,3,0,0,0,0,0,3,0,27,0,32,0,6,0,0,0,0,0,0,0,31,0,38,0,0,0,0,0,0,0,0,0,9,0,16,0,3,0,5,0,0,0,0,0,8,0,17,3,0,0,6,0,4,0,3,0,10,0,32,8,0,0,4,0,0,0,0,0,3,0,25,8,7,0,7,5,5,0,0,0,5,0,32,4,0,0,0,0,0,0,0,0,3,0,9,16,0,0,9,0,0,0,0
