UCL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL215005,313,302,613,56,52,107,8,3,7,101,105,210,3,3,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,227,7,4,10,5,0,0,175,170,349,55,53,109,545,527,1076
UCL215006,614,655,1265,128,136,263,12,12,18,343,391,740,5,0,6,0,0,0,0,0,4,0,3,3,3,3,3,0,0,0,0,0,0,357,419,775,14,12,24,7,7,14,503,573,1080,48,56,106,1160,1293,2451
UCL215007,670,750,1419,85,100,178,7,5,9,283,284,568,15,10,25,0,0,0,10,0,11,0,0,3,0,0,0,0,0,0,0,0,0,312,305,614,14,13,28,0,0,4,411,414,824,81,71,147,1156,1239,2390
UCL215008,522,532,1051,52,49,100,57,56,112,188,188,378,21,20,37,10,7,18,0,0,0,9,3,9,5,4,11,13,12,24,0,0,0,289,287,581,6,7,13,10,13,18,354,361,713,24,24,44,895,912,1806
UCL215009,275,250,530,42,41,81,29,24,48,70,59,127,0,0,4,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100,87,192,0,0,4,0,0,0,144,128,272,49,46,91,466,425,892
UCL215010,759,694,1446,24,25,50,0,3,3,261,241,505,0,5,9,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,271,251,521,6,5,14,0,0,0,298,283,581,60,64,121,1115,1036,2154
UCL215011,290,299,588,49,50,93,11,3,8,113,141,256,5,5,16,3,4,9,3,5,9,0,3,6,0,0,0,0,0,0,0,0,0,137,162,301,0,5,3,3,7,9,191,220,412,57,52,112,539,569,1111
UCL215012,770,913,1685,225,268,491,67,80,150,257,281,536,7,6,14,10,5,12,5,3,3,3,3,11,3,3,10,7,10,23,0,0,0,356,398,750,16,27,38,9,6,18,609,696,1302,81,85,174,1464,1692,3161
UCL215013,623,593,1219,125,140,260,30,30,64,870,850,1721,21,16,32,0,0,0,11,3,13,9,8,16,3,3,11,0,0,0,0,0,0,940,916,1854,75,81,153,17,14,29,1158,1148,2300,84,75,162,1866,1818,3678
UCL215014,388,379,773,28,24,57,0,0,0,125,124,249,0,3,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,125,133,259,0,0,3,4,4,4,162,165,325,19,17,40,570,561,1135
UCL215015,587,608,1193,142,152,296,39,53,97,201,202,400,12,22,32,6,12,20,9,9,16,0,0,5,7,11,18,3,0,4,0,0,0,286,312,595,41,28,73,0,9,13,472,499,973,109,133,239,1168,1233,2402
UCL215016,1051,1069,2119,233,259,493,11,13,25,421,404,823,21,20,40,12,16,28,4,3,10,3,0,6,3,3,10,0,0,0,0,0,0,479,460,937,15,18,26,13,11,22,737,744,1478,112,118,224,1895,1927,3824
UCL215017,646,655,1297,101,112,207,0,3,7,380,387,764,4,6,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,387,398,780,0,10,10,3,3,12,489,517,1013,84,101,187,1223,1269,2494
UCL215018,825,902,1723,147,160,308,7,8,13,195,218,414,10,7,21,8,5,13,8,6,17,3,4,11,0,0,6,0,0,0,0,0,0,236,256,491,21,15,35,5,7,17,406,437,846,101,89,185,1328,1427,2755
UCL215019,529,520,1047,103,111,211,3,9,10,259,269,532,11,10,19,0,0,0,0,4,7,5,9,11,0,3,3,0,0,0,0,0,0,286,307,589,15,26,33,5,6,3,401,443,842,120,151,273,1051,1113,2166
UCL215020,356,413,771,93,106,196,5,5,10,62,66,134,5,8,12,10,19,29,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,86,104,189,13,19,28,0,0,5,201,223,423,40,52,94,598,685,1286
UCL215021,367,390,753,45,40,80,18,29,49,63,73,134,8,9,18,0,5,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,96,118,214,0,0,3,4,0,3,145,162,304,48,47,98,555,602,1158
UCL215022,1183,1235,2409,250,262,509,10,22,34,415,459,874,20,15,30,0,0,3,13,7,18,0,0,0,4,5,4,0,0,0,0,0,0,467,500,966,22,29,51,15,17,34,753,808,1555,205,221,429,2138,2261,4397
UCL215023,471,474,945,86,109,195,0,0,0,77,108,185,0,0,3,0,5,9,0,3,3,4,0,7,0,0,0,0,0,0,0,0,0,84,123,202,3,6,7,0,0,0,175,233,413,51,43,89,696,750,1442
UCL215024,522,579,1107,95,128,221,16,13,22,103,110,220,8,6,18,5,0,4,3,4,7,0,0,0,5,4,4,0,0,0,0,0,0,133,137,277,4,14,26,0,4,5,239,284,523,84,76,159,842,943,1789
UCL215025,219,217,437,48,50,99,4,3,5,193,178,371,4,3,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,205,191,392,4,8,5,4,0,4,255,242,497,38,34,70,515,492,1007
UCL215026,233,197,432,34,41,73,0,0,0,197,222,418,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,199,224,426,4,3,11,0,0,3,243,273,511,59,54,110,527,529,1052
UCL215027,291,301,596,72,92,165,29,33,66,49,46,92,14,20,30,0,3,3,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,102,101,206,22,13,35,0,6,4,191,217,411,74,58,131,555,574,1133
UCL215028,715,768,1483,81,105,192,10,9,18,296,286,577,10,12,15,0,0,3,4,0,8,0,0,0,0,0,0,7,3,10,0,0,0,329,319,642,10,17,29,13,10,22,432,450,884,133,156,293,1283,1376,2664
UCL215029,853,1049,1901,206,237,441,26,26,49,336,381,717,15,21,33,12,8,18,9,4,15,4,3,5,0,5,9,6,8,15,0,0,0,398,459,859,54,49,101,13,18,31,667,758,1423,132,156,291,1663,1957,3617
UCL215030,403,419,826,59,67,128,9,14,22,73,71,143,6,3,7,3,8,13,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,88,92,188,4,10,11,0,4,4,153,172,324,51,54,108,610,644,1249
UCL215031,390,388,782,74,83,161,0,0,10,90,94,184,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,105,199,16,16,33,10,0,11,198,211,407,54,60,114,643,662,1306
UCL215032,807,886,1694,196,236,428,24,31,52,191,222,409,15,19,32,4,10,15,0,5,8,3,3,11,0,0,0,0,5,7,0,0,0,241,288,531,16,23,41,5,4,10,464,547,1008,137,132,272,1407,1568,2972
UCL215033,785,803,1589,58,71,126,8,10,24,353,381,730,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,374,395,768,21,14,35,6,5,7,457,482,941,20,23,41,1252,1313,2564
UCL215034,305,335,637,127,137,267,8,7,13,75,112,185,8,4,13,0,0,0,3,4,4,0,0,0,0,4,3,0,0,0,0,0,0,91,128,219,6,12,23,0,3,3,223,286,510,59,74,128,583,691,1275
UCL215035,420,403,824,48,59,106,0,8,6,226,234,466,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,237,247,484,0,4,8,7,5,5,289,310,602,59,58,119,777,769,1549
UCL215036,346,335,678,62,74,140,5,7,8,100,104,212,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,109,115,218,4,4,7,0,0,0,171,196,366,54,65,115,575,588,1160
UCL215037,273,256,526,43,64,107,0,0,7,252,263,517,5,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,259,272,532,0,5,9,7,0,7,314,342,651,55,46,106,638,642,1279
UCL215038,465,506,969,80,87,174,7,13,14,171,169,336,12,10,21,3,0,9,3,0,3,0,0,0,0,3,5,0,0,0,0,0,0,200,189,386,0,3,6,0,9,9,287,292,578,112,110,222,867,904,1765
UCL215039,423,412,833,83,75,163,6,9,11,108,100,209,4,5,3,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,112,117,231,5,5,8,21,28,49,223,226,449,98,89,188,743,724,1468
UCL215040,357,335,692,73,85,158,0,0,3,91,86,179,9,3,15,5,10,18,5,0,10,0,3,4,0,3,4,0,0,0,0,0,0,115,113,232,4,4,9,5,5,8,192,211,405,85,88,167,634,632,1266
UCL215041,991,1078,2070,203,225,432,34,45,82,235,250,482,16,16,31,12,9,19,0,4,5,0,8,6,8,4,11,0,0,4,0,0,0,303,339,642,7,8,25,10,12,15,526,586,1110,163,166,333,1683,1827,3511
UCL215042,407,372,781,16,17,32,0,6,5,138,118,254,0,4,4,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,141,134,274,0,0,0,5,0,9,163,151,317,42,38,79,613,570,1178
UCL215043,787,831,1618,116,163,275,3,0,5,470,499,964,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,502,984,11,13,18,7,14,21,609,682,1299,68,88,151,1465,1604,3069
UCL215044,425,463,892,101,120,218,0,12,15,173,168,331,3,7,8,3,4,12,4,0,3,0,6,5,0,0,0,0,0,0,0,0,0,186,190,379,0,3,6,8,0,9,291,316,611,37,52,92,753,841,1591
UCL215045,883,963,1852,295,306,598,14,11,26,364,436,803,17,16,30,5,3,8,3,5,14,0,6,4,0,0,0,0,0,0,0,0,0,409,481,884,16,8,24,5,14,17,718,804,1525,122,145,266,1725,1912,3636
UCL215046,409,446,853,88,101,191,3,9,12,179,208,382,5,8,12,0,0,3,3,0,4,0,0,0,4,3,3,0,0,0,0,0,0,190,226,417,10,3,14,5,0,7,294,340,630,56,47,97,755,834,1589
UCL215047,361,380,743,82,91,173,0,0,0,428,439,869,3,0,7,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,432,446,880,9,8,16,13,6,23,538,553,1090,67,68,131,967,1001,1970
UCL215048,394,424,814,66,71,133,4,6,7,285,304,588,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,314,604,10,10,22,6,8,6,373,394,767,73,85,158,840,898,1738
UCL215049,276,271,547,60,49,110,0,0,0,176,155,333,8,5,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,190,166,361,31,37,69,10,4,7,296,259,552,62,55,124,632,588,1218
UCL215050,910,873,1784,68,45,115,9,11,22,320,297,614,6,14,17,0,0,0,0,0,7,0,0,0,0,0,0,3,0,4,0,0,0,340,324,668,12,18,28,4,6,11,424,395,820,85,80,163,1425,1345,2770
UCL215051,1174,1252,2427,378,425,802,10,19,31,269,304,576,13,20,35,4,9,8,3,6,7,4,9,19,4,4,11,0,3,5,0,0,0,308,371,681,26,34,65,9,7,22,724,837,1563,144,141,286,2045,2234,4278
UCL215052,359,373,732,68,82,151,4,8,17,146,152,304,12,18,23,0,0,6,5,0,8,3,4,3,0,8,6,4,5,6,0,0,0,175,196,374,5,14,18,3,0,8,256,293,549,29,38,68,643,703,1342
UCL215053,847,944,1794,408,445,855,35,34,69,298,334,632,23,29,51,0,6,6,10,7,19,0,3,5,5,4,11,4,3,6,0,0,0,375,418,796,40,49,91,13,7,21,836,915,1758,119,122,237,1804,1985,3790
UCL215054,518,544,1061,92,101,193,28,28,59,168,184,351,11,6,14,10,13,24,7,9,12,0,0,0,0,0,0,0,0,0,0,0,0,219,244,463,4,3,11,6,7,14,317,351,676,108,110,220,949,1007,1959
UCL215055,389,360,745,69,72,138,24,26,48,221,221,449,9,15,18,0,3,6,0,0,0,0,3,4,3,5,6,4,0,5,0,0,0,267,274,541,11,15,23,0,5,5,348,362,709,54,51,103,783,777,1557
UCL215056,435,432,873,71,74,143,0,0,3,125,128,252,0,3,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,128,143,273,9,5,17,7,6,7,217,223,444,97,79,180,751,737,1492
UCL215057,473,477,946,103,125,225,5,6,11,152,176,335,0,0,3,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,163,187,353,3,4,4,9,9,19,276,316,602,56,58,109,807,852,1657
UCL215058,296,346,639,53,64,120,3,3,7,91,106,191,3,4,11,0,5,7,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,106,116,226,8,14,25,5,4,4,173,203,372,51,44,91,513,585,1106
UCL215059,631,663,1297,124,127,252,25,32,56,144,123,261,23,19,46,7,4,8,9,6,19,0,4,7,0,6,6,3,0,5,0,0,0,216,197,410,29,17,48,3,4,12,375,353,730,63,68,128,1072,1085,2152
UCL215060,760,786,1550,167,183,346,29,31,56,192,254,446,16,17,37,5,5,10,3,0,0,5,5,9,6,0,6,0,0,3,0,0,0,252,311,563,28,34,58,10,13,23,456,538,994,88,97,182,1307,1420,2729
UCL215061,472,481,954,121,134,255,30,20,51,191,200,393,9,5,14,0,0,0,7,3,10,0,0,3,3,6,5,6,0,3,0,0,0,237,236,473,17,19,34,4,4,10,380,399,774,93,89,180,939,970,1910
UCL215062,432,402,837,130,149,282,8,5,16,93,96,187,3,6,14,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,105,117,221,10,9,15,0,3,5,248,278,526,40,50,87,719,732,1449
UCL215063,269,242,512,48,52,101,6,4,11,141,155,300,3,6,6,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,157,165,318,3,4,6,0,0,4,209,227,432,36,42,78,519,508,1029
UCL215064,493,521,1010,127,154,284,13,13,24,127,113,237,8,7,16,10,15,28,3,6,10,0,0,0,4,3,6,0,0,0,0,0,0,165,158,323,32,33,63,4,5,13,331,348,678,82,72,161,906,941,1851
UCL215065,954,1043,1999,309,371,684,28,33,61,181,171,354,21,17,35,0,0,3,5,3,9,0,0,0,0,3,3,0,0,0,0,0,0,240,230,471,22,20,43,7,11,18,586,636,1220,197,199,394,1742,1879,3616
UCL215066,533,555,1089,131,148,279,29,29,54,94,96,195,14,10,22,4,0,5,7,8,14,4,3,3,0,0,3,0,0,4,0,0,0,153,151,299,5,7,8,7,4,13,291,305,599,119,129,248,947,991,1934
UCL215067,314,279,594,59,74,136,4,3,8,45,47,95,4,0,4,10,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,65,125,12,9,15,0,0,3,136,153,289,53,45,101,501,472,979
UCL215068,879,965,1849,173,199,373,37,41,76,372,425,794,24,26,56,4,8,10,3,4,12,6,12,18,5,0,3,0,0,4,0,0,0,453,515,971,10,13,26,11,14,22,640,748,1388,89,92,181,1614,1806,3418
UCL215069,855,946,1802,203,264,471,4,8,18,280,330,610,3,5,13,3,9,13,19,15,27,3,3,8,11,4,10,0,0,5,0,0,0,322,378,700,25,16,43,12,14,23,557,678,1237,100,136,234,1513,1755,3267
UCL215070,779,842,1616,135,155,291,26,35,62,221,228,446,8,8,14,15,17,34,6,10,11,3,0,3,0,0,0,0,0,0,0,0,0,276,303,571,57,22,84,9,11,18,473,493,963,178,140,318,1431,1473,2902
UCL215071,1044,1148,2186,95,104,199,6,3,7,395,406,794,6,0,11,0,0,5,5,4,10,0,4,4,3,4,11,0,0,0,0,0,0,419,427,844,11,21,32,7,3,17,529,554,1081,60,60,119,1626,1766,3392
UCL215072,548,571,1118,116,117,230,20,21,43,57,60,119,8,5,12,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,94,181,236,169,409,9,0,11,445,385,833,178,164,345,1178,1116,2297
UCL215073,815,835,1647,119,133,249,22,22,45,198,244,441,7,12,21,3,4,9,3,4,8,3,8,3,8,3,11,0,0,0,0,0,0,248,292,536,7,18,22,5,3,10,373,437,816,121,115,236,1311,1392,2702
UCL215074,1279,1249,2530,197,203,400,19,29,44,645,669,1316,9,11,21,0,5,3,3,3,4,3,0,6,0,0,0,0,0,0,0,0,0,686,716,1400,20,19,36,14,11,25,917,952,1859,86,76,163,2275,2279,4554
UCL215075,303,311,614,46,53,99,3,6,7,138,138,273,3,6,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,146,155,302,0,3,4,9,5,15,199,222,419,75,59,127,574,585,1162
UCL215076,629,669,1298,118,142,263,68,66,132,161,178,341,9,15,25,0,5,4,4,0,4,0,0,0,0,3,0,0,0,3,0,0,0,248,266,510,8,10,26,5,0,3,377,425,800,54,60,107,1057,1151,2207
UCL215077,336,366,695,57,73,130,8,3,12,260,274,534,10,3,12,0,0,0,7,0,4,0,0,0,0,0,5,0,0,0,0,0,0,279,288,570,19,17,33,0,0,0,356,371,725,83,74,160,772,816,1585
UCL215078,612,607,1219,49,47,97,4,0,6,169,191,360,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,174,198,374,7,11,18,3,4,7,238,259,497,36,34,60,884,892,1776
UCL215079,619,652,1273,90,120,217,7,7,15,114,137,256,5,7,16,4,7,10,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,142,164,303,12,11,24,7,8,7,249,298,548,94,110,206,963,1063,2027
UCL215080,512,551,1062,157,153,304,24,20,42,212,223,434,9,14,23,8,9,14,0,0,0,3,0,3,12,5,13,0,0,0,0,0,0,261,263,527,10,15,26,7,4,9,439,437,876,40,49,97,988,1038,2034
UCL215081,1128,1156,2285,278,313,593,21,21,45,318,324,645,6,18,26,0,3,3,3,6,10,3,8,9,3,9,12,4,7,3,0,0,0,366,386,751,23,36,62,3,15,19,674,753,1426,163,159,320,1966,2063,4032
UCL215082,582,596,1178,37,31,66,6,4,13,343,332,675,0,0,3,0,0,5,4,10,12,0,0,0,0,7,3,0,0,0,0,0,0,356,344,707,4,6,11,7,7,18,403,384,795,63,49,112,1050,1033,2082
UCL215083,546,603,1152,123,133,252,5,6,11,142,148,288,4,6,16,4,3,10,4,4,10,0,5,4,4,0,0,0,0,0,0,0,0,164,175,333,7,13,24,3,4,7,303,321,623,76,92,169,924,1023,1937
UCL215084,386,388,777,82,97,171,9,14,20,73,70,139,3,5,10,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,85,97,179,8,11,20,8,0,16,186,200,388,43,44,84,617,631,1248
UCL215085,357,317,680,21,24,48,0,0,4,159,143,299,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,146,307,0,0,0,6,0,6,194,166,365,49,29,79,607,519,1119
UCL215086,940,1028,1970,176,208,383,16,16,29,390,472,862,10,11,24,8,6,11,3,0,8,3,8,4,0,0,7,0,0,0,0,0,0,426,510,943,36,22,57,13,19,31,654,760,1412,97,121,220,1693,1911,3604
UCL215087,572,511,1084,39,37,77,0,3,6,149,127,277,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,156,137,296,6,3,8,6,5,7,201,183,389,66,64,132,839,763,1607
UCL215088,494,527,1020,106,99,202,6,5,15,131,155,287,6,8,17,0,0,0,7,3,13,0,0,0,4,9,11,0,0,0,0,0,0,156,179,341,9,12,21,0,7,7,277,294,573,126,138,266,895,962,1859
UCL215089,649,642,1292,119,118,239,9,10,18,112,138,247,14,18,27,7,3,9,7,3,11,0,0,0,3,6,14,0,0,0,0,0,0,149,180,330,3,13,18,5,6,8,278,313,594,102,130,235,1032,1087,2120
UCL215090,420,428,848,102,120,222,3,3,12,259,291,550,7,13,20,0,0,0,4,0,6,3,3,7,9,3,8,0,0,0,0,0,0,283,317,598,11,13,26,4,0,3,399,455,850,88,89,174,906,975,1881
UCL215091,564,558,1119,18,17,35,0,0,0,131,135,266,3,4,7,4,3,8,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,141,143,282,8,17,23,0,0,0,168,180,344,26,17,39,756,749,1504
UCL215092,1043,1203,2244,209,233,442,26,27,57,592,670,1257,16,23,38,7,3,5,13,9,20,7,3,8,0,0,0,8,5,9,0,0,0,660,731,1388,50,55,106,11,10,17,936,1027,1959,87,104,185,2064,2330,4391
UCL215093,1307,1306,2610,142,139,282,3,7,10,368,389,757,5,7,11,3,0,5,0,3,5,0,0,0,0,0,0,5,0,5,0,0,0,384,407,791,9,14,23,13,10,27,552,571,1122,60,60,121,1921,1935,3855
UCL215094,285,300,589,79,77,153,4,3,13,64,65,130,5,6,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,78,150,5,6,16,3,0,3,158,165,329,26,37,66,474,513,983
UCL215095,365,342,708,17,21,35,0,0,0,86,113,198,0,3,12,6,0,6,0,5,3,0,0,0,0,3,5,0,0,0,0,0,0,96,126,224,0,0,0,3,0,7,117,148,266,36,31,66,514,516,1030
UCL215096,737,723,1460,74,70,147,4,6,12,239,275,512,0,6,7,0,0,0,10,5,14,0,0,0,0,0,0,0,0,0,0,0,0,256,292,548,7,7,13,0,4,6,336,377,706,48,41,85,1111,1141,2254
UCL215097,921,915,1837,181,209,383,3,5,5,272,287,562,0,4,9,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,289,297,590,6,7,20,4,5,5,483,518,995,125,133,264,1531,1568,3096
UCL215098,349,348,697,57,64,123,0,3,7,175,186,363,3,4,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,191,195,383,5,13,23,0,7,4,255,287,540,38,27,65,641,661,1297
UCL215099,432,487,923,133,142,273,8,9,15,98,124,218,0,3,4,4,5,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,113,140,253,9,10,17,3,0,4,256,297,552,86,106,190,769,897,1662
UCL215100,327,323,649,87,106,190,5,8,9,121,142,262,5,5,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,130,152,278,0,5,8,0,0,0,212,262,476,50,59,106,585,650,1236
UCL221001,236,230,469,20,13,34,0,0,0,52,58,111,0,8,8,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,59,60,119,3,0,4,3,0,3,82,85,162,21,20,44,340,334,676
UCL221002,258,249,506,18,38,59,12,7,18,64,82,143,0,3,11,0,3,7,0,0,0,0,0,5,10,3,14,0,0,0,0,0,0,87,101,190,7,4,13,0,4,9,119,149,268,16,17,35,394,414,811
UCL221003,172,153,321,17,15,28,13,18,31,44,44,85,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,56,60,124,0,0,0,0,0,0,70,76,152,26,28,54,267,257,527
UCL221004,333,321,654,29,20,49,0,0,0,179,156,338,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,168,352,0,0,0,0,0,0,218,185,404,21,17,36,558,528,1093
UCL221005,183,205,387,37,46,86,0,3,4,38,27,67,4,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,31,81,12,7,20,0,0,0,101,89,189,30,37,62,314,327,635
UCL221006,168,148,320,30,25,59,5,4,7,74,82,153,0,4,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,93,169,3,4,4,0,0,3,115,125,235,19,11,35,296,285,586
UCL221007,151,178,331,25,15,36,0,0,0,40,43,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,48,89,0,0,0,0,0,0,58,72,128,23,32,57,242,276,516
UCL221008,203,221,419,31,47,87,3,5,11,33,33,63,9,10,10,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,45,49,92,3,5,17,0,3,4,86,106,192,70,96,159,360,421,776
UCL221009,176,179,352,36,37,78,0,0,3,41,42,83,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,46,48,93,0,0,6,0,0,0,85,91,179,33,26,63,289,304,595
UCL221010,175,160,330,17,23,45,0,0,5,47,53,100,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,48,61,111,0,0,0,5,0,0,65,85,157,21,25,46,261,273,537
UCL221011,211,187,401,35,32,64,0,0,0,45,47,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,52,48,99,6,0,7,0,0,0,87,85,170,13,7,19,314,282,595
UCL221012,162,146,306,12,16,32,7,3,10,30,41,67,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,37,47,82,4,0,5,0,0,0,53,62,119,23,32,55,238,238,478
UCL221013,196,178,370,5,7,16,0,0,0,68,61,126,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,72,65,134,0,0,0,0,0,0,81,77,155,28,16,43,306,268,571
UCL221014,243,229,477,42,44,85,5,6,10,131,144,272,0,0,0,0,0,0,0,0,6,0,0,0,0,3,6,0,0,0,0,0,0,136,153,285,10,12,20,0,0,0,190,210,402,22,24,53,458,470,926
UCL221015,142,150,293,4,3,6,0,0,3,57,64,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,127,9,4,11,0,0,0,69,73,145,18,22,35,233,246,480
UCL221016,219,229,441,36,33,69,3,4,8,131,152,278,0,0,0,0,4,9,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,140,164,301,0,4,7,3,3,11,168,208,378,14,22,35,409,451,854
UCL221017,304,287,590,15,25,37,0,0,0,90,92,180,0,0,4,3,5,8,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,94,99,192,0,4,5,4,0,5,108,124,238,32,19,50,447,436,878
UCL221018,286,290,575,33,38,71,5,3,8,65,67,131,4,7,6,4,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,75,74,153,12,7,16,5,8,15,123,136,261,75,57,133,480,481,963
UCL221019,224,225,453,38,45,85,0,0,3,98,115,213,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,103,120,223,7,6,17,0,0,0,155,170,325,42,31,71,416,431,842
