UCL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL221020,240,256,496,37,48,84,8,3,3,57,68,124,5,10,15,10,0,14,5,4,0,3,4,7,0,0,0,0,0,0,0,0,0,80,87,162,3,8,18,0,0,0,120,150,270,41,36,74,397,436,835
UCL221021,134,154,288,56,60,116,0,0,3,85,94,183,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,92,104,194,9,3,10,9,0,11,160,175,333,31,30,59,323,355,677
UCL221022,168,158,322,26,20,50,4,0,4,27,35,56,0,0,0,0,0,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,31,42,78,0,3,10,5,0,5,67,69,137,13,20,33,244,247,490
UCL221023,196,212,408,25,30,54,4,3,10,59,60,121,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,136,0,0,0,3,3,9,100,103,201,31,26,51,323,340,656
UCL221024,259,289,543,42,29,77,11,18,26,123,116,243,0,5,3,0,0,5,4,0,3,0,0,0,0,0,3,0,4,3,0,0,0,146,147,288,0,4,9,4,3,9,192,188,385,20,21,42,475,491,965
UCL221025,167,189,353,49,43,89,6,0,7,49,51,100,3,3,7,11,17,24,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,71,76,143,12,12,24,0,0,0,131,125,258,32,32,61,327,353,678
UCL221026,187,174,361,51,41,90,0,3,8,75,65,134,4,9,7,6,5,7,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,85,78,159,10,6,17,0,0,0,150,124,276,36,34,64,369,328,697
UCL221027,195,206,400,33,32,59,3,3,8,67,66,127,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,72,83,158,0,3,0,5,0,4,109,110,220,45,43,88,352,361,709
UCL221028,201,220,421,31,29,58,0,0,5,98,95,200,5,0,5,0,3,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,107,103,211,8,4,11,0,0,0,146,135,285,51,43,90,401,400,795
UCL221029,225,218,436,12,14,27,0,0,0,67,66,136,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,74,145,0,0,0,0,0,0,85,94,180,23,19,38,329,331,658
UCL221030,130,121,253,11,3,11,9,6,16,94,75,165,0,0,0,0,0,0,3,3,3,5,0,5,0,0,6,5,0,5,0,0,0,115,91,204,3,0,8,0,0,0,124,94,213,21,20,39,272,235,512
UCL221031,125,140,265,21,22,35,0,0,0,97,109,207,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,113,216,5,4,8,0,0,0,127,133,259,20,16,35,267,292,557
UCL221032,167,176,345,12,18,29,4,0,4,59,55,114,0,0,6,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,68,58,132,0,0,4,0,0,0,78,77,155,16,20,38,267,277,541
UCL221033,149,159,312,20,25,47,4,11,17,31,31,64,4,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,40,90,0,0,5,0,0,0,66,72,140,25,16,42,240,242,491
UCL221034,318,276,589,18,12,28,0,0,0,111,123,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,123,235,0,0,4,6,0,3,136,139,272,10,9,19,452,426,875
UCL221035,220,214,437,32,37,68,0,7,8,68,69,140,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,76,157,0,0,0,3,5,12,113,123,240,41,40,87,374,380,752
UCL221036,251,227,484,18,15,28,0,4,9,68,83,148,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,86,157,8,9,8,0,0,0,91,103,198,17,21,39,362,353,714
UCL221037,208,239,449,33,44,86,0,4,7,16,24,40,4,0,4,7,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,76,0,0,0,0,0,0,75,88,161,12,25,40,301,347,651
UCL221038,281,278,555,3,0,7,0,0,3,87,80,163,3,0,5,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,92,82,175,0,4,4,0,0,0,98,90,184,51,46,93,430,408,840
UCL221039,230,226,456,22,18,42,10,9,18,47,58,103,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,60,69,127,0,5,3,0,0,0,86,95,177,44,40,87,354,360,718
UCL221040,191,191,379,40,48,88,3,0,3,48,52,107,3,4,3,0,3,4,0,4,3,3,0,0,0,0,0,4,3,5,0,0,0,66,69,137,0,3,3,3,5,8,113,123,234,14,12,22,320,326,645
UCL221041,205,198,402,15,13,28,0,0,5,63,63,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,69,66,138,0,0,0,0,3,0,81,85,165,17,23,40,306,301,611
UCL221042,161,152,314,22,17,34,0,0,0,42,45,81,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,43,49,88,24,6,35,0,0,4,87,73,159,26,19,50,285,240,524
UCL221043,267,233,498,9,7,20,5,6,15,196,158,357,8,8,15,5,0,5,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,221,174,394,0,4,7,0,0,0,225,190,418,54,39,94,552,463,1012
UCL221044,291,318,613,55,70,126,23,24,39,74,82,158,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,6,9,16,0,0,0,107,116,220,6,11,23,0,0,10,181,197,373,50,49,100,522,566,1087
UCL221045,182,206,388,36,29,69,5,5,7,89,77,168,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,82,176,3,8,12,3,0,5,143,117,261,26,16,43,354,336,692
UCL221046,268,270,542,34,35,67,12,9,15,298,300,597,3,11,12,0,0,4,6,5,9,0,3,5,0,0,0,0,0,0,0,0,0,320,322,643,9,10,16,0,4,5,366,365,732,27,30,58,665,665,1327
UCL221047,199,194,394,8,8,16,0,0,0,85,84,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,88,174,4,3,8,0,0,0,95,94,191,18,14,29,310,306,617
UCL221048,135,154,289,17,22,41,0,5,4,43,52,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,60,103,0,0,4,0,0,0,69,83,149,17,16,29,225,252,474
UCL221049,226,237,471,8,6,15,0,0,0,68,75,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,75,146,0,0,0,0,0,0,80,91,167,4,8,12,313,338,648
UCL221050,226,205,425,27,36,60,4,3,3,72,68,140,7,6,16,4,6,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,93,88,175,5,3,5,8,0,9,130,124,257,33,26,60,388,354,738
UCL221051,230,235,461,38,25,66,4,4,9,53,59,113,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,133,3,0,4,11,0,9,115,99,213,34,25,62,378,360,739
UCL221052,155,162,317,15,8,19,0,0,0,52,57,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,57,109,0,0,0,0,0,4,70,68,139,20,16,32,237,239,479
UCL221053,191,199,386,35,27,67,5,7,7,88,102,192,6,8,11,0,0,0,0,0,0,4,3,6,0,0,4,0,0,0,0,0,0,110,117,224,0,4,4,7,0,4,144,146,291,22,19,40,356,363,722
UCL221054,191,165,355,27,30,59,3,5,7,78,68,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,84,79,162,0,0,7,0,0,0,116,108,221,15,24,40,325,299,620
UCL221055,178,194,376,18,21,37,5,8,15,67,70,136,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,82,158,6,0,5,0,0,3,100,103,198,17,12,30,294,313,608
UCL221056,127,113,240,39,27,73,11,5,13,36,34,66,0,0,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,42,90,3,11,11,11,3,10,102,81,184,41,42,82,270,234,505
UCL221057,205,202,410,16,24,39,0,0,0,105,117,222,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,109,119,227,0,0,0,5,0,5,134,140,276,26,33,62,371,375,748
UCL221058,140,143,280,10,13,26,4,5,6,46,54,98,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,64,119,0,4,0,0,0,5,71,83,151,9,21,36,223,243,469
UCL221059,146,181,330,75,76,150,13,12,22,60,84,144,8,10,13,3,3,5,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,90,112,196,6,4,11,3,4,4,167,193,363,21,20,35,330,396,727
UCL221060,182,194,373,17,10,30,3,7,11,45,51,92,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,66,113,9,11,21,4,4,7,80,91,173,21,18,40,286,299,583
UCL221061,182,172,346,33,36,70,5,4,9,99,99,198,5,3,12,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,111,109,217,3,3,7,0,0,0,147,154,303,26,29,57,356,355,709
UCL221062,278,284,553,28,41,69,5,9,11,74,79,155,4,3,4,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,87,93,181,4,6,15,0,0,0,125,140,266,64,54,117,464,474,934
UCL221063,157,150,304,53,28,85,12,6,12,28,31,62,0,9,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,49,88,0,3,11,0,0,0,97,89,178,29,26,48,280,261,539
UCL221064,213,216,430,6,7,16,0,0,0,81,82,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,82,158,0,0,0,0,3,3,93,92,178,14,20,37,318,323,644
UCL221065,140,129,277,26,23,43,0,0,10,66,65,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,75,140,5,7,11,0,0,0,97,99,196,9,13,27,248,246,494
UCL221066,193,167,361,11,9,24,5,0,6,106,103,211,3,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,118,108,226,0,0,0,5,0,5,136,120,255,30,25,60,363,312,672
UCL221067,174,142,316,40,29,71,7,9,15,33,29,63,3,4,7,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,47,49,94,8,6,7,0,0,0,92,81,171,30,17,45,293,240,532
UCL221068,102,101,208,31,31,64,0,0,3,68,83,149,4,11,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,77,96,175,7,9,15,4,0,4,114,139,257,26,21,43,240,266,507
UCL221069,250,225,474,37,29,65,3,7,11,138,127,270,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,140,289,6,7,12,3,9,5,197,185,373,40,40,84,485,446,932
UCL221070,262,265,526,46,45,89,23,20,41,66,78,144,3,8,15,0,0,0,0,0,0,5,3,8,4,0,4,8,3,4,0,0,0,102,115,217,19,6,23,8,9,14,170,173,343,41,50,87,469,491,956
UCL221071,234,250,483,63,58,121,0,4,4,46,44,88,8,3,7,0,0,0,0,5,5,4,4,3,0,0,0,0,0,0,0,0,0,57,54,110,3,5,10,0,0,0,123,121,240,38,32,64,388,398,789
UCL221072,155,153,311,12,12,25,0,0,0,52,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,49,103,3,0,3,0,0,0,63,64,127,18,26,42,240,246,486
UCL221073,180,174,358,4,3,4,0,0,0,46,49,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,92,0,0,5,0,4,3,48,55,104,8,12,19,232,245,475
UCL221074,185,218,407,22,27,56,7,3,9,117,117,234,0,0,3,0,0,0,4,4,9,0,0,3,0,0,0,0,0,5,0,0,0,138,133,269,7,0,5,3,0,3,164,166,334,30,24,55,383,416,794
UCL221075,192,214,398,46,50,88,0,0,0,115,117,235,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,125,246,9,7,18,0,0,0,172,179,356,28,22,47,388,417,799
UCL221076,217,171,391,29,26,55,4,8,8,162,147,304,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,169,158,326,10,11,22,3,3,4,211,198,406,41,40,79,467,410,880
UCL221077,174,182,360,37,40,72,10,16,25,46,55,109,4,4,13,0,5,5,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,63,89,155,6,0,7,3,3,9,112,133,248,41,44,88,328,363,691
UCL221078,160,150,306,9,9,15,0,0,4,84,75,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,77,163,0,0,0,0,0,0,100,84,185,9,6,18,269,246,512
UCL221079,194,178,365,30,35,65,0,3,7,42,54,90,7,5,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,50,66,116,3,0,3,3,0,3,83,105,189,31,36,71,304,320,623
UCL221080,179,190,361,9,11,23,3,4,4,58,58,119,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,65,62,130,6,0,8,3,0,8,81,79,164,15,11,20,273,273,546
UCL221081,165,169,333,20,26,52,3,0,5,42,28,65,6,7,8,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,37,89,6,5,14,0,0,0,80,74,149,23,38,57,264,278,542
UCL221082,77,62,141,23,27,47,13,9,23,223,267,483,7,10,17,3,0,0,6,0,7,0,0,0,6,0,3,0,0,0,0,0,0,257,287,551,20,24,40,0,0,0,306,336,639,48,59,104,429,460,884
UCL221083,269,317,588,41,56,97,29,28,58,82,92,177,12,17,24,0,0,0,0,0,5,0,5,4,0,0,0,0,3,3,0,0,0,133,134,270,5,8,16,11,20,31,190,220,415,27,29,58,488,565,1052
UCL221084,214,198,409,76,87,161,0,0,6,61,71,127,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,69,74,144,6,0,5,0,0,0,151,161,315,24,21,42,386,381,768
UCL222001,105,107,215,7,3,8,4,5,7,18,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,40,0,0,0,0,0,0,30,23,53,0,3,0,136,135,268
UCL222002,125,130,256,6,7,17,0,0,0,45,44,96,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,48,95,4,3,9,0,0,0,59,59,122,12,9,18,201,198,398
UCL222003,103,84,187,11,7,17,0,0,0,37,35,71,0,6,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,41,40,80,0,3,5,4,0,0,51,50,99,15,11,29,173,144,311
UCL222004,3,0,4,0,0,0,3,0,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,4,5,0,0,0,8,8,13,11,4,15,20,13,30
UCL222005,69,61,130,14,0,16,0,0,0,21,27,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,51,0,3,0,0,0,0,38,36,66,3,10,13,107,101,207
UCL222006,126,112,235,11,6,19,14,21,35,28,32,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,51,94,5,3,5,0,0,0,52,61,120,4,9,16,183,189,372
UCL222007,60,59,123,3,4,9,8,9,11,12,14,27,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,52,0,5,3,0,0,0,29,33,62,4,5,10,97,97,197
UCL222008,115,95,209,6,7,16,0,0,0,42,47,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,52,96,6,3,8,0,0,0,58,65,118,14,11,26,180,174,352
UCL222009,98,90,189,11,13,23,0,0,0,33,39,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,74,0,0,3,0,0,3,46,57,106,11,15,26,159,165,321
UCL222010,132,134,261,0,0,0,0,0,0,23,32,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,57,0,0,4,0,0,0,32,31,64,10,7,23,171,175,343
UCL222011,127,129,253,0,0,0,0,0,0,33,31,59,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36,71,0,0,0,0,0,0,37,36,67,8,12,20,166,174,341
UCL222012,102,101,201,16,8,21,0,8,3,67,65,134,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,72,140,0,3,0,0,0,0,84,84,163,10,14,27,199,196,394
UCL222013,65,72,131,18,20,35,0,0,0,18,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,45,0,0,0,0,0,0,36,43,78,13,16,27,113,125,241
UCL222014,140,130,274,0,4,0,0,0,0,38,32,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,73,0,5,0,0,0,0,43,40,81,16,8,24,200,175,378
UCL222015,111,123,243,33,22,57,0,0,0,20,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,43,0,0,0,0,0,0,59,48,110,11,10,21,181,178,365
UCL222016,86,73,158,9,8,10,0,0,0,12,13,26,4,0,0,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,46,0,0,0,0,0,0,32,30,59,11,8,21,129,115,236
UCL222017,54,52,108,4,7,14,0,0,7,13,20,33,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,48,0,4,0,0,0,0,26,31,62,11,9,23,93,99,192
UCL222018,21,19,39,3,0,8,0,6,4,18,18,34,3,6,10,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,26,24,52,5,6,7,0,0,0,38,36,71,14,6,16,67,55,119
UCL222019,137,129,268,10,16,26,0,0,0,21,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,46,0,3,3,0,0,0,32,42,72,15,11,24,190,177,368
UCL222020,75,96,169,4,8,15,4,0,4,18,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,40,0,0,4,0,0,0,33,28,61,13,10,18,119,136,251
UCL222021,75,80,157,13,13,20,0,3,0,35,32,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,73,4,6,7,0,0,0,49,56,106,19,9,26,143,142,289
UCL222022,85,76,164,5,8,12,7,5,6,19,26,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,48,3,6,9,0,0,0,35,37,75,11,14,27,134,134,265
UCL222023,135,140,273,3,3,5,3,3,8,60,64,121,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,69,126,0,0,0,5,4,8,69,73,141,13,16,29,215,228,442
UCL222024,50,38,84,9,17,25,7,4,8,23,22,47,11,6,21,3,0,6,0,3,3,8,6,10,0,5,5,0,0,0,0,0,0,49,49,94,15,15,32,5,8,10,78,92,168,44,27,69,170,147,312
UCL222025,63,69,128,5,10,17,3,0,3,9,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,31,0,0,3,0,0,0,19,28,50,13,11,28,97,108,199
UCL222026,97,100,198,12,6,16,0,0,0,47,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,40,85,4,0,3,0,0,0,60,45,108,5,5,3,161,150,314
UCL222027,94,107,206,7,5,11,0,0,0,38,40,78,0,3,6,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,45,45,89,6,0,0,0,0,0,49,47,99,17,18,34,159,177,336
UCL222028,86,83,165,5,0,13,0,0,0,40,46,85,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,52,95,0,0,0,0,0,0,47,56,105,8,18,28,146,155,298
UCL222029,61,62,116,4,3,6,0,0,3,17,15,32,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,44,0,0,0,0,0,0,28,31,52,14,7,21,98,95,190
UCL222030,59,69,129,0,13,10,3,0,4,27,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,52,0,4,4,0,0,0,32,33,70,10,14,20,100,124,223
UCL222031,93,79,171,12,9,24,0,11,13,32,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,65,0,0,0,0,0,0,46,43,92,14,13,24,158,138,291
UCL222032,76,62,139,20,13,37,0,0,4,44,37,82,0,5,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,51,106,6,10,20,0,0,0,78,76,157,36,15,46,189,160,347
UCL222033,74,77,151,18,15,35,3,9,15,29,29,51,4,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,40,37,78,9,3,15,4,3,3,64,66,134,29,24,54,174,159,331
UCL222034,100,79,176,4,5,9,0,0,0,48,46,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,45,91,0,0,0,0,0,0,53,56,106,17,9,33,169,146,314
UCL222035,95,85,177,16,16,34,3,0,3,22,15,40,0,3,9,9,4,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,45,31,78,0,0,0,3,4,7,63,53,114,11,9,21,167,143,312
UCL222036,72,68,139,10,3,9,0,9,11,17,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,46,0,0,0,4,0,4,27,32,59,21,16,38,118,112,229
UCL222037,74,86,154,7,4,13,0,0,0,24,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,60,0,0,0,0,0,0,35,40,69,3,8,11,110,128,240
UCL222038,90,77,164,5,8,7,0,0,0,7,12,19,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,25,0,0,0,0,0,0,20,19,33,3,7,8,110,95,209
UCL222039,95,112,202,4,3,7,4,8,17,15,22,36,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,33,57,0,3,6,0,0,0,32,39,66,14,4,25,140,159,294
UCL222040,122,112,236,12,10,21,4,7,10,59,63,121,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,63,68,135,0,0,3,0,0,3,79,85,162,19,13,27,221,210,430
UCL222041,85,76,154,0,5,8,0,4,4,41,42,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,85,0,0,0,0,3,3,40,45,92,3,3,8,128,127,257
UCL222042,87,74,162,9,16,26,0,0,0,17,13,29,0,0,4,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,16,33,0,3,3,0,0,0,22,39,59,8,12,18,122,117,239
UCL222043,107,120,230,10,16,27,0,0,0,56,59,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,59,114,0,0,0,0,0,0,66,73,142,13,9,28,197,204,402
UCL222044,76,75,153,3,4,10,9,4,9,36,44,91,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,50,55,103,0,0,0,6,0,6,57,58,114,22,15,42,156,145,304
UCL222045,90,85,178,0,0,4,3,0,0,35,30,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,31,70,0,0,0,0,0,0,40,29,70,15,16,31,148,135,274
UCL222046,115,114,229,6,19,28,0,0,8,33,29,64,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,36,73,0,0,0,0,0,0,47,59,106,13,20,34,176,196,375
UCL222047,63,75,136,5,4,6,5,0,3,22,11,33,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,23,16,42,0,3,3,0,0,0,28,30,61,6,4,11,99,106,201
UCL222048,61,56,117,4,11,8,0,0,0,12,27,41,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,46,3,5,3,0,0,0,23,39,63,6,4,11,89,98,188
UCL222049,60,68,133,18,20,38,0,0,3,34,31,73,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,35,78,0,5,5,0,0,0,59,67,122,9,5,13,128,143,269
UCL222050,141,127,270,30,32,68,4,4,5,30,35,65,0,3,10,0,0,0,3,6,4,0,0,0,4,0,0,0,0,0,0,0,0,34,49,84,0,0,6,0,0,0,67,85,154,26,19,44,235,234,470
UCL222051,125,98,224,26,28,53,0,0,0,54,49,105,0,0,0,0,3,3,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,57,56,117,5,4,17,0,0,4,94,89,187,15,16,31,231,209,439
UCL222052,104,104,210,18,16,33,3,3,7,61,62,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,66,129,0,0,0,0,0,0,80,81,163,8,16,24,193,203,397
