UCL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL215036,3,3,5,0,0,0,0,4,0,19,0,0,0,0,0,0,6,0,0,6,4,3,20,0,9,0,6,7,0,47,0,0,0,0,0,0,3,0,0,6,10,0,38,0,4,0,6,19,3,83,4,0,0,0,9,0,3,0,0,17,5,0,3,8,0,31,0,3,0,47,5,0,0,6,0,0,0,4,0,22,0,0,4,0,4,3,9,0,0,21,3,5,0,0,0,0,0,0,0,10,0,7,0,0,4,0,0,0,0,18,0,0,0,0,0,3,0,0,0,7,5,11,4,0,5,0,0,0,0,29,0,4,4,3,0,0,3,7,0,19,0,4,0,7,3,0,0,0,0,13,3,46,4,14,0,0,0,0,0,66,5,20,0,32,6,0,0,6,0,72,0,3,4,5,0,0,0,0,0,9,0,0,17,6,4,0,0,0,0,29,3,4,8,0,3,0,10,4,3,39
UCL215037,3,0,3,0,0,0,6,9,0,22,0,0,0,0,0,0,0,0,0,3,8,0,16,0,12,0,14,10,0,61,3,0,0,0,4,0,4,0,0,7,3,0,37,0,5,0,12,14,0,75,4,0,0,0,0,3,5,0,0,15,3,0,0,0,0,30,3,6,0,49,5,0,0,11,3,5,0,10,0,32,3,0,3,0,13,6,20,0,0,45,0,0,0,0,0,0,0,0,0,7,0,3,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,10,3,14,4,0,11,0,0,0,0,29,6,0,3,0,4,0,0,6,0,21,0,0,0,8,3,0,0,0,0,14,0,14,3,8,0,0,0,0,0,25,3,17,0,36,6,0,0,0,0,70,0,5,4,4,0,0,0,0,0,15,0,0,15,6,0,0,0,5,0,27,0,0,3,3,9,7,3,5,9,35
UCL215038,17,3,5,0,0,0,0,6,0,31,3,6,4,0,0,0,14,0,0,33,5,6,18,3,0,9,4,11,0,50,0,0,0,0,0,0,0,0,0,3,8,3,24,4,0,0,6,8,0,50,4,0,0,0,0,0,3,0,0,11,4,0,0,0,3,38,0,10,0,64,15,0,7,3,3,0,0,9,0,42,0,0,0,0,3,5,16,0,0,31,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,13,0,0,0,0,5,7,0,0,0,6,3,3,4,0,4,0,0,0,0,14,3,0,4,0,0,0,0,13,0,19,7,3,3,4,6,0,0,5,0,28,0,23,0,3,0,0,0,0,0,32,9,17,3,29,12,0,0,10,0,84,0,3,0,0,0,0,0,0,0,5,0,0,18,5,3,0,0,3,0,36,0,3,6,0,4,0,5,9,11,32
UCL215039,9,0,3,0,0,0,5,18,0,33,0,0,3,0,0,0,0,0,0,8,7,0,9,0,5,0,22,17,3,64,5,0,5,0,4,0,6,0,0,17,10,4,22,0,3,0,12,9,0,58,0,0,0,0,0,5,7,0,0,13,8,3,8,0,3,40,3,12,0,75,6,0,0,12,0,0,0,7,0,30,0,0,3,0,3,0,15,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,6,0,0,0,3,3,0,0,4,0,10,0,7,0,0,4,0,0,4,0,19,4,16,0,8,0,0,0,0,0,27,6,20,5,32,18,0,0,4,0,78,0,0,0,0,0,0,0,3,0,7,0,0,18,0,0,0,0,10,0,24,0,0,0,0,0,0,0,9,7,17
UCL215040,14,0,7,0,3,0,9,12,0,46,0,0,0,0,0,0,3,0,0,3,5,0,7,0,3,0,12,11,0,45,0,0,0,0,0,0,0,0,0,8,0,0,16,0,0,0,9,11,0,34,0,0,0,0,4,0,5,0,0,12,5,0,7,0,0,38,0,6,0,67,0,0,5,5,0,0,0,3,0,16,7,0,0,0,5,0,20,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,10,0,5,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,4,0,7,0,3,0,11,12,0,6,5,0,31,0,9,0,8,0,0,0,0,0,21,5,17,0,33,10,0,0,14,0,75,0,0,0,0,0,0,0,0,0,4,0,7,10,0,0,0,0,0,0,14,0,0,3,0,3,0,4,6,9,30
UCL215041,37,0,5,0,5,0,10,20,0,89,0,0,0,0,0,0,3,0,0,7,22,9,43,0,11,3,14,30,9,140,0,0,7,0,3,0,10,6,5,29,20,0,46,0,5,0,11,23,4,114,9,5,3,0,4,9,8,0,0,32,27,3,11,0,7,88,3,14,0,155,14,0,12,22,0,8,0,22,0,65,3,0,0,0,6,3,29,4,0,42,0,0,0,0,0,6,0,0,0,8,0,8,0,0,9,0,0,0,0,15,0,0,0,0,3,5,0,0,0,7,0,24,18,0,14,3,0,0,0,55,0,0,6,0,0,0,0,13,0,30,15,20,8,48,21,0,0,15,4,134,6,59,3,24,6,0,0,5,0,105,5,67,13,69,18,0,0,15,0,190,0,4,4,4,0,0,0,0,0,8,0,10,30,9,0,0,0,7,0,46,8,3,12,5,5,3,6,7,17,69
UCL215042,0,0,11,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,10,5,8,4,0,8,4,4,0,43,4,0,4,0,0,0,0,0,0,10,10,0,66,0,5,0,21,12,4,118,4,0,0,0,0,0,5,0,0,15,3,0,3,0,0,14,0,7,0,30,7,0,7,14,0,3,0,8,0,38,7,0,0,0,10,0,6,0,0,18,0,4,0,0,0,0,0,0,0,0,4,5,0,0,7,0,0,0,3,18,0,0,0,0,0,3,0,0,0,7,10,13,7,0,7,0,0,0,0,28,0,0,6,0,3,0,0,9,0,23,9,10,0,7,11,0,0,0,0,36,3,37,0,18,8,0,0,0,0,61,4,24,0,40,4,0,0,3,0,77,0,4,0,8,3,0,0,0,0,15,3,0,25,6,0,0,0,4,0,34,0,0,14,0,0,0,3,0,4,24
UCL215043,14,0,9,0,0,0,16,17,0,56,0,0,0,0,0,0,5,0,0,8,27,3,50,0,14,11,23,39,5,178,4,0,9,0,0,0,9,3,0,29,17,6,141,0,30,0,30,56,4,290,7,0,4,0,10,3,16,5,0,54,20,0,8,0,11,76,3,21,0,142,9,0,3,14,0,18,0,22,0,72,10,4,11,0,26,0,50,7,0,106,0,0,0,0,5,0,0,0,0,8,3,6,0,0,13,0,0,0,0,18,9,0,0,0,4,10,0,0,0,26,3,8,12,0,16,0,0,3,0,50,0,5,8,7,3,0,0,16,0,48,4,7,4,20,15,0,0,4,3,64,5,42,3,43,10,0,0,0,3,111,11,58,3,93,26,0,0,6,0,209,7,3,0,5,0,5,0,9,0,26,3,4,50,5,0,5,4,5,0,76,8,7,10,7,10,8,16,16,12,99
UCL215044,21,0,4,0,0,0,0,12,0,44,0,0,0,0,0,0,0,0,0,0,10,5,18,0,7,8,6,20,0,68,0,0,11,0,3,0,0,0,0,9,11,0,33,0,0,0,7,9,0,72,0,0,0,0,3,8,3,0,0,16,13,5,12,0,7,62,3,10,0,107,14,0,6,17,0,0,0,11,0,55,0,5,3,0,8,0,18,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,10,4,0,7,0,0,0,0,21,0,0,7,0,0,0,0,9,0,20,6,13,5,22,3,0,0,3,0,52,4,42,0,14,5,0,0,0,0,68,6,49,3,62,18,0,0,10,0,151,0,4,0,5,0,0,0,0,0,12,0,3,20,8,5,6,0,3,0,46,3,0,3,0,0,0,4,4,6,32
UCL215045,24,0,0,0,3,0,3,28,0,62,0,0,3,0,0,0,7,0,0,9,27,5,40,3,13,9,15,43,3,155,0,0,3,0,0,0,0,5,0,11,23,0,88,0,7,4,25,31,0,180,4,4,8,0,5,13,13,3,0,48,26,9,16,0,3,108,0,17,0,181,17,0,18,35,0,11,0,18,0,101,4,0,4,3,8,0,47,0,0,63,0,0,4,0,0,5,3,0,0,5,4,3,0,0,20,0,0,0,0,32,5,4,0,0,0,10,0,0,0,19,0,33,8,0,14,0,0,4,0,62,0,0,10,3,0,0,0,25,0,42,0,10,5,13,15,0,3,7,3,53,8,58,5,37,11,0,0,6,0,124,9,65,9,119,30,0,0,27,4,264,8,4,4,6,0,0,0,0,0,17,8,5,44,8,3,0,0,6,0,75,11,7,12,7,9,4,9,15,16,80
UCL215046,8,0,0,0,4,0,0,6,0,29,0,0,0,0,0,0,0,0,0,0,3,0,21,0,5,3,4,10,0,50,3,0,0,0,0,0,0,6,0,8,10,0,57,0,12,0,15,16,0,113,3,5,0,0,0,5,6,0,0,16,11,0,4,0,4,28,0,11,0,64,11,0,0,16,5,6,0,3,0,42,7,3,4,0,14,3,14,0,4,47,0,0,3,0,4,0,0,0,0,9,5,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,5,0,8,4,28,0,0,9,0,0,0,0,43,4,3,5,0,3,0,0,10,0,33,4,15,6,21,15,0,0,0,0,62,0,61,3,15,5,0,4,0,5,87,5,30,3,39,12,0,0,0,0,102,0,4,0,0,0,0,0,0,0,9,3,8,26,8,0,0,4,3,0,46,0,3,5,0,7,0,9,0,14,28
UCL215047,10,0,5,0,0,0,9,12,0,39,0,0,4,0,5,0,8,0,0,20,10,4,28,0,19,6,19,15,3,105,0,0,6,0,3,0,3,0,0,18,10,4,92,0,15,4,25,40,3,196,5,3,6,0,4,9,8,0,0,35,11,4,11,0,6,41,4,7,0,84,6,0,3,11,0,8,0,12,0,47,0,0,3,0,3,0,31,0,5,43,0,4,3,0,0,0,0,0,0,7,0,3,0,0,12,0,5,0,0,18,4,0,0,0,9,4,0,0,0,14,0,9,4,0,0,0,0,0,0,14,0,0,3,5,3,0,0,11,0,24,6,3,0,14,9,0,4,0,4,38,0,37,0,20,7,0,0,0,0,66,6,37,4,67,19,0,0,9,3,134,0,0,7,0,0,0,0,0,0,11,9,0,41,8,11,0,0,3,0,67,5,0,13,6,7,3,11,9,9,65
UCL215048,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,5,12,8,18,0,4,9,5,22,0,80,0,0,0,0,3,0,5,0,0,10,10,0,57,0,5,0,19,24,0,118,3,0,4,0,0,4,13,3,0,30,19,0,7,0,8,41,3,7,0,87,14,0,9,7,0,13,0,7,0,45,3,0,3,0,7,0,19,3,0,42,0,8,0,0,0,0,0,0,0,8,0,5,0,0,12,0,0,0,0,19,0,0,5,0,0,0,0,0,0,8,4,5,8,0,6,0,0,0,0,24,0,0,5,3,4,0,0,19,0,25,0,4,0,6,14,0,0,9,0,39,0,28,0,20,4,0,0,0,0,66,0,19,9,49,17,0,0,5,0,93,0,0,3,0,0,0,0,3,0,13,0,3,26,6,4,0,0,8,0,48,5,0,16,4,0,5,9,10,19,59
UCL215049,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,10,0,42,0,5,0,0,3,0,71,5,6,0,0,0,0,0,0,0,10,10,0,0,0,0,30,3,3,0,52,40,4,23,30,11,5,0,16,0,130,0,5,0,0,4,0,3,0,0,15,5,4,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,4,22,4,0,0,0,11,10,0,0,0,24,8,26,0,0,3,0,0,0,0,34,0,0,3,0,0,0,0,17,0,24,3,7,0,4,0,0,0,0,0,16,3,18,0,8,5,0,0,0,0,30,3,22,0,13,8,0,0,7,0,56,7,5,0,3,0,0,0,0,0,21,3,0,6,0,0,0,0,0,0,10,4,4,3,3,0,0,0,0,3,26
UCL215050,6,0,3,0,0,0,0,9,0,20,0,0,0,0,0,0,0,0,0,3,26,8,13,3,8,7,3,3,0,72,4,5,3,0,3,0,0,0,0,17,22,7,82,0,12,4,9,7,0,148,15,10,3,0,4,8,0,0,0,38,20,3,4,3,7,52,0,5,0,106,14,0,0,14,0,0,0,12,0,43,14,15,3,3,7,3,10,0,0,63,3,17,4,5,0,0,0,3,0,39,19,22,0,0,17,0,0,0,0,61,7,0,0,0,4,9,0,0,0,17,37,98,6,4,12,0,0,0,0,169,8,11,14,0,3,0,0,9,0,47,18,35,6,34,20,0,0,3,0,116,22,112,6,13,7,0,0,0,0,162,10,93,0,39,12,0,0,5,0,163,10,13,0,12,0,0,0,6,0,42,12,5,8,9,6,0,0,0,3,38,13,12,8,0,8,4,0,5,4,55
UCL215051,32,3,10,0,6,0,20,50,0,122,0,0,32,0,5,0,7,0,0,44,7,4,25,0,5,5,21,36,0,106,6,4,23,0,6,0,16,6,0,66,13,7,109,0,12,4,37,25,0,208,0,0,5,0,3,4,4,0,0,23,22,0,13,4,12,89,5,25,0,162,17,0,12,51,0,14,0,23,3,124,10,0,8,0,6,0,56,5,0,79,0,6,4,0,5,0,0,0,0,5,0,4,3,0,8,0,0,0,0,21,8,0,0,0,6,11,0,0,0,25,3,32,14,0,19,0,0,0,0,59,0,6,0,0,3,0,3,18,0,32,13,26,7,34,24,0,11,9,0,132,7,95,4,35,14,0,0,10,3,174,16,83,8,122,44,0,0,20,0,296,5,6,11,6,5,0,0,0,0,26,0,9,54,8,5,0,4,11,0,89,0,6,11,6,5,4,3,9,14,61
UCL215052,6,0,0,0,0,0,0,8,0,10,5,0,3,0,0,0,0,0,0,14,7,3,8,0,5,0,8,13,0,38,0,0,0,0,0,0,0,0,0,3,11,0,22,0,4,0,5,4,0,49,0,0,0,0,0,0,0,0,0,3,13,4,9,0,3,20,0,3,0,52,9,0,9,8,0,3,0,5,0,37,0,0,0,0,4,0,4,0,0,14,0,6,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,10,3,28,0,0,11,0,0,0,0,43,5,3,11,0,0,0,0,8,0,29,6,5,0,9,7,0,0,5,0,39,3,25,0,9,4,0,0,0,0,50,14,37,7,22,12,0,0,3,0,85,0,3,0,5,0,0,0,0,0,14,3,4,10,6,0,0,0,0,0,18,0,0,4,0,4,0,0,0,4,23
UCL215053,24,0,4,0,6,0,6,20,3,59,0,0,10,0,0,0,9,0,0,19,15,12,20,0,5,5,4,8,0,58,0,3,10,0,5,0,4,0,0,13,27,0,136,0,13,0,24,20,4,228,5,0,0,0,4,13,6,0,0,32,41,3,15,0,11,106,14,33,0,227,40,5,43,56,10,15,0,37,0,206,11,11,11,3,14,6,28,4,0,82,6,3,0,0,0,0,0,0,0,6,3,3,0,0,5,0,0,0,0,13,5,0,0,0,3,24,0,0,0,40,7,35,12,0,20,0,0,5,0,78,6,4,10,0,0,0,0,25,0,56,14,27,5,34,21,0,3,8,0,122,15,101,5,43,11,0,0,9,0,186,10,75,8,86,23,0,0,9,0,218,12,4,5,0,0,3,0,0,0,24,5,8,38,11,5,0,0,7,0,76,10,0,13,3,7,6,7,5,19,65
UCL215054,7,0,3,0,3,0,3,21,0,41,0,0,5,0,0,0,4,4,0,11,5,0,8,0,7,3,6,16,0,45,0,0,0,0,0,0,4,0,0,6,0,0,36,0,4,0,6,16,0,62,0,4,8,0,0,6,3,0,0,24,9,0,6,0,4,61,3,13,0,97,12,0,10,14,4,6,0,15,0,59,8,0,0,0,13,0,32,0,0,50,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,10,0,0,0,0,5,3,0,0,0,3,3,0,0,0,7,0,0,0,0,10,0,5,3,3,6,0,6,12,0,37,0,0,4,11,5,0,0,4,0,34,0,29,3,15,8,0,0,0,0,60,3,28,7,63,12,0,0,14,0,133,0,0,0,0,0,0,0,0,0,7,0,0,15,8,0,0,0,7,0,34,5,0,6,4,7,4,4,0,18,43
UCL215055,4,3,0,0,0,0,0,5,0,12,0,0,3,0,0,0,0,0,0,6,4,4,8,0,5,0,0,3,0,36,0,0,3,0,4,0,4,0,0,8,11,0,25,0,4,0,3,7,0,59,4,6,0,0,0,0,0,0,0,8,11,0,8,0,6,30,0,3,0,58,23,0,8,19,0,0,0,17,0,72,0,0,0,0,4,0,4,0,0,12,3,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,6,5,0,0,0,6,10,0,0,0,16,7,17,5,0,17,0,0,0,0,43,0,0,3,4,0,0,0,3,0,12,10,12,6,19,8,0,0,4,0,59,0,23,0,13,6,0,0,0,0,54,13,31,10,36,15,0,0,6,0,105,4,3,0,0,0,0,0,0,0,10,8,0,12,3,0,0,0,0,0,26,4,0,3,0,0,0,3,0,3,20
UCL215056,4,0,4,0,4,0,0,12,0,27,0,0,0,0,0,0,0,3,0,3,4,4,17,0,0,9,14,11,0,58,0,0,0,0,0,3,3,4,0,10,3,0,52,0,6,0,10,17,3,84,3,0,0,0,0,3,6,0,0,16,10,0,10,0,6,30,3,3,0,56,3,0,0,16,0,0,0,10,0,32,4,0,0,0,10,0,16,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,5,4,0,0,0,0,0,0,17,4,0,11,0,3,0,3,16,0,35,4,5,0,7,0,0,0,0,0,16,0,19,0,9,0,0,0,8,0,39,0,18,4,68,11,0,0,9,0,103,0,3,0,4,0,0,0,0,0,8,5,0,23,0,0,0,0,0,0,26,0,0,10,4,4,0,4,7,9,34
UCL215057,11,3,3,0,0,0,5,16,0,37,0,0,5,0,0,0,5,0,0,4,3,0,18,0,4,0,7,13,0,54,0,6,7,0,0,0,5,0,0,20,11,0,41,0,8,0,4,6,0,77,0,0,0,0,0,3,4,0,0,18,4,0,4,0,4,30,0,9,0,51,4,0,3,11,0,5,0,5,0,27,0,0,5,0,9,0,14,0,0,25,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,15,0,0,0,0,3,5,0,0,0,9,4,11,4,0,11,0,0,0,4,27,0,0,0,0,4,0,0,9,0,20,5,7,0,7,9,0,0,7,0,36,3,62,3,9,9,0,0,3,0,91,8,62,0,46,12,0,0,16,0,139,0,8,0,4,0,0,0,0,0,16,3,3,8,3,3,0,0,3,0,31,6,0,7,3,0,0,4,3,7,27
UCL215058,20,0,3,0,0,0,3,28,0,58,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,24,0,0,0,0,0,0,0,0,0,6,3,0,21,0,4,0,4,5,0,41,5,0,0,0,7,7,0,3,0,10,0,0,3,0,5,21,8,6,0,44,3,0,5,16,0,7,0,9,0,32,0,0,0,0,4,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,10,0,0,6,0,0,0,0,13,0,17,0,0,0,8,10,0,8,0,0,33,0,9,0,12,0,0,0,3,0,35,7,22,0,33,3,3,0,13,0,71,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,8,11
UCL215059,8,0,4,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,7,0,0,9,4,4,0,5,4,0,32,0,13,22,0,11,0,0,4,0,47,11,4,47,0,0,0,0,4,0,69,5,0,0,0,0,0,7,0,0,11,23,0,4,5,3,47,0,12,0,96,34,0,26,25,11,4,0,31,0,126,6,0,4,9,9,7,19,0,0,60,0,3,0,0,0,0,0,0,0,9,5,0,0,0,11,0,0,0,0,20,0,0,6,0,0,5,0,0,0,14,12,27,8,0,9,0,0,0,0,53,4,0,8,0,0,0,0,10,0,20,6,9,6,7,5,0,0,8,0,46,19,70,0,38,10,0,0,6,0,143,10,47,10,40,11,0,0,9,0,125,8,16,0,9,11,3,3,7,0,65,0,0,12,4,4,0,0,0,0,14,0,0,4,0,0,0,7,3,4,19
UCL215060,9,4,7,0,4,3,7,14,0,54,3,0,0,0,0,0,0,0,0,9,24,4,31,9,10,7,49,45,0,175,0,0,0,0,0,0,3,0,0,9,4,4,58,0,4,0,11,14,0,91,3,0,5,0,8,8,6,0,0,33,10,6,10,0,4,79,0,14,4,136,17,0,25,38,3,8,0,32,0,121,3,3,0,0,9,0,22,0,0,45,0,0,0,0,0,0,0,0,0,5,6,4,0,0,11,0,0,0,0,24,0,0,0,0,0,12,0,0,0,14,0,15,0,0,26,0,0,0,0,46,0,0,3,0,0,0,0,23,0,25,11,5,8,25,8,0,5,3,0,65,3,36,0,19,7,0,0,0,0,73,8,75,5,88,25,0,0,20,0,212,4,0,0,0,0,0,0,3,0,13,8,5,25,4,4,0,0,5,0,49,9,3,7,3,3,0,3,8,12,48
UCL215061,36,5,14,0,3,0,5,19,4,90,0,0,0,0,0,0,5,0,0,8,11,6,16,6,9,5,6,25,0,82,0,0,0,0,0,0,0,4,0,12,9,9,49,0,9,0,11,18,0,102,0,5,0,0,0,0,0,0,0,8,9,0,3,0,3,28,0,4,0,50,20,0,5,21,0,0,0,25,0,75,4,0,4,0,8,4,20,3,0,48,0,0,3,0,6,0,0,0,0,9,0,0,0,0,12,0,0,0,0,9,0,0,0,0,3,4,0,0,0,13,0,7,5,0,0,0,0,0,0,14,3,3,4,0,6,0,5,18,0,29,7,8,0,19,9,0,5,3,0,57,10,38,4,14,3,0,0,0,0,68,3,27,6,56,10,0,0,8,0,113,3,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,4,0,22,3,0,7,4,0,0,3,3,7,33
UCL215062,13,0,3,0,3,0,3,15,0,46,0,0,0,0,0,0,0,0,0,0,24,0,12,0,10,7,10,27,0,91,4,0,0,0,0,0,0,0,0,7,6,0,33,0,5,0,4,13,3,61,5,0,6,0,4,8,0,0,0,17,3,0,12,0,0,33,0,10,0,66,4,0,4,7,0,3,0,6,0,19,3,0,0,0,7,4,10,0,0,28,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,16,0,0,6,3,0,0,0,3,0,20,0,6,3,7,0,0,0,0,0,8,5,30,4,14,3,0,0,0,0,61,5,32,7,52,9,0,3,5,0,107,0,4,0,0,0,0,0,0,0,3,5,3,14,3,0,0,0,4,0,31,5,0,4,0,3,5,3,4,12,38
