UCL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL215042,0,0,0,0,7,0,0,0,0,6,13,25,55,62,73,55,9,0,0,288,0,0,3,3,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,0,0,10,11,9,0,0,0,43,0,0,0,0,5,0,0,0,0,10,8,16,24,23,24,13,3,0,0,118,0,3,0,7,8,6,0,0,0,15,5,3,6,8,7,0,0,0,0,30,11,3,5,6,6,3,0,0,0,38,0,0,3,3,4,5,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,5,3,0,0,18,0,0,4,0,0,0,0,0,0,7,0,0,6,8,14,5,0,0,0,28,0,0,9,3,7,3,0,0,0,23,0,4,11,10,8,4,0,0,0,36,0,3,13,15,11,18,3,0,0,61,0,3,5,15,24,19,5,0,0,77,0,5,5,5,5,0,0,0,0,15
UCL215043,0,0,7,13,3,3,0,0,0,33,58,71,248,171,133,87,17,0,0,785,3,5,16,15,12,13,0,0,0,56,0,0,3,0,0,0,0,0,0,8,5,9,57,34,39,28,4,0,0,178,0,0,9,7,3,4,0,0,0,29,26,29,89,64,42,26,7,0,0,290,3,3,18,14,11,3,0,0,0,54,17,16,24,32,31,14,6,0,0,142,35,13,10,5,5,0,0,0,0,72,0,10,31,21,21,17,4,0,0,106,0,6,0,0,0,0,0,0,0,8,0,0,6,6,3,0,0,0,0,18,0,0,16,4,4,3,0,0,0,26,0,0,18,11,8,8,4,0,0,50,0,6,11,16,5,3,5,0,0,48,0,7,28,14,4,11,0,0,0,64,5,10,29,27,21,15,4,0,0,111,4,23,69,35,39,32,0,0,0,209,5,7,7,3,0,0,0,0,0,26
UCL215044,0,0,0,0,0,6,0,0,0,6,21,29,95,88,87,80,22,6,0,416,4,4,3,6,0,9,8,0,0,44,0,0,4,0,0,0,0,0,0,0,3,5,19,11,13,13,4,0,0,68,0,0,3,0,0,0,0,0,0,9,5,7,19,16,14,18,0,0,0,72,0,0,0,4,7,3,0,0,0,16,15,13,17,17,19,17,9,4,0,107,7,5,6,10,4,8,0,0,0,55,0,0,3,4,0,10,0,0,0,21,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,4,0,5,0,0,0,0,8,0,4,4,9,3,0,0,0,0,21,0,3,6,0,3,7,4,0,0,20,0,0,6,13,18,14,0,0,0,52,0,6,14,13,24,16,6,0,0,68,0,11,36,27,36,31,10,0,0,151,0,0,0,0,3,3,0,0,0,12
UCL215045,0,0,0,4,4,9,0,0,0,33,49,64,157,137,186,160,43,3,0,799,0,12,13,3,19,12,5,9,0,62,0,0,0,5,9,0,0,0,0,9,7,14,33,30,36,27,7,0,0,155,0,0,3,0,5,0,0,0,0,11,8,14,63,35,24,20,3,0,0,180,0,0,6,12,12,15,0,0,0,48,31,13,35,27,37,26,11,0,0,181,26,11,22,3,21,8,4,0,0,101,0,0,10,13,13,16,5,0,0,63,0,0,0,5,0,0,0,0,0,5,0,6,6,5,9,8,0,0,0,32,0,0,7,3,3,0,0,0,0,19,0,5,16,11,10,13,5,3,0,62,6,4,7,6,7,6,3,0,0,42,0,5,4,16,13,12,4,0,0,53,5,11,22,28,34,21,7,0,0,124,4,23,50,42,60,65,22,0,0,264,0,0,9,3,6,0,0,0,0,17
UCL215046,0,0,5,0,3,0,0,0,0,12,27,32,96,85,81,71,19,0,0,409,0,0,4,10,7,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,4,10,13,6,16,0,0,0,50,0,0,6,6,0,5,0,0,0,8,5,12,34,29,17,15,4,0,0,113,0,0,3,5,3,3,0,0,0,16,17,11,10,9,3,11,5,0,0,64,14,4,3,4,3,9,0,0,0,42,0,4,12,5,17,4,3,0,0,47,0,0,4,3,4,0,0,0,0,9,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,8,0,0,11,7,13,4,5,0,0,43,0,0,0,11,8,6,0,0,0,33,0,5,7,8,19,22,3,0,0,62,0,13,22,21,17,15,10,0,0,87,0,7,31,18,19,25,4,0,0,102,0,0,3,0,3,0,0,0,0,9
UCL215047,3,0,7,0,5,3,0,0,0,16,32,53,165,87,86,55,0,0,0,492,0,3,10,3,7,11,0,0,0,39,0,0,6,4,11,0,0,0,0,20,3,7,23,23,24,19,0,0,0,105,0,3,3,3,0,0,0,0,0,18,6,17,105,35,21,10,0,0,0,196,0,4,10,10,6,5,0,0,0,35,7,11,25,12,11,15,0,0,0,84,25,5,8,3,0,4,0,0,0,47,0,3,11,10,12,8,0,0,0,43,0,0,3,4,0,0,0,0,0,7,0,4,8,0,0,0,0,0,0,18,0,0,3,8,0,3,0,0,0,14,0,4,11,0,3,0,0,0,0,14,0,0,3,7,5,8,0,0,0,24,0,4,12,12,6,6,0,0,0,38,0,9,23,15,14,4,0,0,0,66,5,15,40,25,30,18,3,0,0,134,0,0,6,0,0,0,0,0,0,11
UCL215048,0,0,9,9,0,0,0,0,0,22,19,40,128,81,62,63,15,0,0,400,0,0,6,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,6,12,17,18,12,8,0,0,80,0,0,7,0,0,0,0,0,0,10,4,12,44,31,20,3,0,0,0,118,0,6,12,6,4,4,0,0,0,30,9,17,25,14,13,9,4,0,0,87,13,8,12,11,0,5,0,0,0,45,0,0,11,13,4,11,0,0,0,42,0,0,7,0,3,0,0,0,0,8,0,0,7,5,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,8,0,0,8,6,0,8,0,0,0,24,0,4,6,3,7,4,0,0,0,25,0,4,8,14,6,6,0,0,0,39,0,6,23,9,14,15,0,0,0,66,3,6,31,18,13,19,3,0,0,93,0,6,0,3,5,0,0,0,0,13
UCL215049,0,0,0,0,3,0,4,0,0,12,3,18,60,28,44,71,37,6,0,261,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,0,3,0,0,0,0,6,0,13,20,4,14,16,8,0,0,71,0,0,0,0,0,4,0,0,0,10,0,0,19,7,11,17,4,5,0,52,5,15,45,22,17,20,11,0,0,130,0,0,0,0,4,5,8,0,0,15,0,0,0,0,0,5,0,0,0,3,0,0,0,7,0,3,0,0,0,22,0,0,3,9,5,7,4,0,0,24,0,0,4,9,7,3,5,0,0,34,0,0,0,9,3,4,0,0,0,24,0,0,3,0,5,7,0,0,0,16,0,3,10,4,7,10,3,0,0,30,0,0,8,10,4,21,8,6,0,56,3,0,6,0,0,7,0,0,0,21
UCL215050,0,0,0,4,9,5,3,0,0,26,39,24,55,155,186,128,59,0,0,649,0,0,3,4,7,3,3,0,0,20,0,0,0,0,0,0,0,0,0,3,6,9,3,11,19,21,11,0,0,72,0,0,3,5,0,9,0,0,0,17,7,13,25,41,30,22,10,0,0,148,0,0,0,3,19,9,4,0,0,38,27,8,3,7,23,15,10,0,0,106,20,6,0,5,8,11,4,0,0,43,0,0,5,8,21,21,4,0,0,63,5,4,6,7,16,8,0,0,0,39,0,0,0,26,21,14,5,0,0,61,0,0,0,10,4,0,0,0,0,17,0,5,12,40,50,45,16,6,0,169,0,4,5,10,16,13,6,0,0,47,3,0,8,26,34,31,10,0,0,116,3,4,10,34,51,34,18,4,0,162,0,7,18,37,51,35,13,0,0,163,3,0,7,10,7,11,6,0,0,42
UCL215051,6,3,4,3,4,3,5,0,0,22,61,80,189,209,163,161,53,8,0,924,6,16,34,20,18,20,12,5,0,122,0,3,8,14,15,8,0,0,0,44,3,12,20,13,25,29,0,0,0,106,0,5,12,14,16,12,0,0,0,66,12,25,65,54,26,28,3,0,0,208,5,3,3,4,4,0,0,0,0,23,30,22,24,26,24,22,12,0,0,162,45,16,17,25,9,9,0,0,0,124,0,0,16,9,21,28,6,0,0,79,0,0,3,5,0,0,0,0,0,5,0,6,4,4,0,3,0,0,0,21,3,3,6,4,4,3,3,0,0,25,3,4,10,21,8,5,3,0,0,59,0,0,10,5,4,5,0,0,0,32,4,5,42,32,20,14,13,0,0,132,0,4,33,51,33,37,15,0,0,174,0,19,64,58,67,65,19,0,0,296,0,0,11,4,5,3,0,0,0,26
UCL215052,0,0,0,4,0,0,0,0,0,3,12,8,30,49,61,90,23,5,0,271,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,5,5,0,0,14,0,0,5,5,6,11,0,0,0,38,0,0,0,0,0,0,0,0,0,3,3,0,9,8,9,13,3,0,0,49,0,0,0,0,0,0,0,0,0,3,0,3,0,8,9,8,6,0,0,52,13,6,0,6,7,4,3,0,0,37,0,0,0,0,5,3,0,0,0,14,0,0,0,5,3,0,0,0,0,5,0,0,0,3,3,4,4,0,0,11,0,0,0,0,4,0,3,0,0,10,0,0,0,4,11,16,8,0,0,43,0,0,4,8,6,8,3,0,0,29,0,0,0,8,6,17,3,0,0,39,0,0,8,3,9,15,8,0,0,50,0,0,19,11,20,29,3,0,0,85,0,0,4,0,5,3,0,0,0,14
UCL215053,0,0,4,6,3,0,6,0,0,25,35,40,183,209,173,202,57,4,0,906,4,0,13,14,15,5,8,3,0,59,0,0,0,4,0,7,3,0,0,19,0,3,14,16,11,15,3,0,0,58,0,0,0,7,0,0,4,0,0,13,7,16,68,53,46,32,3,0,0,228,0,0,5,10,10,10,0,0,0,32,23,19,27,34,41,62,16,0,0,227,29,19,45,38,30,33,12,0,0,206,3,6,14,14,19,14,11,0,0,82,3,0,6,0,0,4,0,0,0,6,0,0,3,3,4,0,0,0,0,13,0,6,14,4,5,9,0,4,0,40,0,0,13,20,10,13,13,0,0,78,0,3,11,11,9,10,3,0,0,56,0,0,22,40,22,28,10,0,0,122,0,11,50,46,42,35,12,0,0,186,4,6,30,59,55,51,8,0,0,218,0,4,4,13,4,5,0,0,0,24
UCL215054,0,4,4,3,5,0,0,0,0,20,27,33,90,67,69,92,20,0,0,398,0,3,11,6,5,7,8,4,0,41,0,0,0,5,0,0,0,0,0,11,0,4,3,12,9,12,0,0,0,45,0,0,0,0,4,3,0,0,0,6,0,9,21,15,3,11,4,0,0,62,0,3,9,3,5,3,0,0,0,24,20,12,21,13,14,20,0,0,0,97,8,12,15,8,7,5,0,0,0,59,0,3,5,10,7,17,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,10,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,7,8,9,10,5,0,0,37,0,0,13,0,6,9,8,0,0,34,0,0,13,12,11,12,3,0,0,60,5,9,37,20,27,35,3,0,0,133,0,0,0,3,3,0,0,0,0,7
UCL215055,0,4,0,0,3,7,0,0,0,9,12,7,36,55,77,97,28,7,0,320,0,0,0,0,3,6,3,0,0,12,0,0,0,0,0,0,0,0,0,6,0,7,4,3,0,16,7,0,0,36,0,0,0,3,0,3,0,0,0,8,0,4,10,12,14,17,3,0,0,59,0,0,0,0,0,0,5,0,0,8,6,0,5,4,16,20,16,0,0,58,17,9,4,10,11,14,3,0,0,72,0,0,0,4,0,6,4,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,6,0,0,0,4,4,6,0,3,0,16,0,0,4,7,11,9,11,5,0,43,0,0,0,0,3,4,0,0,0,12,0,0,9,13,12,17,3,0,0,59,5,4,5,7,8,16,5,0,0,54,0,0,17,16,23,41,9,0,0,105,0,0,6,0,0,0,0,0,0,10
UCL215056,0,0,6,0,0,0,0,0,0,9,9,23,72,59,54,56,12,0,0,288,0,0,10,9,5,7,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,14,16,14,17,0,0,0,58,0,0,6,0,0,0,0,0,0,10,7,8,33,16,6,11,3,0,0,84,0,0,10,0,3,0,0,0,0,16,4,10,16,11,9,12,0,0,0,56,8,6,7,9,4,3,0,0,0,32,0,0,4,4,7,8,4,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,3,6,0,0,0,0,0,7,0,0,8,3,3,0,0,0,0,17,0,5,4,8,7,11,0,0,0,35,0,4,3,4,3,3,0,0,0,16,0,4,10,6,3,8,0,0,0,39,0,4,26,20,23,25,4,0,0,103,0,0,0,0,3,0,0,0,0,8
UCL215057,0,0,0,0,3,5,0,0,0,13,19,15,62,84,99,73,18,0,0,368,6,4,7,0,5,5,6,0,0,37,0,0,0,4,0,0,0,0,0,4,3,0,3,18,21,8,0,0,0,54,0,0,6,4,8,3,0,0,0,20,5,5,11,13,24,19,4,0,0,77,0,0,0,5,5,6,0,0,0,18,10,3,7,8,8,9,0,0,0,51,16,0,6,3,4,3,0,0,0,27,0,3,0,11,4,3,0,0,0,25,0,0,0,0,3,4,0,0,0,6,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,9,0,0,0,3,11,5,0,0,0,27,0,0,0,6,3,3,4,0,0,20,0,0,10,7,12,6,0,0,0,36,4,4,12,29,28,18,3,0,0,91,0,4,28,18,42,34,7,0,0,139,0,0,3,0,8,0,4,0,0,16
UCL215058,0,0,0,0,0,0,0,0,0,3,17,16,38,29,46,54,17,0,0,222,5,7,7,8,15,8,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,7,0,0,0,24,0,0,0,0,0,0,0,0,0,6,0,4,7,9,15,7,0,0,0,41,0,0,0,0,0,4,0,0,0,10,0,0,7,4,9,13,8,0,0,44,14,5,5,5,0,0,0,0,0,32,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,10,0,0,3,4,4,0,4,0,0,17,0,0,0,5,15,4,8,0,0,33,0,0,9,10,10,4,0,0,0,35,4,3,13,4,19,20,4,0,0,71,0,0,0,0,0,0,0,0,0,4
UCL215059,0,0,0,3,0,3,0,0,0,11,24,28,70,111,109,100,39,9,0,483,0,5,4,3,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,7,4,0,4,7,0,9,0,0,0,32,0,0,9,8,19,12,0,0,0,47,3,4,14,26,8,15,8,0,0,69,0,0,3,4,6,0,0,0,0,11,24,3,10,10,18,27,8,0,0,96,19,12,24,29,17,18,7,0,0,126,0,6,8,12,15,8,7,3,0,60,0,0,3,0,5,0,0,0,0,9,0,0,7,8,0,5,0,0,0,20,0,4,3,0,0,0,0,0,0,14,0,0,6,19,14,10,0,0,0,53,0,0,5,5,3,6,0,0,0,20,0,0,9,9,9,12,5,0,0,46,6,4,21,37,33,27,10,0,0,143,0,3,23,21,31,31,12,0,0,125,0,3,11,11,23,8,5,0,0,65
UCL215060,0,0,0,6,0,3,0,0,0,17,32,52,117,118,133,146,41,0,0,629,0,6,10,11,15,4,3,0,0,54,0,0,0,3,0,4,0,0,0,9,6,18,35,29,28,51,9,0,0,175,0,0,0,0,0,3,0,0,0,9,9,4,29,22,12,15,3,0,0,91,3,0,5,8,4,10,3,0,0,33,28,10,16,20,29,29,6,3,0,136,26,16,18,13,24,14,5,0,0,121,0,0,10,7,7,8,7,0,0,45,0,0,0,0,5,0,0,0,0,5,0,0,10,9,0,10,0,0,0,24,0,5,0,3,5,5,0,0,0,14,0,8,9,15,8,8,3,0,0,46,0,3,6,12,4,7,0,0,0,25,0,3,20,10,14,17,3,0,0,65,0,4,15,23,9,16,5,0,0,73,0,15,43,39,48,52,16,0,0,212,0,3,7,0,3,0,0,0,0,13
UCL215061,0,0,0,0,0,0,0,0,0,5,29,22,88,76,77,87,13,7,0,392,3,0,16,20,14,27,6,5,0,90,0,3,3,0,0,0,0,0,0,8,8,7,20,13,6,17,8,0,0,82,0,0,5,3,0,7,0,0,0,12,3,8,25,28,16,19,6,0,0,102,0,0,0,0,0,5,0,0,0,8,9,3,5,7,15,16,0,0,0,50,12,6,15,10,12,13,4,0,0,75,0,0,4,9,14,18,9,0,0,48,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,5,4,0,0,0,0,0,13,0,0,4,3,3,4,0,0,0,14,0,4,5,7,3,7,0,0,0,29,0,3,12,11,12,13,5,0,0,57,4,0,20,16,17,12,3,0,0,68,0,5,27,21,22,23,5,0,0,113,0,0,0,0,5,0,0,0,0,6
UCL215062,0,0,3,3,0,0,0,0,0,6,25,32,52,56,60,64,21,0,4,300,4,6,11,3,17,0,6,0,0,46,0,0,0,0,0,0,0,0,0,0,6,7,16,20,17,11,6,0,0,91,0,3,0,4,0,3,0,0,0,7,3,7,20,11,9,10,3,0,0,61,0,3,0,7,0,0,0,0,0,17,29,3,12,6,5,7,5,0,0,66,0,3,8,4,3,5,0,0,0,19,0,0,6,3,3,7,4,0,0,28,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,3,0,0,0,16,0,0,3,3,0,5,0,0,0,20,0,0,5,4,0,0,0,0,0,8,0,4,12,8,13,18,5,0,0,61,0,5,16,25,22,30,7,0,0,107,0,5,0,0,0,0,0,0,0,3
UCL215063,0,0,0,0,0,4,0,0,0,4,14,24,51,42,36,40,13,0,0,221,4,0,4,10,0,5,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,8,5,0,0,30,0,0,0,0,0,0,0,0,0,3,3,4,20,14,13,10,5,0,0,63,0,0,0,3,4,3,0,0,0,14,3,10,11,7,12,6,0,0,0,49,4,3,0,0,3,0,0,0,0,19,0,0,3,0,10,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,0,4,0,0,4,4,0,0,3,0,0,22,0,0,3,0,6,3,0,0,0,11,0,0,5,10,6,7,0,0,0,31,0,0,16,15,8,14,0,0,0,53,0,3,14,5,3,17,6,0,0,62,3,0,0,0,0,0,0,0,0,7
UCL215064,0,0,7,0,3,5,0,0,0,16,16,41,110,49,89,70,17,10,0,399,7,9,27,22,24,15,14,11,3,130,0,0,0,0,0,0,0,0,0,3,3,4,35,10,10,13,0,0,0,76,0,0,0,0,0,0,0,0,0,4,0,7,21,5,7,7,0,0,0,51,0,0,0,0,4,0,0,0,0,14,17,10,3,3,5,4,4,0,0,59,0,3,6,6,3,10,0,0,0,28,0,9,10,3,15,13,7,0,0,52,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,8,0,0,0,4,6,0,0,0,0,10,7,3,7,5,3,4,0,0,0,27,0,0,15,3,15,14,0,0,0,45,0,3,20,15,25,3,4,0,0,80,0,26,61,32,37,43,7,0,0,198,0,0,0,0,0,0,0,0,0,6
UCL215065,0,3,3,3,6,0,0,0,0,17,46,66,134,127,151,155,26,4,0,713,6,11,37,11,14,14,16,0,0,103,0,0,0,0,0,0,0,0,0,4,5,10,30,34,29,23,10,0,0,137,0,0,0,4,10,3,0,0,0,25,4,18,29,22,17,31,7,0,0,122,0,5,3,7,3,0,5,0,0,26,27,13,27,21,27,29,5,0,0,156,17,8,13,20,19,9,7,0,0,85,0,0,5,10,18,27,9,0,0,76,0,0,0,0,6,7,5,0,0,19,0,0,3,3,4,3,0,0,0,27,0,4,3,0,4,3,0,0,0,13,0,0,16,12,3,11,0,0,0,39,0,3,10,6,6,9,3,0,0,38,0,0,7,12,10,8,3,0,0,45,0,5,25,12,29,25,0,0,0,107,0,22,56,50,61,61,3,0,0,251,0,0,0,0,3,0,0,0,0,11
UCL215066,0,0,5,4,6,0,0,0,0,15,15,19,58,61,68,69,23,0,0,310,0,3,6,8,17,11,9,0,4,58,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,20,0,0,0,41,0,0,0,0,0,5,0,0,0,8,0,5,9,11,5,8,7,0,0,46,0,0,3,3,4,7,0,0,0,14,15,4,13,11,9,8,0,0,0,72,9,8,10,8,4,4,4,0,0,46,0,0,5,5,7,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,12,0,3,0,3,5,3,0,0,0,16,0,0,8,3,5,13,0,0,0,31,0,0,9,7,8,16,4,0,0,46,0,8,26,23,38,34,5,0,0,131,0,0,0,0,0,3,4,0,0,8
UCL215067,0,0,0,0,4,4,0,0,0,3,10,11,42,29,37,42,17,0,0,184,0,4,17,8,7,13,8,3,0,71,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,9,10,5,8,3,0,0,0,29,0,0,0,3,4,4,4,0,0,14,5,7,6,0,3,3,0,0,0,32,5,0,5,4,0,4,0,0,0,25,0,0,6,3,3,15,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,11,0,0,5,4,5,7,0,0,0,31,0,9,18,3,7,7,3,0,0,37,0,7,22,13,17,17,8,0,0,79,0,0,0,0,0,0,0,0,0,0
UCL215068,0,3,3,0,9,7,3,0,0,19,27,30,77,88,145,162,56,4,0,588,0,0,0,0,3,3,4,3,0,12,0,0,0,0,0,0,0,0,0,8,7,0,17,10,17,22,9,0,0,80,0,0,4,7,3,3,5,0,0,16,7,3,18,16,24,26,4,0,0,93,0,3,3,0,9,5,0,0,0,16,28,13,12,15,26,35,9,0,0,140,8,10,13,15,12,21,6,3,0,88,0,0,5,0,11,15,10,0,0,39,0,0,0,0,0,0,0,0,0,6,0,0,3,3,10,5,6,0,0,20,0,0,0,4,4,9,3,0,0,14,0,0,0,6,12,14,15,0,0,52,0,3,0,11,8,7,8,0,0,30,0,0,6,14,15,18,7,0,0,64,0,8,14,17,27,26,15,0,0,107,5,11,35,31,57,79,22,0,0,243,0,0,0,3,3,4,3,0,0,18
