UCL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL214010,0,4,5,5,4,9,4,0,0,28,62,62,183,270,279,260,83,9,0,1202,7,3,9,3,8,21,12,0,0,64,0,0,0,3,6,4,0,0,0,12,0,10,13,24,23,27,0,0,0,97,0,0,7,20,11,20,0,0,0,62,14,22,45,72,52,50,12,0,0,262,0,0,4,11,13,14,0,0,0,44,49,22,25,27,56,49,21,0,0,243,53,21,25,13,18,18,3,0,0,160,0,3,4,3,6,18,4,0,0,37,0,0,3,6,4,0,6,0,0,22,0,3,5,23,14,8,8,3,0,59,0,0,10,6,21,9,3,0,0,47,0,5,27,40,21,31,24,6,0,151,0,0,11,19,15,18,4,0,0,64,0,5,10,30,40,31,11,0,0,139,0,11,53,90,76,62,15,0,0,313,3,20,75,93,80,98,31,4,0,406,3,8,12,8,12,7,0,0,0,45
UCL214011,6,6,15,16,12,12,6,0,0,66,125,173,415,385,458,291,71,6,0,1925,7,9,8,3,8,5,3,0,0,42,0,3,4,11,7,3,0,0,0,22,13,34,56,59,95,60,8,5,0,343,0,0,11,14,10,7,0,0,0,44,40,82,169,139,122,81,12,4,0,656,6,5,15,20,34,23,10,0,0,101,43,52,64,48,66,44,10,0,0,332,106,37,18,27,18,11,0,0,0,220,3,14,35,65,40,52,21,0,0,221,0,4,7,12,10,8,0,0,0,45,0,8,18,21,28,15,5,0,0,87,0,3,8,10,11,8,0,0,0,41,0,12,41,34,38,22,3,0,0,151,4,7,20,25,31,17,5,0,0,111,0,23,73,67,85,46,9,0,0,301,7,17,86,69,106,76,21,0,0,391,8,36,112,104,103,91,26,4,0,483,5,7,15,9,7,0,0,0,0,41
UCL214012,5,7,6,6,3,3,5,3,0,40,68,95,219,237,261,248,76,7,0,1209,7,19,21,30,42,25,7,0,0,153,0,0,0,0,0,0,0,0,0,0,12,26,68,75,81,69,14,0,0,352,0,0,7,10,12,11,0,0,0,42,15,34,49,28,28,36,6,0,0,195,0,4,4,10,11,7,0,0,0,37,42,31,45,38,48,34,20,0,0,260,24,15,17,18,14,21,5,0,0,119,4,6,9,10,27,33,14,0,0,89,0,0,3,0,0,0,0,0,0,7,0,3,0,9,4,3,0,0,0,23,0,3,11,8,7,6,4,0,0,35,0,12,24,19,23,22,0,0,0,108,0,4,6,11,15,19,6,0,0,62,0,8,20,8,25,27,0,0,0,94,4,8,52,49,48,31,9,0,0,199,9,23,68,89,94,101,38,0,0,414,0,5,5,0,5,4,0,0,0,22
UCL214013,0,3,7,0,4,4,0,0,0,17,65,67,199,259,304,201,53,5,0,1153,0,0,10,7,3,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0,12,26,90,51,50,25,14,0,0,264,0,0,3,4,10,7,0,0,0,22,7,31,45,40,35,33,10,0,0,195,9,5,12,6,18,9,0,0,0,53,50,32,32,39,44,35,16,3,0,248,28,21,22,20,31,23,5,0,0,147,0,0,3,14,16,20,6,0,0,67,0,0,11,11,17,9,0,0,0,49,0,0,7,24,20,3,0,0,0,56,0,0,6,10,10,3,4,0,0,32,0,4,18,56,53,25,8,0,0,168,0,9,6,13,18,17,8,0,0,75,0,4,28,46,64,36,8,0,0,189,0,8,35,72,56,41,19,0,0,227,7,13,36,66,87,55,11,0,0,280,4,9,11,13,23,3,7,0,0,61
UCL214014,3,0,4,8,3,11,3,0,0,32,62,67,166,198,233,226,73,3,0,1031,4,0,12,23,14,15,7,4,0,84,0,0,0,3,4,0,0,0,0,11,14,7,20,17,19,19,10,0,0,105,0,0,0,0,10,3,6,0,0,18,11,29,39,42,34,28,14,0,0,198,4,0,0,4,12,9,3,0,0,34,29,16,27,39,40,47,16,0,0,218,52,31,51,45,49,59,24,4,0,315,0,0,9,19,17,28,11,0,0,79,0,3,3,0,0,7,0,0,0,10,0,0,4,5,0,6,0,0,0,17,0,6,6,0,3,3,3,0,0,31,5,0,11,11,11,9,4,0,0,51,0,6,8,12,12,13,3,0,0,57,5,0,20,23,32,30,13,0,0,121,4,15,31,37,43,36,8,0,0,177,3,19,60,67,84,88,25,0,0,353,0,0,0,4,3,3,6,0,0,20
UCL214015,0,4,6,6,5,4,4,0,0,33,95,83,212,264,225,205,70,4,0,1159,6,7,20,26,24,23,12,10,0,128,0,0,0,0,0,0,0,0,0,5,9,5,20,40,41,49,18,0,0,179,0,0,7,6,9,8,0,0,0,36,16,34,75,57,50,25,13,0,0,265,8,5,12,24,9,17,9,0,0,78,44,33,55,41,39,36,17,0,0,257,54,14,21,19,13,16,5,0,0,146,0,0,12,10,23,21,10,3,0,76,5,3,4,5,0,4,0,0,0,23,0,7,10,9,5,8,0,0,0,41,0,3,3,7,0,0,0,0,0,19,0,4,13,19,15,19,9,0,0,82,0,7,3,18,13,11,8,0,0,64,0,5,16,24,30,26,6,0,0,111,3,13,41,71,53,30,12,0,0,226,6,18,76,90,81,81,21,0,0,372,6,4,6,6,3,10,0,0,0,28
UCL214016,0,4,8,6,9,8,3,6,0,48,89,110,258,216,280,283,89,7,0,1342,4,8,21,21,13,15,10,0,0,93,0,0,6,0,0,6,0,0,0,19,15,27,67,69,82,84,18,0,0,366,0,3,4,3,7,6,0,0,0,23,6,24,43,20,25,25,8,0,0,157,0,3,0,3,7,5,0,0,0,32,42,40,65,39,56,48,14,5,0,304,62,16,33,24,19,24,8,0,0,195,0,5,9,14,29,25,20,7,0,109,0,7,7,3,4,5,4,0,0,25,0,0,3,4,9,8,0,0,0,26,0,5,6,0,3,0,4,0,0,17,0,0,14,11,21,9,3,0,0,61,4,0,9,9,14,14,0,0,0,50,0,8,32,26,39,43,4,0,0,150,7,18,40,51,32,53,13,0,0,204,3,42,117,76,115,120,39,0,0,508,7,3,5,5,9,11,0,0,0,35
UCL214017,0,0,0,9,3,3,6,0,0,22,45,64,111,173,235,283,112,14,0,1039,0,0,0,0,3,8,9,7,0,34,0,0,0,0,0,0,0,0,0,0,3,5,12,10,12,16,5,0,0,65,0,0,0,4,7,8,0,0,0,18,6,25,34,51,28,51,15,0,0,216,0,6,0,8,14,10,8,0,0,39,31,26,8,13,31,30,10,9,0,163,25,21,22,19,20,25,11,3,0,147,4,5,3,5,15,23,4,0,0,62,0,0,4,4,10,6,4,0,0,24,0,0,0,9,21,15,3,5,0,55,0,0,6,3,7,18,6,5,0,46,0,6,21,31,38,50,48,10,0,204,0,4,4,11,17,16,5,0,0,63,0,0,18,25,45,43,20,0,0,157,0,3,34,45,55,65,26,0,0,232,3,11,36,47,76,105,46,0,0,319,3,0,4,9,8,16,5,0,0,52
UCL214018,0,5,6,9,15,16,0,0,0,47,54,104,223,285,382,437,119,11,0,1620,4,5,10,5,3,9,9,3,0,45,0,0,0,0,6,3,0,0,0,15,4,8,22,19,42,38,9,0,0,158,0,0,4,9,13,11,0,0,0,39,4,29,92,59,95,86,30,3,0,395,0,4,12,11,29,17,11,0,0,86,35,37,33,33,57,71,20,0,0,285,40,37,26,32,32,34,5,0,0,216,0,3,17,22,34,51,14,0,0,154,0,0,3,7,10,7,5,0,0,35,0,3,13,18,27,28,10,3,0,109,0,0,8,16,13,13,8,0,0,53,0,9,28,47,46,55,41,9,0,228,3,5,6,21,26,28,10,0,0,95,6,5,17,44,63,69,22,0,0,219,5,10,33,52,60,94,26,0,0,275,0,27,74,85,118,158,51,0,0,516,3,3,11,13,15,17,12,3,0,71
UCL214019,0,5,6,10,3,5,3,0,0,28,75,108,250,185,252,243,57,7,0,1181,6,9,21,15,17,15,4,0,0,88,0,0,5,0,5,4,0,0,0,10,8,21,31,36,32,35,13,0,0,169,0,0,6,7,11,9,3,0,0,37,13,38,56,42,54,54,10,0,0,279,0,0,23,13,9,6,3,4,0,68,34,38,64,35,49,43,15,0,0,269,51,44,48,31,23,20,0,0,0,216,0,5,25,29,35,28,20,0,0,137,0,0,0,3,3,3,0,0,0,12,0,0,8,11,4,5,0,0,0,26,0,0,4,0,3,4,0,0,0,25,0,3,16,12,14,18,0,0,0,62,0,5,12,16,19,18,4,0,0,69,0,19,43,38,72,61,16,0,0,243,0,8,30,30,33,46,13,0,0,151,8,23,69,58,74,75,20,4,0,327,0,3,9,0,6,6,0,0,0,31
UCL214020,0,0,6,0,9,4,0,0,0,27,61,107,237,190,239,201,61,7,0,1110,0,5,19,4,17,21,10,5,0,84,0,11,41,15,25,8,0,0,0,110,20,37,110,58,54,48,11,0,0,338,0,0,3,3,4,7,0,0,0,20,0,17,37,19,25,30,6,0,0,139,0,5,7,6,8,7,5,0,0,41,38,31,41,28,46,34,9,0,0,221,38,26,37,26,26,23,7,0,0,180,0,0,10,9,14,29,6,0,0,73,0,0,0,5,4,4,0,0,0,14,0,0,3,3,0,3,3,0,0,14,0,0,6,0,0,5,3,0,0,20,0,0,9,8,8,10,9,0,0,46,0,10,6,16,12,18,4,0,0,65,7,4,34,39,56,30,6,0,0,172,0,9,21,29,31,25,9,0,0,132,10,52,102,80,89,110,34,5,0,479,3,5,9,7,6,7,0,0,0,43
UCL214021,0,5,17,6,14,7,0,0,0,50,86,117,259,268,294,173,39,9,0,1233,0,0,6,5,7,5,3,0,0,20,0,0,0,0,0,0,0,0,0,9,19,16,36,34,56,33,3,0,0,200,0,0,7,4,16,5,0,0,0,30,26,68,128,117,115,41,16,0,0,516,0,10,16,14,22,10,3,0,0,77,35,34,31,30,44,22,5,0,0,205,52,24,15,12,5,3,0,0,0,112,3,9,22,21,22,23,7,0,0,109,0,0,6,4,4,0,0,0,0,15,0,3,5,5,10,4,0,0,0,37,0,4,11,6,12,0,0,0,0,38,0,4,18,19,19,7,5,0,0,79,0,5,6,12,21,7,0,0,0,67,0,10,32,33,32,34,9,0,0,146,5,13,40,58,64,33,15,0,0,229,0,29,72,79,84,64,11,0,0,342,10,10,6,4,6,4,3,0,0,35
UCL214022,5,5,6,3,12,7,3,0,0,37,113,126,264,299,336,326,76,3,0,1546,3,3,11,13,14,13,5,0,0,63,0,0,0,3,0,0,0,0,0,8,9,8,16,35,22,30,12,0,0,131,0,4,12,18,18,17,0,0,0,63,26,38,90,85,90,58,15,0,0,397,0,3,3,17,16,16,5,0,0,60,88,64,75,76,92,66,12,0,0,476,68,36,42,33,32,24,5,0,0,236,0,0,9,9,8,24,14,0,0,74,0,4,3,4,0,9,0,0,0,18,0,5,19,8,16,4,0,0,0,60,0,0,8,8,7,4,7,0,0,33,0,4,25,21,18,21,3,3,0,99,5,3,30,28,22,23,9,3,0,115,5,9,21,33,32,35,10,3,0,129,4,5,39,51,61,39,7,0,0,208,12,37,107,108,129,157,32,0,0,585,4,11,10,16,0,9,4,0,0,54
UCL215001,0,0,0,0,3,3,0,0,0,16,16,10,34,44,80,106,36,0,0,332,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,0,0,24,0,0,0,0,0,0,0,0,0,4,4,14,5,8,27,22,0,0,0,77,0,4,0,0,0,0,0,0,0,9,5,6,8,4,5,14,11,0,0,48,14,4,8,3,9,12,3,0,0,67,0,0,3,0,3,7,4,0,0,21,0,0,0,4,0,5,0,0,0,14,0,0,0,4,11,5,0,0,0,20,0,0,0,0,3,5,0,0,0,20,0,0,3,8,16,26,26,0,0,83,0,0,0,5,6,9,7,0,0,20,0,0,6,8,14,16,0,0,0,49,0,4,10,12,14,34,7,0,0,74,0,7,11,12,25,21,6,0,0,79,0,0,3,5,4,8,0,0,0,26
UCL215002,0,0,5,5,4,3,0,0,0,21,23,24,74,112,108,97,32,0,0,471,0,5,7,14,15,9,4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,12,14,15,10,3,0,0,0,60,0,0,0,3,4,0,0,0,0,10,4,17,26,18,24,19,4,0,0,118,0,0,0,0,0,8,0,0,0,16,22,0,24,21,24,30,5,0,0,131,17,4,12,10,19,11,0,0,0,71,0,5,0,4,8,9,7,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,7,15,9,4,3,0,0,30,0,4,0,0,5,9,3,0,0,25,0,0,12,27,22,20,9,0,0,76,0,4,24,28,22,23,10,0,0,98,4,8,20,29,40,43,10,0,0,153,0,0,4,3,3,7,3,0,0,19
UCL215003,0,0,0,4,3,10,0,0,0,18,34,35,105,133,152,192,52,4,0,720,0,0,3,0,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,3,8,15,15,4,0,0,42,0,0,3,0,3,8,0,0,0,13,5,11,34,27,39,26,4,0,0,155,0,0,4,9,10,4,0,6,0,26,23,13,14,20,16,26,11,0,0,129,29,22,21,19,28,25,10,0,0,153,0,0,0,0,4,7,10,0,0,24,0,0,5,6,6,0,3,0,0,18,0,6,11,9,14,11,3,0,0,56,0,0,4,3,5,3,0,0,0,12,0,3,15,41,24,32,20,3,0,143,0,5,10,8,17,16,0,0,0,58,0,0,14,19,31,35,5,0,0,105,0,3,19,31,35,57,12,0,0,168,5,12,29,43,37,59,20,3,0,209,0,6,8,7,0,7,0,5,0,34
UCL215004,0,0,3,0,0,0,0,0,0,9,18,12,54,64,75,68,25,5,0,313,0,0,0,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,3,3,3,9,6,3,0,0,34,0,0,3,0,0,0,0,0,0,3,0,6,13,20,22,8,3,0,0,77,0,0,0,0,0,0,0,0,0,4,9,4,15,3,25,17,4,4,0,76,15,13,33,30,34,29,9,0,0,162,0,4,5,0,3,8,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,3,4,4,0,0,0,0,17,0,0,3,5,8,6,0,0,0,19,0,0,9,6,6,3,0,0,0,31,0,0,4,9,5,12,0,0,0,26,0,0,7,4,11,11,4,0,0,47,3,0,9,16,20,14,4,0,0,63,0,0,3,4,5,4,0,0,0,15
UCL215005,4,0,0,0,3,0,0,0,0,10,3,7,32,32,41,27,13,4,0,167,3,3,10,5,6,0,3,0,0,39,0,0,0,0,0,0,0,0,0,3,0,3,14,9,14,11,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,7,3,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,7,3,6,4,0,0,0,37,3,8,3,4,4,8,0,0,0,27,0,0,6,4,8,4,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,7,8,4,4,0,0,21,0,0,9,6,6,0,3,0,0,19,0,5,10,6,14,11,5,0,0,56,0,0,0,0,0,0,0,0,0,3
UCL215006,0,0,3,0,5,8,0,0,0,16,29,41,126,137,118,110,17,0,0,578,0,0,0,4,4,5,0,0,0,15,0,0,3,0,0,0,0,0,0,4,0,0,14,22,13,13,3,0,0,70,0,0,0,4,3,3,0,0,0,13,10,25,49,54,28,27,3,0,0,188,0,0,5,12,9,10,0,0,0,29,11,18,12,21,12,23,4,0,0,97,29,16,13,4,7,8,0,0,0,80,0,0,11,14,18,17,5,0,0,62,0,0,0,7,4,0,0,0,0,13,0,0,4,3,6,3,0,0,0,23,0,0,5,5,7,0,0,0,0,18,0,9,15,12,9,8,4,0,0,51,0,5,6,8,6,3,0,0,0,22,0,5,33,35,36,26,5,0,0,138,0,0,29,39,23,13,4,0,0,110,0,8,35,29,36,36,7,0,0,153,5,0,8,4,0,0,0,0,0,17
UCL215007,0,0,3,6,4,3,5,0,0,23,33,17,63,136,153,114,37,7,0,557,0,4,4,5,8,3,8,0,0,35,0,0,0,0,4,0,0,0,0,9,0,3,11,17,20,17,5,0,0,76,0,0,0,4,8,0,0,0,0,10,10,11,20,63,31,29,3,0,0,166,0,0,0,4,8,6,6,0,0,23,23,14,5,25,20,15,8,0,0,113,17,5,9,17,10,7,0,0,0,61,0,0,0,0,9,6,7,0,0,19,0,0,0,4,0,0,0,0,0,15,0,0,0,3,6,6,3,0,0,21,0,0,0,5,5,0,0,0,0,17,0,0,6,20,25,19,5,0,0,83,5,3,0,0,19,12,6,0,0,44,0,3,11,15,26,15,5,0,0,72,0,3,13,41,27,32,10,0,0,138,3,0,18,32,28,40,18,0,0,139,3,0,6,9,5,3,3,0,0,27
UCL215008,0,0,0,0,5,0,0,0,0,11,47,22,102,128,129,65,13,0,0,506,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,7,12,24,28,17,5,0,0,104,0,0,0,0,0,3,0,0,0,4,8,5,26,35,27,15,7,0,0,126,0,0,3,6,4,0,0,0,0,18,27,12,23,13,17,9,3,0,0,101,25,5,8,8,4,3,0,0,0,52,0,0,12,6,12,12,5,0,0,44,0,0,0,0,3,0,0,0,0,9,0,0,7,6,5,5,0,0,0,18,0,0,4,3,0,0,0,0,0,8,0,0,6,15,12,6,3,0,0,38,0,0,6,4,7,5,0,0,0,27,0,12,26,26,36,23,5,0,0,124,3,5,10,27,25,17,3,0,0,94,9,10,45,40,56,25,9,0,0,181,4,0,0,0,0,0,4,0,0,9
UCL215009,0,0,0,0,0,0,0,0,0,3,6,15,16,34,41,42,8,0,0,164,0,8,5,3,12,6,0,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,3,0,0,0,27,0,0,0,0,0,5,0,0,0,9,3,4,6,7,6,4,0,0,0,28,0,0,0,4,3,5,0,0,0,12,4,0,0,11,6,12,0,0,0,40,4,0,0,3,0,10,4,0,0,29,0,3,0,6,4,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,3,0,5,0,0,0,7,0,0,0,6,3,9,0,0,0,26,0,0,8,3,5,5,0,0,0,20,5,3,3,8,15,17,0,0,0,48,0,0,0,0,0,0,0,0,0,0
UCL215010,0,0,0,5,14,0,0,0,0,21,54,36,60,138,166,104,17,3,0,585,0,0,0,0,0,6,0,0,0,9,0,0,0,6,0,0,0,0,0,5,9,3,5,15,34,29,7,5,0,106,0,0,0,4,3,0,0,0,0,10,8,21,33,73,49,41,10,0,0,244,0,0,0,13,9,5,7,0,0,36,23,19,7,21,22,18,4,0,0,118,41,14,0,3,6,8,4,0,0,72,0,0,3,7,12,9,0,0,0,35,4,0,6,3,4,3,0,0,0,13,0,0,0,10,11,4,5,0,0,29,0,0,0,7,8,9,0,0,0,20,0,0,4,27,24,12,0,0,0,72,0,3,0,4,9,4,0,0,0,26,0,0,6,17,10,10,0,0,0,49,0,3,19,31,34,31,5,0,0,131,0,5,15,25,44,29,9,0,0,118,8,7,3,3,5,0,6,0,0,26
UCL215011,0,0,0,0,4,0,0,0,0,9,11,18,31,43,52,40,18,6,0,221,0,4,6,4,9,9,8,0,0,34,0,0,0,0,0,0,0,0,0,7,4,0,0,3,10,5,3,0,0,30,0,0,6,0,0,0,0,0,0,4,0,5,5,6,12,9,0,0,0,45,0,0,0,0,0,5,0,3,0,7,7,9,8,9,3,10,0,0,0,51,6,6,0,4,6,5,0,0,0,30,0,0,0,4,6,6,6,0,0,21,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,13,0,0,0,3,0,3,0,0,0,9,0,0,15,8,11,10,4,0,0,44,0,0,5,8,9,7,0,0,0,30,0,4,9,18,13,11,8,3,0,65,0,0,0,0,0,4,0,0,0,7
UCL215012,0,0,0,4,10,0,0,0,0,21,57,30,96,178,215,162,59,0,0,804,0,5,3,6,13,5,3,0,0,37,0,0,0,5,0,0,0,0,0,3,18,13,13,30,27,25,8,0,0,128,0,0,0,0,3,0,0,0,0,4,3,8,21,21,16,16,9,0,0,104,0,0,0,4,7,3,0,0,0,18,34,10,19,22,16,20,6,0,0,128,32,10,20,24,32,30,11,4,0,164,0,0,3,9,12,9,8,0,0,46,0,0,0,0,4,3,0,0,0,5,0,0,3,0,11,9,0,0,0,20,0,0,0,0,6,3,0,0,0,14,0,0,14,20,31,12,6,0,0,84,0,0,5,7,11,9,6,0,0,45,0,3,12,53,48,32,14,0,0,156,0,4,19,53,48,31,12,0,0,169,0,4,31,59,84,80,28,0,0,289,6,0,0,3,11,5,0,0,0,24
UCL215013,5,8,3,11,7,3,0,0,0,33,48,57,326,271,155,88,13,0,0,960,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,7,18,65,47,46,21,0,0,0,203,0,4,14,10,3,0,0,0,0,33,10,33,134,82,39,14,6,0,0,315,0,0,21,27,21,6,0,0,0,79,12,18,39,45,25,13,0,0,0,159,38,18,23,14,7,3,0,0,0,107,0,4,70,73,32,29,3,0,0,207,0,0,4,13,5,4,0,0,0,20,0,0,26,19,14,7,0,0,0,66,0,0,11,10,11,4,0,0,0,34,0,3,17,25,6,7,0,0,0,65,0,4,11,23,17,4,4,0,0,58,0,8,44,53,29,14,0,0,0,153,0,0,58,43,31,7,0,0,0,148,6,17,113,87,39,23,11,0,0,280,0,0,8,3,3,0,0,0,0,23
UCL215014,0,0,0,0,0,5,0,0,0,9,21,23,72,54,70,57,3,0,0,302,4,4,4,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,16,6,0,0,62,0,0,0,0,3,3,0,0,0,16,10,11,45,26,33,16,3,0,0,138,0,0,12,5,8,12,0,0,0,36,10,3,4,4,10,15,0,0,0,54,10,3,6,0,4,5,0,0,0,24,0,6,0,0,7,10,0,0,0,26,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,7,0,6,0,0,0,0,16,4,0,4,3,6,0,0,0,0,10,0,0,6,8,5,8,0,0,0,29,0,3,8,10,10,9,0,0,0,47,0,0,21,14,23,14,0,0,0,75,0,0,3,3,0,0,0,0,0,6
