UCL_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL215086,0,3,0,5,0,0,0,3,0,9,0,12,6,0,5,0,0,0,0,24,19,22,104,4,6,6,24,11,3,195,15,0,42,0,0,3,6,17,0,92,0,0,5,0,0,4,7,3,0,23,0,17,0,8,0,0,0,0,0,34,4,24,0,0,0,0,0,0,0,33,15,18,0,4,9,6,5,0,0,55,9,10,0,10,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,4,0,7,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,11,3,0,6,0,0,0,3,5,0,24,78,99,174,33,18,27,57,57,3,547,0,5,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,3,0,16,0,4,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,4,0,16
UCL215087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,6,55,7,11,4,22,10,3,137,6,0,54,0,0,0,7,0,0,66,0,0,8,0,0,0,0,0,0,11,0,3,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,6,8,5,3,5,5,3,0,0,0,25,0,0,0,3,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,3,3,0,14,45,31,123,18,13,9,39,22,3,296,4,4,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
UCL215088,5,4,0,0,0,0,0,0,0,6,4,0,0,0,0,3,0,0,0,10,4,7,19,0,4,0,9,7,0,52,4,0,22,0,0,0,3,4,0,31,4,7,3,0,0,0,0,10,0,23,0,8,0,4,3,0,0,0,0,11,5,16,3,3,0,0,0,0,0,26,3,8,0,0,3,0,0,0,0,25,3,14,3,6,0,0,0,3,0,28,0,9,0,0,0,0,0,3,3,26,4,6,3,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,4,5,38,68,56,17,14,3,11,32,8,255,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,4
UCL215089,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,5,55,0,4,4,9,10,3,95,11,0,9,0,0,0,6,4,0,32,9,0,0,0,0,3,0,6,0,18,6,8,0,5,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,10,9,5,0,0,0,0,0,3,0,25,4,7,0,14,6,0,5,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,12,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,12,0,0,5,0,0,0,5,5,3,16,47,35,87,21,11,11,23,27,10,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
UCL215090,0,0,0,0,0,0,0,0,0,4,0,7,5,0,0,0,0,0,0,5,13,11,44,0,4,0,12,12,0,90,10,0,47,0,0,0,0,0,0,64,12,0,4,0,0,0,3,6,0,27,0,6,0,3,0,0,0,0,0,18,0,10,3,0,0,0,0,0,0,12,8,4,5,0,0,5,3,0,0,25,3,7,4,0,0,3,0,0,0,14,0,3,0,0,0,0,0,0,0,12,5,0,9,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,12,0,0,5,0,0,0,3,0,0,8,46,45,116,15,11,5,33,29,4,303,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,3,0,4,0,3,3,0,4,0,19
UCL215091,3,4,0,0,0,0,0,0,0,6,6,3,0,5,4,0,0,0,0,17,29,19,38,0,4,0,9,4,0,98,21,0,40,0,0,0,0,3,0,74,8,0,3,0,0,0,0,0,0,13,3,9,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,5,34,24,6,6,10,5,0,0,0,83,0,0,0,4,0,4,0,0,0,14,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,106,74,90,15,12,13,9,8,5,348,4,4,0,0,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
UCL215092,11,30,0,0,0,0,0,0,0,47,12,24,4,0,0,0,0,0,0,38,35,38,51,3,12,0,5,10,0,159,11,10,50,0,0,0,0,9,0,82,9,8,14,0,0,0,0,3,0,43,0,27,0,12,3,0,0,0,0,41,13,24,0,7,0,0,0,0,0,51,47,53,10,3,17,10,3,0,0,140,18,38,8,17,8,9,4,3,0,98,5,18,3,6,0,5,4,3,0,38,9,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,0,0,0,0,14,0,0,5,0,0,3,0,0,0,13,171,268,157,54,46,26,20,34,7,780,13,16,0,4,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,15,0,10,6,0,3,0,0,0,0,22
UCL215093,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,25,14,154,4,12,7,26,11,5,258,12,0,144,0,4,0,14,19,0,195,3,0,25,0,0,0,4,12,0,50,0,6,5,4,0,0,0,5,0,21,0,8,0,0,0,0,0,0,0,15,11,15,5,0,0,0,3,4,0,48,0,9,9,14,0,3,4,0,0,48,0,0,5,0,0,4,3,4,0,14,3,0,11,4,0,6,7,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,5,3,8,3,0,0,5,3,3,24,68,64,361,40,16,26,74,70,4,733,0,4,5,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,10,3,0,3,0,5,0,0,0,0,9,4,0,0,0,0,3,0,0,0,13
UCL215094,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,10,8,31,3,5,3,6,3,0,71,0,0,5,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,3,0,0,23,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,8,29,20,50,7,7,10,15,11,4,154,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
UCL215095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,30,4,3,3,7,9,0,62,0,0,21,0,0,0,9,3,0,38,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,4,0,14,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,11,5,12,63,16,9,9,14,27,9,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9
UCL215096,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,19,14,69,3,11,0,12,11,0,148,17,0,54,0,0,0,9,11,0,96,10,0,12,0,0,0,3,4,0,22,5,7,0,5,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,13,14,5,5,3,6,6,0,6,0,46,3,3,0,7,5,4,0,0,0,34,0,7,0,0,0,0,0,0,0,5,0,0,10,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,69,55,162,26,25,18,33,27,5,421,0,3,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5
UCL215097,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,13,20,11,71,0,6,4,13,8,5,136,15,6,86,0,4,0,12,17,4,133,3,6,14,0,3,0,4,5,0,33,3,3,0,6,0,0,0,0,0,14,5,8,0,0,0,0,0,0,0,19,12,9,3,0,5,7,4,7,0,38,3,0,3,4,0,0,0,0,0,26,4,5,5,0,0,0,0,5,0,16,0,0,8,0,0,0,0,7,5,21,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,3,0,10,0,0,6,0,0,0,0,3,0,11,71,45,198,19,14,17,42,54,12,479,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12
UCL215098,0,0,0,0,0,0,0,4,0,5,0,4,0,0,0,0,0,0,0,3,5,6,45,4,0,0,14,3,0,83,0,0,20,0,0,0,0,12,0,35,4,0,5,0,0,0,6,0,0,22,0,0,0,6,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,7,3,3,3,0,3,4,0,4,0,16,4,8,3,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,22,23,72,22,3,5,26,28,3,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
UCL215099,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,3,32,0,0,0,13,5,0,55,11,0,10,0,0,0,5,3,0,28,3,0,0,0,0,0,0,4,0,5,0,8,0,6,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,8,5,4,0,0,4,0,0,0,0,11,0,6,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,4,6,6,25,22,52,16,4,8,19,25,4,168,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,8
UCL215100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,19,0,0,0,8,0,0,40,0,0,16,0,0,3,0,6,0,27,0,0,3,0,0,0,4,4,0,9,0,4,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,5,5,7,3,4,0,0,0,0,0,17,0,3,0,4,4,0,0,0,0,14,0,0,4,0,0,6,0,0,0,9,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,13,25,52,16,6,10,15,12,0,149,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,7
UCL221001,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,31,0,0,4,10,7,0,50,3,0,6,0,0,0,6,3,0,23,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,5,4,0,0,4,5,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,9,16,5,47,5,4,9,17,15,4,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL221002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,23,0,0,0,9,7,0,49,4,0,15,0,0,0,0,3,0,23,4,4,4,0,0,5,4,4,0,14,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,19,18,49,3,7,3,15,19,0,136,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,7,7,7,0,41,3,0,4,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,5,34,4,5,7,20,10,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221004,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,20,14,34,0,5,0,6,4,3,84,8,3,23,0,0,0,0,3,3,45,8,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,19,5,3,0,4,0,0,0,0,0,10,16,12,3,4,0,0,4,0,0,41,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,55,64,5,9,3,14,15,6,239,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL221005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,13,6,0,0,4,6,0,38,7,0,4,0,0,0,0,0,0,13,11,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,34,22,23,6,0,3,8,11,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5
UCL221006,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,3,0,0,27,4,0,9,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,12,4,3,0,3,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,24,33,6,3,0,7,3,4,105,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6
UCL221007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,4,0,19,0,0,4,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,5,3,15,24,4,0,3,9,10,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3
UCL221008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,3,4,0,22,4,0,6,0,0,0,0,0,0,5,5,0,4,0,0,0,4,0,0,18,3,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,6,8,3,6,0,0,0,0,0,0,11,0,4,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,28,12,23,0,3,0,16,11,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL221009,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,23,0,0,0,0,0,0,33,0,0,10,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,6,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,9,7,9,42,4,0,5,11,11,0,90,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
UCL221010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,4,0,0,6,0,0,24,0,0,3,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,3,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,30,8,0,4,7,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10
UCL221011,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,29,0,0,0,4,6,0,37,9,0,9,0,0,0,0,5,0,22,4,0,4,0,0,0,0,0,0,6,0,5,0,4,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,6,7,4,3,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,45,4,4,4,10,9,3,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
