UCL_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
UCL212005,0,0,0,0,4,3,3,9,27,0,39,0,4,0,3,0,0,0,3,6,0,10,0,7,4,11,0,4,0,15,16,0,27,0,11,5,15,0,5,0,17,53,0,76,7,24,4,31,10,9,13,50,89,0,134,3,54,6,62,3,10,11,76,124,4,204,30,84,17,134,0,7,9,139,111,0,253,53,100,10,161,4,12,13,179,140,3,322,78,91,17,188,0,6,7,191,111,0,305,71,67,9,147,3,4,3,153,76,0,234,73,32,9,115,3,4,6,122,36,0,162,72,28,3,101,0,0,3,105,34,0,140,98,41,3,144,0,0,0,146,33,0,173,34,15,6,53,4,0,4,59,10,0,68,16,6,0,25,0,0,0,25,3,0,31,8,0,0,9,0,0,0,9,5,0,14,19,0,0,23,0,0,0,23,5,0,33,62,32,6,99,7,0,7,104,58,15,173,3,3
UCL212006,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,4,0,3,3,8,0,5,0,0,0,0,0,0,3,3,16,0,18,0,8,3,10,3,0,0,13,11,0,30,0,15,0,14,4,10,8,26,35,0,58,5,28,3,36,3,5,3,43,62,0,106,3,42,9,56,4,0,3,64,61,0,128,26,61,4,96,0,0,0,95,89,0,187,74,61,11,144,0,4,6,151,62,0,215,67,54,0,123,0,0,0,126,56,0,176,80,44,4,128,0,3,4,135,26,0,161,71,21,9,102,0,4,4,104,27,0,130,110,36,7,152,4,0,4,157,32,0,191,62,18,3,88,0,0,0,89,22,0,115,47,8,0,62,0,0,0,64,9,0,68,18,4,0,25,0,0,0,25,4,0,31,24,0,0,28,0,0,0,28,6,0,33,60,27,14,100,0,0,0,100,26,0,132,4,0
UCL212007,0,0,0,0,0,4,3,4,0,0,7,0,0,0,0,0,0,0,0,6,0,4,0,3,0,3,0,0,0,0,3,0,6,0,0,0,5,0,0,0,5,10,0,11,0,13,4,14,0,0,4,20,11,0,30,0,11,5,19,0,0,0,21,10,0,35,9,24,0,28,9,0,9,34,12,0,40,9,28,0,39,0,0,0,40,25,0,68,24,21,0,39,0,0,0,44,16,0,57,25,23,0,52,0,0,0,52,12,0,62,34,15,0,55,0,0,0,55,5,0,60,26,15,0,43,0,0,0,43,4,0,52,51,10,0,62,0,0,0,66,11,0,75,14,3,0,16,0,0,0,16,6,0,27,14,7,0,19,0,0,0,19,3,0,23,4,4,0,4,0,0,0,4,0,0,5,15,11,4,21,0,0,0,21,0,0,21,31,8,3,45,0,0,0,47,11,0,59,0,0
UCL212008,0,0,0,0,0,0,0,0,13,0,13,0,3,0,3,0,0,0,3,3,0,10,0,3,0,3,4,0,4,6,7,0,12,0,11,0,13,0,0,5,15,21,0,35,0,9,0,10,0,3,6,13,39,0,56,0,32,5,37,6,7,17,55,65,0,121,11,41,0,58,3,4,9,68,43,0,112,23,80,6,107,7,5,8,115,69,0,183,42,52,3,91,0,5,5,99,63,0,161,47,45,5,103,0,0,6,104,29,0,139,58,27,3,87,4,0,4,94,23,0,117,53,15,5,75,6,0,6,74,11,0,87,76,18,5,97,3,0,3,103,20,0,123,35,9,0,43,3,0,3,47,7,0,58,15,7,0,22,0,0,0,22,3,0,28,4,3,0,9,0,0,0,7,0,0,7,13,3,0,18,0,0,0,18,3,0,26,29,29,5,66,0,0,4,71,25,4,100,3,5
UCL212009,3,0,0,3,5,0,5,4,11,0,19,0,0,0,0,0,0,0,0,9,0,8,0,3,3,5,0,0,0,7,5,0,13,0,7,0,6,0,0,6,14,15,0,31,0,19,6,20,4,4,9,30,44,0,73,6,51,6,55,0,3,4,67,61,0,128,12,65,13,93,0,5,5,96,57,0,153,32,89,4,126,3,4,7,133,61,0,201,52,71,5,135,0,0,0,131,53,0,186,77,52,8,136,0,3,6,134,46,0,186,52,38,7,97,0,0,4,99,32,0,128,41,24,5,73,0,0,0,73,25,0,97,58,20,14,98,0,0,0,98,19,0,113,34,9,0,44,0,0,0,44,5,0,53,23,4,5,35,0,0,0,35,4,0,37,3,0,0,3,0,0,0,3,5,0,7,17,7,0,16,6,0,6,23,0,0,22,27,26,3,49,0,6,6,55,27,4,89,0,0
UCL213001,0,0,0,0,0,0,0,0,15,0,15,0,3,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,8,0,13,0,5,0,3,0,0,5,4,8,0,20,0,3,0,7,0,0,0,7,10,0,17,5,9,3,19,0,3,3,20,34,0,60,7,31,3,45,3,0,7,47,45,0,95,9,26,8,42,0,0,0,45,58,0,100,16,34,4,54,3,0,4,62,26,0,84,22,25,4,46,0,0,4,51,22,0,72,22,15,9,41,0,0,0,41,13,0,55,22,3,0,32,0,0,0,28,7,0,33,24,12,0,36,0,0,0,36,10,0,47,11,4,4,17,0,0,0,17,0,0,20,3,0,0,8,0,0,0,8,4,0,9,8,0,0,9,0,0,0,9,0,0,9,3,0,0,0,0,0,0,0,3,0,11,17,5,0,25,0,0,5,31,15,0,45,0,0
UCL213002,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,6,0,6,0,6,0,0,0,4,6,0,13,0,5,0,5,0,0,0,5,21,0,25,0,13,0,21,0,0,0,23,17,0,38,0,32,3,38,0,0,0,38,17,0,54,9,23,4,37,0,0,0,37,34,0,71,12,18,0,35,0,0,0,32,18,0,51,15,19,0,38,0,0,0,38,26,0,64,20,18,0,38,0,0,0,38,3,0,43,16,7,0,27,0,0,0,27,0,0,24,20,10,7,30,0,0,0,30,6,0,32,6,3,0,16,0,0,0,16,3,0,15,0,3,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8,0,0,0,8,4,0,9,18,15,0,38,0,0,0,38,8,0,51,0,0
UCL213003,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,6,0,6,0,0,0,6,16,0,16,0,0,0,7,0,0,0,6,11,0,11,0,13,5,17,0,0,0,17,29,0,43,5,24,6,31,0,0,0,31,23,0,51,12,27,5,41,0,0,0,47,27,0,65,26,32,3,55,0,4,4,59,24,0,87,16,13,3,29,0,0,0,29,12,0,45,19,12,5,32,0,0,0,36,7,0,42,7,9,0,19,0,0,0,19,10,0,25,18,18,0,36,0,0,0,41,4,0,46,8,6,3,22,0,0,0,22,6,0,23,4,3,0,8,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,0,0,7,11,10,0,18,0,0,0,20,15,0,33,0,0
UCL213004,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,5,0,3,0,3,3,3,3,6,9,0,20,0,4,0,4,0,4,3,15,18,0,31,0,17,7,28,0,7,11,35,28,0,65,3,24,7,26,0,3,3,32,30,0,57,13,35,5,53,4,0,5,58,38,0,94,30,30,3,61,0,5,5,64,26,0,94,14,26,4,46,0,0,0,46,27,0,69,16,18,0,32,0,0,0,32,17,0,44,17,15,0,28,0,0,0,28,5,0,39,26,4,0,32,3,0,3,33,10,0,45,6,3,0,11,0,0,0,11,7,0,20,11,5,0,7,0,0,0,7,0,0,7,5,0,0,3,0,0,0,3,0,0,3,5,0,6,10,0,0,0,10,0,0,10,14,11,3,31,0,0,0,35,15,4,48,0,0
UCL213005,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,6,0,0,0,5,0,5,0,0,0,5,9,0,8,0,0,0,0,0,0,0,6,10,0,8,0,5,4,7,0,0,0,7,12,0,19,0,12,4,18,0,7,4,24,25,0,46,9,27,3,41,0,0,0,41,25,0,65,9,41,4,57,0,0,5,61,45,0,102,27,29,3,64,3,0,3,68,23,0,92,17,29,4,56,0,4,4,54,24,0,84,24,14,3,38,4,0,4,44,20,0,61,22,11,0,32,0,0,0,32,12,0,43,37,18,5,59,0,0,0,59,12,0,70,20,7,0,28,0,0,0,31,4,0,39,13,0,0,11,0,0,0,11,0,0,10,5,0,0,10,0,0,0,10,0,0,7,7,4,0,8,0,0,0,8,0,0,10,13,10,0,27,0,0,0,29,11,0,44,0,0
UCL213006,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,5,0,4,0,4,0,0,0,4,6,0,8,0,0,0,5,0,0,0,3,8,0,12,0,17,0,18,0,0,0,14,7,0,27,0,7,0,13,0,4,4,10,4,0,13,6,22,0,29,0,0,0,29,13,0,40,12,8,3,21,0,0,0,21,8,0,31,19,12,0,31,0,0,0,31,3,0,33,14,11,0,26,0,0,0,26,4,0,36,14,8,0,20,0,0,0,22,5,0,28,29,5,4,32,0,0,0,39,3,0,43,11,3,0,18,0,0,0,18,0,0,18,14,0,0,9,0,0,0,9,0,0,13,5,0,0,8,0,0,0,8,0,0,8,8,5,0,10,0,0,0,10,0,0,16,10,11,0,26,0,0,0,26,7,5,36,0,0
UCL213007,0,0,0,0,0,0,0,0,7,0,8,0,0,0,3,0,0,0,3,0,0,0,0,8,0,8,0,0,0,7,4,0,13,0,5,0,4,0,0,0,6,17,0,19,0,14,4,17,4,5,3,22,26,0,45,4,29,9,41,0,3,7,47,47,0,88,4,23,6,30,0,0,0,30,29,0,65,15,32,4,57,0,5,5,62,45,0,101,27,29,0,55,5,0,3,59,25,0,87,27,17,5,53,0,0,0,54,30,0,81,20,12,0,35,0,0,0,35,11,0,50,14,7,0,19,0,0,0,19,14,0,28,35,16,5,55,0,0,0,55,11,0,62,10,3,0,15,0,0,0,16,6,0,24,9,0,0,7,0,0,0,7,4,0,10,0,0,0,4,0,0,0,4,0,0,4,5,0,0,7,0,0,0,7,0,0,8,13,13,0,27,0,0,0,27,15,0,43,0,0
UCL213008,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,3,0,7,0,3,3,9,0,0,0,9,0,0,13,0,6,0,6,0,3,3,12,17,0,28,0,15,4,20,0,3,3,23,22,0,46,7,18,6,35,0,0,0,35,20,0,55,10,23,5,42,0,0,0,40,17,0,61,26,31,0,59,0,0,0,57,25,0,93,23,25,4,55,0,0,0,55,12,0,63,37,13,5,56,0,0,0,56,15,0,68,22,10,0,32,0,0,0,32,4,0,41,48,13,3,61,0,0,0,64,15,0,80,24,12,0,30,0,0,0,30,6,0,38,18,3,0,18,0,0,0,18,0,0,21,9,0,0,6,0,0,0,6,0,0,6,12,0,0,16,0,0,0,16,6,0,17,16,8,3,32,0,0,0,33,8,0,42,0,0
UCL213009,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,3,0,3,0,4,0,6,0,0,0,6,4,0,9,0,0,0,0,0,0,0,0,3,0,8,0,4,0,11,0,0,0,8,11,0,20,4,11,0,14,0,0,3,17,22,0,37,7,19,0,25,0,0,0,25,12,0,38,16,30,6,51,0,0,6,47,25,0,70,18,27,4,46,4,0,4,46,20,0,68,20,19,3,46,0,0,3,47,10,0,59,23,14,0,42,0,0,0,42,13,0,54,20,6,7,33,0,0,0,33,8,0,40,33,21,0,51,0,0,0,51,7,0,57,11,7,0,14,0,0,0,14,9,0,22,10,5,0,14,0,0,0,14,0,0,14,5,4,0,6,0,0,0,6,0,0,6,5,0,0,12,0,0,0,12,0,0,12,11,7,0,21,0,0,0,21,12,0,37,0,0
UCL213010,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,4,8,0,5,0,0,0,0,0,0,0,0,10,0,11,0,9,0,7,0,6,6,14,16,0,25,0,10,0,10,13,4,14,24,53,0,80,4,26,4,32,4,8,7,39,59,0,97,14,40,4,58,6,4,10,66,65,0,127,20,46,3,65,0,0,4,70,68,0,145,22,31,3,54,0,0,0,59,44,0,99,27,22,5,52,0,0,0,56,23,0,80,23,10,4,36,0,5,4,38,17,0,59,12,9,0,24,0,0,0,23,12,0,34,29,11,0,42,0,0,0,42,18,0,53,7,3,0,14,0,0,0,14,3,0,14,8,0,0,12,0,0,0,12,3,0,9,0,0,0,4,0,0,0,4,0,0,4,3,0,0,3,0,0,0,3,5,0,10,15,8,3,21,0,0,0,25,28,3,56,4,0
UCL213011,0,0,0,0,0,0,0,5,10,0,11,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,3,5,7,0,16,0,3,0,3,4,0,3,12,21,0,36,0,6,0,7,4,4,10,24,39,0,60,3,19,6,26,6,5,13,38,64,0,103,5,27,8,39,5,4,8,51,63,0,106,11,26,0,43,3,4,4,45,78,0,126,16,26,3,45,5,0,3,53,59,0,108,18,23,0,43,0,0,0,43,29,0,78,13,13,0,30,0,0,0,30,12,0,45,12,5,4,18,0,0,0,18,11,0,29,16,7,3,29,0,0,0,31,11,0,45,4,3,0,4,5,0,5,8,4,0,12,7,0,0,9,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,4,0,3,3,7,0,9,0,0,0,9,5,0,10,12,9,5,24,3,0,5,30,18,4,50,0,0
UCL213012,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,4,0,5,0,0,0,6,3,11,8,0,15,0,5,0,3,3,3,8,8,22,0,29,0,6,3,10,0,10,10,16,38,0,55,5,19,6,33,0,0,3,35,30,0,63,10,26,4,38,0,0,0,38,45,0,87,8,21,0,32,0,0,0,30,23,0,58,12,12,0,28,0,0,0,28,15,0,37,14,12,0,24,0,0,0,21,7,0,28,7,8,0,16,0,0,0,16,7,0,25,14,6,0,19,0,0,0,19,8,0,33,11,0,0,12,0,0,0,12,6,0,23,5,0,0,12,0,0,0,12,0,0,12,7,0,0,7,0,0,0,7,0,0,7,0,0,0,3,0,0,0,3,0,0,4,16,9,0,27,0,0,0,27,6,0,38,0,4
UCL213013,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,13,0,5,0,8,0,0,0,4,11,0,15,0,4,0,6,4,0,5,13,33,0,48,4,21,9,29,0,3,5,30,29,0,61,8,26,0,35,0,7,10,47,40,0,82,13,29,3,48,0,4,4,48,32,0,79,18,28,0,55,0,0,5,55,27,0,84,15,20,0,44,0,0,0,48,24,0,73,18,9,6,37,0,0,0,40,11,0,51,16,8,0,23,0,0,0,23,10,0,35,35,16,0,47,0,0,0,50,8,0,60,10,0,0,14,0,0,0,14,7,0,16,8,4,0,8,0,0,0,8,0,0,8,0,0,0,6,0,0,0,6,0,0,9,5,3,0,9,0,0,0,9,9,0,13,13,9,3,30,0,0,5,32,13,3,49,4,0
UCL213014,0,0,0,4,0,0,6,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,5,0,0,0,8,11,0,19,0,5,3,10,4,0,4,11,14,0,25,0,14,6,14,0,0,0,18,17,0,37,6,20,4,26,0,0,0,29,23,0,51,18,26,0,43,0,0,0,43,26,0,69,17,27,0,39,0,0,0,36,25,0,62,21,9,3,33,0,0,0,33,14,0,50,13,15,3,27,0,0,0,27,12,0,38,19,6,0,23,0,0,0,24,6,0,26,27,10,0,30,0,0,0,30,4,0,35,10,0,0,7,0,0,0,7,4,0,17,9,0,0,6,0,0,0,6,0,0,12,0,0,0,3,0,0,0,3,0,0,3,4,0,0,3,0,0,0,3,0,0,5,4,4,0,6,0,0,0,7,14,0,21,0,0
UCL213015,0,0,0,0,0,0,0,3,15,0,16,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,3,0,13,0,0,0,0,0,3,3,6,6,0,14,0,3,0,5,0,3,9,10,14,0,25,0,15,4,20,0,5,5,22,36,0,58,8,20,4,29,4,0,4,34,32,0,63,25,28,0,45,0,4,4,50,34,0,86,26,21,5,49,0,0,0,48,24,0,79,26,18,7,51,0,0,0,54,32,0,82,18,11,0,35,0,0,0,33,11,0,46,25,13,0,38,0,0,0,38,11,0,47,34,9,3,44,0,0,0,51,16,0,61,20,5,0,26,0,0,0,26,3,0,31,12,0,0,18,0,0,0,18,4,0,16,0,0,0,6,0,0,0,6,0,0,3,11,0,0,11,0,0,0,11,7,0,13,19,9,3,28,0,4,4,29,9,0,39,3,0
UCL213016,0,0,0,0,0,0,3,4,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,8,0,9,0,3,4,11,12,0,28,0,3,0,6,0,0,0,6,26,0,36,5,29,7,31,3,5,11,44,48,0,86,10,46,5,63,4,0,3,67,47,0,117,14,44,3,60,5,4,6,73,53,0,126,37,36,8,82,4,0,9,93,52,0,140,33,29,4,69,0,0,0,70,33,0,109,26,18,0,44,0,0,0,47,13,0,57,35,14,0,47,0,0,0,47,16,0,63,45,25,6,74,0,0,0,79,18,0,93,18,3,0,17,0,0,0,17,5,0,23,3,4,0,7,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,4,14,4,3,20,0,0,0,19,0,0,19,27,11,0,43,0,4,4,48,24,4,78,0,0
UCL213017,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,3,3,0,3,0,5,0,5,0,0,4,6,8,0,10,0,4,0,4,0,0,0,9,8,0,17,0,6,0,5,0,5,3,13,31,0,46,0,20,4,29,3,0,3,31,28,0,61,11,26,9,38,0,4,0,46,29,0,74,12,38,3,51,0,0,0,56,40,0,92,15,34,0,49,0,0,0,49,44,0,102,32,21,3,60,0,0,0,59,30,0,90,24,19,3,45,0,0,0,45,10,0,55,27,9,0,37,0,0,0,37,5,0,41,55,18,0,76,5,0,5,77,16,0,95,13,7,0,20,0,0,0,20,6,0,26,9,4,0,15,0,0,0,15,0,0,17,3,0,0,3,0,0,0,3,3,0,9,7,6,0,14,0,0,0,14,3,0,14,16,26,4,48,0,0,0,48,15,3,69,0,0
UCL213018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,5,0,3,0,6,0,0,0,3,16,0,24,0,18,5,18,0,0,0,24,16,0,33,3,9,0,17,0,0,3,20,20,0,36,5,17,0,23,0,0,0,27,18,0,46,16,18,0,31,0,0,0,31,13,0,43,11,17,0,23,0,0,0,23,15,0,37,11,9,3,22,0,0,0,22,9,0,33,0,3,0,9,0,0,0,3,3,0,9,14,0,6,18,0,0,0,18,3,0,22,6,0,0,3,0,0,0,3,0,0,6,4,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,0,0,4,3,8,4,16,0,0,0,16,12,0,27,0,0
UCL214001,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,8,0,0,0,0,0,0,0,0,8,0,6,0,5,0,5,3,0,6,8,8,0,14,0,11,0,15,0,0,7,20,20,0,41,0,10,3,16,0,0,4,20,20,0,37,4,16,0,22,6,0,6,30,18,0,44,12,5,0,22,0,0,0,20,23,0,42,17,10,0,31,0,0,0,30,10,0,34,12,12,4,28,0,0,0,25,3,0,28,13,9,0,21,0,0,0,21,3,0,24,12,0,4,19,0,0,0,19,5,0,25,8,6,0,14,0,0,0,14,0,0,14,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,11,0,0,0,11,8,0,21,0,0
UCL214002,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,0,0,4,0,0,0,3,0,0,0,6,3,0,9,0,4,0,10,5,0,5,9,7,0,17,0,12,0,9,0,0,0,9,4,0,19,7,6,0,14,0,0,0,14,9,0,16,15,17,0,28,0,0,0,28,8,0,34,5,12,0,17,0,0,0,17,6,0,20,7,5,0,14,0,0,0,14,5,0,18,5,0,0,8,0,0,0,8,0,0,11,14,6,0,14,0,0,0,14,0,0,18,3,6,0,8,0,0,0,8,0,0,10,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,7,0,8,0,0,0,8,0,0,4,4,0,0,6,0,0,0,6,0,0,9,0,0
UCL214003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,5,8,0,10,0,0,0,0,0,5,5,5,18,0,25,0,8,4,15,0,0,0,14,24,0,33,3,27,0,25,0,0,0,29,24,0,51,10,18,0,30,0,0,0,30,38,0,69,13,14,3,30,0,0,0,33,38,0,68,11,10,0,26,0,0,0,26,11,0,39,7,12,0,22,0,0,0,22,8,0,32,13,3,0,19,0,0,0,19,10,0,24,23,5,5,22,0,0,0,24,9,0,35,11,0,0,8,0,0,0,13,0,0,12,7,0,0,8,0,0,0,8,0,0,8,3,0,0,7,0,0,0,7,0,0,4,6,0,0,6,0,0,0,6,5,0,11,9,8,0,19,0,3,3,23,17,0,40,0,0
