UCL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL221059,270,322,600,22,22,46,6,3,12,21,30,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,32,42,73,0,0,0,0,0,0,59,64,125,18,18,36,353,407,762
UCL221060,246,262,507,5,3,10,0,0,0,19,24,43,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,26,46,0,0,0,0,0,0,26,30,55,19,15,30,283,301,589
UCL221061,295,287,584,20,16,34,0,0,3,22,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,42,0,0,0,0,0,0,44,34,81,29,33,64,369,362,726
UCL221062,368,386,761,18,15,30,0,0,4,26,27,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,62,0,0,0,0,0,0,49,47,95,60,52,111,476,489,966
UCL221063,227,217,443,17,9,26,0,6,6,20,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,40,0,0,0,0,0,0,36,30,63,23,22,47,285,269,561
UCL221064,295,308,607,0,0,4,0,0,0,21,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,0,0,0,0,3,3,22,24,45,13,23,33,333,347,687
UCL221065,222,221,437,8,10,16,0,0,0,13,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,28,0,0,0,0,0,0,23,26,46,15,12,24,258,253,511
UCL221066,300,270,574,4,3,10,5,0,5,40,31,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,77,0,0,0,0,0,0,49,40,87,35,25,61,388,335,721
UCL221067,237,219,454,15,13,30,4,8,14,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,28,0,0,0,0,0,0,31,28,55,36,20,57,302,257,565
UCL221068,206,196,403,11,15,27,0,0,0,17,29,43,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,54,0,3,3,0,0,0,36,52,90,19,20,39,256,275,525
UCL221069,393,351,738,17,15,35,6,3,10,49,47,97,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,54,113,0,0,0,0,0,0,71,75,146,47,42,88,503,467,972
UCL221070,382,410,790,14,26,40,7,5,11,32,23,58,0,6,6,0,0,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,0,47,33,81,8,0,8,5,0,5,79,57,136,36,41,84,495,512,1007
UCL221071,333,333,664,17,28,38,5,0,5,21,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,38,0,0,0,0,0,0,40,45,82,39,35,73,409,408,821
UCL221072,207,210,415,3,3,5,0,0,0,22,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,36,0,0,0,0,0,0,24,18,41,25,29,53,254,258,506
UCL221073,214,221,435,0,5,0,0,0,0,22,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,41,0,0,0,0,0,0,19,22,39,8,11,19,243,253,495
UCL221074,302,329,630,21,24,43,3,4,5,32,40,69,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,46,48,90,3,4,0,0,0,0,64,70,134,32,26,54,401,419,823
UCL221075,329,355,684,18,20,37,0,0,0,23,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,48,3,0,6,0,0,0,48,51,96,29,21,45,404,427,830
UCL221076,373,326,702,8,9,16,0,0,0,49,42,92,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,45,96,5,3,10,0,0,0,65,63,128,37,31,64,471,420,898
UCL221077,265,295,565,10,13,22,0,0,0,20,18,40,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,48,0,0,4,0,0,0,33,42,75,32,32,69,340,377,713
UCL221078,241,213,455,0,0,3,0,0,0,29,26,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,58,0,0,0,0,0,0,37,28,65,14,10,22,289,256,540
UCL221079,257,254,507,10,7,18,0,0,0,16,21,43,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,17,27,47,0,0,0,0,0,0,27,40,62,32,40,70,313,330,648
UCL221080,241,246,487,0,6,10,0,0,7,18,17,36,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,24,44,0,0,0,0,0,0,30,29,55,16,11,22,280,283,564
UCL221081,224,223,446,11,10,18,0,0,0,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,23,0,0,0,0,0,0,29,17,41,22,41,62,273,280,555
UCL221082,298,298,600,4,8,20,5,3,10,85,98,178,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,105,207,0,0,7,0,0,0,105,126,232,42,54,99,448,484,930
UCL221083,427,489,915,25,20,43,11,12,23,25,25,47,4,0,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,38,41,84,0,0,0,0,6,11,70,67,133,24,29,53,519,587,1101
UCL221084,321,317,640,19,26,46,0,0,0,37,34,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,77,0,0,0,0,0,0,60,64,124,26,20,46,409,403,814
UCL222001,127,129,254,0,0,0,0,0,0,15,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,25,0,0,0,0,0,0,15,12,25,0,0,4,143,139,278
UCL222002,179,183,360,3,7,4,0,0,0,10,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,22,0,0,0,0,0,0,16,17,29,14,8,20,204,204,412
UCL222003,146,128,276,7,0,8,0,0,0,15,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,35,0,0,0,0,0,0,22,20,36,16,8,25,186,158,339
UCL222004,5,6,16,0,0,0,4,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,3,8,6,4,13,20,13,30
UCL222005,93,88,180,5,4,9,0,0,0,13,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,19,0,0,0,0,0,0,13,9,25,3,9,14,108,107,216
UCL222006,174,172,347,3,0,0,0,12,11,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,22,0,0,3,0,0,0,16,14,33,4,10,17,191,204,391
UCL222007,91,90,181,0,3,4,0,0,0,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,0,0,0,7,7,13,6,5,5,104,100,198
UCL222008,162,146,308,9,5,18,0,0,0,14,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,23,0,0,0,0,0,0,24,21,41,16,12,27,194,182,379
UCL222009,143,137,277,10,3,11,0,0,0,5,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,18,0,0,0,0,0,0,10,11,29,16,16,29,170,166,334
UCL222010,147,154,302,0,0,0,0,0,0,11,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,29,0,0,0,0,0,0,15,12,27,13,12,27,172,184,356
UCL222011,155,158,310,5,3,6,0,0,0,6,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,22,0,0,0,0,0,0,17,11,27,10,6,10,177,177,347
UCL222012,163,154,319,12,6,22,0,0,0,18,22,39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,37,0,0,0,0,0,0,26,31,59,15,11,26,201,200,404
UCL222013,93,100,195,0,0,7,0,0,0,6,7,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,0,0,0,11,14,20,14,10,28,124,125,245
UCL222014,182,171,356,0,0,0,0,0,0,10,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,18,0,0,0,0,0,0,10,12,18,17,7,19,203,190,394
UCL222015,175,169,341,7,4,7,0,0,0,7,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,0,0,0,0,0,0,9,8,25,14,9,19,195,187,386
UCL222016,107,100,210,0,3,4,0,0,0,6,5,13,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17,0,0,0,0,0,0,11,10,19,10,3,16,133,113,244
UCL222017,80,73,148,3,5,4,0,0,0,8,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,0,0,3,0,0,0,7,16,25,11,14,21,97,100,195
UCL222018,31,29,54,5,4,12,0,0,0,9,12,28,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,41,0,0,0,0,0,0,27,24,47,14,7,20,67,57,127
UCL222019,172,162,335,9,5,11,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,6,8,20,12,9,30,193,184,380
UCL222020,107,121,225,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,3,7,11,10,10,23,124,139,260
UCL222021,123,124,252,0,3,3,0,0,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,0,0,0,8,10,19,19,11,30,156,143,304
UCL222022,120,119,241,3,0,4,4,0,4,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,11,3,11,12,7,19,137,133,274
UCL222023,199,203,402,0,0,0,0,0,0,17,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,32,0,0,0,0,7,0,23,15,38,15,21,39,236,242,475
UCL222024,73,68,141,8,12,24,3,4,14,24,21,41,3,8,14,0,0,7,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,42,37,73,4,4,9,0,8,5,55,56,115,37,27,65,171,149,321
UCL222025,70,85,155,6,0,10,0,0,3,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,0,0,0,0,0,0,13,9,21,14,12,30,99,107,207
UCL222026,154,135,287,0,0,0,0,0,0,17,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,35,0,0,0,0,0,0,18,16,32,5,5,3,171,158,327
UCL222027,129,147,278,0,0,0,3,0,3,14,12,26,0,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,15,18,39,0,0,0,0,0,0,17,26,39,14,16,35,160,188,351
UCL222028,137,144,280,0,0,0,0,0,0,4,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,0,0,0,0,0,0,4,10,12,13,16,26,159,168,321
UCL222029,90,90,171,7,0,6,0,0,0,5,3,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,0,0,0,0,9,11,15,9,5,18,103,98,206
UCL222030,86,102,184,0,3,4,0,0,0,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,0,0,0,0,0,0,9,12,20,10,18,31,100,134,233
UCL222031,122,113,233,6,4,7,0,10,8,13,5,24,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,31,0,0,0,0,0,0,20,18,43,14,16,23,155,143,299
UCL222032,127,115,234,7,6,17,4,0,5,21,20,45,0,0,0,4,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,25,56,0,3,3,0,0,0,37,33,76,32,17,48,196,163,358
UCL222033,125,114,240,5,7,15,0,3,9,15,21,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43,0,0,0,0,0,0,26,33,59,29,22,50,183,168,349
UCL222034,147,122,269,3,0,7,0,0,0,11,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,25,0,0,0,0,0,0,16,19,32,19,12,28,176,153,331
UCL222035,130,132,262,11,4,15,0,0,3,6,6,15,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,28,0,0,0,0,0,0,30,17,46,14,3,17,170,154,322
UCL222036,84,90,165,0,5,0,0,6,5,9,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30,0,0,0,4,0,4,21,16,36,21,13,35,124,113,240
UCL222037,102,115,223,0,0,0,0,0,0,5,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,19,0,0,0,0,0,0,5,17,18,3,3,12,116,133,249
UCL222038,111,89,207,0,0,0,0,0,0,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,0,0,0,0,0,0,5,10,18,3,4,5,121,99,221
UCL222039,123,137,257,0,4,5,0,3,3,7,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,25,0,0,0,0,0,0,17,14,30,13,4,22,151,164,308
UCL222040,186,177,363,5,9,19,0,0,0,16,19,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,21,41,0,0,0,0,0,0,27,26,56,18,10,28,233,218,450
UCL222041,112,112,223,0,4,3,0,0,0,17,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,27,0,0,0,0,0,0,21,16,34,3,3,8,134,136,269
UCL222042,111,103,212,0,0,0,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,8,9,13,12,10,20,126,118,247
UCL222043,164,170,337,11,9,14,0,0,0,13,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,11,23,34,0,0,0,0,6,6,24,31,55,15,14,28,201,214,418
UCL222044,121,118,241,0,5,7,0,0,3,12,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,27,0,0,0,0,0,0,18,19,36,23,18,39,162,153,321
UCL222045,124,113,235,4,4,3,0,0,0,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,20,0,0,0,0,0,0,13,9,26,18,16,30,155,142,287
UCL222046,148,159,307,4,0,8,0,0,0,13,15,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,11,29,0,0,0,0,0,0,16,18,37,21,30,45,188,201,391
UCL222047,93,92,181,0,0,0,5,0,3,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,0,4,0,0,0,6,9,18,6,4,11,100,103,204
UCL222048,82,83,170,4,4,6,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,3,11,19,4,0,6,94,101,193
UCL222049,103,118,215,4,4,13,0,0,3,13,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,29,0,0,0,0,0,0,24,20,44,3,5,10,128,145,272
UCL222050,197,200,391,11,8,18,3,0,3,14,14,26,0,4,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,11,18,30,0,0,0,0,0,0,27,24,49,23,23,45,238,246,486
UCL222051,196,169,366,13,8,16,0,0,0,12,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26,0,0,0,0,0,0,26,23,50,14,20,33,233,214,448
UCL222052,164,161,323,3,6,8,0,0,0,26,21,48,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,54,0,0,0,0,0,0,34,27,59,10,13,20,200,203,408
UCL222053,185,168,349,10,7,22,0,0,0,16,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,35,4,0,4,0,0,0,32,24,55,22,19,45,241,211,454
UCL222054,106,115,217,0,0,3,7,4,7,12,12,26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,33,0,0,0,0,0,0,18,23,43,0,3,11,127,143,267
UCL222055,166,179,345,0,0,0,0,0,0,17,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,24,0,0,0,0,0,0,19,9,27,20,23,46,207,213,418
UCL222056,59,38,93,9,4,11,9,4,13,25,30,56,3,8,12,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,35,51,87,5,0,11,0,0,3,54,55,112,54,68,125,165,166,327
UCL222057,141,126,270,0,0,0,0,0,0,6,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,20,0,0,0,0,0,0,8,10,14,15,5,25,167,145,311
UCL222058,32,23,51,4,5,10,0,0,0,13,14,26,6,0,7,0,0,0,4,0,7,3,0,5,0,0,0,0,0,0,0,0,0,26,18,42,0,0,0,0,0,0,28,23,51,11,13,22,76,58,128
UCL222059,83,82,166,3,4,3,0,0,6,8,8,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,20,0,0,0,0,0,0,7,17,24,4,9,13,103,100,207
UCL222060,94,81,170,0,5,8,0,0,0,5,0,7,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,3,0,3,0,0,0,13,12,21,10,10,18,115,95,214
UCL222061,101,103,204,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,7,8,16,110,114,220
UCL222062,147,183,326,8,9,15,0,0,0,10,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28,0,0,3,0,0,0,22,22,43,20,28,44,188,230,419
UCL222063,168,183,353,8,13,18,0,0,0,19,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,45,0,0,0,0,0,0,31,31,69,22,17,29,216,234,455
UCL222064,102,131,232,9,7,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,7,12,12,12,27,124,145,272
UCL222065,88,81,174,8,4,17,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,11,4,18,11,7,14,109,91,204
UCL222066,107,103,212,7,5,17,0,0,0,0,0,5,3,3,10,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,10,9,16,0,0,0,0,0,0,16,16,28,11,11,24,139,135,273
UCL222067,88,89,179,3,3,5,0,3,3,8,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,0,0,0,0,0,0,7,16,26,23,12,38,114,124,238
UCL222068,84,82,165,0,5,5,0,0,0,8,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,0,0,0,0,0,0,8,7,21,12,4,11,97,99,199
UCL222069,216,206,417,0,6,6,0,0,0,11,10,23,3,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,32,0,0,0,0,0,0,19,13,41,17,10,30,254,234,488
UCL222070,87,88,177,0,0,5,0,0,0,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,25,0,0,0,0,0,0,15,18,27,10,0,11,110,108,214
UCL222071,145,153,299,6,3,10,0,0,0,18,31,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,49,0,0,0,0,0,0,24,33,60,20,12,35,192,199,384
UCL222072,124,117,240,11,10,20,0,0,0,18,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,31,0,0,0,0,4,0,29,28,54,26,21,48,179,166,340
UCL222073,89,97,185,8,4,12,0,0,0,5,8,13,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,21,0,0,0,6,0,4,17,22,37,9,0,8,118,112,229
UCL222074,98,80,176,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,7,15,9,30,114,96,208
UCL222075,199,197,393,3,0,5,0,0,4,15,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,39,0,0,0,0,0,0,24,21,39,21,23,44,244,237,479
UCL222076,162,199,361,3,10,17,3,0,3,18,11,23,3,0,5,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,8,38,4,0,7,0,0,0,33,24,54,30,25,56,227,242,472
UCL222077,202,203,403,6,5,10,0,0,0,11,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,35,0,0,0,0,0,0,19,25,42,25,17,39,246,243,485
UCL222078,120,114,234,3,3,3,0,0,0,12,10,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,26,0,0,0,0,0,0,21,11,26,12,7,20,149,131,280
UCL222079,204,204,403,0,3,4,0,0,0,7,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,28,0,0,0,0,0,0,13,22,34,10,10,16,229,230,453
UCL222080,141,150,287,8,6,12,0,0,0,9,13,20,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,21,0,0,0,0,0,0,20,19,39,15,9,22,172,180,350
UCL222081,99,84,184,8,14,28,0,0,0,7,7,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,16,0,0,0,0,0,0,22,27,40,18,8,26,135,116,254
UCL222082,88,79,163,4,6,10,0,0,0,9,10,18,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,24,0,0,0,0,0,0,24,20,44,16,16,31,122,112,239
UCL222083,103,93,198,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,9,7,13,4,5,8,108,108,220
UCL222084,175,185,357,3,0,3,0,0,0,17,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,42,0,0,0,0,0,0,18,24,47,29,34,64,232,240,470
UCL222085,118,112,231,5,5,11,0,0,0,22,27,51,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,25,34,57,0,0,0,0,0,0,33,39,70,6,6,12,155,159,312
UCL222086,164,152,316,0,0,4,0,0,0,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24,0,0,0,0,0,0,11,12,29,21,12,33,198,185,374
UCL222087,194,201,395,10,8,15,0,0,0,15,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,36,0,0,0,0,0,0,25,26,56,18,22,33,234,247,480
UCL222088,121,95,214,4,0,4,0,0,0,4,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,21,0,0,0,5,0,5,11,11,25,14,18,32,141,125,271
UCL222089,82,81,170,0,0,0,0,0,0,14,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24,0,0,0,0,0,0,14,14,29,7,3,8,104,103,204
UCL222090,106,83,190,0,0,3,0,0,0,7,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,0,0,0,0,0,0,6,5,12,22,14,34,131,108,243
UCL222091,169,178,345,0,3,3,0,0,3,15,13,25,0,0,0,0,3,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,21,20,35,0,0,0,0,0,0,22,20,40,13,9,21,199,202,402
