UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL215044,..,0,31,48,59,66,60,34,8,306,..,8,28,22,9,12,5,0,0,81,..,0,3,3,7,4,0,0,0,14,177,..,..,..,..,..,..,..,..,177,..,32,..,..,..,..,..,..,..,32,..,24,12,0,4,0,0,0,0,48,..,6,0,0,0,0,8,0,0,19,..,0,0,0,0,0,0,0,0,0,..,3,0,5,0,0,0,0,0,6,..,0,6,8,11,17,16,11,0,68,0,0,3,0,0,0,0,0,0,7,177,79,81,88,96,98,96,44,9,767,..,0,47,58,55,70,57,23,3,314,..,14,41,15,14,8,6,0,0,99,..,0,13,19,13,4,0,5,6,56,174,..,..,..,..,..,..,..,..,174,..,38,..,..,..,..,..,..,..,38,..,26,6,0,0,0,0,0,0,30,..,0,0,0,0,4,3,9,4,17,..,5,0,0,0,0,0,0,0,3
UCL215045,..,0,47,66,108,112,150,86,35,601,..,21,60,35,15,25,12,0,5,180,..,0,3,6,10,9,0,0,0,35,338,..,..,..,..,..,..,..,..,338,..,74,..,..,..,..,..,..,..,74,..,75,39,19,8,0,0,0,0,144,..,12,3,7,5,10,3,0,0,44,..,6,8,3,0,0,0,0,0,15,..,13,21,6,8,4,11,0,0,56,..,3,13,4,27,43,51,33,9,192,5,0,3,6,0,4,3,0,0,23,338,202,203,157,183,210,236,125,49,1709,..,0,60,91,121,124,133,70,15,618,..,28,74,30,25,17,6,8,0,185,..,8,28,35,47,25,8,6,5,160,295,..,..,..,..,..,..,..,..,295,..,61,..,..,..,..,..,..,..,61,..,38,23,7,4,0,0,0,0,80,..,5,6,0,0,7,7,5,0,29,..,5,0,3,5,6,0,0,0,14
UCL215046,..,0,31,51,39,56,64,25,0,271,..,10,46,26,19,10,6,0,0,120,..,0,0,0,8,5,0,0,0,10,144,..,..,..,..,..,..,..,..,144,..,35,..,..,..,..,..,..,..,35,..,37,13,10,0,0,0,0,0,65,..,5,0,0,0,3,7,0,0,17,..,3,0,0,0,0,0,0,0,8,..,0,0,0,5,4,5,0,0,11,..,0,3,11,5,16,18,13,0,69,3,0,0,4,0,0,3,0,0,9,143,83,99,104,78,101,96,41,0,753,..,0,36,58,49,64,60,15,0,283,..,17,43,22,22,11,0,0,0,114,..,0,12,14,16,23,8,3,0,73,190,..,..,..,..,..,..,..,..,190,..,32,..,..,..,..,..,..,..,32,..,27,11,5,3,0,0,0,0,44,..,4,0,0,0,8,0,0,0,18,..,4,0,0,0,0,0,0,0,5
UCL215047,..,0,69,73,51,61,55,20,3,326,..,14,90,30,24,13,3,5,3,185,..,0,3,4,0,5,0,0,0,21,228,..,..,..,..,..,..,..,..,228,..,40,..,..,..,..,..,..,..,40,..,43,17,5,5,4,0,0,0,74,..,4,5,0,5,3,0,0,0,17,..,0,0,0,0,3,3,0,0,6,..,0,5,3,0,0,0,0,0,12,..,0,15,7,15,21,11,5,3,80,0,0,10,3,0,0,6,0,0,10,227,102,205,122,105,100,84,37,8,1000,..,0,81,65,65,54,50,11,3,336,..,31,85,32,29,12,0,3,0,188,..,0,8,14,16,4,0,4,4,59,235,..,..,..,..,..,..,..,..,235,..,46,..,..,..,..,..,..,..,46,..,30,11,0,0,0,0,0,0,51,..,0,3,0,0,0,0,8,0,15,..,0,0,0,0,0,0,0,0,3
UCL215048,..,0,53,52,38,41,41,30,9,254,..,12,48,26,15,10,6,0,0,118,..,0,7,9,3,6,0,0,0,24,203,..,..,..,..,..,..,..,..,203,..,29,..,..,..,..,..,..,..,29,..,35,17,9,4,0,0,0,0,68,..,6,6,4,4,5,0,6,0,31,..,4,6,3,0,0,0,0,0,10,..,0,10,0,0,10,0,0,0,14,..,6,10,14,20,23,10,8,0,96,0,3,0,3,0,0,0,0,0,12,207,97,152,119,82,94,64,37,12,860,..,3,55,50,35,45,44,18,4,252,..,17,56,23,11,10,4,0,0,121,..,0,29,28,13,11,5,4,0,92,218,..,..,..,..,..,..,..,..,218,..,30,..,..,..,..,..,..,..,30,..,23,9,5,0,0,0,0,0,42,..,3,3,3,0,0,3,5,0,26,..,0,0,0,0,0,0,0,0,3
UCL215049,..,0,9,21,26,42,58,30,8,194,..,0,11,9,0,7,13,3,0,44,..,0,0,3,3,3,0,0,0,12,57,..,..,..,..,..,..,..,..,57,..,23,..,..,..,..,..,..,..,23,..,8,9,0,3,0,0,0,0,17,..,5,0,0,0,4,0,0,0,14,..,0,9,0,0,0,0,0,0,10,..,9,22,4,4,4,0,0,0,37,..,3,10,6,5,20,23,9,0,79,0,3,7,0,0,0,8,4,0,26,57,51,69,47,50,84,106,47,9,519,..,0,12,25,24,48,60,21,6,196,..,3,16,4,6,7,8,0,0,47,..,0,0,0,6,10,0,4,0,24,44,..,..,..,..,..,..,..,..,44,..,15,..,..,..,..,..,..,..,15,..,6,12,3,0,3,0,0,0,22,..,0,0,0,0,0,0,0,0,4,..,0,6,0,0,0,0,0,0,5
UCL215050,..,0,15,122,131,147,135,60,6,620,..,0,24,28,39,20,15,4,0,134,..,0,0,0,9,3,0,0,0,13,324,..,..,..,..,..,..,..,..,324,..,92,..,..,..,..,..,..,..,92,..,43,23,4,11,0,0,0,0,78,..,0,5,4,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,4,9,3,0,23,..,0,4,5,17,25,21,13,3,88,0,3,0,0,3,10,5,0,0,22,324,142,74,167,213,213,182,89,12,1411,..,0,19,133,144,139,135,42,3,611,..,4,24,36,34,11,7,5,0,123,..,0,4,8,17,11,5,6,0,55,255,..,..,..,..,..,..,..,..,255,..,81,..,..,..,..,..,..,..,81,..,13,17,0,3,0,0,0,0,34,..,4,0,0,0,3,3,0,3,21,..,0,0,0,5,0,0,0,0,5
UCL215051,..,4,59,124,95,142,177,102,32,734,..,25,74,29,26,23,17,3,0,204,..,0,4,12,13,8,5,0,5,42,419,..,..,..,..,..,..,..,..,419,..,67,..,..,..,..,..,..,..,67,..,69,28,14,17,3,0,0,0,133,..,11,4,0,5,4,4,0,0,26,..,3,0,0,0,5,0,0,0,14,..,4,13,6,0,5,5,0,0,36,..,8,36,34,34,57,61,36,13,271,11,6,8,3,4,7,10,3,0,43,425,204,236,220,187,245,275,142,45,1987,..,4,91,138,107,155,157,94,14,758,..,46,59,28,28,26,18,3,0,208,..,3,29,55,41,17,14,6,4,186,372,..,..,..,..,..,..,..,..,372,..,86,..,..,..,..,..,..,..,86,..,53,19,8,0,0,0,0,0,88,..,9,0,4,3,7,3,6,3,36,..,6,6,0,0,0,0,0,0,8
UCL215052,..,0,14,15,28,46,73,38,12,227,..,4,14,12,17,27,20,5,0,96,..,0,0,0,4,3,6,0,0,16,60,..,..,..,..,..,..,..,..,60,..,14,..,..,..,..,..,..,..,14,..,16,10,4,6,0,0,0,0,40,..,6,3,0,5,5,6,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,5,16,5,0,21,..,0,3,3,17,27,45,25,3,121,0,0,0,5,0,0,0,0,0,5,60,43,40,37,74,114,151,78,19,620,..,0,16,22,30,57,74,31,3,234,..,5,9,9,22,22,21,0,0,90,..,0,4,8,10,6,3,0,4,36,60,..,..,..,..,..,..,..,..,60,..,19,..,..,..,..,..,..,..,19,..,15,0,6,3,0,0,0,0,25,..,0,3,0,3,3,6,0,0,19,..,0,3,0,0,0,0,0,0,5
UCL215053,..,0,39,109,107,122,149,90,12,632,..,9,73,44,33,17,14,8,0,204,..,0,6,11,8,8,4,0,0,31,338,..,..,..,..,..,..,..,..,338,..,46,..,..,..,..,..,..,..,46,..,56,17,9,5,15,0,0,0,100,..,0,6,0,5,5,8,0,4,24,..,3,7,0,6,0,0,0,0,23,..,14,17,5,0,6,6,9,0,58,..,9,18,22,30,47,30,27,13,197,3,9,5,6,0,5,7,3,0,44,342,140,197,202,196,225,220,140,29,1692,..,0,57,130,101,153,129,68,4,645,..,19,77,47,28,27,14,3,0,208,..,5,17,37,40,24,9,11,9,139,349,..,..,..,..,..,..,..,..,349,..,50,..,..,..,..,..,..,..,50,..,23,14,4,3,4,0,0,0,47,..,0,3,0,0,7,5,4,0,27,..,0,6,0,0,0,0,0,0,7
UCL215054,..,0,30,38,41,60,68,36,11,284,..,13,36,15,8,10,3,4,0,92,..,0,0,0,8,8,0,0,0,22,174,..,..,..,..,..,..,..,..,174,..,19,..,..,..,..,..,..,..,19,..,31,17,7,0,4,0,0,0,63,..,9,11,0,6,0,0,0,0,23,..,0,5,0,6,7,0,0,0,13,..,3,5,0,8,6,7,0,0,21,..,3,17,11,31,36,27,16,6,143,4,9,5,0,0,0,4,0,0,22,176,88,124,78,109,123,113,59,15,883,..,4,39,37,49,80,55,29,3,289,..,10,34,18,10,8,7,3,0,99,..,6,25,27,27,12,4,4,0,92,170,..,..,..,..,..,..,..,..,170,..,34,..,..,..,..,..,..,..,34,..,24,8,0,0,0,0,0,0,35,..,4,0,0,4,4,4,5,0,20,..,0,0,0,0,0,0,0,0,4
UCL215055,..,0,9,29,29,80,129,72,9,351,..,0,6,16,5,25,23,5,0,88,..,0,3,0,0,0,0,0,0,8,80,..,..,..,..,..,..,..,..,80,..,17,..,..,..,..,..,..,..,17,..,17,8,3,3,0,0,0,0,34,..,0,7,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,8,..,0,7,4,12,20,40,11,5,101,5,0,3,0,0,0,7,3,0,22,81,37,45,49,67,135,203,94,12,724,..,0,11,33,46,107,118,41,3,359,..,0,8,13,16,26,20,4,0,87,..,0,7,11,12,3,0,3,0,31,92,..,..,..,..,..,..,..,..,92,..,20,..,..,..,..,..,..,..,20,..,11,6,6,0,4,0,0,0,19,..,0,4,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,4
UCL215056,..,0,33,32,28,33,34,6,5,175,..,4,31,13,14,10,9,0,0,82,..,0,0,3,9,10,0,0,4,34,129,..,..,..,..,..,..,..,..,129,..,32,..,..,..,..,..,..,..,32,..,31,22,6,10,0,0,0,0,77,..,0,4,3,4,3,5,0,0,21,..,0,6,0,0,0,0,0,0,9,..,0,3,6,9,8,5,0,0,24,..,3,9,12,19,37,18,9,7,118,5,6,4,3,0,0,0,0,0,20,131,72,109,86,98,102,72,20,14,708,..,0,33,45,30,35,25,11,0,179,..,11,37,14,12,9,3,0,0,81,..,0,3,24,19,20,13,5,8,85,124,..,..,..,..,..,..,..,..,124,..,37,..,..,..,..,..,..,..,37,..,18,4,3,3,7,3,0,0,38,..,0,0,0,0,4,0,3,3,18,..,0,4,0,0,0,0,0,0,3
UCL215057,..,0,19,47,62,60,57,37,5,290,..,5,19,19,16,17,12,3,0,89,..,0,0,0,3,0,0,0,0,9,165,..,..,..,..,..,..,..,..,165,..,51,..,..,..,..,..,..,..,51,..,24,16,3,0,0,0,0,0,43,..,0,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,4,12,14,23,21,17,3,94,4,3,0,0,0,0,0,0,0,15,170,85,63,84,103,109,89,58,11,774,..,0,33,50,59,58,53,31,4,288,..,3,22,17,18,12,8,5,0,91,..,0,9,22,14,5,6,0,0,57,144,..,..,..,..,..,..,..,..,144,..,42,..,..,..,..,..,..,..,42,..,11,7,5,3,3,0,0,0,22,..,0,0,0,0,0,4,0,0,7,..,3,0,0,0,0,0,0,0,4
UCL215058,..,0,8,23,29,35,45,42,3,182,..,5,18,4,9,5,3,0,0,43,..,0,0,0,3,0,6,0,0,10,99,..,..,..,..,..,..,..,..,99,..,13,..,..,..,..,..,..,..,13,..,13,7,0,4,0,0,0,0,27,..,5,0,0,0,0,3,0,0,8,..,0,0,0,0,0,0,0,0,7,..,7,0,0,0,3,0,0,0,9,..,0,6,8,13,22,18,9,6,78,0,0,0,0,0,0,3,0,0,7,101,46,40,43,67,65,79,48,11,492,..,0,14,22,29,42,48,25,0,187,..,11,16,9,6,12,5,0,0,47,..,0,13,10,17,6,0,4,6,46,75,..,..,..,..,..,..,..,..,75,..,26,..,..,..,..,..,..,..,26,..,5,7,0,0,0,0,0,0,18,..,0,5,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0
UCL215059,..,0,23,65,61,72,108,55,12,389,..,4,27,20,31,17,15,4,0,115,..,0,0,0,9,0,0,0,4,18,167,..,..,..,..,..,..,..,..,167,..,46,..,..,..,..,..,..,..,46,..,24,8,0,0,3,3,0,0,41,..,3,3,0,0,0,3,0,0,5,..,0,6,0,0,0,0,0,0,6,..,5,17,0,0,3,6,0,0,31,..,0,18,20,14,30,41,21,9,158,8,0,3,3,3,4,3,4,0,27,170,81,105,119,119,131,181,82,22,1010,..,0,33,69,65,73,103,30,6,387,..,8,36,25,25,19,6,6,0,125,..,0,3,14,16,10,3,4,4,49,149,..,..,..,..,..,..,..,..,149,..,41,..,..,..,..,..,..,..,41,..,3,4,0,3,4,0,0,0,19,..,3,0,0,0,4,0,5,0,14,..,3,0,0,4,0,0,0,0,5
UCL215060,..,0,34,64,76,111,108,65,34,497,..,15,50,34,22,13,4,8,0,139,..,0,0,3,10,7,0,5,0,27,228,..,..,..,..,..,..,..,..,228,..,51,..,..,..,..,..,..,..,51,..,43,22,9,3,4,0,0,0,84,..,0,3,4,5,4,5,0,0,20,..,0,0,0,0,5,0,0,0,9,..,8,5,4,0,4,3,0,0,36,..,6,14,21,26,36,41,19,9,161,0,0,5,0,0,3,3,0,3,22,230,125,136,142,142,191,163,99,49,1268,..,0,42,76,87,123,97,60,6,496,..,20,46,30,28,8,7,6,0,148,..,7,14,26,26,12,0,3,3,99,207,..,..,..,..,..,..,..,..,207,..,46,..,..,..,..,..,..,..,46,..,29,10,6,0,6,0,0,0,52,..,0,5,0,0,10,7,0,0,20,..,3,7,0,0,0,0,0,0,8
UCL215061,..,0,27,52,40,64,89,49,14,337,..,7,26,16,14,23,11,4,0,103,..,0,0,0,3,0,4,0,0,14,140,..,..,..,..,..,..,..,..,140,..,21,..,..,..,..,..,..,..,21,..,30,13,6,3,3,0,0,0,57,..,3,0,0,4,5,5,0,0,18,..,8,0,3,0,0,0,0,0,15,..,7,7,6,6,9,0,0,0,33,..,0,15,14,12,31,55,20,9,152,6,4,0,6,5,0,6,0,0,24,145,76,95,94,84,145,165,78,23,903,..,0,35,52,49,87,85,38,0,345,..,12,25,19,21,9,10,6,0,101,..,9,13,10,16,11,9,4,0,66,146,..,..,..,..,..,..,..,..,146,..,26,..,..,..,..,..,..,..,26,..,24,3,4,4,0,0,0,0,42,..,0,0,0,3,3,6,0,5,14,..,0,0,0,0,0,0,0,0,3
UCL215062,..,3,14,35,33,48,55,22,13,220,..,7,23,16,10,4,3,4,0,72,..,0,0,3,4,3,5,0,4,16,128,..,..,..,..,..,..,..,..,128,..,30,..,..,..,..,..,..,..,30,..,42,13,6,3,0,0,0,0,69,..,7,0,0,0,4,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,6,4,0,5,8,0,0,19,..,0,10,10,16,34,27,20,6,124,0,0,0,0,0,0,3,0,0,9,128,84,68,77,76,98,101,56,23,715,..,3,22,41,31,51,47,27,7,221,..,6,22,13,10,3,5,0,0,68,..,0,6,7,19,11,6,4,3,63,93,..,..,..,..,..,..,..,..,93,..,39,..,..,..,..,..,..,..,39,..,24,3,0,3,0,0,0,0,35,..,0,0,0,0,4,5,5,0,17,..,3,4,0,0,0,0,0,0,3
UCL215063,..,0,22,29,39,40,50,33,5,218,..,0,19,10,3,9,0,0,0,48,..,0,0,0,3,3,3,0,0,8,107,..,..,..,..,..,..,..,..,107,..,24,..,..,..,..,..,..,..,24,..,20,9,4,0,0,0,0,0,38,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,4,..,0,8,0,5,19,14,10,0,53,0,0,0,0,0,0,0,0,0,9,107,51,55,46,52,70,81,40,5,508,..,0,25,28,33,39,51,26,0,221,..,5,22,8,0,6,7,0,0,50,..,0,4,6,0,0,0,0,0,21,83,..,..,..,..,..,..,..,..,83,..,27,..,..,..,..,..,..,..,27,..,9,6,0,0,0,0,0,0,19,..,3,0,0,0,0,5,0,5,10,..,0,0,0,0,0,0,0,0,5
UCL215064,..,0,41,45,59,61,59,59,18,347,..,6,26,17,8,7,0,0,0,71,..,0,3,0,7,3,4,0,0,16,134,..,..,..,..,..,..,..,..,134,..,29,..,..,..,..,..,..,..,29,..,33,20,5,3,0,0,0,0,67,..,5,9,5,0,4,4,0,0,37,..,0,3,0,0,0,0,0,0,4,..,14,12,4,3,3,7,4,0,48,..,9,10,8,14,31,18,14,13,116,6,0,5,0,0,0,0,0,0,6,130,105,126,85,97,111,93,78,34,868,..,0,51,50,66,59,68,53,11,340,..,14,25,11,13,8,0,0,0,66,..,0,17,10,12,6,6,6,0,49,136,..,..,..,..,..,..,..,..,136,..,29,..,..,..,..,..,..,..,29,..,17,12,4,4,0,0,0,0,36,..,0,3,3,0,3,0,0,4,23,..,0,3,0,0,0,0,0,0,3
UCL215065,..,5,44,61,87,110,149,106,37,598,..,23,46,31,16,23,11,0,8,151,..,3,0,10,13,8,0,5,4,42,267,..,..,..,..,..,..,..,..,267,..,55,..,..,..,..,..,..,..,55,..,57,33,12,14,4,0,0,0,128,..,9,5,0,8,10,3,3,6,37,..,5,8,0,5,4,0,0,0,19,..,8,15,0,8,11,7,6,0,51,..,3,26,25,37,56,55,35,22,257,3,0,3,0,0,3,4,0,0,15,268,164,183,146,180,223,232,159,64,1617,..,3,57,62,104,126,149,84,16,607,..,25,42,31,17,20,12,8,0,149,..,8,21,43,37,25,10,12,3,158,255,..,..,..,..,..,..,..,..,255,..,72,..,..,..,..,..,..,..,72,..,36,14,9,7,3,0,0,0,68,..,5,5,0,0,10,4,4,0,30,..,3,3,0,0,0,0,0,0,14
UCL215066,..,0,20,22,32,72,74,54,11,285,..,8,21,13,14,17,4,4,0,82,..,0,0,0,5,0,0,0,5,19,137,..,..,..,..,..,..,..,..,137,..,25,..,..,..,..,..,..,..,25,..,28,13,3,5,4,0,0,0,54,..,0,0,0,3,0,4,0,0,10,..,0,0,0,0,0,0,0,0,5,..,0,0,5,0,7,7,5,0,23,..,6,7,15,21,46,62,30,11,201,0,3,3,3,3,0,4,0,0,29,138,76,64,64,93,158,158,93,21,871,..,0,20,33,41,76,61,42,9,287,..,9,24,14,16,15,8,5,0,88,..,3,13,23,14,8,6,3,5,74,131,..,..,..,..,..,..,..,..,131,..,17,..,..,..,..,..,..,..,17,..,20,10,4,3,0,0,0,0,38,..,3,3,0,3,4,4,6,0,26,..,0,0,0,0,0,0,0,0,0
UCL215067,..,0,19,22,24,28,36,28,6,167,..,0,19,5,8,5,6,0,0,42,..,0,0,0,3,0,4,0,0,8,52,..,..,..,..,..,..,..,..,52,..,14,..,..,..,..,..,..,..,14,..,15,5,5,0,5,0,0,0,31,..,0,0,0,0,4,4,0,0,9,..,0,5,0,0,0,0,0,0,5,..,0,3,3,0,0,3,0,0,13,..,4,14,12,11,16,23,14,7,100,0,0,0,3,0,0,3,3,0,16,52,48,59,47,49,56,73,46,15,455,..,0,18,24,27,39,45,15,0,170,..,0,13,7,7,3,3,0,0,39,..,4,8,5,10,0,5,0,0,21,72,..,..,..,..,..,..,..,..,72,..,12,..,..,..,..,..,..,..,12,..,3,0,6,0,0,0,0,0,10,..,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,3
UCL215068,..,0,17,39,69,143,243,181,38,735,..,10,30,11,31,30,40,15,3,167,..,0,4,5,6,0,4,0,0,19,128,..,..,..,..,..,..,..,..,128,..,26,..,..,..,..,..,..,..,26,..,50,23,10,7,12,0,0,0,100,..,3,5,0,0,0,5,3,0,16,..,0,0,6,0,0,0,0,0,8,..,4,0,3,4,11,4,9,0,35,..,0,7,14,22,37,90,51,7,235,0,0,0,0,0,5,0,7,0,17,128,93,91,87,135,238,391,262,62,1490,..,0,27,49,82,178,248,135,29,742,..,13,23,11,36,32,35,7,0,170,..,5,12,19,36,16,6,4,9,95,170,..,..,..,..,..,..,..,..,170,..,31,..,..,..,..,..,..,..,31,..,26,14,7,5,0,6,0,0,53,..,7,0,0,3,4,5,4,9,33,..,4,0,0,0,0,0,0,0,7
UCL215069,..,0,21,116,89,118,197,93,19,649,..,5,32,31,16,22,12,4,0,121,..,0,0,0,6,5,0,3,3,17,279,..,..,..,..,..,..,..,..,279,..,55,..,..,..,..,..,..,..,55,..,33,16,6,9,3,0,0,0,69,..,6,0,0,0,3,4,0,0,23,..,4,0,3,0,0,0,0,0,7,..,0,12,0,3,3,3,0,0,23,..,0,10,10,20,28,29,27,13,144,0,0,4,6,10,3,3,0,5,37,281,103,96,180,150,184,249,134,38,1421,..,0,45,109,101,140,190,74,9,665,..,6,36,31,23,14,14,0,0,122,..,0,12,26,25,16,3,7,6,93,273,..,..,..,..,..,..,..,..,273,..,63,..,..,..,..,..,..,..,63,..,24,5,8,4,4,0,0,0,46,..,5,3,0,0,6,8,3,7,30,..,0,0,0,0,0,0,0,0,5
UCL215070,..,4,44,73,65,86,83,52,10,416,..,17,42,28,20,10,7,4,0,133,..,0,0,5,7,5,8,0,3,32,273,..,..,..,..,..,..,..,..,273,..,32,..,..,..,..,..,..,..,32,..,67,23,11,6,4,0,0,0,116,..,5,14,4,5,7,9,0,0,35,..,10,9,0,4,0,0,0,0,26,..,0,14,6,6,6,0,0,0,41,..,4,18,19,31,47,31,22,16,197,5,5,7,6,0,6,0,6,0,29,278,148,168,151,154,178,142,88,29,1334,..,3,62,75,73,85,80,38,6,425,..,18,52,29,20,14,10,0,0,144,..,9,32,35,38,17,8,4,4,138,243,..,..,..,..,..,..,..,..,243,..,57,..,..,..,..,..,..,..,57,..,47,4,7,0,0,3,0,0,72,..,3,0,0,4,8,9,4,0,24,..,7,5,6,0,3,0,0,0,22
UCL215071,..,0,40,148,164,198,113,69,5,734,..,7,47,27,28,23,7,0,0,146,..,0,0,0,13,11,0,0,3,27,332,..,..,..,..,..,..,..,..,332,..,110,..,..,..,..,..,..,..,110,..,74,33,0,8,6,0,0,0,124,..,10,3,0,0,3,0,0,0,13,..,0,4,0,0,0,0,0,0,8,..,7,6,4,0,0,0,0,0,27,..,0,11,10,11,15,17,11,3,80,4,6,5,0,0,0,5,0,0,21,332,218,146,200,222,263,138,80,16,1617,..,0,66,150,195,162,109,49,9,743,..,7,50,28,33,22,8,0,0,152,..,0,9,17,45,15,7,9,0,102,355,..,..,..,..,..,..,..,..,355,..,125,..,..,..,..,..,..,..,125,..,59,29,9,0,0,0,0,0,97,..,0,0,0,5,10,11,0,0,27,..,7,3,0,0,3,0,0,0,15
