UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL215075,130,124,49,5,67,59,16,42,153,12,101,522,44,1007,0,0,0,0,0,0,0,0,0,0,0,8,0,4,23,5,3,0,3,11,0,5,10,4,8,12,0,45,8,0,0,0,0,5,0,0,4,4,5,3,0,18,0,0,0,0,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,23,12,3,0,9,17,3,7,15,10,13,44,0,101,11,4,4,0,5,4,3,0,0,4,3,13,111,145,161,138,52,4,81,81,21,52,173,24,112,575,165,1249,42,54,14,0
UCL215076,255,243,84,21,109,128,13,67,223,31,209,1114,79,2054,0,9,0,0,0,0,0,0,7,0,3,20,0,35,15,6,7,0,4,11,0,3,6,0,7,29,4,65,8,0,3,3,5,5,0,0,0,0,3,11,0,33,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,6,5,0,10,24,20,9,5,20,16,0,6,15,3,19,81,3,172,5,0,0,0,0,0,0,5,3,0,0,5,71,94,288,267,93,31,127,142,20,70,244,39,231,1202,158,2324,78,127,21,0
UCL215077,164,114,53,6,68,69,13,30,123,15,112,697,67,1250,3,3,3,0,0,0,0,0,0,0,0,10,0,24,19,12,6,0,13,17,0,4,8,4,5,44,3,100,7,3,0,0,0,3,0,0,0,0,0,16,0,34,4,0,0,0,5,0,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,3,0,0,0,0,0,0,0,0,4,21,0,28,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,10,3,17,36,21,9,0,18,22,0,12,7,8,19,140,15,252,4,4,0,0,4,3,0,0,5,0,5,18,129,163,209,142,66,11,88,89,10,41,137,16,135,855,211,1664,58,54,13,0
UCL215078,104,208,41,7,45,42,5,21,189,8,152,997,72,1656,9,3,0,0,0,0,0,0,0,0,3,13,0,25,21,3,6,0,10,11,4,0,6,3,11,38,6,96,7,4,6,0,7,4,3,0,6,0,0,15,3,34,4,0,0,0,0,0,0,0,0,0,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,17,0,5,0,0,0,0,0,0,4,0,0,13,0,13,38,18,8,0,23,13,4,0,16,5,24,102,11,209,0,0,0,0,0,0,0,0,0,0,4,5,46,53,150,229,46,9,72,54,14,24,205,17,174,1104,124,1918,59,139,21,0
UCL215079,284,192,100,16,138,106,29,75,237,17,191,888,89,1809,0,0,0,0,0,0,0,0,0,0,0,14,0,11,6,0,9,0,13,5,0,6,8,0,9,7,0,37,4,0,3,0,0,3,0,0,0,0,0,10,0,20,0,0,0,0,3,4,3,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,25,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,5,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,11,0,18,14,3,5,9,0,14,72,6,139,10,10,0,0,5,8,0,3,5,0,0,23,134,182,316,208,115,22,167,131,31,91,253,23,208,977,225,2126,65,78,23,0
UCL215080,215,215,63,11,94,99,17,44,204,20,165,1116,85,1929,5,3,0,0,0,3,0,0,4,0,4,10,4,30,19,5,0,0,13,7,0,3,8,5,7,28,6,73,3,0,0,0,4,0,0,4,0,0,6,5,0,23,0,0,0,0,7,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,12,24,16,7,0,18,19,0,7,12,0,16,80,5,171,5,0,0,0,0,7,0,0,0,0,0,8,64,82,244,231,65,4,114,121,16,50,219,27,187,1202,160,2185,75,116,20,0
UCL215081,461,398,140,35,190,212,46,86,371,41,321,1935,142,3494,4,10,0,0,3,6,0,0,6,0,0,49,0,70,16,11,5,0,12,5,0,6,11,3,4,30,0,72,9,3,6,0,3,5,0,4,7,0,7,11,0,35,31,5,15,11,18,10,6,6,8,6,7,25,4,97,11,5,0,0,7,3,0,0,13,5,6,15,0,39,0,4,0,0,5,0,0,0,0,0,6,42,3,66,0,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,5,0,0,0,0,0,0,22,0,24,0,0,0,0,0,4,0,0,3,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,7,78,44,23,16,55,29,11,20,39,12,35,232,14,456,18,5,4,0,7,11,4,5,9,0,4,16,255,306,558,443,164,52,249,254,53,110,422,50,363,2181,416,4259,155,220,31,0
UCL215082,148,207,34,6,61,44,22,28,185,10,145,1243,63,1915,3,5,4,0,0,0,0,0,0,0,0,11,0,27,12,10,11,0,11,10,4,4,18,0,10,51,0,104,3,0,0,0,0,3,0,0,0,0,5,16,0,28,3,0,3,0,0,0,0,0,4,0,3,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,9,25,26,17,0,16,14,3,7,22,0,19,123,3,222,7,7,0,0,0,0,0,0,7,0,5,3,87,108,183,234,47,9,76,59,23,37,204,14,170,1370,153,2244,86,123,18,0
UCL215083,230,209,88,26,124,129,26,64,242,39,171,885,80,1766,0,3,0,0,3,0,0,0,4,0,0,20,0,33,7,5,0,0,0,0,0,3,4,0,0,16,0,29,3,0,0,0,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,5,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,5,6,7,3,0,4,8,3,4,79,7,124,9,4,5,0,8,4,0,0,3,3,0,25,87,133,252,222,102,26,144,136,26,68,254,44,181,985,172,2020,63,101,21,0
UCL215084,159,127,37,33,70,56,19,32,132,20,97,603,64,1141,3,3,0,0,0,0,0,0,0,0,0,10,0,17,8,0,3,4,7,4,0,0,10,0,5,3,0,33,9,0,0,0,4,0,0,0,6,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,14,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,3,4,16,9,3,3,14,4,11,44,3,104,5,4,0,0,4,5,0,0,4,0,6,12,60,91,187,137,39,41,86,72,23,41,145,25,113,662,127,1331,43,59,8,0
UCL215085,92,90,19,4,35,25,8,21,105,8,62,661,45,1001,0,3,0,0,0,0,0,0,0,0,0,11,0,17,10,10,7,0,5,3,0,5,10,0,4,17,0,50,4,3,0,0,0,0,0,3,0,0,0,6,0,17,4,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,15,8,5,9,11,3,11,11,0,4,55,0,111,4,0,0,0,0,0,0,0,0,0,0,11,72,83,116,108,32,7,48,40,6,27,114,12,69,724,114,1196,36,48,9,0
UCL215086,360,320,105,8,148,160,34,84,367,37,323,1858,123,3250,9,0,0,0,0,0,0,0,3,0,0,32,0,43,39,15,9,0,22,19,3,7,20,3,10,69,6,156,11,6,0,0,6,3,0,0,3,0,0,19,4,40,10,0,0,4,5,7,6,4,0,0,0,21,0,34,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,36,0,39,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,3,0,0,0,0,0,0,30,0,37,0,0,0,0,0,0,0,0,5,0,0,4,0,14,3,0,0,0,4,0,0,0,0,0,0,6,0,17,68,26,20,8,44,27,4,13,28,7,17,225,6,390,9,4,3,0,5,3,0,0,5,5,4,10,163,196,442,345,128,17,193,193,42,98,400,48,346,2095,292,3839,106,157,36,0
UCL215087,113,147,34,0,63,51,17,28,128,15,103,901,41,1422,3,0,0,0,3,6,0,0,0,0,5,8,0,19,4,3,6,0,8,3,0,0,7,0,9,21,0,37,4,0,0,0,4,0,0,0,0,0,0,9,0,12,7,0,0,0,4,3,0,3,0,0,0,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,4,0,18,15,0,4,7,5,12,72,0,126,0,5,5,0,0,4,0,0,3,0,0,19,121,157,148,160,47,0,82,68,12,34,142,15,113,991,159,1705,53,89,16,0
UCL215088,161,114,49,12,54,52,11,28,184,17,119,759,38,1289,4,3,0,0,3,4,0,3,12,6,3,28,3,48,28,15,8,5,13,15,4,8,18,6,16,51,0,125,11,0,6,3,3,4,0,0,5,0,0,24,0,55,4,0,3,3,0,0,0,0,6,0,0,31,0,44,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,4,0,0,4,0,0,0,0,0,5,20,0,32,0,0,0,0,0,0,0,0,0,0,0,7,0,12,6,0,0,0,0,5,0,0,0,0,0,7,0,10,7,4,0,0,0,0,0,0,4,0,4,7,0,14,5,0,0,0,0,0,0,0,0,0,0,10,0,12,68,24,15,10,32,25,6,18,43,7,37,185,5,351,10,3,0,0,0,0,0,3,0,0,3,27,231,274,236,144,71,22,85,74,13,41,232,20,159,963,276,1913,56,55,21,0
UCL215089,343,236,85,23,133,122,20,63,266,28,195,876,80,1852,0,4,0,0,0,0,0,0,0,0,3,10,0,18,14,9,4,0,6,10,3,4,4,0,6,4,3,43,0,0,0,0,4,3,0,4,4,0,6,5,0,16,5,0,0,0,9,0,0,0,6,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,4,0,0,0,0,0,0,24,0,27,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,8,29,12,9,4,21,13,4,12,8,5,11,65,9,149,23,10,5,0,4,4,0,6,3,0,4,17,182,221,397,257,93,21,160,147,25,79,281,26,219,957,267,2227,98,102,24,0
UCL215090,179,191,57,37,102,83,21,33,202,24,155,942,57,1674,5,0,0,0,0,7,4,0,6,0,0,18,0,30,16,8,0,3,10,12,3,6,5,0,8,32,6,80,0,6,5,0,5,0,0,0,0,0,4,19,0,27,4,0,0,0,0,3,3,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,3,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,8,28,10,5,0,16,23,8,3,17,4,15,101,6,190,3,5,0,9,5,0,0,0,0,0,3,16,121,165,214,209,68,53,134,115,26,44,223,28,177,1059,187,2032,52,101,16,0
UCL215091,77,97,38,0,33,38,5,11,83,11,105,868,65,1312,0,0,0,0,0,0,0,0,0,0,0,9,0,14,18,0,8,0,7,0,0,3,0,0,9,48,0,88,5,3,0,0,3,4,3,0,3,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,12,19,9,12,0,16,7,3,5,8,0,23,117,6,193,0,0,0,0,0,0,0,0,0,0,0,10,37,40,101,104,48,3,46,50,3,15,90,13,122,989,101,1542,52,64,24,0
UCL215092,360,380,140,48,138,144,37,95,436,43,404,2178,125,3716,9,4,0,0,0,0,0,0,10,0,10,36,5,65,60,29,25,18,29,32,4,16,34,4,44,165,16,346,21,3,5,3,14,4,0,0,0,3,25,67,4,126,16,0,0,0,11,7,0,0,7,3,11,32,0,63,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,3,0,4,28,3,40,0,0,4,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,18,0,25,4,8,3,0,4,0,0,0,8,0,11,38,0,63,0,0,0,0,0,0,0,0,0,0,3,12,0,23,115,52,48,30,62,53,8,21,72,11,110,410,28,777,5,5,5,4,0,4,0,0,0,0,5,13,138,169,486,437,192,76,201,199,49,115,500,58,517,2603,286,4663,114,212,56,0
UCL215093,293,386,77,12,121,105,35,63,455,22,302,2232,166,3661,6,3,0,0,0,0,0,3,6,0,10,23,5,45,46,20,12,3,29,20,3,11,19,3,24,85,11,209,13,9,5,0,0,4,0,3,6,4,9,44,3,87,11,0,4,0,6,3,0,0,4,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,20,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,3,0,0,0,0,0,0,0,0,0,3,0,10,0,6,0,0,0,0,0,0,0,0,0,8,0,9,0,3,0,0,0,3,0,0,0,0,0,0,0,9,82,44,21,3,50,34,3,12,36,5,46,189,19,424,7,4,4,0,0,4,0,0,4,0,0,12,91,117,383,436,99,14,171,140,38,79,501,38,349,2427,274,4198,137,218,39,0
UCL215094,91,111,13,5,57,48,3,30,114,10,62,489,31,847,0,0,0,0,0,0,0,0,0,0,0,5,0,12,8,0,4,0,3,4,0,0,7,0,4,17,0,41,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,9,0,12,19,8,3,0,11,8,3,4,17,0,14,59,0,116,3,0,0,0,0,0,0,0,0,0,0,4,56,72,115,118,21,5,72,47,10,29,130,14,78,555,90,1027,39,50,10,0
UCL215095,114,89,28,0,66,43,12,22,131,10,85,543,41,949,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,4,0,9,8,0,5,0,3,5,5,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,9,7,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,7,0,9,13,0,9,7,3,14,30,7,77,3,7,0,0,0,0,0,0,3,0,5,12,62,86,136,106,32,0,78,59,13,26,136,16,96,583,105,1107,40,44,10,0
UCL215096,171,225,76,7,69,63,14,27,194,22,169,1250,113,2043,0,4,0,0,4,0,0,0,5,0,0,22,0,38,27,13,10,0,14,22,3,0,16,0,11,76,8,158,6,0,6,0,7,6,0,0,3,0,4,16,0,38,0,3,0,0,0,0,0,0,0,0,3,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,4,9,0,7,0,0,0,0,0,0,0,0,3,0,0,15,0,16,45,21,17,3,25,37,8,7,21,0,29,148,12,294,5,0,0,0,0,3,0,0,0,0,4,4,68,77,215,246,94,16,95,97,20,35,215,20,200,1406,194,2417,76,136,32,0
UCL215097,270,279,88,31,111,118,26,58,310,33,221,1588,114,2647,10,4,0,0,0,0,0,0,0,0,4,20,3,42,54,24,15,12,23,31,4,15,26,7,37,60,3,190,8,7,6,3,4,7,0,4,9,3,6,19,0,47,0,0,0,5,7,0,0,0,6,5,5,5,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,12,4,0,0,0,4,5,0,0,0,0,5,8,0,18,4,0,0,0,0,0,0,0,4,0,0,10,0,11,87,41,23,20,37,44,7,16,41,14,55,153,10,369,12,3,3,0,3,4,0,4,6,0,4,34,196,261,363,325,114,52,150,165,37,81,361,51,286,1777,327,3283,85,157,26,0
UCL215098,121,134,41,3,73,66,13,37,140,19,116,681,27,1154,4,6,3,0,3,0,0,0,0,0,0,8,0,15,30,12,9,0,10,12,0,4,8,4,14,34,3,88,5,0,6,5,3,3,0,0,0,0,3,4,0,15,9,0,0,0,3,3,0,0,4,4,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,7,44,19,7,5,31,23,5,7,20,8,19,75,6,175,0,0,0,0,0,0,0,0,0,0,0,14,39,59,172,156,53,9,97,91,22,42,163,20,136,767,74,1387,38,76,15,0
