UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL215035,12,16,72,81,78,45,7,0,0,308,16,7,8,11,15,12,5,6,0,75,0,0,0,3,0,5,0,0,0,11,0,0,4,5,0,0,0,0,0,12,27,29,85,94,92,57,17,6,0,410,5,5,0,0,0,6,0,0,0,10,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,6,0,0,0,17,34,34,85,99,94,66,17,6,0,419,19,10,3,4,5,11,58,44,9,164,4,0,9,6,3,9,7,5,0,44,55,40,90,107,101,84,81,57,11,628,0,14,36,26,29,21,3,0,0,125,17,18,45,41,39,31,8,0,0,200,3,0,12,4,9,4,0,0,0,27,0,0,0,0,3,0,0,0,0,3,21,27,90,69,79,59,14,0,0,358,0,0,0,3,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,7,5,3,5,3,0,4,0,0,0,17
UCL215036,8,12,46,48,53,33,14,0,0,213,17,7,4,0,7,17,5,4,0,60,4,0,0,3,3,6,0,0,0,17,0,0,0,0,4,0,0,0,0,14,27,25,52,58,76,52,17,4,0,299,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,28,30,51,54,76,51,17,4,0,314,17,10,0,0,3,21,35,30,0,121,4,4,8,7,6,9,9,0,0,43,50,39,62,64,79,85,54,30,3,476,0,3,13,27,27,20,3,0,0,89,10,17,21,35,32,26,5,0,0,145,0,0,11,0,3,4,0,0,0,24,4,4,0,0,7,0,0,0,0,9,17,23,43,60,68,52,12,4,0,277,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,7
UCL215037,0,15,50,41,57,37,18,0,0,217,5,6,7,6,10,11,6,0,0,58,0,5,0,0,0,7,5,0,0,20,0,0,5,0,6,0,0,0,0,13,10,23,55,50,69,58,26,0,0,302,4,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,4,0,0,0,8,11,23,55,55,68,60,26,0,0,309,7,5,6,13,18,40,91,46,9,238,0,0,4,3,7,4,9,11,7,40,16,31,73,74,94,100,128,58,13,588,3,16,27,15,19,27,5,0,0,107,5,5,25,29,32,32,6,0,0,138,0,0,4,6,0,3,0,0,0,16,0,0,0,6,3,0,0,0,0,9,3,22,59,44,55,59,13,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,5
UCL215038,3,15,35,48,54,45,11,0,0,218,7,6,7,11,15,19,9,5,0,76,0,0,0,0,0,5,0,0,0,10,0,0,0,0,3,0,3,0,0,7,12,21,46,53,67,75,25,9,0,310,0,4,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,4,3,3,0,3,0,0,0,17,11,25,49,54,74,75,27,9,0,325,13,4,11,7,24,57,125,98,38,378,3,3,4,17,16,13,7,17,8,93,37,30,70,77,106,153,159,123,46,795,3,10,16,24,27,27,3,0,0,104,10,10,22,30,31,32,15,0,0,151,0,0,6,3,0,3,3,0,0,17,0,0,4,0,0,0,0,0,0,9,11,16,44,56,54,70,23,6,0,275,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,6,0,3,0,3,4,4,0,0,0,19
UCL215039,15,13,50,43,32,41,4,0,0,198,8,5,3,11,6,12,7,0,0,58,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,3,0,0,7,25,23,56,58,45,50,14,6,0,273,0,0,3,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,21,23,22,66,61,45,54,14,6,0,292,24,0,17,6,18,34,107,61,12,285,8,4,13,9,3,7,13,5,0,69,58,31,88,72,72,103,142,72,15,646,3,5,21,21,25,18,5,0,0,98,18,5,19,31,20,31,8,0,0,121,0,5,11,4,3,7,0,0,0,19,0,0,0,0,5,0,0,0,0,5,17,14,44,57,52,52,8,0,0,244,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12
UCL215040,5,20,29,37,31,41,5,0,0,176,11,7,5,6,0,15,3,0,0,55,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,15,18,24,42,51,42,61,17,0,0,258,0,0,3,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,3,0,5,0,5,0,0,18,20,23,44,49,49,61,22,0,0,271,11,5,7,6,8,34,83,37,18,207,3,6,9,11,8,7,12,7,0,69,34,35,60,70,62,105,112,46,21,543,3,7,18,13,19,17,0,0,0,79,8,4,23,22,25,26,11,0,0,125,0,0,4,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,21,15,42,35,51,48,8,0,0,223,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,3,0,0,0,8,0,0,5,0,3,3,0,0,0,17
UCL215041,16,42,92,109,114,117,26,8,0,538,17,12,20,17,17,18,28,5,0,131,3,6,0,4,10,3,3,0,0,28,0,0,5,3,5,0,0,0,0,17,37,59,122,130,147,147,64,14,0,717,5,10,5,0,4,7,0,0,0,30,0,0,3,4,3,0,0,0,0,6,5,10,5,7,7,7,0,0,0,39,41,61,127,138,150,160,68,14,0,755,50,10,25,14,46,62,180,144,60,588,4,10,8,11,12,17,27,7,12,113,89,82,157,168,204,241,273,169,77,1461,3,21,34,46,63,75,10,0,0,253,25,20,57,69,52,85,22,4,0,342,0,0,13,6,4,12,0,0,0,42,0,0,3,0,4,0,0,0,0,11,32,48,103,128,126,173,32,9,0,643,0,0,3,3,6,0,0,0,0,19,0,0,5,4,4,5,0,0,0,15,0,3,6,5,10,8,0,0,0,35
UCL215042,4,19,41,50,63,44,4,0,0,236,8,7,10,7,17,8,3,0,0,67,4,0,0,3,3,3,0,0,0,18,4,0,3,0,3,3,0,0,0,21,20,26,59,64,82,61,12,0,0,332,4,0,0,0,5,0,0,0,0,13,0,0,3,0,0,0,0,0,0,7,3,0,4,0,3,0,0,0,0,14,26,26,61,65,89,67,18,0,0,347,25,3,4,7,10,31,46,22,0,148,0,0,4,3,14,12,3,0,0,31,54,34,67,79,109,99,62,24,0,528,0,12,24,24,33,24,0,0,0,107,4,12,22,30,28,28,3,0,0,140,7,0,7,6,9,5,4,0,0,33,0,0,0,3,3,0,0,0,0,4,13,25,55,62,73,55,9,0,0,288,0,0,3,0,0,0,0,0,0,6,0,0,0,3,5,0,0,0,0,9,0,0,3,3,5,0,0,0,0,13
UCL215043,32,47,209,159,127,89,11,0,0,670,20,16,19,19,20,17,16,0,0,134,0,0,7,0,4,11,0,0,0,24,0,0,8,3,4,6,0,0,0,24,55,67,242,184,156,115,30,5,0,853,3,0,0,5,0,6,0,0,0,15,0,3,0,0,0,0,0,0,0,8,5,5,3,5,0,6,0,0,0,22,58,68,244,188,156,122,31,5,0,873,29,14,15,16,20,29,79,59,22,278,3,0,10,3,7,3,10,0,5,51,92,84,265,207,186,159,120,62,28,1208,6,39,111,75,57,37,4,0,0,331,39,34,102,87,65,50,3,0,0,387,0,0,27,5,5,8,0,0,0,52,5,0,9,6,4,0,0,0,0,21,58,71,248,171,133,87,17,0,0,785,0,6,3,0,0,0,0,0,0,9,6,0,4,3,0,0,0,0,0,15,7,3,9,3,0,0,0,0,0,21
UCL215044,5,17,71,62,65,64,6,0,0,289,3,6,13,9,12,17,11,3,0,79,0,0,0,3,8,5,3,0,0,21,0,0,0,5,3,5,5,0,0,14,16,26,79,75,83,82,29,3,0,400,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,6,16,26,83,76,82,86,29,3,0,403,29,6,4,7,7,14,74,32,9,192,8,9,0,0,4,4,5,7,0,31,46,39,89,87,96,105,101,44,9,630,6,10,33,25,32,17,3,0,0,129,18,13,41,52,49,48,9,6,0,236,0,0,11,9,4,3,0,0,0,41,4,0,0,0,3,3,3,0,0,8,21,29,95,88,87,80,22,6,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8
UCL215045,20,45,126,103,129,110,21,3,0,549,28,21,31,28,19,28,27,10,0,184,7,0,10,6,5,6,3,0,0,38,3,3,3,7,3,5,0,0,0,20,55,66,171,134,153,147,56,10,0,792,5,5,8,10,3,6,0,0,0,33,5,0,3,0,0,0,0,0,0,18,10,4,16,9,0,6,0,0,0,53,57,80,181,145,156,150,56,10,0,842,53,9,18,11,27,67,194,130,57,568,10,3,17,4,8,17,10,10,4,86,118,90,219,162,196,235,262,150,66,1495,0,27,65,58,72,40,12,0,0,271,43,30,76,69,107,104,27,3,0,460,3,5,14,9,10,14,4,0,0,52,0,0,0,4,3,3,4,0,0,15,49,64,157,137,186,160,43,3,0,799,0,0,0,0,5,3,0,0,0,7,3,0,3,6,8,0,0,0,0,22,3,0,4,3,6,3,0,0,0,27
UCL215046,4,20,69,64,54,54,12,0,0,291,14,10,16,19,7,12,13,0,0,85,0,0,4,6,0,8,0,0,0,21,0,0,3,3,5,0,0,0,0,9,20,32,92,89,69,81,31,0,0,404,0,0,0,3,0,5,3,0,0,15,6,0,0,0,0,0,0,0,0,11,4,0,4,7,0,3,3,0,0,22,24,33,94,93,70,79,33,0,0,430,17,3,7,8,8,19,70,37,0,176,6,3,7,4,3,8,10,0,0,39,50,39,100,113,83,104,102,39,4,645,4,10,45,29,54,28,3,0,0,181,17,14,40,43,30,31,6,0,0,186,3,0,12,9,3,7,0,0,0,34,0,0,0,0,0,0,0,0,0,4,27,32,96,85,81,71,19,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,5,4,5,0,0,0,0,10
UCL215047,9,41,168,94,75,55,10,0,0,449,15,3,13,11,10,18,4,0,0,76,4,0,0,3,6,6,0,0,0,24,0,0,14,5,3,3,0,0,0,23,29,40,195,115,96,79,15,0,0,570,0,0,0,0,5,5,0,0,0,8,7,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,18,32,40,199,112,99,81,18,0,0,580,28,5,10,11,8,26,60,33,11,186,8,9,6,11,8,0,12,3,0,52,65,49,215,131,113,109,88,35,14,819,4,22,74,42,40,17,0,0,0,207,27,30,74,37,32,35,4,0,0,240,5,3,21,8,3,3,0,0,0,37,5,0,0,0,3,0,0,0,0,8,32,53,165,87,86,55,0,0,0,492,0,0,4,0,0,5,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,4,4,0,0,0,0,0,15
UCL215048,7,33,110,86,52,33,5,0,0,319,12,3,15,12,13,12,3,0,0,75,0,0,0,3,3,4,0,0,0,14,5,3,6,0,0,7,0,0,0,17,19,42,133,101,67,53,8,0,0,429,0,4,5,4,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,5,5,4,5,4,0,12,0,0,0,24,24,44,140,105,69,64,13,0,0,455,21,4,15,11,12,34,58,37,6,201,8,6,12,12,4,4,0,3,0,39,54,49,160,130,89,97,69,37,12,698,0,18,42,37,22,26,0,0,0,155,11,19,62,36,28,35,6,0,0,202,0,0,15,3,4,0,3,0,0,33,0,0,5,0,0,0,0,0,0,11,19,40,128,81,62,63,15,0,0,400,0,0,5,5,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,15,0,0,8,3,0,0,0,0,0,22
UCL215049,0,15,36,30,26,41,16,0,0,169,7,7,21,12,14,16,23,0,0,94,3,4,9,9,0,12,0,0,0,32,0,0,0,0,0,0,0,0,0,9,10,21,67,43,43,67,39,6,0,301,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,24,67,43,43,67,39,6,0,300,21,6,13,8,8,22,74,50,19,226,3,4,6,3,5,9,14,3,7,52,34,34,84,52,61,99,129,60,28,583,0,0,26,10,19,18,9,0,0,79,8,10,24,11,20,36,21,6,0,137,0,0,6,9,7,9,4,0,0,37,0,3,0,0,0,0,0,0,0,5,3,18,60,28,44,71,37,6,0,261,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
UCL215050,5,23,50,131,158,125,25,7,0,521,27,20,13,22,28,47,35,9,0,198,0,0,3,5,4,5,8,0,0,30,5,0,4,0,9,0,0,0,0,19,41,47,68,155,202,179,67,12,0,770,0,0,0,5,0,3,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,6,0,0,0,16,44,43,71,161,199,180,71,12,0,789,51,8,3,9,13,32,112,80,10,321,3,0,3,10,13,10,16,4,3,59,97,55,80,179,232,225,198,95,12,1167,0,10,27,72,97,45,15,0,0,267,25,18,14,68,71,65,36,0,0,303,5,0,14,11,10,9,4,0,0,59,0,3,0,0,5,0,0,0,0,11,39,24,55,155,186,128,59,0,0,649,0,0,3,0,5,0,0,0,0,8,7,4,0,3,0,0,0,0,0,14,7,4,3,3,5,5,0,0,0,23
UCL215051,23,59,179,161,125,123,21,3,0,688,22,18,19,24,22,31,21,6,0,168,4,3,9,7,4,11,8,0,0,59,0,0,0,0,5,3,3,0,0,15,58,85,217,190,157,169,52,9,0,936,0,8,9,9,3,5,0,0,0,23,6,6,0,4,0,3,0,0,0,13,8,6,10,5,3,3,4,0,0,40,64,91,222,198,160,173,53,9,0,973,38,11,14,24,36,90,233,138,58,645,5,8,11,23,14,14,19,9,4,108,106,113,254,245,207,283,313,153,61,1724,6,35,72,77,77,54,9,0,0,335,40,32,96,114,79,86,34,4,0,498,15,7,19,6,9,14,7,0,0,75,0,4,0,4,0,3,0,0,0,18,61,80,189,209,163,161,53,8,0,924,3,4,3,4,0,3,0,0,0,18,0,3,0,5,0,4,0,0,0,18,3,6,3,8,4,10,0,0,0,40
UCL215052,4,5,33,25,39,41,12,0,0,154,3,3,11,7,12,31,16,0,0,86,0,0,0,3,0,6,5,0,0,17,0,3,0,0,3,0,0,0,0,12,13,13,38,34,59,79,38,0,0,266,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,5,0,0,0,9,11,13,37,34,61,80,43,0,0,273,11,5,3,4,17,35,110,77,27,296,0,0,0,0,0,5,10,3,0,18,25,21,43,40,78,119,162,84,27,594,5,7,3,15,34,30,5,0,0,103,9,4,17,20,27,51,15,0,0,145,0,0,5,3,7,0,0,0,0,19,0,0,0,3,0,0,0,0,0,3,12,8,30,49,61,90,23,5,0,271,0,0,0,0,0,3,0,0,0,5,0,0,0,4,3,5,0,0,0,11,3,0,0,4,3,8,0,0,0,17
UCL215053,8,44,144,154,128,104,29,5,0,615,29,16,34,37,30,37,38,7,0,229,6,3,0,5,7,19,3,0,0,47,0,0,3,4,4,4,0,0,0,18,41,66,191,194,178,162,62,13,0,911,0,3,0,0,9,0,0,0,0,18,0,0,0,0,0,0,5,0,0,13,0,0,3,3,9,5,5,0,0,23,49,68,192,199,183,166,69,11,0,933,31,6,15,16,26,72,169,138,41,511,4,8,12,22,10,11,19,9,3,93,82,77,219,233,214,246,255,157,43,1531,5,26,83,71,82,85,13,0,0,360,26,11,75,132,80,104,32,0,0,471,5,3,21,9,11,12,5,0,0,66,0,0,4,5,6,6,0,0,0,16,35,40,183,209,173,202,57,4,0,906,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,6,0,0,0,9,0,0,3,0,0,9,0,0,0,15
UCL215054,5,24,65,47,49,51,10,4,0,257,8,7,24,8,14,16,13,0,0,97,0,5,6,0,0,4,0,0,0,17,0,0,9,0,4,0,0,0,0,15,13,37,97,53,75,70,25,3,3,378,0,5,6,3,7,6,0,0,0,31,0,0,0,0,0,3,0,0,0,10,3,3,8,0,6,6,0,0,0,39,15,41,110,60,77,80,22,3,5,420,20,12,17,14,29,48,94,61,27,315,6,0,10,14,17,18,16,13,0,88,40,54,134,87,124,139,138,74,38,826,3,16,38,37,29,40,5,0,0,164,18,12,36,28,41,46,10,0,0,191,0,3,15,0,3,7,0,0,0,30,0,0,3,0,0,0,0,0,0,8,27,33,90,67,69,92,20,0,0,398,0,0,0,0,4,4,0,0,0,8,3,0,0,5,0,0,0,0,0,9,3,0,5,5,3,8,0,0,0,15
UCL215055,0,5,25,41,41,52,24,0,0,178,6,0,8,9,11,26,23,7,0,98,0,0,5,0,6,12,3,0,0,31,0,0,0,0,0,0,0,0,0,5,10,10,38,46,47,88,51,10,0,307,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,10,10,38,46,52,90,50,7,0,313,18,4,3,0,16,59,164,83,12,354,7,4,0,9,8,10,15,0,3,51,30,15,41,61,71,155,228,99,15,719,0,0,19,25,38,25,4,0,0,111,9,5,12,30,36,60,18,5,0,174,0,4,7,0,0,13,3,0,0,28,0,0,0,0,0,0,4,0,0,8,12,7,36,55,77,97,28,7,0,320,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,6
UCL215056,6,15,68,48,48,44,7,0,0,227,5,5,11,13,9,11,4,0,0,66,5,0,9,5,0,6,0,0,0,25,0,4,5,4,6,3,0,0,0,13,17,22,95,67,61,65,17,0,0,336,0,0,0,5,4,4,0,0,0,11,0,5,0,6,7,5,0,0,0,15,3,3,0,3,6,4,0,0,0,19,16,23,94,71,70,67,17,0,0,355,32,3,15,15,26,36,57,20,14,212,8,4,14,14,16,13,10,4,0,82,50,29,127,100,108,115,81,21,14,648,0,3,36,23,19,12,0,0,0,101,7,12,35,26,26,39,9,0,0,159,0,0,0,10,0,5,0,0,0,24,0,5,3,0,0,0,0,0,0,11,9,23,72,59,54,56,12,0,0,288,0,0,0,0,3,0,0,0,0,5,4,4,6,0,0,4,0,0,0,14,4,4,5,3,5,3,0,0,0,21
UCL215057,9,19,41,65,71,46,7,0,0,250,16,6,7,10,17,18,14,0,0,90,0,0,0,0,4,4,4,0,0,14,0,0,0,5,5,0,0,0,0,8,20,25,51,76,93,72,25,0,0,357,0,0,3,5,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,8,3,0,3,3,4,9,0,0,0,18,29,23,54,75,96,77,29,0,0,379,31,0,8,6,11,30,68,64,17,246,0,0,8,7,0,5,10,4,0,35,59,29,68,93,109,112,102,71,23,663,6,5,15,32,50,25,0,0,0,135,17,5,30,42,46,41,11,0,0,194,0,6,8,9,0,8,0,0,0,27,0,0,3,0,0,3,0,0,0,12,19,15,62,84,99,73,18,0,0,368,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,0,0,15,5,0,0,0,4,6,0,0,0,17
UCL215058,5,8,22,25,38,26,16,0,0,143,3,9,5,3,9,9,6,0,0,45,0,0,3,0,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,8,11,15,36,28,49,36,21,3,0,207,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,4,0,0,0,6,0,5,0,5,5,4,0,0,0,17,11,20,37,33,59,38,23,3,0,224,7,6,4,4,12,21,54,51,18,181,0,0,3,3,4,3,13,0,0,32,21,29,45,43,72,69,93,55,18,439,3,3,15,13,17,16,4,0,0,73,13,9,23,14,24,33,10,0,0,137,4,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,16,38,29,46,54,17,0,0,222,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,7
UCL215059,0,6,59,74,79,46,21,3,0,296,31,12,25,31,19,33,19,0,0,166,8,7,3,0,5,10,0,0,0,39,0,0,0,3,3,3,0,0,0,11,36,19,87,110,102,96,44,9,0,505,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,9,36,19,88,111,102,102,44,9,0,513,23,3,9,9,22,48,149,83,26,370,5,6,4,3,12,14,9,0,4,57,65,27,106,127,131,164,205,88,29,934,0,12,27,33,56,38,7,0,0,175,14,17,36,72,49,51,28,3,0,265,6,0,10,5,0,8,0,0,0,39,0,0,0,4,8,0,0,0,0,14,24,28,70,111,109,100,39,9,0,483,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,0,0,13
UCL215060,12,25,89,94,89,92,16,0,0,417,26,15,26,22,25,26,21,3,0,158,0,3,6,3,4,10,0,0,0,34,0,3,0,0,0,0,3,0,0,14,45,43,121,122,114,124,40,6,0,624,5,4,0,3,0,4,0,0,0,22,0,0,0,0,0,3,0,0,0,8,3,4,8,7,5,3,6,0,0,32,46,49,126,127,117,132,41,6,0,649,22,10,9,15,28,63,127,96,61,426,0,0,6,12,3,11,8,5,3,50,75,63,144,147,150,202,176,111,65,1130,0,23,50,28,54,49,8,0,0,216,24,25,49,78,64,85,21,0,0,343,8,0,12,6,8,6,4,0,0,54,0,3,0,0,5,5,0,0,0,10,32,52,117,118,133,146,41,0,0,629,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,11
UCL215061,7,21,71,71,63,71,24,3,0,331,8,10,14,14,6,19,12,0,3,85,0,4,0,3,0,4,0,0,0,15,0,0,3,0,4,0,0,0,0,3,19,28,88,85,72,95,37,6,5,438,0,3,5,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,4,0,0,0,16,23,37,91,86,72,107,37,6,5,458,9,8,10,8,7,37,129,77,19,317,5,3,0,9,7,14,10,13,7,74,33,46,101,105,90,153,171,98,35,844,0,9,42,36,35,48,4,0,0,179,18,11,30,35,32,44,5,5,0,185,4,0,10,0,4,0,0,0,0,23,4,0,0,0,4,0,0,0,0,8,29,22,88,76,77,87,13,7,0,392,0,0,4,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,12,4,0,4,0,3,3,0,0,0,21
