UCL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL215093,0,3,0,13,0,0,0,0,0,0,0,0,0,0,15,15,4,0,0,0,0,0,0,0,0,0,0,8,101,15,8,68,12,36,9,18,8,117,20,413
UCL215094,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,16,3,5,12,0,15,3,8,5,45,3,115
UCL215095,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,3,0,3,20,7,0,21,4,10,0,12,4,40,4,117
UCL215096,0,0,0,17,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,9,45,8,5,37,6,22,0,20,0,112,6,267
UCL215097,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,5,9,52,17,0,46,4,25,3,24,3,139,16,331
UCL215098,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,33,11,0,22,0,19,3,15,3,92,0,197
UCL215099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,3,6,17,11,0,23,0,12,0,25,0,112,13,210
UCL215100,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,5,0,5,15,3,0,14,0,4,0,7,4,82,5,144
UCL221001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,4,3,11,3,7,5,5,0,25,4,84
UCL221002,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,22,5,10,0,9,9,41,8,121
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16,3,3,0,7,0,20,5,67
UCL221004,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,10,10,0,17,0,14,0,6,0,34,5,102
UCL221005,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,3,9,10,0,13,0,3,0,5,0,30,4,78
UCL221006,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,13,3,8,3,3,0,28,5,77
UCL221007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,7,3,9,3,4,0,15,8,62
UCL221008,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,8,0,3,0,6,0,46,7,96
UCL221009,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,11,5,0,6,0,3,0,5,0,31,0,72
UCL221010,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,9,0,9,3,7,0,13,7,62
UCL221011,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,0,12,0,7,0,10,3,21,0,66
UCL221012,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,11,0,5,0,3,0,17,6,62
UCL221013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,17,0,7,0,3,3,12,5,67
UCL221014,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,17,0,7,0,14,0,64,7,142
UCL221015,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,12,0,5,0,8,0,38,4,91
UCL221016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,3,0,13,0,0,0,24,3,63
UCL221017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,22,0,13,0,11,4,38,6,107
UCL221018,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,24,0,13,0,18,4,50,12,150
UCL221019,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,11,6,14,0,15,4,60,9,129
UCL221020,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,8,0,5,10,3,0,12,0,9,0,12,0,53,9,108
UCL221021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,14,0,9,0,8,5,20,8,91
UCL221022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,4,5,10,3,5,0,3,0,10,0,23,7,67
UCL221023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,8,0,9,6,4,0,8,0,8,5,4,0,53,7,81
UCL221024,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,23,10,0,23,0,5,0,13,0,112,6,204
UCL221025,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,12,0,5,0,43,3,90
UCL221026,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,3,0,6,0,13,0,40,3,93
UCL221027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6,0,0,18,0,0,9,5,11,0,7,0,46,5,98
UCL221028,0,11,0,37,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,7,0,16,5,26,4,73,3,149
UCL221029,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,8,4,3,0,30,5,76
UCL221030,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,0,9,0,11,0,14,0,54,3,105
UCL221031,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,0,12,0,7,0,3,0,13,3,67
UCL221032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,5,0,8,0,30,5,66
UCL221033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,20,5,6,0,11,4,31,3,90
UCL221034,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,10,3,4,0,6,0,27,0,70
UCL221035,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,6,3,8,0,8,0,56,0,91
UCL221036,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,0,16,3,7,0,9,0,26,0,82
UCL221037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,17,0,7,0,7,0,43,4,99
UCL221038,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,4,9,24,4,0,15,4,8,0,7,4,25,3,88
UCL221039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,8,7,0,16,0,5,0,11,0,32,4,90
UCL221040,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,11,0,11,0,6,3,46,5,98
UCL221041,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,15,4,8,0,5,4,17,3,73
UCL221042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,13,0,9,0,3,0,30,5,86
UCL221043,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,11,0,14,0,18,4,123,9,199
UCL221044,0,3,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,19,5,7,6,15,0,97,11,179
UCL221045,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,15,0,12,6,13,0,29,3,106
UCL221046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,20,0,6,0,9,0,43,4,135
UCL221047,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,12,3,3,0,4,0,22,6,67
UCL221048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,15,0,0,0,4,0,23,3,71
UCL221049,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,20,3,3,0,5,0,23,0,73
UCL221050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,10,0,9,0,43,0,102
UCL221051,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,4,7,10,4,0,14,0,0,4,5,0,42,7,96
UCL221052,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,0,3,0,3,0,19,0,51
UCL221053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,5,0,9,10,10,0,10,0,6,0,20,5,106,8,171
UCL221054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,12,0,3,0,4,0,34,3,76
UCL221055,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,3,3,0,0,0,0,19,0,52
UCL221056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,11,0,9,0,8,0,18,3,53
UCL221057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,7,0,8,3,5,3,24,4,71
UCL221058,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,6,0,3,0,8,0,20,4,63
UCL221059,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,16,0,9,0,6,0,31,4,104
UCL221060,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,3,4,5,8,0,4,0,9,0,12,3,92,7,141
UCL221061,0,4,0,13,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,4,5,10,12,14,0,8,4,11,0,17,0,72,14,147
UCL221062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,3,0,8,13,4,0,7,0,14,0,12,0,72,4,128
UCL221063,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,15,0,6,0,11,0,34,4,79
UCL221064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,15,0,4,0,5,3,18,3,64
UCL221065,0,5,0,12,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,14,3,6,0,13,4,35,4,96
UCL221066,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,10,0,5,0,6,0,34,0,79
UCL221067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,8,0,0,0,23,6,54
UCL221068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,3,0,3,0,15,0,41
UCL221069,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,23,0,9,0,8,5,45,3,112
UCL221070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,10,18,13,0,16,5,5,0,9,4,62,3,136
UCL221071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,9,11,0,20,0,9,0,14,0,41,4,110
UCL221072,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,7,4,7,0,3,3,22,3,64
UCL221073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,11,0,7,0,6,0,19,0,56
UCL221074,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,15,7,15,0,14,3,64,0,144
UCL221075,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,3,19,4,3,10,5,5,3,17,8,71,8,142
UCL221076,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,4,3,11,15,5,6,6,0,14,0,18,0,84,16,157
UCL221077,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,5,0,8,12,4,3,8,0,6,0,8,0,34,0,83
UCL221078,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,11,0,6,3,3,0,25,5,75
UCL221079,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,7,0,14,0,9,0,0,5,41,10,88
UCL221080,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,3,11,0,11,0,7,0,35,3,85
UCL221081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,6,0,7,0,0,0,34,0,77
UCL221082,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,3,4,14,0,12,0,11,4,19,0,93
UCL221083,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,0,0,0,0,0,5,0,6,26,14,0,18,0,11,5,16,3,54,8,151
UCL221084,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,4,11,3,8,0,31,9,91
UCL222001,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,3,0,5,0,12,3,45
UCL222002,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,8,0,4,0,6,0,23,0,60
UCL222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,17,0,31
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,5,0,4,0,30
UCL222006,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,3,3,0,3,29,0,58
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,14,0,36
UCL222008,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,5,0,8,0,0,0,9,0,43
UCL222009,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,3,0,8,0,4,3,20,0,56
UCL222010,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,10,0,6,0,3,0,39
UCL222011,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,7,0,4,0,3,0,11,0,32
UCL222012,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,9,0,7,0,9,4,22,5,66
UCL222013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9,0,8,6,12,0,36
UCL222014,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,3,5,0,5,0,8,0,38
UCL222015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,0,5,0,3,0,17,0,42
UCL222016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,4,3,17,0,45
UCL222017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,12,4,26
UCL222018,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13
UCL222019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,6,0,0,0,6,0,12,0,50
UCL222020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,3,0,15,4,37
UCL222021,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,8,0,0,0,19,7,46
UCL222022,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,4,0,18,0,41
UCL222023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,4,4,12,4,47
UCL222024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL222025,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,15,0,24
UCL222026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,3,0,17,0,47
UCL222027,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,10,0,4,0,8,0,12,4,52
UCL222028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,9,0,30
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,19,0,24
UCL222030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,14,0,23
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,3,0,16,5,42
UCL222032,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,0,3,0,21,0,42
UCL222033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,3,0,10,0,38
UCL222034,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,0,0,12,0,28
UCL222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,31,0,55
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,8,0,18
UCL222037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,3,0,12,3,37
UCL222038,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,12,5,25
UCL222039,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,11,0,0,0,3,0,9,3,39
UCL222040,0,3,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,12,5,9,0,0,0,38,4,78
UCL222041,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,9,0,7,0,3,0,13,0,44
UCL222042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,7,0,0,0,20,3,39
UCL222043,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,4,0,26,5,53
UCL222044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,4,0,16,5,45
UCL222045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,6,0,0,12,0,32
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,3,0,7,0,23,3,46
UCL222047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,18,0,31
UCL222048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,4,0,3,0,13,0,38
UCL222049,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,6,4,0,3,0,21,3,47
UCL222050,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,8,0,4,0,3,0,42,9,80
UCL222051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,3,4,7,0,13,3,37,12,98
UCL222052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,5,0,3,0,14,0,45
UCL222053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,7,0,9,0,26,0,52
UCL222054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,3,4,16,0,39
UCL222055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,7,0,11,0,28,4,60
UCL222056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,8
UCL222057,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,5,0,0,0,0,5,0,27
UCL222058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL222059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,0,5,0,7,0,32
UCL222060,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,6,0,0,0,10,0,24
UCL222061,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,19
UCL222062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,4,4,5,5,0,12,0,10,0,10,0,15,8,61
UCL222063,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,12,5,4,5,11,0,32,6,65
