UCL_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL215012,509,231,215,373,438,445,514,285,108,3113,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,11,12,4,7,16,16,18,6,3,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,4,11,15,16,18,9,3,107,11,16,4,11,17,20,18,7,3,113,523,247,224,382,448,467,533,294,108,3223
UCL215013,1170,400,840,757,445,283,133,23,4,4059,0,4,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,12,7,6,8,6,3,0,0,52,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,3,9,6,3,0,0,57,6,18,11,8,14,6,3,0,0,67,1173,417,848,767,466,285,136,23,4,4122
UCL215014,252,131,180,132,170,155,96,45,12,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,19,3,8,0,0,3,0,0,0,0,19,249,140,181,135,177,155,96,49,12,1208
UCL215015,341,210,204,272,309,335,323,236,81,2312,0,0,0,0,0,0,4,0,0,6,0,5,0,0,0,3,0,0,0,16,30,30,43,51,19,35,25,11,0,260,0,5,5,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,57,51,24,39,35,11,0,297,30,44,57,51,24,41,38,12,0,302,370,256,258,327,334,375,363,245,78,2615
UCL215016,791,417,578,501,509,495,395,198,73,3953,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,12,9,11,15,5,0,4,0,64,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,13,11,13,9,0,4,0,70,4,15,13,11,13,11,0,4,0,72,794,430,589,515,526,509,395,206,73,4031
UCL215017,610,309,312,334,305,308,213,166,72,2633,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,14,6,11,8,4,7,3,3,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,6,11,10,4,8,3,3,3,68,17,6,11,10,4,10,7,6,3,77,631,318,323,341,306,318,221,173,76,2706
UCL215018,418,259,261,260,311,390,429,314,113,2765,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,4,23,5,14,18,8,11,5,91,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,27,5,14,22,12,11,5,99,3,4,26,5,14,23,15,12,0,110,424,265,288,268,321,413,440,331,120,2865
UCL215019,421,215,222,297,316,305,252,89,18,2136,3,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,22,14,16,22,20,18,4,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,14,16,21,20,18,4,0,140,15,28,14,16,21,26,18,4,0,148,438,241,240,310,340,329,270,95,18,2282
UCL215020,153,110,100,80,104,221,223,176,93,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,4,9,12,8,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,4,14,12,8,5,0,66,3,5,13,4,14,15,15,5,0,67,153,113,110,88,119,232,240,187,96,1344
UCL215021,174,119,99,100,180,192,173,92,17,1152,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,0,0,4,10,3,17,5,0,44,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,10,4,17,5,0,51,4,0,0,12,11,7,20,6,0,63,183,123,100,108,193,198,194,100,17,1213
UCL215022,860,593,597,522,494,574,522,276,39,4489,7,0,5,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,31,46,23,7,7,10,0,3,3,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,47,23,9,7,10,0,3,3,130,33,45,28,12,10,10,3,4,3,147,898,644,625,533,501,582,531,279,42,4635
UCL215023,227,146,140,111,187,211,189,155,76,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,18,0,0,6,3,5,0,0,0,0,18,227,145,147,114,194,210,186,158,77,1456
UCL215024,260,115,137,160,192,221,341,235,116,1776,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,11,11,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11,11,11,0,3,53,0,3,6,3,11,9,11,0,6,57,260,122,140,163,203,233,356,239,123,1830
UCL215025,156,78,74,93,101,197,202,76,19,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,7,0,0,30,0,0,0,3,6,8,7,0,0,36,156,74,80,100,106,207,219,76,19,1031
UCL215026,150,74,104,96,136,185,182,103,17,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,6,6,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,9,6,5,0,46,4,0,8,3,0,9,6,5,0,46,152,77,108,106,137,191,190,105,17,1091
UCL215027,169,82,100,111,124,170,151,128,73,1103,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,7,10,0,0,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,7,9,0,0,36,0,5,0,3,8,7,10,3,0,41,170,85,104,117,128,175,157,124,73,1141
UCL215028,417,210,236,279,333,407,415,272,131,2690,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,4,11,12,3,8,16,19,7,3,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,3,10,18,15,9,0,5,83,11,12,3,10,18,23,7,8,5,90,426,220,241,288,348,424,423,280,136,2783
UCL215029,415,213,302,355,522,665,602,306,142,3519,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,7,15,16,31,31,31,35,35,14,0,202,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,31,32,32,37,35,14,3,218,15,16,31,32,36,37,38,13,3,219,430,228,332,386,557,703,641,320,148,3742
UCL215030,162,110,117,107,151,212,195,138,69,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,7,9,9,5,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,7,9,10,5,4,44,0,11,6,0,7,9,10,5,5,50,162,124,122,107,157,214,205,138,73,1300
UCL215031,205,99,111,114,152,201,201,144,89,1309,0,0,0,0,0,0,0,0,0,6,4,0,0,5,0,0,0,0,0,3,3,7,6,4,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,4,3,0,0,0,36,3,7,5,7,10,3,0,4,5,47,209,109,120,121,160,208,200,140,91,1358
UCL215032,436,257,275,301,299,408,502,327,183,2975,0,0,0,4,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,3,10,20,9,8,5,16,4,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,9,9,6,16,4,3,74,4,10,20,7,8,13,16,4,4,85,441,265,291,312,301,416,517,333,192,3065
UCL215033,821,257,311,554,412,228,175,38,3,2787,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,3,8,3,8,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,8,3,8,0,4,0,31,5,5,4,3,3,8,0,4,0,33,824,264,318,559,416,228,175,33,3,2823
UCL215034,131,88,72,89,112,170,236,200,108,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,10,4,8,11,4,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,10,4,6,11,4,3,52,6,9,6,10,4,6,6,4,3,52,132,104,80,100,117,174,242,209,112,1273
UCL215035,360,176,202,200,187,168,170,95,21,1575,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,10,5,0,8,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,8,3,0,6,0,0,37,10,5,3,8,3,0,6,4,0,35,370,183,204,208,191,167,175,99,21,1613
UCL215036,246,141,117,128,174,157,120,65,13,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,0,0,0,26,0,3,3,4,7,0,0,0,0,26,249,151,118,136,177,164,123,65,12,1193
UCL215037,187,90,149,144,167,222,227,108,18,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,6,4,5,0,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,6,4,5,0,4,0,49,12,5,5,6,3,5,0,4,0,44,197,97,157,150,173,227,227,109,18,1359
UCL215038,210,117,138,160,187,285,333,235,103,1767,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,6,0,0,11,11,5,0,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,12,11,5,0,6,46,4,9,0,0,11,10,5,6,6,50,210,119,138,168,197,298,343,237,105,1811
UCL215039,242,145,164,140,149,185,237,144,54,1465,4,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,4,4,3,0,3,6,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,3,0,3,6,3,0,41,12,8,6,9,0,3,6,3,0,53,253,149,168,150,147,192,245,146,61,1516
UCL215040,213,121,120,127,138,193,219,89,58,1279,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,20,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,7,3,0,0,28,0,5,0,0,12,7,3,3,0,27,213,124,121,130,148,202,227,91,58,1309
UCL215041,596,308,313,341,399,494,506,368,193,3516,9,0,0,4,5,5,0,5,0,25,0,0,0,0,0,0,0,0,0,4,3,17,20,15,26,20,13,10,4,118,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,20,15,22,22,16,10,4,130,10,20,20,14,31,24,16,15,7,153,608,326,335,354,423,515,517,387,201,3670
UCL215042,223,145,123,152,208,185,117,40,0,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,5,3,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,3,13,3,0,33,4,3,3,6,0,3,13,3,0,33,230,148,129,155,212,191,125,47,6,1237
UCL215043,801,359,559,430,344,290,219,134,85,3233,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,8,11,6,3,5,9,8,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,11,6,3,8,9,8,8,69,13,11,11,6,4,8,9,8,8,70,815,374,569,439,356,299,221,132,95,3299
UCL215044,355,176,197,186,196,220,185,100,35,1646,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,4,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,4,5,0,29,0,0,7,0,5,9,6,0,0,34,360,175,204,187,207,222,190,99,33,1685
UCL215045,652,369,436,350,429,487,504,295,172,3700,0,0,0,0,0,9,0,11,0,18,0,0,0,0,0,0,0,0,0,0,11,20,10,4,6,10,19,0,3,78,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,10,4,7,12,17,0,3,83,11,21,10,5,8,14,16,5,10,102,658,383,444,358,439,509,522,303,176,3805
UCL215046,343,175,218,213,183,227,201,83,19,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,6,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,6,6,0,25,0,5,3,0,4,0,6,6,0,25,341,179,225,216,191,226,205,82,19,1682
UCL215047,481,229,414,254,237,194,161,81,29,2083,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,6,3,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,6,3,3,0,38,3,13,9,0,0,8,3,6,0,45,486,238,417,256,240,200,163,91,29,2128
UCL215048,458,180,342,247,169,205,143,80,21,1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,3,5,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,3,5,6,0,0,0,35,5,5,9,3,5,6,0,0,0,35,469,185,352,253,175,211,150,80,21,1888
UCL215049,107,89,138,89,108,182,221,97,56,1087,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,39,33,58,44,33,72,83,16,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,34,58,41,34,72,83,16,0,381,39,34,60,41,34,72,83,16,0,385,142,123,201,130,137,256,308,116,55,1472
UCL215050,608,246,154,372,445,397,396,166,22,2809,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,12,8,10,8,11,14,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,5,10,8,11,10,4,0,89,12,14,5,10,13,15,14,4,0,93,620,266,161,380,459,411,414,171,28,2903
