UCL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
UCL221018,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,3,0,12,0,3,5,26,0,0,10,5,9,0,31,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,7,34,19,43,5,105,0,0,5,0,6,0,17,0,0,0,0,4,0,4,0,0,5,0,9,0,16,0,0,0,0,3,0,3,0,0,0,0,13,0,15,0,0,0,3,0,0,4,0,0,4,0,12,3,22,0,0,0,0,5,0,7,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,4,0,0,0,4,10,0,18,4
UCL221019,0,0,5,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,12,7,3,11,10,0,0,30,0,0,15,13,14,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,12,6,36,31,38,6,125,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,6,0,9,0,12,0,0,0,0,0,0,0,0,0,3,3,6,0,12,0,0,0,0,0,0,3,0,0,0,4,10,0,16,0,0,0,0,3,0,4,0,0,0,3,4,0,6,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,6,3,0,14,0,0,0,0,5,0,5,0,0,3,8,0,0,15,10
UCL221020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,9,5,3,6,20,0,0,8,15,14,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,21,28,37,3,97,0,0,0,5,9,0,20,0,0,0,0,0,0,3,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,4,0,7,0,0,3,0,13,3,12,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,5,0,12,0
UCL221021,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,4,0,10,0,0,0,0,0,0,0,3,0,7,0,4,0,21,5,10,15,14,14,0,49,0,0,0,0,0,0,4,0,0,0,4,7,0,4,0,0,0,0,0,0,0,8,5,27,26,58,4,124,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,4,30,0,33,0,0,0,0,5,0,5,0,0,0,4,19,0,20,0,0,0,0,5,0,15,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,6,3,0,10,0,0,0,3,3,0,7,11
UCL221022,11,0,10,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,7,3,0,13,5,0,0,25,0,5,3,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,42,17,22,0,96,3,0,14,6,8,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,26,0,0,3,0,3,0,3,0,0,4,0,4,0,5,0,0,3,3,16,0,22,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,8,0,11,3
UCL221023,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,7,0,0,0,7,3,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,13,26,3,56,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,0,3,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,10,4,16,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
UCL221024,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,11,0,0,0,0,0,0,3,3,0,7,0,5,0,7,5,5,16,4,5,0,33,0,5,20,4,11,0,51,0,0,0,0,0,0,0,5,0,0,0,3,0,6,0,0,0,0,0,0,9,15,10,45,18,45,9,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23,0,0,3,0,6,0,8,0,0,0,0,23,4,28,0,0,0,0,7,0,6,0,0,0,6,9,0,13,0,0,0,0,7,0,10,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,0,0,8,0,6,0,18,0,0,0,3,4,0,5,4,0,4,6,9,0,16,8
UCL221025,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,5,0,0,0,8,0,6,7,3,6,0,33,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,7,3,24,20,28,0,76,0,0,0,3,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,7,0,0,0,0,0,0,4,0,0,0,9,10,0,17,4
UCL221026,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,13,4,3,8,6,11,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,15,16,33,4,79,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,3,0,5,0,0,0,0,7,0,7,0,0,0,0,4,0,7,0,0,0,3,10,0,15,0,0,0,3,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,3,0,3,0
UCL221027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,6,3,0,0,0,11,6,0,3,4,9,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,9,13,9,30,6,72,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,4,0,0,3,0,10,0
UCL221028,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,8,0,0,14,4,0,0,14,0,0,0,0,0,0,9,4,0,0,0,0,0,4,5,0,5,0,0,0,8,6,0,10,5,0,3,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,50,15,9,7,111,0,0,0,0,0,0,6,0,0,0,4,0,0,5,0,0,5,0,3,0,12,0,0,0,0,0,0,0,0,0,5,7,16,0,30,0,0,0,6,0,0,9,0,0,11,3,0,3,17,5,0,8,4,3,0,17,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,12,0,0,0,15,0,0,4,3,3,0,16,4,0,22,4,0,0,39,7,0,3,0,4,4,19,4,3,4,3,0,0,9,3
UCL221029,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,7,5,7,0,23,0,4,12,4,4,0,23,0,0,10,7,12,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,30,22,47,6,117,0,0,0,0,7,0,7,0,0,0,0,8,0,8,0,0,0,3,15,0,18,0,0,0,0,17,0,13,0,0,0,3,29,0,35,0,0,0,0,8,0,9,0,0,0,0,11,0,13,0,0,0,0,0,0,7,0,0,0,0,5,0,9,0,0,0,0,5,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,4,0,5,0,10,0,0,0,0,0,0,5,0,0,10,11,6,0,28,0
UCL221030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,0,0,9,0,7,0,15,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,3,42,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0
UCL221031,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,4,0,0,4,0,5,0,13,3,3,16,3,5,0,26,8,6,10,9,4,0,35,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,9,14,39,26,22,0,113,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,4,8,0,18,0,0,4,0,0,0,6,0,0,4,0,30,0,35,0,0,0,3,0,0,7,0,0,6,6,3,0,16,0,0,0,0,0,0,4,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,3,0,4,7,0,0,11,0,0,0,0,3,0,0,0,0,8,5,13,4,25,3
UCL221032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,5,0,13,0,0,10,10,15,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,21,17,24,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,8,0,12,0,0,0,0,3,0,3,0,0,0,0,9,0,17,0,0,0,0,0,0,6,0,0,0,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5
UCL221033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,3,0,9,0,0,0,15,0,0,5,3,13,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,27,0,56,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,3,4,6,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,6,0,9,5
UCL221034,5,0,8,0,0,4,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,7,3,4,0,8,0,4,10,6,8,0,31,3,4,3,5,8,0,24,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,3,0,8,3,11,27,26,38,10,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,17,0,0,0,0,3,0,6,0,0,0,11,47,0,55,0,0,0,0,4,0,5,0,0,0,0,5,0,11,0,0,0,0,5,0,7,0,0,3,8,21,0,30,0,0,0,0,0,0,4,0,0,3,3,5,0,8,0,0,0,0,4,0,3,3,0,0,5,0,0,15,0,0,0,0,4,5,6,0,3,5,7,7,0,25,0
UCL221035,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,7,4,0,3,0,17,0,0,3,7,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,16,33,0,70,0,0,0,0,6,0,6,0,0,0,0,5,0,5,0,0,0,3,9,0,11,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,4,0,4,0,0,3,3,6,0,15,0,0,3,0,3,0,4,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,3,0,7,0,0,0,0,3,0,3,0
UCL221036,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,13,0,0,0,0,5,0,9,0,4,9,0,5,0,18,3,5,6,0,0,0,25,0,5,14,4,6,0,34,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,43,31,35,5,143,0,0,4,4,9,0,16,0,0,0,0,4,0,4,0,0,3,4,9,0,13,0,0,0,4,0,0,5,0,3,0,0,34,4,38,0,0,0,4,9,0,13,0,0,3,4,12,3,30,0,0,0,4,0,0,8,0,0,0,4,6,0,11,0,0,3,3,0,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,10,6,7,0,24,0,0,0,0,6,0,11,0,4,5,0,10,0,28,8
UCL221037,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,5,7,0,0,9,0,3,17,0,8,0,25,0,0,9,13,9,0,31,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,30,19,36,5,94,0,0,7,4,13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,4,0,8,0,12,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,5,5,8,0,14,0
UCL221038,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,0,3,0,0,4,0,0,5,0,4,0,7,0,6,3,4,8,0,25,3,0,15,13,9,4,36,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,7,31,35,39,3,134,0,0,0,3,7,0,9,0,0,0,0,0,0,0,0,0,0,6,17,0,25,0,0,0,0,0,0,0,0,0,0,7,62,0,68,0,0,0,0,5,0,10,0,0,3,7,9,0,16,0,0,0,0,5,0,3,0,0,0,0,3,0,6,0,0,0,3,4,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,4,3,0,5,0,3,0,15,0,0,0,7,3,0,9,0,5,6,8,9,0,27,0
UCL221039,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,10,3,0,14,0,0,13,3,3,0,23,4,3,8,4,15,0,37,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,5,5,8,11,27,22,53,3,122,0,0,0,6,9,0,18,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,4,0,4,0,0,0,0,14,0,17,0,0,0,4,6,0,7,0,0,0,3,8,0,10,0,0,0,0,8,0,4,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,10,0,0,3,7,7,0,16,0
UCL221040,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,3,3,12,0,9,0,21,3,0,7,7,12,0,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,21,19,34,7,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,6,0,0,0,0,0,0,30,0,31,0,0,0,0,0,0,0,0,0,7,0,9,0,17,0,0,0,4,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,9,6,0,16,3
UCL221041,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,6,0,4,0,3,0,0,11,0,3,5,6,4,0,14,0,0,8,8,12,0,38,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,6,27,31,37,3,111,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,5,0,12,0,21,0,0,0,0,3,0,3,0,0,0,3,37,0,40,0,0,0,0,3,0,6,0,0,6,3,9,0,13,0,0,0,0,3,0,6,0,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,7,0,15,0,0,0,0,6,0,3,0,4,0,11,5,0,27,4
UCL221042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,3,3,0,7,0,0,4,5,9,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,3,0,0,13,11,29,4,61,0,0,0,0,10,5,23,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,3,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0
UCL221043,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,0,0,0,15,0,0,0,3,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,8,29,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,3,0,12,0,0,0,0,13,0,13,0,0,0,0,0,0,4,0,0,0,0,9,0,11,0,0,6,0,13,0,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,7,0,0,0,3,3,0,9,0
UCL221044,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,0,0,3,4,0,8,0,5,0,3,0,0,10,0,3,10,3,8,0,28,6,3,7,4,9,0,31,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,5,12,15,46,24,41,9,147,0,0,6,0,19,0,26,0,0,0,0,0,0,0,0,0,0,3,15,0,13,0,0,0,0,0,0,3,0,0,0,6,24,0,36,0,0,5,0,0,0,6,0,0,6,0,7,3,16,6,0,6,8,11,4,29,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,5,5,0,0,8,0,0,0,4,3,0,10,0,0,0,0,0,0,9,0,0,4,3,8,0,10,0,5,6,3,5,0,27,7
