UCL_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
UCL215072,9,64,23,26,163,109,40,59,43,538,9,11,10,8,32,16,0,4,6,107,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,0,5,0,0,14,0,6,4,5,12,0,0,0,0,23,0,9,0,6,4,0,0,9,0,25,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,7,6,0,0,0,3,29,3,4,0,0,0,0,0,0,0,7,5,6,4,0,6,7,0,6,0,30,4,3,0,7,4,7,5,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,10
UCL215073,35,55,22,24,96,129,50,119,15,548,0,6,3,0,7,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,8,0,26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,4,0,0,8,0,0,0,0,3,0,22,18,0,19,0,0,0,0,71,8,12,9,0,0,0,0,4,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,5,0,0,0,0,0,0,12,4,5,0,4,3,3,0,0,0,14,0,8,0,3,0,0,0,0,0,19,0,0,0,0,4,6,0,0,0,15,0,8,13,11,10,7,4,3,0,59,11,26,44,34,20,22,5,7,4,175,0,0,3,0,0,0,0,0,0,7,0,13,5,6,0,0,0,0,0,20
UCL215074,58,96,59,51,241,405,144,255,19,1335,0,0,6,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,11,5,3,13,10,5,3,0,45,0,0,0,0,0,4,0,0,0,7,0,9,4,0,9,12,0,7,0,51,3,0,0,3,7,5,0,0,0,15,8,41,34,10,15,9,0,0,0,121,9,29,6,0,5,0,0,0,0,49,11,14,9,4,21,11,3,3,0,73,0,3,0,0,0,0,0,0,0,9,3,5,6,6,16,8,0,4,0,46,0,6,0,0,5,6,0,0,0,18,4,11,18,3,11,6,0,9,0,59,0,13,6,5,11,3,0,0,0,47,8,13,19,5,29,20,7,5,4,107,15,25,25,13,26,25,11,15,4,172,21,41,48,31,44,29,6,8,0,234,3,7,0,3,3,0,0,0,0,20,6,9,11,8,7,5,5,4,0,55
UCL215075,21,20,14,4,59,61,14,46,3,255,0,4,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,9,13,3,6,5,0,0,0,33,0,5,0,0,0,3,0,0,0,17,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,0,0,0,0,0,0,5,0,0,5,0,7,4,0,0,0,21,4,7,7,0,5,0,0,7,0,30,5,8,6,17,12,9,4,7,0,61,0,0,0,0,0,0,0,0,0,5,0,3,4,3,0,0,0,3,0,9
UCL215076,21,41,39,30,88,157,40,91,13,506,0,6,0,0,3,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,10,12,6,18,23,0,4,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,16,4,3,11,3,3,3,0,54,9,22,4,3,5,0,0,10,0,58,0,0,0,0,5,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,5,0,3,0,27,0,7,0,3,0,4,0,0,0,17,5,3,3,0,8,3,0,7,0,34,0,10,13,8,9,10,5,4,0,58,10,16,24,10,13,14,0,4,0,94,0,0,3,0,0,0,0,0,0,6,4,4,5,0,5,0,0,0,0,20
UCL215077,22,28,33,33,63,86,25,44,5,342,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,0,0,17,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,5,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,14,6,0,5,0,0,0,0,30,0,22,8,0,6,3,0,3,0,46,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,8,0,3,0,0,3,0,0,0,0,4,0,0,8,0,4,0,0,0,0,23,0,0,6,0,0,0,0,0,0,6,4,0,3,5,3,3,0,0,0,17,3,3,9,3,0,9,5,6,0,43,0,25,21,8,3,10,4,3,0,85,0,6,3,0,0,4,0,0,0,11,0,5,4,0,0,0,0,3,0,14
UCL215078,20,33,31,23,116,173,45,82,8,524,0,4,6,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,4,6,0,9,4,0,3,0,25,0,0,0,0,0,0,0,0,0,5,0,10,0,0,4,5,0,0,0,23,0,5,3,0,0,0,0,0,0,12,8,19,13,12,13,6,0,0,0,63,5,19,0,0,0,3,0,0,0,33,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,8,3,9,0,6,4,0,4,0,29,0,12,3,0,4,0,0,0,0,21,0,0,4,0,7,0,0,0,0,9,4,11,17,8,9,7,8,11,0,68,7,25,35,21,22,7,0,0,0,125,5,3,0,0,6,0,0,0,0,9,0,11,8,0,5,0,0,0,0,25
UCL215079,19,48,29,14,73,116,31,79,7,419,3,3,0,3,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,4,5,0,0,0,9,0,23,13,3,10,4,0,5,6,56,0,3,7,5,4,8,0,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,3,0,0,0,17,0,3,0,6,0,0,0,0,0,4,0,4,6,4,5,3,0,0,0,21,3,5,13,0,4,0,3,8,0,36,11,26,31,27,22,14,9,3,0,138,0,0,0,0,0,0,0,0,0,5,3,8,0,0,3,0,0,0,0,15
UCL215080,18,46,24,22,107,127,46,82,15,478,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,4,0,5,0,3,0,0,0,0,12,0,0,0,0,0,6,0,0,0,6,0,3,0,3,10,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,10,16,0,9,3,0,3,0,49,4,15,8,0,3,3,0,3,0,34,3,0,3,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,5,0,5,0,24,0,0,0,0,3,0,0,0,0,13,3,0,3,3,11,11,0,3,0,39,5,18,15,8,11,4,5,5,0,69,8,24,23,29,22,19,3,3,0,137,0,0,0,0,4,0,0,0,0,8,7,8,0,3,0,0,0,0,0,25
UCL215081,43,79,65,47,175,262,116,150,13,960,6,3,3,0,6,4,0,3,0,30,0,0,0,0,0,0,0,0,0,0,3,11,8,5,8,19,14,6,0,64,7,0,9,0,0,14,4,0,0,37,0,7,3,3,5,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,9,30,15,8,11,10,0,5,0,92,4,27,15,3,7,6,0,0,0,62,0,0,4,0,0,3,0,4,0,24,0,0,3,0,0,0,0,0,0,13,4,0,0,0,0,3,0,3,0,13,0,0,0,0,3,0,0,0,0,7,0,5,9,6,11,7,0,4,0,41,3,5,8,0,6,4,0,0,0,31,6,3,0,6,5,10,4,0,0,35,3,16,15,12,19,23,12,10,0,109,17,34,53,49,42,31,3,6,0,252,0,7,0,0,0,0,0,0,0,11,4,13,3,0,0,7,0,0,0,34
UCL215082,27,44,24,21,136,158,47,114,15,585,0,8,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,3,0,0,0,14,0,3,0,0,0,5,0,0,0,6,3,27,9,4,7,6,0,0,0,55,0,10,4,3,0,0,0,0,0,25,0,0,0,0,6,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,7,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,5,6,3,4,3,4,0,0,29,5,4,0,0,0,8,0,0,0,15,8,4,3,3,11,9,0,0,0,46,9,18,15,9,10,5,3,7,0,82,16,33,34,28,21,17,3,4,5,153,0,3,0,0,0,0,0,0,0,0,3,6,6,4,0,0,0,0,0,19
UCL215083,25,41,23,27,69,115,48,95,16,445,0,5,0,3,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,6,4,0,0,0,3,3,0,0,0,12,0,17,4,11,15,0,0,4,0,51,0,11,4,0,3,6,0,4,0,27,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,5,3,0,0,4,0,0,0,0,21,0,4,4,13,9,4,4,5,0,49,12,17,30,22,28,19,0,8,4,141,0,0,0,0,0,0,0,0,0,3,4,5,0,4,0,0,0,3,0,22
UCL215084,11,21,21,9,58,76,26,30,10,270,3,3,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,16,6,6,8,7,0,0,0,45,8,7,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,7,0,3,0,3,7,4,0,3,0,26,9,18,16,16,18,9,0,0,0,80,0,0,0,0,6,0,0,0,0,3,4,0,5,0,0,0,0,0,0,14
UCL215085,22,21,13,14,61,94,21,53,11,309,0,0,4,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,4,0,18,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,3,0,0,0,16,0,3,0,0,4,5,0,0,0,7,0,10,6,0,5,0,0,4,0,35,0,11,0,0,0,0,0,0,0,18,0,0,5,0,4,0,0,0,0,11,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,3,0,0,0,3,0,0,0,0,0,4,0,3,4,0,0,0,0,19,3,10,9,4,10,4,0,7,0,40,6,3,18,7,13,7,0,0,0,48,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,5,0,0,0,13
UCL215086,27,79,51,40,175,208,67,168,31,845,4,0,3,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,7,7,4,6,0,0,0,21,0,0,4,4,0,4,0,4,0,15,0,0,0,5,0,4,0,0,0,19,0,0,0,5,0,0,0,0,0,15,8,43,22,6,14,9,4,0,0,102,3,24,10,0,6,3,0,0,0,56,0,4,0,3,3,0,0,0,0,15,0,0,3,0,3,4,0,0,0,12,3,4,4,0,4,8,0,0,0,22,0,0,0,0,4,0,0,0,0,12,3,9,16,3,11,4,0,3,0,42,0,8,0,0,4,0,0,0,0,18,8,10,14,11,27,10,5,4,0,83,5,16,17,19,23,13,11,16,0,121,27,36,45,37,29,27,3,8,0,215,4,0,5,0,4,0,0,0,0,9,3,7,6,4,3,6,0,3,0,24
UCL215087,22,35,23,14,84,119,39,91,15,440,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,7,5,0,0,0,0,0,0,17,0,8,4,0,4,0,0,0,0,10,3,13,7,6,4,7,0,0,0,37,4,9,6,0,3,3,0,0,0,27,0,9,0,0,5,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,3,5,4,0,0,8,0,18,0,0,0,0,0,0,0,0,0,15,0,3,4,0,7,3,0,0,0,20,3,7,4,13,8,9,3,5,3,57,5,12,24,11,8,10,3,0,0,80,0,0,0,0,4,0,0,0,0,9,0,5,3,0,6,0,0,4,0,20
UCL215088,31,48,28,36,81,83,17,53,6,382,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10,0,0,4,0,0,0,0,0,0,11,5,9,6,5,0,0,0,0,0,27,12,7,7,3,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,14,3,6,0,3,4,0,0,0,0,15,0,0,0,0,0,0,0,4,0,11,0,16,10,11,11,16,0,4,0,64,0,25,15,13,18,10,3,5,0,96,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,0,0,0,0,10
UCL215089,25,46,40,21,89,125,25,71,11,461,3,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,15,8,10,3,5,8,4,0,0,0,46,0,13,5,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,3,0,13,0,6,0,0,0,0,0,0,0,3,3,4,4,0,3,3,0,0,0,24,8,11,12,0,13,4,0,3,0,56,9,33,29,32,25,41,6,10,0,185,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,9
UCL215090,25,32,22,18,100,139,33,84,9,454,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,5,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,20,11,4,4,0,0,7,0,59,3,13,0,4,6,0,0,0,0,32,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,3,0,3,0,10,3,7,4,4,4,7,0,4,0,29,4,7,3,0,0,0,0,0,0,20,0,0,0,8,9,4,0,0,0,21,5,4,9,8,9,8,0,8,0,51,7,30,20,29,18,12,3,5,0,127,4,0,0,0,0,0,0,0,0,7,0,0,0,4,4,4,0,0,0,6
UCL215091,19,45,38,25,59,134,37,114,7,474,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,15,0,0,0,0,5,0,0,0,0,3,0,11,9,5,4,5,0,0,0,34,0,5,3,0,6,0,0,0,0,18,0,19,10,7,0,0,0,0,0,48,3,12,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,13,0,3,0,0,0,4,0,0,0,7,0,9,6,5,3,3,0,4,0,39,0,5,0,4,3,0,0,0,0,8,0,3,4,0,6,4,6,4,0,16,0,4,4,10,6,9,0,7,0,51,3,14,12,16,9,4,0,3,0,69,0,0,0,0,0,0,0,0,0,5,7,5,5,6,0,0,0,0,0,14
UCL215092,55,101,49,79,163,296,90,189,12,1029,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,3,6,7,0,6,0,7,0,4,0,32,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,18,3,3,0,0,4,0,0,0,0,10,3,31,11,0,9,5,5,10,0,75,14,26,3,4,0,5,3,0,0,58,0,7,6,0,3,10,0,0,0,24,0,0,6,3,0,0,0,0,0,14,0,0,6,0,7,7,6,3,0,41,0,4,0,0,0,11,0,0,0,19,4,18,17,11,11,12,6,10,0,94,0,12,3,0,0,3,0,0,0,22,12,9,15,10,21,18,4,9,0,91,15,41,33,21,31,17,13,18,0,182,17,48,56,53,30,30,7,14,0,254,0,3,0,0,6,0,0,3,0,15,4,9,11,8,3,4,3,4,0,43
UCL215093,42,79,59,59,270,338,98,166,28,1142,0,6,0,3,12,3,0,5,0,26,0,0,0,0,0,0,0,0,0,0,6,14,12,0,11,14,0,5,0,59,0,0,0,0,6,0,0,0,0,4,0,7,9,7,5,10,3,0,0,44,0,0,9,0,10,3,0,0,0,27,7,43,25,8,20,8,3,8,3,127,14,30,5,0,5,3,0,0,0,68,0,0,5,3,4,3,0,3,0,23,0,0,0,3,0,0,0,0,0,7,4,3,4,0,7,3,0,0,0,18,0,0,0,0,0,4,0,0,0,5,0,6,6,5,9,3,0,0,0,39,0,9,5,4,6,6,0,0,0,36,7,0,4,5,12,11,0,0,0,44,10,23,23,21,17,15,8,10,0,126,26,43,54,42,38,15,9,7,0,234,3,9,4,0,4,6,0,0,0,20,11,23,19,5,0,4,0,0,0,65
UCL215094,15,22,16,15,50,51,22,34,5,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,4,0,4,3,0,3,0,37,4,8,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,6,0,3,0,24,0,3,7,6,4,6,0,0,0,30,6,10,11,14,4,7,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,12
UCL215095,9,20,14,12,59,61,24,31,3,241,0,3,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,5,5,4,0,0,0,27,0,8,7,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,9,0,3,0,4,5,3,0,0,0,20,0,3,8,3,8,0,0,0,0,22,10,14,24,11,17,11,5,3,0,86,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6
UCL215096,14,49,35,32,124,203,46,117,9,634,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,12,5,3,13,5,0,5,0,38,0,0,0,0,5,0,0,0,0,3,0,9,4,0,7,10,0,0,0,27,0,0,0,0,5,0,0,5,0,7,8,20,14,13,16,8,3,3,4,88,3,11,8,6,0,0,0,0,0,28,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,3,0,0,0,0,3,0,0,0,13,0,5,7,6,3,9,0,6,0,34,0,3,5,3,0,0,0,0,0,17,0,5,4,7,7,4,0,0,0,36,6,18,16,9,8,9,10,10,0,80,13,14,24,17,27,13,5,0,0,116,0,4,4,0,0,0,0,0,0,9,5,4,5,0,6,0,0,0,0,32
UCL215097,48,61,51,48,154,226,47,103,26,766,0,5,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,12,4,6,3,10,0,0,0,39,0,0,0,0,4,0,0,0,0,3,0,13,5,0,4,4,0,0,0,28,0,3,0,0,4,4,0,0,0,12,7,20,24,7,9,3,0,0,3,75,0,17,5,6,3,0,0,3,0,39,0,0,4,0,4,0,4,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,3,0,6,5,0,3,0,16,0,0,0,0,8,6,0,0,0,15,0,0,3,6,6,9,0,0,0,25,0,8,6,0,3,3,0,0,0,24,0,0,0,3,4,7,0,0,0,21,4,17,16,13,17,5,3,7,0,97,8,33,35,21,33,7,0,3,6,143,4,4,5,5,0,5,0,0,0,15,11,8,4,3,3,0,0,0,0,28
UCL215098,16,33,22,11,65,85,35,52,7,321,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,10,11,0,3,9,0,4,0,39,7,13,5,0,4,0,0,0,0,23,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,8,7,3,6,3,11,4,0,0,0,27,0,8,6,5,4,3,4,0,0,34,10,15,14,18,17,9,3,0,0,89,0,0,0,0,0,4,0,0,0,12,3,0,0,0,5,3,0,0,0,17
UCL215099,12,28,20,16,43,73,21,43,10,277,0,7,0,4,5,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,7,8,3,0,0,0,37,4,12,3,0,4,3,0,4,0,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,12,0,3,4,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,12,3,10,9,0,8,6,0,5,0,48,0,14,23,20,10,9,9,0,0,81,0,0,0,0,0,0,0,0,0,5,0,7,4,0,0,0,0,0,0,8
