UCL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
UCL215047,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,21,4,17,0,17,..,52,15,71,0,71,..,4,0,3,116,118,1969,55,11,70,116,2153
UCL215048,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,27,4,24,0,27,..,94,6,100,3,98,..,6,0,7,143,150,1667,99,4,101,149,1923
UCL215049,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,94,12,103,0,108,..,0,0,0,115,115,1025,94,12,109,117,1248
UCL215050,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,30,5,35,0,31,..,108,7,120,0,119,..,0,0,0,170,171,2633,110,7,117,168,2926
UCL215051,0,0,0,0,..,6,0,5,0,5,..,0,0,0,0,0,..,4,9,8,0,8,..,12,4,15,0,16,..,95,15,108,3,113,..,5,0,5,236,241,4194,101,15,117,239,4548
UCL215052,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,9,0,9,0,9,..,29,6,32,0,32,..,0,0,0,52,54,1295,32,6,39,52,1381
UCL215053,3,4,0,4,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,22,0,22,..,173,21,195,0,193,..,11,0,11,211,223,3574,189,21,205,217,3999
UCL215054,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,9,9,3,14,..,38,11,46,3,52,..,6,0,6,179,181,1841,41,11,56,182,2077
UCL215055,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,4,14,0,14,..,46,4,47,0,47,..,4,0,4,91,99,1458,55,4,56,91,1605
UCL215056,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,4,23,..,52,4,48,5,56,..,5,0,5,162,164,1361,54,4,59,164,1584
UCL215057,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,13,0,11,0,11,..,49,8,63,0,63,..,0,0,0,117,117,1575,53,8,62,117,1752
UCL215058,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,28,0,28,0,28,..,5,0,5,59,65,1050,33,0,33,59,1147
UCL215059,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,19,0,23,4,28,..,128,7,131,8,142,..,0,0,5,114,123,1984,127,8,135,127,2249
UCL215060,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,4,32,0,30,..,282,50,329,6,331,..,10,3,14,117,133,2382,291,55,342,120,2846
UCL215061,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,3,5,0,5,..,9,3,11,0,11,..,96,15,110,7,113,..,12,0,12,164,178,1747,107,15,123,167,2036
UCL215062,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,4,..,30,6,31,0,36,..,4,0,4,72,76,1417,39,6,36,75,1529
UCL215063,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,5,0,5,58,67,995,26,0,27,58,1081
UCL215064,0,5,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,0,6,8,0,6,..,119,114,229,6,236,..,198,123,317,6,324,..,14,4,17,115,133,1492,218,121,334,123,1949
UCL215065,0,0,0,0,..,8,0,6,0,6,..,0,0,0,0,0,..,3,5,5,0,5,..,26,3,30,0,30,..,82,18,103,0,104,..,19,0,16,340,355,3346,101,18,119,339,3807
UCL215066,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,6,0,6,..,13,0,13,3,15,..,47,10,56,4,59,..,3,0,3,213,218,1751,50,10,63,217,2024
UCL215067,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,12,0,12,..,36,8,43,0,43,..,6,0,6,82,89,890,44,8,47,82,1022
UCL215068,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,6,0,6,..,17,0,24,0,24,..,107,13,114,0,112,..,0,0,0,111,115,3278,108,13,117,108,3505
UCL215069,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,8,0,10,0,10,..,69,4,70,0,70,..,4,0,4,206,213,3142,71,4,77,206,3424
UCL215070,0,0,0,0,..,0,3,3,0,3,..,7,0,12,0,12,..,4,3,3,0,8,..,37,6,46,0,46,..,154,53,209,3,209,..,14,0,14,254,274,2597,170,53,219,257,3070
UCL215071,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,23,0,22,0,22,..,94,7,101,0,106,..,9,0,9,116,122,3352,102,7,112,121,3574
UCL215072,0,20,0,20,..,24,29,52,0,52,..,0,0,0,0,0,..,62,148,212,6,220,..,239,98,338,7,344,..,657,505,1158,18,1181,..,18,13,29,325,355,902,671,523,1194,346,2441
UCL215073,0,0,0,0,..,4,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,3,..,45,17,57,0,64,..,15,0,15,185,195,2550,53,17,67,187,2802
UCL215074,0,0,0,0,..,6,0,6,0,6,..,6,0,6,0,6,..,4,0,4,0,4,..,33,0,34,0,34,..,150,12,163,0,170,..,3,0,3,162,168,4600,157,12,167,165,4934
UCL215075,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,27,0,28,..,3,0,3,126,131,1090,33,0,29,128,1249
UCL215076,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,4,19,0,19,..,37,3,40,0,46,..,3,0,4,84,88,2191,45,4,48,86,2324
UCL215077,0,7,0,7,..,13,0,9,0,16,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,99,8,104,0,103,..,5,0,5,134,140,1416,106,8,112,139,1664
UCL215078,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,4,27,0,26,..,63,14,72,0,71,..,4,0,4,49,51,1792,62,14,79,51,1918
UCL215079,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,3,..,3,0,3,0,3,..,42,4,51,0,49,..,6,0,6,143,148,1925,51,4,54,147,2126
UCL215080,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,7,0,11,..,38,3,41,0,44,..,6,0,6,78,81,2058,39,3,42,79,2185
UCL215081,0,0,0,0,..,12,5,9,0,9,..,48,17,66,0,66,..,7,4,17,0,17,..,27,8,37,0,37,..,321,60,379,3,381,..,11,0,15,285,295,3576,331,63,399,287,4259
UCL215082,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,15,0,17,0,17,..,52,9,58,0,58,..,0,0,0,96,100,2086,56,9,62,96,2244
UCL215083,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,44,8,50,0,52,..,6,0,3,117,122,1848,45,11,52,121,2020
UCL215084,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,37,0,39,0,39,..,0,0,0,74,74,1220,37,0,39,74,1331
UCL215085,0,0,0,0,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,14,0,14,..,33,4,38,0,40,..,0,0,0,77,77,1079,33,4,38,80,1196
UCL215086,0,6,0,6,..,0,3,4,0,4,..,0,0,0,0,0,..,6,10,18,0,19,..,34,0,37,0,37,..,138,36,176,3,173,..,12,0,12,179,193,3472,150,36,187,179,3839
UCL215087,0,0,0,0,..,8,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,14,0,16,0,16,..,79,5,79,0,79,..,3,0,3,127,131,1491,77,5,85,127,1705
UCL215088,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,40,0,41,0,40,..,91,7,105,0,108,..,0,0,0,241,247,1563,95,7,105,243,1913
UCL215089,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,57,4,55,0,56,..,4,0,4,202,207,1962,54,4,60,201,2227
UCL215090,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,52,5,55,0,55,..,5,3,11,148,160,1818,58,9,65,153,2032
UCL215091,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,4,14,0,14,..,67,3,69,0,69,..,5,0,5,38,39,1430,71,3,69,38,1542
UCL215092,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,3,0,3,..,57,9,67,0,67,..,197,30,220,0,229,..,11,3,14,148,164,4273,202,31,237,153,4663
UCL215093,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,5,..,11,3,17,0,17,..,85,10,90,5,95,..,15,0,15,95,109,3998,89,10,106,104,4198
UCL215094,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,40,9,50,0,50,..,3,0,3,61,66,917,40,9,50,61,1027
UCL215095,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,7,0,7,..,16,4,21,0,20,..,0,0,0,61,63,1029,15,4,25,61,1107
UCL215096,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,17,0,17,..,50,7,57,0,57,..,7,0,7,71,74,2291,54,7,62,71,2417
UCL215097,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,9,11,0,11,..,17,0,18,0,18,..,79,10,90,0,89,..,5,0,3,227,231,2955,84,11,99,231,3283
UCL215098,0,0,0,0,..,0,6,6,0,6,..,0,0,0,0,0,..,0,0,0,0,5,..,9,0,13,0,13,..,32,5,39,0,43,..,6,0,6,41,43,1305,40,5,45,41,1387
UCL215099,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,4,6,0,6,..,11,0,8,0,8,..,50,11,56,0,63,..,11,0,11,146,157,1516,57,11,68,147,1739
UCL215100,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,28,0,28,0,28,..,5,0,5,87,91,1163,31,0,31,87,1279
UCL221001,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,4,39,40,667,17,0,15,39,718
UCL221002,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,4,30,0,30,..,7,0,7,26,31,792,25,4,30,26,852
UCL221003,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,4,8,0,8,..,8,3,10,0,10,..,0,0,3,56,59,507,10,5,16,56,572
UCL221004,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,8,0,13,0,13,..,68,4,70,0,70,..,0,0,0,32,34,1032,69,4,72,32,1139
UCL221005,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,35,5,37,0,40,..,0,0,0,53,53,581,35,5,37,58,674
UCL221006,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,27,27,595,6,0,6,27,628
UCL221007,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,10,0,10,0,10,..,0,0,0,49,49,480,10,0,10,49,534
UCL221008,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,6,32,0,32,..,4,0,3,150,153,626,28,9,35,150,808
UCL221009,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,53,53,563,7,0,7,53,626
UCL221010,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,12,0,17,0,17,..,0,0,0,39,33,521,16,0,14,39,574
UCL221011,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,18,19,592,12,0,12,18,619
UCL221012,0,0,0,0,..,0,0,3,0,3,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,16,5,19,0,19,..,0,0,0,42,48,438,14,5,24,42,504
UCL221013,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,0,7,..,23,4,28,0,28,..,0,0,0,39,37,545,26,4,29,35,617
UCL221014,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,45,4,47,0,47,..,0,0,0,33,33,881,45,4,47,33,960
UCL221015,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,16,..,0,0,0,40,36,448,13,0,13,38,503
UCL221016,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,21,0,21,..,34,3,37,0,35,..,5,0,5,30,32,888,32,3,36,32,957
UCL221017,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,4,18,0,18,..,9,0,9,37,49,856,28,4,27,37,920
UCL221018,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,24,7,34,0,34,..,5,0,0,110,112,847,25,12,36,110,993
UCL221019,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,25,0,25,0,25,..,0,0,0,50,52,811,22,0,22,50,886
UCL221020,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,21,0,21,..,5,0,5,53,63,782,27,0,27,53,867
UCL221021,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,0,29,0,29,..,0,0,0,49,51,643,31,0,31,49,721
UCL221022,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,13,0,13,0,16,..,0,0,0,31,29,464,14,0,14,28,511
UCL221023,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,0,39,42,627,8,0,10,39,680
UCL221024,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,4,0,4,..,4,0,4,0,4,..,17,4,21,0,21,..,8,0,7,39,46,921,28,9,36,39,994
UCL221025,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,36,4,36,0,38,..,0,0,0,56,58,617,35,4,38,53,713
UCL221026,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,22,5,28,0,30,..,0,0,0,50,50,648,22,5,28,50,725
UCL221027,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,13,3,15,..,21,3,22,3,26,..,0,0,0,87,87,642,21,3,22,85,753
UCL221028,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,29,0,28,0,28,..,0,0,0,78,80,703,32,0,28,78,811
UCL221029,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,16,16,677,8,0,8,16,703
UCL221030,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,21,0,25,0,25,..,5,0,5,24,29,455,26,0,28,24,510
UCL221031,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,32,0,31,0,31,..,0,0,0,29,29,542,32,0,31,29,607
UCL221032,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,5,3,0,3,..,8,5,11,0,11,..,0,0,0,38,38,518,8,5,11,38,570
UCL221033,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,5,0,0,0,..,17,5,23,0,25,..,0,0,0,34,34,450,17,5,23,37,509
UCL221034,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,0,34,0,34,..,65,6,69,0,69,..,3,0,3,10,12,833,64,6,73,10,914
UCL221035,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,10,0,14,0,14,..,0,0,0,73,73,693,10,0,14,73,779
UCL221036,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,19,0,19,0,15,..,0,0,0,41,41,716,14,0,14,38,773
UCL221037,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,18,0,23,0,23,..,0,0,0,29,29,638,18,0,23,29,683
UCL221038,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,4,0,4,..,6,0,6,0,6,..,32,5,38,0,38,..,0,0,0,92,92,769,32,5,38,92,901
UCL221039,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,18,0,18,..,0,0,0,85,87,662,19,0,18,85,762
UCL221040,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,15,0,16,0,16,..,0,0,0,20,17,624,17,0,18,20,661
UCL221041,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,6,8,0,8,..,16,3,23,0,23,..,0,0,0,29,33,596,21,3,19,29,641
UCL221042,0,0,0,0,..,0,6,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,34,14,50,0,50,..,3,0,4,43,44,457,36,21,51,43,554
UCL221043,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,45,0,43,0,43,..,3,0,3,70,71,905,42,0,47,70,1020
UCL221044,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,3,0,3,..,45,7,49,0,49,..,0,0,0,78,80,991,45,7,53,78,1118
UCL221045,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,31,0,33,0,33,..,0,0,0,30,34,674,33,0,35,30,736
UCL221046,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,16,28,0,33,..,45,15,64,0,65,..,0,0,0,54,54,1394,45,15,64,54,1508
UCL221047,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,18,0,19,0,19,..,0,0,0,33,33,595,18,0,19,33,646
UCL221048,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,28,28,478,16,0,16,27,516
UCL221049,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,13,17,667,10,0,10,13,691
UCL221050,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,16,3,25,0,25,..,0,0,0,52,53,701,23,3,25,52,775
UCL221051,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,0,0,0,45,44,720,17,0,17,45,780
UCL221052,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,7,0,7,..,15,3,20,0,20,..,0,0,0,26,26,472,15,3,20,26,526
UCL221053,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,20,0,17,0,22,..,3,0,3,28,30,705,21,0,20,26,748
UCL221054,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,13,0,18,..,0,0,0,42,37,597,18,0,16,39,656
UCL221055,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,11,3,17,0,17,..,0,0,0,24,21,623,13,3,17,24,660
UCL221056,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,11,13,28,0,28,..,0,0,0,70,70,429,16,13,31,70,532
UCL221057,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,15,0,17,0,17,..,0,0,0,54,53,723,15,0,20,54,789
UCL221058,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,12,0,11,..,6,0,6,30,32,453,11,0,11,29,503
UCL221059,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,12,0,12,..,0,0,0,34,38,721,15,0,16,34,771
UCL221060,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,16,0,21,0,21,..,0,0,0,22,25,541,21,0,24,22,589
UCL221061,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,4,0,4,56,52,657,21,0,21,56,729
UCL221062,0,0,0,0,..,3,10,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,10,9,12,0,12,..,21,29,54,0,54,..,0,0,0,86,90,830,31,29,61,86,972
UCL221063,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,4,0,4,..,11,3,16,0,16,..,0,0,0,33,40,515,13,3,16,33,562
UCL221064,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,5,14,0,14,..,12,5,14,0,14,..,0,0,0,31,39,642,17,5,17,31,695
UCL221065,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,10,..,6,0,6,16,23,476,10,0,12,16,515
UCL221066,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,8,0,12,0,12,..,0,0,0,56,56,663,8,0,12,56,731
UCL221067,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,6,0,6,..,13,3,16,0,16,..,0,0,0,29,29,527,13,3,20,29,572
UCL221068,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,24,0,24,..,4,0,4,21,29,479,28,0,29,21,533
UCL221069,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,22,0,24,0,22,..,38,5,51,0,49,..,9,0,7,74,75,852,49,5,58,72,981
UCL221070,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,3,13,0,13,..,37,4,39,0,44,..,0,0,0,70,70,907,37,4,39,69,1016
UCL221071,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,25,0,25,0,25,..,0,0,0,66,66,744,25,0,25,66,830
UCL221072,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,50,47,460,6,0,6,50,513
UCL221073,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,11,12,487,11,0,11,11,507
UCL221074,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,0,9,..,21,0,23,0,25,..,7,0,7,55,60,744,24,0,29,58,827
UCL221075,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,30,0,32,0,32,..,5,0,5,47,44,748,35,0,38,47,826
UCL221076,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,54,5,58,0,63,..,0,0,0,62,63,781,54,6,60,62,904
UCL221077,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,8,0,8,..,27,4,39,0,35,..,9,5,10,59,74,610,37,11,49,61,717
UCL221078,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,15,0,15,..,0,0,0,24,22,514,13,0,11,24,541
UCL221079,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,11,0,17,0,16,..,8,0,8,62,70,565,20,0,22,66,650
UCL221080,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,4,11,0,11,..,44,6,47,4,49,..,0,0,0,17,17,504,43,6,48,16,570
