UCL_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL215047,29,40,195,115,96,79,15,0,0,570,0,0,8,0,0,3,0,0,0,12,0,0,5,0,3,0,0,0,0,3,0,0,7,9,9,9,0,0,0,29,0,3,0,0,0,0,0,0,0,5,0,3,8,4,0,0,0,0,0,20,0,0,6,6,0,0,0,0,0,15,5,8,16,13,7,11,0,0,0,60,12,6,5,3,0,0,0,0,0,28,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,17,0,0,3,5,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,11,0,0,3,3,5,3,0,0,0,13,0,0,4,3,0,0,0,0,0,14,0,6,22,15,9,4,0,0,0,58,5,15,41,19,30,11,0,0,0,122,0,0,3,0,0,0,0,0,0,7,3,0,13,4,7,0,0,0,0,34
UCL215048,19,42,133,101,67,53,8,0,0,429,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,5,7,6,4,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,13,0,3,3,0,4,0,0,0,0,12,3,12,13,11,8,3,4,0,0,50,9,3,6,9,0,0,0,0,0,25,0,0,8,3,4,3,0,0,0,18,0,0,3,0,0,0,0,0,0,3,0,0,5,7,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,13,0,0,0,0,6,3,0,0,0,12,0,0,10,5,0,0,0,0,0,24,0,6,22,10,14,13,0,0,0,55,3,6,27,18,14,15,3,0,0,82,0,6,4,0,3,0,0,0,0,8,0,0,9,3,0,4,0,0,0,21
UCL215049,10,21,67,43,43,67,39,6,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,9,0,9,8,4,5,0,34,4,6,22,11,8,13,5,0,0,66,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,3,0,0,0,11,0,0,4,5,3,5,0,0,0,20,0,0,0,4,0,0,0,0,0,7,0,0,4,0,5,3,0,0,0,10,0,4,4,4,7,5,9,0,0,28,0,0,4,6,7,21,3,0,0,39,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3
UCL215050,41,47,68,155,202,179,67,12,0,770,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,5,5,0,0,28,0,0,0,3,0,0,0,0,0,5,0,0,0,4,5,0,0,0,0,13,0,0,0,0,4,0,0,0,0,8,19,7,5,6,9,11,7,0,0,70,10,3,0,0,3,0,0,0,0,22,0,0,0,9,3,0,0,0,0,18,0,0,4,0,11,0,0,0,0,13,0,0,0,12,8,6,0,0,0,28,0,0,0,0,3,3,3,0,0,5,0,0,9,27,19,9,4,0,0,69,0,0,4,3,4,4,0,0,0,14,3,0,4,18,14,7,3,0,0,52,0,4,9,27,34,25,16,0,0,113,0,6,14,37,43,30,6,0,0,133,0,0,5,0,5,7,0,0,0,15,0,0,5,7,8,0,0,0,0,18
UCL215051,58,85,217,190,157,169,52,9,0,936,0,3,7,7,3,7,6,0,0,42,0,0,0,0,0,0,0,0,0,3,0,4,0,3,8,4,0,0,0,17,0,0,0,6,3,0,0,0,0,8,0,3,8,9,4,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,20,12,20,17,14,17,3,0,0,100,26,5,11,22,9,6,0,0,0,82,0,0,0,0,0,6,0,0,0,12,0,0,0,5,0,0,0,0,0,6,0,6,4,0,0,0,3,0,0,12,3,3,7,0,0,3,0,0,0,16,0,4,8,15,9,3,0,0,0,40,0,0,0,4,4,5,0,0,0,20,0,5,14,19,6,9,3,0,0,68,0,4,32,41,28,30,9,0,0,154,0,20,57,51,53,54,12,0,0,251,0,0,4,5,0,3,0,0,0,20,3,8,9,7,0,7,0,0,0,37
UCL215052,13,13,38,34,59,79,38,0,0,266,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,10,6,8,4,0,0,29,9,4,0,3,7,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,3,0,0,21,0,0,0,4,3,3,0,0,0,14,0,0,0,3,3,14,0,0,0,19,0,0,3,5,7,11,4,0,0,29,0,0,17,12,18,20,3,0,0,70,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,11
UCL215053,41,66,191,194,178,162,62,13,0,911,0,0,7,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,5,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,11,5,7,4,0,0,0,24,0,0,0,3,4,4,0,0,0,11,10,8,20,27,24,46,14,0,0,151,11,10,27,15,16,20,7,0,0,114,4,0,3,3,4,0,0,0,0,15,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,5,0,0,0,8,0,0,7,4,3,4,0,0,0,24,0,0,6,9,10,6,3,0,0,48,0,0,8,9,3,10,0,0,0,29,0,0,7,25,8,11,3,0,0,55,0,7,39,40,29,29,8,0,0,142,4,5,26,51,53,46,6,0,0,177,0,0,0,5,3,3,0,0,0,10,0,0,11,6,5,3,3,0,0,34
UCL215054,13,37,97,53,75,70,25,3,3,378,0,0,0,8,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,10,8,11,14,5,0,0,60,3,8,5,3,9,4,0,0,0,36,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,10,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,8,0,4,5,5,0,0,20,0,0,3,0,0,3,3,0,0,19,0,0,13,12,7,11,3,0,0,49,5,13,28,20,27,26,5,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8
UCL215055,10,10,38,46,47,88,51,10,0,307,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,14,8,0,0,36,6,3,3,4,4,10,5,0,0,36,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,14,0,0,0,0,5,4,4,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,7,7,11,8,0,0,0,29,5,0,4,7,9,8,5,0,0,41,0,0,18,16,19,26,4,0,0,82,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,11
UCL215056,17,22,95,67,61,65,17,0,0,336,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,5,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,5,7,5,5,8,0,0,0,29,3,4,4,5,3,6,0,0,0,27,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,11,0,0,0,3,4,10,0,0,0,12,0,0,4,0,0,5,0,0,0,13,0,0,10,6,7,4,0,0,0,27,0,4,22,18,22,21,5,0,0,98,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8
UCL215057,20,25,51,76,93,72,25,0,0,357,0,0,0,0,0,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,15,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,3,7,5,8,0,0,0,30,6,0,0,3,3,0,0,0,0,14,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,9,0,0,0,4,4,3,0,0,0,16,0,0,0,3,0,4,0,0,0,5,0,0,5,5,0,5,0,0,0,16,4,4,7,23,21,15,3,0,0,67,0,5,22,17,40,33,3,0,0,118,0,0,0,0,0,0,0,0,0,8,0,0,5,5,0,3,0,0,0,15
UCL215058,11,15,36,28,49,36,21,3,0,207,0,0,0,3,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,7,3,9,4,5,0,0,32,9,3,4,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,0,0,3,4,0,0,0,0,0,7,0,0,4,0,4,4,0,0,0,14,0,0,9,9,9,5,0,0,0,24,4,3,13,4,17,20,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215059,36,19,87,110,102,96,44,9,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,3,7,14,20,4,0,0,51,7,8,10,18,10,9,4,0,0,67,0,3,0,0,6,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,5,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,3,10,8,3,3,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,3,0,5,4,3,0,0,17,0,3,6,31,27,17,9,0,0,103,0,3,15,17,24,24,14,0,0,98,0,0,5,3,7,3,0,0,0,26,0,0,4,0,0,4,0,0,0,3
UCL215060,45,43,121,122,114,124,40,6,0,624,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,10,8,7,16,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,11,9,3,16,15,21,4,0,0,83,17,5,15,7,17,11,3,0,0,81,0,0,0,0,3,0,0,0,0,10,0,0,0,0,8,0,0,0,0,3,0,0,5,9,0,10,0,0,0,20,0,0,0,3,8,0,0,0,0,14,0,4,8,8,3,8,0,0,0,28,0,0,3,0,0,8,0,0,0,17,0,0,4,4,5,8,0,0,0,20,0,3,9,15,11,15,4,0,0,60,0,15,37,38,41,47,10,0,0,184,0,0,0,0,0,0,0,0,0,5,0,0,10,0,3,4,0,0,0,28
UCL215061,19,28,88,85,72,95,37,6,5,438,3,0,0,6,7,7,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,8,0,0,0,0,0,0,0,0,0,4,5,5,5,5,11,5,0,0,0,30,6,6,8,4,11,9,3,0,0,53,0,0,0,4,7,3,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,5,4,0,0,0,0,0,8,0,0,4,5,0,4,0,0,0,7,0,3,3,3,3,5,0,0,0,17,0,0,7,4,5,4,0,0,0,16,4,0,13,16,10,5,0,0,0,53,0,9,26,15,19,24,5,0,0,104,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,7
UCL215062,26,42,65,59,62,51,24,0,3,325,0,0,3,0,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,4,8,8,3,4,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,17,0,4,8,5,7,0,0,0,35,0,7,8,4,3,5,0,0,0,19,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,4,0,0,3,0,0,0,6,0,0,4,0,0,0,0,0,0,3,0,4,7,8,15,12,0,0,0,46,0,5,18,23,18,25,6,0,0,96,0,5,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,13
UCL215063,7,19,47,43,42,55,27,4,0,246,0,0,0,4,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,4,7,0,8,5,0,0,0,29,3,0,0,0,6,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,3,4,0,0,10,0,0,6,0,6,0,0,0,0,7,0,0,3,3,4,4,0,0,0,14,0,0,9,15,8,9,0,0,0,40,0,3,12,9,3,17,3,0,0,49,0,0,0,0,0,0,0,0,0,4,0,4,4,6,0,0,0,0,0,14
UCL215064,19,41,119,75,77,85,19,16,5,457,0,0,3,7,10,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,11,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,5,5,0,0,0,41,0,0,0,0,4,0,0,0,0,10,0,4,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,11,0,0,8,0,0,6,0,0,0,18,4,3,15,9,19,4,0,0,0,63,0,20,52,17,32,28,7,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,13
UCL215065,33,60,154,109,143,140,56,5,0,700,3,4,11,4,3,6,3,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,7,7,3,4,0,0,0,29,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,19,0,0,0,0,4,0,0,0,0,6,17,10,13,11,24,19,0,0,0,97,11,5,7,10,6,9,0,0,0,47,0,0,0,4,0,10,0,0,0,18,0,0,0,0,0,3,0,0,0,9,0,0,7,4,4,3,0,0,0,18,0,4,0,0,4,4,0,0,0,7,0,0,10,10,0,10,0,0,0,31,0,0,4,3,4,6,0,0,0,19,0,0,9,6,5,3,0,0,0,24,0,7,20,15,20,17,6,0,0,75,0,18,46,43,49,52,3,0,0,220,0,0,0,3,0,0,0,0,0,4,0,6,10,8,3,6,0,0,0,33
UCL215066,23,20,51,43,50,77,18,3,4,300,0,0,5,0,4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,0,0,0,0,3,9,0,6,9,5,8,0,0,0,44,3,0,3,9,3,0,4,0,0,28,0,0,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,4,0,3,3,3,0,0,0,14,0,0,0,0,3,3,0,0,0,10,0,0,3,5,3,12,3,0,0,30,0,5,21,20,32,24,5,0,0,102,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9
UCL215067,10,18,57,38,34,40,20,5,0,223,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,6,0,7,3,0,0,0,18,0,0,3,4,0,0,3,0,0,13,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,4,0,0,0,3,0,5,0,0,0,13,0,5,12,0,7,9,3,0,0,30,0,0,15,13,11,8,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL215068,33,28,67,69,106,142,71,12,0,530,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,8,5,0,0,21,0,0,4,5,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,3,0,0,0,10,16,8,8,12,14,15,4,0,0,77,8,5,8,3,7,11,3,0,0,51,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,3,0,0,18,0,0,0,4,6,5,0,0,0,8,0,0,0,6,9,10,5,0,0,28,0,3,0,7,8,3,3,0,0,19,0,0,6,6,11,9,0,0,0,32,0,8,10,17,25,16,6,0,0,88,5,10,22,24,40,63,17,0,0,184,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,4,0,0,0,20
UCL215069,44,26,85,164,134,137,78,21,0,685,0,0,0,5,4,7,6,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,6,4,0,0,25,0,0,0,6,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,4,8,6,7,11,15,15,11,0,0,71,20,7,14,23,17,16,5,3,0,105,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,16,0,0,0,0,3,0,0,0,0,13,0,0,7,15,0,8,3,0,0,32,0,0,0,0,9,6,3,0,0,22,0,0,12,17,10,13,0,0,0,56,0,0,15,32,26,22,5,0,0,92,0,6,35,51,49,52,9,0,0,198,4,3,3,0,0,0,0,0,0,13,0,0,0,7,4,0,5,0,0,25
UCL215070,30,60,134,128,111,110,31,3,0,604,0,5,8,4,4,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,18,13,24,20,22,11,0,0,0,112,12,8,11,11,9,3,0,0,0,56,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,10,4,0,14,10,9,6,0,0,0,45,0,0,5,0,3,4,0,0,0,17,0,3,10,18,20,9,5,0,0,59,8,14,25,21,22,26,4,0,0,111,0,3,0,0,3,0,0,0,0,3,0,0,4,6,3,0,0,0,0,16
UCL215071,50,81,134,190,210,207,46,3,0,935,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,10,0,0,0,37,0,4,0,0,0,0,0,0,0,12,0,0,4,3,12,8,0,0,0,35,0,0,0,0,10,5,6,0,0,13,15,16,7,15,22,9,3,0,0,90,22,7,3,5,4,0,0,0,0,46,0,3,0,12,11,9,3,0,0,41,0,0,0,0,3,0,0,0,0,3,0,0,10,10,12,14,0,0,0,35,0,0,4,0,3,0,0,0,0,14,0,6,9,20,19,11,0,0,0,72,0,0,0,9,8,8,0,0,0,18,0,5,16,17,28,18,4,0,0,86,4,9,22,32,47,36,3,0,0,151,4,9,32,48,51,41,10,0,0,205,0,3,4,3,0,3,0,0,0,14,0,0,5,7,10,3,0,0,0,28
UCL215072,18,40,160,142,86,66,25,0,0,538,0,0,35,36,13,17,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,3,0,0,0,14,0,7,0,3,7,3,0,0,0,23,0,0,8,3,9,4,4,0,0,25,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,14,8,5,0,0,0,0,29,0,3,3,0,0,3,0,0,0,7,0,3,14,5,11,3,0,0,0,30,0,0,13,17,3,7,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10
UCL215073,43,44,88,82,112,128,41,9,0,548,0,3,0,3,8,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,5,7,8,5,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,11,0,0,0,0,0,5,0,0,0,3,14,5,5,10,17,16,0,0,0,71,8,7,5,3,9,4,0,0,0,31,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,4,5,5,0,0,0,12,0,0,3,3,4,0,0,0,0,14,0,0,5,5,0,3,0,0,0,19,0,4,3,7,0,0,0,0,0,15,0,0,12,9,12,23,7,0,0,59,0,15,16,27,41,52,17,0,0,175,0,0,0,0,0,0,0,0,0,7,3,3,0,4,5,6,0,0,0,20
