UCL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL215093,0,0,0,41,7,0,0,4,0,0,0,3,0,5,8,34,0,0,0,0,0,0,0,0,0,0,4,5,72,27,5,216,36,109,9,24,4,30,12,552
UCL215094,0,0,0,32,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,28,11,4,36,3,16,0,3,0,13,10,128
UCL215095,0,0,0,5,0,0,0,0,0,4,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,31,9,20,4,8,3,8,10,115
UCL215096,0,0,0,59,9,0,0,0,4,3,0,0,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,5,65,13,4,127,23,44,6,5,0,20,17,327
UCL215097,0,0,0,43,3,0,0,4,0,3,4,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,3,10,62,28,8,128,21,56,15,7,9,22,10,360
UCL215098,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,42,16,29,10,7,0,5,3,144
UCL215099,0,0,0,6,0,0,0,0,0,0,3,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,32,4,21,4,4,0,19,3,116
UCL215100,0,0,0,3,5,5,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,25,0,15,3,7,0,9,3,96
UCL221001,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,36,11,9,0,0,0,0,4,89
UCL221002,0,0,0,12,5,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,30,9,20,6,0,0,3,0,87
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,21,7,10,0,3,0,0,6,71
UCL221004,0,0,0,70,4,0,0,5,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,46,10,0,65,10,27,9,5,0,11,7,185
UCL221005,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,24,5,11,4,0,0,5,0,68
UCL221006,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,41,0,0,0,7,0,0,0,72
UCL221007,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,14,3,9,0,0,0,10,0,47
UCL221008,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,24,8,5,0,0,0,0,0,53
UCL221009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,26,0,3,0,0,8,3,3,65
UCL221010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,24,0,7,0,3,5,0,6,66
UCL221011,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,34,3,10,0,3,0,6,3,91
UCL221012,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,29,6,4,3,5,0,4,0,63
UCL221013,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,25,0,15,0,0,4,8,0,73
UCL221014,0,0,0,5,0,3,0,6,0,5,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,37,3,9,3,6,0,10,0,94
UCL221015,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,22,5,9,0,0,0,3,0,49
UCL221016,0,0,0,24,7,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,58,5,16,6,0,0,4,9,154
UCL221017,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,29,10,13,0,6,0,12,3,101
UCL221018,0,0,0,10,0,6,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,24,0,7,0,0,0,11,0,59
UCL221019,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,10,3,11,4,12,0,13,0,65
UCL221020,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,14,0,11,4,8,0,5,5,53
UCL221021,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,20,3,10,0,7,0,6,4,72
UCL221022,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,21,3,4,0,0,0,5,0,53
UCL221023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,4,8,0,0,3,11,0,38
UCL221024,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,17,3,7,3,5,0,6,0,62
UCL221025,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,13,0,9,0,3,6,3,3,44
UCL221026,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,5,0,5,4,32
UCL221027,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,3,18,0,0,0,11,0,54
UCL221028,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,19,0,8,0,0,0,9,3,52
UCL221029,0,0,0,24,0,0,0,0,0,0,0,4,0,0,3,13,0,0,0,5,0,0,0,0,0,0,0,0,22,0,3,43,4,12,0,3,0,3,3,104
UCL221030,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,19
UCL221031,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,33,7,11,3,5,0,0,0,77
UCL221032,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,16,3,9,0,0,6,7,0,60
UCL221033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,5,0,28
UCL221034,0,0,0,40,0,0,0,0,0,5,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,34,14,0,53,8,33,0,4,6,9,8,167
UCL221035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,19,0,5,0,3,0,5,4,58
UCL221036,0,0,0,16,4,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,36,13,17,8,0,0,3,8,113
UCL221037,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,22,5,9,0,0,0,3,0,51
UCL221038,0,0,0,16,3,0,0,8,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,26,5,7,48,7,18,0,8,3,11,4,130
UCL221039,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,31,3,8,5,0,0,3,3,74
UCL221040,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,20,0,5,0,3,0,0,4,56
UCL221041,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,36,6,26,3,6,4,0,3,90
UCL221042,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,18,4,3,0,0,0,8,0,44
UCL221043,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,4,0,0,0,6,0,29
UCL221044,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,23,4,6,8,3,0,12,4,81
UCL221045,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,30,5,6,0,6,6,0,4,85
UCL221046,0,0,0,22,4,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,50,4,4,98,20,27,9,9,10,7,10,243
UCL221047,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,43,7,12,3,5,3,0,0,99
UCL221048,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,12,0,4,0,3,0,0,0,43
UCL221049,0,0,0,32,0,0,0,4,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,24,11,0,49,11,9,3,7,3,4,3,117
UCL221050,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,12,3,8,0,11,0,69
UCL221051,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,33,4,12,0,0,0,8,4,73
UCL221052,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,30,0,10,0,0,3,4,0,61
UCL221053,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,14,0,7,4,0,0,13,0,59
UCL221054,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,19,4,9,4,5,5,0,0,67
UCL221055,0,0,0,29,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,5,42,3,8,37,7,5,0,0,0,0,10,118
UCL221056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,4,0,8,0,6,0,31
UCL221057,0,0,0,7,0,0,0,0,0,0,0,0,4,0,6,16,0,0,0,0,0,0,0,0,0,0,0,6,26,6,4,35,8,14,0,5,3,7,6,113
UCL221058,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,21,4,8,0,0,0,4,4,67
UCL221059,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,42,8,3,5,7,0,0,0,90
UCL221060,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,10,0,26
UCL221061,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,18,0,5,0,3,0,0,3,50
UCL221062,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,6,5,10,4,0,19,0,8,0,3,0,4,13,62
UCL221063,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,4,7,0,0,0,6,0,41
UCL221064,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,39,10,11,0,3,0,3,4,98
UCL221065,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,6,0,8,0,5,0,43
UCL221066,0,0,0,4,4,0,0,3,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,32,3,26,0,3,0,5,5,98
UCL221067,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,29,0,8,0,4,0,3,4,68
UCL221068,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,20,0,5,3,3,0,12,0,57
UCL221069,0,0,0,6,5,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,27,3,19,0,7,0,3,7,94
UCL221070,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,21,3,11,6,5,0,3,0,82
UCL221071,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,26,0,5,0,0,3,5,4,73
UCL221072,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26,0,5,0,0,4,7,4,57
UCL221073,0,0,0,21,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,27,3,12,4,4,0,7,4,80
UCL221074,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,21,4,4,0,5,0,10,4,61
UCL221075,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,9,4,20,0,6,3,0,0,5,3,63
UCL221076,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,9,0,12,0,6,3,7,0,54
UCL221077,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,12,0,3,0,3,0,11,5,46
UCL221078,0,0,0,7,0,0,0,3,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,30,7,11,0,3,0,6,5,68
UCL221079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,3,0,0,0,0,10,0,38
UCL221080,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,4,5,0,0,0,5,0,50
UCL221081,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,7,0,4,0,0,0,42
UCL221082,0,0,0,32,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,30,5,3,30,0,20,3,0,0,4,7,105
UCL221083,0,0,0,19,6,0,0,7,0,5,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,45,3,7,6,3,0,0,5,108
UCL221084,0,0,0,18,7,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,35,6,18,0,4,0,3,5,110
UCL222001,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,6,0,0,0,0,3,37
UCL222002,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,21,0,3,0,0,0,0,6,51
UCL222003,0,0,0,7,0,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,16,10,0,0,3,0,0,3,47
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,4,0,0,0,0,4,25
UCL222006,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,13,0,13,3,3,0,0,0,48
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,6,8,20
UCL222008,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,0,3,0,7,0,0,0,28
UCL222009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,3,0,0,0,3,0,30
UCL222010,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,23,0,4,0,4,0,3,4,56
UCL222011,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,31,3,0,0,0,0,4,0,50
UCL222012,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,10,4,4,0,0,0,0,3,43
UCL222013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,4,0,0,0,16
UCL222014,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,18,4,4,0,0,0,3,0,64
UCL222015,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,16,3,4,0,3,4,5,3,56
UCL222016,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,8,0,0,0,0,0,4,0,21
UCL222017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,9
UCL222018,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9
UCL222019,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,19,4,11,3,4,0,5,0,47
UCL222020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,4,0,0,0,0,0,25
UCL222021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,3,4,0,0,0,0,4,29
UCL222022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,3,3,0,0,0,9,0,31
UCL222023,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,24,8,5,0,0,0,0,4,69
UCL222024,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,19
UCL222026,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,3,0,0,0,9,0,45
UCL222027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,6,3,5,0,0,3,37
UCL222028,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,21,3,4,0,0,0,5,5,43
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,0,0,0,0,0,0,14
UCL222030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,21
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,7,0,0,0,4,0,0,0,27
UCL222032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,3,0,3,5,0,0,22
UCL222033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,6,0,0,0,0,4,31
UCL222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,6,0,3,0,8,0,33
UCL222035,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,4,0,6,0,19
UCL222037,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,7,0,0,0,0,0,28
UCL222038,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,3,0,0,0,0,0,38
UCL222039,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,43
UCL222040,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,22,0,3,0,0,4,0,4,46
UCL222041,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,28
UCL222042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,4,19
UCL222043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,13,3,4,7,0,4,0,0,0,3,4,41
UCL222044,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,9,0,0,0,23
UCL222045,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,5,7,0,0,0,5,0,34
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,23
UCL222047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,0,3,0,0,0,13
UCL222048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14
UCL222049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,3,0,0,0,0,0,0,0,22
UCL222050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,14,4,3,0,4,0,8,0,46
UCL222051,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,6,0,4,4,0,29
UCL222052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,14,0,4,3,7,5,55
UCL222053,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,6,0,8,0,10,0,8,4,44
UCL222054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,4,0,5,0,3,0,32
UCL222055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,4,0,0,0,9,3,27
UCL222056,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL222057,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,5,6,0,0,0,4,4,41
UCL222058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL222059,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,4,0,0,0,0,0,21
UCL222060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,3,19
UCL222061,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,14,6,4,0,0,0,0,0,28
UCL222062,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,4,0,0,0,0,0,0,22
UCL222063,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,12,5,3,0,5,0,0,0,38
