UCL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL215064,0,5,0,0,0,0,0,0,6,0,9,3,0,0,0,0,0,8,9,24,14,17,26,15,3,0,103,5,10,4,6,10,4,0,4,36,6,8,13,8,0,0,0,0,38,5,6,3,3,4,4,0,0,23,0,0,5,3,3,0,3,0,21,4,14,0,5,6,7,0,0,32,0,4,5,3,0,0,3,0,23,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,9,12,13,8,9,13,11,12,81,31,83,64,65,72,43,27,18,391,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,7,11,31,5,10,17,9,7,7,103,0,16,4,14,3,5,7,0,49,3,18
UCL215065,0,0,0,0,3,3,0,0,9,4,8,5,0,0,0,0,0,23,14,38,20,35,35,29,21,3,202,5,15,16,13,14,18,4,6,94,11,8,10,6,5,7,3,0,49,0,10,3,6,4,5,0,0,28,0,9,0,3,10,9,6,0,35,4,8,12,13,20,10,0,0,62,0,8,10,7,11,3,0,0,46,0,4,5,0,0,0,0,0,12,3,5,10,3,4,3,0,0,43,0,0,0,0,0,0,0,0,6,3,0,3,3,3,3,0,0,17,19,30,28,32,29,33,17,8,195,60,146,114,129,139,121,70,28,812,0,5,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,9,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,3,3,4,3,0,0,0,16,21,30,33,23,25,30,18,3,181,3,27,11,19,15,23,17,0,110,3,20
UCL215066,0,0,0,0,4,0,0,0,9,0,4,0,0,0,0,0,0,5,3,10,13,8,20,20,19,3,92,0,7,5,7,8,9,7,0,40,0,9,5,4,12,3,8,0,29,0,4,0,0,4,4,5,0,19,0,0,0,3,0,13,0,0,23,0,5,3,0,6,7,4,0,38,0,3,0,9,6,3,3,0,28,0,0,0,0,4,0,0,0,3,0,9,0,3,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,16,14,12,21,21,25,22,5,128,18,64,40,57,97,93,64,13,443,0,0,0,5,0,0,0,0,3,0,0,0,3,4,0,0,0,7,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,7,4,16,3,13,9,9,3,3,69,0,6,9,4,13,11,4,0,52,0,3
UCL215067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,24,14,6,10,13,3,0,80,0,11,0,4,5,6,0,0,21,0,6,3,9,5,4,0,0,35,0,3,0,4,0,0,0,0,8,0,4,0,0,0,0,0,0,7,0,3,6,0,0,0,0,0,9,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,5,3,4,11,10,9,13,13,68,13,58,36,37,38,37,26,8,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,11,9,6,11,3,3,51,4,14,3,5,4,5,3,3,43,0,4
UCL215068,0,0,0,5,3,6,3,0,18,0,5,0,0,0,6,0,0,14,4,11,13,26,57,111,72,18,314,0,17,15,16,23,34,28,5,138,5,0,3,5,9,11,0,0,31,0,3,9,6,17,16,8,0,53,0,3,3,0,3,18,14,3,44,0,0,7,8,21,36,23,0,99,5,3,10,5,15,16,8,5,61,0,4,0,0,3,6,6,0,19,4,9,7,3,4,3,7,0,37,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,11,4,4,6,12,23,27,25,12,107,20,55,70,95,190,292,185,46,948,0,0,8,0,0,0,0,0,11,0,0,4,0,0,0,0,0,3,0,3,0,4,0,7,4,0,15,0,0,0,0,0,0,0,0,6,3,6,5,3,3,3,0,0,21,6,18,10,25,51,60,25,5,191,3,11,11,17,28,53,29,0,165,3,13
UCL215069,0,3,5,8,8,12,0,0,30,0,0,3,7,3,0,0,0,11,4,19,29,20,28,38,17,3,153,9,14,32,16,24,11,0,3,114,0,3,6,11,9,18,17,0,63,0,9,12,8,10,12,3,4,60,0,3,12,9,16,15,12,0,63,0,11,21,18,11,22,13,5,103,0,6,11,6,6,18,8,4,60,0,3,3,7,5,5,6,0,19,3,7,12,11,3,12,6,0,44,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,23,10,13,9,17,18,28,34,13,143,25,80,161,128,147,188,104,35,872,0,0,3,10,3,4,0,0,23,0,0,0,3,0,5,0,0,6,0,0,6,0,4,0,0,3,14,0,0,7,0,5,0,0,0,15,3,0,4,3,8,0,0,0,16,0,26,39,33,42,63,17,0,226,4,11,25,20,33,54,17,7,171,0,16
UCL215070,0,6,0,3,4,5,0,0,16,0,0,4,0,0,0,0,0,5,11,34,41,17,20,12,10,5,152,7,26,12,7,15,9,0,0,75,3,7,9,6,12,0,0,0,40,0,4,0,0,7,0,0,0,13,0,0,0,4,4,6,0,0,20,5,9,9,13,0,13,0,0,46,0,11,8,11,10,6,0,0,46,0,4,0,0,0,0,0,0,11,0,8,10,5,5,5,3,0,30,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,7,16,28,18,24,26,34,25,3,186,49,141,115,100,101,89,44,8,652,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,3,5,0,0,0,0,10,0,0,5,0,0,0,0,0,3,4,9,5,3,3,0,0,0,17,7,18,9,11,15,10,0,0,77,5,9,8,20,7,7,4,3,72,9,30
UCL215071,0,0,4,4,0,0,4,0,23,0,3,8,6,3,0,0,0,27,18,34,59,77,87,42,29,0,347,10,38,35,19,25,14,0,0,140,6,3,11,5,0,4,0,0,32,4,3,5,9,7,0,0,0,25,0,3,5,8,12,15,8,0,49,0,15,25,18,37,14,3,0,100,3,9,12,20,11,10,6,0,62,4,5,3,5,4,3,0,0,22,4,0,0,3,6,3,0,0,20,0,0,0,0,0,0,0,0,0,3,3,0,9,4,0,0,0,23,13,7,14,13,16,5,7,0,67,58,121,175,190,218,112,64,7,943,0,5,4,3,5,0,0,0,30,0,0,3,6,0,0,0,0,11,3,5,3,3,0,6,0,0,19,0,3,0,9,0,0,0,0,12,6,0,3,3,0,4,0,0,24,3,25,30,34,35,19,3,0,149,12,28,27,31,28,27,14,0,161,0,27
UCL215072,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,4,18,12,7,10,13,5,0,68,0,8,0,0,0,0,0,0,10,0,6,5,4,3,0,0,0,17,0,0,4,0,0,0,0,0,4,0,5,0,0,0,4,0,0,16,0,9,10,7,4,0,0,0,36,0,8,8,3,5,0,0,0,26,0,0,0,0,0,0,0,0,3,0,6,0,0,0,5,5,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,32,54,42,27,21,16,11,4,200,43,105,96,47,41,45,17,4,407,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,4,0,0,0,3,0,0,11,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,3,6,13,6,3,7,7,0,43,0,7,3,4,7,7,0,0,39,4,23
UCL215073,0,0,3,0,0,6,0,0,12,0,0,0,0,3,0,0,0,5,10,25,12,27,36,25,22,6,163,6,11,8,6,9,6,4,4,55,5,6,10,8,5,3,0,0,31,0,7,5,3,4,0,3,0,16,0,4,3,3,6,6,0,0,29,3,6,0,10,13,5,10,0,45,0,4,3,6,10,3,3,0,27,0,0,0,0,0,0,0,0,3,0,5,3,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,11,8,15,12,19,20,24,25,16,136,29,80,71,92,105,86,64,29,555,0,0,0,0,7,0,0,0,8,0,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,7,17,12,22,37,19,13,0,128,6,12,16,7,10,17,10,0,78,4,9
UCL215074,0,7,0,4,4,0,5,0,25,4,0,8,3,7,0,0,0,28,14,105,77,79,81,48,27,3,432,26,66,46,27,9,7,3,0,188,0,14,0,12,6,7,0,0,40,0,7,9,3,5,3,0,0,26,0,8,13,11,10,14,7,0,62,6,13,32,31,28,26,3,0,136,4,16,12,13,8,3,4,0,60,4,7,4,3,4,0,0,0,25,0,10,12,8,10,0,3,0,54,0,0,0,0,0,0,0,0,0,0,4,4,0,8,6,3,0,23,11,29,14,22,13,16,14,0,116,76,292,233,214,187,136,68,8,1216,5,3,9,13,0,0,0,0,29,0,3,0,4,0,0,0,0,5,0,5,4,6,6,0,0,0,20,0,4,0,0,0,0,0,0,8,0,6,9,7,0,0,0,0,20,11,70,30,31,30,24,6,0,195,8,70,47,35,21,25,11,0,213,5,47
UCL215075,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,7,18,23,12,16,15,13,0,104,5,14,5,3,10,0,0,0,32,3,5,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,8,6,5,0,6,0,0,19,0,9,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,9,6,15,9,10,0,81,21,65,52,41,54,36,29,0,303,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,9,6,6,14,5,4,0,51,3,7,6,6,5,0,3,0,29,0,9
UCL215076,0,0,3,0,0,7,0,4,21,0,0,9,4,0,0,0,0,9,6,23,19,28,30,33,18,0,169,5,13,15,5,8,10,6,0,64,4,9,7,5,8,4,3,0,39,0,0,0,4,4,0,0,0,15,0,0,3,5,3,12,3,0,28,0,9,8,15,15,7,5,0,61,0,5,3,6,0,6,6,0,25,0,6,0,0,5,0,0,0,9,0,3,9,4,6,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,3,10,4,9,14,12,7,0,68,29,84,83,84,111,98,53,9,546,0,4,4,4,4,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,4,0,0,0,0,0,0,0,5,6,9,0,0,3,0,0,0,26,0,13,15,18,12,33,7,3,107,4,11,14,11,17,22,10,0,86,3,21
UCL215077,0,0,4,0,0,4,0,0,6,0,3,0,0,0,0,0,0,7,4,9,12,15,23,39,9,0,122,5,12,18,17,16,14,3,0,74,0,0,5,3,4,4,0,0,17,0,6,0,5,5,5,0,0,24,0,5,8,3,4,9,3,0,28,0,3,8,6,15,8,3,0,51,0,0,0,0,7,4,0,0,21,0,0,3,0,0,0,0,0,8,0,3,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,9,15,18,18,16,10,4,87,11,60,84,73,93,96,37,17,469,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,10,0,8,14,15,21,10,9,5,81,0,11,11,10,11,15,10,0,74,0,7
UCL215078,0,0,0,0,0,0,0,0,5,0,3,0,8,0,0,0,0,11,9,32,30,26,30,17,3,0,148,5,40,25,12,17,3,0,0,101,0,10,6,4,9,0,0,0,28,0,0,0,0,0,0,0,0,12,0,0,4,0,4,0,0,0,12,3,8,9,9,5,8,3,0,38,0,6,3,3,0,0,5,0,21,0,4,0,4,0,0,0,0,8,0,3,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,9,6,3,4,0,0,45,38,105,92,80,76,39,17,0,449,0,6,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,19,11,21,7,6,4,0,78,0,24,22,17,9,6,6,0,80,3,16
UCL215079,0,0,0,0,0,0,3,0,3,4,0,0,0,0,4,0,0,8,3,19,10,12,20,27,15,3,102,0,9,4,3,6,8,5,0,42,0,13,9,9,10,7,7,0,52,0,4,3,3,0,3,0,0,16,0,4,0,4,5,5,3,0,16,0,5,10,9,5,11,0,0,31,0,3,0,3,5,0,3,0,18,0,0,0,0,0,0,0,0,0,6,4,4,6,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,12,9,6,10,13,16,18,14,99,22,68,51,56,64,82,54,16,413,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,8,3,17,14,14,23,12,7,0,100,6,10,8,11,5,7,5,0,56,0,8
UCL215080,0,0,0,0,0,0,0,0,8,0,0,4,6,0,0,0,0,6,17,49,25,19,18,42,11,0,183,6,19,16,13,11,11,3,0,76,0,6,8,3,3,5,0,0,31,0,5,0,0,0,3,5,0,12,0,0,0,4,4,8,0,0,17,0,4,10,9,9,0,0,0,35,0,11,5,3,3,0,0,0,29,0,3,0,0,6,0,0,0,10,0,0,8,0,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,4,3,4,10,3,0,43,31,113,87,65,62,84,23,5,470,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,5,0,10,7,0,0,0,0,0,14,6,24,17,10,11,13,3,0,88,0,25,15,10,7,13,12,0,83,4,22
UCL215081,0,4,7,3,4,4,3,0,29,0,7,3,8,5,0,0,0,15,11,65,37,55,44,48,14,0,277,6,28,13,9,19,13,4,0,93,7,14,9,6,10,9,4,3,60,6,7,0,7,6,5,0,0,28,0,16,4,4,7,11,3,0,51,0,23,21,15,20,7,0,0,85,0,17,10,13,7,6,3,0,57,3,3,4,6,3,0,0,0,19,0,8,10,8,7,4,4,0,44,0,0,0,0,0,0,0,0,4,5,5,5,4,3,0,0,0,24,22,26,18,26,33,15,31,12,185,58,214,141,160,158,120,88,22,957,0,0,5,11,0,3,0,0,26,0,0,3,0,0,0,0,0,8,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,9,0,10,6,3,0,0,0,0,28,16,48,26,32,40,13,8,5,198,4,33,28,23,18,20,10,3,143,13,40
UCL215082,0,0,0,5,3,7,0,0,9,0,0,10,3,0,3,0,0,13,9,32,36,44,34,25,7,0,189,12,33,36,25,6,0,0,0,115,6,9,7,6,3,0,3,0,29,0,5,3,3,0,3,0,0,13,0,4,3,6,5,5,0,0,18,0,3,12,11,11,8,0,0,51,0,6,5,7,6,3,0,0,27,0,3,3,0,5,0,0,0,12,4,3,3,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,8,5,18,5,7,5,0,64,41,108,121,129,83,68,23,4,568,0,0,0,8,0,0,0,0,10,0,0,0,0,3,0,0,0,6,0,3,0,3,0,0,0,0,5,0,0,3,4,0,0,0,0,5,0,5,3,3,3,0,0,0,18,4,24,24,23,17,11,0,0,99,4,20,22,14,11,11,0,0,83,0,20
UCL215083,0,5,3,0,0,0,0,0,10,0,0,4,0,0,0,0,0,6,6,21,18,16,24,14,12,0,107,0,14,9,6,7,4,4,0,41,9,7,7,4,8,6,0,0,47,0,0,0,5,5,5,0,0,12,0,5,4,0,4,5,0,0,19,4,7,3,11,6,4,0,0,38,0,9,3,4,6,5,0,0,24,0,6,0,0,0,0,0,0,11,5,6,0,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,11,7,8,5,13,15,15,14,84,30,76,53,63,83,64,35,18,419,0,4,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,6,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,7,3,14,15,10,27,5,3,3,83,3,8,7,6,12,17,7,0,57,3,12
UCL215084,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,7,7,22,14,6,9,22,7,0,102,0,9,7,5,0,4,0,0,22,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,7,6,0,0,0,19,0,7,3,6,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,6,6,11,9,14,10,76,34,58,36,37,39,45,30,12,283,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,17,8,7,9,7,3,0,50,0,6,0,3,0,0,0,0,25,0,4
UCL215085,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,24,23,20,14,0,0,103,8,22,19,11,5,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,0,0,3,4,0,4,0,0,8,0,3,10,3,3,3,0,0,29,0,5,3,0,0,0,0,0,8,0,5,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,14,4,13,6,4,0,58,16,57,79,51,54,42,10,4,304,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,8,10,8,8,0,0,3,0,40,0,7,22,3,6,4,0,0,44,0,7
UCL215086,3,0,0,5,0,0,0,0,13,0,9,11,5,6,0,0,0,21,16,53,47,57,40,50,21,5,285,7,30,28,21,16,6,6,0,120,0,4,10,6,4,6,0,0,33,0,8,11,9,9,4,0,0,39,4,8,5,6,12,9,6,0,46,0,13,14,16,4,15,8,4,76,3,4,11,5,5,4,3,0,37,0,4,0,4,0,0,0,0,7,3,3,12,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,21,15,17,15,11,12,16,23,11,109,53,162,161,144,105,122,76,26,849,0,5,3,5,0,4,0,0,18,0,4,4,0,0,0,0,0,9,3,6,7,0,0,0,0,0,22,0,3,4,0,0,0,0,0,5,0,5,0,5,4,3,0,0,18,5,35,40,29,19,38,8,4,181,3,19,24,25,12,24,6,5,120,4,34
UCL215087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,24,33,39,43,24,9,0,173,3,25,18,15,3,5,0,0,78,0,0,5,0,0,0,0,0,15,0,0,0,0,3,0,0,0,10,0,0,0,0,5,6,3,0,14,0,7,4,14,0,3,5,0,39,0,0,6,4,0,4,0,0,15,0,0,3,3,0,0,0,0,8,0,0,5,0,5,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,6,12,6,8,25,11,3,0,76,30,73,89,83,90,69,28,0,455,0,0,0,10,4,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,3,0,5,3,0,0,0,0,0,13,8,8,9,15,10,9,0,0,59,0,11,7,18,14,7,0,0,54,4,16
UCL215088,0,6,0,3,0,0,0,0,15,0,3,0,6,0,0,0,0,12,0,8,10,20,22,21,19,4,104,3,7,8,12,12,7,4,0,47,0,4,0,5,12,3,0,0,31,0,0,3,6,3,4,0,4,26,0,0,3,10,3,11,7,0,38,0,0,7,5,7,14,4,0,37,0,3,5,8,15,8,7,0,38,3,9,4,7,9,5,0,0,38,0,0,3,10,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,8,20,5,7,32,16,13,9,7,113,32,47,66,122,104,88,43,13,516,0,4,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,4,0,3,5,6,0,0,0,0,11,0,6,9,25,23,14,3,0,84,0,8,11,16,21,19,8,0,85,0,7
UCL215089,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,9,19,22,20,34,20,11,3,132,0,6,9,7,7,8,3,0,46,6,3,0,3,8,0,6,0,24,0,0,4,3,3,3,0,0,22,0,6,0,3,4,6,6,0,20,0,6,8,11,7,0,0,0,31,4,4,3,4,15,10,0,0,34,0,0,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,8,11,13,9,13,15,33,25,9,124,32,70,58,65,97,88,54,17,483,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,8,0,0,0,0,0,4,0,0,0,3,0,6,4,0,0,0,0,11,0,31,16,10,27,11,0,0,101,0,14,7,7,4,12,13,0,68,3,8
UCL215090,0,5,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,12,9,26,26,15,20,28,3,3,132,7,35,19,8,10,13,4,0,88,0,9,13,3,0,10,0,0,38,0,3,6,3,0,3,0,0,18,0,9,9,0,0,4,0,0,12,3,6,6,5,0,3,3,0,32,4,4,5,0,5,8,0,0,20,0,0,7,0,0,0,0,0,15,0,5,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,13,14,14,8,9,18,22,8,8,94,38,111,97,55,73,86,24,12,498,0,5,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,12,0,3,0,0,0,0,0,0,3,0,6,8,6,6,0,0,0,25,8,34,10,9,22,10,7,0,95,3,17,16,13,10,11,7,0,65,3,20
