UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL215039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,17,14,3,44,0,0,0,4,7,17,14,3,44,74,78,66,58,84,103,58,9,520,13,14,10,6,9,17,4,0,75,82,88,72,72,103,142,72,15,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,8,57,68,69,71,81,114,71,40,565,4,7,7,10,10,14,0,4,59,62,81,76,84,91,122,74,41,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,15,3,51,0,0,0,3,10,19,15,3,51,130,142,131,130,162,212,128,47,1090,17,29,15,16,16,30,7,7,137,150,172,150,153,192,260,151,59,1276
UCL215040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,10,3,30,0,0,0,3,4,8,10,3,32,55,49,59,51,86,93,34,12,444,11,9,11,8,11,8,9,6,72,68,60,70,62,105,112,46,21,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,49,59,48,67,92,107,46,30,492,9,5,9,4,3,12,5,12,69,53,63,57,77,99,121,55,48,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,6,3,35,0,0,0,3,7,12,6,3,34,101,109,108,124,178,199,82,44,939,23,12,15,13,18,24,12,17,135,126,121,129,139,197,234,97,62,1115
UCL215041,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,5,0,8,15,22,23,12,86,0,4,0,10,15,22,23,12,86,163,142,148,182,214,234,141,49,1263,16,10,11,14,18,20,5,12,108,176,157,168,204,241,273,169,77,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,0,4,4,0,0,9,138,156,173,194,264,247,193,114,1489,10,10,15,17,13,20,25,15,130,150,166,187,213,286,268,218,133,1621,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,5,4,6,16,24,23,12,94,0,4,4,12,16,24,23,12,95,296,295,322,375,476,476,337,170,2756,29,20,25,29,29,40,31,23,230,327,326,355,418,528,543,386,208,3087
UCL215042,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,6,5,9,8,0,26,0,0,3,6,5,9,8,0,31,81,60,70,90,93,51,18,0,464,4,4,3,11,7,0,0,0,35,88,67,79,109,99,62,24,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,68,79,92,90,55,14,0,458,6,0,4,10,0,0,0,0,28,69,62,82,101,91,55,22,0,490,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,6,5,9,8,0,26,0,0,3,6,5,9,8,0,31,141,127,145,185,183,103,32,0,928,12,3,9,21,10,5,0,0,67,156,130,161,209,192,121,40,4,1018
UCL215043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,12,6,3,3,46,0,6,3,5,12,6,3,3,43,169,255,197,175,141,97,53,16,1108,6,7,7,5,7,12,0,10,49,176,265,207,186,159,120,62,28,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,3,3,0,0,0,0,0,11,200,295,213,168,140,114,71,57,1245,4,7,15,3,6,11,7,10,57,203,307,228,167,142,124,78,66,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,5,15,6,3,4,59,0,10,11,4,15,6,3,4,59,365,554,407,341,275,219,121,71,2350,11,9,20,5,14,16,13,17,106,375,571,440,350,301,242,139,94,2517
UCL215044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,15,9,8,36,0,4,0,3,8,15,9,8,41,76,89,83,89,94,87,28,7,556,16,0,0,4,4,3,3,0,37,86,89,87,96,105,101,44,9,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,7,82,107,97,94,114,91,55,16,660,4,7,3,7,7,5,7,9,46,93,112,102,100,122,97,57,21,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,15,9,8,47,0,4,3,8,6,15,9,8,47,157,191,179,186,213,180,82,27,1217,18,7,10,10,12,10,12,5,76,179,204,187,204,229,199,103,34,1344
UCL215045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,12,33,12,13,92,0,3,11,11,12,33,12,13,90,196,196,154,177,207,217,126,45,1316,11,14,10,7,13,12,8,4,88,208,219,162,196,235,262,150,66,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,10,0,0,0,0,7,6,0,0,16,161,216,186,237,267,268,153,95,1590,8,12,13,15,16,18,10,17,98,172,229,197,251,285,286,164,110,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,16,31,12,18,99,0,3,7,10,16,31,12,18,106,355,416,332,415,468,485,283,142,2904,25,23,18,23,35,28,19,21,192,383,448,363,443,516,545,316,177,3201
UCL215046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,15,10,0,33,0,4,4,3,8,15,10,0,36,79,96,98,79,89,92,28,0,569,7,7,7,5,7,4,3,0,41,88,100,113,83,104,102,39,4,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,79,118,104,104,117,93,41,13,658,4,0,10,4,7,8,0,0,35,83,121,106,103,126,106,41,10,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,16,10,0,37,0,5,5,3,5,16,10,0,39,156,212,199,177,210,179,69,15,1225,17,7,17,6,14,16,10,3,76,175,223,218,190,233,212,82,19,1345
UCL215047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,4,0,29,0,0,0,6,8,13,4,0,32,103,203,126,105,97,66,32,7,739,11,6,11,11,5,13,0,0,53,114,215,131,113,109,88,35,14,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,5,0,0,0,7,123,207,118,121,88,74,45,16,790,5,8,10,5,3,10,6,0,48,127,217,124,130,94,83,50,20,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,13,4,0,33,0,0,0,3,14,13,4,0,34,230,407,238,223,186,140,77,27,1535,12,17,21,14,10,18,8,0,100,243,427,262,242,208,177,87,34,1669
UCL215048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,8,0,0,32,0,3,5,5,11,8,0,0,36,97,145,115,82,85,55,37,4,615,5,12,11,4,3,3,0,4,41,104,160,130,89,97,69,37,12,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,4,84,180,118,76,111,77,38,10,688,4,15,8,6,7,11,4,0,57,86,192,125,84,120,85,45,10,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,11,10,8,0,39,0,3,5,7,11,10,8,0,36,183,325,229,157,197,131,72,12,1306,12,27,20,13,14,9,4,4,100,195,355,252,174,217,154,84,21,1443
UCL215049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,7,31,0,0,0,0,4,10,8,7,31,60,77,50,51,89,103,49,10,501,4,6,3,5,9,15,3,7,53,67,84,52,61,99,129,60,28,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,66,51,51,101,114,52,25,492,0,4,3,10,14,11,7,8,56,36,75,53,61,113,131,58,35,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,7,34,0,0,0,0,4,10,11,7,34,97,145,99,104,187,217,100,39,990,9,12,11,19,18,29,10,12,113,103,155,106,117,214,258,121,56,1134
UCL215050,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,3,7,11,23,13,3,64,5,0,6,7,12,23,13,3,68,144,76,171,205,201,161,81,8,1036,8,3,10,13,7,12,5,3,64,156,80,179,232,225,198,95,12,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,8,4,0,0,0,5,111,68,191,211,196,201,73,10,1067,6,3,6,19,7,19,6,0,69,111,75,201,233,202,219,78,10,1141,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,6,0,0,3,13,15,21,13,3,72,5,0,6,15,19,21,13,3,76,252,143,360,411,393,363,152,17,2102,12,7,18,35,19,26,3,3,126,268,153,382,465,426,417,175,22,2308
UCL215051,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,8,9,32,12,19,93,0,4,6,13,13,32,12,19,100,203,235,222,181,250,254,132,39,1519,17,15,22,10,14,18,4,5,107,216,254,245,207,283,313,153,61,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,10,0,3,0,3,6,0,0,0,19,229,246,263,219,301,297,206,75,1830,9,19,14,10,12,16,12,8,107,242,269,283,234,314,313,222,89,1953,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,7,0,3,8,12,13,36,18,19,105,0,8,6,14,17,36,18,19,111,434,478,483,398,550,549,334,117,3342,26,29,40,25,29,37,24,13,218,457,524,528,438,596,619,370,144,3673
UCL215052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,10,6,10,34,0,0,0,6,11,10,6,10,37,43,42,35,70,104,143,70,24,532,0,0,0,0,5,4,7,0,17,43,43,40,78,119,162,84,27,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,38,40,56,86,145,152,77,28,627,3,0,4,5,11,6,5,0,32,39,38,60,87,155,163,82,29,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,6,10,38,0,0,0,4,7,8,6,10,46,78,80,96,157,251,300,147,51,1166,0,0,0,5,16,16,12,0,53,86,84,100,170,270,326,164,59,1257
UCL215053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,15,20,24,7,87,0,0,8,12,15,20,24,7,94,148,208,208,190,226,216,124,33,1349,12,12,22,15,14,20,10,4,97,157,219,233,214,246,255,157,43,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,14,0,0,0,0,6,5,5,0,14,110,216,243,209,295,256,179,86,1600,13,17,18,16,14,20,15,10,111,120,232,256,223,310,278,197,98,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,22,26,26,7,103,0,0,8,12,22,26,26,7,101,257,423,443,397,522,473,304,118,2946,17,28,42,26,21,35,20,15,210,276,456,495,439,558,537,355,143,3259
UCL215054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,10,23,10,12,64,0,4,4,6,10,23,10,12,62,84,117,72,100,112,95,52,26,663,10,5,10,19,13,16,9,5,99,94,134,87,124,139,138,74,38,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,90,117,99,98,147,110,79,56,792,8,9,4,13,13,10,5,4,78,99,125,104,113,161,114,91,67,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,10,23,10,9,65,0,4,4,6,10,23,10,9,68,169,238,172,199,264,204,137,82,1458,20,19,19,32,32,31,17,9,175,189,259,189,238,301,253,165,100,1702
UCL215055,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,14,23,16,9,64,0,0,0,0,11,23,16,9,65,36,44,49,67,130,198,78,6,601,7,0,10,7,9,10,3,8,49,42,41,61,71,155,228,99,15,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,5,35,40,66,89,180,169,69,6,651,3,6,4,3,9,7,4,0,44,42,44,71,97,189,180,74,12,702,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,18,16,9,65,0,0,0,6,16,18,16,9,67,71,82,112,157,302,365,144,14,1254,12,8,15,11,19,13,6,3,93,83,88,136,173,342,403,171,26,1416
UCL215056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,9,0,4,37,0,0,3,0,13,9,0,4,37,68,112,85,90,90,61,19,5,526,15,13,13,16,12,10,3,0,87,81,127,100,108,115,81,21,14,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,65,95,103,77,116,79,25,16,581,5,13,11,11,5,3,3,0,59,69,112,108,88,125,85,41,16,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,9,0,4,42,0,0,3,0,13,9,0,4,42,134,207,186,167,214,138,43,22,1106,20,28,29,22,21,12,11,0,145,152,239,208,200,240,166,58,25,1294
UCL215057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,13,5,8,38,0,0,0,4,12,13,5,8,38,87,62,88,103,96,83,59,13,578,3,8,7,4,7,3,5,0,40,89,68,93,109,112,102,71,23,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,58,75,96,116,122,116,59,45,683,8,6,4,5,8,12,5,0,46,64,83,109,121,131,124,67,47,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,14,5,11,45,0,0,3,4,12,14,5,11,45,143,136,179,216,218,192,116,54,1259,13,11,11,8,15,18,12,3,87,154,147,198,223,248,225,134,68,1395
UCL215058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,0,22,0,6,0,4,4,6,3,0,22,42,39,42,60,61,73,47,14,378,3,3,3,6,3,11,0,0,37,51,45,43,72,69,93,55,18,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,41,58,44,57,95,92,63,28,483,4,3,4,5,7,6,0,4,32,47,59,51,64,105,93,68,37,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,6,28,0,6,0,3,3,6,3,6,33,88,97,89,124,159,162,113,46,862,14,10,8,9,15,14,4,4,65,93,104,92,134,174,182,123,51,960
UCL215059,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,6,9,9,37,14,3,80,0,0,10,6,10,37,14,3,80,87,101,112,111,140,155,69,23,793,10,5,7,10,16,8,5,5,59,98,106,127,131,164,205,88,29,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,10,78,92,127,125,170,180,88,39,899,3,6,6,9,15,10,8,4,61,86,96,135,136,185,191,97,43,969,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,6,5,12,42,12,3,84,0,0,10,9,13,42,12,3,93,163,192,240,243,310,335,154,58,1693,16,4,10,22,28,16,7,9,116,180,199,264,271,348,392,181,69,1901
UCL215060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,17,7,10,48,0,0,6,9,7,17,7,10,49,131,131,140,136,182,158,98,52,1032,8,5,6,4,7,3,8,4,43,133,144,147,150,202,176,111,65,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,7,0,0,6,116,140,144,162,201,185,166,90,1194,4,6,6,6,7,6,14,4,61,123,147,151,170,213,192,175,92,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,10,21,7,10,59,0,0,3,6,7,21,7,10,64,244,269,283,300,388,335,263,144,2227,10,14,17,10,20,14,17,13,110,256,284,302,317,416,373,290,163,2396
UCL215061,3,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,10,5,3,23,16,6,62,7,5,10,5,4,23,16,6,75,69,91,92,80,138,146,61,19,695,7,3,12,7,11,9,21,7,75,80,101,105,90,153,171,98,35,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,16,0,5,5,3,0,5,5,0,21,73,101,105,95,138,150,96,37,787,3,0,9,6,7,16,5,21,66,72,105,118,100,152,169,103,54,877,3,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,4,6,14,6,5,31,17,4,78,8,8,15,9,8,31,17,4,90,141,192,193,176,275,294,158,54,1484,8,9,21,15,20,18,26,29,143,155,206,224,192,308,344,203,88,1721
UCL215062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,7,7,41,0,0,0,3,9,18,7,7,41,84,65,78,71,91,90,57,23,550,10,5,11,0,4,3,0,3,33,92,70,80,79,102,110,60,31,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,8,84,68,70,72,108,107,75,44,624,13,4,5,0,4,6,3,3,32,94,75,71,76,116,115,78,46,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,19,9,9,43,0,0,0,3,4,19,9,9,43,163,134,146,140,205,196,135,64,1179,20,5,8,9,10,13,5,4,69,184,143,155,149,220,223,143,72,1292
UCL215063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,8,3,29,0,0,0,0,4,13,8,3,29,53,54,47,46,66,69,40,8,379,4,0,5,0,6,3,5,0,27,57,55,55,53,74,84,48,11,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,53,63,48,45,60,77,39,23,417,0,4,4,0,0,3,7,7,20,50,71,57,51,60,83,42,25,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,8,3,38,0,0,0,4,7,13,8,3,38,106,121,99,94,127,147,78,23,796,4,3,10,0,6,6,14,7,44,108,125,111,97,134,167,96,40,876
UCL215064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,8,7,39,0,0,0,0,3,16,8,7,39,104,126,87,105,110,81,74,28,720,4,4,8,3,7,6,7,6,49,109,129,100,109,122,103,82,46,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,85,139,79,102,107,93,112,66,785,3,4,3,6,7,11,15,8,57,88,142,85,105,118,103,127,83,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,8,15,47,0,0,3,3,6,14,8,15,48,193,260,166,207,218,180,188,97,1501,12,9,14,8,16,11,22,17,110,205,276,184,212,242,204,214,123,1653
UCL215065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,19,38,20,23,111,0,3,0,11,20,38,20,23,112,162,182,143,169,212,213,143,44,1276,19,23,25,32,21,21,13,6,153,182,206,164,211,256,272,178,78,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,6,20,0,0,0,6,3,9,0,6,20,168,174,163,202,247,268,195,103,1514,21,26,24,22,18,19,20,9,151,189,198,186,228,271,292,213,120,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,22,43,19,30,125,0,3,0,13,27,43,19,30,130,324,351,304,371,458,485,340,151,2782,35,49,39,53,39,38,31,15,308,364,406,346,443,521,561,390,195,3219
UCL215066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,15,15,6,58,0,0,3,4,15,15,15,6,58,71,61,63,91,145,145,83,23,681,10,16,9,16,17,16,9,3,103,75,83,73,112,170,175,109,33,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,0,0,11,64,83,80,98,147,139,104,50,761,8,15,9,14,7,18,12,11,99,67,100,91,111,155,158,115,59,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,25,15,6,72,0,0,3,4,15,25,15,6,66,130,147,145,183,292,281,186,73,1444,16,31,21,32,27,34,24,8,195,148,183,168,223,324,336,227,94,1706
