OBJECTID,ufi,pfi,feature_id,parent_feature_id,feature_type,feature_subtype,feature_status,name,name_label,parent_name,child_exists,auth_org_code,auth_org_id,auth_org_verified,vmadd_pfi,vicnames_id,vicnames_status_code,theme1,theme2,state,create_date_pfi,superceded_pfi,feature_ufi,feature_create_date_ufi,create_date_ufi,ORIG_FID,activity_category,activity_weight,poi_group_id,poi_id
47470,76957567,139530,139530,,education centre,primary school,,KINGSBURY PRIMARY SCHOOL,Kingsbury Primary School,,,101,4845 C1,1788134400000.0,51329816,13636,10,,,VIC,1242871629000,,76957567,1788333227000,1788333227000,47470,school,1.5,139530.0,FOI_47470
47473,76957570,139542,139542,,education centre,primary school,,KINGSVILLE PRIMARY SCHOOL,Kingsville Primary School,,,101,3988 C1,1788134400000.0,51314017,13649,10,,,VIC,1242871629000,,76957570,1788333227000,1788333227000,47473,school,1.5,139542.0,FOI_47473
47490,76957587,139737,139737,,education centre,primary school,,LABURNUM PRIMARY SCHOOL,Laburnum Primary School,,,101,4863 C1,1788134400000.0,53405042,14098,10,,,VIC,1242871630000,,76957587,1788333227000,1788333227000,47490,school,1.5,139737.0,FOI_47490
47528,76957625,140024,140024,,education centre,primary school,,LIVINGSTONE PRIMARY SCHOOL,Livingstone Primary School,,,101,5113 C1,1788134400000.0,206472673,15282,10,,,VIC,1242871632000,,76957625,1788333227000,1788333227000,47528,school,1.5,140024.0,FOI_47528
47537,76957634,140121,140121,,education centre,primary school,,LOWER PLENTY PRIMARY SCHOOL,Lower Plenty Primary School,,,101,1295 C1,1788134400000.0,50062526,15634,10,,,VIC,1242871633000,,76957634,1788333227000,1788333227000,47537,school,1.5,140121.0,FOI_47537
18650,76506397,140153,140153,,care facility,aged care,,DOUTTA GALLA LYNCHS BRIDGE AGED CARE FACILITY,Doutta Galla Lynchs Bridge Aged Care Facility,,,102,UID-63852,1781136000000.0,50335210,-1727256,11,,,VIC,1242871633000,,76506397,1781594412000,1781594412000,18650,care,1.0,140153.0,FOI_18650
47543,76957640,140186,140186,,education centre,secondary school,,MACROBERTSON GIRLS HIGH SCHOOL,Macrobertson Girls High School,,,101,8135 C1,1788134400000.0,53667517,15850,10,,,VIC,1242871633000,,76957640,1788333227000,1788333227000,47543,school,1.5,140186.0,FOI_47543
47551,76957649,140227,140227,,education centre,primary school,,MAHARISHI SCHOOL OF THE AGE OF ENLIGHTENMENT,Maharishi School Of The Age Of Enlightenment,,,114,1961 C1,1788134400000.0,51361813,106167,10,,,VIC,1242871633000,,76957649,1788333227000,1788333227000,47551,school,1.5,140227.0,FOI_47551
3301,76316249,140266,140266,,hospital,day procedure centre,,MALVERN DIALYSIS CLINIC,Malvern Dialysis Clinic,,,104,8960,1777420800000.0,208465321,-1169451,11,,,VIC,1242871635000,,76316249,1778224435000,1778224435000,3301,hospital,3.0,140266.0,FOI_3301
47555,76957653,140270,140270,,education centre,primary school,,MALVERN VALLEY PRIMARY SCHOOL,Malvern Valley Primary School,,,101,4669 C1,1788134400000.0,50806238,52190,10,,,VIC,1242871635000,,76957653,1788333227000,1788333227000,47555,school,1.5,140270.0,FOI_47555
47570,76957668,140450,140450,,education centre,secondary school,,MAZENOD COLLEGE,Mazenod College,,,113,1673 C1,1788134400000.0,51385283,105459,10,,,VIC,1242871636000,,76957668,1788333227000,1788333227000,47570,school,1.5,140450.0,FOI_47570
47571,76957669,140462,140462,,education centre,primary school,,MCKINNON PRIMARY SCHOOL,Mckinnon Primary School,,,101,4366 C1,1788134400000.0,50344356,52045,10,,,VIC,1242871636000,,76957669,1788333227000,1788333227000,47571,school,1.5,140462.0,FOI_47571
51823,76959591,1279335,1279335,140463.0,education centre,secondary school,,MCKINNON SECONDARY COLLEGE - MCKINNON CAMPUS,Mckinnon Secondary College - Mckinnon Campus,MCKINNON SECONDARY COLLEGE,,101,8125 C1,1788134400000.0,424456408,127618,10,,,VIC,1642006389000,,76959591,1788333232000,1788333232000,51823,school,1.5,140463.0,FOI_51823
24713,76508524,140464,140464,,care facility,aged care,,WINTRINGHAM MCLEAN LODGE HOSTEL,Wintringham Mclean Lodge Hostel,,,102,UID-63804,1781136000000.0,51465552,-1716498,11,,,VIC,1242871636000,,76508524,1781594431000,1781594431000,24713,care,1.0,140464.0,FOI_24713
26411,57472797,140503,140503,,admin facility,law court,,COUNTY COURT OF VICTORIA,County Court Of Victoria,,,,,,211340908,-1906902,11,,,VIC,1242871636000,,57472797,1582649983000,1582649983000,26411,administration,1.5,140503.0,FOI_26411
26436,64554569,140514,140514,,admin facility,law court,,MELBOURNE MAGISTRATES COURT,Melbourne Magistrates Court,,,109,,1217894400000.0,203460218,-128855,11,,,VIC,1242871636000,,58029652,1591773936000,1655947962000,26436,administration,1.5,140514.0,FOI_26436
26462,64586085,140520,140520,,admin facility,law court,,MELBOURNE SUPREME COURT,Melbourne Supreme Court,,,109,,1217894400000.0,203473717,-128861,11,,,VIC,1242871636000,,58035299,1591773979000,1655947964000,26462,administration,1.5,140520.0,FOI_26462
26437,64578129,140521,140521,,admin facility,law court,,MELBOURNE SUPREME COURT OF APPEAL,Melbourne Supreme Court Of Appeal,,,109,,1217894400000.0,50319992,-128862,11,,,VIC,1242871636000,,58029654,1591773936000,1655947964000,26437,administration,1.5,140521.0,FOI_26437
47584,76957682,140569,140569,,education centre,secondary school,,MERCY COLLEGE,Mercy College,,,113,1661 C1,1788134400000.0,51243137,105461,10,,,VIC,1242871636000,,76957682,1788333227000,1788333227000,47584,school,1.5,140569.0,FOI_47584
47593,76957691,140649,140649,,education centre,primary school,,MIDDLE PARK PRIMARY SCHOOL,Middle Park Primary School,,,101,2815 C1,1788134400000.0,53474395,16932,10,,,VIC,1242871637000,,76957691,1788333227000,1788333227000,47593,school,1.5,140649.0,FOI_47593
47605,76957703,140760,140760,,education centre,primary school,,MITCHAM PRIMARY SCHOOL,Mitcham Primary School,,,101,2904 C1,1788134400000.0,51492208,17208,10,,,VIC,1242871638000,,76957703,1788333227000,1788333227000,47605,school,1.5,140760.0,FOI_47605
47610,76957708,140815,140815,,education centre,special school,,MONASH SPECIAL DEVELOPMENTAL SCHOOL,Monash Special Developmental School,,,101,5151 C1,1788134400000.0,205399704,17367,10,,,VIC,1242871638000,,76957708,1788333227000,1788333227000,47610,school,1.5,140815.0,FOI_47610
47613,76957711,140831,140831,,education centre,special school,,MONTAGUE SCHOOL,Montague School,,,101,2784 C1,1788134400000.0,219059003,131095,10,,,VIC,1242871638000,,76957711,1788333227000,1788333227000,47613,school,1.5,140831.0,FOI_47613
47615,76957713,140842,140842,,education centre,primary school,,MONTMORENCY PRIMARY SCHOOL,Montmorency Primary School,,,101,4112 C1,1788134400000.0,51678482,17451,10,,,VIC,1242871638000,,76957713,1788333227000,1788333227000,47615,school,1.5,140842.0,FOI_47615
47616,76957714,140843,140843,,education centre,secondary school,,MONTMORENCY SECONDARY COLLEGE,Montmorency Secondary College,,,101,8068 C1,1788134400000.0,51775773,105464,10,,,VIC,1242871638000,,76957714,1788333227000,1788333227000,47616,school,1.5,140843.0,FOI_47616
47617,76957715,140844,140844,,education centre,primary school,,MONTMORENCY SOUTH PRIMARY SCHOOL,Montmorency South Primary School,,,101,4925 C1,1788134400000.0,215421770,17452,10,,,VIC,1242871638000,,76957715,1788333227000,1788333227000,47617,school,1.5,140844.0,FOI_47617
47620,76957718,140854,140854,,education centre,primary school,,MOOMBA PARK PRIMARY SCHOOL,Moomba Park Primary School,,,101,4876 C1,1788134400000.0,455602570,17486,10,,,VIC,1242871638000,,76957718,1788333227000,1788333227000,47620,school,1.5,140854.0,FOI_47620
26440,64562477,140860,140860,,admin facility,law court,,MOONEE PONDS,Moonee Ponds,,,109,,1217894400000.0,53466595,-129199,11,,,VIC,1242871638000,,58029657,1591773936000,1655947963000,26440,administration,1.5,140860.0,FOI_26440
47622,76957720,140862,140862,,education centre,primary school,,MOONEE PONDS PRIMARY SCHOOL,Moonee Ponds Primary School,,,101,3987 C1,1788134400000.0,51273137,104943,10,,,VIC,1242871638000,,76957720,1788333227000,1788333227000,47622,school,1.5,140862.0,FOI_47622
47654,76957753,141006,141006,,education centre,primary school,,MOUNT PLEASANT ROAD NUNAWADING PRIMARY SCHOOL,Mount Pleasant Road Nunawading Primary School,,,101,4808 C1,1788134400000.0,50905378,60043,10,,,VIC,1242871639000,,76957753,1788333227000,1788333227000,47654,school,1.5,141006.0,FOI_47654
47656,76957755,141029,141029,,education centre,primary school,,MOUNT WAVERLEY NORTH PRIMARY SCHOOL,Mount Waverley North Primary School,,,101,5430 C1,1788134400000.0,50607662,106180,10,,,VIC,1242871639000,,76957755,1788333227000,1788333227000,47656,school,1.5,141029.0,FOI_47656
47657,76957756,141030,141030,,education centre,primary school,,MOUNT WAVERLEY PRIMARY SCHOOL,Mount Waverley Primary School,,,101,3432 C1,1788134400000.0,456079503,18724,10,,,VIC,1242871639000,,76957756,1788333227000,1788333227000,47657,school,1.5,141030.0,FOI_47657
47662,76957761,141091,141091,,education centre,primary school,,MULGRAVE PRIMARY SCHOOL,Mulgrave Primary School,,,101,2172 C1,1788134400000.0,51293788,18888,10,,,VIC,1242871640000,,76957761,1788333227000,1788333227000,47662,school,1.5,141091.0,FOI_47662
47667,76957766,141168,141168,,education centre,primary school,,MURRUMBEENA PRIMARY SCHOOL,Murrumbeena Primary School,,,101,3449 C1,1788134400000.0,216898025,19079,10,,,VIC,1242871640000,,76957766,1788333227000,1788333227000,47667,school,1.5,141168.0,FOI_47667
47695,76957794,141381,141381,,education centre,primary school,,NEWLANDS PRIMARY SCHOOL,Newlands Primary School,,,101,4646 C1,1788134400000.0,51244229,19685,10,,,VIC,1242871643000,,76957794,1788333228000,1788333228000,47695,school,1.5,141381.0,FOI_47695
47703,76957802,141410,141410,,education centre,primary school,,NIDDRIE PRIMARY SCHOOL,Niddrie Primary School,,,101,5410 C1,1788134400000.0,150407815,19793,10,,,VIC,1242871644000,,76957802,1788333228000,1788333228000,47703,school,1.5,141410.0,FOI_47703
51861,76959629,1313731,1313731,141476.0,education centre,primary school,,NORTH MELBOURNE PRIMARY SCHOOL,North Melbourne Primary School,NORTH MELBOURNE PRIMARY SCHOOL,,101,1402 C1,1788134400000.0,50473290,20041,10,,,VIC,1673444084000,,76959629,1788333232000,1788333232000,51861,school,1.5,141476.0,FOI_51861
6020,76316271,141480,141480,,hospital,day procedure centre,,NORTH WEST DAY HOSPITAL,North West Day Hospital,,,104,8850,1777420800000.0,51276887,-2103085,11,,,VIC,1242871644000,,76316271,1778224435000,1778224435000,6020,hospital,3.0,141480.0,FOI_6020
52835,76967437,141497,141497,,education centre,secondary school,,NORTHERN COLLEGE OF THE ARTS AND TECHNOLOGY,Northern College Of The Arts And Technology,,,101,7300 C1,1788134400000.0,429958768,104450,10,,,VIC,1242871644000,,76967437,1788333593000,1788333593000,52835,school,1.5,141497.0,FOI_52835
47715,76957815,141526,141526,,education centre,primary school,,NUNAWADING CHRISTIAN COLLEGE-PRIMARY,Nunawading Christian College-Primary,,,114,1508 C1,1788134400000.0,426840910,106187,10,,,VIC,1242871644000,,76957815,1788333228000,1788333228000,47715,school,1.5,141526.0,FOI_47715
47716,76957816,141527,141527,,education centre,secondary school,,NUNAWADING CHRISTIAN COLLEGE-SECONDARY,Nunawading Christian College-Secondary,,,114,1712 C1,1788134400000.0,426840910,105470,10,,,VIC,1242871644000,,76957816,1788333228000,1788333228000,47716,school,1.5,141527.0,FOI_47716
47720,76957820,141558,141558,,education centre,primary school,,OAK PARK PRIMARY SCHOOL,Oak Park Primary School,,,101,4721 C1,1788134400000.0,50024962,20316,10,,,VIC,1242871644000,,76957820,1788333228000,1788333228000,47720,school,1.5,141558.0,FOI_47720
24403,76508183,141571,141571,,care facility,aged care,,OAKLEA HALL,Oaklea Hall,,,102,UID-63700,1781136000000.0,,-1939417,11,,,VIC,1242871645000,,76508183,1781594428000,1781594428000,24403,care,1.0,141571.0,FOI_24403
47721,76957821,141577,141577,,education centre,primary/secondary school,,OAKLEIGH GRAMMAR,Oakleigh Grammar,,,114,1866 C1,1788134400000.0,51285597,106941,10,,,VIC,1242871645000,,76957821,1788333228000,1788333228000,47721,school,1.5,141577.0,FOI_47721
47722,76957822,141579,141579,,education centre,primary school,,OAKLEIGH PRIMARY SCHOOL,Oakleigh Primary School,,,101,1601 C1,1788134400000.0,53001126,20331,10,,,VIC,1242871645000,,76957822,1788333228000,1788333228000,47722,school,1.5,141579.0,FOI_47722
47723,76957823,141580,141580,,education centre,primary school,,OAKLEIGH SOUTH PRIMARY SCHOOL,Oakleigh South Primary School,,,101,4823 C1,1788134400000.0,51290308,20336,10,,,VIC,1242871645000,,76957823,1788333228000,1788333228000,47723,school,1.5,141580.0,FOI_47723
47730,76957830,141631,141631,,education centre,primary school,,OLD ORCHARD PRIMARY SCHOOL,Old Orchard Primary School,,,101,4715 C1,1788134400000.0,,20403,10,,,VIC,1242871645000,,76957830,1788333228000,1788333228000,47730,school,1.5,141631.0,FOI_47730
47733,76957833,141686,141686,,education centre,primary school,,ORCHARD GROVE PRIMARY SCHOOL,Orchard Grove Primary School,,,101,5285 C1,1788134400000.0,54673845,20538,10,,,VIC,1242871645000,,76957833,1788333228000,1788333228000,47733,school,1.5,141686.0,FOI_47733
47734,76957834,141690,141690,,education centre,primary school,,ORMOND PRIMARY SCHOOL,Ormond Primary School,,,101,3074 C1,1788134400000.0,212146754,20560,10,,,VIC,1242871645000,,76957834,1788333228000,1788333228000,47734,school,1.5,141690.0,FOI_47734
47738,76957838,141704,141704,,education centre,primary school,,OUR HOLY REDEEMER SCHOOL,Our Holy Redeemer School,,,113,653 C1,1788134400000.0,173775813,106190,10,,,VIC,1242871645000,,76957838,1788333228000,1788333228000,47738,school,1.5,141704.0,FOI_47738
47739,76957839,141705,141705,,education centre,primary school,,OUR LADY HELP OF CHRISTIANS SCHOOL,Our Lady Help Of Christians School,,,113,931 C1,1788134400000.0,51607768,106191,10,,,VIC,1242871645000,,76957839,1788333228000,1788333228000,47739,school,1.5,141705.0,FOI_47739
47744,76957844,141712,141712,,education centre,primary school,,OUR LADY OF GOOD COUNSEL SCHOOL,Our Lady Of Good Counsel School,,,113,1206 C1,1788134400000.0,205990302,106197,10,,,VIC,1242871645000,,76957844,1788333228000,1788333228000,47744,school,1.5,141712.0,FOI_47744
47745,76957845,141713,141713,,education centre,primary school,,OUR LADY OF LOURDES SCHOOL,Our Lady Of Lourdes School,,,113,1176 C1,1788134400000.0,50930780,106198,10,,,VIC,1242871645000,,76957845,1788333228000,1788333228000,47745,school,1.5,141713.0,FOI_47745
47748,76957848,141719,141719,,education centre,secondary school,,OUR LADY OF SION COLLEGE LTD,Our Lady Of Sion College Ltd,,,113,1287 C1,1788134400000.0,203917035,-2121344,11,,,VIC,1242871645000,,76957848,1788333228000,1788333228000,47748,school,1.5,141719.0,FOI_47748
47749,76957849,141720,141720,,education centre,primary school,,OUR LADY OF THE NATIVITY SCHOOL,Our Lady Of The Nativity School,,,113,1585 C1,1788134400000.0,50470023,106201,10,,,VIC,1242871645000,,76957849,1788333228000,1788333228000,47749,school,1.5,141720.0,FOI_47749
47753,76957853,141725,141725,,education centre,primary school,,OUR LADY OF THE WAY SCHOOL,Our Lady Of The Way School,,,113,1627 C1,1788134400000.0,152038248,106205,10,,,VIC,1242871645000,,76957853,1788333228000,1788333228000,47753,school,1.5,141725.0,FOI_47753
47765,76957865,141811,141811,,education centre,primary school,,PARKHILL PRIMARY SCHOOL,Parkhill Primary School,,,101,5416 C1,1788134400000.0,54616144,20799,10,,,VIC,1242871646000,,76957865,1788333228000,1788333228000,47765,school,1.5,141811.0,FOI_47765
47766,76957866,141815,141815,,education centre,primary school,,PARKMORE PRIMARY SCHOOL,Parkmore Primary School,,,101,4881 C1,1788134400000.0,51326268,20803,10,,,VIC,1242871646000,,76957866,1788333228000,1788333228000,47766,school,1.5,141815.0,FOI_47766
47769,76957869,141832,141832,,education centre,secondary school,,PASCOE VALE GIRLS SECONDARY COLLEGE,Pascoe Vale Girls Secondary College,,,101,8227 C1,1788134400000.0,50278935,20836,10,,,VIC,1242871646000,,76957869,1788333228000,1788333228000,47769,school,1.5,141832.0,FOI_47769
47770,76957870,141834,141834,,education centre,primary school,,PASCOE VALE NORTH PRIMARY SCHOOL,Pascoe Vale North Primary School,,,101,4731 C1,1788134400000.0,50279660,20837,10,,,VIC,1242871646000,,76957870,1788333228000,1788333228000,47770,school,1.5,141834.0,FOI_47770
47771,76957871,141835,141835,,education centre,primary school,,PASCOE VALE PRIMARY SCHOOL,Pascoe Vale Primary School,,,101,3081 C1,1788134400000.0,50279066,20839,10,,,VIC,1242871646000,,76957871,1788333228000,1788333228000,47771,school,1.5,141835.0,FOI_47771
47772,76957872,141836,141836,,education centre,primary school,,PASCOE VALE SOUTH PRIMARY SCHOOL,Pascoe Vale South Primary School,,,101,4704 C1,1788134400000.0,50301477,20842,10,,,VIC,1242871646000,,76957872,1788333228000,1788333228000,47772,school,1.5,141836.0,FOI_47772
21003,76317516,141931,141931,,hospital,general hospital,,PETER MACCALLUM CANCER CENTRE,Peter Maccallum Cancer Centre,,,104,1550,1777420800000.0,424341076,122984,10,,,VIC,1242871647000,,76317516,1778224466000,1778224466000,21003,hospital,3.0,141931.0,FOI_21003
47780,76957880,141991,141991,,education centre,primary school,,PINEWOOD PRIMARY SCHOOL,Pinewood Primary School,,,101,4874 C1,1788134400000.0,,21303,10,,,VIC,1242871647000,,76957880,1788333228000,1788333228000,47780,school,1.5,141991.0,FOI_47780
47783,76957883,142010,142010,,education centre,primary/secondary school,,NORTH-EASTERN MONTESSORI SCHOOL,North-Eastern Montessori School,,,114,1770 C1,1788134400000.0,51010005,-2120703,11,,,VIC,1242871647000,,76957883,1788333228000,1788333228000,47783,school,1.5,142010.0,FOI_47783
18700,76506459,142012,142012,,care facility,aged care,,CRAIGCARE PLUMPTON VILLA,Craigcare Plumpton Villa,,,102,UID-64770,1781136000000.0,424488576,-2089056,11,,,VIC,1242871647000,,76506459,1781594414000,1781594414000,18700,care,1.0,142012.0,FOI_18700
47790,76957890,142058,142058,,education centre,primary school,,PORT MELBOURNE PRIMARY SCHOOL,Port Melbourne Primary School,,,101,2932 C1,1788134400000.0,53153716,21658,10,,,VIC,1242871648000,,76957890,1788333228000,1788333228000,47790,school,1.5,142058.0,FOI_47790
24695,76508505,142082,142082,,care facility,aged care,,PRAGUE HOUSE,Prague House,,,102,UID-63587,1781136000000.0,209752099,-130414,11,,,VIC,1242871648000,,76508505,1781594431000,1781594431000,24695,care,1.0,142082.0,FOI_24695
47797,76957897,142089,142089,,education centre,primary/secondary school,,PRESBYTERIAN LADIES COLLEGE,Presbyterian Ladies College,,,114,554 C1,1788134400000.0,172703479,-1739200,11,,,VIC,1242871648000,,76957897,1788333228000,1788333228000,47797,school,1.5,142089.0,FOI_47797
26446,64586089,142102,142102,,admin facility,law court,,PRESTON MAGISTRATES COURT,Preston Magistrates Court,,,109,,1217894400000.0,54717328,21805,10,,,VIC,1242871648000,,58029665,1591773936000,1655947964000,26446,administration,1.5,142102.0,FOI_26446
47798,76957898,142104,142104,,education centre,primary school,,PRESTON NORTH EAST PRIMARY SCHOOL,Preston North East Primary School,,,101,4764 C1,1788134400000.0,50434141,21807,10,,,VIC,1242871648000,,76957898,1788333228000,1788333228000,47798,school,1.5,142104.0,FOI_47798
47799,76957899,142105,142105,,education centre,primary school,,PRESTON PRIMARY SCHOOL,Preston Primary School,,,101,1494 C1,1788134400000.0,203621371,21810,10,,,VIC,1242871648000,,76957899,1788333228000,1788333228000,47799,school,1.5,142105.0,FOI_47799
47800,76957900,142106,142106,,education centre,primary school,,PRESTON SOUTH PRIMARY SCHOOL,Preston South Primary School,,,101,824 C1,1788134400000.0,51122915,21812,10,,,VIC,1242871648000,,76957900,1788333228000,1788333228000,47800,school,1.5,142106.0,FOI_47800
47801,76957901,142107,142107,,education centre,primary school,,PRESTON WEST PRIMARY SCHOOL,Preston West Primary School,,,101,3885 C1,1788134400000.0,218964725,21814,10,,,VIC,1242871648000,,76957901,1788333228000,1788333228000,47801,school,1.5,142107.0,FOI_47801
47802,76957902,142113,142113,,education centre,primary school,,PRINCES HILL PRIMARY SCHOOL,Princes Hill Primary School,,,101,2955 C1,1788134400000.0,455022610,21846,10,,,VIC,1242871648000,,76957902,1788333228000,1788333228000,47802,school,1.5,142113.0,FOI_47802
24624,76508417,142180,142180,,care facility,aged care,,DOUTTA GALLA QUEENS PARK AGED CARE FACILITY,Doutta Galla Queens Park Aged Care Facility,,,102,UID-64028,1781136000000.0,219042278,-1384073,11,,,VIC,1242871648000,,76508417,1781594430000,1781594430000,24624,care,1.0,142180.0,FOI_24624
47810,76957910,142224,142224,,education centre,primary school,,RANGEVIEW PRIMARY SCHOOL,Rangeview Primary School,,,101,5431 C1,1788134400000.0,51496272,106216,10,,,VIC,1242871648000,,76957910,1788333228000,1788333228000,47810,school,1.5,142224.0,FOI_47810
48896,76435827,142299,142299,,admin facility,justice service,,RESERVOIR JUSTICE SERVICE CENTRE,Reservoir Justice Service Centre,,,108,,1780272000000.0,51331100,-1731634,11,,,VIC,1242871649000,,76435827,1780471100000,1780471100000,48896,administration,1.5,142299.0,FOI_48896
52979,76975160,142302,142302,,education centre,primary school,,RESERVOIR EAST PRIMARY SCHOOL,Reservoir East Primary School,,,101,4686 C1,1788134400000.0,,22513,10,,,VIC,1242871649000,,76975160,1788514217000,1788514217000,52979,school,1.5,142302.0,FOI_52979
47820,76957921,142303,142303,,education centre,primary school,,RESERVOIR PRIMARY SCHOOL,Reservoir Primary School,,,101,3960 C1,1788134400000.0,172418137,22515,10,,,VIC,1242871649000,,76957921,1788333228000,1788333228000,47820,school,1.5,142303.0,FOI_47820
47821,76957922,142307,142307,,education centre,primary school,,RESERVOIR WEST PRIMARY SCHOOL,Reservoir West Primary School,,,101,4711 C1,1788134400000.0,51359656,22517,10,,,VIC,1242871649000,,76957922,1788333228000,1788333228000,47821,school,1.5,142307.0,FOI_47821
47822,76957923,142309,142309,,education centre,primary school,,RESURRECTION HOUSE,Resurrection House,,,113,1513 C1,1788134400000.0,50471322,106220,10,,,VIC,1242871649000,,76957923,1788333228000,1788333228000,47822,school,1.5,142309.0,FOI_47822
47823,76957924,142324,142324,,education centre,primary school,,RICHMOND PRIMARY SCHOOL,Richmond Primary School,,,101,5269 C1,1788134400000.0,51464051,22580,10,,,VIC,1242871649000,,76957924,1788333228000,1788333228000,47823,school,1.5,142324.0,FOI_47823
47824,76957925,142325,142325,,education centre,primary school,,RICHMOND WEST PRIMARY SCHOOL,Richmond West Primary School,,,101,5044 C1,1788134400000.0,50492279,22585,10,,,VIC,1242871649000,,76957925,1788333228000,1788333228000,47824,school,1.5,142325.0,FOI_47824
47829,76957930,142357,142357,,education centre,primary school,,RIPPONLEA PRIMARY SCHOOL,Ripponlea Primary School,,,101,4087 C1,1788134400000.0,50240848,22672,10,,,VIC,1242871649000,,76957930,1788333228000,1788333228000,47829,school,1.5,142357.0,FOI_47829
47831,76957932,142411,142411,,education centre,primary school,,ROBERTS MCCUBBIN PRIMARY SCHOOL,Roberts Mccubbin Primary School,,,101,5419 C1,1788134400000.0,51891872,22721,10,,,VIC,1242871650000,,76957932,1788333228000,1788333228000,47831,school,1.5,142411.0,FOI_47831
24588,76508378,142502,142502,,care facility,aged care,,CALVARY ROSANNA VIEWS,Calvary Rosanna Views,,,102,UID-64060,1781136000000.0,53468458,-2056241,11,,,VIC,1242871650000,,76508378,1781594430000,1781594430000,24588,care,1.0,142502.0,FOI_24588
47857,76957958,142873,142873,,education centre,primary school,,SANDRINGHAM EAST PRIMARY SCHOOL,Sandringham East Primary School,,,101,4429 C1,1788134400000.0,50628679,23585,10,,,VIC,1242871654000,,76957958,1788333228000,1788333228000,47857,school,1.5,142873.0,FOI_47857
47858,76957959,142875,142875,,education centre,primary school,,SANDRINGHAM PRIMARY SCHOOL,Sandringham Primary School,,,101,267 C1,1788134400000.0,420825055,23589,10,,,VIC,1242871654000,,76957959,1788333228000,1788333228000,47858,school,1.5,142875.0,FOI_47858
47859,76957960,142882,142882,,education centre,secondary school,,SANTA MARIA COLLEGE,Santa Maria College,,,113,1386 C1,1788134400000.0,54528797,105475,10,,,VIC,1242871654000,,76957960,1788333228000,1788333228000,47859,school,1.5,142882.0,FOI_47859
47873,76957974,143014,143014,,education centre,primary school,,SHERBOURNE PRIMARY SCHOOL,Sherbourne Primary School,,,101,5013 C1,1788134400000.0,51675895,24269,10,,,VIC,1242871655000,,76957974,1788333228000,1788333228000,47873,school,1.5,143014.0,FOI_47873
51684,76959451,1166502,1166502,143028.0,education centre,primary school,,SHOLEM ALEICHEM COLLEGE,Sholem Aleichem College,SHOLEM ALEICHEM COLLEGE,,114,1729 C1,1788134400000.0,51774497,-1734322,11,,,VIC,1517313084000,,76959451,1788333231000,1788333231000,51684,school,1.5,143028.0,FOI_51684
47877,76957978,143046,143046,,education centre,secondary school,,SIMONDS CATHOLIC COLLEGE,Simonds Catholic College,,,113,25 C1,1788134400000.0,53471216,105733,10,,,VIC,1242871656000,,76957978,1788333228000,1788333228000,47877,school,1.5,143046.0,FOI_47877
24370,76508145,143054,143054,,care facility,aged care,,MECWACARE ROSITANO HOUSE,Mecwacare Rositano House,,,102,UID-63701,1781136000000.0,50665372,-1678906,11,,,VIC,1242871656000,,76508145,1781594428000,1781594428000,24370,care,1.0,143054.0,FOI_24370
47889,76957990,143164,143164,,education centre,primary school,,SOUTH YARRA PRIMARY SCHOOL,South Yarra Primary School,,,101,583 C1,1788134400000.0,207402413,24788,10,,,VIC,1242871656000,,76957990,1788333228000,1788333228000,47889,school,1.5,143164.0,FOI_47889
47890,76957991,143165,143165,,education centre,special school,,SOUTHERN AUTISTIC SCHOOL,Southern Autistic School,,,101,5253 C1,1788134400000.0,210273155,52263,10,,,VIC,1242871656000,,76957991,1788333228000,1788333228000,47890,school,1.5,143165.0,FOI_47890
8831,76316296,143178,143178,,hospital,day procedure centre,,SPECIALIST SURGICENTRE DOCKLANDS,Specialist Surgicentre Docklands,,,104,7950,1777420800000.0,203519249,-1896220,11,,,VIC,1242871656000,,76316296,1778224435000,1778224435000,8831,hospital,3.0,143178.0,FOI_8831
47903,76958004,143375,143375,,education centre,primary school,,ST FRANCIS DE SALES SCHOOL,St Francis De Sales School,,,113,1616 C1,1788134400000.0,53744581,106231,10,,,VIC,1242871658000,,76958004,1788333228000,1788333228000,47903,school,1.5,143375.0,FOI_47903
47905,76958006,143386,143386,,education centre,primary school,,ST FRANCIS XAVIERS SCHOOL,St Francis Xaviers School,,,113,1272 C1,1788134400000.0,50214087,106233,10,,,VIC,1242871658000,,76958006,1788333228000,1788333228000,47905,school,1.5,143386.0,FOI_47905
47907,76958008,143397,143397,,education centre,secondary school,,ST HELENA SECONDARY COLLEGE,St Helena Secondary College,,,101,8730 C1,1788134400000.0,218748481,105478,10,,,VIC,1242871658000,,76958008,1788333228000,1788333228000,47907,school,1.5,143397.0,FOI_47907
47908,76958009,143408,143408,,education centre,primary school,,ST JAMES SCHOOL,St James School,,,113,1681 C1,1788134400000.0,150618432,106235,10,,,VIC,1242871658000,,76958009,1788333228000,1788333228000,47908,school,1.5,143408.0,FOI_47908
47910,76958011,143413,143413,,education centre,primary school,,ST JOAN OF ARC SCHOOL,St Joan Of Arc School,,,113,1134 C1,1788134400000.0,54598144,106237,10,,,VIC,1242871658000,,76958011,1788333228000,1788333228000,47910,school,1.5,143413.0,FOI_47910
47911,76958012,143447,143447,,education centre,primary school,,ST JOSEPH THE WORKER SCHOOL,St Joseph The Worker School,,,113,1763 C1,1788134400000.0,54509774,106239,10,,,VIC,1242871658000,,76958012,1788333228000,1788333228000,47911,school,1.5,143447.0,FOI_47911
