SA2_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
205031088,0,0,4,19,30,28,20,18,13,120
205031089,118,30,239,1571,2130,1273,1009,1589,554,8128
205031090,159,48,347,1755,2569,1467,1157,1802,649,9410
205031091,174,94,396,1942,3437,1729,1299,2265,1039,11709
205031092,0,0,0,0,3,0,0,5,5,12
205031093,405,129,821,3857,6343,3469,2438,4981,1668,22747
205041094,53,12,126,1646,2649,1511,1216,1996,720,9739
205041095,325,47,563,2394,3420,1713,1444,4328,1188,14492
205041096,236,81,475,1833,2561,1225,1121,3827,1366,11932
205041098,17,0,40,706,1063,552,501,707,298,3826
205041493,229,67,393,1722,2536,1134,936,2803,770,9903
205041494,142,82,356,2535,3935,1831,1282,3178,855,13623
205051099,0,0,0,0,5,4,3,5,6,23
205051100,29,8,54,747,1116,616,474,982,319,4252
205051101,146,27,301,2147,3174,1684,1417,2637,977,12031
205051102,16,11,50,583,866,438,397,680,1192,4154
205051103,253,73,465,2230,3379,1673,1238,3138,843,12493
205051104,70,36,166,758,1195,672,650,1088,462,4827
206011106,75,12,168,3146,4414,1080,493,1866,504,11504
206011107,142,38,283,3017,4170,1370,702,2698,543,12493
206011109,179,30,326,1873,2550,1164,717,1890,299,8503
206011495,104,12,222,3032,4172,1237,545,2110,376,11481
206011496,137,22,228,3251,4400,1171,464,1988,486,11764
206011497,133,16,284,2495,3535,1184,702,2481,500,10894
206011498,197,21,346,2611,3680,1451,846,2610,425,11622
206021110,78,5,165,1827,2717,1016,461,1269,269,7561
206021112,200,127,497,3838,5532,1883,1046,3045,771,16116
206021499,165,31,321,3128,4597,1639,777,2105,499,12752
206021500,104,12,203,2266,3365,1098,471,1272,345,8816
206031113,95,36,228,2739,4126,1440,826,2622,754,12511
206031115,82,13,123,1634,2438,749,378,2070,623,7886
206031116,252,16,415,3379,4413,1670,897,3074,538,13976
206031501,253,46,479,3202,3807,1682,1018,3212,557,13476
206031502,112,9,220,2474,3240,1217,710,2390,463,10490
206041117,148,17,217,3694,4170,986,487,5275,1159,15771
206041118,14,3,42,2705,3756,1056,568,4827,1373,14285
206041119,73,4,119,1299,1591,476,210,754,277,4609
206041120,0,0,0,26,23,6,0,16,0,78
206041121,86,4,134,2329,3318,972,456,1730,377,9185
206041124,114,10,155,2175,1664,429,218,1891,436,6810
206041125,87,88,241,1485,1910,566,281,1092,522,5862
206041127,0,0,0,0,0,0,0,0,0,0
206041503,20,6,41,1948,2356,579,281,3108,1140,9408
206041504,8,0,17,3078,3359,736,373,7356,1503,16405
206041505,9,0,18,3017,3315,829,392,6130,1428,15112
206041506,54,17,126,3330,4369,1126,553,3238,1251,13873
206041507,0,0,0,0,0,0,0,0,0,0
206041508,15,0,35,1314,1709,450,224,1834,455,5985
206041509,14,3,27,3611,4429,1016,487,4810,881,15227
206041510,8,0,15,1627,1996,545,258,1901,567,6891
206051128,101,23,281,3285,4513,1555,838,2809,718,13709
206051129,59,22,143,3408,4556,1321,602,2170,821,12870
206051130,96,24,244,3328,4581,1510,842,2755,872,13891
206051134,75,20,176,3716,4687,1182,571,2807,933,13900
206051511,0,0,0,410,473,96,55,438,262,1742
206051512,139,66,287,2552,3252,1039,505,2344,665,10349
206051513,35,10,75,2807,3624,791,355,2525,928,11030
206051514,87,139,271,3141,3848,1040,513,2864,1430,12832
206061135,66,39,221,2102,2703,884,464,1609,375,8142
206061136,170,89,400,5061,5858,1419,664,3563,1024,17588
206061138,204,74,517,2949,3345,1242,778,2458,769,11535
206061515,28,4,98,2900,3369,687,328,2477,851,10605
206061516,91,18,197,2464,2905,758,403,1964,636,9132
206071139,64,3,97,2171,3033,719,294,1648,495,8354
206071140,51,12,141,2096,2729,772,394,1022,279,7293
206071141,41,0,67,2236,2967,608,288,1602,574,8284
206071142,69,17,135,2487,3129,851,329,1761,804,9362
206071143,142,26,294,3060,4104,1289,535,1690,535,11215
206071145,94,0,139,2070,3146,1052,469,1255,361,8352
206071517,84,12,210,4729,5698,1408,606,2675,811,15921
206071518,113,32,202,3356,3878,974,526,3093,763,12592
207011146,124,37,227,1427,1994,953,481,1275,237,6370
207011147,293,53,640,2935,3823,1947,1129,3292,449,13584
207011148,263,39,615,3853,4844,2441,1595,4081,552,17368
207011149,516,93,912,4216,5572,2468,1414,3547,625,17841
207011150,133,13,312,3296,4514,2010,1137,2326,370,13649
207011152,157,27,329,3341,4514,1604,838,2596,505,13393
207011154,66,4,166,1283,1641,747,438,1040,169,5319
207011155,308,44,570,3192,4335,1987,1074,2385,426,13399
207011519,52,5,151,2292,2882,991,482,1505,400,8542
207011520,129,17,251,2745,3520,1154,559,2140,475,10599
207011521,132,58,368,2618,2940,1272,773,1885,376,9865
207011522,234,45,418,2521,3371,1408,795,2428,513,11041
207021156,221,31,514,2096,2587,1239,866,2570,312,9661
207021157,368,51,909,4230,5285,2533,1703,6667,914,21331
207021159,402,91,696,2794,3796,1793,1418,3958,577,14347
207021160,371,64,693,2356,3103,1529,1149,3245,444,11833
207021424,284,22,480,2688,3314,1804,1161,3728,371,13063
207021425,244,39,518,2327,3069,1593,1148,3783,510,12435
207031161,283,92,761,4089,5630,2540,1452,3937,653,18296
207031162,277,29,480,1945,2498,1184,737,2348,326,9035
207031163,339,121,673,3914,4896,1994,1196,6613,1408,20017
207031164,202,27,442,3290,4322,1885,1142,3857,527,15027
207031165,224,32,456,2237,2696,1091,698,3407,717,10846
207031166,156,14,372,1820,2371,1108,769,2764,383,9214
207031167,138,41,315,1922,2779,1234,643,1657,331,8572
208011168,148,30,423,2713,3708,1793,958,1973,367,11512
208011169,434,141,940,4438,5889,2613,1515,3897,867,19212
208011170,351,83,679,3081,4028,1839,1043,2819,552,13357
208011171,149,29,285,2296,3219,1330,716,1997,347,9912
208011172,165,27,394,3539,4728,2076,1119,2890,647,14998
208011173,378,82,709,3427,4603,2168,1064,2750,625,14638
208021174,373,68,728,4573,6209,2633,1447,4637,800,20297
208021176,206,105,457,3588,5005,1751,926,3992,721,15981
208021177,354,78,667,4453,5601,2012,1133,4219,996,18402
208021178,370,65,649,3664,4525,1754,946,3411,658,14950
208021179,140,21,273,2536,3350,1078,598,1920,386,9880
208021180,112,14,214,1423,1970,775,427,1552,240,6382
208021181,110,6,195,1738,2503,994,541,1767,278,7826
208021182,72,11,171,2528,3394,1265,658,2747,533,11119
208021426,172,30,379,2909,3870,1701,1017,3071,471,13044
208021427,241,17,458,2499,3404,1398,878,2777,382,11336
208031183,79,14,159,1652,1976,971,551,1906,187,7248
208031184,0,0,3,3,7,0,0,10,3,31
208031185,131,21,252,2202,2961,1203,759,2532,379,10036
208031186,316,24,478,2688,3867,1432,933,3019,678,12609
208031187,52,9,111,938,1256,551,359,1032,203,4334
208031188,514,101,961,4347,6078,2438,1289,4883,941,19983
208031189,104,15,261,2539,3530,1515,819,2050,396,10852
208031190,184,29,403,2608,3623,1373,766,2374,379,11122
208031191,83,37,210,1605,2163,865,521,1789,423,7371
208031192,0,0,0,0,0,0,0,22,0,26
208031193,311,35,558,3980,5610,2266,1256,3681,563,17352
208041194,337,49,659,4351,5503,2115,1196,3441,655,17266
208041195,336,91,651,4289,5593,2269,1298,4208,758,18419
209011196,146,20,269,1666,2045,942,707,2480,366,8210
209011197,284,71,524,3628,5357,2463,1484,3501,552,16983
209011198,361,66,674,2845,4246,1817,1036,2681,522,13154
209011199,137,19,264,2496,3477,1263,783,3536,847,12405
209011200,215,27,363,2482,3430,1395,756,2102,375,10540
209011201,70,16,201,1569,2075,1020,557,1097,216,6529
209011202,175,22,349,2874,4376,1965,1224,2504,427,13366
209011203,301,19,558,3132,4646,2104,1355,3391,458,15083
209011204,79,9,204,1559,2319,999,696,1709,258,7539
209021205,144,26,275,1901,2275,923,594,2863,530,9096
209021428,221,19,432,4003,5513,1886,1050,4558,851,17870
209021429,117,62,301,2271,3301,1307,832,2326,503,10536
209021523,219,82,442,2337,3326,1275,906,3869,894,12607
209021524,220,70,475,1497,1894,808,741,2814,570,8328
209021525,220,121,522,2080,2751,1011,778,3416,892,10925
209021526,154,37,320,2236,3465,1271,868,3109,665,11608
209031209,124,50,307,4143,6265,3120,1738,3162,591,19006
209031210,11,0,26,634,906,506,293,439,78,2850
209031211,5,4,24,642,980,510,404,562,351,3443
209031212,29,3,54,835,1303,746,544,626,238,4293
209031213,171,12,240,1694,2186,1086,724,1858,234,7783
209031214,23,4,67,1240,1869,951,601,774,195,5624
209031215,109,10,183,2667,3645,1651,1023,2369,312,11669
209041216,72,18,157,1326,1511,627,461,2034,311,6270
209041217,80,16,172,974,1316,526,444,1779,331,5364
209041220,210,15,288,2907,3521,1539,1315,4900,626,14798
209041221,76,13,129,1812,2243,983,799,3192,446,9476
209041223,286,32,536,2684,3188,1499,1387,7160,966,16884
209041224,53,4,106,3245,4495,1946,1712,4607,1039,17036
209041225,142,43,251,1566,2203,1059,854,2188,677,8558
209041431,54,264,347,1743,2190,982,818,3763,1200,10688
209041432,126,19,170,1150,1377,587,558,2737,488,6895
209041433,24,9,47,1464,2038,881,767,3337,445,8934
209041435,30,3,45,2010,2376,1033,899,2992,333,9639
209041436,239,50,335,1949,2482,1047,776,3399,477,10137
209041437,24,9,48,2673,3675,1686,1600,6727,937,17301
209041527,32,7,63,2595,3406,1496,1193,2870,378,11940
209041528,13,0,21,1527,2302,886,745,1867,250,7580
209041529,151,12,293,1265,1568,743,646,3549,572,8340
209041530,194,19,350,1750,2068,978,917,4397,712,10821
209041531,27,0,51,1580,2126,1016,788,2589,339,8429
209041532,24,0,29,1611,2134,1002,874,2606,412,8640
210011226,128,27,265,1324,1939,775,594,1909,273,6821
210011227,0,0,0,0,5,3,0,3,5,13
210011228,129,24,285,1421,1846,889,732,1944,290,7129
210011230,83,23,216,1419,1802,724,489,1438,261,6129
210011231,95,12,213,1797,2382,1145,697,1881,239,8144
210011533,379,30,607,1919,2438,1200,934,3456,457,10411
210011534,311,19,514,2477,3242,1515,1098,3557,532,12424
210021232,105,65,254,2346,3380,1777,1197,1823,525,11047
210021233,9,3,34,536,852,529,365,350,162,2793
210021234,14,0,33,753,1062,599,401,608,177,3603
210021235,35,13,99,1731,2445,1286,1039,1585,573,8656
210031236,179,74,337,1374,2043,829,531,1698,454,6931
210031237,268,41,520,1735,2309,1041,1003,4111,825,11032
210031439,26,16,71,538,754,317,183,636,80,2511
210031440,92,15,231,869,1204,494,430,1703,345,5051
210031535,282,54,508,1971,2728,1066,945,4429,971,12103
210031536,130,110,319,1329,1730,650,566,2492,637,7409
210031537,121,15,204,1341,1927,748,495,1754,312,6579
210031538,323,50,607,2915,4112,1610,1096,3759,696,14188
210041240,106,16,183,2353,3145,1489,1066,2543,461,11052
210041539,3,0,14,821,1185,456,360,1067,235,4122
210041540,198,38,380,2464,3490,1482,1152,2976,645,12213
210041541,57,0,110,2005,2581,1130,828,2064,400,9007
210051242,112,20,221,1461,1644,692,802,5036,1421,11061
210051243,202,35,327,1703,1846,832,983,6037,1172,12570
210051245,197,34,352,2742,3531,1571,1296,5043,792,14973
210051246,86,4,132,3147,3982,1719,1652,6220,732,17455
210051247,87,9,108,1627,1817,748,847,5661,999,11694
210051248,0,0,0,7,19,13,5,23,46,112
210051250,63,8,117,1027,1292,548,464,1908,339,5577
210051441,34,9,59,1008,1296,595,580,2476,424,6378
210051442,33,5,50,1563,1942,876,786,3490,503,9158
210051443,54,4,85,2492,3229,1402,1362,6825,1009,16320
210051445,20,7,43,2498,3490,1610,1614,6227,1146,16581
210051542,8,3,17,949,1308,599,676,2933,357,6825
210051543,45,55,113,1321,1802,806,849,4140,631,9550
210051544,51,7,64,1257,1300,626,568,3452,434,7628
210051545,78,12,99,1604,1642,685,811,5556,679,10973
211011251,172,66,338,2216,2861,1200,804,2916,532,10526
211011254,96,27,230,2877,3745,1606,1217,3628,521,13601
211011255,28,12,51,1273,1564,734,448,1260,174,5459
211011256,159,17,272,2857,3553,1510,1037,3559,386,12895
211011257,59,12,134,1443,1897,798,513,1619,172,6444
211011258,79,11,151,1919,2330,1112,738,2330,272,8702
211011259,164,113,404,2421,3210,1511,1095,2915,549,11696
211011260,435,65,708,3259,4076,1809,1278,4351,516,15288
211011446,357,54,626,3983,5565,2370,1528,5145,990,19578
211011447,184,31,354,2407,3490,1442,928,2979,490,11741
211011448,121,20,226,2786,3636,1649,1121,2980,445,12617
211011449,18,0,43,739,1079,499,344,689,129,3478
211021261,308,58,550,2954,3746,1956,1310,3088,464,13521
211021262,130,7,198,1810,2581,1319,871,1605,259,8448
211031263,108,113,278,2088,2733,1188,797,2412,511,9729
211031265,75,79,249,3393,4664,2108,1197,2870,491,14729
211031266,244,112,584,3328,4374,1737,1165,4091,817,15521
211031267,200,67,505,3745,5308,2318,1406,3622,689,17087
211031268,132,14,208,1816,2460,1227,635,1569,188,7893
211031450,179,35,372,2744,3968,1666,993,3268,579,13218
211031451,292,76,595,2426,3408,1504,1000,2766,487,11586
211031452,33,6,82,809,1220,550,371,822,128,3905
211041269,234,36,456,1778,2375,1177,737,2557,397,9024
211041270,130,26,326,3052,4487,1810,1074,2978,421,13818
211041271,219,83,437,2085,2948,1256,771,2573,597,10232
211041272,121,25,257,1861,2514,1225,808,2055,270,8729
211041273,198,159,495,2033,2686,1431,857,2656,527,10192
211051274,33,5,79,1730,2761,1290,820,1188,311,8109
211051275,77,4,165,2080,2815,1182,880,2159,366,9474
211051276,203,30,374,2183,3425,1692,1185,2474,718,11666
211051277,167,18,280,1706,2381,960,625,2101,294,8061
211051278,201,40,445,3576,4754,2117,1460,3605,669,16176
211051279,40,3,94,974,1404,758,511,874,210,4732
211051280,141,14,213,1184,1675,790,525,1219,187,5582
211051281,166,36,346,4025,5477,2361,1586,4410,692,18556
211051282,50,4,113,1535,2729,1423,934,1099,293,8021
211051283,25,9,76,1692,2397,1178,850,1524,194,7831
211051284,35,3,81,1717,2732,1301,703,1240,251,7941
211051285,28,13,94,1342,1954,864,684,1290,277,6401
211051286,166,26,295,2491,3866,1993,1497,2869,1084,13803
212011289,112,24,227,3041,4427,2368,1558,2539,975,14914
212011546,60,13,125,3846,5244,2042,1614,4634,797,18171
212011547,76,30,174,1663,2252,1059,876,1433,650,7928
212011548,92,33,185,1559,2189,964,784,1944,517,7964
212011549,129,41,234,2377,3115,1269,1029,3245,689,11729
212011550,15,3,28,1076,1562,634,508,1560,220,5551
212011551,70,28,163,946,1249,546,422,1660,456,5282
212011552,194,63,360,4018,5043,2221,1817,5825,1085,20013
212021293,455,92,842,4136,5366,2418,1611,4690,914,19137
212021295,104,26,200,1535,1647,727,666,4043,937,9564
212021297,215,40,314,1529,1803,768,698,3737,676,9211
212021299,93,53,197,1499,1683,882,676,1652,392,6782
212021453,131,18,198,1829,2410,1070,808,3326,579,10023
212021454,82,10,167,2057,2618,1185,951,3567,583,10954
212021455,70,9,148,2235,2754,1191,935,3192,599,10903
212021456,138,23,217,2114,2687,1139,1027,4107,808,11882
212021553,36,3,87,2960,3772,1610,1187,3482,532,13539
212021554,32,0,62,1724,2324,977,810,2302,332,8461
212031300,129,28,245,3106,3676,1544,1282,5986,1376,16979
212031303,122,20,172,2573,3724,1528,1171,3511,658,13173
212031304,101,18,151,2884,3916,1548,1332,5339,790,15816
212031306,139,9,163,2373,3059,1401,1094,4874,641,13442
212031308,38,7,89,1361,1769,880,644,1443,400,6493
212031457,43,3,82,2304,2642,1180,850,3116,334,10422
212031458,70,12,114,2480,2909,1286,1110,4559,579,12921
212031555,13,3,20,1292,1796,872,721,2454,295,7432
212031556,3,4,5,1769,2573,1072,909,3602,488,10423
212031557,110,22,221,2902,3707,1757,1482,6262,848,16959
212031558,132,21,222,1559,2042,893,743,3198,542,8972
212031559,25,10,45,1696,2183,965,816,2998,356,9026
212031560,37,8,61,1695,2159,916,804,3116,499,9192
212031561,59,6,83,1607,1875,774,768,4148,738,9906
212031562,62,6,107,1765,2023,891,816,4296,788,10583
212041309,270,26,395,1820,2366,1109,761,3337,425,9822
212041310,158,11,283,1971,2464,1061,847,4464,677,11495
212041312,301,51,543,3146,3798,1721,1535,7065,1317,18590
212041313,170,28,321,1818,2515,1127,720,2152,316,8649
212041316,66,12,115,1069,1349,625,485,2290,379,6197
212041317,363,47,614,3047,3171,1479,1169,8828,1330,19023
212041318,138,19,229,1783,1797,788,623,4993,569,10544
212041459,193,30,327,1647,1981,819,726,4612,880,10664
212041460,286,31,428,2601,2809,1186,988,7739,1064,16387
212041563,321,51,541,2625,2992,1229,1177,7716,2071,17806
212041564,73,23,141,1065,1107,469,435,3635,605,7308
212041565,183,26,339,2124,2404,1209,913,5279,627,12566
212041566,98,3,119,2417,2793,1227,885,4068,332,11711
212051319,307,28,531,3387,4598,1847,1113,4543,793,16276
212051321,272,82,686,3540,4573,2447,1687,5034,684,17962
212051322,370,94,712,3459,4195,2169,1416,5448,909,17597
212051323,214,31,524,2773,3611,1827,1158,3479,527,13372
212051324,285,52,665,3275,4367,2132,1357,4171,670,15973
212051325,257,82,519,3196,4202,1899,1460,4814,790,16370
212051326,364,28,660,4162,5292,2190,1368,5403,869,19296
212051327,615,203,1178,3417,4479,2341,1579,4935,882,17634
212051567,141,24,230,1898,1946,509,347,3545,900,9153
212051568,98,110,295,2007,2213,846,617,4192,928,10798
213011328,113,17,186,1047,1402,525,421,2292,654,6338
213011329,74,3,92,1573,1627,694,603,3216,399,8106
213011331,71,7,96,1149,1318,613,486,2814,403,6782
213011332,161,12,249,1960,2511,1205,943,3765,622,11015
213011333,79,6,136,1675,1885,917,870,5156,875,11374
213011334,205,33,391,2435,2769,1240,1201,7639,1813,17088
213011335,209,224,529,2223,2429,1016,1004,6388,1689,14732
213011336,137,10,229,1306,1740,770,525,2942,631,7909
213011337,200,21,338,1632,1837,792,682,4300,792,10039
213011338,206,46,412,2462,2989,1322,1235,6295,1172,15469
213011339,252,17,296,1764,2142,879,762,3696,525,9760
213011340,127,13,241,2933,3450,1704,1369,4568,518,14543
213011569,76,12,157,2194,2752,1155,1108,5917,1219,14339
213011570,13,0,16,1052,1289,605,531,2399,344,6222
213021341,183,33,398,2279,3384,1509,859,2584,547,11172
213021342,267,24,402,2869,3848,1652,1345,4908,821,15453
213021343,352,49,606,2238,2997,1203,942,3842,808,12035
213021344,175,40,320,3200,5112,1998,1099,2673,636,14718
213021345,15,7,44,771,1022,487,351,1090,195,3907
213021346,116,30,303,2928,4359,1817,1023,2490,504,13118
213031347,124,78,296,2899,3668,1324,991,5932,1270,16085
213031348,193,71,334,3208,4441,1363,721,4251,1337,15318
213031349,46,9,114,2373,3062,1085,702,3137,476,10841
213031350,93,5,147,1681,2724,962,470,1373,279,7482
213031351,72,23,169,1962,2965,1149,629,2330,676,9714
213031352,153,18,293,2945,4385,1575,872,2209,513,12506
213041353,274,34,431,3925,5426,2395,1843,5028,942,19557
213041358,57,10,104,2726,3563,1618,1490,5224,1148,15765
213041359,13,4,22,1744,2503,1125,1081,3731,3050,13237
213041360,58,0,108,2887,3556,1535,1375,4666,595,14614
213041461,107,63,200,758,932,446,355,1830,276,4594
213041462,9,0,11,785,1009,466,430,1680,167,4541
213041463,54,5,95,3188,3673,1618,1313,5253,767,15819
213041571,57,18,107,1252,1626,775,706,2459,453,7269
213041572,0,0,9,794,1233,548,521,1794,384,5273
213041573,0,0,6,446,654,307,201,447,75,2130
213041574,9,0,15,1308,1680,757,649,2580,331,7309
213041575,49,3,75,2714,3062,1301,1201,4198,541,13013
213041576,69,11,106,1694,2115,985,903,2828,544,9067
213041577,66,8,109,996,1295,584,644,2207,674,6405
213041578,120,12,165,1866,2489,1119,1130,4461,1154,12210
213051361,101,21,185,2753,3554,1611,1398,4832,892,15032
213051362,80,16,167,2592,3394,1568,1352,5162,1051,15111
213051363,28,7,55,1513,2073,854,653,3268,793,9147
213051368,291,45,435,2447,3235,1455,1118,4423,950,13635
213051464,20,0,42,2554,3671,1615,1320,4006,853,14029
213051466,10,0,7,2235,3392,1733,1334,3649,611,12963
213051467,189,125,402,2637,3322,1476,1256,5363,1257,15302
213051468,58,11,111,3283,4470,1906,1531,4943,1033,17168
213051579,42,0,46,1186,1868,844,700,2380,393,7380
213051580,44,3,81,2189,2929,1353,983,2997,525,10978
213051581,72,4,73,1348,1941,827,657,2021,322,7111
213051582,9,0,7,995,1466,701,713,2517,546,6935
213051583,51,11,78,3107,4312,2127,1851,7308,1511,20225
213051584,0,0,4,606,1051,487,470,2031,411,5062
213051585,17,7,49,1287,1736,819,759,2855,537,7998
213051586,6,0,3,890,1316,595,479,2243,1471,6993
213051587,7,0,11,1028,1447,748,665,2485,439,6814
213051588,20,3,39,1909,2693,1297,1319,4775,1176,13169
213051589,8,3,20,1065,1569,704,611,2122,529,6601
213051590,46,9,76,1915,2443,1121,974,3217,529,10210
214011370,251,78,423,3653,4682,1778,1239,5467,948,17764
214011371,202,116,494,4011,5614,2130,1455,4955,1610,19778
214011372,283,76,504,2963,4036,1705,1322,4536,1502,16066
214011373,324,172,758,3016,4617,2293,1348,3186,757,15212
214011374,205,32,373,4340,5889,2539,1766,4654,796,19988
214011375,183,54,385,2912,4166,1681,1071,3392,963,14187
214011376,36,12,83,2317,3040,1275,876,2547,387,10450
214021377,217,78,451,2221,3240,1573,1042,2606,880,11569
214021378,66,31,169,980,1613,864,589,756,436,5236
214021379,260,50,511,3647,5270,2630,1848,5063,1288,19742
214021381,232,44,531,3163,4501,2493,1563,2613,545,14888
214021382,275,69,618,3365,4866,2496,1556,3069,675,16033
214021383,276,87,592,3021,4857,2515,1753,3385,1532,17066
214021384,674,236,1365,3547,5133,2621,1839,4870,1719,19726
214021385,189,83,436,3163,4413,2044,1377,3532,764,15286
