SA2_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
205041096,32,20,0,0,51,0,0,0,51,4,0,59,112,18,6,0,140,5,0,5,144,12,0,151,32,4,0,0,39,0,0,5,41,6,0,44,0,0,0,0,0,0,0,0,0,3,0,5,179,44,8,3,231,5,0,6,236,21,0,255,0,3,0,0,3,0,0,0,3,0,0,6,5,0,0,5,11,6,0,6,16,0,0,16,7,3,0,5,15,6,0,6,17,0,0,17,184,45,8,7,242,13,0,11,254,21,0,279,67,33,4,4,105,23,0,23,123,51,0,178,0,0,0,0,0,0,0,0,0,0,7,6,246,82,13,11,353,35,0,33,382,73,7,464,49,19,4,0,66,4,3,4,74,5,0,84,117,17,0,0,140,8,0,11,155,14,0,165,6,0,0,0,10,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,8,7,171,33,10,4,218,8,4,14
205041098,16,0,0,0,18,0,0,0,18,0,0,17,94,4,0,0,94,0,0,0,94,0,0,99,28,6,6,0,33,0,0,0,33,0,0,33,3,0,0,4,10,0,0,0,10,0,0,10,132,9,6,3,151,0,0,0,148,3,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,135,9,6,3,156,3,0,3,157,3,0,155,48,0,4,0,56,0,0,0,55,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,186,9,6,6,205,6,0,6,207,3,0,211,24,5,0,0,31,4,0,4,32,0,0,31,95,6,0,0,103,0,0,0,104,0,0,109,6,0,0,0,10,0,0,0,10,0,0,10,3,0,0,0,3,0,0,0,3,0,0,3,128,12,5,0,145,0,0,7
205041493,35,8,0,0,48,3,0,3,48,4,0,52,151,29,3,3,180,0,3,0,184,0,0,186,58,7,4,0,69,0,0,0,69,0,0,73,3,0,0,0,3,0,0,0,3,0,0,3,241,41,10,5,300,3,3,4,304,3,0,310,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,9,0,0,9,4,0,0,0,6,0,0,0,7,0,0,7,251,44,10,5,305,3,3,6,308,3,0,320,95,19,0,0,107,0,0,4,114,10,0,126,0,0,0,0,0,0,0,0,0,0,0,0,341,63,10,9,416,9,3,7,425,13,0,442,93,18,0,4,109,5,0,5,117,5,0,122,182,22,3,0,206,3,3,6,209,3,0,209,19,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,7,0,0,0,7,0,0,7,295,37,8,5,337,8,6,11
205041494,82,6,0,0,91,0,0,0,95,3,0,101,295,35,0,0,328,5,0,5,333,10,0,345,113,17,8,0,133,3,0,3,138,4,0,146,0,0,0,3,7,0,0,0,7,0,0,3,486,55,16,4,557,11,0,11,568,19,5,593,8,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,5,6,0,0,0,11,0,0,0,11,0,0,11,497,53,16,4,563,11,0,11,578,19,5,597,132,17,8,5,156,0,5,5,157,16,0,173,4,0,0,0,9,0,0,0,9,0,3,4,626,72,20,7,725,11,5,16,741,35,6,778,164,15,11,0,190,4,0,4,195,10,0,207,348,29,9,0,384,6,0,0,389,18,0,407,25,0,5,0,33,0,0,0,33,0,0,33,0,0,0,0,4,0,0,0,4,0,3,7,543,43,16,4,613,10,0,11
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,14,6,0,0,16,0,0,0,16,0,0,21,54,15,0,0,71,0,0,0,71,0,0,75,14,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,83,16,6,0,104,0,0,0,104,4,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,16,6,0,104,0,0,0,105,4,0,110,25,0,0,0,26,0,0,0,30,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,112,18,7,0,133,5,0,5,137,4,0,144,23,0,3,0,24,0,0,0,24,0,0,24,93,3,4,0,94,0,0,0,102,5,0,103,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,4,0,0,0,4,0,0,4,120,9,4,0,138,0,0,0
205051101,55,5,3,0,58,0,0,0,64,3,0,62,230,19,0,6,252,0,0,0,255,6,0,262,61,11,4,0,75,0,0,0,80,8,0,86,4,0,0,0,8,0,0,0,8,0,0,10,357,32,13,7,402,3,0,3,409,13,0,424,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,361,32,13,7,408,3,0,3,416,13,0,425,132,30,3,13,175,3,3,3,183,21,0,199,0,0,0,0,0,0,0,0,5,0,0,5,491,60,14,19,584,10,3,9,594,30,0,629,115,10,0,0,133,3,0,3,134,4,0,136,248,20,8,4,284,3,0,3,282,5,0,289,31,7,4,0,35,3,0,3,40,6,0,45,3,0,0,3,4,0,0,0,4,3,0,6,397,40,6,7,450,4,0,4
205051102,31,0,0,0,31,0,0,0,31,0,0,32,58,4,3,0,66,0,0,0,66,5,0,66,20,3,6,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,110,5,8,0,126,0,0,0,126,3,0,129,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,114,5,8,0,125,0,0,0,125,3,0,128,46,6,0,6,55,0,0,0,52,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,155,11,6,3,183,0,0,0,179,5,0,191,45,3,0,0,52,0,0,0,52,3,0,48,64,3,0,0,70,0,0,0,67,0,0,69,7,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,113,10,0,0,128,0,0,0
205051103,80,15,0,0,96,0,0,0,96,3,0,99,227,32,9,4,269,0,0,0,268,12,0,278,44,7,9,0,61,0,0,0,61,0,0,61,5,0,0,0,5,0,0,0,5,0,0,5,356,57,17,3,429,0,0,0,430,14,0,445,0,0,0,0,0,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,0,0,7,6,0,0,0,6,0,0,0,8,0,0,8,362,57,17,3,436,0,0,6,436,14,0,453,150,15,8,5,174,9,0,9,182,21,0,201,0,0,0,0,0,0,0,0,0,0,0,0,512,69,24,6,610,6,0,11,624,32,0,657,127,16,0,0,143,0,0,4,147,9,0,152,237,28,3,4,270,0,5,5,274,14,0,293,14,5,0,0,20,0,0,0,20,0,0,20,0,0,0,6,4,0,0,0,4,0,0,3,372,53,3,3,436,3,7,9
205051104,21,4,0,0,29,0,0,0,29,0,0,25,62,8,0,0,76,0,0,0,76,3,0,75,6,8,0,0,18,0,0,0,18,0,0,20,3,0,0,5,3,0,0,0,3,0,0,3,95,14,3,3,118,0,0,0,118,8,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,14,3,3,118,0,0,0,118,8,0,126,28,4,3,0,40,0,0,0,40,9,0,49,0,0,0,0,0,0,0,0,0,0,0,0,122,24,5,3,156,0,0,0,159,15,0,172,39,4,3,0,45,0,0,0,45,9,0,50,55,10,0,0,67,0,0,0,67,0,0,71,7,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,5,0,0,0,5,0,0,5,101,13,5,0,126,0,0,0
206011106,77,6,0,0,82,0,0,0,87,7,0,95,113,30,6,0,142,0,0,4,148,3,0,155,61,6,5,0,64,0,0,0,64,0,0,65,0,4,0,0,4,0,0,0,4,0,0,3,240,41,9,0,294,7,0,7,302,16,0,318,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,241,41,9,0,294,10,0,10,303,16,0,319,48,12,3,0,65,6,0,6,65,5,0,77,0,0,0,0,0,0,0,0,0,0,0,0,294,60,12,0,364,14,0,13,373,19,0,396,86,18,0,0,107,0,0,0,109,10,0,119,93,24,0,0,114,0,0,0,114,6,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,181,38,9,0,231,0,0,0
206011107,97,15,3,0,117,0,0,0,120,14,0,131,148,34,0,0,186,0,0,0,190,3,4,200,61,9,9,0,84,0,0,0,84,7,4,85,3,0,0,4,4,0,0,0,4,0,0,4,315,63,18,4,399,0,0,3,394,22,5,421,4,7,0,0,10,0,0,0,10,0,0,10,3,0,0,0,6,0,0,0,6,0,0,6,10,7,0,0,14,0,0,0,14,0,0,14,326,65,19,4,410,0,0,3,410,22,5,434,93,26,8,3,125,3,0,3,130,19,0,148,0,0,0,0,0,0,0,0,0,0,0,0,421,90,26,8,535,5,0,9,542,41,5,584,137,21,0,0,161,3,0,3,164,10,0,175,164,27,0,0,193,0,0,0,193,13,0,202,15,5,4,0,15,0,0,0,15,0,0,15,6,0,0,0,10,0,0,0,10,0,0,10,321,51,0,0,377,3,0,3
206011109,88,12,4,0,104,0,0,0,104,3,0,107,161,33,4,3,198,4,0,4,200,0,0,206,68,6,13,0,89,0,0,0,89,0,0,88,0,0,0,5,3,0,0,0,3,0,0,3,320,50,21,0,394,4,0,4,400,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,328,50,21,0,402,4,0,4,402,6,0,409,70,10,3,0,75,0,0,0,75,3,0,76,0,0,0,0,0,0,0,0,0,0,4,4,392,60,23,0,474,4,0,4,478,7,3,486,165,27,0,0,193,5,0,5,201,8,0,205,223,28,0,3,254,0,0,0,254,7,0,262,17,0,0,0,22,0,0,0,22,0,0,22,0,0,0,3,3,0,0,0,3,0,0,3,405,57,6,5,471,5,0,5
206011495,76,13,3,0,96,3,0,3,101,4,0,99,148,26,5,0,185,6,0,6,189,0,0,190,56,17,11,0,89,3,0,3,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,285,61,22,0,370,6,0,6,376,9,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,61,22,0,370,6,0,6,377,9,0,383,48,12,0,0,61,3,0,3,66,8,0,77,0,0,0,0,0,0,0,0,0,0,0,0,334,77,21,0,432,10,0,10,447,10,0,460,106,18,4,0,128,0,0,0,128,4,0,135,130,21,0,0,157,3,0,3,159,7,0,164,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,251,40,4,0,295,3,0,3
206011496,79,13,6,0,98,0,0,0,100,0,0,103,120,37,9,0,161,6,0,6,163,0,0,168,73,9,4,0,81,0,0,0,81,0,0,84,5,0,0,0,9,0,0,0,9,0,0,9,265,63,10,3,349,3,0,3,351,10,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,63,10,3,349,3,0,3,354,10,0,362,51,15,0,0,67,0,0,0,67,12,0,81,0,0,0,0,0,0,0,0,0,0,0,0,326,72,14,0,415,3,0,3,424,20,9,447,85,12,0,0,101,8,0,8,103,3,0,110,86,21,3,0,111,0,0,0,107,4,0,114,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,178,35,3,0,218,8,0,9
206011497,82,16,0,0,101,3,0,3,112,0,0,108,148,36,9,0,193,6,0,7,197,4,0,199,60,11,4,0,78,0,0,0,78,0,0,78,0,0,0,3,3,0,0,0,3,0,0,5,295,66,9,9,378,6,0,7,387,3,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,8,0,0,0,8,0,0,8,300,69,9,9,384,6,0,7,387,3,0,400,64,14,9,10,94,0,5,4,100,6,0,107,0,0,0,0,0,0,0,0,0,0,0,0,361,84,20,9,480,4,3,11,489,14,0,509,104,23,0,0,131,0,0,0,136,6,0,138,152,30,4,0,186,0,0,0,191,3,0,191,8,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,262,60,6,0,333,6,0,3
206011498,133,30,0,0,170,5,0,5,173,7,0,178,219,35,3,0,258,4,0,5,261,11,0,271,97,18,11,0,120,0,0,0,120,0,0,120,3,0,0,3,5,0,0,0,5,0,0,5,451,80,14,3,557,9,0,13,563,14,0,575,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,8,0,0,0,8,0,0,11,10,0,0,0,9,0,0,0,9,0,0,14,463,81,14,3,568,9,0,13,575,20,0,595,99,20,3,0,123,0,0,0,123,18,0,139,3,0,0,0,3,0,0,0,3,0,0,7,562,108,17,5,696,10,0,12,699,30,3,737,187,42,4,0,230,4,0,5,243,10,0,248,270,33,0,0,299,0,0,3,306,0,0,309,10,7,0,0,18,0,0,0,18,0,0,18,0,0,0,5,5,0,0,0,5,0,0,5,467,79,4,5,555,6,4,12
206021110,70,17,5,0,85,0,0,0,87,9,0,91,142,19,0,0,163,5,0,5,165,0,0,166,66,4,6,0,75,0,0,0,75,0,0,78,4,0,0,0,4,0,0,0,4,0,0,4,276,42,9,0,325,0,0,0,330,10,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,42,9,0,324,0,0,0,331,10,0,343,49,7,3,0,62,0,0,0,61,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,328,46,7,0,388,4,0,4,393,12,0,405,113,22,0,0,136,0,0,0,138,4,0,141,159,10,0,0,174,0,0,0,174,5,0,173,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,285,29,3,0,322,0,0,0
206021112,155,34,0,0,188,0,0,0,190,3,0,194,290,54,6,3,348,0,5,5,351,6,0,356,110,17,13,0,134,0,5,4,137,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,552,104,12,6,672,3,3,8,679,15,0,694,4,3,0,0,3,0,0,0,8,0,0,8,9,0,0,0,9,0,0,0,9,0,0,9,14,3,0,0,18,0,0,0,18,0,0,18,564,100,12,6,681,5,3,10,696,15,0,710,123,22,0,0,148,0,0,0,148,9,0,153,0,0,0,0,0,0,0,0,0,0,0,0,689,129,12,7,832,5,3,10,839,22,0,866,193,40,7,0,236,0,0,0,237,12,0,246,283,56,0,5,342,4,0,4,343,13,0,353,12,0,0,0,12,0,0,0,14,0,0,14,0,0,0,0,5,0,0,0,5,0,0,5,487,93,4,5,592,4,0,4
206021499,114,16,0,0,136,6,0,6,135,5,0,147,206,38,4,0,251,0,0,0,254,7,0,255,87,12,12,0,105,0,0,0,105,0,0,105,4,0,0,0,6,0,0,0,6,0,0,6,406,72,13,0,498,4,0,4,498,9,0,512,5,0,0,0,5,0,0,0,5,0,0,5,9,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,9,0,0,0,9,0,0,9,418,72,13,0,507,4,0,4,510,9,0,521,73,9,0,0,84,0,0,0,84,5,0,98,0,0,0,0,0,0,0,0,0,0,0,0,491,83,19,0,589,4,0,4,594,20,0,618,194,29,3,0,224,0,0,6,227,8,0,236,237,40,8,0,291,3,0,3,289,0,0,292,13,0,3,0,19,0,0,0,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,446,75,15,0,531,3,0,5
206021500,66,15,5,0,83,3,0,3,89,7,0,94,135,32,0,0,166,4,4,8,173,4,0,178,56,7,0,0,62,0,0,0,62,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,258,52,5,0,316,6,4,11,323,7,0,332,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,7,0,0,0,7,0,0,7,266,50,5,0,319,6,4,11,330,7,0,337,34,6,0,0,37,0,0,0,44,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,300,55,7,0,362,6,3,13,374,15,0,383,127,27,0,0,155,0,0,0,155,3,0,160,136,37,0,0,174,0,3,3,179,6,0,182,3,6,4,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,273,68,0,0,342,0,3,3
206031113,143,28,0,0,174,3,4,5,173,3,0,182,234,33,5,0,265,3,0,0,272,3,0,271,111,18,11,0,140,0,0,0,140,0,0,138,8,0,0,5,6,0,0,0,6,0,0,6,486,77,11,0,584,4,0,7,587,9,0,598,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,12,0,0,12,4,0,0,0,5,4,0,4,9,0,0,9,493,80,11,0,588,10,0,8,599,9,0,608,117,38,10,0,156,0,3,3,163,21,0,182,0,0,0,0,0,0,0,0,0,0,0,0,611,113,21,0,746,9,9,15,760,30,7,795,258,28,0,3,292,0,0,0,289,11,0,295,266,24,0,4,292,6,0,6,297,0,0,296,25,0,0,0,28,0,0,0,28,0,0,27,3,0,0,7,4,0,0,0,4,0,0,4,555,44,11,10,616,4,0,4
206031115,59,6,4,0,74,0,0,0,74,5,0,77,77,19,4,0,104,0,0,0,104,6,0,107,24,5,6,0,34,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,5,0,5,168,36,10,0,210,0,0,0,210,12,0,220,0,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,3,0,9,0,0,9,4,0,0,0,8,0,3,0,13,0,0,13,176,39,10,0,224,0,3,0,224,12,0,240,47,25,4,0,77,0,5,8,78,20,0,103,0,0,0,0,0,0,0,0,0,0,0,0,220,67,11,0,300,4,7,9,305,36,0,340,58,10,3,0,70,0,0,0,70,10,0,76,74,14,0,0,88,8,0,8,96,9,0,101,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,135,21,6,0,166,8,0,8
206031116,148,24,10,0,182,6,0,6,187,7,0,190,187,23,4,0,216,0,0,0,216,3,0,221,84,12,16,0,107,0,0,5,110,4,0,108,8,0,0,0,8,0,0,0,8,0,0,6,427,63,24,0,507,0,0,5,513,14,6,530,3,0,0,0,3,0,0,0,3,0,0,3,15,0,0,0,15,0,0,0,15,0,0,15,14,0,0,0,14,0,0,0,14,0,0,14,445,63,24,0,529,0,0,5,532,14,6,548,105,8,0,3,119,0,6,3,120,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,549,68,25,0,643,5,3,7,651,14,6,668,178,28,6,0,209,9,0,5,213,3,3,225,242,27,3,0,275,5,0,5,276,3,0,287,17,0,0,0,22,0,0,0,22,0,0,22,0,0,0,0,4,0,0,0,4,0,0,4,441,49,11,4,507,8,6,9
206031501,97,10,9,0,107,0,0,3,109,4,0,115,204,20,4,0,231,0,0,0,229,4,0,232,68,10,13,0,92,0,0,0,92,0,0,92,5,0,0,5,10,0,0,0,10,0,0,10,370,36,21,3,435,0,0,0,437,9,0,443,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,0,10,0,0,0,11,0,0,10,380,36,22,3,444,0,3,5,450,5,0,456,102,19,3,0,125,0,0,0,125,7,0,133,4,0,0,0,4,0,0,0,4,0,3,3,482,48,29,7,569,0,3,5,571,11,6,588,197,19,3,0,221,7,0,3,223,4,0,229,273,20,0,0,295,5,0,5,295,3,0,303,16,3,6,0,22,0,0,0,22,0,0,22,6,0,0,5,13,0,0,0,13,0,0,13,489,41,10,7,549,8,0,5
