SA2_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
201011001,0,8,..,285,28,309,4,311,..,10,0,10,0,10,..,18,0,18,0,18,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,142,11,156,0,158,..,5,0,4,0,4,..,3,0,3,0,3,..,9,0,9,0,11,..,9,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,20,0,24,..,9,0,9,0,9,..,23,0,28,0,28,..,3,0,3,0,3,..,56,5,63,0,59,..,19,0,23,0,23,..,19,0,19,0,24,..,16,7,20,0,20,..,0,0,0,0,0,..,17,4,14,0,14,..,135,8,141,5,151,..,984,117,1095,16,1108,..,26,0,26,243,265,7273,1003,117,1121,250,8648,14103,..,..,..,..,14103,..,18,0,16,0,16,..,57,0,56,0,61,..,3,0,3,0,3,..,38,4,43,0,43,..,211,67,281,3,286
201011002,0,4,..,98,8,102,0,102,..,12,0,8,0,8,..,17,4,18,0,18,..,0,0,0,0,0,..,5,0,7,0,7,..,0,0,0,0,0,..,17,0,13,0,13,..,0,0,0,0,0,..,9,0,9,0,9,..,11,0,7,0,7,..,3,3,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,4,0,4,0,4,..,6,0,6,0,6,..,3,0,3,0,3,..,17,0,17,0,17,..,14,0,14,0,14,..,12,0,12,0,12,..,6,0,11,0,11,..,5,0,5,0,5,..,21,0,23,0,23,..,48,4,54,0,57,..,438,56,486,4,489,..,18,0,19,277,296,5634,454,50,507,284,6420,10595,..,..,..,..,10595,..,3,0,3,0,3,..,24,0,24,0,24,..,3,0,3,0,3,..,25,8,33,0,33,..,160,41,198,0,201
201011005,0,0,..,5,0,5,0,12,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,11,0,11,0,11,..,6,0,6,0,6,..,11,0,11,0,11,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,22,5,26,0,29,..,130,7,136,4,142,..,9,0,9,133,135,3389,137,7,143,134,3664,6702,..,..,..,..,6702,..,4,0,4,0,4,..,17,0,18,0,16,..,0,0,0,0,0,..,0,0,5,0,5,..,24,0,30,0,30
201011006,0,6,..,138,15,152,0,157,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,23,0,23,0,23,..,4,0,4,0,4,..,7,0,7,0,7,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,14,0,14,0,14,..,3,0,3,0,3,..,8,0,8,0,8,..,9,0,9,0,9,..,40,0,40,0,40,..,10,0,10,0,10,..,3,0,3,0,3,..,9,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,65,13,71,0,71,..,361,43,405,4,404,..,26,0,26,221,243,4902,381,43,423,226,5553,9371,..,..,..,..,9371,..,7,0,7,0,7,..,19,0,18,0,18,..,0,0,0,0,0,..,7,3,11,0,11,..,35,12,49,3,60
201011007,0,0,..,4,0,4,0,4,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,3,15,0,15,..,50,4,57,0,57,..,0,0,0,36,32,1967,52,4,54,36,2055,4044,..,..,..,..,4044,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6
201011008,0,3,..,55,3,57,0,57,..,7,0,7,0,7,..,8,0,10,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,29,0,29,0,31,..,0,0,0,0,0,..,40,5,46,0,46,..,5,0,5,0,5,..,79,5,79,0,83,..,5,0,7,0,11,..,5,0,5,0,5,..,14,0,16,0,16,..,0,0,0,0,0,..,20,3,24,0,24,..,55,10,61,0,63,..,358,43,402,4,412,..,21,6,31,427,452,7000,379,52,431,431,7863,13628,..,..,..,..,13628,..,15,0,15,0,15,..,7,0,6,0,6,..,10,0,10,0,10,..,23,3,27,0,27,..,69,28,94,0,91
201011481,0,0,..,46,0,54,6,55,..,10,0,12,0,12,..,5,0,5,0,5,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,18,0,18,0,18,..,19,0,18,0,18,..,4,0,4,0,4,..,5,0,0,0,0,..,0,0,0,0,0,..,10,0,9,0,9,..,42,5,45,3,52,..,233,23,257,6,261,..,18,6,22,254,276,4572,255,28,277,261,5111,8623,..,..,..,..,8623,..,8,0,8,0,8,..,10,0,9,0,9,..,4,0,4,0,4,..,7,0,9,0,9,..,30,6,31,0,31
201011482,0,0,..,45,5,55,0,56,..,23,0,22,0,22,..,14,0,18,0,18,..,5,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,12,0,12,0,12,..,10,0,10,0,10,..,0,0,0,0,0,..,32,0,32,0,32,..,14,0,16,0,10,..,9,0,9,0,9,..,11,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,49,7,52,0,55,..,332,31,365,3,367,..,21,3,25,275,293,6983,348,36,386,277,7648,13490,..,..,..,..,13490,..,6,0,6,0,6,..,26,4,30,0,30,..,5,0,5,0,5,..,10,0,18,0,18,..,65,6,70,0,70
201011483,0,0,..,116,11,126,0,130,..,12,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,23,0,23,..,16,5,14,0,14,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,6,0,6,0,6,..,7,0,7,0,7,..,4,0,0,0,0,..,9,0,9,0,9,..,5,0,4,0,4,..,22,0,29,0,29,..,15,0,12,0,12,..,9,0,9,0,9,..,11,0,11,0,11,..,0,0,0,0,0,..,13,0,14,0,14,..,78,5,84,0,84,..,446,59,503,7,510,..,19,0,22,315,338,5459,466,62,524,318,6299,10520,..,..,..,..,10520,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,17,8,26,0,27,..,102,44,145,0,146
201011484,0,0,..,74,9,87,0,93,..,3,0,0,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,6,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,22,0,22,..,3,0,3,0,3,..,13,0,13,0,13,..,8,0,8,0,8,..,49,0,52,0,52,..,5,0,5,0,5,..,0,0,3,0,3,..,11,0,15,0,15,..,0,0,0,0,0,..,10,0,14,0,14,..,63,3,63,3,63,..,311,30,342,10,348,..,23,6,30,467,492,6126,335,35,368,472,6965,11494,..,..,..,..,11494,..,6,0,6,0,6,..,13,0,13,0,14,..,0,0,0,0,0,..,4,0,3,0,3,..,37,9,46,3,45
