SA2_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
201021010,3332,3313,6643,76,71,147,10,0,7,255,256,509,12,14,23,0,0,5,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,281,278,557,3,5,12,6,9,16,364,368,728,306,325,628,4006,4001,8004
201021011,3950,4092,8042,142,172,316,22,18,36,292,301,598,7,5,18,3,0,5,0,3,5,8,0,8,0,0,0,4,4,3,0,0,0,337,340,673,20,24,44,9,9,14,503,542,1048,386,411,794,4839,5044,9881
201021012,2730,2597,5328,23,17,40,7,4,8,216,218,435,4,0,4,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,230,225,453,3,9,10,3,3,5,262,253,513,236,224,457,3231,3074,6300
201031013,1486,1395,2880,22,26,56,0,0,0,95,102,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,100,202,3,4,6,6,0,3,131,139,269,189,171,359,1802,1702,3499
201031014,1745,1746,3498,40,46,86,9,3,11,124,140,264,9,10,15,6,4,4,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,142,158,295,0,0,5,4,0,3,187,204,390,514,217,729,2448,2165,4611
201031015,2111,1939,4054,19,25,40,10,11,19,155,157,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,165,171,336,4,4,8,0,4,3,193,199,393,215,185,403,2526,2327,4848
201031016,3198,3484,6678,153,177,326,3,5,7,208,236,451,12,7,20,0,0,0,3,0,4,0,3,4,0,8,12,0,3,3,0,0,0,232,261,495,3,0,9,11,5,12,396,444,837,279,294,578,3873,4222,8089
201031017,2277,2145,4421,40,40,81,3,5,12,190,188,377,3,5,5,0,0,0,0,0,0,5,4,8,6,5,4,0,0,0,0,0,0,198,212,411,5,8,11,5,0,3,244,258,503,312,256,569,2836,2655,5490
202011018,5475,5779,11257,169,203,368,32,37,68,842,945,1782,20,19,38,6,17,20,7,10,17,3,6,10,6,0,6,3,3,9,0,0,0,926,1023,1947,33,38,61,30,10,46,1153,1269,2424,551,545,1092,7178,7599,14774
202011019,4969,5327,10292,163,157,321,9,8,21,569,668,1230,9,6,22,11,3,16,0,6,6,4,5,6,6,0,3,0,0,3,0,0,0,606,696,1298,20,16,36,15,22,37,797,894,1691,359,431,789,6126,6650,12772
202011020,5294,5793,11093,159,156,315,29,35,63,703,812,1508,6,11,13,3,15,18,0,5,10,3,4,8,0,3,9,0,6,8,0,0,0,746,881,1632,25,27,48,10,5,13,932,1076,2008,348,429,774,6579,7298,13877
202011021,3523,3899,7421,105,125,232,17,33,53,481,647,1126,0,7,12,4,8,15,4,3,7,0,5,5,0,0,0,0,0,0,0,0,0,517,705,1221,13,17,33,8,8,20,646,857,1504,209,213,419,4381,4966,9347
202011022,7909,8871,16780,295,377,681,20,22,44,808,919,1728,19,20,35,12,9,16,4,6,10,14,9,23,8,9,17,0,4,3,0,0,0,882,998,1881,25,31,56,17,26,44,1226,1443,2663,669,700,1374,9799,11013,20811
202011023,2374,2395,4767,41,36,80,10,12,19,219,191,416,4,3,3,3,3,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,240,219,455,0,4,7,5,6,7,283,269,549,66,67,133,2726,2726,5455
202011024,4345,4458,8803,195,166,367,18,15,31,485,496,980,6,0,6,0,3,7,0,4,6,0,0,0,0,4,7,0,0,0,0,0,0,513,528,1040,4,13,14,5,3,7,713,712,1425,190,183,375,5251,5351,10602
202011025,5536,5953,11493,196,239,428,28,19,49,662,724,1387,8,17,20,3,4,4,9,12,20,0,0,0,6,4,5,3,4,9,0,0,0,722,782,1505,26,18,49,14,21,38,962,1057,2015,341,346,687,6834,7355,14192
202021026,3518,3402,6917,49,44,89,12,13,21,372,353,727,5,4,8,3,4,7,0,4,4,0,0,3,6,0,9,0,0,0,0,0,0,395,383,780,9,10,16,5,3,8,451,436,892,241,217,455,4208,4055,8265
202021027,4025,4522,8545,249,264,518,13,11,26,320,381,706,0,3,8,0,7,7,0,4,8,0,0,0,0,4,0,5,3,5,0,0,0,348,414,760,17,22,35,5,6,13,617,705,1323,900,493,1391,5539,5724,11263
202021028,3858,3703,7562,75,87,164,4,5,10,315,299,613,7,10,19,0,0,0,6,4,11,3,3,9,0,0,0,3,6,7,0,0,0,348,327,671,5,14,25,8,9,16,440,431,870,335,373,712,4640,4510,9148
202021029,2059,1890,3947,37,44,84,8,9,10,191,188,375,12,0,11,0,0,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,203,201,408,0,0,5,0,0,5,248,247,499,315,265,578,2620,2399,5017
202021030,4228,4452,8683,157,183,339,6,10,18,339,332,670,4,7,16,5,0,5,3,0,0,4,3,7,0,0,0,0,0,0,0,0,0,363,359,721,25,20,43,0,5,6,540,561,1103,338,363,698,5107,5381,10484
202021031,3221,3359,6580,100,110,213,8,12,24,311,344,653,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,324,367,694,18,12,31,4,4,10,447,496,944,188,184,366,3856,4037,7896
202031032,2006,1966,3977,15,30,45,3,0,10,164,179,345,0,0,4,3,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,175,190,364,0,6,6,7,3,5,199,223,422,259,228,489,2465,2419,4884
202031033,2911,2854,5766,81,84,168,15,8,21,161,185,348,16,13,24,7,0,9,3,0,3,6,3,8,0,3,3,0,0,0,0,0,0,207,219,424,12,11,20,10,10,14,304,318,620,434,414,853,3651,3588,7242
203011034,3255,3212,6466,116,123,245,5,6,7,290,281,570,0,3,4,0,0,0,6,0,9,4,3,4,0,0,0,0,0,0,0,0,0,299,290,596,8,9,15,3,0,6,432,423,856,158,148,313,3842,3788,7635
203011035,3429,3271,6701,51,60,111,3,3,12,322,318,637,6,10,15,3,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,339,330,671,11,12,17,3,0,3,405,397,808,251,245,491,4085,3915,7997
203011036,2723,2690,5406,46,68,120,10,4,10,228,239,466,4,8,11,0,7,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,248,254,498,8,9,20,11,14,23,312,350,662,225,238,463,3260,3273,6531
203021037,5709,6073,11785,165,184,352,23,22,49,908,936,1837,19,17,38,13,5,16,7,0,7,6,10,14,0,4,4,0,0,0,0,0,0,980,996,1976,45,43,84,18,6,25,1210,1235,2443,295,315,606,7209,7624,14833
203021039,4947,5262,10207,156,175,319,22,25,45,804,980,1788,9,13,26,5,4,11,9,4,17,9,15,24,4,4,8,8,12,14,0,0,0,868,1059,1930,51,55,110,20,10,32,1094,1302,2394,379,384,765,6421,6950,13372
203021040,7936,8693,16628,339,381,721,21,12,36,1189,1276,2467,18,15,31,6,11,20,4,9,14,15,11,25,3,7,8,4,6,7,0,0,0,1270,1348,2616,45,50,94,29,26,63,1688,1804,3492,354,396,750,9978,10899,20878
203021042,9339,9692,19025,426,401,827,38,61,95,1290,1472,2761,20,17,36,8,20,31,14,14,29,14,23,35,6,6,10,8,8,19,0,0,0,1404,1615,3021,47,45,91,27,17,42,1899,2080,3977,419,379,801,11655,12145,23801
203021043,8093,8221,16312,332,401,731,7,10,15,720,769,1487,14,7,25,5,3,7,0,3,3,5,4,7,0,3,0,0,3,3,0,0,0,750,806,1553,32,23,54,12,13,24,1122,1246,2370,1509,383,1896,10729,9846,20575
203021044,5414,5720,11134,149,189,341,8,13,18,471,502,971,12,12,24,5,3,12,0,3,4,3,0,10,0,0,0,0,5,8,0,0,0,509,542,1052,14,27,36,19,12,26,690,762,1451,246,293,540,6354,6774,13125
203021045,5979,6615,12597,165,155,322,11,12,18,517,575,1093,10,13,25,5,3,9,3,3,4,5,4,8,0,0,0,0,4,4,0,0,0,547,609,1158,10,22,30,22,10,36,751,800,1548,595,598,1187,7318,8011,15329
203021046,4102,4293,8397,113,141,254,19,16,31,546,630,1171,14,13,22,0,3,4,3,0,5,5,3,10,0,6,3,3,0,6,0,0,0,587,666,1256,25,39,70,10,18,22,737,863,1602,192,179,369,5030,5338,10365
203021047,6218,6603,12822,163,159,323,15,24,48,715,776,1494,12,17,27,12,3,17,7,0,9,4,3,11,6,12,15,0,0,0,0,0,0,775,836,1612,21,28,53,29,42,77,996,1068,2068,367,379,746,7580,8046,15631
203021485,3380,3658,7031,121,150,269,9,17,34,1010,1171,2187,15,18,33,9,4,8,0,3,12,3,7,13,0,3,3,4,0,6,0,0,0,1058,1235,2290,16,28,45,11,13,27,1212,1424,2630,188,215,407,4778,5294,10069
203021486,7177,7441,14617,259,256,519,12,26,39,691,657,1343,10,9,23,0,4,8,4,8,8,12,7,19,4,0,4,0,0,0,0,0,0,729,704,1440,33,44,83,24,5,34,1051,1023,2075,741,694,1432,8967,9155,18125
203021487,9258,9929,19189,408,413,821,40,37,82,1548,1610,3163,23,31,52,9,0,11,5,7,11,10,6,16,0,8,3,6,0,8,0,0,0,1639,1713,3347,45,60,98,30,38,64,2121,2216,4335,417,487,903,11796,12630,24426
203021488,3310,3487,6794,87,72,158,7,4,7,414,414,824,10,14,23,6,3,9,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,437,438,871,14,19,34,10,4,17,548,536,1087,517,553,1072,4365,4579,8948
203031048,6623,7022,13648,325,378,698,18,15,33,704,806,1511,10,20,40,5,7,11,5,3,4,13,3,14,0,5,10,7,3,11,0,0,0,762,861,1628,15,24,37,9,5,18,1112,1268,2381,271,308,583,8007,8607,16614
203031049,2400,2403,4801,107,133,241,9,6,17,312,304,614,9,5,11,0,3,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,335,322,652,15,10,28,5,10,18,466,468,937,230,211,439,3090,3087,6180
203031051,3463,3629,7089,175,219,396,20,13,37,507,566,1074,10,9,15,11,3,13,0,4,7,4,3,6,3,7,8,0,0,0,0,0,0,552,609,1155,10,17,27,11,4,16,750,844,1595,389,407,795,4595,4880,9476
203031052,1994,2283,4277,116,108,227,4,7,11,241,287,536,11,10,17,0,0,6,3,0,5,5,0,4,8,3,3,0,0,6,0,0,0,270,312,586,4,5,15,3,3,4,393,435,827,184,187,368,2570,2909,5473
203031053,9429,9810,19241,773,777,1552,29,29,60,1003,1077,2083,22,26,47,8,9,17,15,7,18,4,10,13,4,11,10,3,3,5,0,0,0,1091,1165,2257,57,63,117,23,31,53,1943,2039,3981,533,536,1068,11906,12380,24291
203031489,4163,4300,8471,177,176,352,19,11,28,776,891,1671,10,13,18,5,10,18,4,4,6,0,3,10,12,3,10,0,0,3,0,0,0,825,933,1764,32,36,70,7,5,15,1047,1158,2203,241,268,516,5456,5730,11190
203031490,7404,8120,15527,483,547,1025,15,19,35,740,834,1577,12,15,29,0,4,7,3,6,11,0,3,3,4,6,12,3,0,0,0,0,0,788,887,1675,27,31,59,8,16,28,1309,1475,2781,421,468,886,9127,10067,19193
204011054,2809,2746,5552,147,151,290,5,9,11,201,187,384,7,10,23,3,0,0,4,0,10,0,0,0,0,0,3,0,0,4,0,0,0,222,207,432,3,4,7,3,9,4,376,368,740,247,225,474,3432,3336,6768
204011055,2698,2837,5539,107,110,215,17,14,23,170,178,350,7,13,22,4,0,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,198,208,411,7,5,12,4,7,6,316,321,638,353,349,702,3364,3507,6875
204011056,6292,6460,12759,295,313,607,15,13,24,469,491,956,10,15,23,3,6,8,8,4,7,7,0,5,0,0,0,4,3,8,0,0,0,508,525,1034,12,20,29,17,20,35,833,879,1710,442,472,914,7570,7814,15382
204011057,3872,3857,7728,306,314,623,38,41,73,396,511,907,16,40,53,8,8,13,12,11,22,6,3,5,0,5,3,0,4,5,0,0,0,473,609,1083,28,19,50,11,10,22,820,962,1783,462,478,932,5152,5296,10448
204011058,1812,1743,3551,81,91,168,8,17,20,156,166,321,8,6,12,0,0,0,3,0,8,3,0,3,0,0,0,4,0,4,0,0,0,180,191,368,12,8,17,8,3,13,277,290,560,187,194,378,2274,2221,4495
204011059,2541,2658,5207,116,135,254,26,11,35,159,164,327,6,7,11,0,4,6,50,0,47,4,0,6,7,3,6,0,0,0,0,0,0,243,193,436,0,11,16,5,5,11,364,345,712,315,283,596,3232,3289,6519
204011060,1887,1644,3531,16,4,22,45,27,77,171,141,312,91,51,138,27,12,36,8,3,18,0,3,8,11,9,15,18,8,23,0,0,0,377,249,625,20,27,44,0,0,3,408,284,698,200,164,363,2494,2095,4590
204011061,87,81,168,0,3,5,0,0,0,12,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,17,0,0,0,0,0,0,9,4,22,28,16,47,128,109,237
204011062,1668,1570,3239,46,56,107,0,8,8,122,117,237,3,5,10,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,134,130,266,6,3,9,4,0,4,193,195,389,274,244,516,2136,2014,4148
204021063,4050,4498,8551,278,309,583,22,21,47,244,274,522,4,12,24,8,11,12,0,6,9,3,0,4,0,6,7,0,0,0,0,0,0,284,333,616,4,5,8,9,12,28,584,658,1241,463,476,940,5096,5634,10726
204021064,1595,1534,3140,15,8,26,5,3,11,113,99,212,0,4,9,3,9,5,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,133,112,240,0,0,3,0,8,9,151,129,280,180,150,331,1932,1817,3746
204021065,1656,1640,3293,65,96,156,49,52,96,90,115,201,8,7,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,178,321,3,5,6,0,0,4,215,277,488,124,119,239,1996,2026,4022
204021066,7571,8406,15977,563,633,1192,40,61,103,499,548,1044,31,35,65,4,9,12,5,7,14,0,4,6,9,9,21,0,0,4,0,0,0,595,670,1264,19,24,43,18,26,46,1190,1353,2543,528,616,1147,9301,10377,19673
204021067,4203,4100,8300,78,68,149,26,33,57,252,290,548,19,24,39,0,0,5,0,0,5,6,0,9,8,7,14,0,0,0,0,0,0,310,359,675,9,6,17,16,13,25,415,449,868,332,341,673,4949,4890,9838
204031068,1880,2016,3901,129,149,278,32,43,75,137,165,300,5,0,3,0,0,0,3,3,8,0,0,0,0,0,0,3,9,9,0,0,0,178,214,397,0,4,8,0,0,4,310,372,678,244,133,375,2437,2518,4953
204031069,3386,3381,6769,213,227,442,48,58,103,280,260,541,35,32,63,7,5,9,8,9,21,4,3,11,6,8,14,10,12,18,0,0,0,401,390,792,19,12,29,7,13,20,635,649,1283,404,382,787,4426,4412,8834
204031070,1308,1342,2649,20,21,44,13,20,31,81,93,170,0,0,4,0,0,0,0,0,0,3,0,3,3,4,6,0,0,0,0,0,0,105,110,217,0,4,4,3,4,4,129,146,270,123,106,228,1558,1592,3149
204031071,1930,1995,3922,90,95,182,17,20,39,112,119,236,9,8,14,5,4,12,3,0,3,4,0,4,0,0,0,0,3,6,0,0,0,153,157,310,4,9,9,3,4,9,250,258,507,144,137,276,2313,2393,4710
204031072,2507,2455,4959,95,96,199,66,67,130,121,108,230,10,8,17,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,201,189,388,18,11,32,3,5,14,325,303,627,283,265,550,3115,3020,6134
204031073,5941,6386,12331,214,244,457,155,171,328,493,536,1028,46,53,93,10,7,16,0,7,7,0,0,0,4,4,7,11,7,19,0,0,0,713,780,1498,13,35,46,19,12,27,961,1069,2030,435,411,847,7329,7874,15204
204031075,2085,2180,4263,56,45,108,43,46,90,145,151,293,10,8,22,0,5,4,4,0,4,6,0,6,0,3,3,5,6,10,0,0,0,216,213,429,5,3,10,9,14,18,285,274,557,186,163,351,2553,2615,5174
204031491,4673,4891,9559,214,228,447,223,204,425,569,591,1156,179,115,291,26,14,37,25,15,40,9,12,22,27,16,37,21,12,33,0,0,0,1079,976,2051,41,30,78,22,20,37,1355,1253,2605,215,207,425,6238,6354,12592
204031492,5790,6182,11975,220,215,433,164,194,356,464,488,952,24,24,53,12,8,16,8,8,18,8,7,9,14,9,21,6,6,7,0,0,0,693,743,1441,25,19,45,20,21,48,963,999,1961,485,502,990,7242,7685,14926
205011076,7530,7949,15483,353,436,787,13,13,26,932,992,1931,17,18,35,8,7,15,6,0,9,0,4,4,0,0,0,0,0,0,0,0,0,975,1041,2017,16,26,43,19,18,33,1364,1522,2881,555,567,1122,9451,10038,19491
205011077,2780,2658,5435,51,61,112,3,4,7,223,205,429,9,0,14,0,0,0,7,0,9,0,0,4,0,0,0,0,0,0,0,0,0,241,216,457,4,14,18,3,5,6,294,294,592,262,230,490,3337,3183,6518
205011078,3365,3461,6823,122,132,250,12,10,19,287,292,575,9,13,24,0,0,0,0,0,0,0,0,3,5,5,8,0,0,0,0,0,0,311,327,633,3,11,11,3,9,11,434,468,903,264,281,542,4064,4210,8273
205011079,8730,9387,18118,534,618,1154,25,27,51,911,1035,1945,28,39,65,0,8,6,11,8,22,5,5,10,3,0,8,0,0,0,0,0,0,991,1126,2113,24,38,64,21,12,28,1568,1798,3365,606,674,1280,10903,11864,22763
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,5860,6470,12327,401,443,846,25,36,58,431,497,926,26,31,57,0,7,4,8,6,15,5,3,11,9,4,12,0,0,0,0,0,0,509,588,1088,18,21,42,27,7,39,959,1057,2016,541,627,1175,7359,8154,15515
205021082,3451,3282,6736,67,76,140,5,12,19,293,289,583,9,13,14,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,0,0,0,309,317,623,3,7,8,8,15,26,393,410,802,350,325,678,4194,4019,8211
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,4279,4362,8639,261,271,534,27,28,57,346,333,683,14,16,27,0,0,0,5,8,11,10,6,17,8,5,10,0,6,7,0,0,0,404,396,800,9,11,19,14,10,22,687,692,1380,547,529,1075,5508,5585,11094
205021085,2650,2502,5151,138,159,292,34,36,71,160,153,306,8,16,21,0,3,3,4,4,7,0,0,0,4,4,11,4,4,7,0,0,0,216,214,427,3,3,7,7,0,9,355,376,731,396,394,787,3404,3270,6674
205021086,2681,2880,5561,145,148,291,22,22,44,260,333,597,7,13,21,0,0,0,6,4,12,3,3,9,0,3,9,0,0,0,0,0,0,306,379,684,14,7,21,10,4,9,474,542,1013,185,180,363,3334,3598,6940
205031087,3820,3736,7553,169,170,339,5,4,9,276,312,591,8,7,18,0,4,4,0,0,5,0,0,0,0,4,8,0,0,0,0,0,0,291,336,630,19,13,38,5,3,16,488,530,1020,405,388,796,4716,4658,9372
205031088,56,64,118,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,5,4,6,9,70,71,142
205031089,4010,4046,8055,164,183,345,4,8,10,326,306,634,8,3,11,3,6,5,3,3,6,0,3,3,0,0,0,3,0,8,0,0,0,341,334,673,9,14,19,9,9,10,518,534,1056,304,323,629,4831,4903,9736
205031090,4544,4770,9314,230,292,525,8,8,17,322,341,666,11,11,19,0,0,3,10,5,13,0,0,0,0,6,9,0,0,0,0,0,0,353,372,722,21,19,34,10,11,21,615,687,1304,382,395,776,5535,5858,11396
205031091,5020,5290,10310,394,448,835,19,22,39,556,611,1163,8,10,20,0,5,8,5,0,3,4,9,9,3,4,5,7,0,9,0,0,0,602,660,1262,20,28,44,15,22,31,1021,1153,2177,571,642,1213,6617,7085,13700
205031092,7,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,16
205031093,10171,10663,20840,716,756,1472,22,21,43,1043,1126,2170,21,22,40,6,4,8,7,10,25,9,4,14,0,3,3,3,3,3,0,0,0,1107,1203,2306,36,28,63,25,13,40,1887,1994,3878,895,953,1846,12954,13618,26567
