SA2_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
203021044,0,0,0,4,0,0,5,0,3,0,0,0,0,3,0,4,0,9,0,0,16,0,4,0,8,12,0,26,3,0,0,15,14,0,31,14,6,4,21,4,0,37,102,8,3,61,0,0,175,419,0,0,70,7,0,494,75,0,0,5,0,0,77,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,5,3,24,632,27,14,193,37,9,909
203021045,0,8,0,5,0,0,12,5,20,0,0,5,0,20,8,102,8,27,3,0,148,33,66,38,25,3,0,157,63,28,17,29,5,0,139,141,37,20,65,5,3,271,497,29,13,116,16,4,687,400,11,26,55,29,6,516,27,0,4,10,4,0,44,7,0,0,0,0,0,9,5,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,21,11,24,3,9,92,1208,314,135,359,71,19,2111
203021046,0,5,0,0,0,0,10,0,5,7,0,0,0,6,6,25,7,7,0,0,49,9,8,6,28,3,0,54,36,4,4,14,0,0,65,66,3,6,20,0,0,91,190,6,3,35,0,0,240,263,0,0,39,5,0,308,142,0,0,28,0,0,166,63,0,0,12,0,0,70,36,0,0,3,0,0,43,17,0,0,6,0,0,22,8,0,0,0,0,0,8,5,0,0,6,0,0,9,8,4,0,9,6,4,35,851,65,35,204,14,9,1175
203021047,0,18,0,3,0,0,18,0,5,0,0,4,0,14,6,62,6,18,0,0,93,29,27,11,26,9,0,100,43,13,4,24,6,0,84,88,3,9,36,0,0,136,410,9,6,80,13,0,521,591,5,0,56,9,0,662,102,0,0,9,0,0,107,33,0,0,0,0,0,33,11,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,6,11,0,0,0,0,0,11,35,4,3,21,9,4,72,1354,146,50,276,52,8,1878
203021485,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,5,0,0,11,0,0,4,11,5,0,15,4,0,0,3,0,0,7,5,0,3,7,0,0,17,18,0,0,23,0,0,39,594,0,0,57,5,0,654,199,0,0,17,0,0,224,16,0,0,4,0,0,21,4,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,5,12,0,4,11,0,0,29,870,6,8,141,16,0,1036
203021486,5,29,0,5,0,0,41,0,19,4,5,0,0,26,6,170,7,13,4,0,202,32,78,13,22,6,0,149,54,31,11,34,6,0,130,295,64,9,74,7,0,450,695,50,25,95,21,7,883,238,8,7,31,7,3,299,33,0,0,11,0,0,45,6,0,0,3,0,0,10,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,24,27,4,15,27,8,104,1389,477,73,317,72,18,2352
203021487,0,9,0,4,0,0,13,0,10,5,0,0,0,16,12,71,3,22,3,0,113,17,23,18,26,0,3,86,8,14,3,24,7,0,55,22,16,19,21,6,0,91,238,15,22,99,0,0,378,749,10,25,116,12,0,913,396,0,4,28,3,0,436,48,0,0,6,0,0,56,14,0,0,6,0,0,18,4,0,0,0,0,0,7,4,0,0,0,0,0,10,6,0,0,4,0,0,10,26,13,0,21,6,0,63,1538,196,86,382,56,4,2261
203021488,0,43,0,0,0,0,49,0,45,5,5,0,0,47,10,287,8,5,3,3,321,15,98,30,21,3,5,160,49,42,10,23,4,0,127,333,67,4,49,0,5,460,446,20,11,54,11,0,540,144,11,3,17,0,0,182,17,0,0,0,0,0,16,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,49,10,9,0,3,87,1039,667,79,181,26,18,2009
203031048,3,0,0,5,0,0,7,0,3,0,0,0,0,4,0,9,0,10,0,0,15,9,3,0,17,0,0,28,13,0,0,20,0,0,32,38,0,0,29,0,0,64,226,0,3,61,6,0,301,669,0,0,62,3,0,741,72,0,0,6,0,0,80,17,0,0,3,0,0,14,4,0,0,0,0,0,4,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,8,3,0,32,1069,15,8,219,16,6,1336
203031049,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,8,5,0,0,32,4,0,3,9,0,0,26,5,0,0,15,0,0,17,3,0,0,17,4,0,21,26,0,0,27,0,0,49,66,0,0,35,0,0,107,53,0,0,21,0,0,77,33,0,0,7,0,0,43,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,14,0,0,19,202,23,21,147,17,3,407
203031051,0,0,3,0,0,0,5,7,0,3,0,0,0,11,5,0,0,8,0,0,11,11,0,0,10,5,0,22,16,0,0,10,0,0,23,57,0,0,38,0,0,92,226,0,0,44,0,3,272,301,0,0,31,4,0,340,45,0,0,0,0,0,52,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,3,0,25,676,0,10,154,15,4,862
203031052,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,8,4,3,0,12,0,0,21,0,0,0,3,0,0,10,3,0,0,6,0,0,15,32,0,0,21,0,0,51,73,0,0,21,0,0,97,70,0,0,8,0,0,77,10,0,0,0,0,0,15,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,7,4,0,12,204,9,0,84,17,0,311
203031053,6,0,0,3,3,0,5,0,0,0,0,0,0,3,4,3,0,15,0,0,26,12,0,0,16,0,0,29,4,0,0,16,4,0,26,16,0,0,25,0,0,42,49,0,0,37,4,0,88,197,0,0,70,0,0,268,481,0,0,80,4,0,565,349,0,0,37,0,0,384,95,0,0,5,0,0,103,42,0,0,5,0,0,49,9,0,0,0,0,0,9,9,0,0,0,0,0,14,17,0,0,25,6,3,53,1296,3,4,342,30,3,1674
203031489,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,17,0,8,0,0,33,4,6,0,9,0,0,12,5,0,0,10,0,0,19,3,0,0,11,0,0,15,13,0,0,22,6,0,35,522,0,0,43,0,4,569,207,0,0,17,0,0,228,18,0,0,6,0,0,31,19,0,0,4,0,0,27,8,0,0,4,0,0,11,8,0,0,0,0,0,8,4,0,0,0,0,0,5,14,0,0,5,8,0,28,831,25,4,142,12,7,1013
203031490,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,9,0,18,0,0,29,4,3,0,8,3,0,29,11,4,0,15,3,0,31,28,0,4,20,4,0,60,102,0,0,46,0,0,156,326,0,0,63,0,3,398,323,0,0,49,0,0,369,85,0,0,12,0,0,92,19,0,0,0,0,0,26,5,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,0,0,0,0,11,12,0,0,7,5,6,33,933,27,12,255,25,9,1251
204011054,0,4,0,4,4,0,12,0,0,0,3,0,0,5,0,20,0,10,12,0,41,22,3,0,23,3,0,59,30,5,0,35,5,0,74,67,0,0,31,5,0,102,88,0,0,31,6,0,124,52,0,0,20,0,0,72,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,5,5,0,18,269,34,10,161,44,5,518
204011055,0,4,9,0,3,0,21,0,0,0,4,0,0,3,3,14,7,15,3,0,50,14,11,10,25,17,0,69,13,6,0,12,4,0,33,52,5,0,33,3,0,91,91,0,0,19,0,0,113,34,0,4,13,0,0,47,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,3,5,34,229,46,21,143,44,8,484
204011056,0,4,0,3,0,0,4,0,4,0,0,0,0,9,0,38,8,8,4,0,53,6,12,0,12,7,0,34,11,4,0,11,3,0,30,58,5,4,47,9,0,123,256,4,0,52,4,0,317,300,0,0,49,6,0,349,36,0,0,5,0,0,41,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,7,0,16,4,7,47,697,70,15,206,37,4,1034
204011057,0,3,0,0,5,0,9,0,0,0,3,0,0,8,4,26,3,9,9,0,55,9,8,0,25,9,0,49,8,5,0,24,0,0,35,34,0,0,33,4,0,71,92,0,0,30,0,0,126,141,0,0,41,0,0,187,36,0,0,9,0,0,44,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,13,6,3,0,12,17,0,40,334,51,3,191,47,4,632
204011058,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,3,0,11,6,0,20,11,0,3,7,3,0,24,14,3,0,13,3,0,32,34,3,0,16,0,0,54,55,0,0,20,0,0,75,64,0,0,3,0,0,71,15,0,0,0,0,0,19,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,8,10,0,33,203,11,3,82,35,0,338
204011059,0,13,0,0,0,0,17,0,14,0,0,0,0,20,9,77,4,16,4,7,109,34,25,7,23,6,0,96,46,16,0,41,0,0,101,113,28,0,31,8,0,176,140,7,0,35,3,0,189,83,0,0,9,0,0,95,7,0,0,0,0,0,9,3,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,14,3,7,9,0,42,443,198,21,162,34,6,865
204011060,0,0,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,10,4,0,10,0,0,0,6,0,0,12,0,0,0,11,4,0,12,5,6,0,7,115,0,134,12,13,0,11,52,0,88,6,0,0,6,23,0,38,5,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,27,27,22,0,56,217,0,332
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
204011062,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,12,0,0,21,7,0,0,6,0,0,11,3,0,0,3,0,0,7,17,0,0,17,0,0,32,39,3,0,17,4,0,65,30,0,0,11,0,0,43,7,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,3,0,19,108,8,0,84,16,6,218
204021063,0,0,0,4,0,0,8,0,10,0,5,0,0,17,5,79,6,8,0,0,101,79,45,10,26,6,0,165,76,14,3,33,0,0,124,156,23,0,32,0,3,225,227,10,0,47,0,0,288,122,0,0,19,4,0,145,28,0,0,3,0,0,35,4,0,0,6,0,0,7,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,21,3,16,5,3,62,718,214,26,193,28,15,1190
204021064,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,18,0,0,19,0,0,0,11,0,0,14,3,0,0,15,0,0,24,9,0,0,4,0,0,14,13,0,0,12,0,0,21,15,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,20,52,0,0,63,16,4,128
204021065,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,27,0,11,0,0,35,15,6,3,11,0,0,35,10,0,0,16,0,0,31,57,0,3,9,3,0,71,41,0,0,17,0,0,61,14,0,0,4,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,7,0,14,156,43,6,66,15,0,283
204021066,0,21,0,0,0,0,22,0,17,0,0,0,0,22,15,144,9,20,7,4,192,118,65,24,46,14,0,266,122,29,6,66,9,0,235,307,39,8,97,6,0,460,385,10,10,89,9,0,502,332,4,0,48,0,0,389,54,0,0,8,0,0,64,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,34,4,20,7,9,100,1365,362,69,403,44,12,2264
204021067,0,0,0,3,3,0,10,0,0,0,5,0,0,0,0,6,0,18,0,0,27,6,0,0,36,9,0,50,13,0,0,29,6,0,55,23,0,0,30,5,0,56,33,0,0,38,3,0,70,19,0,0,21,4,0,43,3,0,0,6,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,17,10,0,36,116,6,0,206,38,0,367
204031068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,10,0,0,34,8,10,0,12,0,0,34,6,6,0,9,0,0,28,14,0,0,13,0,0,34,72,0,0,25,0,0,104,73,0,0,16,0,0,88,15,0,0,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,13,200,38,4,108,8,0,362
204031069,0,6,0,3,0,0,8,0,0,0,6,0,0,9,3,18,0,22,4,0,43,19,9,0,34,7,0,70,19,0,0,22,3,0,44,45,4,0,46,10,0,95,85,0,0,42,6,0,127,105,0,0,23,0,0,139,42,0,0,5,5,0,52,5,0,0,4,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,8,0,13,5,3,0,17,0,0,21,330,34,3,230,35,6,642
204031070,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,9,0,0,11,4,0,0,8,0,0,14,6,0,0,12,0,0,17,13,0,0,12,0,0,23,25,0,0,13,0,0,39,12,0,0,3,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,59,3,0,68,0,0,132
204031071,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,9,9,12,0,0,33,15,12,4,20,6,0,52,28,7,3,16,0,0,56,47,0,0,15,0,0,67,82,0,0,19,0,0,97,35,0,0,8,0,0,46,8,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,5,9,213,27,13,110,14,5,383
204031072,0,0,0,3,5,0,13,0,0,3,0,0,0,3,8,13,0,22,3,0,53,17,7,0,40,9,0,65,14,0,0,25,3,0,48,38,0,0,26,0,0,66,26,0,0,36,0,0,71,10,0,0,3,0,0,15,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,20,128,19,9,175,26,0,349
204031073,3,20,0,3,0,0,27,0,21,0,0,0,0,27,3,123,3,12,0,0,146,21,72,10,10,5,0,114,48,32,3,41,6,0,120,239,42,3,57,42,4,379,409,9,0,77,16,0,515,354,0,0,22,5,0,383,45,0,0,4,5,0,49,3,0,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,7,14,4,0,83,1160,348,32,245,71,4,1863
204031075,0,0,0,6,0,0,3,0,0,0,4,0,0,0,0,4,4,6,0,0,17,4,0,6,17,0,5,30,5,0,0,13,5,0,17,15,0,0,15,0,0,24,35,0,0,20,0,0,53,36,0,0,12,0,0,49,12,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,0,12,109,5,11,87,18,5,231
204031491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,10,4,11,0,0,23,0,5,0,9,0,0,11,10,6,0,11,99,0,122,53,7,0,16,25,0,106,393,6,0,30,5,0,435,121,0,0,9,0,0,131,9,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,5,0,25,615,27,12,94,141,0,887
204031492,0,24,0,0,0,0,27,6,37,0,0,0,0,42,19,187,4,17,0,0,232,124,73,6,44,7,3,264,145,29,3,64,3,4,251,343,60,8,93,22,7,530,525,13,9,88,5,0,638,400,4,0,35,5,0,441,47,0,0,3,0,0,58,14,0,0,0,0,0,16,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,39,0,19,10,4,93,1645,472,30,367,50,18,2586
205011076,0,7,0,0,0,0,4,0,0,0,3,0,0,5,8,30,0,9,10,3,56,22,17,6,20,15,0,72,27,3,0,38,8,0,82,99,4,0,49,7,0,161,346,3,3,79,4,0,437,470,5,0,54,4,5,531,45,0,0,7,0,0,59,6,0,0,5,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,22,3,3,20,0,4,58,1053,72,11,288,51,11,1481
205011077,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,5,0,9,5,0,22,6,0,0,18,3,0,31,9,0,0,13,0,0,25,17,0,0,22,0,0,43,19,0,0,22,0,0,40,16,0,0,6,0,0,24,11,0,0,3,0,0,12,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,12,4,0,16,76,3,0,116,17,0,231
205011078,0,0,0,4,0,0,7,3,3,0,0,0,0,5,3,7,10,7,4,0,28,9,6,0,21,0,0,39,13,0,0,25,0,0,42,34,0,0,27,0,0,67,107,0,0,33,4,0,137,133,0,0,16,0,0,147,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,6,0,22,326,23,11,146,16,0,516
205011079,4,10,0,0,0,0,16,5,5,0,4,0,0,10,13,78,0,21,10,0,126,23,33,5,31,5,0,99,29,14,0,34,5,0,80,97,13,9,58,5,0,178,371,18,0,100,3,0,492,500,0,0,66,7,0,579,82,0,0,13,0,0,97,17,0,0,0,0,0,15,7,0,0,3,0,0,7,0,0,0,3,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,7,17,19,0,27,9,0,71,1160,198,16,361,42,12,1779
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,5,0,4,0,0,14,0,6,4,0,3,0,18,9,84,7,12,3,3,122,28,42,16,40,7,0,134,41,16,13,51,0,0,125,219,32,28,82,3,0,370,342,15,22,94,10,0,481,233,5,0,49,4,0,292,34,0,6,0,0,0,37,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,6,17,4,10,65,926,235,102,354,29,20,1666
205021082,0,0,4,3,4,0,12,0,0,0,5,0,0,4,3,0,0,15,9,0,29,0,3,0,25,7,0,33,10,0,0,23,3,0,32,17,0,0,30,4,0,48,25,0,0,26,0,0,52,21,0,0,15,5,0,35,8,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,15,4,0,19,80,3,12,146,36,0,277
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,6,0,3,0,0,12,0,4,0,8,3,0,7,0,50,3,18,11,0,82,26,27,4,26,7,0,95,32,10,5,24,8,0,82,117,16,4,54,4,0,197,170,3,0,61,12,0,245,137,0,0,21,6,0,162,14,6,0,4,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,3,15,13,0,44,510,127,18,226,62,12,947
205021085,0,3,3,15,5,0,19,0,7,5,6,0,0,17,14,15,14,21,8,0,80,33,17,11,43,7,0,113,14,9,0,26,7,0,61,40,6,6,17,0,0,74,24,0,0,34,0,0,54,11,6,0,3,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,18,9,3,36,136,69,42,186,35,9,485
205021086,0,0,0,0,0,0,4,0,0,0,5,0,0,5,3,8,0,3,0,0,11,15,0,0,15,4,0,31,17,0,0,18,4,0,38,47,0,0,17,0,0,68,113,0,0,29,4,0,142,116,0,0,14,0,0,130,12,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,12,8,3,26,330,8,6,111,24,4,479
205031087,0,4,0,3,0,0,12,0,3,0,4,0,0,3,8,22,6,17,11,0,63,15,0,8,28,13,0,68,33,0,0,25,0,0,60,71,0,0,40,6,0,117,91,0,0,32,10,0,122,27,0,0,18,4,0,48,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,7,0,3,0,24,16,0,49,245,33,14,192,66,3,550
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031089,0,0,0,4,0,0,3,0,0,3,0,8,0,12,5,20,0,17,6,0,41,10,9,0,9,3,0,28,15,0,0,25,4,0,42,43,0,5,39,3,0,96,92,9,0,28,0,0,126,71,0,0,11,0,0,84,8,0,0,6,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,4,0,25,5,0,38,247,37,11,174,33,10,517
