SA2_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
206011495,68,411,1420,1015,565,348,82,11,0,3917,0,3,7,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,11,41,26,10,10,0,0,0,99,0,0,8,12,9,0,0,0,0,31,0,4,16,10,9,3,0,0,0,50,0,4,12,13,14,3,0,0,0,48,25,90,138,54,34,21,9,5,0,368,28,106,100,29,25,7,3,0,0,294,0,3,18,12,16,3,4,0,0,51,0,13,42,32,14,8,0,0,0,113,0,7,64,47,26,10,0,0,0,150,0,7,14,6,3,4,0,0,0,33,0,53,236,149,67,29,7,0,0,543,0,15,55,24,14,6,0,0,0,116,0,19,134,103,62,33,4,0,0,351,6,41,229,187,116,93,16,0,0,668,0,69,321,164,121,103,25,4,0,808,3,18,53,37,14,5,0,0,0,138,0,18,45,33,18,21,0,0,0,139
206011496,58,399,1651,1043,576,317,80,13,0,4134,0,0,5,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,48,25,10,3,0,0,0,106,0,0,12,16,4,3,0,0,0,31,0,5,28,12,3,0,0,0,0,60,0,6,16,15,9,0,4,0,0,55,20,90,127,48,29,14,0,0,0,328,30,98,109,29,21,12,4,0,0,304,0,4,17,10,6,4,0,0,0,44,0,7,54,25,11,8,0,0,0,113,0,11,65,52,31,14,0,0,0,163,0,3,22,5,6,4,0,0,0,40,0,41,340,198,75,29,9,0,0,702,0,13,53,24,11,9,0,0,0,113,0,18,144,103,61,46,3,0,0,374,3,47,212,161,127,83,15,0,0,641,5,79,397,195,120,79,19,0,0,887,3,10,61,43,25,12,0,0,0,156,0,20,68,35,14,14,0,0,0,153
206011497,92,313,1025,897,591,389,94,10,0,3408,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,7,25,25,23,18,3,0,0,109,0,0,3,7,0,0,0,0,0,20,0,6,20,15,9,7,3,0,0,63,0,5,10,16,12,10,0,0,0,52,30,65,93,43,53,25,6,0,0,313,46,73,75,28,20,4,0,0,0,254,0,4,15,12,9,3,5,0,0,42,3,12,30,21,20,9,0,0,0,86,0,10,38,59,20,12,0,0,0,139,0,9,17,10,4,4,0,0,0,46,0,23,132,120,67,21,0,0,0,367,0,5,33,20,19,11,5,0,0,87,0,9,86,98,64,44,8,4,0,310,3,26,162,166,141,88,13,0,0,587,0,69,266,192,138,82,20,4,0,774,9,12,34,26,11,3,0,0,0,99,0,11,30,41,25,15,4,0,0,125
206011498,133,318,950,957,856,442,114,5,0,3769,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,10,3,39,32,22,10,0,0,0,113,0,0,14,7,3,0,0,0,0,25,0,3,12,28,5,11,6,0,0,66,0,6,14,16,12,3,0,0,0,54,56,81,101,45,55,28,4,0,0,367,68,63,63,20,22,12,0,0,0,249,0,7,14,13,24,6,0,0,0,73,4,7,17,30,21,8,4,0,0,81,0,12,31,44,51,15,3,0,0,154,0,4,15,11,9,0,0,0,0,36,0,12,109,156,76,25,3,0,0,394,4,10,22,19,17,8,0,0,0,73,0,11,69,111,90,44,16,0,0,347,11,29,149,138,178,108,18,0,0,628,5,55,224,196,172,109,18,0,0,780,4,9,23,18,11,10,0,0,0,85,3,11,32,28,19,14,0,0,0,109
206021110,75,216,608,565,520,367,118,6,0,2473,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,16,18,12,15,0,0,0,66,0,0,5,3,3,3,0,0,0,12,0,0,13,3,15,8,0,0,0,40,0,0,8,8,14,6,5,0,0,37,20,41,40,28,31,21,8,0,0,193,42,27,41,27,6,5,4,0,0,160,0,4,5,13,6,4,3,0,0,38,0,6,10,20,5,9,0,0,0,56,0,3,34,51,36,8,0,0,0,139,0,0,22,10,7,0,0,0,0,46,0,25,96,91,76,34,3,0,0,334,0,10,15,16,10,5,0,0,0,60,3,13,50,59,61,50,0,0,0,245,7,20,103,96,85,75,11,0,0,402,6,50,189,131,122,112,21,0,0,637,12,8,23,10,15,8,0,0,0,75,3,4,18,25,19,14,6,0,0,89
206021112,148,349,1522,1424,1092,581,127,18,0,5256,0,0,4,0,3,0,0,0,0,13,0,0,4,3,0,0,0,0,0,9,6,9,42,39,37,22,0,0,0,159,0,0,7,19,14,4,0,0,0,42,0,6,36,23,17,6,0,0,0,88,0,3,24,25,18,7,3,0,0,84,46,91,139,75,66,31,4,0,0,450,81,63,78,47,23,20,0,0,0,319,0,7,20,12,19,4,0,0,0,69,0,3,56,54,31,13,6,0,0,162,0,8,57,88,61,17,0,0,0,222,0,3,23,13,14,10,0,0,0,69,0,33,254,233,115,49,9,0,0,697,0,6,48,40,38,21,6,0,0,165,0,15,130,151,112,74,9,0,0,484,8,34,237,211,199,149,18,0,0,860,0,76,419,297,263,148,46,0,0,1249,10,13,65,42,30,14,3,0,0,188,4,20,65,39,42,26,9,0,0,202
206021499,110,294,1150,991,921,551,155,12,3,4185,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,17,22,26,32,18,0,0,0,121,0,0,9,12,5,3,0,0,0,34,0,3,25,19,5,9,0,0,0,69,0,3,16,20,9,3,3,0,0,58,44,59,110,49,47,29,3,5,0,350,60,71,69,22,13,4,0,0,0,248,0,5,18,11,9,9,0,0,0,51,3,3,36,32,29,7,5,0,0,118,0,9,46,58,54,14,0,0,0,178,0,0,5,15,22,7,0,0,0,45,4,34,225,174,133,53,16,0,0,639,0,5,30,15,26,10,0,0,0,95,0,5,125,115,118,60,8,0,0,429,12,29,187,136,160,138,38,0,0,703,6,58,288,206,210,174,37,0,0,978,10,9,53,34,31,9,4,0,0,151,5,10,52,25,24,25,4,0,0,151
206021500,74,171,902,721,614,323,97,10,0,2903,0,0,7,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,7,3,29,18,16,10,3,0,0,83,0,0,10,13,5,0,0,0,0,24,0,4,20,16,11,12,3,0,0,54,0,3,16,12,12,4,0,0,0,39,17,41,88,50,34,25,4,0,0,247,41,49,66,21,10,6,0,0,0,199,0,3,15,3,16,0,0,0,0,44,0,3,32,17,23,9,0,0,0,83,0,0,28,49,40,11,3,0,0,125,0,4,9,6,9,0,0,0,0,35,0,17,209,151,110,29,4,0,0,524,0,5,33,10,18,11,3,0,0,84,0,8,62,79,89,45,4,0,0,277,9,19,152,110,120,81,25,0,0,520,6,33,233,135,133,89,21,0,0,655,3,10,40,31,22,11,4,0,0,124,5,5,42,21,17,12,4,0,0,104
206031113,128,341,1017,1039,852,542,160,21,0,4110,0,0,4,0,0,0,0,0,0,9,0,0,0,4,4,0,0,0,0,3,10,9,29,39,36,19,0,0,0,136,0,0,5,15,7,0,3,0,0,35,0,6,23,17,21,9,4,0,0,81,0,10,10,21,17,12,0,0,0,63,28,70,80,56,51,27,3,0,0,313,53,52,54,22,29,11,0,0,0,216,0,13,21,28,28,19,0,0,0,109,3,4,18,17,23,0,0,0,0,69,0,8,54,74,70,24,7,0,0,244,0,4,22,25,13,4,0,0,0,69,3,25,143,148,111,48,14,0,0,498,0,4,40,35,33,14,4,0,0,125,0,13,96,83,94,49,9,0,0,348,12,39,126,122,120,116,30,0,0,564,11,60,249,206,150,148,16,4,0,850,12,20,31,34,14,10,0,0,0,122,0,14,35,29,25,13,7,0,0,125
206031115,41,230,905,573,354,219,56,3,0,2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,16,7,11,0,0,0,46,0,0,3,5,3,0,0,0,0,12,0,3,16,8,6,0,0,0,0,43,0,0,14,9,6,0,0,0,0,28,23,33,66,31,20,9,4,0,0,186,22,49,52,18,18,10,0,0,0,177,0,0,19,6,12,0,0,0,0,43,0,6,19,19,10,3,0,0,0,59,0,3,43,39,14,8,0,0,0,116,0,5,13,8,4,4,0,0,0,29,0,32,143,96,46,21,3,0,0,342,0,13,43,18,16,8,0,0,0,99,0,11,75,46,41,8,4,0,0,192,0,15,105,71,66,42,14,0,0,316,0,47,241,140,77,53,19,0,0,567,0,10,22,16,11,10,0,0,0,74,0,7,34,7,13,6,0,0,0,72
206031116,157,391,1340,1053,855,685,206,24,0,4715,0,0,0,0,7,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,15,9,36,31,23,16,3,0,0,144,0,0,6,5,7,4,0,0,0,23,0,7,26,37,20,20,0,0,0,111,0,8,22,16,27,12,7,0,0,91,67,93,115,45,54,41,19,0,0,427,58,78,71,30,16,16,5,0,0,270,0,8,32,27,37,19,5,0,0,119,0,5,25,10,18,6,6,0,0,75,0,18,75,95,58,29,4,0,0,277,0,3,23,23,19,7,0,0,0,78,0,40,201,135,97,62,16,0,0,570,0,15,55,30,27,15,0,0,0,146,0,16,99,112,104,72,3,0,0,403,15,32,160,124,143,140,38,0,0,654,6,89,287,213,173,137,27,0,0,931,6,19,36,19,10,6,6,0,0,101,3,12,42,32,20,22,4,0,0,136
206031501,223,460,789,884,1052,773,196,36,3,4414,0,0,0,0,0,6,0,0,0,15,0,0,0,0,5,0,0,0,0,5,13,15,23,28,44,24,11,0,0,155,0,0,3,9,4,4,0,0,0,28,0,9,20,35,51,30,0,0,0,152,0,9,20,18,32,20,0,0,0,94,84,125,74,35,68,47,12,0,0,452,76,44,40,19,34,18,0,0,0,229,0,10,27,36,34,25,0,0,0,140,3,9,12,16,15,6,0,0,0,60,3,16,50,90,59,39,6,0,0,258,3,8,14,20,27,14,0,0,0,83,3,49,107,97,93,60,10,0,0,418,4,10,23,31,25,16,8,0,0,118,0,14,64,80,86,71,17,0,0,331,18,46,106,111,156,121,24,0,0,587,16,78,159,173,201,155,40,0,0,827,14,18,19,9,20,13,5,0,0,97,6,9,29,29,36,16,5,0,0,129
206031502,121,352,923,773,660,485,184,17,0,3513,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,4,34,24,26,9,4,0,0,112,0,0,13,6,6,3,0,0,0,29,3,6,29,24,27,9,3,0,0,101,0,5,10,20,14,0,3,0,0,61,50,77,67,45,49,43,12,0,0,339,40,47,39,33,18,12,5,0,0,194,0,11,28,26,22,20,4,0,0,111,0,5,20,13,9,9,3,0,0,62,0,16,64,60,41,19,4,0,0,212,6,9,11,15,22,19,4,0,0,82,3,32,126,93,74,34,18,0,0,378,0,20,48,25,11,5,0,0,0,107,0,12,67,74,46,56,10,0,0,278,3,35,131,109,105,109,30,0,0,520,5,76,216,125,137,117,30,0,0,710,11,15,19,16,9,3,0,0,0,76,0,7,43,25,17,15,3,0,0,118
206041117,142,858,1943,696,343,211,99,26,0,4329,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,4,17,53,18,10,9,5,0,0,115,0,0,7,10,3,0,0,0,0,15,0,11,35,8,8,0,5,0,0,61,0,9,19,0,5,7,0,0,0,40,60,158,143,38,19,19,8,0,0,435,114,247,217,42,21,8,0,0,0,645,0,10,22,10,5,0,0,0,0,49,0,13,60,19,4,3,0,0,0,107,0,21,82,39,18,13,6,0,0,180,0,14,26,10,5,8,0,0,0,55,5,123,345,97,27,21,8,0,0,623,0,33,77,16,13,8,5,0,0,153,0,22,116,39,32,16,0,0,0,231,26,118,232,85,50,32,21,4,0,569,7,115,334,117,54,50,20,0,0,704,10,35,40,16,9,13,0,0,0,128,6,21,62,17,12,12,3,0,0,126
206041118,29,391,2375,1295,583,412,129,22,0,5228,0,0,0,9,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,10,0,11,53,32,20,12,0,0,0,126,0,5,8,25,7,0,0,0,0,49,0,7,50,25,6,10,0,0,0,105,0,6,32,10,15,11,0,0,0,84,17,66,155,59,28,25,7,0,0,355,17,83,208,59,18,11,4,0,0,405,0,8,38,19,12,7,0,0,0,84,0,11,42,12,17,5,0,0,0,84,0,24,208,140,47,24,6,0,0,445,0,7,52,33,17,3,7,0,0,117,0,50,468,162,62,28,8,0,0,778,0,24,113,26,21,16,5,0,0,206,0,13,70,58,42,24,0,0,0,213,0,33,121,75,34,32,12,0,0,319,0,39,222,88,51,45,17,0,0,462,4,5,34,18,7,7,0,0,0,78,0,14,60,23,13,17,4,0,0,126
206041119,11,93,499,336,200,228,134,45,0,1555,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,9,11,8,4,8,0,0,37,0,0,6,7,4,0,0,0,0,4,0,3,11,0,9,10,3,0,0,32,0,5,3,3,6,5,0,0,0,17,8,23,42,22,12,11,5,0,0,120,14,17,32,10,4,10,3,0,0,84,0,3,3,0,4,4,0,0,0,15,0,4,15,7,10,8,0,0,0,42,0,4,22,22,24,14,6,3,0,97,0,0,3,8,4,0,0,0,0,15,0,20,115,58,40,27,13,0,0,279,0,0,6,3,5,7,0,0,0,23,7,7,48,29,22,17,10,0,0,129,0,10,50,42,29,35,10,4,0,188,0,16,101,57,27,52,32,5,0,290,0,7,18,7,3,8,4,0,0,43,0,4,9,7,9,14,3,0,0,46
206041120,0,3,17,9,4,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,68,262,1080,886,531,303,79,5,0,3209,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,11,21,17,21,8,0,0,0,78,0,0,7,20,4,3,0,0,0,38,0,3,15,27,8,3,0,0,0,54,0,0,15,20,11,0,0,0,0,50,18,54,71,38,24,19,5,0,0,229,36,51,68,38,10,3,0,0,0,214,0,7,23,19,14,0,0,0,0,65,0,3,30,18,21,6,0,0,0,80,0,6,49,81,37,10,0,0,0,195,0,0,11,11,10,4,3,0,0,35,6,28,200,156,75,22,11,0,0,482,0,14,42,29,13,9,0,0,0,99,0,12,82,95,64,19,0,0,0,286,10,26,147,121,99,63,11,0,0,469,6,54,256,171,105,80,16,0,0,689,3,20,29,27,16,4,0,0,0,93,3,6,30,31,11,6,5,0,0,98
206041124,175,384,678,327,162,122,58,14,0,1934,4,5,7,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,4,10,8,18,7,4,6,0,0,0,49,0,4,0,0,0,4,0,0,0,3,3,9,10,9,5,3,0,0,0,31,0,11,3,9,0,0,0,0,0,24,52,85,45,13,3,5,0,0,0,211,122,121,43,3,10,7,0,0,0,303,5,3,15,4,0,5,3,0,0,33,0,4,10,8,4,0,0,0,0,32,0,4,18,17,9,0,0,0,0,55,0,4,9,0,0,0,0,0,0,10,8,50,96,38,18,17,9,3,0,240,6,4,23,9,8,4,0,0,0,51,3,16,38,17,18,3,6,0,0,106,60,83,99,44,36,27,21,0,0,354,13,58,132,59,37,29,9,4,0,337,13,22,12,8,5,0,0,0,0,67,11,17,23,12,4,0,0,0,0,66
206041125,14,102,601,431,266,249,151,43,3,1857,0,0,3,0,0,0,7,0,0,16,0,0,5,0,9,0,0,0,0,5,0,11,20,14,4,3,0,0,0,50,0,0,4,3,0,0,0,0,0,7,0,0,11,12,4,6,0,0,0,36,0,0,11,6,9,0,4,0,0,32,6,14,44,19,20,14,8,0,0,129,12,23,39,16,5,4,5,0,0,97,0,3,6,5,3,6,5,0,0,23,0,10,27,7,9,9,3,0,0,59,0,3,28,31,21,17,9,6,0,113,0,0,13,6,5,5,8,4,0,41,0,23,168,76,44,34,26,0,0,372,0,3,28,10,8,4,6,0,0,59,0,4,31,14,21,20,11,0,0,97,6,10,72,44,33,36,18,0,0,215,0,24,133,69,35,34,23,6,0,326,3,4,18,3,8,9,6,0,0,49,0,4,19,9,11,4,0,0,0,42
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,51,465,1234,692,308,210,67,16,0,3042,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,11,33,10,9,8,0,0,0,74,0,3,3,6,5,0,0,0,0,14,0,3,19,10,5,5,0,0,0,40,0,4,14,8,7,0,0,0,0,41,13,83,97,22,10,10,5,0,0,237,46,143,234,68,21,13,3,0,0,530,0,4,28,11,7,0,0,0,0,56,0,7,25,10,3,0,0,0,0,55,0,19,62,39,16,9,5,0,0,148,0,5,26,8,4,7,0,0,0,52,4,51,207,89,28,19,8,0,0,401,0,26,70,18,10,3,0,0,0,124,0,11,51,31,27,10,0,0,0,132,0,44,99,54,29,23,10,0,0,260,7,60,158,59,25,30,12,0,0,350,0,13,32,17,0,4,0,0,0,72,0,13,46,28,9,11,0,0,0,107
206041504,127,1143,2341,710,242,115,32,5,0,4713,0,3,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,6,4,32,67,15,7,0,0,0,0,120,0,0,11,0,0,0,0,0,0,18,0,11,24,11,4,0,0,0,0,52,3,11,21,12,9,4,0,0,0,63,48,264,226,32,14,4,0,0,0,591,112,468,469,88,21,12,0,0,0,1172,0,17,56,12,5,0,0,0,0,97,4,17,37,8,6,0,5,0,0,75,0,49,130,38,8,4,0,0,0,225,0,17,56,21,7,0,0,0,0,99,3,155,372,66,14,17,3,0,0,626,3,41,109,29,8,3,0,0,0,198,0,21,57,17,13,5,0,0,0,120,20,134,186,54,16,6,4,0,0,432,7,144,251,75,29,9,3,0,0,512,4,28,27,8,4,3,0,0,0,78,0,40,88,31,13,4,0,0,0,176
206041505,78,835,2757,1004,331,186,63,8,0,5262,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,21,73,17,0,4,0,0,0,115,0,0,16,6,0,4,0,0,0,28,5,9,46,17,9,3,0,0,0,78,0,13,32,8,3,3,0,0,0,68,27,127,185,52,18,11,0,0,0,424,42,321,486,100,26,12,0,0,0,980,3,11,39,15,9,3,0,0,0,82,0,14,50,13,9,0,0,0,0,86,0,55,162,68,29,15,0,0,0,322,0,13,49,18,4,9,0,0,0,92,0,115,459,126,32,12,4,0,0,754,0,53,155,37,15,3,3,0,0,270,0,13,78,35,21,13,5,0,0,168,7,81,185,66,21,17,4,0,0,376,8,111,286,84,37,33,0,0,0,560,4,21,45,14,3,5,0,0,0,97,4,24,93,21,4,4,0,0,0,154
206041506,106,553,1770,942,527,324,115,14,0,4338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42,21,14,5,0,0,0,99,0,5,5,10,6,0,0,0,0,21,0,9,25,14,6,7,3,0,0,66,0,9,17,10,3,8,0,0,0,51,22,108,112,42,45,6,3,0,0,340,59,152,163,48,19,15,4,0,0,456,0,3,20,10,11,6,0,0,0,54,3,11,35,32,12,4,0,0,0,96,0,21,80,55,37,10,0,0,0,204,0,8,19,9,6,0,0,0,0,41,3,85,304,148,84,38,12,0,0,681,5,29,70,18,13,11,0,3,0,150,0,20,120,82,43,22,6,0,0,293,6,56,215,125,86,60,22,0,0,569,12,115,389,210,113,84,21,0,0,944,9,29,41,22,14,6,0,0,0,116,3,17,57,30,14,12,4,0,0,132
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,20,175,983,547,263,176,63,9,0,2244,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,25,17,8,3,0,0,0,51,0,0,8,12,0,0,0,0,0,19,0,3,29,10,6,5,0,0,0,60,0,3,8,7,8,3,0,0,0,31,0,49,62,15,8,13,5,0,0,151,11,54,98,22,8,3,0,0,0,210,0,0,16,10,5,0,0,0,0,39,0,6,24,11,0,5,0,0,0,43,0,15,84,50,20,17,0,0,0,179,0,0,17,9,3,3,0,0,0,36,0,26,177,62,38,9,9,0,0,322,0,14,56,19,4,9,0,0,0,104,0,0,41,26,17,14,4,0,0,97,0,8,73,28,15,18,3,0,0,143,3,23,104,46,28,12,12,0,0,229,0,15,35,13,6,0,0,0,0,74,0,11,28,10,8,0,0,0,0,53
