SA2_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
201021009,37,0,0,0,0,38,32,0,0,0,0,31,22,0,0,0,0,22,42,3,0,0,0,44,64,0,0,0,0,64,171,4,0,0,0,179,216,3,0,0,0,218,245,0,0,0,0,253,95,0,0,0,0,95,78,0,0,0,0,76,32,0,0,0,0,32,74,0,0,0,0,74,1109,12,0,4,0,1121
201021010,68,0,0,0,0,69,50,4,0,0,0,49,35,0,0,0,0,33,79,0,0,0,0,85,87,0,0,0,0,89,244,0,0,0,0,244,201,0,0,0,0,204,159,0,0,0,0,164,52,0,0,0,0,55,41,0,0,0,0,41,32,0,0,0,0,32,90,0,0,0,0,90,1136,6,8,5,0,1147
201021011,82,0,0,0,0,83,40,0,0,0,0,43,40,0,0,0,0,40,64,0,0,0,0,64,94,0,0,0,0,98,215,3,0,0,0,216,225,3,0,0,0,230,250,0,0,0,3,249,94,0,0,0,0,98,71,0,0,0,0,76,76,0,0,0,0,74,71,0,0,0,0,77,1320,12,0,3,6,1343
201021012,34,0,0,0,0,34,33,0,0,0,0,33,33,0,0,0,0,33,34,0,0,0,0,34,57,0,0,0,0,57,166,0,0,0,0,166,197,0,0,0,0,197,231,0,0,0,0,231,98,0,0,0,0,98,60,0,0,0,0,60,42,0,0,0,0,42,67,0,0,0,0,67,1042,0,0,0,0,1042
201031013,35,0,0,0,0,35,28,0,0,0,0,28,25,0,0,0,0,25,49,0,0,0,0,49,59,0,0,0,0,62,96,0,0,0,0,93,41,0,0,0,0,41,45,0,0,0,0,42,8,0,0,0,0,8,9,0,0,0,0,6,5,0,0,0,0,5,29,0,0,0,0,29,418,0,0,0,4,425
201031014,42,0,0,0,0,40,17,0,0,0,0,17,23,0,0,0,0,25,55,0,0,0,0,55,66,0,0,0,0,69,128,0,0,0,0,126,94,0,0,0,0,94,74,0,0,0,0,74,28,0,0,0,0,28,13,0,0,0,0,13,11,0,0,0,0,11,36,0,0,0,0,36,576,0,0,4,0,583
201031015,43,0,0,0,0,43,24,0,0,0,0,24,24,0,0,0,0,24,56,0,0,0,0,56,60,0,0,0,0,60,201,0,0,0,0,200,181,0,0,0,0,178,124,0,0,0,0,125,42,0,0,0,0,42,21,0,0,0,0,26,20,0,0,0,0,20,42,0,0,0,0,42,827,0,0,4,0,834
201031016,39,0,0,0,0,41,56,4,0,0,0,53,44,0,0,0,0,48,107,0,0,0,0,106,153,0,0,0,0,155,217,5,0,0,0,223,104,0,0,0,0,103,58,0,0,0,0,64,13,0,0,0,0,16,9,0,0,0,0,9,3,0,0,0,0,3,44,0,0,0,0,45,857,14,5,0,0,872
201031017,51,0,0,4,0,52,47,0,0,0,0,47,39,0,0,6,0,41,86,0,0,0,0,82,95,0,0,0,0,97,156,0,0,0,0,163,91,0,0,0,0,91,59,0,0,0,0,56,15,0,0,0,0,15,8,0,0,0,0,8,14,0,0,0,0,14,55,0,0,0,0,56,714,0,0,6,0,728
202011018,78,0,0,0,0,82,43,3,3,0,0,48,42,0,0,0,0,41,96,12,0,0,0,108,149,14,0,0,0,167,414,12,0,0,0,429,238,14,5,0,0,258,177,9,0,0,0,186,47,0,0,0,0,51,57,3,0,0,0,63,46,0,0,0,0,45,74,0,0,0,0,76,1471,68,10,0,0,1552
202011019,60,0,0,0,0,67,66,6,0,0,0,67,36,3,0,0,0,39,119,6,0,0,0,119,181,5,0,0,0,189,530,8,0,0,0,541,429,0,0,0,8,438,184,0,0,0,0,186,37,0,0,0,0,37,32,0,0,0,0,32,22,0,0,0,0,22,102,0,0,0,0,102,1801,22,6,0,13,1837
202011020,84,3,0,0,0,85,35,8,0,0,0,43,43,7,0,0,0,44,69,8,0,0,0,77,87,16,0,0,0,103,296,32,3,0,0,334,306,18,0,0,0,328,207,14,0,0,0,223,86,3,0,0,0,89,64,4,0,0,0,67,43,0,0,0,0,41,62,5,0,0,0,72,1374,112,19,0,0,1504
202011021,51,7,0,0,0,59,30,0,0,0,0,30,29,0,0,0,0,27,58,4,0,0,0,62,72,7,0,0,0,86,258,12,0,0,0,271,231,10,0,0,0,247,156,8,0,0,0,161,48,0,0,0,0,54,50,4,0,0,0,57,21,0,0,0,0,21,57,0,0,0,0,52,1059,64,0,0,0,1123
202011022,118,0,0,0,0,124,60,0,0,0,0,64,65,4,0,0,0,64,140,9,4,0,0,148,220,10,0,0,0,233,773,26,7,0,0,812,599,15,0,0,0,610,291,7,0,0,0,298,78,0,0,0,0,80,56,0,0,0,0,56,39,0,0,0,0,39,142,3,0,0,0,146,2594,71,18,4,6,2692
202011023,26,0,0,0,0,26,15,0,0,0,0,15,17,0,0,0,0,17,39,0,0,0,0,39,49,0,0,0,0,49,159,0,0,0,0,160,227,0,0,0,0,232,242,0,0,0,0,242,74,0,0,0,0,77,30,0,0,0,0,30,29,0,0,0,0,29,51,0,0,0,0,51,959,0,0,0,0,964
202011024,66,0,0,0,0,66,29,0,0,0,0,29,27,0,0,0,0,27,57,0,0,0,0,57,69,0,0,0,0,69,217,0,0,0,0,217,394,0,0,0,0,395,472,0,0,0,0,472,168,0,0,0,0,168,103,0,0,0,0,101,67,0,0,0,0,67,92,0,0,0,0,92,1765,0,0,0,0,1766
202011025,80,0,0,0,0,84,51,3,0,0,0,52,39,0,0,0,0,39,83,0,0,0,0,83,137,5,0,0,0,138,595,8,0,0,7,610,605,9,0,0,0,614,402,0,0,0,0,404,81,0,0,0,0,84,52,0,0,0,0,60,23,0,0,0,0,23,118,0,0,0,0,118,2275,30,0,6,7,2311
202021026,69,0,0,0,0,69,45,0,0,0,0,45,22,0,0,0,0,22,43,0,0,0,0,43,71,0,0,0,0,71,237,0,0,0,0,237,346,0,0,0,0,343,298,4,0,0,0,305,110,0,0,0,0,110,77,0,0,0,0,77,58,0,0,0,0,58,84,0,0,0,0,84,1461,4,0,0,0,1463
202021027,86,3,0,0,0,85,58,0,0,0,0,64,37,0,0,0,0,42,67,0,0,0,0,67,109,0,0,0,0,109,295,4,0,0,0,296,291,8,0,0,0,295,218,4,0,0,0,218,88,0,0,0,0,88,58,0,0,0,0,60,31,0,0,0,0,29,75,0,0,0,0,80,1408,22,0,0,0,1431
202021028,79,0,0,0,0,79,64,0,0,0,0,63,51,0,0,0,0,54,75,0,0,0,0,75,104,0,0,0,0,106,262,0,0,0,0,266,272,0,0,0,0,272,231,0,0,0,0,230,107,0,0,0,0,107,74,0,0,0,0,74,37,0,0,0,0,37,73,0,0,0,0,73,1414,3,0,0,3,1425
202021029,26,0,0,0,0,23,21,0,0,0,0,22,20,0,0,0,0,18,41,0,0,0,0,43,56,0,0,0,0,56,169,0,0,0,0,169,131,0,0,0,0,130,107,0,0,0,0,107,28,0,0,0,0,28,32,0,0,0,0,32,20,0,0,0,0,20,52,0,0,0,0,52,690,4,0,0,0,703
202021030,72,0,0,0,0,70,25,0,0,0,0,25,31,0,0,0,0,31,49,0,0,3,0,52,75,0,0,3,0,79,210,3,0,4,0,215,251,7,0,5,0,259,329,4,0,6,0,340,160,0,0,4,0,160,134,0,0,0,0,133,68,0,0,0,0,68,75,4,0,0,0,83,1464,21,0,29,0,1521
202021031,69,0,0,0,0,72,23,0,0,0,0,25,14,0,0,0,0,14,27,3,0,0,0,29,35,0,0,0,0,36,133,8,0,0,0,137,157,0,0,0,0,154,243,3,5,0,0,249,164,0,0,0,0,160,123,0,0,0,0,123,105,0,0,0,0,103,76,3,0,0,0,81,1166,21,0,0,4,1191
202031032,30,0,0,0,0,27,23,0,0,0,0,23,25,0,0,0,0,25,47,0,0,0,0,47,77,0,0,3,0,78,163,0,0,0,0,166,155,0,0,0,0,154,91,0,0,0,0,89,40,0,0,0,0,40,24,0,0,0,0,24,16,0,0,0,0,16,58,0,0,0,0,58,743,0,0,5,0,748
202031033,70,0,0,0,0,77,54,0,0,0,0,61,60,0,0,6,0,63,99,0,0,0,0,99,96,0,0,0,0,100,128,0,0,0,0,129,68,0,0,0,0,68,36,0,0,0,0,36,8,0,0,0,0,8,12,0,0,0,0,12,16,0,0,0,0,15,44,0,0,0,0,44,692,3,0,5,0,705
203011034,42,0,0,0,0,42,23,0,0,0,0,23,23,0,0,0,0,23,40,0,0,0,0,37,45,3,0,0,0,49,163,5,0,0,0,167,251,5,0,0,0,253,354,3,0,0,0,363,178,0,0,0,0,178,106,0,0,0,0,102,58,0,0,0,0,57,88,0,0,0,0,88,1362,19,0,0,0,1383
203011035,57,0,0,0,0,58,30,0,0,0,0,30,28,0,0,0,0,28,54,0,0,0,0,57,70,0,0,0,0,70,199,0,0,0,0,199,260,0,0,0,0,260,342,0,0,0,0,342,162,0,0,0,0,163,90,0,0,0,0,90,46,0,0,0,0,46,73,0,0,0,0,73,1419,8,0,0,0,1423
203011036,54,0,0,0,0,54,28,0,0,0,0,28,19,0,0,0,0,19,23,0,0,0,0,27,57,0,0,0,0,57,135,3,0,0,0,143,160,0,0,0,0,165,196,0,0,0,0,196,103,0,0,0,0,103,73,0,0,0,0,73,79,0,0,0,0,79,44,0,0,0,0,44,981,7,0,0,0,985
203021037,75,13,0,0,0,87,30,4,5,0,0,33,38,11,0,0,0,45,47,13,0,3,0,64,76,16,0,0,0,90,282,44,0,0,3,330,330,46,0,0,4,382,465,21,3,0,0,491,136,0,0,0,0,138,114,0,0,0,0,114,42,0,0,0,0,47,85,6,0,0,0,97,1724,178,4,6,7,1928
203021039,55,16,3,0,0,75,32,4,0,0,0,42,27,3,0,0,0,31,58,5,4,0,0,73,56,8,11,0,0,77,200,23,23,0,0,253,211,29,11,0,0,253,252,17,30,0,0,301,120,15,3,0,0,139,108,7,11,0,0,131,78,8,0,0,0,95,70,11,6,0,0,89,1280,150,115,4,0,1551
203021040,124,3,0,0,0,130,47,0,4,0,0,52,48,0,5,0,0,54,79,5,12,0,0,92,95,15,14,0,0,124,327,33,27,0,0,387,422,47,25,0,0,498,725,30,14,0,0,771,359,12,4,0,0,377,228,3,0,0,0,236,109,9,0,0,0,114,140,5,5,0,0,156,2711,176,104,0,0,2994
203021042,153,0,0,0,0,157,67,5,0,0,0,68,33,3,0,0,0,37,93,9,0,0,0,97,90,6,0,0,0,103,321,31,8,0,0,355,437,33,0,0,0,480,748,28,0,0,0,776,443,10,0,0,4,454,343,0,0,0,0,349,207,7,0,0,0,211,164,7,0,0,0,175,3094,132,15,0,4,3249
203021043,115,11,0,0,0,121,45,0,0,0,0,41,40,0,0,0,0,42,66,5,0,0,0,74,124,8,0,0,0,128,409,23,0,0,0,431,627,26,0,0,0,653,850,23,0,0,0,873,275,0,0,0,0,282,176,7,0,0,0,178,103,0,0,0,0,103,184,4,0,0,0,191,3009,110,6,0,0,3125
203021044,93,0,0,0,0,95,48,6,0,0,0,49,30,0,0,0,0,31,117,6,0,0,0,120,93,0,0,0,0,91,331,21,0,0,0,351,483,17,0,0,0,500,485,0,0,0,0,489,117,0,0,0,0,123,73,0,0,0,0,78,52,0,0,0,0,52,113,9,0,0,0,116,2033,58,0,0,0,2090
203021045,102,4,0,0,0,108,72,5,0,0,0,71,39,5,0,0,0,38,99,10,0,0,0,109,114,15,0,0,0,132,389,41,0,0,0,432,420,15,0,0,0,434,273,5,0,0,0,284,60,3,0,0,0,66,47,0,0,0,0,51,20,0,0,0,0,18,101,6,0,0,0,102,1730,108,0,0,0,1842
203021046,65,6,0,0,0,71,15,0,0,0,0,15,14,0,0,0,0,17,30,9,0,0,0,44,37,11,0,0,0,45,100,24,3,0,0,125,97,30,0,0,0,135,225,29,3,0,0,252,132,14,0,0,0,148,159,12,0,0,0,167,182,3,0,0,0,179,60,13,0,0,0,69,1113,148,8,0,3,1270
203021047,80,7,4,0,0,87,31,5,0,0,0,32,30,0,5,0,0,35,63,8,0,0,0,71,86,3,3,0,0,97,287,24,16,0,0,326,347,25,8,0,0,378,349,19,8,0,0,376,104,4,0,0,0,109,74,4,0,0,0,85,50,5,0,0,0,50,98,11,5,0,0,108,1594,111,48,0,0,1752
203021485,39,0,0,0,0,36,12,0,0,0,0,13,17,0,0,0,0,18,29,5,0,0,0,32,50,4,0,0,0,54,240,14,0,0,0,250,506,16,0,0,0,524,584,9,0,0,0,598,133,3,0,0,0,138,65,0,0,0,0,65,39,0,0,0,0,38,88,3,0,0,0,90,1804,57,0,0,3,1861
203021486,82,0,0,0,0,87,54,0,0,0,0,57,57,5,0,0,0,54,106,7,0,0,0,122,162,14,4,0,0,176,512,27,4,0,0,540,425,8,5,0,0,434,256,6,3,0,0,259,71,0,0,0,0,74,54,0,0,0,0,57,26,0,0,0,0,26,129,0,0,0,0,132,1936,61,15,0,4,2017
203021487,136,0,0,0,0,138,59,5,0,0,0,68,50,3,0,0,0,56,99,4,0,0,0,108,147,8,0,0,0,157,543,30,4,0,0,572,726,39,4,0,0,766,1029,23,0,0,0,1046,286,5,0,0,0,294,162,4,0,0,0,169,83,5,0,0,0,91,178,3,0,0,0,177,3497,129,10,0,4,3637
203021488,27,3,0,0,0,30,30,0,0,0,0,36,32,0,0,0,0,28,35,4,0,0,0,45,74,4,0,0,0,79,191,16,3,0,0,206,125,12,0,0,0,137,55,7,0,0,0,58,11,0,0,0,0,12,3,0,0,0,0,3,11,0,0,0,0,10,45,0,3,0,0,49,635,52,10,0,0,699
203031048,117,3,0,0,0,121,68,0,0,0,0,68,48,0,0,0,0,50,81,0,0,0,0,87,111,3,0,0,0,111,381,3,0,0,0,385,531,0,0,0,0,532,565,3,0,0,0,565,188,0,0,0,0,188,104,0,0,0,0,112,80,0,0,0,0,80,134,0,0,0,0,136,2405,19,0,0,0,2428
203031049,19,5,0,0,0,24,11,0,0,0,0,11,6,0,0,0,0,9,14,0,0,0,0,14,18,3,0,0,0,20,52,0,0,0,0,59,81,0,0,0,0,83,100,4,4,0,0,100,66,6,0,0,0,70,83,5,0,0,0,88,65,6,0,0,0,67,56,0,0,0,0,57,584,20,4,0,0,610
203031051,49,0,0,0,0,48,26,0,0,0,0,30,13,0,0,0,0,16,42,3,0,0,0,42,45,0,0,0,0,44,147,5,0,0,0,154,150,9,0,0,0,160,197,0,0,0,0,200,71,0,0,0,0,77,64,0,0,0,0,65,39,0,0,0,0,39,59,9,0,0,0,65,901,22,5,3,8,935
203031052,27,3,0,0,0,29,15,0,0,0,0,15,8,0,0,0,0,10,19,0,0,0,0,19,15,0,0,0,0,19,63,0,0,0,0,63,47,0,0,0,0,54,102,0,0,0,0,107,64,5,0,0,0,72,71,0,0,0,0,71,36,0,0,0,0,40,32,0,0,0,0,32,494,12,3,4,0,513
203031053,140,7,0,0,0,143,77,0,0,0,0,72,33,0,0,0,0,37,54,3,0,0,0,59,91,3,0,0,0,93,298,5,0,0,0,305,396,23,0,0,0,414,733,33,0,0,0,771,556,17,0,0,0,573,478,17,0,0,0,492,293,3,0,0,0,297,226,3,0,0,0,235,3354,124,7,0,0,3489
203031489,48,7,0,0,0,56,17,0,0,0,0,17,11,0,0,0,0,11,33,0,0,0,0,38,46,0,0,0,0,47,172,23,0,0,0,190,308,32,0,0,0,335,429,24,0,0,0,451,144,3,0,0,0,148,141,0,0,0,0,143,118,5,0,0,0,128,70,7,0,0,0,78,1533,101,4,0,0,1640
203031490,92,6,0,0,0,98,53,4,0,0,0,62,41,0,0,0,0,38,56,5,0,0,0,61,86,6,0,0,0,88,266,8,0,0,0,276,372,13,0,0,0,384,657,16,0,0,0,675,360,7,0,0,0,368,274,4,0,0,0,279,169,5,0,0,0,179,128,8,0,0,0,139,2559,87,3,0,0,2646
204011054,42,0,0,0,0,48,19,0,0,0,0,19,18,0,0,0,0,18,42,0,0,0,0,42,75,0,0,0,0,75,199,0,0,0,0,198,137,0,0,0,0,134,122,0,0,0,0,122,33,0,0,0,0,33,28,0,0,0,0,28,28,0,0,0,0,28,54,0,0,0,0,54,796,0,0,5,0,797
204011055,42,4,0,0,0,45,29,0,0,0,0,30,42,4,0,0,0,39,72,5,0,0,0,69,86,0,0,0,0,88,184,0,0,0,0,183,114,0,0,0,0,114,75,0,0,0,0,75,37,0,0,0,0,37,18,0,0,0,0,17,21,0,0,0,0,21,45,0,0,0,0,45,756,12,0,3,0,767
204011056,101,0,0,0,0,108,60,9,0,0,0,68,52,0,0,0,0,56,68,7,0,0,0,77,134,8,0,0,0,133,451,13,0,0,0,466,557,14,4,0,0,568,539,4,0,0,0,543,182,0,0,0,0,185,131,0,0,0,0,130,66,0,0,0,0,66,165,0,0,0,0,170,2511,50,10,6,0,2574
204011057,60,0,3,0,0,60,31,0,0,0,0,31,37,0,0,0,0,34,67,3,0,0,0,68,79,4,0,0,0,89,207,4,0,3,0,219,215,0,4,0,0,220,223,0,0,0,0,223,70,0,0,0,0,70,59,0,0,0,0,61,56,0,0,0,0,56,96,0,0,0,0,98,1188,21,8,9,3,1225
204011058,17,0,0,0,0,25,15,0,0,0,0,15,19,0,0,0,0,19,25,0,0,0,0,25,39,0,0,0,0,35,96,3,0,3,0,102,110,0,0,0,0,110,76,3,0,0,0,75,29,0,0,0,0,31,26,0,0,0,0,26,26,0,0,0,0,26,32,0,0,0,0,32,511,5,0,4,0,519
204011059,35,0,0,0,0,35,27,0,0,0,0,29,17,0,0,0,0,20,47,0,0,0,0,50,83,0,0,0,0,83,179,0,0,0,0,178,132,0,0,0,0,135,107,0,0,0,0,107,24,0,0,0,0,24,19,0,0,0,0,19,13,0,0,0,0,13,27,0,0,0,0,27,720,3,0,0,0,723
204011060,27,0,0,0,0,27,15,0,0,0,0,15,14,0,0,0,0,14,24,0,0,0,0,24,30,0,0,0,0,28,93,0,0,0,0,93,87,0,0,0,0,90,108,0,0,0,0,111,55,0,0,0,0,55,47,0,0,0,0,47,29,0,0,0,0,29,40,0,0,0,0,40,558,6,0,0,0,559
204011061,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,50,0,0,0,0,51
204011062,38,0,0,0,0,38,16,0,0,0,0,16,11,0,0,0,0,11,22,0,0,0,0,22,31,0,0,0,0,31,99,0,0,0,0,99,85,0,0,0,0,80,89,0,0,0,0,89,37,0,0,0,0,37,37,0,0,0,0,37,16,0,0,0,0,15,30,0,0,0,0,30,520,0,0,0,0,525
204021063,61,5,0,0,0,64,44,4,0,0,0,41,39,5,0,0,0,45,96,6,0,0,0,101,137,4,0,0,0,144,278,5,0,0,0,289,235,4,0,0,0,246,140,0,0,0,0,140,37,0,0,0,0,36,32,0,0,0,0,32,29,0,0,0,0,27,64,0,0,0,0,59,1196,39,0,5,0,1241
204021064,38,0,0,0,0,38,12,0,0,0,0,12,12,0,0,0,0,12,41,0,0,0,0,41,39,0,0,0,0,39,100,0,0,0,0,100,78,0,0,0,0,78,81,0,0,0,0,81,27,0,0,0,0,27,21,0,0,0,0,21,22,0,0,0,0,22,35,0,0,0,0,35,519,0,0,0,0,519
204021065,29,0,0,0,0,25,13,0,0,0,0,13,10,3,0,0,0,17,33,0,0,0,0,37,48,4,0,0,0,52,141,5,0,0,0,142,109,3,0,0,0,116,65,0,0,3,0,76,16,0,0,0,0,12,32,0,0,0,0,32,17,0,0,0,0,17,22,0,0,0,0,23,539,11,3,4,0,560
