SA2_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
201011001,72,0,0,0,0,77,38,0,0,0,0,40,29,0,0,0,0,30,74,3,0,0,0,75,101,4,3,0,0,110,389,11,12,0,0,415,561,6,5,0,0,568,582,0,0,0,0,586,182,0,0,0,0,184,117,0,0,0,0,117,62,0,0,0,0,62,96,3,0,0,0,100,2306,28,22,0,5,2359
201011002,55,8,0,0,0,61,32,4,0,0,0,32,24,0,0,0,0,19,45,8,5,0,0,51,60,11,0,0,0,75,165,22,5,0,0,193,173,16,4,0,0,193,229,25,0,0,0,250,92,14,0,0,0,104,84,4,0,0,0,85,91,4,0,0,0,97,54,10,0,0,0,62,1102,116,20,3,0,1238
201011005,47,0,0,0,0,47,16,0,0,0,0,16,15,0,0,0,0,15,37,0,0,0,0,42,38,0,0,0,0,38,172,7,0,0,0,181,208,3,0,0,0,210,228,0,0,0,0,228,96,0,0,0,0,93,41,0,0,0,0,41,37,0,0,0,0,37,48,0,0,0,0,48,1001,7,0,0,0,1011
201011006,57,0,0,0,0,56,33,4,0,0,0,32,29,0,0,0,0,31,55,4,0,0,0,53,97,4,0,0,0,102,392,17,0,0,0,413,555,12,0,0,0,569,273,9,0,0,0,280,54,0,0,0,0,55,45,3,0,0,0,51,13,0,0,0,0,13,74,0,0,0,0,76,1667,60,0,0,4,1733
201011007,25,0,0,0,0,25,35,0,0,0,0,35,11,0,0,0,0,11,27,0,0,0,0,27,47,0,0,0,0,47,103,0,0,0,0,104,165,0,0,0,0,165,178,0,0,0,0,178,67,0,0,0,0,67,45,0,0,0,0,45,15,0,0,0,0,15,48,0,0,0,0,48,767,0,0,0,0,767
201011008,77,10,0,0,0,85,44,5,0,0,0,45,51,6,0,0,0,58,103,10,3,0,0,111,146,4,5,0,0,155,475,17,5,0,0,500,443,10,3,0,0,453,195,0,0,0,0,203,51,0,0,0,0,55,39,0,0,0,0,41,14,0,0,0,0,14,106,3,0,0,0,107,1756,59,18,0,0,1829
201011481,58,7,0,0,0,67,42,3,0,0,0,40,30,0,0,0,0,37,63,5,0,0,0,71,95,9,0,0,0,100,274,21,0,0,0,303,218,12,0,0,0,224,130,3,0,0,0,137,42,0,0,0,0,39,32,0,0,0,0,32,21,0,0,0,0,24,51,6,0,0,0,56,1049,65,0,4,0,1118
201011482,77,0,0,0,0,81,48,3,0,0,0,49,34,6,0,0,0,37,94,6,0,0,0,97,123,9,0,0,0,131,370,25,5,0,0,402,407,7,0,0,0,414,429,8,0,0,0,436,156,0,0,0,0,155,125,0,0,0,0,126,63,0,0,0,0,64,97,0,4,0,0,100,2015,69,6,3,3,2102
201011483,51,3,0,0,0,50,35,7,0,0,0,40,45,3,0,0,0,49,77,14,0,0,0,95,112,14,9,0,0,139,358,38,7,0,0,399,328,24,0,0,0,351,253,14,4,0,0,271,62,0,0,0,0,62,33,0,0,0,0,37,24,0,0,0,0,21,65,7,0,0,0,75,1433,129,21,4,3,1588
201011484,51,13,0,0,0,57,48,11,0,0,0,57,32,14,0,0,0,43,92,32,0,0,0,129,169,45,0,0,0,214,408,89,5,0,0,494,217,34,0,0,0,248,106,27,0,0,0,132,28,4,0,0,0,33,9,6,0,0,0,17,11,0,0,0,0,11,70,8,0,0,0,78,1236,269,6,0,0,1512
