SA2_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
205011077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,13,16,55,34,11,131,0,6,8,12,17,55,34,11,132,320,248,308,395,519,404,204,30,2424,35,12,32,25,47,32,20,7,216,357,260,346,437,586,481,252,51,2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,3,0,0,19,3,0,6,4,9,3,0,0,19,304,286,305,410,513,440,184,52,2490,21,18,30,28,32,27,14,13,190,332,307,341,442,551,468,195,67,2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,18,24,55,34,11,148,3,4,14,16,26,55,34,11,159,625,531,611,810,1034,840,387,79,4916,63,30,64,53,84,57,37,23,406,690,571,688,875,1134,954,453,116,5474
205011078,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,4,0,11,12,17,27,53,32,16,160,0,11,15,17,30,53,32,16,166,402,400,422,445,494,491,220,50,2931,27,23,27,23,24,33,22,15,196,430,434,471,481,547,575,275,81,3293,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,0,0,15,0,4,3,4,8,4,0,0,24,405,445,469,508,569,558,256,82,3281,17,29,28,24,26,33,19,38,211,422,476,499,534,597,599,274,114,3512,0,4,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,4,0,11,17,16,33,56,32,16,178,0,12,21,16,37,56,32,16,191,809,848,893,949,1060,1048,475,127,6211,46,52,59,46,44,64,44,53,412,859,906,973,1014,1146,1170,547,194,6807
205011079,4,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,6,0,35,26,42,68,138,95,62,467,3,35,23,48,72,138,95,62,475,1162,1322,1165,1215,1208,1073,623,146,7916,67,78,84,81,54,57,51,22,496,1229,1439,1277,1339,1336,1269,772,232,8885,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,8,11,16,16,9,6,7,64,3,7,11,14,16,9,6,7,71,1248,1440,1310,1401,1455,1310,783,341,9290,60,104,72,70,66,63,72,32,534,1320,1549,1390,1481,1535,1383,864,380,9897,4,0,0,5,0,0,0,0,8,0,0,3,3,0,0,0,0,12,6,40,32,54,84,151,107,67,529,6,39,31,61,86,151,107,67,544,2417,2762,2473,2616,2663,2384,1405,491,17209,128,181,156,152,122,119,126,58,1030,2547,2986,2661,2828,2872,2653,1634,605,18783
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,5,6,18,30,37,128,97,63,384,5,4,21,36,40,128,97,63,397,777,807,662,734,813,802,503,112,5217,63,55,54,54,62,63,75,47,466,845,865,738,826,916,993,674,226,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,10,8,7,0,41,0,4,8,10,10,8,7,0,46,738,874,783,894,1021,1039,719,240,6307,49,64,53,60,65,77,79,102,551,795,946,841,960,1091,1124,805,339,6900,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,5,12,26,41,45,136,110,63,430,5,13,29,41,46,136,110,63,437,1523,1678,1445,1626,1832,1847,1223,355,11522,115,120,106,111,127,136,149,146,1016,1638,1807,1580,1787,2010,2117,1477,567,12979
205021082,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,8,25,26,81,41,25,208,0,4,11,25,23,81,41,25,215,344,358,367,467,641,552,244,42,3020,44,37,34,43,47,55,24,9,294,393,402,410,538,713,689,306,80,3528,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,13,12,4,0,33,0,0,5,8,13,12,4,0,36,305,380,416,514,646,508,249,50,3063,31,32,34,36,48,52,20,7,272,340,411,457,556,704,575,274,56,3374,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,4,12,32,41,91,41,25,244,0,4,16,37,37,91,41,25,248,649,736,781,980,1285,1064,489,92,6084,84,71,68,79,100,111,45,17,567,731,819,862,1093,1421,1264,574,136,6903
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,3,0,6,10,18,52,132,105,43,376,7,7,14,19,56,132,105,43,379,390,330,423,495,712,1003,492,75,3915,46,41,63,59,68,83,52,20,428,433,381,499,571,840,1215,646,143,4726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,3,4,29,0,0,0,12,6,6,3,4,30,352,393,473,591,894,1045,510,168,4435,54,45,50,56,56,79,51,25,409,406,448,518,652,956,1134,565,197,4871,0,4,0,0,0,0,0,0,6,0,0,0,3,6,0,0,0,8,0,9,10,23,61,143,105,43,400,7,11,14,33,61,143,105,43,410,745,731,890,1089,1607,2046,1000,246,8350,99,90,111,106,120,155,102,46,831,843,828,1017,1223,1792,2344,1212,337,9593
205021085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,17,38,51,47,24,182,0,5,6,17,38,51,47,24,183,226,211,240,306,582,555,258,55,2437,38,29,36,46,74,67,34,9,330,269,244,281,371,695,674,332,83,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,6,10,5,0,25,0,0,3,5,5,10,5,0,29,178,235,289,366,560,500,265,94,2485,30,33,32,51,50,54,46,17,314,213,274,321,422,617,562,314,114,2833,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,7,9,19,47,66,46,21,217,0,7,9,24,50,66,46,21,216,408,444,533,672,1139,1055,519,145,4922,70,59,67,96,122,117,84,25,650,480,519,599,798,1309,1239,647,199,5784
205021086,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,19,41,123,82,42,315,0,3,3,12,42,123,82,42,321,204,185,188,291,505,698,394,64,2528,13,13,14,18,32,34,25,7,156,220,205,208,321,574,853,512,119,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,0,0,36,0,5,0,3,13,10,0,0,36,216,207,228,388,620,830,421,153,3067,7,0,17,16,29,39,30,12,151,224,214,243,406,665,876,454,166,3251,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,10,18,56,135,87,52,351,0,13,10,20,59,135,87,52,356,419,397,411,681,1122,1528,817,219,5592,23,15,31,32,58,71,60,19,310,440,420,446,730,1237,1732,966,283,6264
205031087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,9,28,89,39,34,215,0,3,15,12,26,89,39,34,223,345,281,381,531,723,792,370,80,3500,33,28,35,52,63,66,40,24,336,382,315,435,590,812,948,450,134,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,7,0,0,31,0,0,4,5,5,7,0,0,34,322,317,396,532,805,814,369,123,3671,40,25,46,32,52,56,55,17,321,363,349,446,564,861,885,422,135,4027,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,4,24,14,35,97,41,31,248,4,4,22,17,32,97,41,31,257,672,603,775,1058,1517,1604,741,203,7171,77,61,82,79,110,125,89,38,655,747,662,882,1155,1663,1830,871,272,8083
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,9,10,11,14,3,0,53,0,0,3,0,0,0,0,0,4,0,7,8,16,11,16,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,6,18,13,0,0,59,0,0,0,0,0,0,0,0,0,9,6,16,6,16,16,5,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,13,3,19,20,25,26,6,4,112,0,0,3,0,0,3,6,0,11,13,5,24,22,21,30,13,4,120
205031089,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,6,13,19,31,62,25,19,179,0,7,15,18,30,62,25,19,187,489,449,455,562,662,579,268,63,3538,38,31,34,27,56,35,26,14,258,536,491,508,613,748,683,319,95,3981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,0,0,25,0,0,0,3,12,6,0,0,26,410,511,480,686,746,617,297,127,3869,21,27,39,41,47,41,20,17,251,436,539,522,731,801,656,322,144,4143,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,6,15,20,36,68,25,22,201,0,9,18,25,42,68,25,22,212,902,957,934,1247,1409,1199,560,188,7402,67,59,78,65,99,73,47,23,510,968,1027,1023,1342,1548,1338,634,239,8128
205031090,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,10,27,29,81,51,28,224,0,4,7,27,30,81,51,28,231,530,427,529,631,732,675,376,79,3974,36,28,43,32,44,48,38,12,274,562,463,586,691,808,797,460,122,4478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,10,7,0,40,0,0,4,9,7,10,7,0,41,512,469,609,706,807,820,439,198,4566,42,37,40,31,45,52,52,25,323,555,510,661,750,861,885,491,223,4934,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,11,35,42,84,60,32,262,0,4,11,33,44,84,60,32,268,1041,896,1139,1335,1538,1492,812,280,8539,73,71,86,66,88,102,82,35,595,1117,973,1240,1436,1670,1678,949,347,9410
205031091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,36,128,79,48,328,0,8,11,18,38,128,79,48,330,468,501,628,704,990,989,451,85,4818,40,45,49,60,80,91,52,27,437,504,548,688,783,1100,1211,586,157,5589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,21,11,5,4,53,0,3,3,5,21,11,5,4,53,474,557,699,795,1163,1165,511,188,5544,50,53,62,56,97,91,66,44,523,521,609,759,855,1285,1266,585,239,6116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,26,52,136,86,50,381,0,8,14,26,51,136,86,50,379,936,1056,1328,1499,2154,2153,964,269,10362,87,93,107,117,178,187,119,71,964,1028,1157,1450,1644,2385,2477,1174,396,11709
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,12
205031093,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,16,24,52,66,226,166,86,636,0,19,27,57,69,226,166,86,648,1075,1050,1208,1378,1808,1940,934,200,9600,85,66,92,109,112,129,96,65,754,1165,1132,1327,1544,1992,2290,1200,352,11000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,10,28,11,10,3,72,0,3,9,10,28,11,10,3,73,987,1175,1345,1505,2115,2232,1137,418,10911,71,76,95,93,113,144,121,55,763,1054,1255,1452,1611,2253,2389,1268,470,11752,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,19,29,63,96,235,176,88,711,0,21,35,67,101,235,176,88,720,2062,2233,2552,2881,3923,4170,2071,613,20508,152,142,186,204,226,272,221,117,1517,2215,2388,2777,3151,4251,4679,2466,821,22747
205041094,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,0,9,27,27,52,78,51,14,258,0,6,33,29,52,78,51,14,268,610,583,579,640,805,654,272,34,4178,84,43,49,35,45,41,19,10,323,693,635,658,704,907,777,335,58,4766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,18,10,3,0,39,0,5,5,3,18,10,3,0,43,598,636,653,723,927,704,299,55,4583,76,47,56,43,55,42,17,7,340,676,691,716,771,995,753,321,61,4972,0,0,4,0,0,0,0,0,4,0,4,0,0,3,0,0,0,10,0,10,35,31,63,86,52,16,295,4,15,39,32,65,86,52,16,313,1207,1216,1231,1357,1731,1355,566,90,8763,155,90,102,86,102,83,36,13,661,1359,1319,1375,1475,1902,1527,659,126,9739
205041095,5,3,0,0,5,0,0,0,10,0,0,0,0,3,0,0,0,3,5,4,18,49,71,125,85,42,396,7,10,16,49,82,125,85,42,408,866,987,769,837,1037,924,482,154,6074,80,77,71,82,77,73,41,22,531,953,1078,862,965,1191,1128,609,220,7012,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,3,7,9,6,5,8,39,0,0,3,15,8,6,5,8,44,832,988,884,1009,1118,1112,644,291,6874,62,77,79,82,79,81,70,43,563,895,1063,963,1104,1203,1196,717,345,7482,5,3,0,0,8,0,0,0,11,0,0,0,5,3,0,0,0,5,5,9,22,60,79,129,89,54,440,9,11,18,61,85,129,89,54,454,1703,1978,1660,1844,2158,2033,1130,448,12948,141,153,148,161,156,159,113,59,1093,1846,2140,1823,2071,2399,2320,1329,563,14492
205041096,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,8,22,36,44,87,60,23,281,3,11,20,42,45,87,60,23,293,696,756,645,750,823,738,396,127,4922,94,111,96,104,75,74,29,30,618,790,871,762,891,940,898,494,178,5834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,12,11,5,6,49,3,0,3,9,12,11,5,6,53,737,793,628,789,930,797,506,244,5430,99,112,110,74,84,50,48,41,621,841,907,741,873,1026,854,564,293,6100,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,6,4,9,24,43,60,100,69,28,331,4,7,26,47,63,100,69,28,343,1427,1548,1272,1536,1757,1529,899,372,10347,195,220,206,182,157,124,84,77,1237,1628,1780,1504,1766,1968,1756,1055,475,11932
205041098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,18,23,22,12,6,94,4,3,11,16,23,22,12,6,95,257,248,246,266,330,260,82,8,1700,14,21,19,16,22,21,8,0,120,277,273,274,299,376,304,95,16,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,15,0,0,0,3,5,5,0,0,15,241,272,270,299,336,236,89,26,1763,23,20,22,20,21,27,0,0,128,260,296,288,325,365,260,87,26,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,22,24,28,12,6,107,4,10,11,21,24,28,12,6,111,495,520,516,566,672,493,174,28,3461,40,39,39,37,46,48,7,0,253,535,568,564,624,740,566,185,40,3826
205041493,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,17,16,29,44,71,52,27,247,3,18,17,34,44,71,52,27,264,663,705,580,606,627,502,273,75,4039,46,66,36,51,54,38,44,30,380,719,790,638,690,729,610,371,136,4671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,5,4,28,0,0,3,5,11,3,5,4,31,614,789,663,709,773,640,402,190,4786,56,59,52,31,47,39,55,69,409,668,848,721,745,834,683,464,255,5224,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,12,0,12,15,34,54,73,60,28,283,3,23,17,40,54,73,60,28,295,1285,1494,1251,1316,1398,1138,671,267,8823,105,124,90,83,105,88,102,94,788,1391,1636,1358,1433,1558,1297,832,393,9903
205041494,0,0,6,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,3,14,31,20,46,90,57,38,292,6,10,31,19,50,90,57,38,305,897,1041,980,876,848,717,359,79,5806,38,52,57,50,53,44,58,26,377,938,1107,1068,942,948,850,479,141,6490,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,12,12,3,0,40,0,4,0,14,15,12,3,0,43,881,1172,1098,940,1038,933,466,163,6697,40,58,55,39,51,50,47,45,393,919,1235,1154,991,1105,997,518,210,7138,0,0,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,6,3,15,31,26,63,99,63,38,338,6,14,37,31,65,99,63,38,350,1781,2220,2082,1816,1885,1659,821,243,12499,79,111,111,86,106,98,113,78,769,1860,2348,2221,1936,2055,1855,992,356,13623
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,3,0,11,0,0,0,0,0,3,0,0,3,0,0,0,0,5,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,11,3,3,0,15,0,0,0,0,0,0,0,0,6,0,0,0,3,9,8,0,0,23
205051100,74,55,9,5,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,3,3,28,46,51,20,8,160,74,58,17,33,48,51,20,8,305,193,130,208,276,408,430,140,23,1810,18,4,11,28,45,32,13,0,150,277,192,238,342,497,517,173,33,2270,42,8,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,3,0,0,3,10,8,0,0,0,18,45,14,3,5,8,0,0,0,75,166,137,194,316,437,372,129,23,1773,13,15,15,30,20,29,13,3,134,227,160,211,355,466,404,142,24,1987,115,66,9,5,0,0,0,0,202,0,0,0,3,0,0,0,0,4,0,5,8,28,55,50,23,8,178,115,70,25,40,52,50,23,8,380,360,267,398,594,844,802,274,42,3581,27,16,27,61,61,65,27,10,286,503,356,453,694,957,916,324,54,4252
205051101,0,3,9,7,0,0,0,0,17,0,3,0,3,3,0,0,0,18,0,17,14,34,53,126,54,34,329,6,20,24,45,63,126,54,34,363,717,723,694,695,908,886,380,80,5079,86,61,67,64,73,79,29,11,468,810,810,783,797,1038,1086,468,123,5911,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,5,15,18,9,3,0,57,0,7,4,16,16,9,3,0,62,690,759,793,779,1024,934,475,164,5611,59,71,58,69,64,66,44,18,447,751,832,856,860,1109,1004,526,178,6121,0,6,6,9,0,0,0,0,26,0,3,0,3,4,0,0,0,20,0,16,21,48,76,132,57,34,384,6,25,34,57,79,132,57,34,430,1412,1482,1481,1470,1928,1818,857,243,10690,149,129,124,129,135,138,71,24,910,1561,1643,1640,1661,2145,2090,983,301,12031
205051102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,12,13,33,15,3,87,0,6,7,16,13,33,15,3,94,190,200,217,208,251,222,86,11,1390,66,367,315,113,62,34,13,3,977,259,576,542,336,325,288,117,24,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,0,19,0,0,0,3,3,6,4,0,19,191,215,228,242,265,234,87,22,1482,21,39,32,29,25,29,14,7,190,214,259,263,272,294,264,99,31,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,15,21,34,20,7,102,0,6,9,21,21,34,20,7,108,385,422,449,446,513,455,175,33,2877,87,405,348,144,86,63,25,8,1166,474,832,805,610,619,555,220,50,4154
205051103,14,122,79,54,13,0,0,0,281,0,3,6,10,14,0,0,0,32,0,9,36,60,111,139,78,39,475,15,137,121,126,139,139,78,39,788,792,722,661,665,707,660,380,98,4691,54,74,58,64,43,46,29,27,398,866,934,837,855,890,843,492,171,5879,12,26,15,14,0,0,0,0,64,0,7,0,9,3,0,0,0,18,0,0,8,20,31,12,9,4,89,9,38,24,42,33,12,9,4,174,752,861,853,955,936,895,557,236,6041,55,48,63,56,36,53,48,52,407,824,940,941,1045,1007,957,604,293,6615,22,150,92,66,14,0,0,0,351,0,9,13,14,18,0,0,0,52,3,10,46,87,140,151,82,46,563,26,166,149,167,175,151,82,46,963,1550,1581,1514,1618,1644,1551,933,334,10732,110,118,120,117,77,101,81,84,805,1687,1869,1785,1900,1899,1800,1098,465,12493
