SA2_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
206031501,184,0,0,4,192,14,0,202,921,68,23,0,1018,25,0,24,1047,40,0,1086,1126,127,12,8,1269,8,5,9,1278,32,0,1314,107,15,16,0,145,0,0,0,145,0,0,145,16,0,0,25,39,0,0,0,39,0,0,39,2170,213,56,36,2472,28,11,35,2507,71,0,2581,17,8,0,4,28,9,0,9,31,0,0,31,13,4,3,0,30,0,3,3,30,0,0,28,35,13,3,4,53,9,3,7,64,0,0,68,2204,227,59,40,2528,37,12,42,2570,70,0,2643,453,50,9,5,514,4,0,5,519,54,0,574,10,0,0,4,17,0,0,0,17,4,14,32,2664,277,72,45,3058,39,12,50,3104,129,17,3245
206031502,84,0,0,0,92,14,0,103,621,72,10,0,707,11,3,16,720,13,0,733,659,89,6,0,762,3,0,0,766,15,0,779,93,3,6,0,106,0,0,5,113,4,0,110,0,0,0,8,4,0,0,0,4,0,4,9,1379,172,26,7,1583,15,5,25,1600,35,4,1636,16,0,0,0,19,5,0,5,18,0,0,19,26,0,0,0,26,0,0,0,26,6,0,29,41,0,0,0,41,5,0,5,49,6,0,49,1417,176,26,7,1625,19,5,23,1647,35,6,1685,231,39,7,6,285,5,0,3,286,32,0,318,5,0,0,3,9,0,0,0,9,0,13,16,1655,215,33,16,1914,20,8,25,1944,65,12,2023
206041117,14,0,3,5,12,4,0,17,129,34,12,0,166,3,0,3,171,18,0,185,115,44,0,0,159,3,5,3,163,8,0,168,42,10,8,0,54,0,0,0,54,0,0,54,0,0,0,8,7,0,0,0,7,7,0,9,282,84,22,8,391,8,5,7,403,23,0,431,13,3,0,0,13,4,4,6,15,0,0,19,6,8,0,0,9,0,15,15,17,4,0,25,13,8,0,0,20,4,11,17,36,6,0,45,299,93,22,8,411,11,15,29,436,35,0,468,87,47,7,13,157,15,0,15,178,61,0,237,4,0,4,0,4,0,0,0,4,0,4,8,389,138,31,17,578,28,15,44,619,96,3,717
206041118,10,0,0,0,10,4,0,16,266,24,11,0,294,10,0,7,304,19,0,324,147,46,0,4,196,0,0,0,197,8,0,206,51,7,6,0,71,3,0,3,71,0,0,68,0,0,0,0,3,0,0,0,4,0,4,7,466,76,16,4,567,10,0,11,576,28,4,608,32,0,0,0,33,0,0,4,34,0,0,34,21,0,0,0,21,3,6,10,27,5,0,31,51,4,0,0,53,5,3,11,65,5,0,69,518,81,16,4,617,22,6,21,643,29,4,675,258,55,11,0,326,9,9,11,337,62,0,397,4,0,0,6,9,0,0,0,9,0,0,9,775,134,25,8,949,29,9,36,988,86,4,1076
206041119,16,0,0,0,16,0,0,16,85,9,0,0,95,0,0,0,96,7,0,104,94,14,0,0,105,0,0,0,106,0,0,106,17,0,0,0,17,0,0,0,17,0,0,17,0,4,0,0,4,0,0,0,4,0,0,4,201,24,0,0,220,3,0,3,225,7,0,231,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,202,24,0,0,224,3,0,3,231,7,0,234,31,12,0,0,44,0,0,0,44,8,0,49,0,0,0,0,0,0,0,0,0,0,0,0,229,35,0,0,269,3,0,3,268,14,0,285
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,35,0,0,0,33,10,0,42,420,58,17,0,498,15,0,15,518,41,0,549,412,99,4,0,517,4,6,9,525,23,0,547,96,16,13,0,124,0,0,0,124,0,0,123,3,0,0,4,12,0,0,0,12,0,0,12,934,174,32,9,1149,21,6,24,1168,63,3,1233,6,0,0,0,6,0,0,0,6,0,0,6,13,7,0,0,21,0,0,0,25,3,0,28,16,7,0,0,32,0,0,0,29,3,0,28,950,188,32,9,1179,21,6,23,1197,63,3,1268,138,28,0,15,183,9,0,9,191,28,0,213,3,0,0,0,3,0,0,0,3,0,6,9,1087,210,38,25,1363,27,6,31,1393,89,8,1495
206041124,10,0,0,0,10,10,0,21,141,23,4,0,168,0,0,0,169,8,0,174,78,20,0,0,93,0,0,0,93,10,0,107,15,0,0,0,14,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,235,41,0,0,281,0,0,0,280,18,0,299,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,3,3,7,3,0,10,6,0,0,0,6,0,3,3,7,3,0,10,241,41,0,0,288,0,3,4,290,22,0,310,79,22,7,0,103,0,0,0,103,31,0,131,0,3,0,0,4,0,0,0,4,0,0,4,321,60,11,0,391,0,3,4,397,55,0,446
206041125,15,0,0,0,15,0,0,15,118,21,0,0,147,8,0,8,155,13,0,167,119,27,0,0,149,0,0,0,149,4,0,159,15,3,4,0,22,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,256,52,7,6,319,7,0,7,330,20,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,257,52,3,6,324,7,0,7,329,20,0,350,111,7,3,0,121,6,0,9,123,7,0,132,0,0,0,0,0,0,0,0,0,0,6,6,369,63,13,6,443,12,0,15,458,29,6,486
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,4,0,0,0,4,0,0,4,68,7,0,0,75,5,0,5,77,3,0,85,72,20,0,0,90,0,0,0,92,4,0,95,16,0,9,0,29,0,0,0,29,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,158,30,10,0,196,5,0,5,196,8,0,214,4,0,0,0,5,0,0,0,5,0,0,5,13,0,0,0,13,4,0,4,11,0,0,11,11,0,0,0,13,4,0,4,20,0,0,20,165,30,16,0,216,7,0,7,220,8,0,233,70,11,0,4,86,3,0,3,89,14,0,105,0,0,0,0,0,0,0,0,0,0,0,0,239,39,17,0,300,11,0,11,309,26,0,336
206041504,5,0,0,0,4,0,0,8,82,17,0,0,99,0,0,0,98,3,0,104,42,22,5,0,70,3,0,3,73,3,0,76,15,4,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,145,38,7,0,184,5,0,5,190,8,0,202,6,0,0,0,12,0,0,0,12,0,0,12,9,0,0,0,9,0,0,0,9,0,0,9,14,0,0,0,16,0,0,0,20,0,0,20,157,41,7,0,204,5,0,11,213,8,0,226,58,18,3,4,80,5,0,8,86,18,0,105,0,0,0,0,5,0,0,0,5,0,0,5,217,59,11,6,289,14,4,17,301,27,0,332
206041505,7,5,0,5,10,3,0,9,103,10,0,0,118,4,0,4,124,11,0,134,62,22,0,0,85,6,0,7,91,5,0,97,15,6,5,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,188,34,3,0,229,8,0,10,240,14,0,259,8,0,0,0,9,3,0,3,17,0,0,20,6,0,0,0,6,0,8,8,10,0,0,7,18,0,0,0,16,3,8,9,22,3,0,23,207,39,3,0,247,10,7,19,267,20,0,287,92,17,0,0,110,7,0,8,117,28,0,152,0,0,0,0,0,0,0,0,0,0,0,0,297,54,7,3,364,17,10,27,388,48,0,438
206041506,27,0,0,0,34,7,0,38,437,66,6,0,505,19,0,19,524,24,0,549,304,82,8,0,392,7,5,9,404,24,0,428,27,4,6,0,40,3,0,3,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,3,766,154,22,0,936,32,5,37,972,48,0,1022,23,0,0,0,23,0,0,0,24,3,0,27,30,0,0,0,30,4,0,4,33,10,0,43,48,0,0,0,48,4,0,6,52,13,0,67,816,154,22,0,987,33,3,39,1026,60,0,1090,165,63,22,10,259,14,4,13,272,84,0,351,0,0,0,0,0,0,0,0,0,0,0,0,980,213,39,11,1249,40,9,54,1304,145,0,1447
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,8,0,0,0,6,3,0,14,97,8,0,0,107,4,0,4,107,10,0,115,66,17,3,0,91,4,0,4,95,5,0,97,18,0,3,0,25,0,0,0,25,0,0,25,0,0,0,8,8,0,0,0,8,0,0,8,182,26,8,8,220,9,0,9,226,13,0,239,13,0,0,0,12,0,0,0,19,0,0,16,5,0,0,0,8,0,0,0,8,0,0,8,16,4,0,0,17,0,0,0,19,0,0,23,200,25,8,8,236,9,0,9,248,13,0,260,76,16,0,0,92,4,0,10,101,28,0,127,0,0,0,0,5,0,0,0,5,0,0,5,278,40,8,4,338,13,0,16,348,44,0,393
206041509,9,0,0,0,9,5,0,12,152,15,0,0,173,5,0,4,174,18,0,192,106,41,7,0,158,0,0,0,157,5,0,164,36,10,9,0,54,0,0,0,60,0,0,60,0,0,0,0,5,0,0,0,5,0,4,6,290,68,18,7,387,5,0,9,393,25,4,418,15,3,0,0,18,3,0,3,19,0,0,27,15,3,0,0,21,0,0,3,16,0,0,23,30,4,0,0,32,5,0,4,41,4,0,41,326,71,18,7,421,12,0,17,435,22,4,463,139,20,13,6,184,10,8,8,191,51,0,239,0,0,0,0,0,0,0,0,0,0,5,4,464,93,35,12,605,21,7,24,625,75,5,708
206041510,13,0,0,0,13,4,0,11,187,21,3,0,209,0,3,5,217,17,0,230,95,17,0,0,120,0,0,0,120,3,0,124,17,7,6,0,33,3,0,3,36,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,302,52,8,0,359,5,3,7,370,25,3,393,8,3,0,0,10,0,0,0,10,0,0,13,13,0,0,0,13,5,0,5,15,0,0,19,18,3,0,0,22,5,0,5,24,4,0,30,316,57,8,0,385,7,3,12,396,26,3,423,89,12,0,0,103,0,0,0,108,21,0,128,0,0,0,0,0,0,0,0,0,0,0,0,408,69,8,0,489,7,0,13,500,48,3,548
206051128,65,0,0,0,63,5,0,67,667,73,7,0,751,8,4,15,768,53,0,824,657,97,14,4,766,3,0,3,766,14,0,783,82,8,8,0,99,0,0,0,102,3,0,105,15,0,0,0,16,0,0,0,16,0,0,16,1427,177,28,9,1638,15,10,19,1658,68,0,1727,22,0,0,0,22,5,0,5,25,0,0,25,13,8,0,0,16,0,0,0,16,0,0,16,36,6,0,0,36,5,0,5,38,0,0,38,1461,179,28,9,1674,14,10,20,1699,68,0,1768,366,52,9,0,422,13,0,13,433,37,0,470,0,0,0,6,8,0,0,0,8,0,13,14,1829,233,35,11,2104,26,10,35,2140,102,9,2250
206051129,53,0,0,0,53,6,0,59,556,70,9,4,643,8,7,14,656,15,0,672,593,111,3,0,708,3,0,9,716,26,3,753,87,17,8,10,116,4,0,4,119,0,0,124,0,0,0,3,9,0,0,0,9,0,0,8,1240,199,20,16,1471,17,6,26,1495,49,3,1552,9,0,0,0,17,0,0,0,17,0,0,17,17,4,0,0,23,0,0,0,24,0,0,24,31,6,0,0,35,0,0,0,36,0,0,42,1267,204,20,16,1508,19,6,27,1537,51,3,1590,214,27,3,3,249,3,0,3,255,23,0,279,0,0,0,0,0,0,0,0,0,0,0,3,1476,234,23,27,1760,24,6,33,1791,77,11,1872
206051130,60,0,0,0,62,5,0,71,723,66,19,0,811,14,0,14,819,53,0,870,570,96,6,0,670,8,0,8,679,25,0,702,133,11,18,0,155,3,0,3,159,3,0,169,8,0,0,3,13,0,0,0,13,0,0,13,1428,178,38,4,1652,23,0,23,1675,80,0,1755,14,0,0,0,14,0,0,0,12,0,0,12,24,3,0,0,26,0,5,8,34,5,0,31,29,3,0,0,37,5,5,9,42,8,0,50,1463,181,38,4,1688,33,5,34,1716,86,0,1807,314,24,3,6,348,15,0,15,364,47,0,416,0,0,0,0,0,0,0,0,0,0,3,3,1770,208,42,14,2035,44,5,47,2079,129,3,2220
206051134,39,0,0,0,40,0,0,44,477,71,3,0,555,10,0,15,568,19,0,590,637,131,6,11,784,17,5,16,797,24,0,825,90,31,6,0,131,0,0,0,127,0,0,132,14,0,0,6,22,0,0,0,22,0,0,22,1212,236,26,17,1486,22,4,33,1519,47,0,1566,9,0,0,0,9,3,0,0,10,0,0,14,12,0,0,0,20,0,0,0,18,0,0,18,26,0,0,0,24,4,0,8,35,0,0,33,1236,235,26,17,1510,28,8,35,1547,49,0,1596,159,49,13,3,225,4,0,4,230,36,0,266,0,9,0,0,9,0,0,0,9,0,4,16,1397,300,29,20,1749,34,8,39,1788,85,4,1875
206051511,0,0,0,0,0,0,0,3,46,9,0,0,50,3,0,3,56,8,0,54,16,7,0,0,28,0,0,0,28,0,0,28,14,0,0,0,16,0,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,77,15,0,0,95,3,0,3,99,5,0,101,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,80,15,0,0,99,5,0,5,101,5,0,107,23,0,0,0,23,0,0,0,23,5,0,24,0,0,0,0,5,0,0,0,5,0,0,6,102,13,0,0,121,5,0,5,120,16,0,142
206051512,29,0,0,0,29,9,0,40,342,36,0,0,379,22,0,22,408,29,0,432,358,37,8,0,403,7,0,7,407,10,3,419,57,8,3,0,63,0,0,0,63,0,4,69,0,0,0,8,11,0,0,0,11,0,0,8,750,79,17,6,858,29,0,29,888,43,6,932,8,7,0,0,17,3,0,3,17,0,0,15,11,0,0,0,11,0,0,0,11,0,0,11,21,7,0,0,27,3,0,3,23,0,0,26,776,85,17,6,880,30,0,30,914,45,6,962,156,32,6,4,201,0,0,0,199,35,0,236,7,0,0,3,7,0,0,0,7,0,3,12,930,117,19,17,1090,32,0,32,1122,77,9,1209
206051513,8,0,0,0,8,3,0,10,223,26,8,0,258,0,3,3,261,22,0,282,177,32,0,4,211,3,0,3,219,9,0,224,36,8,3,0,37,0,0,0,37,4,0,44,4,0,0,0,6,0,0,0,6,0,0,6,435,66,15,4,519,3,3,9,526,35,0,558,3,0,0,0,3,0,0,0,8,0,0,8,8,4,0,0,6,0,0,0,6,0,0,4,7,4,0,0,10,0,0,0,11,0,0,15,446,73,15,4,530,4,3,8,537,38,0,575,101,8,8,0,119,4,0,5,123,27,0,145,0,0,0,0,0,0,0,0,0,0,0,0,546,75,21,9,648,12,5,18,658,60,0,724
206051514,19,4,0,0,22,6,0,33,302,28,6,0,331,5,3,15,344,23,0,365,243,37,6,5,295,13,0,13,304,17,0,320,55,14,5,0,69,0,0,4,72,0,0,76,0,0,0,0,6,0,0,0,6,0,0,6,596,80,16,4,696,17,4,24,722,41,0,768,9,0,0,0,9,0,0,0,7,0,0,12,6,0,0,0,9,0,0,0,12,0,0,12,14,0,0,0,18,0,0,0,21,0,0,23,617,80,16,5,717,20,4,30,744,46,0,789,133,30,6,0,172,11,0,7,181,13,0,196,3,0,0,0,6,0,0,0,6,0,0,6,750,107,22,7,886,28,8,31,927,58,0,988
206061135,43,0,0,0,43,6,0,50,347,19,0,0,369,0,5,3,371,15,0,391,317,43,5,0,368,0,0,0,369,12,0,380,71,9,3,0,81,0,0,0,81,0,0,85,7,0,0,5,12,0,0,0,12,0,0,12,744,67,8,9,829,0,5,4,837,32,0,867,13,0,0,0,13,0,0,0,13,0,0,12,3,0,0,0,3,3,5,6,12,0,0,12,18,0,0,0,18,3,5,6,22,0,0,27,757,67,8,9,844,3,6,11,853,37,0,892,246,25,8,6,279,3,0,3,280,21,0,299,4,0,0,0,0,0,0,0,0,0,0,0,1008,97,16,10,1126,9,6,18,1139,51,0,1198
206061136,39,3,0,3,41,7,0,47,470,62,12,0,542,17,0,17,558,19,0,578,431,53,3,0,479,0,0,0,485,25,0,507,120,11,13,0,142,0,0,0,143,7,0,152,0,0,0,7,9,0,0,0,6,0,0,6,1024,124,23,8,1174,16,0,17,1192,58,0,1249,9,0,0,0,9,0,0,0,9,0,0,9,17,0,0,0,20,0,0,0,18,0,0,22,27,0,0,0,23,0,0,0,29,0,0,29,1051,125,23,8,1203,17,0,18,1224,56,0,1278,192,29,4,4,224,5,0,5,232,27,0,259,0,0,0,0,0,0,0,0,0,0,0,0,1238,153,26,13,1436,21,0,28,1456,79,0,1540
206061138,98,0,0,0,96,15,0,110,412,30,0,8,446,10,0,10,454,25,0,477,383,83,6,0,479,0,0,0,479,23,0,505,44,10,3,0,52,0,0,0,52,0,0,52,7,0,0,4,14,0,0,0,14,0,0,14,847,120,14,9,989,10,0,10,996,49,0,1048,11,0,0,0,11,0,0,0,15,0,0,13,15,0,0,0,15,0,0,0,19,0,0,16,25,0,0,0,25,4,0,4,31,5,0,32,879,120,14,9,1019,13,0,13,1032,53,0,1081,358,60,5,12,442,3,0,8,446,77,0,523,0,0,0,0,3,0,0,0,3,0,5,17,1240,182,16,26,1465,17,0,18,1480,132,5,1619
206061515,17,0,0,0,12,0,0,13,123,18,0,0,143,0,0,0,143,9,0,156,111,33,6,0,147,0,0,0,150,4,0,148,35,5,3,0,45,0,0,0,43,0,0,48,0,0,0,4,4,0,0,0,4,3,0,5,279,52,9,4,341,5,0,5,340,20,0,361,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,0,0,0,6,5,0,10,286,52,9,4,351,5,0,5,351,19,0,372,102,12,0,0,118,0,4,4,118,17,0,136,4,0,0,0,4,0,0,0,4,0,0,4,386,70,4,3,467,5,4,7,470,33,0,508
206061516,22,0,0,0,22,4,0,26,193,33,5,0,237,6,0,6,241,18,0,257,152,27,0,0,184,5,0,5,185,0,0,190,25,5,5,0,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,374,73,13,0,460,3,0,3,468,24,0,491,5,0,0,0,3,0,0,0,3,0,0,5,4,0,0,0,4,0,0,0,4,0,0,6,8,0,0,0,9,0,0,0,9,3,0,10,381,73,12,0,470,3,0,3,477,26,0,499,123,15,0,3,145,6,3,5,154,22,0,175,0,0,0,4,3,0,0,0,3,0,0,4,508,89,12,8,622,9,3,12,629,46,0,688
206071139,12,0,0,0,10,3,0,13,186,30,0,0,219,7,0,9,225,18,0,245,189,43,0,0,232,0,0,0,233,10,0,244,58,7,0,0,69,0,0,0,69,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,436,80,8,0,526,7,0,13,532,29,0,562,3,0,0,0,3,0,0,0,3,0,0,3,17,0,0,0,17,0,0,0,13,0,0,13,20,0,0,0,20,0,0,0,21,0,0,21,453,80,8,0,543,11,5,11,554,29,0,580,65,10,4,0,79,4,0,4,84,12,0,97,0,0,0,0,0,0,0,0,0,0,0,0,514,94,14,0,620,13,5,13,632,46,0,685
206071140,18,0,0,0,18,0,0,22,264,34,4,0,303,3,9,8,319,14,0,336,263,46,0,0,310,0,0,0,311,9,0,320,46,15,3,0,67,0,0,0,67,0,0,66,0,0,0,4,8,0,0,0,8,0,0,11,577,97,4,14,690,9,9,18,704,23,0,728,7,0,0,0,13,0,0,0,13,0,0,13,8,0,0,0,8,0,0,0,8,0,0,8,13,0,0,0,15,0,0,0,15,0,0,13,592,101,4,14,706,9,9,18,722,28,0,747,98,5,12,0,115,0,4,4,120,20,0,140,0,0,0,0,0,0,0,0,0,0,0,0,686,102,19,14,819,9,7,19,840,43,0,888
206071141,3,0,0,0,9,0,0,11,102,22,4,3,124,0,0,8,135,5,0,135,119,31,8,0,159,0,4,4,161,5,0,168,38,12,5,0,53,0,0,0,53,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,258,63,8,3,339,0,7,9,343,14,0,356,9,0,0,0,7,0,0,0,7,0,0,7,3,3,0,0,0,0,0,0,7,0,5,12,6,6,0,0,16,0,0,0,18,0,5,19,269,72,8,3,347,3,7,9,357,14,5,374,68,36,9,5,120,9,0,9,122,58,3,185,0,0,0,0,0,0,0,0,0,0,22,18,329,102,20,8,465,13,7,19,487,69,23,581
206071142,26,0,0,0,26,10,0,37,163,28,0,3,192,3,0,3,199,18,0,208,194,23,3,0,222,0,0,4,223,22,0,242,32,5,13,0,47,0,0,0,43,0,0,43,4,0,0,0,4,0,0,0,4,0,0,12,387,53,12,3,464,4,0,6,472,40,0,507,0,3,0,0,3,0,0,0,3,0,0,8,0,3,0,0,9,0,0,0,9,0,0,9,0,3,0,0,10,0,0,0,10,0,0,12,394,58,12,8,471,4,0,6,480,41,0,524,84,57,0,0,146,4,3,8,153,82,3,238,0,4,0,0,0,0,0,0,0,0,9,13,480,121,13,10,622,10,4,12,634,121,11,767
206071143,45,0,0,0,45,6,0,53,520,77,4,0,600,10,0,10,610,21,5,633,494,88,0,0,590,5,0,7,593,36,0,627,73,19,8,0,95,0,0,0,95,0,0,99,9,0,0,4,12,0,0,0,12,0,0,12,1087,185,14,4,1291,11,0,16,1310,58,5,1365,6,8,0,0,10,0,0,0,12,0,0,12,16,0,0,0,18,0,0,0,21,0,0,21,26,8,0,0,32,0,0,4,34,0,0,34,1110,189,14,4,1319,13,3,18,1343,58,5,1403,144,27,5,3,170,0,0,6,172,24,0,198,0,0,0,0,0,0,0,0,0,0,3,3,1256,217,19,8,1491,14,9,20,1518,82,5,1607
