SA2_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
206041503,0,0,3,13,3,3,3,3,0,35,0,0,0,4,3,0,3,0,0,16,0,9,32,84,3,16,5,6,0,155,14,31,171,457,20,6,0,0,0,704,0,0,172,144,17,8,5,4,0,350,0,4,0,32,4,0,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,0,0,23,0,0,8,38,6,0,5,5,0,56,0,0,14,56,9,7,0,0,0,86,0,0,16,143,9,5,0,0,0,170,0,0,0,10,0,0,0,0,0,13,0,5,156,401,48,29,22,8,4,677,0,0,0,0,0,3,0,0,0,3,0,0,9,10,0,0,0,0,0,21,0,0,18,18,0,3,0,0,0,36,0,0,89,46,0,0,0,0,0,135,0,0,3,3,0,0,0,5,0,13,0,0,20,89,29,22,13,5,4,177,0,0,0,0,0,0,0,0,0,6
206041504,0,0,3,16,0,0,4,0,0,30,0,0,4,4,0,0,3,0,0,19,0,6,123,172,15,8,9,0,0,330,11,33,258,645,8,4,5,0,0,961,0,3,674,333,12,9,14,0,0,1047,0,0,0,45,3,5,0,0,0,56,0,0,0,5,0,0,0,0,0,5,0,0,0,18,3,0,3,0,0,28,0,0,9,53,0,0,3,0,0,71,0,0,35,95,4,0,4,0,0,140,0,0,92,336,17,9,0,0,0,454,0,0,0,3,0,0,0,0,0,0,0,7,605,813,57,40,20,5,4,1552,0,0,0,0,0,0,0,0,0,0,0,0,11,26,0,0,0,0,0,44,0,0,66,50,3,0,0,0,0,124,0,4,98,61,0,0,0,0,0,168,0,0,3,3,0,0,0,0,0,10,0,0,83,136,14,13,7,0,0,262,0,0,0,0,0,3,0,0,0,8
206041505,0,0,3,29,0,4,0,0,0,37,0,0,0,0,4,0,0,0,0,3,0,0,70,155,22,14,10,6,0,267,32,37,307,1299,32,3,6,0,0,1709,0,0,214,226,9,5,3,0,0,462,0,0,12,55,8,0,0,0,0,70,0,0,0,4,0,0,0,0,0,11,0,0,5,22,3,0,0,0,0,36,0,0,10,66,7,8,4,4,0,95,0,0,22,105,16,0,0,0,0,143,0,0,61,371,21,4,4,0,0,465,0,0,0,3,4,6,0,0,0,13,0,3,244,516,42,24,7,0,0,844,0,0,0,0,0,6,0,0,0,3,0,0,12,19,4,0,0,0,0,42,0,0,41,51,0,0,0,0,0,96,0,0,75,72,0,0,0,0,0,153,0,0,3,12,0,0,0,0,0,18,0,0,73,159,29,20,3,4,0,292,0,0,0,3,0,0,0,0,0,3
206041506,0,4,8,34,7,10,0,0,0,71,0,0,0,7,6,0,5,3,0,25,0,3,29,77,16,12,9,0,0,152,5,32,68,259,33,12,4,7,0,420,0,8,34,75,3,3,3,0,0,124,0,5,6,48,5,3,0,0,0,67,0,0,3,6,0,0,0,0,0,15,0,5,0,32,11,7,3,0,0,64,0,0,0,48,0,9,12,17,12,98,0,0,18,47,7,5,3,0,0,85,0,0,14,89,22,0,0,0,0,130,0,0,0,9,3,0,4,0,0,20,0,10,93,233,33,10,18,8,0,416,0,0,0,0,0,0,8,5,0,11,0,0,8,13,0,0,3,0,0,21,0,0,12,10,3,4,0,0,0,28,0,0,18,21,4,0,0,0,0,38,0,5,6,13,0,0,4,0,0,21,3,12,52,183,37,31,14,4,0,334,0,0,0,4,0,0,0,0,0,7
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,0,0,3,14,0,5,0,4,0,23,0,0,0,3,0,0,3,0,0,11,0,6,11,47,6,10,11,0,0,85,18,25,68,439,24,7,5,5,0,588,3,0,27,101,12,3,7,0,0,149,0,0,4,61,7,3,7,0,0,75,0,0,0,4,0,0,0,0,0,3,0,0,0,27,3,0,0,0,0,27,0,0,0,30,0,11,10,4,0,51,0,0,8,47,21,19,3,0,0,100,0,7,7,96,9,5,0,0,0,127,0,0,0,5,5,0,0,0,0,7,0,0,19,126,7,14,15,3,0,194,0,0,0,0,0,0,4,0,0,11,0,0,0,10,0,0,0,0,0,14,0,0,14,7,0,0,0,0,0,18,0,0,11,18,0,0,0,0,0,27,0,0,0,7,0,0,4,0,0,12,0,0,19,97,22,16,11,0,0,165,0,0,0,0,0,0,0,0,0,3
206041509,0,0,6,42,3,7,12,0,0,67,0,0,3,12,0,7,3,0,0,33,0,11,44,128,14,15,10,0,0,229,18,46,213,1191,32,23,13,0,0,1535,0,8,126,277,18,11,4,4,0,451,0,6,10,152,18,0,0,0,0,194,0,0,0,19,0,4,0,0,0,20,0,0,4,81,8,3,6,0,0,103,0,0,5,106,4,13,8,5,4,143,0,0,18,78,12,9,0,0,0,117,0,0,21,293,12,4,3,0,0,332,0,0,0,5,3,0,0,0,0,12,0,3,107,424,39,25,24,6,0,631,0,0,0,0,0,0,0,0,0,9,0,0,11,26,3,4,0,0,0,51,0,0,4,10,4,0,3,0,0,22,0,0,18,33,0,0,0,0,0,57,0,0,0,15,0,0,3,6,0,23,0,11,62,261,57,32,11,4,0,437,0,0,4,10,0,5,3,0,0,19
206041510,0,0,3,25,0,0,4,0,0,33,0,0,0,0,0,6,0,0,0,16,0,3,22,68,13,12,3,0,0,109,18,23,60,400,10,4,0,0,0,530,0,0,28,35,0,0,0,0,0,74,0,0,3,27,0,0,4,0,0,35,0,0,0,7,0,0,0,0,0,4,3,0,0,14,0,0,0,0,0,20,0,0,11,36,0,3,9,10,4,64,0,0,11,39,4,3,3,0,0,57,0,4,14,149,11,0,0,0,0,181,0,0,0,0,6,0,0,0,0,4,0,0,36,167,21,5,6,0,0,246,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,0,17,19,0,0,0,0,0,39,0,0,0,4,3,0,0,0,0,10,0,0,23,83,20,12,7,0,0,143,0,0,0,0,0,0,0,0,0,0
206051128,0,0,3,48,16,8,17,13,0,103,0,0,0,4,10,42,67,156,50,334,0,3,11,34,7,13,6,3,0,77,3,30,27,277,38,33,19,5,0,440,0,0,17,46,17,6,5,4,0,87,0,0,8,60,15,4,3,0,0,91,0,0,0,0,0,0,0,0,0,4,9,0,3,133,12,9,3,6,0,183,0,0,3,28,11,15,35,26,8,135,0,9,4,31,5,5,8,0,0,64,0,0,6,31,3,0,4,0,0,51,0,0,0,3,5,0,0,4,0,8,0,3,28,105,25,19,15,4,0,205,0,0,0,0,0,0,12,7,0,18,0,0,0,10,8,4,0,0,0,23,0,0,0,0,0,4,0,0,0,9,0,0,10,11,3,0,0,0,0,18,0,3,3,15,10,3,12,12,4,60,3,15,23,134,71,60,27,14,0,345,0,0,0,9,0,0,0,0,0,21
206051129,0,4,5,49,22,16,18,13,0,121,0,0,0,5,5,5,17,24,11,70,0,7,0,16,4,5,5,0,0,39,0,10,18,87,7,10,4,5,0,140,0,0,3,8,5,4,0,0,0,23,0,0,0,18,0,0,5,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,7,126,15,11,5,0,3,163,0,3,0,62,8,14,17,21,18,141,0,0,4,21,5,0,0,0,4,27,0,0,7,12,4,0,0,0,0,25,0,0,0,3,0,0,0,0,0,6,0,0,4,19,13,6,5,0,0,53,0,0,0,0,0,0,0,5,5,4,0,0,0,7,0,4,3,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,11,0,3,6,17,0,3,3,0,0,45,0,9,12,163,74,58,25,8,0,343,0,0,0,0,6,4,0,0,0,12
206051130,0,0,4,42,16,15,13,8,0,107,0,0,6,16,14,46,71,110,44,309,0,7,9,15,8,4,5,0,0,41,0,7,8,59,24,6,9,5,0,118,0,0,0,26,11,6,8,0,0,47,0,0,0,28,0,8,3,3,0,48,0,0,0,0,3,4,0,0,0,6,0,0,0,93,24,14,7,4,6,146,0,0,3,50,11,17,35,25,16,160,0,0,3,9,0,0,0,0,0,19,0,5,0,17,5,4,0,0,0,27,0,0,0,0,3,5,9,0,0,22,0,3,4,53,20,20,13,3,0,122,0,0,0,0,3,3,8,12,0,29,0,0,0,9,3,4,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,14,6,3,6,0,3,40,0,6,21,139,115,62,39,15,5,398,0,0,0,5,12,9,5,0,0,28
206051134,0,0,4,43,10,4,9,8,4,86,0,0,0,8,3,20,19,40,14,103,0,0,3,16,5,3,3,0,0,30,3,11,80,323,15,14,20,9,6,476,0,0,0,25,3,0,0,0,0,36,0,0,0,14,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,14,185,16,8,4,3,0,230,0,0,0,59,3,12,13,13,9,104,0,0,0,31,9,0,3,0,0,48,0,0,0,26,9,0,0,0,0,36,0,0,0,4,0,4,0,0,0,5,0,0,5,44,11,9,5,6,0,78,0,0,0,0,0,0,4,0,0,8,0,0,3,11,0,4,0,11,0,38,0,0,0,0,0,0,3,0,0,3,0,0,50,74,0,0,0,0,0,125,0,4,0,11,4,0,3,3,0,28,0,5,25,230,67,41,21,11,0,404,0,0,0,0,0,0,0,0,0,4
206051511,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,7,32,0,0,0,0,0,36,0,0,9,9,0,0,0,0,0,15,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,23,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,10,27,5,4,0,0,0,52,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,6,47,12,5,0,0,0,66,0,0,0,0,0,0,0,0,0,0
206051512,0,0,0,28,17,0,10,5,0,65,0,0,4,4,4,16,17,47,29,137,0,4,8,31,6,8,8,0,0,67,0,11,11,156,15,3,9,4,0,213,0,0,19,54,6,6,5,0,0,91,0,0,5,36,10,4,5,5,0,58,0,0,0,8,0,0,0,0,0,14,0,3,4,54,10,6,0,0,0,82,0,3,4,43,7,12,10,10,8,99,0,3,3,24,11,6,0,0,0,45,0,7,0,48,13,6,0,0,0,70,0,0,0,0,0,0,3,0,0,5,0,0,16,101,16,14,14,6,3,162,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,4,4,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,4,0,0,0,6,4,6,5,3,0,31,0,0,14,150,60,42,25,17,0,305,0,0,0,3,9,0,0,0,0,14
206051513,0,0,3,45,10,6,17,3,0,91,0,0,0,6,6,13,9,24,8,67,0,0,3,28,8,0,4,0,0,41,4,15,43,234,12,10,6,4,0,326,0,0,6,22,10,0,0,0,0,33,0,0,5,42,4,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,14,275,9,6,3,0,0,314,0,0,4,67,8,10,14,3,0,111,0,0,0,29,7,0,0,0,0,37,0,0,3,25,7,3,0,0,0,33,0,0,0,4,6,0,0,0,0,10,0,5,3,59,11,9,11,0,0,97,0,0,0,4,0,0,3,0,0,4,0,0,0,15,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,47,0,0,0,13,0,7,4,3,4,29,0,0,21,254,48,39,23,5,0,393,0,0,0,4,0,0,0,0,0,10
206051514,0,0,8,55,7,7,17,8,9,114,0,0,0,8,7,13,10,13,3,55,0,0,6,30,5,3,4,0,0,52,0,25,31,270,27,8,8,3,3,379,0,0,6,34,10,4,0,0,0,58,0,0,0,37,6,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,10,231,8,11,10,5,0,280,0,3,6,62,9,10,3,11,7,106,0,0,0,29,11,13,3,0,0,49,0,0,4,46,5,0,0,0,0,57,0,0,0,7,5,0,0,0,0,9,0,0,10,83,7,9,12,0,0,125,0,0,0,0,0,0,0,0,0,12,0,0,0,18,0,6,0,0,0,24,0,0,0,5,0,0,0,0,0,8,0,0,12,23,0,0,0,0,0,37,0,0,0,25,5,0,3,4,0,43,0,6,17,213,95,56,25,8,0,424,0,0,0,4,4,4,0,0,0,19
206061135,0,0,0,9,4,6,15,18,4,57,0,0,0,5,5,10,16,48,14,98,0,9,7,20,10,10,4,3,0,67,4,3,21,161,15,3,3,0,0,212,0,0,7,13,7,5,3,0,0,36,0,0,0,19,4,0,0,0,0,26,0,0,0,4,0,0,0,0,0,5,0,0,4,29,4,6,3,4,0,49,0,0,3,11,8,5,12,11,4,54,0,0,3,18,9,7,3,0,0,36,0,0,0,17,7,0,0,0,0,23,0,0,0,0,0,0,5,0,0,12,0,0,7,38,12,9,8,9,3,87,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,16,0,0,0,6,0,3,0,0,0,17,0,6,12,66,26,29,17,7,3,164,0,0,0,0,0,0,0,0,3,3
206061136,0,0,7,44,6,8,16,6,4,90,0,0,6,17,19,51,80,255,137,555,0,0,6,39,7,3,7,0,0,68,0,4,28,181,6,17,4,3,3,248,0,0,15,49,12,4,8,0,0,81,0,0,0,22,0,0,4,0,0,35,0,0,0,3,0,0,0,0,0,11,0,0,3,204,8,5,5,3,0,230,0,0,7,62,11,10,7,8,6,105,0,0,3,28,8,8,7,0,0,56,0,0,3,29,4,0,0,0,0,39,0,0,0,3,4,6,0,0,0,12,0,0,18,96,32,22,25,0,0,195,0,0,0,0,0,3,0,0,0,4,0,0,0,19,0,0,3,0,0,28,0,0,0,0,0,0,5,0,0,4,0,0,11,18,0,0,0,0,0,24,0,0,0,16,0,9,8,4,0,40,0,4,41,404,71,53,28,4,0,607,0,0,0,8,3,0,0,0,0,17
206061138,0,0,4,9,4,4,28,20,5,75,0,0,0,4,5,13,21,14,10,68,3,19,10,31,9,20,16,6,0,118,0,12,26,98,26,22,32,23,5,246,0,3,7,8,10,8,8,0,0,50,0,0,3,28,5,3,4,4,0,49,0,0,0,3,3,0,0,0,0,4,0,0,0,18,3,4,10,3,0,41,0,0,0,10,4,10,27,23,10,92,0,5,3,14,8,3,7,5,0,48,0,0,0,8,5,4,0,0,0,21,0,0,0,0,0,3,3,0,0,12,0,4,15,55,33,37,29,12,3,184,0,0,0,0,0,3,3,5,0,12,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,10,0,0,4,5,0,5,0,0,0,6,0,0,5,11,5,0,3,4,0,30,0,8,24,77,34,40,43,25,8,260,0,0,0,0,7,3,0,0,0,12
206061515,0,0,0,31,0,4,5,4,0,45,0,0,3,13,3,6,4,3,0,34,0,0,21,49,7,4,3,0,0,89,4,7,30,227,11,3,4,0,0,288,0,0,32,67,6,0,5,0,0,113,0,3,6,64,10,6,6,0,0,99,0,0,0,0,0,0,0,0,0,5,0,0,5,169,0,0,4,3,0,187,0,0,0,58,3,3,10,4,4,89,4,5,4,52,10,4,0,0,0,79,0,0,8,44,3,0,0,0,0,52,0,0,0,10,0,0,0,0,0,12,3,0,28,143,17,11,9,3,0,216,0,0,0,0,3,3,0,0,0,6,0,0,10,15,3,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,14,0,0,0,11,0,0,9,0,0,27,0,5,33,231,25,34,18,4,3,353,0,0,0,9,0,0,5,0,0,14
206061516,0,0,6,22,9,0,6,0,5,53,0,0,0,6,9,11,19,36,26,110,0,8,6,20,3,6,4,3,0,57,3,13,14,113,12,6,9,5,0,170,0,0,8,34,9,0,6,0,0,53,0,0,0,17,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5,3,5,3,0,111,0,0,5,28,5,3,0,5,0,44,0,4,0,22,9,7,0,0,0,47,0,0,0,21,3,0,0,0,0,28,0,0,0,0,3,0,6,0,0,7,0,0,12,51,25,11,11,0,0,117,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,3,0,0,0,21,0,0,3,3,0,0,0,0,0,10,0,0,0,15,0,0,0,0,0,15,0,0,5,8,0,0,6,0,0,20,4,5,24,178,37,28,22,3,0,307,0,0,0,3,0,0,0,0,0,9
206071139,0,4,5,26,3,0,3,3,6,46,0,0,0,4,0,10,18,40,23,93,0,0,5,22,10,4,3,5,0,45,0,3,15,112,3,7,0,0,0,143,0,0,4,37,6,0,0,0,0,45,0,0,0,25,3,0,0,0,0,31,0,0,0,4,0,0,0,0,0,4,0,0,0,40,5,3,6,0,0,53,0,0,4,14,9,4,4,3,7,50,0,0,0,25,5,0,0,0,0,33,0,0,3,30,6,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,10,99,11,18,12,3,0,162,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,8,10,0,0,0,0,0,21,0,0,0,10,0,0,4,0,0,19,0,0,12,205,32,20,14,0,0,285,0,0,0,3,0,6,4,0,0,9
206071140,0,0,0,20,6,3,11,3,0,57,0,0,0,7,0,8,11,17,15,61,0,0,5,15,5,0,0,4,3,25,0,0,7,29,5,0,3,3,0,53,0,0,0,13,0,0,3,0,0,14,0,0,0,3,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,8,0,0,0,32,0,4,7,3,0,46,0,5,0,10,0,17,27,32,48,145,0,0,0,13,3,0,0,0,0,17,0,0,0,4,7,0,0,0,0,20,0,0,0,4,0,5,0,4,0,14,0,0,5,21,3,15,8,3,0,58,0,0,0,0,0,0,9,0,0,9,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,18,0,0,0,3,4,0,3,5,0,17,0,0,15,113,18,19,12,8,0,191,0,0,0,0,0,0,0,0,0,7
206071141,0,0,0,33,5,6,4,0,0,52,0,0,0,6,7,14,14,20,7,60,0,0,6,33,6,5,5,3,0,54,0,0,5,44,5,0,0,0,0,52,0,0,9,18,4,0,0,0,0,41,0,0,0,11,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,7,0,0,0,66,0,0,0,0,0,73,0,0,5,25,4,4,8,0,3,48,0,3,0,16,4,0,0,0,0,27,0,0,0,19,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,10,0,0,13,54,13,6,3,0,0,97,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,9,0,0,8,10,5,3,0,0,0,23,0,0,19,216,53,24,7,3,0,329,0,0,0,3,0,0,0,0,0,0
206071142,6,0,0,25,9,10,11,6,0,58,0,0,0,0,0,7,16,24,8,56,0,0,5,14,3,3,0,5,0,27,0,0,5,34,6,3,4,3,0,55,0,0,0,15,0,4,0,0,0,27,0,0,0,7,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,59,9,5,4,0,0,74,0,0,3,23,4,8,8,0,9,58,0,0,0,22,3,3,0,0,0,38,0,0,0,7,3,0,0,0,0,13,0,0,0,5,0,0,0,0,0,9,0,0,6,51,9,10,11,3,4,97,0,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,10,0,0,0,12,4,5,6,3,0,24,0,0,31,207,39,30,16,0,0,318,0,0,0,6,4,3,0,8,0,23
206071143,0,10,3,26,14,12,9,8,0,79,0,0,0,8,5,11,23,51,21,120,0,5,0,20,0,0,3,0,0,29,0,3,7,25,3,0,0,5,0,46,0,0,5,8,0,0,4,0,0,19,0,0,0,9,0,3,5,0,0,10,0,0,0,5,4,4,0,0,0,11,0,0,0,43,5,5,11,3,0,69,0,0,4,15,6,23,61,66,70,244,0,0,4,20,9,3,4,0,0,47,0,0,0,14,0,0,0,0,0,16,0,0,0,11,3,4,0,4,0,25,0,0,4,28,14,15,3,5,0,75,0,0,0,0,0,0,3,4,3,16,0,0,0,4,0,6,0,0,0,13,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,4,19,0,3,11,12,0,45,0,5,17,228,40,34,20,5,4,359,0,0,0,0,0,0,4,0,0,4
206071145,0,0,0,20,5,8,9,9,0,51,0,0,0,5,0,13,22,41,29,108,0,0,0,18,4,0,0,0,0,21,0,3,7,42,13,8,0,0,0,71,0,0,0,6,0,0,0,0,0,13,0,0,0,10,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,29,9,12,7,0,0,59,0,0,0,7,4,13,20,15,10,67,0,0,5,5,5,0,0,0,0,15,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,35,6,15,12,0,0,72,0,0,0,0,0,0,5,0,0,6,0,0,0,6,3,3,0,0,0,12,0,0,0,3,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,9,0,0,4,5,0,3,3,7,0,17,0,3,8,131,31,29,15,11,0,227,0,0,0,0,5,4,10,0,0,16
206071517,0,0,7,40,14,7,4,5,0,74,0,0,0,9,6,41,65,153,64,343,3,3,5,25,12,0,3,0,0,56,0,4,22,93,11,9,4,8,0,147,0,0,3,20,0,0,4,0,0,29,0,0,0,22,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,6,107,12,4,6,0,3,141,0,3,0,23,7,9,13,20,13,88,0,4,0,18,8,4,0,5,0,36,0,0,0,22,0,0,0,0,0,28,0,0,0,0,0,3,0,0,0,10,0,0,13,63,25,12,10,0,0,114,0,0,0,0,0,0,6,3,0,5,0,0,0,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,3,7,0,0,0,0,0,8,0,0,4,17,0,3,4,3,0,33,0,0,23,351,61,37,34,6,0,512,0,0,0,0,0,4,0,0,0,8
