SA2_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
212031457,4371,4424,8793,97,83,175,21,23,42,1311,1268,2583,18,19,37,19,14,32,10,5,13,3,0,8,0,5,9,5,5,5,0,0,0,1398,1334,2727,195,244,437,23,21,36,1704,1679,3387,167,150,315,6239,6252,12492
212031458,4910,4965,9875,211,230,440,63,52,113,1624,1660,3284,47,34,73,35,31,66,21,12,33,8,5,18,4,4,5,3,0,4,0,0,0,1804,1793,3599,482,544,1026,57,33,95,2555,2603,5160,291,269,565,7752,7846,15594
212031555,1094,1175,2268,116,125,244,53,60,109,2678,2862,5535,25,35,56,31,27,63,17,29,48,4,7,15,7,3,8,3,6,7,0,0,0,2822,3022,5850,388,412,805,29,33,68,3353,3602,6955,136,149,285,4581,4926,9508
212031556,477,424,900,43,41,79,106,107,213,4746,4814,9558,43,50,94,43,36,78,19,31,49,5,13,13,4,4,9,9,10,20,0,0,0,4984,5065,10048,589,675,1257,63,51,118,5675,5824,11503,249,215,469,6411,6464,12874
212031557,4975,5120,10093,463,477,937,90,91,178,3499,3568,7063,58,53,108,33,32,67,29,35,65,11,17,31,8,3,16,7,4,11,0,0,0,3734,3813,7546,785,859,1643,70,60,132,5051,5204,10256,452,449,900,10485,10770,21250
212031558,1362,1540,2908,98,104,195,69,60,135,2925,2991,5916,47,39,88,28,23,47,19,15,35,12,9,18,10,6,20,0,0,5,0,0,0,3108,3152,6259,394,469,866,34,29,65,3630,3755,7386,277,280,554,5270,5577,10842
212031559,2402,2421,4827,202,222,427,68,50,119,2247,2310,4554,43,37,76,17,16,33,37,30,68,5,9,12,10,9,13,3,0,3,0,0,0,2418,2451,4878,495,552,1045,29,24,46,3144,3249,6391,196,169,366,5742,5840,11585
212031560,3250,3273,6520,137,151,291,35,32,65,1395,1340,2733,24,36,58,16,12,29,9,5,12,4,0,10,5,7,9,3,0,6,0,0,0,1486,1431,2916,328,349,676,34,31,64,1986,1962,3950,287,287,572,5519,5521,11045
212031561,3473,3404,6880,193,186,376,63,65,127,1244,1143,2387,27,35,64,20,15,31,10,8,20,5,10,15,9,8,19,3,0,3,0,0,0,1382,1286,2664,501,553,1048,36,20,59,2110,2046,4151,395,350,744,5982,5798,11779
212031562,3662,3559,7224,225,213,432,39,47,81,1353,1133,2492,30,28,55,27,16,42,26,14,35,0,5,9,5,9,14,0,0,0,0,0,0,1486,1242,2727,537,639,1171,35,30,59,2275,2121,4392,429,399,827,6368,6078,12446
212041309,3831,3978,7810,140,141,280,20,21,41,866,844,1718,16,12,32,11,9,19,11,6,13,4,5,4,4,7,15,0,5,3,0,0,0,931,917,1852,282,253,536,29,10,42,1381,1325,2708,231,259,484,5443,5563,11005
212041310,3061,3130,6196,225,199,423,44,34,83,1447,1354,2795,33,27,58,20,21,40,23,28,53,12,6,18,10,7,17,4,7,14,0,0,0,1592,1485,3082,1256,999,2256,49,28,71,3118,2708,5831,321,278,602,6502,6121,12621
212041312,6622,6718,13342,516,507,1019,61,36,96,1975,1786,3756,27,17,50,27,24,45,30,24,53,12,9,22,6,0,11,3,9,15,0,0,0,2134,1900,4035,682,700,1379,66,31,101,3390,3143,6537,672,657,1328,10686,10518,21207
212041313,3587,3710,7300,147,181,329,11,21,27,902,886,1794,17,19,34,8,13,21,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,947,945,1890,83,91,169,11,10,22,1185,1231,2416,151,155,306,4923,5096,10021
212041316,2313,2422,4744,66,42,106,19,28,45,691,630,1322,13,11,26,12,13,21,9,6,18,4,4,9,0,0,4,0,0,3,0,0,0,758,691,1447,213,174,387,8,9,17,1049,910,1958,183,155,341,3549,3494,7043
212041317,5642,5674,11317,821,818,1640,59,31,85,1803,1508,3311,54,39,94,25,18,44,18,20,37,7,3,10,8,8,15,10,8,16,0,0,0,1977,1631,3605,1649,1504,3157,106,73,176,4551,4023,8571,624,554,1175,10811,10251,21066
212041318,3941,4120,8058,237,223,464,19,17,41,931,825,1759,11,6,16,6,7,9,5,12,19,3,0,3,0,0,0,4,0,9,0,0,0,977,875,1847,543,551,1091,34,37,66,1787,1686,3466,266,222,481,5989,6028,12010
212041459,2796,2889,5685,235,222,455,35,28,64,1535,1271,2814,21,19,43,12,18,26,20,20,33,3,3,6,5,4,14,0,0,0,0,0,0,1629,1367,2998,884,907,1795,53,39,87,2807,2530,5332,426,378,804,6032,5797,11831
212041460,4918,5146,10068,438,468,907,61,49,104,1912,1716,3632,26,24,47,17,20,44,28,23,54,4,6,13,0,5,3,9,7,11,0,0,0,2063,1841,3901,1163,1240,2405,66,62,127,3730,3613,7342,513,494,1004,9164,9250,18417
212041563,4256,4133,8393,923,713,1629,120,84,201,2248,1842,4087,49,43,86,59,40,103,42,30,73,5,12,13,9,10,21,0,4,3,0,0,0,2534,2060,4598,1500,1629,3137,80,61,143,5033,4470,9502,1237,920,2159,10529,9522,20052
212041564,2419,2325,4747,312,267,579,24,17,43,888,740,1627,15,3,21,28,7,32,24,11,33,0,3,9,0,0,0,0,0,3,0,0,0,984,790,1774,450,475,920,37,15,60,1779,1554,3335,321,253,568,4522,4132,8654
212041565,4857,5055,9909,202,216,420,17,28,45,1211,1083,2291,24,16,44,11,5,14,7,10,16,3,0,7,3,0,3,0,0,0,0,0,0,1269,1145,2421,451,431,884,32,23,50,1957,1815,3766,304,331,636,7111,7196,14314
212041566,3813,3916,7733,384,386,770,38,39,81,1957,1962,3921,17,20,34,12,5,19,16,18,36,3,0,3,0,0,4,7,4,13,0,0,0,2053,2057,4110,491,509,1000,42,42,85,2971,2993,5969,150,152,305,6934,7067,14004
212051319,4658,5017,9672,351,362,713,110,78,182,2533,2541,5076,75,71,140,45,36,80,21,31,45,19,13,28,9,5,8,5,6,14,0,0,0,2807,2772,5580,853,711,1566,63,49,117,4072,3896,7970,409,383,791,9138,9297,18433
212051321,6103,6478,12581,457,447,905,66,62,127,1938,2022,3962,41,50,92,46,35,79,33,52,87,16,14,28,9,3,7,13,11,28,0,0,0,2166,2253,4415,1142,1077,2218,33,21,52,3798,3792,7592,320,311,629,10226,10575,20803
212051322,4958,5265,10222,476,457,938,91,79,167,2269,2179,4454,52,55,109,46,48,95,56,66,121,13,7,18,11,4,24,15,13,26,0,0,0,2555,2457,5017,1537,1529,3072,41,28,68,4610,4478,9088,454,462,915,10020,10202,20226
212051323,4243,4555,8794,314,353,663,46,44,97,1754,1737,3495,35,39,76,32,27,60,32,26,55,12,17,29,7,6,17,4,7,9,0,0,0,1920,1913,3829,823,789,1614,22,18,46,3080,3075,6151,223,254,478,7546,7880,15423
212051324,5069,5511,10578,389,423,814,72,64,138,2115,2033,4146,51,40,93,44,44,90,40,39,76,18,17,37,6,8,9,13,12,25,0,0,0,2361,2247,4607,830,812,1641,57,55,116,3642,3540,7176,338,273,610,9044,9320,18365
212051325,5880,6103,11981,402,382,789,53,45,93,1989,1853,3842,32,38,75,24,21,47,10,9,18,11,4,15,3,0,6,14,13,26,0,0,0,2128,1992,4123,597,559,1157,49,35,94,3175,2977,6154,365,301,665,9423,9377,18799
212051326,5709,6137,11845,468,493,961,91,92,187,2674,2598,5273,55,62,115,36,34,71,36,38,74,19,18,42,9,14,21,15,16,33,0,0,0,2947,2867,5814,1086,989,2075,62,52,117,4566,4398,8967,426,410,839,10703,10949,21648
212051327,6387,6861,13249,393,441,836,53,45,100,1839,1858,3692,24,28,56,17,19,39,19,7,24,4,6,11,7,4,11,8,9,19,0,0,0,1962,1984,3943,486,472,965,36,23,53,2880,2918,5804,414,513,926,9684,10294,19975
212051567,907,930,1840,162,134,294,73,86,159,1306,1193,2498,63,78,137,31,35,70,36,34,75,45,56,104,27,27,54,15,19,35,0,0,0,1598,1529,3129,1789,1469,3257,37,47,87,3590,3181,6767,571,386,959,5069,4498,9560
212051568,1878,1970,3844,199,157,356,65,65,126,1348,1185,2534,51,49,104,34,34,65,28,27,48,13,12,26,15,11,26,0,6,8,0,0,0,1545,1397,2945,2028,1408,3433,63,41,112,3839,2999,6836,444,381,820,6162,5342,11505
213011328,1795,1756,3553,161,139,298,30,25,58,906,770,1678,14,15,28,14,9,24,10,9,24,10,3,11,4,0,7,0,3,5,0,0,0,992,835,1826,372,311,687,29,15,43,1560,1300,2865,357,268,627,3709,3327,7033
213011329,3426,3584,7005,141,146,288,15,15,30,689,730,1413,5,17,20,14,11,24,4,3,14,3,0,0,0,6,4,3,0,3,0,0,0,728,780,1505,197,214,407,20,11,36,1086,1143,2231,159,143,300,4669,4865,9537
213011331,2592,2780,5373,65,60,123,9,12,27,704,656,1356,6,9,11,0,6,6,4,3,12,0,0,0,9,3,9,3,5,6,0,0,0,734,683,1420,143,161,303,18,20,39,958,928,1888,189,183,372,3740,3895,7642
213011332,4365,4586,8958,147,161,311,18,22,38,989,1020,2012,6,13,21,4,0,4,9,14,20,0,0,0,12,3,13,0,0,4,0,0,0,1044,1070,2112,204,193,396,18,23,45,1414,1450,2863,329,273,601,6105,6315,12419
213011333,4354,4477,8829,191,180,371,25,29,50,1139,1158,2299,22,12,37,8,3,8,8,7,12,0,3,3,0,0,0,5,3,8,0,0,0,1203,1222,2426,348,297,648,52,37,90,1795,1739,3531,416,373,788,6562,6590,13146
213011334,5240,5462,10698,534,465,998,51,48,103,1643,1549,3191,37,46,81,17,17,35,17,5,26,9,8,13,3,3,8,5,5,6,0,0,0,1782,1688,3468,1160,1115,2274,70,50,123,3552,3309,6860,952,836,1786,9738,9609,19345
213011335,4724,4908,9632,317,272,589,33,34,65,1372,1277,2648,31,29,58,17,15,34,15,11,30,5,14,15,5,5,11,7,0,5,0,0,0,1487,1379,2868,834,809,1649,81,84,161,2723,2546,5270,839,814,1650,8287,8267,16551
213011336,2298,2315,4610,193,176,372,27,30,57,1016,912,1928,22,18,33,8,9,21,15,24,38,3,4,5,3,4,10,8,3,11,0,0,0,1100,1003,2099,630,494,1119,35,43,79,1960,1708,3671,326,254,578,4581,4276,8856
213011337,3310,3534,6847,294,306,605,24,12,35,1058,1013,2071,18,21,42,13,16,27,10,15,28,0,5,4,7,3,6,0,0,0,0,0,0,1139,1085,2218,436,372,815,50,35,92,1920,1802,3724,391,389,778,5631,5724,11350
213011338,5537,5711,11244,473,458,931,46,44,94,1457,1298,2760,36,37,74,16,13,32,12,13,28,11,9,21,4,0,7,0,0,0,0,0,0,1596,1419,3010,616,519,1137,50,33,81,2727,2426,5161,594,530,1121,8853,8668,17526
213011339,3355,3449,6804,196,202,397,24,20,38,1114,1192,2309,28,17,47,20,9,27,7,3,12,0,0,3,3,0,9,3,4,9,0,0,0,1193,1253,2451,388,408,796,22,21,48,1798,1885,3683,294,291,589,5451,5630,11082
213011340,6411,6458,12867,168,172,336,22,31,54,994,1034,2031,12,23,34,11,11,18,11,7,13,0,3,3,5,8,12,3,3,8,0,0,0,1068,1114,2176,143,178,319,28,20,42,1405,1481,2882,254,265,521,8068,8200,16268
213011569,4975,5134,10108,348,311,661,48,34,79,1638,1478,3113,22,20,40,25,25,47,13,19,30,9,11,19,0,0,8,5,6,16,0,0,0,1762,1594,3353,690,699,1391,37,38,73,2837,2641,5477,640,579,1221,8452,8358,16805
213011570,2676,2699,5376,115,122,237,23,24,44,699,664,1359,16,14,33,19,15,28,8,5,9,3,6,3,3,5,12,4,3,3,0,0,0,771,723,1494,215,230,447,28,30,60,1129,1109,2238,174,156,331,3988,3961,7945
213021341,3447,3778,7232,458,529,985,63,55,112,1381,1508,2890,65,87,151,14,13,30,30,36,63,3,7,13,5,8,11,11,11,21,0,0,0,1565,1725,3286,267,318,582,32,33,67,2315,2612,4927,303,321,618,6065,6707,12774
213021342,5667,6016,11678,445,471,918,36,45,81,1350,1545,2895,32,52,83,15,17,28,19,13,36,10,15,22,11,14,27,10,6,19,0,0,0,1482,1709,3184,275,309,583,59,64,126,2256,2550,4805,448,444,889,8365,9011,17376
213021343,3602,3962,7567,499,460,960,72,50,121,1555,1688,3248,44,41,79,28,18,44,40,31,71,8,11,19,15,14,30,4,3,10,0,0,0,1756,1865,3618,321,294,616,47,43,89,2625,2663,5282,469,461,925,6692,7081,13774
213021344,4783,5055,9832,567,575,1137,97,113,209,1950,2107,4059,66,74,138,32,27,59,53,60,120,9,15,28,12,12,23,26,21,48,0,0,0,2260,2429,4684,424,420,843,53,46,103,3297,3471,6771,340,345,685,8419,8867,17287
213021345,1523,1581,3105,40,52,98,17,23,45,377,383,759,6,10,13,6,9,15,13,11,24,0,3,11,0,4,6,0,0,8,0,0,0,434,440,877,162,181,343,3,3,6,640,686,1330,104,92,205,2275,2361,4632
213021346,4502,4568,9070,736,733,1469,91,105,198,1504,1625,3136,45,62,112,6,7,20,28,18,51,17,8,25,6,5,14,18,17,30,0,0,0,1723,1855,3584,219,287,509,34,32,66,2725,2901,5624,259,316,578,7487,7789,15273
213031347,4328,4724,9052,452,457,913,100,83,183,2196,2132,4331,66,54,117,34,27,59,30,41,68,16,7,21,15,18,31,6,16,27,0,0,0,2465,2371,4835,1096,780,1880,79,64,144,4090,3681,7774,630,558,1183,9048,8962,18009
213031348,3060,2939,5998,426,445,867,160,170,330,2567,2463,5022,124,106,233,36,40,80,57,45,101,22,29,49,20,14,38,23,27,49,0,0,0,3005,2902,5905,1033,979,2012,127,100,232,4593,4422,9011,722,592,1321,8377,7955,16331
213031349,2966,3063,6022,293,246,542,85,69,155,1645,1672,3318,71,63,128,31,47,87,40,40,74,13,11,19,18,10,27,14,23,39,0,0,0,1916,1937,3852,481,498,982,57,43,97,2751,2719,5467,227,225,453,5939,6003,11942
213031350,2270,2305,4577,216,208,429,51,72,128,1198,1209,2401,28,34,63,11,11,19,28,24,49,11,15,27,11,4,16,9,12,25,0,0,0,1341,1381,2725,258,246,503,24,27,55,1843,1868,3711,158,144,303,4267,4321,8590
213031351,2741,2822,5563,259,255,511,81,69,149,1466,1489,2954,39,53,94,27,21,52,25,18,45,9,10,15,9,8,10,12,16,26,0,0,0,1665,1680,3341,459,348,805,54,51,103,2434,2331,4765,387,253,642,5561,5398,10968
213031352,3961,4258,8213,424,473,902,104,118,227,1677,1790,3470,69,74,141,26,25,51,32,43,77,9,15,29,10,9,16,17,20,45,0,0,0,1950,2096,4049,320,328,651,42,45,91,2744,2947,5687,270,256,525,6970,7462,14427
213041353,6076,6239,12317,1406,1561,2970,75,86,158,2755,2954,5705,38,51,85,25,29,51,28,29,54,11,13,22,13,14,28,5,5,14,0,0,0,2949,3180,6124,228,253,479,63,62,127,4639,5069,9704,506,542,1051,11216,11852,23068
213041358,4798,4995,9796,658,786,1443,150,150,302,2595,2750,5347,69,85,161,34,33,68,20,14,34,22,24,47,10,6,16,7,4,11,0,0,0,2908,3072,5980,334,410,739,74,82,154,3969,4343,8318,664,658,1320,9431,9999,19427
213041359,762,646,1414,84,84,168,152,145,301,4465,4429,8894,48,41,90,40,43,86,39,38,76,10,5,21,25,25,57,13,15,27,0,0,0,4794,4752,9552,641,741,1374,52,43,94,5568,5621,11187,2313,751,3062,8640,7021,15658
213041360,6557,6702,13255,221,226,444,37,44,82,1613,1662,3275,29,33,55,11,11,22,13,11,26,10,7,18,4,6,11,0,4,8,0,0,0,1713,1779,3492,280,301,576,23,6,27,2231,2309,4544,300,293,593,9085,9307,18391
213041461,1629,1787,3421,37,40,68,16,4,18,654,647,1306,3,9,10,10,7,12,16,9,27,0,4,5,0,0,0,6,5,10,0,0,0,706,679,1383,123,132,260,8,8,18,872,857,1732,153,146,295,2659,2784,5446
213041462,1949,2000,3952,49,55,110,23,22,46,519,548,1063,4,3,8,15,15,29,6,0,6,0,0,0,3,5,5,3,3,9,0,0,0,571,596,1170,233,271,505,20,16,36,878,939,1819,80,67,150,2908,3017,5920
213041463,6075,6196,12275,492,494,990,55,51,100,1728,1822,3546,42,38,81,28,18,44,34,31,65,7,3,11,10,12,22,0,8,7,0,0,0,1903,1975,3879,538,609,1152,25,37,61,2962,3116,6076,404,382,788,9444,9695,19134
213041571,2480,2538,5024,144,152,299,69,52,116,1212,1296,2505,28,27,53,10,10,16,17,15,33,15,15,35,0,6,6,8,0,11,0,0,0,1358,1426,2784,169,200,375,37,38,72,1708,1817,3525,215,228,450,4407,4587,8995
213041572,396,385,785,48,48,94,96,87,181,2051,2000,4046,34,23,50,21,22,41,16,18,35,8,8,21,19,20,37,3,9,10,0,0,0,2248,2172,4422,347,432,782,27,21,46,2666,2676,5345,210,208,421,3283,3266,6554
213041573,827,858,1679,58,71,126,15,11,28,364,388,757,3,4,7,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,0,0,0,394,412,803,21,14,35,6,5,7,472,501,973,40,33,70,1331,1385,2724
213041574,1563,1557,3121,136,142,286,44,49,90,2143,2288,4435,21,15,33,18,22,39,10,6,9,3,3,11,4,0,7,4,8,12,0,0,0,2242,2387,4634,285,281,565,21,20,40,2693,2831,5523,164,179,344,4424,4568,8990
213041575,5447,5537,10982,236,259,498,43,43,90,1380,1405,2782,23,20,41,7,4,9,15,12,30,0,0,0,4,0,4,0,5,4,0,0,0,1475,1488,2959,173,153,327,30,24,50,1912,1928,3840,262,238,504,7625,7702,15327
213041576,3292,3319,6610,182,207,393,33,39,72,1268,1388,2651,27,23,47,17,10,27,13,14,22,8,3,9,0,4,8,5,0,4,0,0,0,1368,1477,2845,116,140,254,39,32,69,1704,1859,3565,314,307,620,5304,5483,10795
213041577,2058,2055,4114,141,135,269,36,30,69,889,891,1779,22,30,59,8,5,6,4,3,10,5,3,9,3,4,5,0,0,5,0,0,0,968,968,1936,115,137,245,21,24,43,1236,1256,2496,390,382,775,3686,3700,7380
213041578,2872,2845,5717,405,440,842,170,174,349,2427,2668,5096,67,66,130,28,43,73,31,25,56,24,17,46,11,5,17,13,13,22,0,0,0,2770,3019,5789,493,497,994,73,40,112,3742,3996,7740,730,823,1552,7337,7672,15013
213051361,5663,5733,11398,305,292,597,61,64,125,1574,1514,3092,32,33,66,24,16,40,25,26,55,3,0,5,13,17,33,4,4,7,0,0,0,1741,1680,3417,442,487,934,58,49,112,2550,2506,5051,470,435,902,8678,8671,17350
213051362,5325,5371,10702,407,429,842,95,83,181,1562,1493,3051,40,54,97,10,20,34,31,31,62,6,16,25,8,9,14,9,4,15,0,0,0,1757,1708,3465,748,694,1438,65,32,98,2983,2869,5846,587,534,1125,8899,8780,17670
213051363,2087,1970,4052,241,206,452,90,54,142,1461,1409,2872,55,52,112,24,21,45,46,34,82,8,14,19,14,10,29,9,6,17,0,0,0,1709,1602,3315,997,863,1863,62,41,95,3010,2714,5727,426,317,740,5520,4995,10519
213051368,3298,3378,6678,366,443,812,114,110,219,2555,2670,5224,61,71,127,39,52,86,40,32,75,11,10,27,16,9,27,17,4,18,0,0,0,2856,2962,5818,664,676,1339,57,47,101,3943,4124,8067,507,495,1002,7748,8001,15749
213051464,3159,3085,6241,595,596,1188,265,254,517,2709,2740,5452,123,124,247,72,62,138,94,78,166,21,41,62,30,28,58,21,22,44,0,0,0,3340,3352,6694,1219,1249,2467,63,51,116,5213,5246,10463,464,402,864,8837,8728,17566
213051466,3622,3618,7239,537,556,1095,189,197,380,2320,2261,4585,94,100,197,67,64,123,74,70,146,15,16,35,11,4,18,10,19,36,0,3,3,2788,2728,5520,1304,1376,2686,42,38,75,4675,4704,9378,306,281,590,8607,8608,17210
213051467,4980,5301,10283,432,443,873,77,75,153,1707,1785,3488,54,53,108,23,27,51,37,39,79,13,16,27,13,6,17,13,14,25,0,0,0,1940,2013,3953,597,653,1249,59,52,107,3023,3154,6180,637,654,1298,8646,9115,17760
213051468,3568,3512,7084,441,479,924,174,174,351,4125,4271,8395,88,103,193,32,43,71,61,61,123,28,33,60,17,14,35,9,16,25,0,0,0,4536,4718,9256,769,877,1649,92,82,173,5845,6159,12004,585,582,1167,9997,10257,20249
213051579,1715,1737,3450,235,236,471,152,139,288,1597,1565,3167,32,45,79,26,34,62,34,49,84,7,10,17,20,14,32,5,0,9,0,0,0,1876,1861,3738,623,698,1321,35,22,54,2763,2811,5578,212,207,422,4691,4752,9446
213051580,4168,4215,8383,219,228,449,77,80,161,1247,1207,2448,80,57,131,34,28,62,29,24,52,10,6,16,20,20,38,5,13,21,0,0,0,1507,1425,2930,444,519,959,32,15,50,2199,2190,4388,277,260,537,6645,6661,13311
213051581,2306,2360,4666,153,130,284,64,85,148,1068,1010,2075,50,55,101,29,39,65,23,25,44,0,5,4,8,15,23,9,4,16,0,0,0,1248,1231,2475,486,507,997,38,39,77,1921,1911,3834,159,155,315,4389,4426,8814
213051582,290,306,600,24,21,47,189,166,353,2626,2497,5120,51,50,106,60,53,111,46,36,87,12,13,25,13,18,34,20,15,33,0,0,0,3018,2853,5874,824,799,1619,37,28,66,3907,3701,7604,273,257,530,4467,4265,8737
213051583,6263,6237,12503,721,711,1436,193,187,379,2735,2511,5244,106,95,198,61,73,136,73,60,133,21,17,43,19,11,30,16,16,31,0,0,0,3213,2973,6185,1897,1802,3698,66,63,134,5905,5549,11447,792,706,1499,12956,12488,25447
213051584,165,132,296,12,11,21,111,95,208,1913,1754,3663,57,45,107,32,16,46,31,31,65,5,11,15,17,12,24,0,0,6,0,0,0,2177,1963,4142,679,607,1286,28,24,51,2894,2603,5500,226,199,430,3287,2939,6227
213051585,2606,2736,5341,168,166,333,63,61,128,1232,1266,2504,24,21,45,36,27,64,23,22,47,13,6,24,13,9,11,6,4,17,0,0,0,1410,1427,2834,504,510,1018,23,22,47,2111,2129,4238,262,287,548,4979,5151,10124
213051586,179,137,311,10,12,25,113,96,208,2364,2228,4595,38,49,79,38,33,64,26,26,59,15,9,20,15,22,42,8,7,14,0,0,0,2620,2466,5079,723,612,1333,46,36,83,3402,3128,6527,1242,195,1434,4824,3454,8277
213051587,1704,1637,3340,135,132,271,69,74,142,1428,1239,2666,47,38,85,23,30,54,27,38,63,4,4,8,5,4,14,0,10,12,0,0,0,1610,1432,3048,705,631,1336,32,29,62,2484,2234,4716,207,174,379,4396,4037,8431
213051588,4185,4239,8426,520,494,1015,97,108,205,1759,1610,3370,66,57,126,40,38,77,38,29,67,23,17,33,20,17,29,13,14,22,0,0,0,2048,1879,3927,1226,1100,2324,60,28,85,3853,3502,7358,609,555,1166,8650,8291,16941
213051589,975,959,1934,144,153,297,121,124,245,1803,1924,3728,34,39,72,32,39,68,15,19,36,13,12,25,11,7,17,9,9,12,0,0,0,2041,2169,4205,435,476,906,40,39,79,2652,2835,5491,302,287,589,3930,4083,8013
213051590,3641,3689,7323,231,225,454,60,65,124,1456,1475,2931,27,41,69,16,12,29,17,17,39,7,13,22,3,0,5,4,5,11,0,0,0,1591,1633,3223,385,419,805,44,38,75,2247,2317,4560,295,293,588,6188,6292,12478
214011370,5662,5934,11600,622,674,1299,37,52,89,2668,2830,5496,49,52,101,18,12,29,22,17,45,14,16,28,7,9,19,0,4,9,0,0,0,2816,2989,5803,235,278,512,107,120,226,3785,4064,7849,492,528,1028,9942,10529,20467
214011371,5326,5673,10997,712,769,1491,82,95,176,3116,3405,6523,74,81,156,8,24,37,39,41,78,17,23,38,4,3,9,8,8,16,0,0,0,3347,3679,7026,376,453,837,94,87,179,4536,4991,9530,918,852,1774,10777,11525,22302
214011372,4927,5051,9976,457,513,970,65,41,111,2365,2431,4794,31,55,82,10,10,17,22,26,44,17,13,29,5,5,7,4,0,4,0,0,0,2512,2581,5094,211,215,424,111,83,188,3283,3394,6673,810,779,1587,9018,9225,18247
214011373,5345,5707,11056,399,458,852,46,50,98,2163,2310,4474,35,33,62,6,9,15,25,18,38,3,9,9,4,6,17,4,8,13,0,0,0,2284,2439,4722,144,188,340,56,80,129,2881,3168,6045,351,389,739,8580,9259,17843
214011374,7172,7387,14555,784,914,1700,34,31,63,2646,2896,5542,73,69,143,11,8,21,11,20,33,11,10,21,6,0,6,7,9,12,0,0,0,2792,3047,5831,113,145,261,68,71,145,3756,4179,7937,445,425,866,11367,11994,23362
214011375,4553,4630,9181,412,448,859,52,59,102,2021,2147,4165,34,34,69,11,8,15,19,20,41,5,3,12,14,14,30,7,5,17,0,0,0,2158,2288,4453,149,208,357,72,69,132,2794,3012,5808,506,545,1053,7861,8183,16039
214011376,3870,3920,7792,316,298,617,35,35,72,1503,1600,3108,13,22,39,9,3,12,11,13,21,0,8,9,3,8,9,10,10,15,0,0,0,1595,1700,3289,127,130,258,27,21,48,2065,2151,4215,214,202,415,6152,6268,12418
214021377,3161,3285,6440,463,488,953,32,38,73,1874,2046,3913,41,53,96,3,5,9,15,11,31,7,11,17,4,6,15,0,3,6,0,0,0,1982,2173,4154,97,121,215,37,23,57,2580,2809,5385,479,507,981,6216,6597,12813
214021378,1775,1795,3569,122,111,227,18,22,38,659,653,1308,13,10,23,0,7,8,7,3,9,0,6,3,0,0,0,3,0,6,0,0,0,708,699,1406,53,50,100,7,7,16,884,860,1742,237,241,480,2896,2895,5792
214021379,5859,6230,12087,1173,1253,2421,285,186,474,2316,2544,4863,329,159,488,43,24,72,152,89,242,34,21,53,40,27,66,23,18,42,0,0,0,3228,3068,6298,94,132,231,66,58,129,4559,4516,9080,760,751,1512,11179,11499,22680
