SA2_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
201011001,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,0,0,7,0,15,0,0,0,0,0,10,0,8,0,9,0,28,0,4,0,13,0,17,0,8,3,11,0,61,6,13,0,28,0,30,0,3,8,9,0,102,8,7,0,45,6,40,0,8,0,7,0,124,9,10,3,52,3,25,5,14,0,4,0,125,50,22,0,150,10,69,3,7,3,13,0,343,93,20,6,139,16,26,7,4,0,7,0,325,82,15,0,154,18,30,0,4,0,6,0,320,86,10,4,79,15,4,5,0,0,0,0,209,183,9,3,143,13,38,0,8
201011002,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,4,0,6,0,3,0,0,0,9,0,4,0,9,0,28,0,6,0,11,0,18,0,13,0,7,0,54,0,3,0,13,0,11,0,8,0,6,0,43,3,3,0,13,6,14,0,7,3,0,0,49,16,12,0,50,4,24,0,4,0,10,0,114,36,6,0,56,18,17,0,3,0,3,0,134,33,3,0,52,5,20,4,0,0,0,0,128,29,0,0,41,3,3,4,0,0,0,0,85,151,15,0,153,20,39,3,6
201011005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,15,0,0,0,3,0,7,0,0,0,6,0,21,4,3,0,8,0,8,0,7,0,5,0,32,0,6,0,10,0,13,0,4,0,5,0,37,0,9,0,16,0,12,0,7,0,0,0,43,27,11,0,46,7,33,4,9,0,8,0,134,28,3,4,73,6,15,3,0,0,3,0,139,28,0,0,72,12,9,0,0,0,0,0,124,47,5,0,24,5,8,0,4,0,0,0,89,107,5,5,70,10,19,3,3
201011006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,0,3,0,18,0,3,0,0,0,8,0,6,0,9,0,26,0,4,0,4,0,15,0,11,4,11,0,53,3,4,0,31,9,15,3,13,4,13,0,90,0,3,0,27,10,27,0,8,0,13,0,87,7,3,3,64,5,35,0,4,0,8,0,136,51,11,5,97,7,40,5,15,0,9,0,239,33,16,6,70,17,14,9,4,0,0,0,175,34,3,0,52,8,14,5,0,0,4,0,123,31,0,0,11,5,4,0,4,0,0,0,59,34,4,0,35,11,8,4,0
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,5,0,4,0,21,0,0,0,12,0,7,0,0,0,4,0,29,4,7,0,9,0,3,0,0,0,5,0,29,3,0,0,22,0,6,0,0,0,0,0,36,14,5,0,61,3,22,0,5,0,9,0,113,22,7,3,45,4,9,0,0,0,3,0,97,24,0,0,31,5,12,0,0,0,0,0,77,26,0,0,16,3,0,3,0,0,6,0,44,59,4,0,36,3,4,0,0
201011008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,3,0,4,0,22,0,33,0,0,0,0,0,5,0,10,3,17,0,39,0,3,0,9,0,32,0,10,0,19,0,77,0,5,0,33,4,41,4,12,0,24,0,123,3,10,0,43,4,31,4,8,6,12,0,117,13,8,0,51,7,21,0,10,0,8,0,122,36,14,4,97,8,38,12,10,5,10,0,224,43,7,0,73,12,17,0,3,0,8,0,165,43,4,0,53,16,16,4,0,0,0,0,134,30,3,3,30,4,4,0,0,0,0,0,78,47,0,0,47,6,8,0,0
201011481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,7,0,0,0,5,3,8,0,25,0,6,0,3,0,16,0,9,3,25,0,59,3,8,0,22,0,15,3,7,0,6,0,66,3,6,0,12,0,18,0,8,0,4,0,59,6,3,0,16,3,17,0,7,0,3,0,60,18,4,0,50,7,20,0,8,0,4,0,114,32,7,0,48,10,4,0,3,0,0,0,109,24,0,3,27,4,4,0,0,0,8,0,75,24,0,0,24,3,0,4,0,0,0,0,49,34,6,4,36,3,18,0,0
201011482,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,5,0,6,0,7,0,16,0,0,0,0,0,4,0,6,0,7,0,24,5,3,0,4,0,11,0,6,0,9,0,42,3,6,0,12,0,17,0,6,3,8,0,72,9,8,0,29,3,25,0,8,0,7,0,89,4,10,4,37,3,24,0,4,4,5,0,93,28,16,0,106,13,37,3,14,0,13,0,230,51,17,3,126,22,20,4,5,0,0,0,242,58,10,0,122,13,25,8,0,0,0,0,236,44,8,0,64,7,14,4,0,4,4,0,147,157,9,3,161,34,34,0,7
201011483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,3,0,14,0,17,0,0,0,0,0,0,0,7,3,13,0,23,4,8,0,8,0,13,0,3,0,10,0,38,0,4,0,21,0,19,4,12,3,9,0,75,0,6,0,28,3,18,0,6,0,7,0,67,7,8,0,33,10,25,3,3,0,4,0,86,31,12,0,81,11,33,6,4,0,10,0,180,39,12,0,90,8,13,0,0,0,3,0,172,47,4,0,64,10,9,4,3,0,0,0,148,38,0,0,24,0,0,0,0,0,3,0,70,62,6,0,51,13,16,0,0
201011484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,4,0,7,0,11,0,16,0,5,0,4,0,9,0,13,0,8,0,45,0,3,0,0,0,19,0,12,6,19,3,66,0,11,0,22,3,38,9,21,3,16,0,124,5,7,0,34,8,22,0,7,3,16,0,98,5,5,0,35,3,20,0,3,0,9,0,85,31,7,0,62,10,31,0,7,6,17,0,169,31,6,3,44,4,8,0,0,0,5,0,103,19,3,0,32,0,4,3,0,0,4,0,71,17,0,0,8,4,3,0,0,0,0,0,38,20,3,0,23,0,0,0,0
