SA2_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
206031502,0,12,14,7,10,14,4,63,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,36,45,33,41,31,9,216,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,11,14,37,45,30,47,34,16,227,4,14,18,3,9,3,10,61,0,0,0,0,0,0,0,0,23,59,59,35,56,36,22,289
206041117,13,8,9,14,16,21,3,93,3,0,0,0,0,0,0,6,0,0,0,0,5,0,0,5,24,27,25,22,29,33,9,164,0,0,0,0,0,0,0,0,7,3,6,3,0,0,0,25,7,8,7,3,0,0,0,26,29,34,30,21,32,39,12,191,29,32,26,14,18,26,11,158,3,9,0,0,0,0,0,13,62,73,57,32,52,65,24,363
206041118,3,6,0,3,3,8,6,33,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,22,28,3,13,15,21,11,109,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,4,0,4,0,0,5,3,0,13,20,28,8,15,17,16,14,119,18,15,6,7,11,10,17,87,0,0,0,0,0,0,0,0,37,44,14,19,29,30,27,206
206041119,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,12,4,4,4,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,12,7,4,4,5,52,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,17,9,9,8,4,5,64
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,10,20,5,8,9,10,0,65,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,29,52,27,22,41,14,18,199,0,3,0,0,0,0,0,4,0,3,0,0,0,3,0,14,0,6,0,0,0,3,3,18,33,61,27,20,39,21,21,220,22,25,16,12,11,13,5,98,0,0,0,0,0,0,0,0,53,85,44,29,49,36,17,324
206041124,3,13,3,3,5,0,0,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,18,6,11,14,8,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,6,11,14,8,6,76,4,5,0,4,9,6,5,37,0,0,0,0,0,0,0,0,15,26,12,16,25,17,10,114
206041125,4,3,0,3,5,3,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,15,12,12,5,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,15,12,12,5,6,68,11,5,6,4,9,3,0,36,0,0,0,0,0,0,0,0,19,24,18,15,16,15,11,111
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,0,8,0,0,3,0,7,19,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,4,17,9,3,11,8,9,64,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,13,6,23,9,8,11,16,9,74,4,0,0,0,6,4,6,25,0,0,0,0,0,0,0,0,16,17,9,11,21,18,12,104
206041504,11,5,4,5,9,4,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,12,13,18,8,9,94,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,12,12,16,18,9,9,96,17,12,5,19,6,35,17,100,0,0,0,0,0,0,0,0,34,24,12,30,18,39,33,198
206041505,3,10,3,0,4,0,7,28,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,12,16,10,7,14,9,8,84,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,4,6,22,10,7,20,9,8,86,5,5,7,3,13,11,9,56,0,0,0,0,0,0,0,5,17,29,20,15,27,23,23,150
206041506,18,25,21,16,27,14,8,140,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,8,31,65,67,48,63,32,11,316,0,4,3,0,0,0,0,9,7,5,3,0,8,8,0,31,7,8,5,0,8,8,0,32,35,75,66,55,70,40,9,352,41,59,14,24,32,8,17,191,8,6,0,3,0,0,0,14,80,133,84,74,102,52,31,557
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,0,9,6,0,0,0,3,18,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,17,7,7,9,9,5,66,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,10,16,23,10,7,6,9,5,74,5,9,0,4,3,0,0,33,0,0,0,0,0,0,0,0,15,30,14,9,12,14,10,114
206041509,8,11,7,4,9,3,3,46,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,19,30,17,19,26,24,13,146,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,26,29,17,19,26,22,11,152,13,17,13,4,19,12,20,97,0,0,0,0,0,0,0,3,46,47,27,21,41,33,27,250
206041510,0,5,3,5,5,6,4,31,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,9,16,9,21,12,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,7,7,12,16,9,21,13,6,88,6,4,0,0,11,8,0,33,0,0,0,0,0,0,0,0,15,16,19,11,33,15,6,121
206051128,7,18,16,11,19,12,4,86,0,0,6,3,3,3,4,18,0,0,0,6,0,3,0,6,23,52,52,39,63,44,22,295,0,0,0,4,0,0,0,9,0,5,0,3,3,0,3,12,0,7,0,3,4,0,3,22,23,55,51,43,61,42,24,312,7,14,12,10,22,13,8,85,0,0,0,0,0,0,0,0,39,65,62,51,86,59,34,395
206051129,17,35,18,12,13,9,3,104,9,6,0,0,0,8,3,18,3,0,0,0,0,0,0,3,44,84,50,47,43,21,15,304,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,9,0,4,7,0,0,0,0,10,44,89,56,47,43,29,15,316,8,20,11,9,13,9,9,76,0,0,0,0,0,0,0,0,47,105,71,56,56,34,21,392
206051130,18,38,22,12,27,14,9,133,4,0,3,5,0,0,0,8,0,0,4,0,0,0,0,3,41,79,64,55,65,35,16,371,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,5,4,6,0,0,0,0,0,14,44,83,69,55,69,35,21,379,19,36,33,12,16,13,0,146,0,0,0,0,0,0,0,0,67,125,103,72,90,54,22,522
206051134,15,11,12,11,15,10,5,88,0,0,4,0,0,0,0,10,0,3,0,3,0,0,0,12,27,52,51,37,48,26,11,253,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,5,0,0,4,0,0,3,0,13,28,52,56,38,48,28,11,268,9,19,10,8,11,8,0,62,3,0,0,0,0,0,0,7,37,69,64,45,52,36,16,331
206051511,3,3,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,3,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,3,3,0,0,37,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,10,4,3,3,8,0,42
206051512,9,17,13,6,18,9,7,77,3,7,0,0,0,0,0,8,4,0,0,0,0,0,0,5,25,40,23,23,37,24,14,190,0,5,0,4,3,0,0,15,3,6,5,5,0,0,0,17,3,17,6,0,3,0,0,31,32,53,28,27,43,24,17,220,26,34,17,16,16,13,10,135,0,0,0,0,0,0,0,0,57,87,47,43,60,35,27,359
206051513,6,21,9,8,9,9,9,62,0,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,15,41,21,19,16,25,13,151,4,0,0,0,3,0,0,6,0,0,0,0,0,6,0,4,3,0,0,0,3,3,0,10,20,45,22,19,20,28,13,162,21,10,8,3,0,8,0,49,0,0,0,0,0,0,0,0,38,46,33,24,26,32,16,210
206051514,4,8,10,3,7,5,4,44,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,5,20,21,23,21,22,19,15,152,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,11,0,9,0,0,5,0,0,21,24,33,23,21,32,22,15,169,4,12,5,6,6,6,0,45,0,0,0,0,0,0,0,0,27,42,31,36,35,27,16,214
206061135,9,16,7,10,10,13,10,77,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,49,22,28,29,25,13,203,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,4,5,0,0,4,0,0,9,26,53,22,28,30,25,15,208,7,5,9,5,15,10,11,65,0,0,0,0,0,0,0,0,38,63,37,25,49,42,24,275
206061136,10,18,8,10,18,9,6,85,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,31,40,37,29,40,28,23,231,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,7,0,0,3,0,0,4,0,11,35,42,42,29,43,33,23,241,11,12,3,10,14,10,6,59,0,0,0,0,0,0,0,0,42,50,47,41,55,46,27,299
206061138,8,17,12,6,13,7,9,73,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,3,21,36,30,22,37,28,20,193,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,10,22,36,29,25,44,28,20,200,9,21,30,16,26,13,21,133,0,0,0,0,0,0,0,0,31,52,59,37,67,48,38,330
206061515,7,9,6,5,9,7,5,40,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,26,19,19,23,14,9,110,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,5,13,21,19,19,19,18,13,118,5,10,0,11,7,9,5,46,0,0,0,0,0,0,0,0,18,31,20,24,30,25,19,166
206061516,0,14,6,3,7,5,0,45,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,9,25,19,16,24,15,14,127,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,9,28,19,16,27,17,17,136,27,32,16,10,15,12,5,114,0,0,0,0,0,0,0,6,41,63,36,29,38,31,24,255
206071139,5,7,3,6,3,6,4,34,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,32,13,14,11,13,9,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,13,14,11,13,9,105,7,3,6,5,3,4,0,29,0,0,0,0,0,0,0,0,20,40,16,20,17,16,10,135
206071140,12,12,0,3,8,13,0,53,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,20,31,19,9,23,20,4,120,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,11,20,33,23,13,22,20,4,127,8,13,13,3,4,5,0,41,0,0,0,0,0,0,0,0,23,47,36,12,28,22,3,172
206071141,8,25,14,6,8,4,0,68,0,0,4,0,4,4,0,9,0,0,0,0,0,0,0,0,14,35,27,7,15,11,5,118,3,3,5,3,3,0,0,25,0,0,4,0,6,0,0,15,5,5,7,5,8,0,0,33,18,44,36,16,23,18,7,150,64,49,30,24,25,9,5,204,3,3,3,0,0,0,0,13,85,98,65,36,51,28,10,363
206071142,16,15,20,7,8,9,7,84,0,5,0,5,0,0,0,3,0,0,6,0,3,4,0,8,33,35,34,21,19,20,9,159,4,3,0,0,3,0,0,14,6,6,3,0,0,0,0,10,6,13,7,4,4,0,0,25,37,50,41,20,20,20,9,189,52,41,24,14,13,15,10,173,7,5,0,0,0,0,0,16,94,94,64,41,40,36,14,375
206071143,6,18,8,11,16,6,0,68,3,0,3,0,0,0,0,7,0,0,0,3,0,0,0,4,16,48,36,31,32,17,8,190,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,47,36,32,38,17,8,194,17,18,16,7,13,9,12,88,0,0,0,0,0,0,0,0,33,66,52,38,45,22,17,279
206071145,6,14,13,7,7,3,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,32,32,26,20,13,12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,9,16,36,36,28,20,13,12,155,4,9,13,0,10,4,0,46,0,0,0,0,0,0,0,0,16,40,49,28,31,25,11,201
206071517,5,11,11,4,9,8,3,44,3,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,21,37,40,23,24,33,17,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,27,37,40,22,24,33,20,205,10,15,6,8,7,3,4,44,0,0,0,0,0,0,0,0,33,54,42,25,41,35,25,249
206071518,8,18,13,7,16,13,0,81,0,8,3,5,0,0,0,15,0,0,0,0,0,0,0,3,15,38,38,27,33,34,14,193,0,0,0,0,9,0,0,6,4,7,5,0,3,5,3,28,3,7,5,4,9,8,3,38,18,45,37,28,42,43,14,238,38,55,31,27,33,23,14,217,0,0,0,0,0,0,0,4,52,99,69,53,75,60,31,454
207011146,7,13,15,7,14,11,4,75,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,5,11,34,39,25,35,27,17,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,13,34,39,25,35,28,17,187,6,11,6,13,6,8,6,49,0,0,0,0,0,0,0,0,19,43,46,33,41,39,21,234
207011147,16,28,31,25,39,24,11,179,3,0,0,0,5,5,3,11,0,0,0,0,0,0,0,0,41,63,61,60,99,58,40,415,0,0,8,5,3,0,0,13,0,0,0,0,0,0,0,16,0,4,4,6,6,0,0,29,43,69,67,67,105,61,36,444,13,40,44,30,55,45,26,252,0,3,6,0,0,0,0,10,58,106,115,101,163,109,62,711
207011148,12,41,37,34,52,39,19,233,0,0,0,3,4,3,0,12,0,0,0,0,0,0,0,9,33,79,77,64,107,92,49,508,0,0,4,0,5,3,0,14,0,5,4,8,4,0,0,18,0,5,7,5,3,7,0,36,29,89,83,70,117,98,52,539,19,33,48,45,64,48,29,290,0,0,4,0,3,3,0,11,52,125,136,117,183,155,79,838
207011149,15,30,30,25,34,32,8,171,3,0,6,3,0,0,0,14,0,0,0,3,0,0,0,9,35,78,66,49,75,69,44,425,0,0,0,0,0,0,0,5,0,4,4,0,4,0,0,19,0,4,4,0,10,0,0,22,36,84,73,49,82,69,47,445,19,33,20,25,25,28,22,160,5,0,0,0,0,0,0,7,59,115,93,75,108,95,60,611
207011150,10,31,12,20,30,27,7,142,0,0,0,0,4,0,0,5,0,0,5,0,0,0,0,7,25,61,52,47,78,52,25,341,0,5,0,3,0,0,0,9,0,5,0,0,0,0,0,9,0,6,4,5,5,0,0,18,25,65,54,54,79,52,25,351,9,16,10,9,17,7,7,82,0,0,0,0,0,0,0,0,31,82,61,60,100,65,33,436
207011152,12,27,13,14,11,11,8,103,4,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,24,67,47,40,49,56,22,302,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,6,0,6,3,4,4,0,0,12,24,69,52,42,46,53,22,321,3,14,15,9,21,14,6,82,0,0,0,0,0,0,0,0,33,89,64,56,67,68,30,403
207011154,9,10,10,6,10,14,3,67,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,30,30,17,36,26,12,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,12,30,31,22,36,30,12,172,5,9,3,11,13,5,8,45,0,0,0,0,0,0,0,0,19,41,37,29,44,36,25,223
207011155,10,18,31,17,28,22,8,135,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,19,43,60,40,69,62,31,324,0,0,3,0,0,0,0,13,0,0,3,0,0,0,0,5,3,0,8,0,0,0,0,17,23,47,73,40,69,62,30,344,12,19,23,22,43,27,19,163,0,0,0,0,0,0,0,5,32,66,94,59,112,90,52,507
207011519,6,6,6,7,12,9,7,55,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,14,20,23,23,30,19,22,151,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,3,0,3,7,0,0,0,0,8,11,25,31,23,25,25,22,157,9,11,6,4,13,6,3,46,0,0,0,0,0,0,0,0,23,35,35,25,42,31,18,204
207011520,4,8,10,0,14,0,9,45,4,5,3,3,0,0,0,10,0,0,0,0,0,0,0,0,13,40,32,15,36,18,19,185,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,8,13,47,32,15,39,26,19,190,9,8,8,0,12,5,7,67,0,0,0,0,0,0,0,0,22,52,43,16,53,32,23,253
207011521,7,15,14,22,29,17,3,97,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,18,39,54,60,65,52,24,315,0,0,3,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,10,21,38,56,60,66,51,23,323,7,23,21,17,23,15,11,115,0,0,0,0,0,0,0,4,24,64,77,77,94,67,39,444
207011522,7,17,10,10,9,15,8,76,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,22,45,49,36,54,32,19,250,0,0,0,0,4,8,0,11,0,6,0,0,0,0,3,14,0,6,0,0,8,8,3,16,19,50,50,42,58,36,24,267,10,20,13,13,24,23,17,114,0,0,0,0,0,0,0,0,26,68,62,58,82,55,33,383
207021156,11,22,14,5,18,14,12,92,5,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,25,41,29,23,56,36,25,232,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,25,41,29,23,57,34,25,239,16,20,20,11,17,6,7,101,0,4,0,0,0,0,0,4,37,70,53,35,71,46,34,340
207021157,20,52,34,46,51,41,19,266,0,3,8,0,5,6,0,25,0,3,5,0,5,0,0,11,46,124,81,81,118,100,47,602,0,5,5,0,0,0,0,14,0,7,5,4,5,4,0,25,3,13,14,4,6,3,6,45,49,139,88,89,127,102,50,646,31,57,48,40,52,35,28,289,0,0,0,0,0,0,0,7,84,191,142,128,183,138,81,939
207021159,6,42,22,25,38,21,12,167,0,3,7,0,0,0,0,15,0,4,0,0,0,0,0,4,17,73,54,41,66,51,24,316,0,0,0,0,0,0,0,4,3,16,0,0,0,0,0,25,4,16,9,0,0,4,0,28,22,88,62,38,66,48,24,348,12,28,20,10,29,21,17,140,0,0,0,0,0,0,0,3,34,118,82,56,91,70,37,487
207021160,12,22,30,21,33,18,13,155,3,0,0,4,3,0,0,18,0,4,3,5,0,0,0,6,27,71,66,57,74,42,20,357,0,0,0,0,4,0,0,3,0,0,0,6,0,0,0,8,0,5,4,8,4,0,0,16,25,75,67,61,81,43,20,371,8,24,14,17,30,8,8,102,0,0,0,0,0,0,0,3,36,96,80,76,102,50,29,480
207021424,22,29,23,15,22,16,10,126,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,60,44,32,48,37,33,274,0,0,0,4,5,4,5,14,3,4,0,4,0,0,0,11,3,4,0,5,0,4,5,26,28,65,41,35,51,36,36,304,13,37,21,10,19,18,21,136,0,0,0,0,0,4,0,3,35,99,62,52,79,58,52,441
207021425,13,44,31,23,35,15,16,179,0,0,7,3,5,6,5,19,0,0,0,0,0,0,0,0,20,84,71,57,87,43,39,394,0,0,0,0,0,3,0,7,0,9,3,0,0,0,0,12,0,12,3,0,4,4,0,23,22,89,78,56,83,47,41,416,8,39,18,21,17,23,12,144,4,0,0,0,0,0,0,4,36,130,92,72,105,72,50,565
207031161,15,31,36,28,47,18,24,200,4,0,4,0,0,0,3,16,0,0,3,0,0,0,0,4,39,72,76,60,105,69,49,476,0,0,0,0,0,0,0,3,9,4,4,0,6,4,3,19,9,8,4,6,6,3,3,27,44,80,80,64,104,72,54,496,16,27,16,32,24,29,19,155,0,0,0,0,0,0,0,0,60,107,99,95,130,103,70,653
207031162,11,12,18,12,19,6,11,82,3,0,0,0,3,6,0,10,0,0,0,0,0,0,0,5,21,39,49,22,53,37,24,232,0,6,0,0,0,0,0,7,0,0,0,0,0,0,4,7,0,3,0,0,0,3,4,13,23,40,55,22,53,36,22,251,10,21,13,8,13,8,8,84,0,0,0,0,0,0,0,0,34,65,67,30,71,50,32,336
207031163,24,53,26,33,28,24,19,208,8,6,8,7,3,0,0,20,0,0,0,0,0,0,0,0,42,95,58,68,93,59,49,468,0,4,0,3,3,5,8,15,5,3,0,6,0,0,3,22,5,8,3,9,9,0,6,37,49,105,66,75,96,66,53,505,28,33,22,37,55,46,21,242,0,0,0,0,0,3,0,0,73,140,86,107,153,110,76,749
207031164,20,39,38,35,49,26,12,222,3,3,3,0,5,0,0,16,0,0,0,0,0,0,0,3,36,74,68,76,102,76,43,478,0,8,0,0,0,0,0,11,3,3,0,0,0,0,0,12,3,8,0,0,0,0,0,16,40,82,69,76,106,78,45,498,26,39,30,23,39,14,12,191,0,0,0,0,0,0,0,3,65,123,102,105,145,90,57,687
207031165,8,20,21,12,20,18,5,107,0,7,3,3,3,0,0,13,0,0,0,0,0,0,0,5,12,45,46,32,53,35,25,252,0,0,3,0,0,0,0,8,0,3,5,4,6,0,0,13,6,3,5,3,7,0,0,22,16,52,51,37,57,39,24,272,25,28,28,24,24,14,11,150,3,6,0,0,0,0,0,6,42,83,79,60,80,50,36,432
207031166,4,16,8,9,14,13,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,15,17,39,17,15,148,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,6,9,33,19,16,39,21,15,157,16,15,11,10,16,10,15,95,0,0,0,0,0,0,0,0,27,45,28,28,54,33,30,250
207031167,6,14,16,8,8,23,10,83,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,38,33,26,22,45,25,191,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,0,5,0,0,0,0,0,7,9,44,33,27,22,44,25,200,14,9,4,5,11,8,8,65,0,0,0,0,0,0,0,0,29,51,34,33,35,56,34,268
208011168,4,12,28,12,32,17,7,114,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,10,38,52,35,71,39,19,269,0,0,0,4,3,0,0,8,3,0,0,0,0,0,0,6,3,0,0,3,0,0,0,15,12,40,52,43,76,39,19,281,7,11,5,10,11,11,3,65,0,0,0,0,0,0,0,5,19,47,62,54,87,54,27,345
208011169,15,31,30,31,32,18,24,184,4,7,0,0,0,0,0,14,0,0,4,5,0,0,0,7,37,77,75,58,99,76,57,493,0,3,4,3,0,0,0,8,0,4,0,0,4,0,0,10,0,3,5,3,4,3,0,18,37,82,84,60,103,80,59,511,16,28,37,31,29,28,12,176,0,0,0,0,0,0,0,0,52,109,115,92,135,108,73,688
208011170,14,19,13,19,37,20,11,142,0,0,7,0,6,0,0,21,0,0,0,0,0,0,0,8,23,64,71,65,85,72,39,423,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,23,64,72,65,89,72,40,431,5,18,26,19,19,14,12,112,0,0,0,0,0,0,0,0,28,90,100,86,108,90,47,546
208011171,3,24,20,17,23,20,4,119,3,6,0,0,6,0,0,16,0,0,0,0,0,0,0,9,23,63,59,52,79,47,19,338,0,4,3,0,4,3,4,16,0,5,5,0,0,0,0,8,0,6,5,0,7,4,4,21,22,66,63,56,81,55,23,359,17,20,6,9,10,5,0,72,0,0,0,0,0,0,0,6,49,87,70,61,90,61,24,437
208011172,13,32,33,28,36,16,13,178,6,0,0,3,0,0,5,15,0,0,0,0,0,0,0,6,27,65,71,56,88,55,33,394,0,3,0,0,0,4,0,8,0,0,0,4,4,0,0,13,0,5,5,6,4,4,0,23,27,68,77,57,91,64,38,419,22,27,19,22,33,15,10,155,0,0,0,0,0,0,0,0,53,97,94,85,124,75,48,573
