SA2_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
209041225,0,3,4,9,4,7,0,7,0,43,0,0,0,0,0,5,0,4,0,8,4,9,10,6,75,70,30,51,6,263,0,0,0,7,10,14,12,10,0,47,19,40,27,33,141,320,74,148,16,823,0,5,3,0,21,28,11,16,0,92,6,38,23,8,28,31,10,18,0,164,7,35,9,5,16,0,3,0,0,72,9,16,17,15,44,62,17,47,0,228,0,5,3,0,4,3,4,7,0,25,4,0,4,0,14,22,8,4,0,50,0,0,0,0,10,14,3,4,0,32,4,7,3,3,21,45,3,13,0,104,5,8,3,0,10,17,0,3,5,50,10,4,11,3,54,48,12,21,0,163,4,10,9,3,20,12,8,14,0,78,8,13,10,14,24,19,0,7,4,98,0,9,3,0,11,5,0,0,0,24,3,4,7,6,33,40,12,15,0,129,11,10,3,9,37,54,9,19,32,175
209041431,0,0,3,0,4,3,0,0,0,12,0,0,0,0,0,0,0,3,0,9,13,22,16,19,138,100,32,51,3,392,0,0,0,3,17,17,7,11,0,60,12,33,34,31,109,225,47,100,15,604,0,5,3,8,40,37,5,11,0,113,11,70,40,20,65,57,14,8,5,283,10,36,27,11,21,19,0,8,3,129,13,25,37,16,73,88,27,48,8,335,4,0,3,3,14,8,0,5,0,49,0,3,4,0,22,29,5,17,0,81,0,3,0,5,12,6,5,0,0,34,0,7,5,4,41,47,9,17,0,129,0,17,11,9,35,10,4,4,3,100,10,9,5,8,73,53,13,20,0,193,0,15,6,12,28,22,11,14,0,103,7,20,16,15,51,29,6,12,0,157,6,3,0,0,9,3,0,0,0,22,8,5,16,4,49,27,11,19,3,142,3,18,12,9,71,37,5,15,32,202
209041432,0,0,0,0,4,4,0,0,0,11,0,0,0,0,4,0,0,3,0,9,5,13,6,8,97,63,11,29,6,228,0,0,0,0,7,9,6,3,0,34,8,12,24,18,74,105,22,31,3,309,0,9,0,8,26,19,6,10,0,63,6,32,32,11,50,30,10,5,3,179,10,28,23,11,21,13,0,3,3,115,10,14,40,11,46,66,18,34,4,247,0,0,0,0,4,5,5,0,0,20,0,0,0,0,27,25,4,3,0,59,6,0,0,0,5,4,0,0,0,18,0,5,9,0,30,35,3,3,0,86,3,15,9,3,20,7,0,3,3,60,5,10,3,4,37,20,4,12,6,93,0,3,5,5,23,6,0,3,0,52,5,12,17,15,34,18,0,8,4,104,4,0,0,0,6,0,0,0,0,19,5,13,4,7,18,35,3,13,0,101,4,8,14,3,38,30,3,4,29,142
209041433,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,5,14,19,14,121,114,38,34,0,361,0,0,0,3,16,12,0,0,0,37,14,34,35,30,103,157,28,74,12,492,0,9,6,3,40,29,0,14,3,100,10,51,31,13,90,51,12,17,5,278,10,35,25,8,25,12,4,12,3,132,12,23,41,36,59,100,22,45,0,353,0,0,3,0,30,22,0,0,3,63,0,0,0,4,32,53,9,3,0,101,0,0,7,0,8,10,5,5,0,28,0,3,6,9,63,77,9,13,0,187,6,13,8,6,24,20,0,11,0,95,4,10,12,7,50,48,5,15,0,161,3,14,13,0,23,26,3,9,0,89,4,20,23,32,53,53,3,5,0,198,8,8,0,5,10,9,0,0,0,24,4,14,6,8,23,34,4,3,3,108,7,10,10,9,54,62,13,14,28,204
209041435,0,0,0,0,3,3,0,3,0,13,0,0,0,0,3,0,0,3,0,6,7,10,10,7,127,105,33,42,4,347,0,0,0,3,12,19,4,6,0,43,9,19,31,33,150,273,70,114,10,714,0,6,4,6,29,40,10,9,0,107,13,85,38,16,58,50,17,32,5,306,6,60,18,8,23,11,8,8,0,140,15,19,14,16,62,109,34,39,0,317,3,7,0,0,22,20,3,6,0,64,0,8,5,0,37,59,5,20,3,143,3,0,0,0,8,16,5,6,0,43,6,5,15,0,57,95,15,39,0,233,0,7,12,9,23,25,7,0,0,96,4,11,4,0,78,74,12,22,0,205,3,15,12,10,31,30,12,7,0,116,6,11,29,31,63,49,6,20,3,218,3,11,3,0,0,9,0,4,0,34,0,4,7,9,53,16,9,15,6,113,6,9,12,9,54,37,6,8,32,184
209041436,0,0,0,3,4,4,0,3,0,22,0,0,0,0,0,0,0,0,0,9,6,10,16,9,133,117,22,40,0,357,0,0,6,0,15,17,3,6,0,50,12,31,42,20,136,262,55,94,7,655,5,3,3,3,48,39,13,16,4,136,10,73,40,23,66,67,26,19,4,317,6,63,30,9,17,5,4,16,3,163,18,23,22,8,71,65,27,42,0,279,0,4,4,0,25,13,0,3,0,52,4,0,0,0,36,36,8,6,3,94,6,0,7,0,6,12,3,5,0,43,3,0,10,8,60,78,15,31,0,201,6,17,10,19,27,13,0,7,0,105,13,7,5,8,62,67,13,11,0,181,4,15,11,5,43,28,11,14,0,125,5,22,25,24,54,32,10,13,3,188,8,12,5,0,8,9,3,0,0,42,4,11,12,4,34,32,11,8,0,117,0,11,9,4,49,50,8,18,36,177
209041437,0,7,8,4,6,6,0,3,0,35,0,0,0,0,0,0,4,5,0,17,11,20,25,20,240,202,71,77,10,683,0,0,0,0,24,28,10,6,0,76,24,61,118,65,202,329,65,126,22,1002,7,9,11,11,54,62,15,22,0,186,17,71,69,33,129,100,24,31,5,476,22,95,66,26,66,31,9,17,5,342,28,73,91,61,167,264,88,143,20,939,3,15,5,10,50,32,0,14,0,129,4,4,10,0,75,74,3,8,4,184,0,4,0,3,32,19,4,0,0,60,3,18,17,5,95,117,18,21,3,307,3,16,34,12,42,34,5,4,0,152,16,20,17,6,114,113,12,27,9,323,3,18,16,15,86,41,8,12,0,196,9,27,49,71,148,110,19,40,6,465,8,13,3,0,9,6,0,4,0,41,6,10,26,5,75,59,12,11,0,207,9,23,25,19,87,79,5,16,82,360
209041527,0,0,3,3,8,11,5,7,0,42,0,0,0,0,0,4,0,16,0,19,11,14,11,5,114,124,47,59,0,382,5,4,0,0,11,19,9,12,0,53,23,29,36,34,196,385,114,220,7,1044,0,9,7,0,45,55,23,24,0,172,9,61,22,18,69,60,15,34,3,301,12,88,27,5,16,16,9,5,0,172,8,20,17,12,63,72,24,63,6,284,8,5,4,3,13,17,5,10,0,61,8,6,0,4,22,52,9,33,0,127,3,6,0,0,5,9,0,9,0,44,0,13,12,4,47,100,18,39,0,239,13,6,14,10,22,32,10,19,5,132,20,12,6,6,72,108,39,31,0,298,3,18,4,9,50,48,26,33,0,195,3,7,27,16,63,38,11,21,0,185,8,12,3,3,13,10,3,11,0,55,5,11,18,10,44,51,8,37,0,185,5,7,3,8,50,55,10,25,17,182
209041528,0,0,0,0,7,6,0,7,0,19,0,0,0,0,0,0,0,3,0,8,3,5,13,8,80,71,15,51,0,250,0,0,0,0,5,14,6,3,0,30,7,17,18,24,113,256,64,114,9,634,0,0,0,10,26,36,15,17,0,103,10,25,21,22,49,44,14,26,0,213,8,42,14,7,18,14,6,6,0,127,3,14,12,10,58,59,19,31,8,206,0,3,6,0,22,22,3,5,0,53,0,3,3,6,27,33,0,9,0,82,0,4,0,0,3,11,3,5,0,36,0,6,5,4,56,79,17,21,0,188,0,11,15,4,18,15,3,11,0,93,6,7,5,4,52,60,10,22,0,171,4,11,11,4,38,28,10,11,0,121,4,14,10,16,45,47,9,13,4,156,7,3,0,6,7,5,4,0,0,29,3,9,0,7,20,35,10,23,0,102,4,3,0,3,32,25,7,9,23,109
209041529,0,3,0,4,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,18,18,10,93,79,21,21,9,273,5,0,0,0,4,11,9,4,0,26,8,20,31,23,68,107,17,44,8,334,3,5,4,10,27,19,0,0,0,69,4,42,26,19,44,25,3,5,0,169,18,51,25,10,27,19,9,4,4,170,17,25,48,20,43,60,9,31,3,246,0,9,0,0,5,10,0,4,0,30,0,0,4,0,21,22,0,5,0,58,4,0,0,0,7,6,4,5,0,27,0,4,4,3,33,30,6,13,0,96,5,15,20,7,22,5,0,9,0,76,6,11,10,0,22,23,6,8,0,98,0,17,7,6,24,14,3,9,0,80,4,14,16,15,26,25,4,7,4,119,0,7,0,0,4,3,0,0,0,19,5,17,10,5,20,21,7,5,0,90,7,11,20,10,43,41,0,10,22,168
209041530,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,6,16,31,13,150,98,27,35,3,374,0,0,0,0,5,8,0,4,0,26,11,25,24,31,120,156,45,48,7,462,3,5,7,7,38,24,10,6,0,102,13,44,28,9,54,41,12,22,7,231,9,38,37,10,37,17,8,13,0,152,9,26,41,27,67,93,27,42,4,332,0,0,3,5,15,13,0,7,0,45,0,0,0,0,26,47,3,6,0,86,0,0,5,4,5,8,0,8,0,31,5,9,9,7,54,57,10,26,0,175,3,22,22,5,38,14,0,0,4,109,5,6,9,9,63,32,5,8,0,141,0,22,3,0,25,25,0,15,0,93,0,15,17,29,48,39,5,9,3,176,3,3,0,0,11,6,0,0,0,23,3,15,13,9,28,24,11,7,5,115,9,24,8,7,64,53,11,10,46,228
209041531,0,3,3,0,4,8,5,3,0,20,0,0,0,0,4,0,0,5,0,16,4,10,9,12,94,79,23,44,0,274,3,0,4,0,14,9,5,8,0,42,14,23,21,20,75,158,52,76,22,468,0,0,0,4,45,23,6,11,0,87,4,39,24,26,73,53,11,19,0,245,5,48,24,3,30,16,4,9,0,138,6,19,29,16,59,65,29,38,5,259,0,6,4,3,25,8,4,7,0,54,0,3,3,4,34,49,12,11,0,114,0,5,0,3,0,10,4,6,0,32,4,6,0,4,50,76,12,18,0,172,0,6,12,5,22,17,0,8,3,73,8,10,5,3,57,49,20,14,0,168,7,15,0,0,34,29,15,11,0,112,3,13,25,26,65,54,8,15,0,216,4,7,0,0,9,3,3,4,0,29,0,5,11,0,26,30,21,9,0,105,3,5,7,5,36,37,8,22,23,154
209041532,0,0,0,3,8,7,0,0,0,21,0,0,0,0,0,4,0,0,0,10,3,7,8,14,104,83,30,38,0,300,0,0,0,0,17,12,9,3,0,34,16,19,31,27,96,206,67,100,9,573,3,8,4,9,31,38,10,10,0,118,3,46,32,24,73,61,17,18,0,268,9,42,17,12,24,8,5,14,0,140,13,21,30,15,64,100,20,47,5,315,0,0,4,0,17,25,4,0,0,56,0,0,0,0,35,58,3,10,0,114,0,0,0,3,12,8,3,6,0,37,4,12,4,10,77,67,8,19,0,197,3,12,13,10,26,20,3,3,0,97,12,7,6,7,66,60,11,19,0,181,4,16,8,6,38,26,9,14,0,123,8,16,22,22,79,68,8,13,0,236,9,12,3,0,11,4,0,0,0,37,3,3,11,4,40,38,4,9,0,120,11,9,7,4,44,43,12,20,23,165
210011226,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,8,8,8,46,46,17,26,0,152,5,3,0,0,9,4,0,9,0,24,18,19,19,18,88,153,43,104,3,463,0,4,5,3,28,29,3,16,0,92,8,30,19,10,39,20,8,13,4,149,10,41,12,4,13,6,0,11,0,87,12,8,13,14,59,52,20,36,0,217,0,6,0,0,7,10,0,4,0,39,0,4,0,3,20,47,5,14,0,93,0,0,0,0,7,4,6,17,0,37,0,6,9,7,32,41,12,29,0,138,3,9,5,0,13,11,0,9,0,49,9,0,5,7,53,45,10,16,3,155,7,17,3,0,28,21,13,7,0,90,5,14,10,4,19,35,6,10,0,92,7,4,0,6,9,7,4,3,0,42,3,12,9,0,16,26,4,15,0,96,3,12,7,0,36,34,11,8,9,114
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,0,0,0,4,0,4,0,6,0,10,0,0,0,0,0,3,0,0,0,3,4,11,3,3,42,67,15,43,0,188,0,0,4,0,10,11,0,5,0,36,12,14,13,20,92,159,44,116,8,478,0,7,8,6,13,26,6,16,0,85,9,39,26,11,16,40,14,26,0,176,7,32,13,3,7,13,0,13,0,93,7,14,16,3,19,39,12,32,0,145,4,3,0,3,6,14,3,8,0,38,4,3,0,5,14,28,4,11,0,70,3,5,0,4,8,9,0,3,0,38,3,8,14,3,34,46,20,44,0,174,0,8,5,5,11,9,3,7,0,56,3,4,9,3,35,34,14,11,0,113,3,11,3,0,25,23,4,14,0,93,0,6,13,3,8,31,5,5,0,75,6,6,0,0,5,6,0,6,0,36,0,7,7,3,14,24,5,18,0,80,3,7,4,7,27,30,5,14,17,111
210011230,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,10,5,27,47,18,32,0,138,0,0,0,0,6,13,8,5,0,36,6,11,16,25,57,137,49,109,5,417,4,4,0,0,28,15,6,15,0,80,10,42,9,10,23,28,6,15,0,146,10,46,16,7,4,8,0,3,0,99,8,10,4,12,32,42,10,30,0,148,0,0,0,0,8,15,7,3,0,36,3,0,5,0,33,52,14,27,3,122,0,3,4,0,0,5,0,8,0,26,0,10,12,8,43,59,18,42,5,198,0,12,5,8,13,13,5,6,0,65,3,5,3,3,39,47,19,13,0,131,8,17,9,6,16,21,5,20,0,101,3,15,5,12,18,31,3,13,4,92,15,8,0,4,10,6,3,11,0,52,0,3,3,4,10,12,3,12,3,44,0,5,8,0,16,23,3,14,19,83
210011231,0,0,0,4,6,4,0,0,0,13,0,0,0,0,0,0,0,4,0,5,0,10,8,9,32,51,14,42,0,174,0,0,5,0,9,7,5,5,0,36,16,24,24,32,63,151,41,85,4,437,0,6,3,0,20,31,5,22,0,103,10,43,27,14,28,35,22,32,0,204,17,52,17,3,13,5,7,13,0,130,16,20,19,12,31,60,22,39,0,222,0,3,0,0,13,22,6,11,0,52,3,7,4,8,29,59,19,25,0,151,3,0,8,0,5,15,5,11,0,47,4,19,16,12,47,84,30,76,0,290,0,19,5,4,15,16,3,12,0,69,7,7,3,7,61,58,7,28,0,187,5,32,12,10,28,43,5,19,0,154,0,13,14,25,29,37,13,19,0,150,14,15,5,0,11,13,0,5,0,60,0,4,5,0,17,20,7,19,0,94,3,10,3,9,22,31,8,24,20,129
210011533,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,4,18,9,14,62,75,23,39,3,231,0,0,3,0,13,12,7,4,0,49,15,16,24,11,71,139,53,100,4,438,4,8,0,6,30,33,3,14,0,100,17,46,37,14,57,52,8,32,7,256,17,34,21,11,23,12,5,15,0,131,6,20,22,13,48,64,13,28,5,218,0,4,0,0,20,18,5,4,0,55,5,0,7,3,31,73,13,28,0,159,0,0,3,0,10,8,7,3,0,42,8,15,19,4,45,75,20,57,0,246,6,21,8,0,18,28,0,4,0,94,0,8,0,9,56,38,14,23,4,159,5,24,14,8,28,33,9,15,0,134,6,14,17,17,38,52,9,23,0,176,13,6,3,5,9,15,0,0,0,49,6,16,11,5,24,27,8,15,4,107,5,14,11,7,31,39,4,16,25,157
210011534,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,5,0,12,4,22,9,10,74,84,20,53,0,276,0,0,0,0,17,20,4,3,0,49,21,21,31,28,121,222,50,140,17,645,3,4,4,10,45,47,20,29,0,171,16,63,30,17,56,60,17,22,0,280,24,69,18,8,25,10,3,14,4,173,22,26,20,17,82,80,25,49,0,331,6,0,4,3,16,40,3,12,0,84,4,9,3,6,53,85,12,29,0,193,0,4,3,0,8,18,4,15,0,55,0,13,9,8,60,98,29,68,0,292,10,18,9,3,23,30,0,15,0,100,12,9,7,4,60,69,22,21,0,208,9,26,17,11,35,38,12,38,0,174,8,12,18,22,34,35,6,25,0,171,10,10,3,9,9,9,4,6,0,64,9,6,12,9,20,29,15,29,0,131,10,11,18,5,36,43,9,24,28,180
210021232,0,5,3,3,4,14,0,10,0,44,4,0,0,0,0,9,3,3,0,12,7,21,8,8,69,74,30,56,0,265,0,4,0,3,13,18,7,5,0,53,21,36,33,32,127,305,95,218,19,882,5,3,3,4,21,30,12,32,7,114,9,66,16,14,43,38,8,33,5,222,16,63,20,7,10,10,5,11,3,142,25,35,21,22,74,78,29,76,7,362,4,5,5,0,13,18,6,15,0,58,0,4,0,4,17,40,19,28,0,117,0,0,4,0,8,9,6,18,0,41,4,14,8,20,34,85,28,67,3,267,5,10,7,3,17,21,7,17,0,97,17,6,8,10,64,95,27,63,4,299,5,19,10,8,43,37,19,30,0,177,11,14,16,11,23,31,4,18,0,124,9,13,5,0,16,9,5,9,0,65,4,15,6,8,16,31,9,28,3,127,4,13,4,4,18,46,14,19,21,141
210021233,0,0,0,0,3,3,0,4,0,22,0,0,0,0,0,0,0,3,0,4,0,3,0,0,8,21,6,18,0,57,0,0,0,0,7,7,0,3,0,14,4,15,5,9,21,48,7,44,6,166,0,0,4,4,0,14,3,6,0,34,0,18,7,8,3,0,5,4,0,46,0,15,0,3,8,3,0,0,0,33,3,7,4,0,15,16,0,15,0,64,0,3,0,0,6,5,0,0,3,25,0,0,0,0,6,14,4,6,0,36,0,0,0,0,3,5,0,0,0,16,3,13,15,0,19,34,14,33,0,121,0,7,8,4,4,4,3,0,0,30,0,9,8,3,21,27,11,6,0,77,0,12,4,3,9,16,6,9,0,56,0,3,7,3,3,7,0,5,0,38,0,4,0,3,4,5,0,3,0,31,0,0,4,5,3,4,6,0,0,20,3,0,0,3,4,12,3,10,4,43
210021234,4,10,6,3,0,5,4,5,0,28,0,0,0,0,0,0,0,0,0,5,4,5,9,4,19,28,12,25,5,104,0,0,4,0,4,11,4,3,0,21,16,10,7,16,52,111,17,78,0,303,0,0,0,4,10,8,3,8,0,38,0,13,7,8,10,18,4,5,0,64,0,14,7,3,9,0,4,4,0,39,15,5,8,0,29,28,5,10,0,108,0,0,3,0,7,0,0,0,0,13,0,0,0,0,6,12,0,4,0,27,0,0,0,0,3,5,0,7,0,14,4,5,9,5,15,26,10,13,0,84,0,4,0,0,4,13,0,4,0,30,7,3,5,4,26,24,13,18,0,96,0,4,0,0,9,5,5,15,0,49,3,0,4,5,8,9,0,0,0,35,5,0,0,0,8,0,0,0,5,26,5,4,0,3,8,19,8,13,0,49,0,4,4,0,14,12,0,6,9,49
210021235,7,19,23,13,8,42,8,41,3,164,0,0,0,0,0,0,0,4,0,10,7,13,14,9,63,87,29,43,0,259,0,0,0,0,11,17,5,8,0,45,31,39,21,23,113,258,80,153,10,735,0,4,3,0,20,13,13,17,0,73,4,44,23,4,23,28,13,22,0,164,10,18,4,5,10,11,3,3,3,68,18,19,16,8,58,68,27,55,9,282,0,3,4,0,6,11,4,7,0,28,0,0,0,0,11,13,7,8,0,46,0,0,6,5,10,8,0,4,0,34,0,13,12,3,19,36,18,34,0,127,5,11,3,7,10,12,5,15,0,68,12,10,10,10,56,62,18,21,3,191,0,14,9,3,31,17,12,24,0,103,5,10,9,17,9,19,9,3,0,64,4,0,4,0,8,9,0,12,0,43,15,11,7,6,28,49,10,32,4,156,3,13,7,3,26,38,13,28,23,157
210031236,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,7,8,12,16,0,48,32,14,16,0,133,0,0,0,0,15,6,4,6,0,25,9,17,10,18,38,89,15,50,5,250,0,0,0,7,20,29,3,11,0,74,9,29,30,9,40,36,5,14,3,172,15,42,17,10,17,19,4,10,5,138,3,19,21,9,26,33,14,25,0,163,7,10,3,3,17,28,3,5,0,75,4,0,0,3,21,50,10,4,0,102,0,4,0,0,6,11,0,5,0,28,4,19,13,15,66,105,29,37,0,282,6,10,10,5,14,16,0,6,0,70,10,7,6,13,57,42,10,12,0,159,7,17,23,12,35,28,21,30,0,168,3,14,13,23,27,37,10,5,0,135,12,9,9,4,5,19,3,8,0,62,8,7,6,8,24,25,4,3,0,83,0,5,0,3,18,17,4,9,5,71
210031237,0,4,0,0,5,0,0,0,0,11,4,0,0,0,0,0,0,0,0,5,9,18,19,15,79,70,14,20,3,247,4,3,0,0,11,12,0,3,3,38,9,33,30,25,87,166,32,64,13,463,3,5,8,3,31,32,8,7,0,96,10,50,47,33,61,42,16,17,3,278,15,71,45,17,49,22,11,7,6,237,16,57,83,25,54,64,15,29,14,356,0,4,0,3,26,23,3,4,0,69,3,0,0,0,16,45,7,8,0,88,0,0,3,0,3,13,0,9,0,31,9,8,17,12,82,104,9,21,5,265,0,12,35,8,31,18,0,9,4,123,7,16,26,11,64,49,10,14,5,205,3,28,14,13,48,37,8,18,0,168,4,21,25,22,37,36,10,12,0,163,8,10,0,0,6,10,0,0,0,40,7,25,16,10,43,33,6,4,0,147,3,19,25,8,52,37,15,7,55,224
210031439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,5,13,0,76,0,0,0,0,0,5,4,0,0,9,0,5,7,8,24,50,14,41,0,153,0,3,0,0,10,12,7,9,0,39,0,20,5,5,11,10,0,8,0,61,0,18,4,5,3,0,0,4,0,33,4,10,7,0,15,20,8,11,0,78,0,0,0,0,5,3,4,7,0,13,0,0,0,3,18,10,0,6,0,43,0,0,0,0,4,0,0,0,0,9,0,4,6,5,18,20,8,18,0,72,4,3,3,0,10,3,4,0,0,26,3,0,0,0,21,22,10,3,0,55,0,7,3,0,9,8,6,9,0,37,0,9,0,6,6,9,0,5,0,33,0,3,0,0,0,4,0,0,0,11,0,4,5,0,9,10,4,3,0,30,0,0,0,0,0,11,3,5,8,31
210031440,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,4,8,7,37,34,10,17,0,126,0,0,0,0,5,8,3,0,0,14,9,24,17,18,59,93,29,58,7,310,0,0,5,0,16,9,3,3,0,37,5,27,11,3,26,13,7,9,0,109,5,22,13,0,11,9,0,11,5,67,3,25,19,11,27,41,12,15,0,153,0,3,0,0,8,11,6,0,0,29,0,0,0,4,20,12,0,9,0,50,0,0,0,0,3,10,4,0,0,19,5,3,5,5,25,46,9,13,0,103,0,6,5,4,8,8,0,3,0,34,5,5,3,5,30,25,8,14,3,105,3,9,3,3,29,3,3,9,0,62,0,8,3,8,28,12,4,5,0,70,3,3,0,0,0,4,0,0,0,20,4,3,0,9,15,16,3,9,0,64,3,6,7,5,11,16,3,7,13,65
