SA2_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
204031069,1438,43,22,7,5,1514,982,25,11,6,3,1030,276,38,13,3,0,330,17,11,0,0,0,34,3,0,0,0,0,3,175,28,20,3,4,230,17,0,11,0,11,35,6,0,0,0,0,6,502,78,46,9,6,642,74,3,5,0,5,89,56,3,3,0,0,67,3049,153,86,24,21,3340
204031070,484,15,3,13,0,513,534,10,4,3,0,553,57,0,0,0,0,59,0,0,0,0,0,3,0,0,0,0,0,0,60,0,5,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,123,0,6,0,0,132,9,0,0,4,0,14,18,0,0,3,0,27,1173,34,8,21,0,1238
204031071,886,33,0,4,0,921,522,4,0,0,0,526,170,40,0,0,3,213,23,7,0,0,0,27,10,4,0,0,0,13,100,11,0,0,0,110,13,0,0,0,0,14,4,0,0,0,0,5,314,59,6,0,3,383,50,5,0,0,0,54,48,3,0,0,0,53,1815,101,6,10,8,1938
204031072,1170,10,0,16,5,1192,715,0,0,3,0,726,106,12,5,0,0,128,7,10,0,0,0,19,5,6,0,0,0,9,166,6,5,0,0,175,28,0,0,0,0,26,0,0,0,0,0,0,311,25,10,3,0,349,86,0,0,0,0,84,43,4,0,0,0,47,2323,34,13,21,0,2399
204031073,1622,71,18,0,0,1714,1963,58,12,0,0,2035,905,185,75,0,0,1160,260,47,37,0,0,348,22,4,6,0,0,32,196,35,15,0,0,245,67,4,0,0,0,71,4,0,0,0,0,4,1454,272,138,0,0,1863,51,3,3,0,5,63,105,51,5,30,3,192,5200,454,179,29,13,5870
204031075,737,5,0,8,0,753,732,0,0,0,0,733,101,5,0,0,0,109,5,0,0,0,0,5,0,13,0,0,0,11,85,4,0,0,0,87,10,5,0,0,0,18,0,4,0,0,0,5,205,21,0,0,3,231,45,4,7,0,0,57,35,0,4,0,0,37,1748,34,10,8,7,1810
204031491,1070,3,0,3,0,1082,1939,3,0,4,10,1948,609,3,0,0,0,615,27,0,0,0,0,27,12,0,0,0,0,12,91,0,0,0,0,94,144,0,0,0,0,141,0,0,0,0,0,0,883,3,0,4,0,887,87,0,0,0,0,91,42,0,0,0,0,41,4019,10,0,10,7,4052
204031492,1831,133,8,3,0,1970,1617,71,4,0,0,1699,1085,485,73,3,0,1645,307,155,15,0,0,472,15,9,0,0,0,30,293,67,3,6,0,367,37,10,0,0,0,50,12,12,0,0,0,18,1756,735,90,10,0,2586,44,10,0,0,0,52,99,29,3,6,0,135,5342,978,104,18,7,6452
205011076,2345,112,65,55,4,2580,2891,74,37,0,4,3007,832,123,92,6,0,1053,46,3,24,0,0,72,7,0,0,0,0,11,252,15,23,0,0,288,25,0,0,26,0,51,9,4,0,0,0,11,1163,142,147,33,0,1481,101,3,3,4,0,119,110,4,7,0,0,125,6609,345,259,98,7,7313
205011077,1167,6,0,7,0,1186,886,0,0,0,3,889,76,4,0,0,0,76,0,0,7,0,0,3,0,0,0,0,0,0,115,0,0,0,0,116,16,0,0,5,0,17,0,0,0,0,0,0,206,4,5,5,0,231,52,0,0,5,0,61,44,0,4,4,0,50,2354,18,12,21,0,2409
205011078,1326,33,0,0,4,1364,1185,8,0,0,4,1196,282,37,7,0,0,326,17,9,0,0,0,23,0,8,0,0,0,11,125,17,0,0,0,146,16,0,0,0,0,16,3,0,0,0,0,0,442,70,3,0,0,516,65,0,0,0,0,65,59,4,0,0,0,66,3074,117,7,5,10,3209
205011079,2908,121,102,155,0,3294,3120,47,31,6,0,3205,936,135,77,0,4,1160,111,68,14,0,0,198,7,0,5,0,0,16,297,37,21,0,0,361,31,0,5,3,0,42,5,0,0,0,0,12,1398,243,129,6,4,1779,90,4,42,25,0,164,91,3,4,0,5,107,7610,423,318,195,8,8552
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,2307,190,9,15,0,2521,1742,47,3,0,0,1799,681,203,35,7,0,926,145,83,12,0,0,235,49,48,4,0,0,102,305,37,6,0,0,354,14,10,0,0,0,29,8,9,0,0,0,20,1215,385,58,8,4,1666,77,72,0,0,0,148,111,31,0,0,0,145,5448,723,75,28,11,6280
205021082,1488,7,0,60,3,1562,1138,0,3,0,0,1144,74,0,0,0,0,80,4,0,0,0,0,3,8,0,0,0,0,12,139,0,0,0,0,146,27,4,3,0,0,36,0,0,0,0,0,0,261,7,3,3,0,277,66,4,0,0,0,70,67,0,0,0,0,71,3012,23,8,74,8,3118
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,2125,104,9,75,8,2318,1099,25,0,0,3,1132,377,109,19,3,0,510,73,51,7,0,0,127,15,4,0,0,0,18,186,30,0,7,4,226,22,0,9,29,0,62,9,0,0,0,0,12,681,191,32,41,9,947,65,0,0,5,0,67,79,4,3,10,8,108,4040,332,45,133,28,4579
205021085,1490,13,0,25,3,1533,582,4,0,3,3,594,120,18,6,0,0,136,49,12,5,0,0,69,30,6,5,0,4,42,179,0,0,4,3,186,27,3,0,3,0,35,7,0,0,0,0,9,414,41,15,9,10,485,82,0,3,0,0,84,66,4,0,0,0,73,2638,69,19,32,20,2777
205021086,1651,94,11,32,0,1787,670,29,0,0,0,703,273,53,5,0,0,330,0,5,0,0,0,8,0,0,0,0,0,6,96,17,0,0,0,111,12,3,0,0,0,24,3,4,0,0,0,4,390,72,8,9,0,479,26,0,0,0,0,30,57,3,0,0,0,64,2800,198,17,39,9,3060
205031087,2032,12,13,18,3,2075,1052,9,3,5,3,1064,207,14,18,0,0,245,11,7,12,0,0,33,0,0,14,0,0,14,183,0,0,0,0,192,54,0,0,5,0,66,0,0,0,0,0,3,465,25,48,16,0,550,104,0,11,0,0,114,86,6,3,0,0,100,3732,52,78,38,8,3906
205031088,41,0,0,0,0,41,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,54,0,0,0,0,54
205031089,1487,49,0,13,0,1551,1446,17,0,3,0,1472,210,36,0,0,0,247,23,11,0,0,0,37,6,12,0,0,0,11,159,11,0,0,0,174,27,5,0,5,0,33,8,4,0,0,0,10,431,77,0,9,3,517,60,15,0,0,0,76,59,5,0,0,0,63,3487,159,3,23,4,3675
205031090,2026,42,6,4,3,2081,1465,10,0,0,0,1476,375,19,6,4,0,405,44,15,3,0,0,64,23,0,14,0,0,34,184,13,3,3,0,205,33,0,0,8,0,43,11,0,0,0,0,16,675,49,32,18,0,769,72,8,0,0,0,84,76,3,0,0,0,83,4318,116,32,19,7,4490
205031091,2263,214,36,9,4,2522,1444,72,25,0,6,1538,711,85,30,0,0,828,6,6,21,0,0,30,0,3,13,0,0,21,271,20,6,0,3,303,21,3,3,3,3,30,4,0,0,0,0,6,1005,125,75,3,3,1215,96,19,7,0,5,126,103,11,10,3,0,120,4908,444,141,14,18,5526
205031092,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8
205031093,4901,179,22,129,8,5242,3136,56,14,0,5,3217,1166,96,52,0,3,1317,91,99,7,0,0,193,26,31,15,0,0,64,532,20,10,3,0,565,35,6,3,12,0,56,12,0,0,3,0,12,1859,254,74,16,7,2206,166,12,0,6,0,182,197,17,0,9,0,230,10258,514,117,167,15,11074
205041094,1877,8,4,3,4,1891,1689,5,0,0,0,1691,360,7,11,0,0,376,105,0,20,0,0,129,16,0,0,0,0,16,194,5,11,0,0,204,7,4,0,0,0,11,0,0,0,0,0,0,689,11,43,0,0,743,50,0,0,0,0,50,64,0,3,0,0,67,4362,25,47,0,4,4442
205041095,2458,200,23,8,5,2700,2068,68,15,0,0,2143,733,278,126,0,0,1135,242,167,44,0,0,447,49,28,6,0,0,84,316,48,18,4,0,385,28,13,0,14,0,57,7,12,4,0,0,22,1365,545,198,16,0,2126,57,60,3,0,0,117,132,38,8,9,0,183,6081,908,250,33,6,7280
205041096,1998,67,84,14,3,2163,1408,20,31,5,0,1453,866,118,232,3,0,1222,167,81,24,0,0,275,49,23,11,0,0,87,273,15,10,0,0,306,30,4,6,4,0,45,15,0,7,0,0,23,1405,250,294,8,0,1967,49,7,9,0,0,58,157,23,12,0,0,189,5011,366,425,23,5,5830
205041098,703,0,3,0,0,711,797,3,0,0,0,800,59,0,0,0,0,63,4,0,0,0,0,4,3,0,0,0,0,3,66,0,0,0,0,66,11,0,0,0,0,11,0,0,0,0,0,0,141,0,0,0,0,147,20,0,0,0,0,20,36,0,0,0,0,41,1696,13,6,0,0,1713
205041493,1442,39,176,0,6,1662,1507,12,23,0,5,1555,542,66,178,0,3,784,153,8,83,0,0,249,14,5,17,0,0,30,180,10,17,0,3,210,11,0,15,0,0,22,8,0,5,0,0,10,899,86,310,0,3,1308,34,0,26,0,0,60,78,0,25,0,0,106,3960,149,575,4,15,4686
205041494,2069,92,73,40,7,2281,2570,60,35,5,0,2668,756,117,195,0,0,1076,43,0,43,0,0,84,16,8,9,0,0,35,209,19,28,0,0,256,29,0,0,8,0,38,8,0,0,0,0,8,1061,144,282,14,0,1494,35,49,6,3,0,93,51,8,10,0,0,70,5787,350,400,56,10,6603
205051099,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
205051100,1014,23,3,12,5,1048,607,17,0,0,4,626,54,7,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,71,9,0,0,0,0,10,0,0,0,0,0,0,138,7,0,0,0,148,53,0,0,0,0,58,31,0,0,0,0,38,1843,44,3,21,6,1918
205051101,2281,3,42,16,0,2348,2093,0,12,0,0,2110,433,0,75,7,0,513,40,0,53,0,0,93,3,0,3,0,0,8,245,0,5,3,0,253,44,0,0,4,0,53,6,0,0,0,0,6,760,0,141,17,0,925,129,0,12,0,0,144,96,0,8,0,0,108,5367,9,211,34,4,5626
205051102,575,4,0,8,0,584,551,4,0,0,0,561,78,5,0,0,0,86,4,0,0,0,0,4,0,0,0,0,0,0,68,0,0,0,0,68,43,0,0,0,0,44,4,0,0,0,0,0,193,5,0,9,0,204,74,0,0,0,0,74,41,0,0,0,0,43,1432,13,0,13,3,1466
205051103,1964,84,82,27,4,2164,1769,49,21,0,3,1842,907,197,214,4,0,1317,161,54,24,0,0,239,28,10,13,0,0,53,188,23,21,0,4,234,121,4,4,0,0,135,8,3,0,0,0,15,1407,294,274,6,0,1985,44,10,7,3,0,65,76,13,9,0,0,98,5260,452,396,35,17,6156
205051104,1128,50,11,26,4,1214,605,17,4,6,0,630,139,14,12,0,0,164,30,8,8,0,0,42,5,3,5,0,0,22,96,4,0,0,0,103,15,0,0,6,0,25,4,0,0,0,0,4,289,26,33,4,0,354,63,4,0,0,0,71,53,0,0,3,0,60,2134,98,49,38,8,2321
206011106,618,303,200,4,3,1126,388,439,769,4,0,1598,273,653,1770,23,0,2722,18,58,12,0,0,90,0,10,5,0,0,12,99,124,151,5,0,380,0,6,4,0,0,9,0,0,3,0,0,3,393,854,1939,31,0,3215,23,26,20,0,0,72,19,18,13,0,0,50,1435,1638,2950,39,9,6059
206011107,1086,201,209,4,5,1512,782,349,569,5,0,1711,386,558,1522,10,0,2476,5,46,111,0,0,162,4,0,39,0,0,42,111,73,155,4,0,354,5,0,9,0,0,15,0,6,7,0,0,11,517,690,1844,16,3,3061,32,17,17,0,0,66,25,10,34,0,0,65,2443,1268,2669,26,7,6415
206011109,1246,78,48,5,0,1379,1163,137,84,0,0,1389,403,160,156,0,0,730,12,7,0,0,0,19,0,0,0,0,0,0,99,22,13,0,0,137,3,0,4,0,0,3,5,0,0,0,0,3,523,191,178,0,0,890,33,0,0,0,0,32,37,5,4,0,0,43,2997,408,317,6,5,3734
206011495,1017,275,142,4,0,1441,698,352,417,17,4,1486,423,727,945,46,0,2141,6,26,16,0,0,46,0,6,9,0,0,18,130,119,108,7,0,370,8,5,7,0,0,19,3,0,3,0,0,9,573,880,1091,59,0,2605,21,21,13,0,0,56,14,18,14,3,0,48,2323,1541,1680,83,8,5631
206011496,622,359,255,8,0,1237,462,459,630,9,0,1556,376,657,1205,26,3,2270,7,83,94,0,0,180,0,0,20,0,0,28,127,151,174,15,0,471,6,5,11,0,0,18,0,4,3,0,0,8,525,903,1508,41,3,2980,20,27,23,6,0,76,17,16,28,0,0,67,1642,1763,2433,64,3,5911
206011497,1180,236,80,0,0,1499,800,503,189,0,5,1495,427,576,405,4,3,1413,31,93,14,0,0,136,0,15,14,0,0,31,156,89,64,0,0,312,7,10,0,0,0,23,3,0,0,0,0,8,632,781,500,9,9,1920,42,13,18,0,0,71,45,9,3,0,0,63,2704,1546,785,9,9,5055
206011498,1617,158,19,0,0,1789,1449,274,64,0,0,1794,638,362,144,0,0,1146,26,30,14,0,0,73,0,9,4,0,0,14,146,59,13,0,0,212,6,3,5,0,0,18,0,0,0,0,0,0,814,470,176,0,0,1465,46,10,9,0,0,63,50,14,3,0,0,68,3979,923,270,0,5,5177
206021110,878,159,99,0,0,1146,675,235,179,0,0,1094,246,317,552,8,0,1123,7,18,26,0,0,53,0,8,20,0,0,28,55,43,61,0,0,159,9,0,9,0,0,13,0,0,3,0,0,5,311,392,669,9,0,1386,28,8,12,0,0,42,17,3,5,0,0,25,1911,798,961,11,0,3690
206021112,1719,302,138,0,0,2168,1403,518,369,7,0,2296,660,841,1101,36,4,2639,44,60,102,0,0,201,30,12,16,0,0,59,153,107,107,10,0,372,8,3,7,0,0,19,0,3,9,0,0,16,899,1019,1341,44,3,3299,47,13,27,0,0,88,54,16,19,0,0,86,4117,1872,1893,52,3,7941
206021499,1432,279,149,4,0,1863,1080,392,350,0,0,1816,453,459,668,14,3,1595,7,82,164,0,0,255,10,26,5,0,0,37,144,86,70,3,0,303,8,4,0,0,0,20,0,8,4,0,0,12,627,658,919,23,3,2222,35,18,22,0,0,76,34,8,22,0,0,72,3209,1350,1460,22,5,6049
206021500,794,341,78,7,0,1221,608,415,255,6,0,1284,290,542,514,13,0,1356,16,4,29,0,0,47,9,9,9,0,0,20,59,97,52,7,0,221,14,6,8,0,0,18,0,0,0,0,0,3,378,654,601,28,3,1660,18,34,3,0,0,55,11,8,9,0,0,24,1807,1447,937,40,6,4247
206031113,1110,354,147,0,0,1615,1081,490,381,0,0,1951,366,385,636,3,0,1386,19,45,486,0,0,556,14,0,16,0,0,36,88,61,82,7,4,243,18,0,12,0,0,30,3,6,4,0,0,7,510,502,1234,13,5,2262,33,13,10,0,0,58,15,12,51,0,0,77,2740,1369,1829,22,7,5961
206031115,319,163,150,0,0,633,283,241,402,8,0,935,139,232,1025,15,0,1416,9,99,648,0,0,752,3,6,19,0,0,32,56,50,108,3,0,224,0,4,13,0,0,17,4,0,8,0,0,14,218,393,1828,19,0,2456,4,10,21,0,0,34,5,5,62,0,0,69,831,811,2458,28,0,4137
206031116,1428,286,338,7,0,2058,1064,318,603,6,0,1986,402,375,1332,11,6,2124,11,5,168,0,0,179,5,0,36,0,0,39,97,58,132,0,0,283,0,0,10,0,0,14,3,0,0,0,0,4,515,440,1678,9,4,2648,38,14,39,0,0,90,26,16,40,0,0,78,3064,1076,2697,17,0,6862
206031501,1603,263,358,3,0,2231,1244,343,325,0,4,1910,277,361,826,0,3,1465,14,21,18,0,0,52,0,0,9,0,0,15,67,41,119,3,0,231,8,0,6,0,0,17,0,0,0,0,0,0,367,425,979,6,3,1784,28,16,31,0,0,82,24,8,18,0,0,50,3279,1048,1713,11,6,6055
206031502,970,206,258,0,0,1436,762,278,446,0,0,1483,218,500,1039,4,0,1762,10,13,39,0,0,62,3,10,57,0,0,74,49,55,126,5,0,230,8,6,4,0,4,15,4,4,9,0,0,15,289,587,1273,11,0,2156,31,9,22,0,0,68,26,7,21,0,0,50,2073,1085,2016,15,9,5198
206041117,30,314,596,0,0,943,26,172,511,3,0,715,30,450,3177,14,6,3683,0,39,598,0,0,642,0,15,72,0,0,89,5,153,450,4,4,619,0,11,76,3,0,91,0,0,9,0,0,9,33,673,4385,32,14,5133,0,18,180,0,0,200,0,12,87,0,0,108,93,1188,5755,38,16,7099
206041118,12,20,893,0,6,930,9,36,1317,0,5,1359,13,28,4513,0,7,4564,0,0,44,0,0,44,0,0,63,0,0,63,0,12,331,0,0,348,0,3,27,0,0,35,0,0,6,0,0,6,18,44,4986,0,7,5056,0,3,124,0,0,131,0,0,61,0,0,63,41,108,7376,5,20,7546
206041119,46,216,378,0,3,645,17,120,289,0,3,428,10,153,901,4,0,1062,0,0,4,0,0,4,0,0,0,0,0,0,8,41,145,0,0,184,0,4,10,0,0,9,0,0,0,0,0,0,7,191,1058,4,4,1264,4,13,23,0,0,38,0,4,14,0,0,21,77,538,1762,3,9,2396
206041120,0,0,0,0,0,0,0,0,15,0,0,15,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,34
206041121,262,514,81,0,0,854,290,778,371,0,0,1446,191,848,502,3,0,1548,13,138,315,0,0,463,0,30,26,0,0,53,46,149,46,0,0,246,0,3,3,0,0,9,0,0,3,0,0,11,249,1167,899,4,5,2323,11,29,14,0,0,56,10,24,16,0,0,49,810,2522,1384,6,5,4727
206041124,20,233,133,0,3,391,11,138,155,0,0,308,11,280,819,4,0,1114,0,3,20,0,0,29,0,20,45,0,0,65,0,66,86,0,0,151,0,4,4,0,0,6,0,0,0,0,0,5,11,373,980,4,0,1377,6,18,43,0,0,63,0,9,4,0,0,16,48,775,1320,4,5,2148
206041125,97,132,603,0,0,834,44,51,405,0,0,498,12,65,1276,0,0,1353,0,0,0,0,0,0,0,0,0,0,0,0,15,20,202,0,0,231,4,9,8,0,0,16,0,0,3,0,0,3,27,95,1485,0,3,1614,8,24,49,0,0,82,0,0,20,0,0,25,173,297,2573,0,6,3049
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,0,10,679,0,0,683,0,8,599,3,0,611,0,15,2798,5,9,2824,0,0,5,0,0,5,0,0,10,0,0,10,0,3,360,0,3,370,0,0,49,0,0,56,0,0,9,0,0,9,0,21,3242,5,14,3276,0,0,85,0,0,87,0,0,56,0,6,56,0,34,4650,8,22,4720
206041504,0,0,872,0,8,879,0,0,783,0,5,790,0,0,5899,0,34,5937,0,0,13,0,0,13,0,0,75,0,4,80,0,0,601,0,6,610,0,0,124,0,4,129,0,0,18,0,0,18,0,0,6742,0,42,6784,0,0,220,0,0,215,0,0,96,0,0,100,0,0,8705,0,56,8767
206041505,0,0,652,0,0,653,0,3,986,0,3,994,5,8,5406,0,29,5447,0,0,15,0,0,15,0,0,23,0,0,25,0,5,535,0,3,537,0,0,76,0,0,84,0,0,15,0,0,15,5,10,6068,0,34,6125,0,0,147,0,0,147,0,0,116,0,3,119,10,10,7971,0,47,8039
206041506,85,396,407,7,0,893,76,415,868,0,4,1361,74,594,2290,19,4,2971,0,82,628,0,0,721,0,19,95,0,0,107,23,174,325,10,0,532,0,10,27,0,0,46,0,0,14,0,0,13,100,883,3376,24,3,4386,15,34,73,3,0,129,0,15,63,0,5,83,270,1745,4790,41,13,6855
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,0,0,521,0,0,521,0,0,631,0,0,631,0,0,1843,3,0,1844,0,0,0,0,3,3,0,0,5,0,0,5,0,0,199,0,0,202,0,0,13,0,0,13,0,0,0,0,0,0,0,0,2056,3,5,2069,0,0,68,0,0,68,0,0,30,0,0,27,0,0,3299,3,12,3309
206041509,0,25,946,0,0,973,0,34,1435,0,4,1473,0,63,5205,0,26,5297,0,0,3,0,0,3,0,0,9,0,0,9,0,22,466,0,0,491,0,0,40,0,0,40,0,0,19,0,0,19,0,87,5743,0,28,5855,0,0,132,0,0,136,0,0,84,0,3,85,3,153,8339,3,36,8532
206041510,16,129,280,0,0,427,10,168,544,0,0,724,14,280,1639,6,3,1938,0,40,9,0,0,47,0,11,12,0,0,24,10,70,174,6,0,252,0,5,26,0,0,28,0,0,0,0,0,0,15,401,1860,15,3,2296,0,17,39,0,0,49,0,11,31,0,0,41,45,715,2754,21,3,3542
206051128,345,1084,809,6,4,2247,214,664,733,3,0,1620,106,585,1828,3,8,2527,0,0,156,0,0,157,0,0,13,0,0,17,27,127,219,0,3,380,0,3,8,0,0,14,0,3,8,0,0,18,140,718,2244,9,7,3118,14,30,60,0,4,104,5,11,43,0,3,62,716,2510,3882,12,21,7153
206051129,449,356,676,0,0,1480,387,334,1140,0,0,1863,115,206,2778,0,0,3108,0,19,59,0,0,81,0,0,36,0,0,30,43,38,330,0,0,401,5,0,7,0,0,14,0,0,4,0,0,4,159,262,3211,0,0,3639,7,10,44,0,0,65,9,8,37,0,0,58,1016,977,5105,0,7,7104
206051130,187,1005,787,0,4,1979,154,954,951,0,0,2063,91,691,1404,9,0,2196,0,253,234,0,0,483,0,7,31,0,0,38,20,136,174,4,0,332,0,5,4,0,0,11,0,0,3,0,0,11,116,1099,1846,11,0,3066,7,47,54,0,0,101,0,29,38,0,0,75,465,3134,3680,9,6,7291
206051134,460,259,626,3,0,1348,400,409,1330,10,0,2159,146,302,2615,25,0,3088,0,6,113,0,0,122,3,17,47,5,0,65,44,79,362,8,0,485,3,5,24,0,0,24,3,0,7,0,0,11,198,407,3165,40,0,3803,16,12,51,0,0,82,14,9,83,0,0,103,1090,1095,5255,53,3,7502
206051511,0,17,30,4,0,62,0,73,162,0,0,236,0,218,222,10,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,25,0,0,0,0,0,3,0,0,3,0,0,3,0,234,226,10,3,471,0,3,6,0,0,4,0,7,0,0,0,9,0,335,427,11,14,789
206051512,90,590,453,7,0,1137,101,536,633,3,0,1274,56,436,1518,25,0,2034,0,184,341,0,0,530,0,8,120,0,0,127,9,138,194,3,4,342,0,7,11,0,5,15,0,0,3,0,0,8,69,775,2184,26,10,3064,3,32,71,0,0,104,0,18,40,0,0,58,259,1947,3383,43,10,5642
206051513,165,150,475,26,0,813,123,189,1149,51,3,1519,49,150,2761,118,6,3080,0,64,207,0,0,276,0,7,159,4,0,172,11,28,313,23,4,373,0,0,20,0,0,19,0,0,3,0,0,7,63,262,3466,144,8,3943,3,9,45,3,0,62,4,10,79,5,0,94,359,621,5206,225,12,6426
206051514,146,250,749,34,0,1178,105,241,1136,46,4,1532,51,192,2799,94,0,3141,0,16,147,0,0,166,0,18,122,0,0,139,22,44,379,30,0,481,0,4,24,0,3,31,0,0,13,0,0,10,79,274,3483,123,5,3966,0,16,78,0,0,97,0,13,47,4,0,63,331,797,5492,209,10,6841
206061135,601,284,412,5,0,1300,325,185,490,0,3,1001,121,169,1263,11,0,1570,0,37,19,0,0,50,0,4,85,0,0,87,29,30,132,0,0,192,3,0,8,0,0,10,0,0,11,0,0,11,157,240,1512,10,5,1921,16,18,43,0,0,71,11,5,20,0,0,42,1107,729,2480,17,5,4336
206061136,642,624,561,0,5,1837,466,630,1199,7,4,2296,356,807,3070,12,9,4257,0,39,302,0,0,337,0,5,44,0,0,51,77,176,355,5,4,624,6,0,23,3,0,29,5,8,13,0,0,21,447,1037,3808,23,15,5320,33,34,72,0,0,137,14,26,55,0,0,101,1597,2343,5690,33,23,9684
206061138,960,564,839,0,0,2368,518,234,504,0,0,1255,104,205,1092,0,3,1411,0,0,3,0,0,3,0,0,4,0,0,4,37,45,183,0,0,271,3,4,12,0,0,21,0,0,4,0,0,4,152,252,1296,0,4,1712,21,34,74,0,0,133,26,14,35,0,0,80,1679,1104,2753,0,4,5541
