SA2_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
201011001,1372,2225,687,37,4320,858,163,5334,11,4,18,0,38,34,0,71,25,11,29,0,58,38,14,115,33,12,49,0,98,72,15,186,26,4,26,0,57,155,6,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,26,0,57,158,6,228,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,3,0,6,1436,2247,759,36,4481,1092,183,5763
201011002,1168,1050,385,34,2648,1175,164,3981,121,54,41,6,222,294,26,544,41,20,17,0,74,72,11,160,158,75,61,7,302,363,38,701,24,8,16,0,46,187,16,248,14,3,4,0,19,29,3,53,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,17,0,69,218,17,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,7,10,4,26,7,3,0,0,7,10,4,26,3,4,0,0,7,10,0,17,1381,1147,464,41,3032,1778,226,5036
201011005,782,915,236,10,1942,417,49,2407,12,3,6,0,20,30,0,48,3,0,0,0,7,7,0,12,11,4,7,0,23,38,0,60,9,5,0,3,11,25,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,3,11,26,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,5,0,7,804,924,247,17,1989,484,51,2522
201011006,1028,1149,542,48,2776,732,144,3648,46,39,24,0,108,88,7,204,0,0,0,0,0,0,0,0,46,39,24,0,108,88,7,204,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,5,5,0,13,1076,1188,573,49,2887,826,153,3870
201011007,419,635,100,12,1173,198,22,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,641,100,12,1174,198,22,1395
201011008,1391,1283,852,75,3605,1471,192,5267,114,48,56,7,233,436,20,685,3,0,6,0,12,19,0,34,122,51,64,12,244,457,19,714,12,8,17,0,39,151,4,189,4,0,4,0,9,11,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,20,5,48,160,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1533,1343,939,83,3904,2085,216,6201
201011481,937,762,457,30,2189,1203,182,3569,81,30,36,8,161,252,13,428,5,4,5,0,20,11,6,39,93,36,43,8,178,259,20,464,4,3,6,0,14,33,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,10,33,0,43,0,0,0,0,7,4,0,9,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,5,0,4,0,9,12,0,21,0,0,0,0,0,7,0,9,1038,801,514,39,2390,1513,206,4108
201011482,1507,1687,493,45,3739,1282,152,5171,78,23,31,0,137,337,26,493,8,16,5,0,32,57,8,98,92,36,40,0,162,393,34,587,16,5,9,0,23,45,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,16,3,9,0,30,51,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,7,3,0,0,0,4,4,0,12,0,3,0,0,9,0,0,10,1622,1726,545,51,3942,1723,190,5863
201011483,1081,1055,525,34,2696,1110,210,4016,106,67,59,10,243,288,45,576,12,8,7,0,31,27,3,62,122,78,65,10,273,313,46,637,38,3,14,4,59,112,7,176,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,36,3,14,4,66,123,7,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,3,0,0,6,0,0,3,0,0,0,0,0,6,0,9,1242,1140,605,52,3044,1556,265,4863
201011484,958,823,725,45,2554,1245,175,3975,284,135,219,20,655,1033,58,1748,4,0,6,0,15,15,3,31,285,135,230,20,673,1042,69,1782,6,0,0,0,4,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,8,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1255,961,956,66,3235,2300,241,5776
201021009,697,758,243,17,1721,523,47,2290,15,10,4,0,29,46,0,64,0,0,0,0,3,0,0,8,16,7,4,0,31,44,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,4,0,3,9,12,0,18,0,0,0,0,0,0,0,0,716,776,252,16,1762,577,47,2388
201021010,1042,761,286,22,2115,871,66,3046,3,4,0,0,9,10,0,19,5,0,0,0,3,4,0,8,8,0,0,0,9,12,0,26,11,0,3,0,13,78,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,16,78,0,92,5,0,5,0,12,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,8,7,0,19,9,7,12,0,21,29,0,52,6,0,0,0,3,0,0,3,1075,774,304,24,2170,993,68,3229
201021011,1452,798,308,23,2585,1245,126,3953,22,7,18,0,41,79,0,125,4,4,4,0,12,21,0,35,29,12,19,0,52,100,0,157,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,8,0,0,0,0,0,3,0,8,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,5,3,3,0,0,9,3,0,17,3,7,0,0,9,16,0,28,5,0,0,0,10,5,0,11,1487,812,327,23,2660,1369,128,4157
201021012,706,783,190,17,1703,455,43,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,711,786,190,17,1706,460,43,2212
201031013,502,274,127,9,913,461,27,1409,0,0,0,0,0,13,0,11,0,0,0,0,3,0,0,3,5,0,0,0,7,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,6,3,0,0,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,0,8,7,0,15,0,0,0,0,4,0,0,4,510,276,130,9,927,484,29,1448
201031014,560,396,166,11,1135,491,35,1659,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,8,0,13,13,0,0,0,14,29,0,49,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,4,15,0,0,0,25,42,0,62,0,0,0,0,0,0,0,5,581,397,166,11,1157,546,39,1746
201031015,563,564,176,21,1318,413,35,1760,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,565,563,176,21,1320,420,28,1777
201031016,947,578,432,33,1986,1091,90,3169,56,7,22,3,88,233,8,330,6,0,0,0,7,12,0,15,57,7,23,3,92,237,8,343,8,0,0,0,7,48,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,49,0,61,5,0,0,0,5,27,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,9,15,0,23,14,6,6,0,17,35,0,52,3,0,0,0,3,9,0,13,1027,593,459,36,2117,1418,107,3639
201031017,680,459,223,23,1387,693,48,2129,5,0,4,0,7,31,0,43,0,0,0,0,0,0,0,0,5,0,4,0,10,31,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,13,5,0,19,13,5,0,0,19,21,0,40,0,0,0,0,3,4,0,8,702,462,226,23,1420,757,54,2221
202011018,1308,1080,796,82,3267,1845,263,5376,66,31,54,6,166,315,28,506,55,11,15,0,85,87,15,187,117,53,74,10,251,404,45,691,17,9,15,5,50,76,5,126,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,15,5,47,80,5,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,8,4,4,15,8,4,0,0,8,4,4,15,5,0,3,0,6,3,0,8,1451,1147,889,97,3580,2330,312,6229
202011019,1231,1178,799,83,3295,1444,157,4890,27,12,11,4,51,188,3,241,0,0,0,0,0,0,0,0,27,12,11,4,51,188,3,241,5,4,0,0,6,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,6,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,0,0,0,0,4,7,0,8,9,0,0,0,11,3,3,22,1266,1194,817,87,3366,1649,158,5178
202011020,1426,1197,528,49,3199,1361,187,4739,124,63,75,6,268,525,43,835,26,7,16,3,53,46,7,110,154,68,90,9,322,567,50,941,13,0,3,0,21,28,0,44,9,4,0,0,10,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,3,0,27,30,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,3,4,0,0,4,10,0,10,1600,1271,620,54,3551,1971,241,5759
202011021,826,842,462,34,2167,931,162,3257,62,25,43,3,135,306,20,467,15,17,15,0,48,36,18,101,75,36,64,7,183,346,38,564,0,0,7,0,8,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,905,884,529,43,2358,1292,199,3847
202011022,2135,1845,1077,93,5148,2364,254,7761,78,34,55,7,179,352,29,561,4,5,13,3,25,19,5,41,82,40,71,12,201,373,28,601,29,12,12,0,53,124,9,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,35,12,12,0,57,130,9,191,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,4,0,0,0,6,6,0,10,7,4,0,0,8,4,0,13,2261,1903,1161,104,5423,2871,291,8582
202011023,491,870,146,13,1514,189,30,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,0,3,8,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,17,0,0,0,0,0,0,0,0,495,871,146,13,1521,199,31,1747
202011024,1080,1590,300,11,2981,490,40,3511,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,7,4,0,0,3,0,0,13,1092,1587,300,11,2994,493,40,3530
202011025,1360,1710,685,42,3800,972,137,4911,36,20,19,5,82,107,3,192,0,0,0,0,3,4,0,6,34,20,21,5,87,106,3,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,10,0,0,0,16,9,0,25,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,7,3,0,0,18,9,0,33,4,0,0,0,6,5,0,8,1406,1742,709,52,3900,1101,145,5147
202021026,942,1150,190,17,2310,373,35,2715,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,8,0,0,0,8,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,8,0,18,0,0,0,0,0,0,0,0,957,1159,190,17,2320,384,40,2744
202021027,1345,919,530,32,2833,1498,135,4471,22,11,12,0,42,169,8,218,0,3,0,0,3,6,0,15,26,11,10,0,49,175,5,234,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,11,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,0,14,6,3,3,0,5,11,0,21,0,0,0,0,0,5,0,7,1374,936,548,32,2892,1701,147,4737
202021028,1343,879,306,30,2558,1096,90,3744,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,19,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,7,3,4,0,0,5,9,0,20,0,0,0,0,0,4,0,7,1351,884,305,32,2567,1135,92,3799
202021029,680,416,149,29,1273,613,70,1959,0,0,6,0,9,21,0,28,0,0,0,0,0,0,0,0,3,0,6,0,12,16,0,30,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,5,0,0,0,5,19,0,25,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,12,0,3,0,14,19,0,37,0,0,0,0,3,0,0,0,698,418,159,31,1305,659,69,2035
202021030,1212,1131,315,30,2692,842,88,3624,43,12,24,0,75,159,11,241,6,0,0,0,12,7,0,14,43,12,27,0,89,164,11,260,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,10,21,0,0,33,9,0,39,0,0,0,0,0,0,0,0,9,5,4,0,14,10,4,31,22,27,3,0,53,25,4,75,0,0,0,0,0,0,0,0,1283,1169,345,31,2834,1027,101,3960
202021031,807,999,289,12,2106,497,51,2650,65,8,20,4,91,108,6,202,6,3,5,0,12,3,0,15,67,9,21,4,103,111,6,219,3,5,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,875,1020,319,11,2224,608,49,2880
202031032,580,565,149,21,1313,362,33,1715,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,10,0,0,0,0,4,0,0,4,0,0,0,0,0,5,0,4,3,0,0,0,0,6,0,7,6,4,0,0,10,15,0,22,3,5,0,0,8,12,0,11,581,572,149,24,1325,388,37,1751
202031033,910,613,222,29,1770,880,72,2729,21,12,6,0,29,41,0,71,0,0,0,0,0,0,0,0,21,12,6,0,29,43,0,70,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,22,0,25,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,3,4,0,0,12,6,0,14,10,4,0,0,16,40,0,51,4,0,0,0,4,10,0,12,940,622,223,29,1822,972,76,2869
203011034,660,1161,216,6,2046,282,20,2349,25,5,18,0,52,29,4,83,0,0,0,0,0,0,0,0,25,5,18,0,52,29,4,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,1173,231,6,2098,317,23,2439
203011035,825,1138,222,15,2195,432,42,2672,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,5,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,828,1144,223,15,2204,431,42,2685
203011036,753,839,211,11,1810,428,43,2281,0,0,5,0,7,31,0,43,0,0,0,0,0,0,0,0,3,0,5,0,12,37,0,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,3,0,3,754,838,217,11,1821,472,43,2339
203021037,1227,1425,522,67,3246,1275,279,4793,170,80,77,9,342,602,36,976,41,26,22,0,91,65,18,167,214,102,100,14,428,661,49,1146,8,3,0,0,21,34,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,3,0,0,15,37,0,53,0,0,0,0,0,8,0,10,24,9,12,0,40,122,4,162,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,22,9,12,5,43,127,4,177,7,0,0,0,7,13,0,26,1481,1540,644,82,3745,2112,338,6194
203021039,1084,1005,385,45,2514,1137,241,3899,125,58,46,8,241,459,50,751,137,53,35,4,229,137,48,413,268,110,80,13,470,596,97,1163,33,12,14,5,67,120,11,192,15,6,8,0,30,56,12,96,65,19,13,3,94,185,23,300,57,4,4,5,68,59,7,134,0,0,0,0,0,0,0,0,174,46,27,13,264,411,53,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,4,0,8,8,4,19,8,3,4,0,13,9,4,23,0,3,0,0,0,13,0,16,1526,1167,498,76,3268,2166,390,5827
203021040,1819,2246,734,60,4858,1748,291,6896,145,65,49,4,259,493,37,791,56,39,28,3,119,85,26,225,198,104,72,8,383,574,59,1014,153,55,49,7,270,612,46,923,5,0,6,0,12,42,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,54,57,7,277,654,50,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,5,14,3,0,0,0,4,9,5,15,0,0,0,0,0,0,5,6,2175,2410,856,78,5519,2988,408,8907
