SA2_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
201011001,0,3,0,115,0,0,0,0,0,0,0,0,0,5,47,61,0,0,0,0,0,0,0,0,0,3,6,13,311,73,7,229,27,113,6,87,14,559,60,1494
201011002,0,23,0,188,0,0,0,0,0,0,0,0,0,3,39,42,0,0,0,0,0,0,0,0,0,15,4,17,239,87,6,197,26,116,16,111,16,535,44,1404
201011005,0,4,0,89,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,5,0,6,139,34,6,103,11,71,7,72,24,331,23,822
201011006,0,0,0,38,4,0,0,0,0,0,0,0,0,0,27,38,7,0,0,0,0,0,0,0,0,11,5,21,271,52,8,190,13,83,9,76,10,334,49,1093
201011007,0,6,0,25,0,0,0,0,0,0,0,0,0,4,11,17,0,0,0,0,0,0,0,0,0,0,3,7,81,24,4,83,7,37,7,37,11,149,17,452
201011008,0,8,0,39,0,0,0,0,0,3,0,0,0,7,38,51,0,0,0,0,0,0,0,0,0,16,11,29,265,74,10,223,28,113,20,104,27,648,63,1572
201011481,0,0,0,42,0,0,3,5,0,0,0,0,0,0,28,32,0,0,0,0,0,0,0,0,0,10,5,16,190,59,6,162,17,87,11,104,22,357,34,1055
201011482,0,11,0,148,0,0,0,4,0,0,0,0,0,3,45,56,0,0,0,0,0,0,0,0,0,9,11,22,321,88,10,255,34,142,23,136,15,559,60,1648
201011483,0,7,0,61,0,0,0,0,0,0,0,0,0,4,42,43,0,0,0,0,0,0,0,0,0,8,7,13,249,68,13,192,17,93,21,95,13,441,58,1266
201011484,0,0,0,19,0,0,0,0,0,0,0,0,0,7,36,50,0,0,0,0,0,0,0,0,0,23,14,46,206,61,5,173,24,101,17,91,24,512,69,1283
201021009,0,0,0,67,0,0,0,0,0,4,0,0,0,3,27,38,4,0,0,0,0,0,0,0,0,11,10,21,159,40,5,107,24,84,10,49,3,226,44,757
201021010,0,6,0,55,0,0,0,0,0,0,0,0,0,6,42,56,0,0,0,0,0,3,0,0,0,9,11,19,139,58,21,153,16,95,16,97,20,419,64,1097
201021011,0,23,0,188,0,0,0,0,0,0,0,0,3,5,39,54,3,0,0,0,0,0,0,0,0,7,15,25,213,126,9,218,30,131,24,134,22,558,52,1520
201021012,0,0,0,57,0,0,0,0,0,3,0,0,0,3,16,32,4,0,0,0,0,0,0,0,0,4,7,17,151,52,8,104,22,80,6,66,19,207,27,740
201031013,0,0,0,18,0,0,0,0,0,0,0,0,0,3,14,19,4,0,0,0,0,0,0,0,0,10,6,19,74,32,6,61,3,40,8,39,16,213,24,521
201031014,0,0,0,17,0,0,0,0,0,5,0,0,0,0,20,27,3,0,0,0,0,0,0,0,0,10,6,15,96,23,6,85,7,55,5,41,15,221,29,601
201031015,0,0,0,30,0,0,0,0,0,0,0,0,0,4,17,26,4,0,0,0,0,0,0,0,0,8,0,9,102,32,6,82,7,55,4,54,15,202,28,590
