SA2_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
209011198,50,79,40,43,57,17,4,11,4,313,71,90,65,82,77,45,12,18,5,449,126,65,302,115,113,46,32,78,10,905,3,6,5,4,12,5,0,6,0,48,10,16,13,10,27,15,0,9,0,101,11,22,6,10,6,4,0,0,0,55,9,17,11,6,13,4,0,7,12,78,1153,3119,586,516,746,257,106,220,77,6787
209011199,32,70,46,38,45,17,14,19,5,290,77,81,60,125,71,37,23,27,6,502,87,42,347,157,87,44,56,94,21,931,9,4,8,17,10,8,5,11,6,71,11,5,13,15,21,11,5,12,0,94,8,15,6,5,0,3,4,4,0,38,9,15,13,13,10,9,11,19,22,125,735,2212,646,635,572,261,203,257,91,5612
209011200,36,81,31,26,39,22,4,7,3,254,61,60,44,64,49,24,9,11,4,339,85,37,171,68,64,37,30,37,8,535,3,6,4,4,7,8,4,3,0,38,9,11,8,6,12,9,0,4,3,74,6,24,0,4,6,5,3,4,0,56,12,18,4,8,12,5,3,3,9,72,1023,2609,383,354,604,252,81,117,74,5498
209011201,38,43,6,15,36,16,0,9,3,167,34,34,18,15,36,14,9,3,4,170,61,26,101,33,30,23,10,15,4,312,0,0,0,3,0,5,0,0,0,14,6,8,3,8,9,12,0,0,0,44,5,13,0,0,4,6,0,0,0,24,11,14,3,3,4,4,0,0,6,44,741,1523,205,159,344,152,31,56,43,3242
209011202,84,105,36,61,79,28,5,10,8,416,107,113,69,113,102,50,9,22,3,587,188,76,602,161,151,72,47,68,25,1388,9,8,9,14,11,4,0,8,0,57,26,8,6,20,38,15,4,10,0,138,7,11,8,0,0,0,0,0,6,29,11,24,6,3,7,7,4,3,14,88,1139,2404,855,595,733,298,96,157,80,6379
209011203,85,121,56,72,78,28,7,15,5,468,116,118,71,128,113,39,12,17,4,615,147,91,529,187,137,69,59,87,13,1308,3,5,7,12,20,13,8,6,0,64,11,19,5,22,28,16,8,12,0,117,5,13,4,7,6,6,0,0,0,53,9,25,12,16,20,8,7,5,18,113,1152,2845,864,697,891,300,134,205,102,7191
209011204,27,45,24,28,36,9,4,4,0,179,55,71,56,86,80,18,7,17,4,378,75,39,369,108,86,41,55,56,9,840,0,0,5,5,19,3,0,0,0,39,4,8,9,10,17,6,0,7,0,62,3,10,3,4,6,0,0,3,0,23,12,12,6,12,3,8,3,3,10,62,483,1270,543,378,431,152,108,126,42,3535
209021205,36,46,28,24,29,9,5,24,0,200,55,47,32,71,58,37,22,35,7,367,60,34,176,98,61,20,41,50,4,549,0,3,5,4,9,11,3,4,0,46,10,8,9,11,17,4,0,8,4,83,0,9,6,4,0,3,5,3,0,33,4,13,6,4,15,3,0,4,15,73,542,1285,404,405,466,217,193,263,62,3843
209021428,86,119,63,64,66,34,16,19,8,465,112,154,108,190,135,65,23,56,10,855,144,99,451,169,141,82,60,117,20,1282,8,8,16,19,22,9,3,6,0,94,14,11,12,32,22,13,5,15,0,128,12,9,0,7,6,8,0,0,8,50,15,22,22,12,20,16,3,22,29,169,1309,3550,964,916,974,460,210,390,154,8918
209021429,52,75,39,39,38,22,12,23,0,295,66,92,62,63,73,35,11,19,3,426,65,52,255,111,81,44,27,47,13,691,5,3,3,5,10,10,0,8,0,43,11,9,8,17,14,17,4,8,0,89,6,15,5,0,5,4,0,0,0,41,16,15,11,13,8,13,4,4,10,92,802,2291,533,484,572,264,114,194,86,5322
209021523,41,64,47,39,42,26,10,27,0,289,75,85,91,134,95,26,21,46,3,590,75,55,374,182,134,47,71,111,16,1067,10,11,8,15,14,7,10,4,0,75,13,6,15,24,24,7,6,13,3,117,0,7,8,0,10,0,6,3,3,36,8,13,15,15,18,3,0,20,24,122,627,1824,727,694,674,264,237,376,103,5525
209021524,27,32,12,13,39,11,8,10,0,155,34,48,35,63,61,26,14,26,0,305,47,22,292,91,59,46,60,66,20,710,4,0,3,5,10,5,8,3,0,32,0,8,9,9,10,13,9,3,0,71,0,10,0,0,4,6,5,0,0,21,9,11,10,11,17,10,12,5,22,104,313,753,426,287,377,172,164,176,70,2729
209021525,32,55,39,30,21,12,13,15,11,221,50,70,72,94,64,35,26,31,6,451,83,47,301,124,91,44,41,80,17,835,8,0,12,9,12,4,4,7,0,48,7,4,4,13,20,8,8,5,3,76,6,10,4,0,7,0,0,0,0,34,5,7,11,11,22,10,11,12,18,112,535,1427,563,512,527,248,176,274,86,4347
209021526,48,83,42,39,63,29,9,19,0,335,90,102,93,119,90,38,23,29,7,589,91,63,332,128,103,53,65,101,23,952,3,3,4,11,17,3,3,4,0,54,13,13,12,19,26,17,8,17,0,117,4,12,10,3,4,6,4,9,0,56,9,13,11,15,18,11,7,15,14,109,733,2040,667,632,648,278,203,315,97,5614
209031209,133,171,59,113,101,43,18,14,6,651,162,174,94,127,144,51,18,27,4,799,292,104,771,204,234,88,76,95,25,1875,7,6,16,11,23,18,7,6,0,102,39,30,20,30,60,35,6,15,0,232,15,27,3,4,17,4,5,0,0,72,14,28,9,14,28,12,4,12,27,152,1856,3571,1153,818,1113,389,158,222,104,9385
209031210,10,16,10,19,17,5,0,8,4,88,21,18,33,27,28,12,7,10,4,150,67,28,225,51,39,10,30,34,7,481,3,0,0,6,4,4,0,0,0,15,3,0,0,8,6,3,0,5,4,25,0,3,0,5,0,0,0,0,0,8,0,0,0,3,3,0,0,6,0,20,214,454,302,161,154,45,48,58,18,1453
209031211,22,32,8,15,15,3,0,8,3,102,25,22,22,47,33,3,9,17,0,181,80,20,294,78,61,25,51,61,10,689,4,0,9,4,3,0,6,0,0,19,0,3,0,6,11,4,3,0,0,26,0,0,6,0,0,0,0,0,0,3,3,5,8,11,0,0,10,4,5,44,218,279,363,201,156,47,74,97,30,1469
209031212,40,52,9,19,28,4,4,5,3,167,41,27,27,29,31,11,5,10,0,178,90,21,264,50,65,28,44,44,5,613,3,0,5,0,5,0,0,0,0,19,9,13,8,0,13,5,0,5,0,46,3,0,0,3,3,0,0,0,0,14,6,7,5,8,10,7,5,0,8,50,358,546,359,177,241,85,63,78,26,1942
209031213,59,74,15,24,39,20,5,11,0,241,70,67,32,75,65,15,7,11,0,356,170,31,411,78,90,56,53,47,17,948,5,4,6,0,14,4,5,0,0,42,19,3,7,19,26,11,4,6,0,91,3,7,7,5,0,0,0,0,4,30,11,9,10,11,18,5,0,5,8,68,704,1122,544,309,421,179,82,108,43,3518
209031214,45,41,19,33,37,13,0,3,4,194,52,39,24,36,47,15,4,9,6,225,116,36,247,59,52,32,22,35,8,614,0,10,6,3,10,0,0,3,0,33,14,6,8,8,17,0,0,5,0,62,9,9,0,3,8,0,0,0,0,32,4,8,8,5,7,0,4,5,5,50,621,1005,363,238,290,106,38,90,47,2800
209031215,93,109,32,71,63,22,8,16,4,411,130,82,59,159,101,48,14,14,15,634,239,103,805,220,158,81,85,140,22,1850,13,0,11,12,27,11,5,13,0,85,13,15,12,32,28,9,9,9,0,124,3,13,8,6,0,4,0,4,0,35,14,17,14,13,19,3,0,9,11,96,990,1803,1014,700,667,244,134,217,84,5851
209041216,25,27,23,21,23,17,4,7,0,149,53,35,26,61,48,25,9,20,0,272,54,20,153,69,62,34,42,43,4,486,3,0,0,7,13,0,3,0,0,26,15,11,3,8,19,10,4,8,0,73,7,5,5,0,4,6,5,0,0,25,4,5,3,10,5,4,0,5,11,49,405,870,284,272,360,161,108,124,43,2635
209041217,21,26,7,19,19,4,3,8,0,113,28,26,33,65,38,15,15,14,4,239,41,18,176,66,42,20,30,28,10,428,5,0,5,6,0,0,3,0,0,26,4,0,3,13,5,0,3,8,0,40,3,9,0,3,5,3,0,0,0,32,3,6,7,11,6,6,6,10,18,73,221,609,297,256,234,134,108,113,56,2025
209041220,60,79,54,53,79,24,20,20,13,393,104,71,73,167,147,61,37,35,3,700,145,60,586,222,159,95,126,132,34,1554,8,6,6,10,22,3,7,15,0,78,22,10,17,29,41,23,13,11,6,164,8,12,5,7,12,7,7,7,0,67,5,15,19,21,29,10,9,14,26,152,688,1595,892,730,850,397,284,310,106,5851
209041221,36,50,31,41,42,13,11,10,0,242,47,55,70,91,73,26,15,29,4,419,69,44,363,151,101,65,87,95,21,997,3,7,5,4,16,4,7,3,0,47,12,7,5,26,20,10,8,16,4,96,3,9,0,4,0,0,0,4,0,24,3,17,7,15,9,11,8,11,17,108,358,1047,583,479,495,208,188,231,71,3655
209041223,32,30,45,47,50,21,19,19,5,263,53,48,112,150,72,54,50,57,12,605,87,42,424,197,113,80,134,171,19,1264,5,0,12,23,10,8,12,13,0,76,4,4,12,28,27,17,14,19,0,127,0,5,14,9,9,0,9,10,3,66,17,11,26,25,17,10,20,28,25,174,425,1033,825,728,584,323,394,483,94,4888
209041224,87,71,54,81,76,22,35,17,4,450,133,112,130,262,170,54,52,44,6,969,258,103,1190,378,318,171,297,239,69,3025,11,9,15,11,29,19,14,23,0,141,15,11,17,39,31,21,19,24,3,182,5,8,22,12,10,3,0,0,0,63,17,28,38,26,25,16,16,19,23,205,840,1383,1587,1074,898,379,531,441,138,7276
209041225,50,38,18,36,44,8,13,14,5,233,60,44,47,118,75,21,28,18,8,415,145,40,597,175,132,78,100,112,29,1397,4,3,7,12,20,8,8,3,3,72,6,9,10,15,19,11,8,7,3,86,3,7,10,4,0,0,6,0,0,29,12,13,11,12,18,9,5,15,13,104,421,732,762,514,410,193,214,207,64,3512
209041431,31,36,48,35,37,18,26,14,0,231,49,47,55,108,90,43,33,21,9,453,71,36,426,204,113,61,116,134,19,1182,4,4,10,7,13,8,8,10,5,70,11,5,9,24,15,14,8,12,0,102,4,5,9,3,6,0,0,0,0,27,9,17,20,19,21,4,12,20,13,129,326,839,662,562,457,226,259,282,83,3701
209041432,14,21,20,27,27,9,11,15,0,148,21,31,38,78,60,16,30,27,6,298,40,16,228,105,67,34,60,65,10,629,0,0,0,6,5,5,8,8,0,41,12,4,12,13,8,4,0,3,0,62,4,0,0,4,0,0,4,12,0,21,0,9,10,15,8,0,11,4,14,74,179,483,398,328,305,132,184,219,52,2280
209041433,32,34,54,48,55,18,31,17,0,298,50,61,80,134,72,30,39,22,9,496,66,28,279,131,95,39,97,89,11,833,4,3,3,6,15,12,8,6,4,56,7,10,14,18,17,14,18,12,0,103,3,11,4,8,8,3,11,5,0,49,3,13,7,13,10,7,10,14,18,89,424,1000,560,592,538,216,300,254,83,3963
209041435,52,62,41,45,51,25,13,15,5,311,78,49,66,123,114,45,24,32,10,537,141,53,453,161,153,88,96,88,27,1264,3,0,5,12,22,8,0,7,0,64,14,11,15,27,24,17,8,14,5,140,6,5,6,3,11,5,0,6,6,46,12,23,4,10,15,14,0,6,12,97,587,1247,679,552,637,309,205,222,85,4515
209041436,49,40,37,42,45,16,21,17,6,264,71,68,47,125,98,39,26,19,8,497,111,49,464,164,127,68,63,117,16,1191,4,4,3,8,19,8,3,5,0,50,19,7,9,25,27,14,6,8,3,110,0,6,0,4,3,0,3,4,0,29,3,14,11,9,13,7,9,6,17,93,516,1097,653,558,573,273,183,241,85,4171
209041437,49,61,94,83,76,31,60,34,18,497,110,85,187,315,150,85,164,83,20,1193,122,51,549,269,176,87,178,156,30,1613,3,6,15,12,19,10,13,11,0,89,13,12,19,34,38,18,16,15,6,167,11,19,23,19,8,6,16,7,6,110,14,22,24,31,22,21,20,19,28,184,744,2105,1209,1359,1045,456,761,553,181,8397
209041527,61,63,43,77,73,23,16,7,0,364,106,113,81,184,150,43,24,44,9,748,232,95,809,254,202,120,114,160,38,2023,9,7,0,15,30,14,11,13,0,95,13,12,25,32,31,15,12,10,0,142,3,13,6,6,8,3,4,0,0,34,7,13,7,17,29,6,7,8,6,101,752,1468,1040,816,745,311,216,297,89,5735
209041528,37,36,40,40,42,15,9,9,3,232,77,74,50,129,87,39,32,25,9,522,110,52,490,177,142,78,69,91,26,1243,5,3,6,3,22,13,0,9,0,60,11,10,6,20,21,16,11,10,0,105,0,6,0,4,4,0,0,0,0,17,5,4,7,11,13,7,3,6,10,65,473,1078,671,585,499,236,158,191,73,3960
209041529,10,15,15,13,28,11,14,23,0,128,24,31,46,93,47,26,25,32,9,326,23,22,234,102,67,42,62,86,10,652,3,0,9,11,8,5,3,5,0,32,10,4,7,13,17,14,6,7,0,79,0,3,10,0,3,4,3,0,0,30,5,0,7,11,3,8,8,17,15,72,172,510,406,378,304,169,203,277,65,2480
209041530,29,38,28,22,37,15,16,23,0,208,38,35,60,99,71,35,28,37,7,418,68,23,268,122,75,35,82,71,12,758,0,0,7,10,11,5,7,10,0,53,7,5,4,23,14,14,11,16,0,99,3,5,8,5,6,5,6,8,0,37,3,14,14,14,18,7,11,14,21,122,332,861,492,449,437,192,214,260,68,3308
209041531,36,37,35,37,44,19,10,20,4,243,60,54,74,141,85,37,37,22,7,510,75,42,335,186,117,74,83,85,14,995,11,3,5,8,25,11,6,6,0,76,13,8,9,20,22,6,6,14,3,101,9,8,4,0,0,6,4,6,0,34,5,9,12,14,11,9,3,8,17,71,429,1093,563,651,529,234,204,225,71,4011
209041532,52,48,40,44,51,26,21,10,5,293,68,74,69,173,95,42,31,32,0,584,102,47,397,181,113,78,95,99,21,1138,6,3,8,12,25,14,6,7,0,73,12,5,11,28,16,13,8,15,0,113,3,7,8,4,10,4,4,4,0,30,8,3,9,10,10,3,3,4,6,65,482,1171,655,686,563,283,256,254,66,4406
210011226,43,39,17,25,47,11,3,8,3,197,48,53,41,67,65,26,13,9,0,328,89,35,358,73,86,40,65,49,22,809,7,4,4,3,13,5,5,9,0,51,11,0,8,14,22,12,4,0,0,74,4,4,0,3,5,0,0,0,0,15,6,8,9,8,11,10,3,3,9,58,474,925,481,308,404,151,114,123,49,3027
210011227,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,5
210011228,31,36,21,25,36,15,0,0,0,166,58,52,21,56,71,15,9,8,3,289,117,39,324,65,90,51,46,55,15,798,5,0,5,3,8,7,5,5,0,39,15,8,0,15,19,12,4,0,0,81,4,5,3,0,4,3,0,0,0,23,15,19,0,0,14,6,0,5,12,75,479,846,418,223,407,146,75,106,48,2746
210011230,30,41,25,18,42,11,5,10,4,185,54,55,23,55,68,14,8,13,3,300,93,24,233,64,66,37,37,46,16,615,0,4,0,0,9,3,0,0,0,29,8,7,4,13,16,3,0,0,0,52,3,7,0,0,3,0,0,0,0,21,12,15,3,7,8,0,3,10,8,68,557,1029,345,246,374,144,70,108,58,2925
210011231,45,58,21,41,52,12,5,8,0,258,79,67,34,56,85,26,11,7,0,371,98,55,251,54,90,35,30,54,7,677,3,4,5,6,10,6,0,0,0,40,15,13,9,16,19,11,5,0,6,89,7,13,0,0,4,0,0,0,0,31,14,16,0,3,3,5,9,5,13,66,787,1434,392,270,537,156,78,110,61,3825
210011533,46,38,22,30,51,5,4,6,0,201,63,68,49,67,85,12,13,19,4,380,81,38,292,88,81,41,49,68,13,753,4,0,4,9,21,9,0,11,0,49,5,7,6,15,24,17,7,10,5,100,5,5,3,3,4,0,0,0,0,27,5,18,9,14,17,9,4,4,14,87,558,1253,477,338,555,194,118,155,72,3731
210011534,55,73,42,48,64,19,7,13,9,319,87,70,53,83,99,39,22,18,9,479,125,47,436,124,110,63,97,88,22,1103,0,5,3,9,13,3,8,5,0,52,12,15,15,23,35,13,8,8,3,134,4,10,3,0,7,0,0,3,4,38,13,16,12,15,18,9,10,3,23,110,771,1646,664,463,695,259,184,177,86,4937
210021232,52,88,33,63,68,24,3,10,5,340,90,108,71,127,111,30,21,21,9,576,202,64,683,152,155,59,110,119,22,1564,8,3,11,6,17,4,4,8,0,65,15,18,15,22,23,7,12,6,0,123,3,7,3,3,4,0,0,4,0,30,17,16,8,14,10,11,9,9,11,97,869,1577,899,545,585,195,173,213,64,5116
210021233,12,29,17,11,13,5,3,4,3,81,15,16,7,24,17,9,5,3,0,94,48,16,102,21,23,17,15,16,4,257,3,0,0,0,4,0,0,0,0,13,4,0,0,5,10,0,0,0,0,27,0,3,0,0,7,0,0,0,0,17,5,9,5,3,0,4,0,3,0,32,275,534,150,109,117,56,26,40,14,1322
210021234,16,34,7,21,15,4,3,5,4,112,27,25,26,39,33,12,4,7,6,181,77,33,276,53,66,29,37,32,15,621,5,4,0,3,4,0,3,0,0,23,5,5,0,3,16,4,4,0,0,39,7,3,0,3,3,0,0,0,0,17,3,0,7,0,11,0,6,0,7,35,254,474,340,184,201,70,69,52,40,1673
210021235,50,61,32,29,45,14,4,12,3,252,62,48,40,90,83,16,11,23,12,395,160,60,632,152,132,75,123,143,27,1504,8,6,6,9,11,14,0,4,0,52,17,7,10,14,22,7,3,9,4,83,4,4,0,3,8,0,0,0,0,17,14,5,12,4,10,11,7,9,16,81,573,873,778,400,422,176,151,231,82,3697
210031236,27,49,32,16,26,15,5,12,3,180,50,66,45,62,56,21,13,12,0,332,36,37,168,71,53,29,26,43,6,465,0,4,8,5,0,3,0,0,0,30,8,8,6,6,11,4,4,11,4,55,5,6,4,5,0,0,3,0,0,32,9,12,8,9,15,8,5,6,3,71,484,1377,384,308,359,157,80,143,38,3330
210031237,20,35,38,30,21,16,16,9,5,186,38,54,61,98,54,41,22,42,3,411,58,33,289,121,67,39,60,79,20,768,3,3,5,8,7,7,0,4,0,45,3,7,3,19,21,10,9,10,3,96,5,4,11,7,8,0,3,3,0,41,10,13,10,13,13,11,16,15,25,122,386,1225,555,521,399,221,267,277,107,3975
210031439,13,14,4,11,13,3,4,0,4,74,29,25,10,16,36,9,4,4,0,139,37,10,91,33,38,12,16,18,8,260,0,0,0,4,4,3,0,0,0,16,3,3,8,4,13,0,0,0,0,27,5,0,0,0,0,0,0,0,0,9,0,4,3,6,3,0,4,0,0,22,193,352,142,107,170,56,34,34,27,1119
210031440,18,20,17,6,28,13,5,4,0,101,18,40,23,42,45,20,7,13,3,209,29,22,205,65,51,15,25,36,0,455,0,0,0,0,14,7,0,4,0,22,3,5,3,6,11,0,4,0,0,47,0,3,0,0,3,0,0,0,0,18,0,3,5,12,5,3,4,4,11,48,219,596,307,209,241,80,90,77,35,1847
210031535,33,37,30,43,37,18,15,19,8,243,76,46,89,142,93,36,37,50,8,574,82,44,326,128,92,49,69,87,23,900,5,3,0,11,11,10,4,12,0,47,15,6,9,24,25,3,7,5,4,99,7,8,4,6,7,8,0,5,0,41,8,13,9,22,6,8,7,15,14,105,518,1406,680,635,556,255,263,340,90,4738
210031536,14,24,29,22,25,13,7,11,0,151,39,50,78,124,47,22,15,43,7,426,49,37,203,76,58,27,53,67,9,589,0,4,0,6,4,4,0,4,0,27,4,0,7,22,9,7,4,7,0,59,3,9,4,5,0,0,0,8,0,33,0,3,10,8,10,4,8,18,10,74,361,1049,472,454,369,161,176,369,68,3474
210031537,31,30,22,26,23,8,7,11,0,170,54,54,40,77,64,11,14,19,0,337,52,32,205,63,58,23,34,36,5,510,0,3,3,0,8,0,0,7,0,19,15,3,7,5,17,8,0,3,4,67,0,11,10,3,8,0,0,4,5,36,6,15,3,9,11,6,4,5,12,63,510,1320,402,306,433,147,96,153,53,3420
210031538,61,78,44,33,70,25,23,18,10,368,119,111,107,135,114,47,25,36,17,715,137,61,511,156,140,69,70,104,26,1277,10,0,6,7,15,10,3,6,0,60,22,16,14,28,27,20,8,11,3,144,10,24,7,4,14,3,3,4,0,68,18,16,15,18,18,11,5,3,23,117,1091,2635,874,673,899,338,225,277,132,7156
210041240,59,78,28,51,64,17,5,15,5,333,94,83,67,137,126,34,28,22,4,607,181,73,738,212,207,92,165,130,27,1829,7,6,7,14,26,9,6,6,0,82,19,9,10,22,38,20,3,13,0,138,8,10,5,7,5,4,0,0,0,28,8,11,4,20,26,5,3,5,17,99,634,1160,941,605,638,239,237,224,71,4754
210041539,19,18,14,19,25,10,7,8,4,123,27,26,35,66,44,21,12,17,0,269,52,26,236,76,106,29,69,61,17,673,0,0,3,4,5,3,4,0,0,28,4,0,3,12,14,4,5,4,0,49,0,4,0,0,0,3,3,0,0,17,4,9,6,5,7,3,5,9,5,53,197,519,355,264,296,111,142,139,43,2058
210041540,50,68,44,70,63,24,15,23,9,367,79,86,80,163,85,42,22,24,6,586,196,81,619,239,224,107,148,142,41,1807,10,4,7,27,20,13,10,8,0,98,14,9,14,27,23,15,14,5,0,121,6,5,3,0,6,4,0,0,0,35,13,15,6,14,18,8,7,7,11,110,653,1256,856,727,641,290,245,241,85,5013
210041541,37,50,33,43,57,16,3,11,3,253,72,59,64,128,92,30,15,21,7,488,143,67,628,212,171,83,114,134,36,1582,8,3,12,10,17,11,4,7,0,69,11,4,11,19,26,5,21,16,5,117,0,9,9,4,5,0,0,0,0,32,9,11,7,6,11,3,5,8,11,73,480,944,806,564,506,193,196,220,77,3977
210051242,5,21,32,27,23,9,23,17,0,154,28,30,82,96,42,24,35,47,7,392,31,24,205,132,58,38,70,83,15,646,3,0,8,11,3,12,12,10,0,55,3,0,4,15,0,3,9,17,5,63,0,6,12,6,6,0,6,6,3,38,0,9,21,9,3,4,18,18,19,98,179,589,515,509,278,166,326,355,77,2994
210051243,16,9,10,29,24,10,28,12,0,153,26,28,59,104,54,26,24,29,12,361,43,21,240,113,58,33,75,71,28,684,4,0,9,13,4,7,11,13,0,63,5,3,4,18,12,3,12,7,0,72,4,9,5,3,0,5,4,4,0,25,0,14,9,18,9,8,13,21,18,122,199,496,440,430,291,156,271,246,87,2620
210051245,63,64,34,57,77,23,20,21,3,365,87,99,72,121,132,44,40,29,13,640,156,62,712,207,221,88,143,152,38,1780,15,5,10,10,23,13,9,7,0,91,13,16,18,23,53,22,16,11,0,166,6,5,9,5,11,3,4,3,0,46,9,17,14,17,17,12,17,17,22,145,621,1252,946,604,765,298,302,302,98,5195
210051246,92,85,71,50,92,27,31,19,3,477,126,129,96,170,161,76,45,47,19,862,214,76,732,195,212,115,161,153,50,1900,6,0,3,19,23,16,12,9,0,96,32,17,20,22,60,11,17,14,4,197,14,9,6,0,10,3,4,0,5,57,23,36,14,17,27,21,11,12,31,195,1106,2039,1079,693,983,435,349,326,167,7162
210051247,12,21,19,23,36,16,15,14,7,149,14,25,43,104,40,20,22,34,12,311,42,16,228,131,65,39,68,69,14,678,3,0,9,7,7,3,14,7,0,51,9,0,10,21,8,15,13,14,0,87,0,3,6,9,3,7,3,3,0,26,3,14,11,11,13,3,6,11,20,100,171,593,387,443,311,156,210,194,75,2545
210051248,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,5,4,0,0,0,28
210051250,14,18,19,21,26,11,6,8,4,124,37,21,26,56,44,21,18,14,3,246,52,17,237,86,67,39,65,66,6,638,3,0,6,8,8,6,5,5,0,45,10,3,9,10,18,7,5,6,0,53,4,5,0,0,0,0,4,3,0,16,3,6,4,11,11,9,3,4,6,62,242,458,328,259,281,128,129,122,32,1969
210051441,10,16,21,16,15,8,9,18,3,105,19,28,46,74,43,27,28,21,0,294,51,21,281,111,76,50,94,76,7,768,0,0,6,5,10,10,0,5,0,25,3,6,12,15,6,5,10,8,0,57,5,0,0,0,5,0,3,4,0,19,4,8,9,5,5,3,20,7,13,75,141,377,435,326,273,140,207,185,38,2123
210051442,28,41,41,45,37,19,27,25,3,258,63,45,75,106,76,39,66,34,6,502,95,30,297,163,97,59,99,95,16,946,5,5,6,7,10,4,11,8,5,66,14,10,12,22,18,16,10,18,3,113,11,6,0,13,3,3,5,3,0,47,5,17,17,13,14,13,16,15,12,117,410,844,542,578,461,227,354,279,85,3782
210051443,50,39,74,65,44,22,48,33,4,377,80,75,137,225,116,48,63,71,13,816,124,46,526,267,156,85,197,159,25,1582,3,3,11,20,21,18,15,10,3,104,12,12,8,33,26,5,14,18,6,137,5,9,6,9,5,3,12,6,6,55,9,23,13,22,15,16,16,13,33,169,605,1416,1002,957,757,322,515,450,124,6148
210051445,58,37,74,78,73,35,100,23,8,482,105,84,139,296,161,84,191,89,17,1162,149,67,637,279,207,117,213,182,26,1880,3,3,9,19,34,13,19,9,0,119,18,7,15,52,31,15,31,27,0,205,8,17,7,11,10,3,15,8,3,72,15,19,14,28,17,17,28,27,24,197,740,1653,1123,1246,1000,461,917,543,124,7810
210051542,24,22,31,30,29,11,37,13,6,198,47,28,76,151,62,32,63,45,8,506,36,26,171,136,67,33,65,50,9,591,7,0,0,3,0,0,5,10,0,31,4,0,3,20,5,5,10,9,0,63,0,9,5,7,10,0,5,4,0,39,3,16,14,11,8,6,6,12,17,90,303,729,408,572,367,180,307,237,69,3169
210051543,26,21,42,35,31,23,42,25,3,248,58,44,85,131,65,26,63,31,4,516,45,31,227,109,77,47,79,73,6,690,4,4,3,9,6,5,0,4,0,37,9,7,12,14,11,4,5,5,0,78,7,14,8,11,3,3,8,3,3,56,5,6,14,20,14,5,10,7,17,87,359,948,514,563,493,196,340,266,62,3749
