SA2_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
206011496,32,146,15,10,18,5,0,4,0,231,31,159,22,3,7,3,5,7,0,248,72,181,87,15,17,4,8,16,7,408,33,92,64,4,13,6,5,16,4,228,8,21,20,0,5,0,0,4,0,60,17,168,9,33,12,0,0,4,0,231,12,97,3,5,3,0,3,6,0,127,128,202,29,35,86,41,14,12,9,553,84,308,16,60,45,18,4,15,11,569,80,259,37,49,42,32,6,19,0,538,8,3,42,7,11,6,5,17,0,98,0,0,0,0,0,0,0,0,0,4,11,30,9,5,7,8,4,0,4,77,4,12,10,4,5,0,0,4,11,46,533,1676,359,229,273,126,64,121,51,3427,37,119,11,20,29,13,0,4,4,225,6,42,6,4,7,5,0,0,0,65,21,51,6,5,9,3,0,4,0,95,18,101,14,0,7,0,0,0,0,140,10,24,6,5,13,0,0,4,0,61
206011497,31,91,6,6,8,5,7,4,0,150,27,107,27,6,7,8,13,10,4,200,55,146,132,8,9,10,13,21,4,402,35,39,99,0,10,9,6,13,0,217,9,16,13,0,3,4,0,7,4,50,14,91,9,36,0,7,4,3,3,173,12,86,3,8,4,4,0,0,0,122,100,148,22,26,64,31,8,19,3,431,57,171,13,45,43,11,9,7,3,359,33,147,42,38,31,37,11,14,6,361,20,3,41,14,0,0,4,15,0,93,0,0,0,0,0,0,0,0,0,0,14,13,5,8,8,0,5,0,0,63,4,3,10,3,7,4,5,7,7,46,414,1071,415,194,204,127,85,118,36,2665,34,87,18,9,17,7,0,3,0,175,15,17,6,0,4,6,0,0,3,49,8,26,7,4,9,0,4,0,0,60,3,34,9,8,4,0,0,0,0,61,6,13,5,5,5,0,0,6,0,44
206011498,23,93,13,9,16,3,6,0,4,162,42,103,22,4,13,6,3,8,6,208,87,159,155,15,24,15,22,27,7,497,40,34,130,6,4,7,7,12,3,244,6,7,18,4,0,4,0,0,4,44,12,87,4,21,3,0,0,0,0,139,11,100,3,8,5,0,0,5,0,130,160,149,28,16,75,37,15,23,11,506,65,188,14,58,30,10,4,6,9,379,27,148,45,28,21,24,6,15,0,311,10,0,45,13,9,0,7,9,6,105,0,0,0,0,0,0,0,0,0,0,12,19,9,10,0,0,3,4,5,61,8,11,11,3,0,0,8,4,12,58,496,1103,496,191,208,108,90,116,61,2863,22,86,12,6,24,10,4,0,5,169,9,23,4,5,8,3,0,6,0,48,15,27,0,5,5,0,0,0,0,56,8,41,6,0,6,0,0,0,0,64,14,15,3,5,8,5,0,4,0,45
206021110,26,73,6,0,14,7,0,5,0,127,33,59,8,0,15,0,6,5,0,128,59,112,78,8,9,6,13,12,4,288,25,34,59,0,7,0,5,13,3,142,9,15,20,4,4,0,0,4,0,50,7,118,3,17,6,0,0,4,0,146,7,84,0,3,3,0,0,4,0,105,149,164,13,19,43,43,13,12,5,454,40,141,5,31,14,5,4,8,0,243,20,99,16,11,8,14,6,9,0,173,6,0,13,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,13,13,0,6,3,6,0,4,0,45,8,8,7,0,4,4,0,0,14,40,393,907,236,100,133,85,46,63,25,1980,15,67,8,3,11,9,0,0,0,115,4,18,0,0,8,4,0,0,0,37,8,24,0,3,6,0,0,0,0,44,8,32,0,3,9,4,0,0,0,60,14,11,7,0,0,0,0,6,0,40
206021112,40,123,16,11,12,5,11,16,0,233,52,141,20,4,10,8,4,3,3,242,103,175,177,17,22,16,29,22,6,570,57,88,129,8,9,0,7,17,4,321,14,31,27,4,6,0,3,10,3,97,16,155,7,51,10,4,0,4,0,259,25,119,3,13,7,4,4,5,0,174,242,267,32,29,78,59,22,23,7,757,102,288,33,86,57,13,7,23,12,623,70,263,49,46,34,31,23,27,4,552,16,7,48,12,10,6,11,7,0,122,0,0,0,0,0,0,0,0,0,0,20,43,10,6,15,3,5,3,0,109,4,12,10,4,3,0,3,10,11,67,763,1724,582,280,276,162,129,172,57,4134,37,99,18,14,27,7,0,4,0,211,6,36,6,0,19,5,0,0,0,72,19,34,7,8,3,8,3,4,0,88,13,77,10,5,15,4,0,0,0,127,18,23,10,5,10,5,0,4,0,65
206021499,44,108,12,7,14,3,0,10,0,201,38,135,15,3,3,4,0,4,3,210,102,192,115,13,20,10,9,13,4,481,48,66,106,0,10,4,6,14,0,253,15,15,13,0,0,4,0,4,0,57,20,219,10,22,9,3,3,4,0,291,24,119,5,10,11,3,5,0,0,176,219,242,28,14,81,47,10,17,9,657,81,290,7,61,42,17,9,3,7,519,45,198,51,19,29,25,16,19,0,395,10,5,30,14,0,4,0,6,0,66,0,0,0,0,0,0,0,0,0,0,23,29,8,4,12,3,0,0,0,82,12,4,6,0,5,0,3,6,14,42,677,1637,405,176,223,127,61,94,46,3445,42,111,8,11,20,3,0,0,0,196,5,34,5,6,10,0,0,3,0,57,19,29,8,3,11,5,0,0,0,72,15,82,9,7,5,10,0,0,0,127,12,22,9,4,9,3,0,4,0,64
206021500,27,64,12,8,6,3,0,3,0,121,41,98,16,3,4,5,6,3,0,173,44,121,70,9,7,10,11,10,0,282,38,76,67,5,5,0,0,10,0,197,15,20,6,4,4,0,0,3,0,46,9,132,4,15,9,5,0,3,0,176,10,81,5,0,5,0,3,0,0,101,118,160,20,12,54,34,11,11,6,428,71,215,16,37,33,13,7,8,7,402,45,174,38,21,18,16,11,16,0,343,9,0,20,8,0,0,3,8,0,51,0,0,0,0,0,0,0,0,0,0,10,21,0,0,8,0,0,3,0,50,0,4,8,0,0,0,0,0,0,20,446,1160,269,126,149,89,59,69,23,2397,26,58,13,3,9,9,0,0,0,120,9,21,0,0,3,0,0,0,0,38,13,25,3,0,4,3,3,0,0,55,15,76,12,6,5,5,0,0,0,107,7,11,4,5,3,0,0,4,0,31
206031113,45,87,13,12,10,10,4,5,4,186,44,113,15,3,19,7,3,12,6,219,115,200,137,17,33,18,29,19,9,566,61,50,119,4,16,10,5,12,0,279,12,10,15,3,8,3,0,10,0,51,19,154,10,25,9,3,7,4,0,230,29,78,0,8,3,4,0,5,0,121,276,268,13,28,88,50,21,27,6,779,55,177,5,49,35,11,10,25,3,373,34,101,29,15,24,13,6,5,3,228,18,3,37,9,7,0,5,7,0,87,0,0,0,0,0,0,0,0,0,0,9,21,7,9,3,0,9,0,0,54,10,12,5,4,4,0,13,6,9,63,732,1267,394,187,253,129,106,137,41,3242,25,93,10,15,26,10,0,4,4,184,17,48,3,5,10,7,0,0,0,84,12,30,4,5,3,0,0,3,0,63,7,38,7,0,9,5,0,0,0,72,5,13,3,7,8,0,0,6,0,38
206031115,18,57,5,6,10,3,0,3,0,104,25,96,15,8,8,13,9,9,5,186,34,117,45,8,10,3,15,12,5,251,17,44,31,3,5,0,6,9,0,115,6,14,4,0,4,0,0,0,0,30,13,87,4,18,0,4,3,5,4,134,11,60,0,6,3,0,3,6,0,98,116,127,12,28,54,20,11,18,4,389,44,127,5,42,28,0,3,18,5,272,15,64,23,18,15,17,4,8,0,179,8,0,19,9,7,3,0,5,0,53,0,0,0,0,0,0,0,0,0,0,6,16,0,5,5,6,0,0,0,43,3,3,3,0,0,3,4,4,7,33,307,814,182,156,151,69,73,95,34,1881,13,66,5,3,15,3,0,0,3,110,5,26,0,0,0,3,0,0,0,42,3,21,3,8,8,5,0,0,0,48,9,42,5,0,0,6,0,0,0,68,4,12,4,0,5,0,0,0,0,19
206031116,28,106,12,7,10,3,6,8,0,178,51,148,30,0,21,9,4,8,7,288,143,247,169,17,30,9,25,21,9,665,63,55,130,8,10,3,8,14,0,288,5,7,20,0,6,6,0,8,0,56,23,198,8,29,5,3,3,0,0,272,15,114,9,8,3,4,0,4,0,160,290,317,36,32,102,60,18,30,14,904,72,185,12,64,42,11,0,18,6,404,22,100,16,8,20,23,9,13,4,220,21,0,44,6,10,10,3,8,0,107,0,0,0,0,0,0,0,0,0,0,17,23,6,5,14,0,4,0,0,80,10,4,11,0,3,0,3,6,17,62,760,1502,507,195,280,148,91,139,54,3685,24,102,7,15,18,4,0,0,4,179,13,54,5,6,8,5,0,3,0,97,24,60,5,6,9,5,0,9,0,117,15,36,11,3,12,7,0,5,0,80,13,10,0,0,6,5,0,0,0,32
206031501,25,37,8,4,6,11,6,4,0,101,48,97,14,4,20,16,5,10,3,212,174,171,210,12,33,11,20,35,11,666,94,14,168,5,11,7,17,28,3,354,10,3,13,0,0,0,0,6,0,46,21,159,7,22,7,7,7,3,0,234,13,76,7,4,3,4,0,3,0,120,301,316,24,36,105,71,23,22,12,911,46,99,6,36,41,11,4,9,4,255,13,45,9,8,17,11,4,15,5,122,12,0,41,7,4,7,3,15,3,92,0,0,0,0,0,0,0,0,0,0,13,10,3,4,4,0,3,3,0,46,19,13,13,3,3,5,0,8,15,77,790,1046,533,155,259,151,88,162,64,3251,26,51,4,10,27,5,3,4,0,128,12,40,5,6,13,0,6,0,0,91,10,17,9,7,10,7,0,0,0,57,8,16,4,0,5,5,0,0,0,44,0,5,6,3,5,0,0,4,0,31
206031502,19,73,5,9,16,5,5,0,3,130,34,116,24,7,15,9,6,11,0,226,92,150,138,17,24,17,15,30,7,487,56,34,83,3,6,3,9,6,4,205,7,11,5,0,5,0,0,0,0,43,17,139,11,16,10,4,0,3,0,209,13,61,0,4,3,4,0,3,0,95,230,269,35,32,85,47,18,18,14,742,54,107,15,42,27,11,3,7,5,265,23,56,7,13,14,9,0,3,4,131,9,3,37,12,0,10,5,12,0,79,0,0,0,0,0,0,0,0,0,0,9,20,7,5,6,3,0,5,4,56,16,8,9,9,3,5,6,0,3,58,576,1046,377,160,215,132,65,117,43,2727,17,58,11,10,15,3,0,12,0,131,10,31,3,4,4,3,0,0,0,65,9,28,8,4,12,0,0,3,0,63,5,35,3,4,11,0,0,0,0,56,3,11,3,4,4,0,0,0,0,24
206041117,17,144,9,14,18,18,8,13,0,243,33,220,26,8,14,17,13,20,0,346,48,252,56,25,26,21,37,48,7,517,14,121,43,11,9,9,7,9,7,225,3,18,6,0,0,0,0,0,0,34,9,180,6,26,7,3,0,5,0,244,9,64,0,8,7,4,0,0,0,92,101,232,43,49,88,53,32,49,15,663,53,247,16,46,50,13,13,17,3,470,31,170,36,37,25,19,10,10,3,345,13,3,68,23,5,4,10,11,5,137,0,0,0,0,0,5,0,0,0,3,12,25,4,10,5,3,3,5,5,65,6,12,0,13,0,7,0,3,17,72,356,1685,319,275,249,172,136,189,57,3437,19,131,21,34,33,19,0,9,0,268,10,70,3,11,8,4,0,7,0,117,12,80,11,10,11,7,4,8,4,142,8,75,20,10,17,3,0,5,0,137,3,19,4,4,7,3,0,4,0,44
206041118,25,95,5,9,9,16,5,9,0,170,101,628,40,9,24,24,10,12,14,862,176,572,92,15,36,39,26,40,16,1008,41,66,50,8,17,3,4,3,5,199,9,10,5,0,7,0,0,4,0,26,6,121,6,14,4,4,3,5,0,164,19,27,7,3,5,0,0,0,0,61,306,396,48,61,147,86,37,52,17,1150,70,149,11,60,33,10,13,16,4,364,19,69,18,21,12,10,4,17,4,169,17,5,83,12,9,11,9,15,4,164,0,0,0,4,0,0,0,0,0,5,18,28,8,8,6,6,3,4,0,73,4,14,10,3,5,7,0,7,13,61,820,2168,370,227,311,212,119,178,80,4482,29,85,8,18,16,8,0,11,3,173,38,258,14,6,12,7,0,4,7,349,28,180,16,8,20,11,0,19,4,282,15,51,10,5,7,6,0,3,3,102,0,4,0,0,4,0,0,0,0,14
206041119,13,40,3,3,6,0,0,3,5,66,15,44,3,0,0,0,0,4,3,74,27,64,21,0,5,0,0,4,0,129,11,41,16,0,0,6,0,5,0,86,5,0,0,0,0,0,0,0,0,8,8,133,0,3,6,5,0,0,0,155,12,29,0,5,0,0,0,0,0,42,130,155,8,7,29,25,0,6,5,356,39,168,4,11,19,5,0,4,0,251,18,59,6,5,7,4,5,3,0,116,5,0,11,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,4,0,0,0,23,10,4,0,0,0,0,0,0,0,17,295,750,70,46,80,57,11,36,13,1350,10,31,0,3,3,3,0,0,0,57,0,8,0,0,0,0,0,0,0,15,6,10,0,5,0,0,0,0,0,24,10,34,5,3,3,0,0,0,0,47,5,3,0,0,4,0,0,0,0,9
206041120,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,3,0,3,6,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
206041121,20,101,12,0,9,3,4,0,0,160,41,145,26,0,5,0,0,7,0,232,73,211,67,9,23,10,17,16,0,434,23,53,50,4,7,0,4,8,0,156,8,10,14,0,0,0,3,0,0,46,7,138,9,15,0,4,7,4,0,184,11,57,3,4,3,5,6,4,0,98,170,201,13,15,88,32,15,13,6,558,53,193,5,29,31,11,3,8,0,340,30,116,26,20,26,10,5,11,3,244,14,0,33,10,7,9,0,7,3,77,0,0,0,0,0,0,0,0,0,0,13,27,3,5,10,0,0,7,3,62,0,5,3,0,3,5,4,3,9,29,470,1267,270,122,213,94,68,86,27,2610,34,83,11,7,21,9,3,0,0,159,8,32,0,3,8,0,0,3,3,64,15,63,8,0,8,0,5,4,0,101,11,45,4,3,12,4,0,0,0,80,10,13,3,0,4,5,0,0,0,36
206041124,10,84,11,11,14,5,0,9,4,150,15,65,10,4,8,3,7,5,4,114,34,88,24,6,7,4,4,16,0,184,13,42,21,5,4,6,5,6,0,93,6,3,13,0,0,0,0,4,0,27,3,102,3,6,6,0,0,0,0,125,7,19,3,0,0,0,0,0,0,37,63,94,7,14,40,14,9,12,10,257,26,118,8,22,17,4,12,5,0,213,13,55,16,12,14,16,3,12,4,135,0,0,15,0,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,6,4,13,0,7,3,0,0,3,0,24,0,8,0,0,0,0,0,0,6,19,185,695,137,92,115,47,36,75,24,1412,7,73,10,11,17,6,0,0,0,127,0,13,0,3,4,0,0,0,0,26,7,31,3,4,4,3,0,5,0,54,3,35,0,5,3,0,0,0,0,49,0,4,0,0,6,0,0,0,0,5
206041125,25,49,4,0,0,0,0,5,0,83,19,64,0,0,0,6,0,0,0,92,32,83,28,3,12,0,0,5,0,162,19,50,19,0,5,4,6,0,0,101,0,4,5,0,3,0,0,0,0,16,9,131,10,10,3,0,0,0,0,165,3,41,0,3,0,0,0,0,0,51,159,159,11,14,58,41,6,8,9,458,49,142,6,20,22,4,0,6,4,263,15,53,8,5,9,11,0,3,4,108,11,0,15,5,0,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3,17,0,3,0,0,0,0,0,26,8,8,4,5,0,0,0,0,3,28,347,795,108,70,118,73,13,40,29,1591,14,31,9,4,10,3,0,0,0,69,5,25,0,0,3,0,0,0,0,33,9,17,5,0,4,0,0,3,0,43,7,48,4,0,0,7,0,0,0,62,5,7,4,0,0,0,0,0,0,12
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,18,71,3,8,12,7,4,4,0,120,36,223,27,9,10,8,8,27,9,368,45,147,34,15,13,18,18,40,4,339,12,47,13,0,3,5,5,6,0,101,0,0,3,0,0,0,0,5,0,16,7,88,6,10,5,0,4,3,0,123,14,24,0,6,3,0,0,0,0,50,154,200,49,40,94,41,18,35,10,633,43,137,10,26,35,7,3,7,4,273,25,97,11,11,19,14,8,12,0,189,22,0,71,16,5,0,0,17,5,132,0,0,5,0,0,0,0,0,0,3,9,19,3,6,3,3,4,3,0,42,3,6,7,0,3,0,3,9,13,47,386,1060,244,147,209,115,80,159,41,2451,16,46,6,19,11,10,0,6,0,98,8,58,4,14,12,9,0,9,5,125,13,56,7,6,4,3,3,13,0,102,8,69,6,8,3,8,0,3,0,101,3,0,5,4,4,0,0,3,0,11
206041504,20,98,18,6,16,22,10,12,3,207,45,353,38,27,23,27,14,36,12,579,64,263,81,36,32,31,22,60,3,597,17,59,27,4,11,11,0,11,4,155,0,4,0,10,0,0,0,0,0,14,7,129,0,18,8,3,0,8,5,181,5,20,5,8,13,0,0,4,0,51,103,307,104,89,149,96,45,93,24,1006,35,128,23,44,34,19,6,22,0,320,26,78,22,26,31,33,13,25,9,258,21,6,159,28,4,3,0,20,0,246,0,0,0,0,0,0,0,3,0,9,6,11,7,8,9,0,0,9,3,58,7,3,11,6,0,7,3,12,16,69,349,1459,508,311,325,262,126,320,81,3740,15,103,23,37,22,23,0,12,0,241,13,139,19,22,30,22,3,10,7,255,15,90,17,25,17,17,0,27,0,218,11,64,12,17,6,13,0,7,0,130,3,10,0,0,3,3,0,0,0,27
206041505,24,99,12,11,17,12,3,8,8,197,66,499,57,20,30,31,17,31,12,763,97,383,88,30,25,20,43,84,16,778,24,54,35,4,9,4,11,22,0,164,0,0,0,3,0,3,3,0,0,19,9,96,9,21,3,5,4,8,0,155,11,34,4,15,6,0,3,3,3,77,173,303,105,89,138,90,40,89,28,1067,48,176,17,42,49,18,12,26,11,392,29,102,36,26,23,30,9,27,5,291,17,3,171,27,13,6,11,30,5,284,0,0,0,0,0,0,0,3,0,7,10,21,6,3,6,6,8,7,0,64,4,12,10,14,3,9,3,9,33,98,511,1794,552,306,316,232,167,354,117,4353,14,78,26,23,14,12,6,8,8,192,16,181,12,24,15,16,3,16,3,293,23,115,13,16,28,15,0,27,5,241,11,73,9,8,18,8,0,7,0,134,3,9,0,5,3,0,0,0,0,14
206041506,23,182,16,9,16,6,5,18,0,280,41,206,21,9,24,13,13,6,3,334,73,258,71,19,21,15,31,39,5,527,40,96,46,8,9,9,0,16,0,231,4,20,6,0,3,0,3,0,0,39,9,242,9,24,8,0,6,4,3,306,10,59,5,3,8,0,0,3,0,87,168,223,37,30,85,46,26,39,12,662,75,250,15,48,53,14,11,16,4,482,34,185,30,26,26,28,9,16,5,361,10,9,61,4,4,0,5,12,0,104,0,0,0,0,0,0,0,0,0,0,12,31,0,13,11,10,3,0,0,86,11,16,7,4,3,7,3,9,14,69,511,1772,325,201,260,138,125,170,57,3568,40,161,26,23,25,15,0,8,5,298,14,74,3,9,12,3,0,6,4,119,13,69,7,6,14,0,0,13,0,132,25,92,17,14,7,3,0,0,5,147,3,12,3,3,5,0,0,3,0,30
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,18,39,3,6,4,3,0,3,6,84,44,165,15,0,18,4,3,3,6,268,61,143,41,14,9,4,5,29,6,313,19,24,21,6,10,3,4,3,0,91,4,0,0,0,0,0,0,0,0,11,5,72,4,12,0,0,5,0,0,96,10,20,0,0,0,0,0,0,0,36,147,218,29,25,82,49,23,30,13,613,41,67,0,21,18,4,7,5,3,173,6,51,11,4,4,10,4,8,0,98,10,0,32,12,7,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,17,7,3,0,0,0,0,0,4,3,24,378,826,161,107,159,84,54,88,38,1894,11,34,3,11,12,0,4,4,0,83,7,59,0,4,7,4,0,0,4,97,10,57,7,9,12,3,0,8,0,102,5,18,8,0,3,0,0,0,0,38,0,0,0,0,4,0,0,0,0,8
