SA2_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
206011106,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,4,0,10,0,8,0,8,0,0,0,8,8,0,7,0,4,0,4,3,0,3,8,9,0,17,0,14,0,15,0,0,0,15,3,0,18,0,7,0,13,0,0,0,13,9,0,20,9,12,0,25,0,5,0,31,11,0,42,10,7,0,21,0,0,0,17,10,0,31,10,5,0,13,0,0,0,13,11,0,24,17,4,0,22,0,0,0,22,12,0,30,45,11,4,61,0,0,0,62,12,0,72,9,4,0,13,0,0,0,13,9,0,16,15,5,0,17,0,0,0,17,5,0,20,0,0,0,0,0,0,0,0,0,0,5,14,0,3,21,0,0,0,21,0,0,21,8,4,0,16,0,0,0,16,7,0,24,0,0
206011107,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,4,8,0,15,0,0,0,0,0,0,0,0,8,0,8,0,6,0,6,0,0,0,7,15,0,18,5,8,6,10,0,0,0,15,16,0,31,7,13,0,21,0,0,0,21,20,0,45,15,14,0,24,0,0,0,24,24,0,42,10,13,0,24,0,0,0,18,14,0,35,20,6,0,24,0,0,0,24,11,0,33,15,7,0,23,4,0,0,28,6,0,35,23,9,0,37,0,0,0,37,16,0,54,13,4,0,18,0,0,0,15,12,0,30,8,0,0,14,0,0,0,14,5,0,16,7,0,0,10,0,0,0,10,6,0,12,18,0,0,21,0,0,0,21,0,0,23,10,3,0,13,0,0,0,13,8,0,18,0,0
206011109,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,4,0,8,0,0,0,5,0,0,0,5,11,0,17,0,5,0,5,0,0,0,5,14,0,16,0,5,0,10,0,0,0,10,13,0,22,9,5,0,21,0,0,0,21,21,0,44,10,3,0,18,0,0,0,18,9,0,25,13,8,3,21,0,0,0,21,12,0,34,9,3,0,10,0,0,0,13,9,0,20,27,11,0,38,0,0,0,42,13,0,53,11,8,0,17,0,0,0,17,8,0,25,5,3,0,12,0,0,0,12,0,0,12,0,7,0,4,0,0,0,4,0,0,9,9,4,0,11,0,0,0,11,3,0,18,10,4,0,19,0,0,0,19,12,4,34,0,0
206011495,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,12,0,20,0,6,0,6,0,0,0,6,16,0,24,0,3,0,3,0,0,0,7,14,0,22,0,9,0,13,0,0,0,13,18,0,31,3,11,0,18,0,0,0,18,23,0,34,8,10,0,22,0,0,0,28,20,0,42,12,5,0,17,0,0,5,16,7,0,25,9,3,0,14,0,0,0,15,12,0,26,27,5,3,33,0,0,0,33,19,0,48,6,0,0,8,0,0,0,8,3,0,11,6,0,0,8,0,0,0,8,0,0,8,4,0,0,4,0,0,0,4,0,0,6,14,0,0,18,0,0,0,18,0,0,21,12,6,0,16,0,0,0,16,10,0,32,0,0
206011496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,4,4,5,0,8,0,4,0,4,0,0,0,4,0,0,3,0,4,0,4,0,0,0,0,4,0,7,0,6,0,8,0,0,0,8,8,0,15,4,13,0,17,0,0,0,15,25,0,35,6,9,3,19,0,0,0,19,16,0,33,7,5,0,15,0,0,0,15,14,0,29,7,0,0,16,0,3,3,14,11,0,31,12,0,0,16,0,0,0,16,7,0,22,26,14,0,35,0,0,0,35,13,0,47,11,0,0,11,0,0,0,11,3,0,10,4,4,0,7,0,0,0,7,0,0,6,6,0,0,6,0,0,0,6,0,0,6,14,0,0,14,0,0,0,14,0,0,12,6,4,0,10,0,0,0,10,3,0,20,0,0
206011497,0,0,0,0,0,0,3,3,9,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,7,0,0,0,3,0,0,0,3,4,0,6,0,0,5,4,0,0,5,6,11,0,15,3,4,0,9,0,0,0,9,8,0,18,12,5,0,19,4,0,4,19,15,0,33,4,12,0,17,0,0,0,17,30,0,50,16,16,0,31,0,0,0,37,25,0,57,11,4,0,20,0,0,0,24,12,0,41,25,9,0,34,0,0,0,34,16,0,47,14,8,0,23,0,0,0,16,6,0,28,27,10,0,39,0,0,0,39,20,0,59,7,3,0,9,0,0,0,9,10,0,25,10,3,0,18,0,0,0,18,4,0,18,7,4,0,5,0,0,0,5,0,0,6,7,0,0,7,0,0,0,11,0,0,11,8,4,3,11,0,0,0,11,8,0,24,0,0
206011498,0,0,0,0,0,0,8,6,7,0,9,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,10,0,11,0,4,0,4,0,0,0,4,6,0,8,0,9,0,5,0,3,6,9,12,0,22,0,6,0,13,0,0,0,14,13,0,29,6,15,0,22,0,0,0,22,33,0,56,4,18,0,24,0,0,0,24,28,0,51,10,10,0,18,0,0,0,18,18,0,36,6,6,3,20,0,0,0,19,21,0,44,9,5,0,14,0,0,0,14,11,0,26,38,9,3,48,0,0,0,48,14,0,66,17,0,0,16,0,0,0,16,24,0,39,13,6,0,14,0,0,0,14,8,0,26,8,0,0,9,0,0,0,9,0,0,12,19,4,0,20,0,0,0,20,7,0,22,8,0,0,14,0,0,0,13,12,0,32,0,0
206021110,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,5,3,0,9,0,4,0,6,0,0,0,6,7,0,15,0,6,0,5,0,0,0,5,0,0,4,4,8,6,10,0,0,0,10,11,0,22,6,8,3,10,0,0,0,10,15,0,29,5,12,0,14,0,0,0,14,12,0,24,13,7,0,22,0,0,0,22,9,0,22,7,8,0,16,0,0,0,16,8,0,23,26,11,0,34,0,0,0,34,7,0,39,0,4,0,0,0,0,0,0,5,0,7,7,0,0,9,0,0,0,9,0,0,11,3,0,0,3,0,0,0,3,0,0,6,16,5,0,20,0,0,0,20,6,0,28,10,4,0,10,0,0,0,10,9,0,18,0,0
206021112,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,4,0,4,0,5,0,0,0,11,3,0,13,0,10,0,9,0,0,0,11,11,0,21,0,13,0,21,0,0,0,22,18,0,36,0,12,0,19,0,0,0,20,27,0,47,8,15,0,28,0,0,0,28,45,0,68,5,25,0,31,0,0,0,28,28,0,59,18,15,4,38,0,0,0,34,21,0,55,17,20,0,35,0,0,0,35,22,0,61,18,9,6,31,0,0,0,31,14,0,42,47,10,0,61,0,0,0,61,18,0,82,14,0,0,18,0,0,0,15,14,0,29,14,6,0,20,0,0,0,20,0,0,22,5,0,0,6,0,0,0,6,0,0,13,32,0,4,41,0,0,0,41,10,0,51,16,12,3,31,5,0,4,29,17,0,53,0,0
206021499,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,5,0,8,4,0,15,0,4,0,6,0,4,4,10,10,0,20,0,3,0,7,0,0,3,8,9,0,18,0,3,0,8,0,0,0,10,13,0,23,3,13,0,24,0,0,0,24,28,0,47,5,10,0,17,0,0,0,22,17,0,38,8,13,0,24,0,0,0,24,15,0,43,15,18,0,28,0,0,0,28,15,0,43,14,18,0,29,0,0,0,27,9,0,37,33,9,0,51,0,0,0,51,18,0,61,13,6,0,15,0,0,0,15,11,0,22,16,0,0,18,0,0,0,18,6,0,25,3,0,0,3,0,0,0,3,0,0,9,19,7,0,27,0,0,0,27,6,0,33,19,4,6,27,0,0,0,27,14,0,39,0,0
206021500,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,10,0,13,0,4,0,4,0,0,0,4,11,0,18,0,9,0,6,0,0,0,6,16,0,26,3,8,0,10,0,0,0,7,12,0,24,4,8,0,12,0,0,0,12,10,0,22,6,10,0,16,0,0,0,17,5,0,27,10,4,0,16,0,0,0,16,5,0,22,22,3,0,33,0,0,0,34,4,0,38,7,0,0,13,0,0,0,13,4,0,18,22,4,0,25,0,0,0,25,3,0,23,8,0,0,8,0,0,0,8,4,0,11,15,7,0,19,0,0,0,19,5,0,23,8,8,0,18,0,0,0,18,4,0,23,0,0
206031113,3,0,0,3,3,0,3,0,5,0,14,0,0,0,0,0,0,0,0,4,0,4,0,5,0,5,0,0,4,9,18,0,26,0,3,0,9,0,0,0,3,15,0,24,0,11,0,8,0,6,3,10,24,0,35,0,9,0,9,3,0,7,12,22,0,36,3,9,0,14,0,0,0,15,18,0,33,5,12,0,18,6,0,6,24,19,0,44,6,16,0,22,0,0,0,24,33,0,53,5,13,0,21,0,0,0,21,18,0,38,8,8,0,13,0,0,0,13,8,0,24,16,7,0,24,0,0,0,25,10,0,33,30,5,0,40,0,0,0,38,10,0,50,10,3,0,11,0,0,0,11,5,0,13,14,5,0,23,0,0,0,23,0,0,25,0,0,0,5,0,0,0,5,0,0,10,23,4,0,30,0,0,0,26,9,0,36,10,4,3,15,0,0,0,16,15,0,30,0,0
206031115,0,0,0,3,0,0,0,3,9,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,9,0,11,0,0,0,3,0,0,3,6,24,0,27,0,0,0,0,0,0,0,3,24,0,27,0,9,0,6,0,4,4,14,18,0,34,0,4,0,7,3,0,4,9,24,0,39,5,10,0,13,0,0,0,15,23,0,38,7,11,0,15,0,0,0,15,19,0,35,3,6,0,15,0,0,0,11,8,0,26,7,3,0,12,0,0,0,12,11,0,22,13,8,0,15,0,0,0,15,9,0,20,8,5,0,13,0,0,0,10,6,0,24,5,4,0,8,0,0,0,8,5,0,10,5,6,0,6,0,0,0,9,0,0,9,3,0,0,4,0,0,0,4,0,0,4,9,4,0,12,0,0,0,12,4,0,16,9,4,0,12,0,0,0,16,11,0,23,0,0
206031116,0,0,0,0,4,0,3,3,8,0,16,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,0,0,3,8,0,7,0,0,0,0,0,0,0,5,8,0,12,0,3,0,3,0,0,0,3,7,0,9,0,0,0,3,0,3,3,7,9,0,18,6,5,0,13,0,0,0,14,6,0,24,4,9,4,21,0,0,0,21,17,0,34,3,12,0,15,0,0,0,15,30,0,48,8,13,0,20,0,0,0,20,22,0,42,12,15,0,25,0,0,0,25,11,0,29,10,8,0,22,0,0,0,25,11,0,32,27,11,0,39,0,0,0,42,14,0,53,14,3,0,19,0,0,0,17,8,0,24,20,6,0,24,0,0,0,24,3,0,30,6,0,0,10,0,0,0,10,0,0,9,19,0,3,23,0,0,0,23,3,0,26,14,9,0,28,0,0,0,28,8,0,34,0,0
206031501,0,0,0,0,0,0,0,0,14,0,7,0,0,0,3,0,0,0,5,0,0,5,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,15,0,20,0,4,3,4,0,0,0,9,14,0,20,3,13,0,21,0,0,0,17,6,0,31,10,17,0,22,0,0,0,22,9,0,37,5,17,0,25,0,0,0,25,20,0,45,17,13,6,31,0,0,0,31,22,0,53,22,13,0,34,0,0,3,37,13,0,49,9,12,0,26,0,0,0,26,11,0,33,41,14,0,57,0,0,0,57,23,0,84,24,5,0,27,0,0,0,27,7,0,38,18,5,0,21,0,0,0,21,4,0,22,9,4,0,11,0,0,0,11,0,0,15,26,0,0,36,0,0,0,36,3,0,39,26,5,0,35,0,0,0,32,9,0,43,0,0
206031502,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,8,0,4,0,4,0,4,0,0,0,5,0,0,3,0,0,0,0,0,0,5,7,6,0,8,0,7,0,7,0,0,0,7,13,0,13,0,5,0,5,0,0,0,9,13,0,18,4,4,0,7,0,0,3,15,18,0,26,11,5,0,21,0,0,0,21,11,0,35,17,9,0,16,0,0,0,16,11,0,30,18,0,4,19,0,0,0,19,3,0,21,13,0,4,17,0,0,0,22,9,0,25,33,4,0,33,0,0,0,39,9,0,47,19,6,5,24,0,0,0,24,6,0,36,16,0,0,17,0,0,0,17,3,0,21,0,3,0,5,0,0,0,5,4,0,12,33,3,0,36,0,0,0,36,5,0,33,17,3,0,16,0,0,0,16,9,0,24,0,0
206041117,0,0,0,0,0,3,5,9,9,0,14,0,0,0,3,0,0,0,5,0,0,5,0,8,0,6,0,0,0,7,9,0,21,0,0,0,4,0,0,5,4,8,0,14,0,0,0,3,0,0,0,5,17,0,20,0,5,0,7,0,0,0,11,14,0,30,0,7,0,7,0,3,5,15,15,0,22,6,11,0,12,0,0,0,11,29,0,43,7,10,4,16,0,0,0,16,4,0,20,9,7,0,12,0,0,4,15,20,0,30,8,6,0,8,0,0,0,12,12,0,26,10,4,0,15,0,0,0,15,6,0,18,12,8,0,18,0,4,4,18,8,0,24,3,3,0,9,0,0,0,8,0,0,8,0,0,0,3,0,0,0,3,0,0,7,3,0,0,3,0,0,0,3,0,0,4,10,5,0,16,0,0,0,16,0,0,13,5,3,3,11,0,0,0,11,10,0,17,0,0
206041118,0,0,5,5,0,0,6,5,19,0,27,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,3,10,0,5,0,3,0,0,0,0,0,0,7,0,8,0,0,0,4,0,0,0,4,14,0,11,5,4,0,9,0,0,0,8,8,0,15,0,9,4,8,0,0,0,8,11,0,19,5,5,0,10,0,0,0,14,6,0,21,5,6,0,8,0,0,4,17,7,0,26,8,5,0,15,0,0,4,17,9,0,30,11,0,0,8,0,0,0,11,4,0,14,12,0,3,12,0,0,0,12,0,0,16,19,0,0,23,0,0,0,23,3,0,23,3,0,0,3,0,0,0,3,4,0,12,8,0,0,9,0,0,0,9,3,0,9,3,0,0,3,0,0,0,3,0,0,3,15,3,0,17,0,0,0,17,4,0,23,7,0,0,4,0,0,0,8,0,0,6,0,0
206041119,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,6,0,0,6,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,3,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,3,0,5,17,0,0,15,0,0,0,15,0,0,18,4,0,0,4,0,0,0,4,5,0,3,0,0
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,0,0,0,0,3,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,4,0,4,0,0,0,4,8,0,11,0,4,0,4,0,0,0,4,7,0,15,0,0,0,3,0,0,0,7,12,0,17,0,6,3,12,0,0,0,15,13,0,27,0,9,0,6,0,5,5,8,13,0,29,13,7,4,18,0,5,5,22,15,0,34,7,0,0,12,0,0,0,12,5,0,21,9,6,0,16,0,0,0,18,3,0,21,13,7,0,17,0,0,0,17,12,0,29,28,7,3,34,0,0,0,38,4,0,46,6,0,0,8,0,0,0,8,0,0,15,10,0,0,10,0,0,0,10,0,0,14,4,3,0,6,0,0,0,6,0,0,6,27,4,0,27,0,0,0,32,0,0,31,8,5,0,11,0,0,0,11,4,0,16,0,0
206041124,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,5,0,5,0,4,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,6,0,11,8,7,0,9,0,0,0,9,0,0,12,0,0,0,3,0,0,0,5,0,0,7,3,3,0,5,0,0,0,5,0,0,8,5,0,0,5,0,0,0,5,0,0,5,10,4,0,11,0,0,0,11,4,0,20,4,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,12,4,0,12,0,0,0,12,3,0,12,0,0,0,0,0,0,0,0,4,0,7,0,0
206041125,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,7,3,3,0,6,0,0,0,6,0,0,5,5,0,0,5,0,0,0,5,3,0,9,4,0,0,5,0,0,0,5,9,0,10,11,0,0,12,0,0,0,12,8,0,20,7,0,0,4,0,0,0,4,3,0,14,4,3,0,6,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,6,0,20,0,0,0,20,0,0,23,10,0,0,7,0,0,0,7,4,0,10,0,0
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,0,0,0,0,0,0,0,5,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,3,0,0,4,0,5,0,5,0,0,0,5,0,0,4,0,3,0,3,0,0,0,5,0,0,9,0,3,0,6,3,0,3,7,5,0,12,5,3,0,5,0,0,0,5,0,0,6,3,0,0,7,0,0,0,5,5,0,6,5,0,0,3,0,0,0,3,0,0,5,14,0,0,16,0,0,0,16,4,0,21,4,0,0,4,0,0,0,4,0,0,5,6,0,0,6,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,3,0,3,11,0,0,14,0,0,0,14,5,0,20,0,0,0,0,0,0,0,0,6,0,5,0,0
206041504,3,0,0,4,0,0,0,3,32,0,31,0,3,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,5,9,0,10,0,5,0,8,0,0,0,8,8,0,12,0,9,0,6,0,0,0,6,8,0,18,0,3,0,3,0,0,0,3,7,0,11,3,6,0,4,0,0,0,8,5,0,9,9,3,0,10,0,0,0,10,8,0,11,11,10,0,19,0,0,0,19,9,0,28,5,0,0,6,0,0,0,6,4,0,11,0,0,0,0,0,0,0,0,10,0,15,10,0,0,6,0,0,0,6,8,0,13,0,0,0,0,0,0,0,0,6,0,4,7,4,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,8,0,0,4,0,3,0,0,0,0,0,0,5,0,10,0,0
206041505,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,5,0,11,3,4,0,7,0,0,0,10,3,0,11,0,3,0,4,0,0,0,5,3,0,11,5,4,0,3,0,0,0,10,3,0,10,5,6,4,7,0,0,0,7,12,0,25,7,3,0,10,0,0,0,10,5,0,17,6,7,0,12,0,0,0,12,6,0,19,7,0,3,12,0,0,0,12,5,0,18,12,0,0,17,0,0,0,13,6,0,22,5,0,0,5,0,0,0,5,4,0,7,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,6,0,6,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,10,0,0
