SA2_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
212031556,45,11,131,68,44,28,96,50,5,484,5,0,0,0,0,0,0,0,0,5,12,16,10,25,12,7,23,11,0,114,5,6,19,3,14,10,18,15,22,116,578,1386,919,928,673,309,541,398,105,5833
212031557,50,6,147,69,56,52,84,65,4,532,0,0,0,0,0,0,0,0,0,9,20,14,21,23,21,9,32,21,0,169,15,13,25,24,13,12,36,30,50,210,656,1536,1233,1268,897,442,715,594,154,7493
212031558,30,10,88,56,30,31,76,46,0,364,0,0,0,0,0,0,0,4,0,4,7,7,7,18,14,3,16,10,7,91,6,6,6,20,9,7,24,13,26,109,415,882,635,762,498,248,431,304,85,4254
212031559,22,11,63,32,34,28,33,34,0,262,0,0,0,0,0,0,0,4,0,9,13,6,11,17,11,0,11,12,4,87,6,11,19,7,9,3,21,8,17,98,517,1186,604,642,540,237,286,288,76,4374
212031560,17,8,51,30,24,17,30,36,0,210,0,0,0,0,0,0,0,0,0,4,9,10,9,13,10,0,12,11,0,63,3,3,28,5,9,4,14,12,28,102,320,630,628,533,412,206,336,288,61,3406
212031561,13,5,59,23,20,17,18,38,6,205,0,0,0,0,0,0,0,3,0,3,7,4,13,13,8,0,19,0,0,67,8,5,21,15,11,13,19,24,33,138,260,567,581,526,435,194,348,343,97,3339
212031562,12,0,57,38,23,12,28,32,5,212,0,0,4,0,0,0,0,0,0,4,3,3,7,14,9,8,16,4,7,67,7,6,18,13,8,10,21,34,34,140,229,569,614,550,400,194,343,391,79,3377
212041309,14,6,57,26,23,13,10,20,0,179,0,0,0,0,0,0,0,0,0,0,11,9,5,4,15,9,4,5,5,68,9,9,17,5,9,15,7,10,21,101,479,1149,503,401,526,237,146,204,84,3735
212041310,23,3,95,35,25,10,30,31,7,264,0,0,0,0,0,0,0,4,0,13,8,11,14,7,3,3,8,16,0,74,6,13,8,8,15,0,17,28,42,137,377,1448,653,535,602,273,356,466,109,4828
212041312,28,10,115,48,26,28,22,56,3,331,0,0,0,0,0,0,0,7,0,12,10,14,9,14,17,10,15,14,5,108,10,17,32,27,21,13,25,39,40,217,576,1477,1061,788,768,348,478,550,126,6164
212041313,25,6,59,26,32,14,5,17,0,186,0,0,0,0,0,0,0,0,0,5,13,11,0,11,10,10,3,0,3,57,5,3,13,6,13,7,5,3,12,73,594,1029,577,321,532,223,118,127,46,3573
212041316,12,3,38,21,13,10,12,17,0,125,0,0,0,0,0,0,0,0,0,4,6,5,9,5,4,0,0,3,0,36,3,6,5,3,3,4,12,8,13,68,194,518,323,255,271,135,148,169,44,2064
212041317,24,5,155,72,22,37,42,85,11,450,0,0,0,0,0,0,4,5,10,16,4,9,16,7,9,8,12,17,5,88,15,16,31,26,13,19,32,50,70,251,425,1383,814,739,621,382,485,724,176,5743
212041318,11,3,57,26,21,10,20,35,3,184,0,0,0,0,0,0,0,0,0,4,4,12,9,3,10,4,7,6,0,56,4,11,13,14,8,0,30,34,34,156,200,625,405,387,323,176,273,330,84,2801
212041459,13,6,118,49,26,14,35,55,4,311,0,0,0,0,0,0,0,0,0,9,5,8,14,22,9,8,21,21,0,101,8,6,24,18,11,4,11,27,33,149,266,879,627,653,460,199,404,493,96,4079
212041460,29,5,121,74,27,21,41,59,6,378,0,0,6,0,0,0,3,9,0,24,9,14,9,17,5,5,14,19,5,88,13,9,19,25,12,6,20,36,40,177,303,1067,684,779,523,262,457,640,121,4849
212041563,15,9,130,49,20,26,35,64,5,350,0,0,3,0,0,3,7,8,0,21,4,6,19,11,10,6,17,16,0,96,11,12,34,20,11,8,33,39,36,210,333,1008,928,819,556,283,568,706,127,5328
212041564,10,0,30,10,6,8,11,30,0,110,0,5,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,4,3,28,0,0,15,5,0,6,10,16,27,72,143,362,294,221,213,102,188,223,59,1799
212041565,21,0,70,48,18,26,30,30,6,247,0,0,0,0,0,0,0,4,0,4,6,5,6,9,8,4,15,6,0,59,16,9,24,13,10,3,11,23,29,124,333,831,600,463,509,234,299,332,84,3690
212041566,26,8,80,34,28,25,19,35,0,247,0,0,0,0,0,0,0,0,0,4,20,16,8,4,12,5,7,6,3,87,4,13,22,7,15,12,20,15,30,145,857,1890,653,429,777,357,237,279,112,5587
212051319,38,11,82,45,26,32,10,39,0,290,0,0,0,4,0,0,0,0,0,7,38,30,13,12,19,7,6,3,0,127,17,22,19,11,14,6,8,16,35,155,1322,3219,737,698,905,482,181,326,160,8037
212051321,20,15,72,38,18,18,7,18,3,205,0,0,0,0,0,6,0,3,0,11,20,32,9,10,20,14,10,5,5,120,25,21,18,14,16,8,0,11,34,147,1280,3102,666,616,911,450,208,290,143,7662
212051322,34,11,105,42,27,12,15,31,0,276,0,0,0,0,0,0,0,0,0,3,16,32,7,17,21,8,4,14,0,125,15,20,26,5,14,9,3,6,43,149,1223,3093,701,609,958,443,222,324,142,7724
212051323,26,7,72,31,25,16,4,20,5,206,0,0,0,0,0,0,0,0,0,5,22,31,12,8,13,15,7,5,5,110,11,17,11,12,10,12,4,9,28,120,1075,2543,527,431,787,389,132,224,113,6226
212051324,48,4,69,33,25,25,10,25,0,246,0,0,0,0,0,0,0,0,0,3,18,38,8,9,21,12,0,5,6,114,15,12,18,8,15,13,6,11,44,134,1282,2990,667,549,958,408,169,293,150,7458
212051325,28,16,105,57,40,23,18,34,3,326,0,0,0,0,0,0,0,0,0,3,13,22,9,11,15,0,0,7,5,82,12,15,21,15,13,17,13,26,45,179,1025,2393,828,674,997,367,251,361,159,7056
212051326,38,16,141,49,35,40,24,39,7,389,0,0,0,0,0,4,0,0,0,5,24,55,15,13,44,17,8,10,10,192,12,21,21,13,19,11,14,13,43,169,1337,3588,1028,816,1119,570,299,421,149,9326
212051327,26,12,69,26,24,20,8,16,0,211,0,0,0,0,0,0,0,0,0,6,14,22,9,8,18,9,6,0,0,82,6,18,8,5,12,6,9,9,25,102,1189,2641,649,502,933,405,146,237,118,6830
212051567,9,9,42,26,12,13,10,18,0,134,0,0,0,0,0,0,0,3,0,5,4,12,3,9,4,11,0,8,0,47,7,7,8,6,3,9,5,3,14,64,267,1280,302,383,324,219,175,294,78,3324
212051568,19,6,102,21,17,20,14,38,4,231,0,0,0,4,0,0,0,8,0,11,6,13,9,7,20,3,8,13,4,89,5,15,19,10,9,0,16,10,39,139,354,1700,563,530,538,358,381,567,125,5119
213011328,8,3,40,31,13,7,8,21,0,137,0,0,0,0,0,0,0,0,0,0,3,13,5,4,12,4,3,3,0,46,8,8,9,8,9,7,14,14,18,83,237,653,337,326,288,137,168,217,49,2411
213011329,17,7,51,32,28,19,20,16,3,186,0,0,0,0,0,0,0,0,0,0,0,7,10,0,4,0,12,4,0,38,7,4,19,12,15,6,13,8,33,121,314,789,383,294,468,172,221,175,74,2902
213011331,15,3,27,15,17,18,16,24,0,139,0,0,0,0,0,0,0,0,0,5,3,5,8,7,10,0,10,3,0,42,3,9,11,5,6,6,5,9,13,71,160,414,339,261,321,131,170,173,49,2025
213011332,20,10,52,31,34,18,18,22,0,203,0,0,0,0,0,0,0,0,0,0,6,8,8,3,10,0,4,3,0,47,3,10,20,10,11,4,4,13,19,98,410,968,597,427,528,225,200,214,69,3644
213011333,11,5,67,37,28,14,26,32,5,223,0,0,0,3,0,0,3,0,0,3,0,5,3,10,8,5,9,3,0,44,7,4,26,7,7,6,16,22,24,118,157,483,462,424,351,168,275,255,63,2642
213011334,26,4,120,64,23,34,32,52,5,363,0,0,0,0,0,0,0,5,0,9,0,4,12,14,17,3,16,11,4,93,7,7,24,22,13,11,36,34,42,196,301,833,719,675,522,280,455,506,128,4429
213011335,18,3,87,82,24,22,27,57,4,332,0,0,0,0,0,0,0,3,0,3,8,14,5,8,8,0,14,9,0,69,5,9,17,21,12,4,19,27,49,171,260,801,536,590,451,202,393,408,118,3761
213011336,5,5,55,29,20,8,11,22,0,161,0,0,0,0,0,0,0,0,0,3,3,16,5,3,9,9,10,5,3,74,4,3,15,14,7,0,10,11,19,79,298,966,373,389,366,174,218,258,55,3098
213011337,20,7,47,46,19,18,14,31,3,208,0,0,0,4,0,0,3,0,0,7,5,12,4,0,7,5,6,6,0,37,11,8,19,14,11,3,15,8,31,115,292,775,407,366,386,179,237,237,80,2956
213011338,22,10,71,39,32,18,22,38,3,265,0,0,0,0,0,0,0,6,0,3,14,10,14,14,14,8,16,8,4,101,13,10,15,17,19,11,39,22,44,188,445,1159,614,573,612,279,422,383,113,4595
213011339,24,7,54,34,30,33,27,39,0,251,0,0,0,0,0,0,0,0,0,5,8,5,10,11,9,6,15,11,5,81,5,8,15,19,8,9,5,10,19,109,404,887,600,516,543,256,280,277,79,3849
213011340,22,11,64,33,47,41,10,15,7,245,0,0,0,0,0,0,3,0,0,5,20,13,8,12,14,3,4,3,4,91,18,14,21,14,17,6,10,8,38,149,832,1626,888,540,823,316,233,240,111,5603
213011569,17,5,95,46,32,30,41,38,3,305,0,0,0,0,0,0,0,4,0,3,5,7,5,7,12,4,14,17,0,76,8,8,21,25,17,11,15,27,41,169,355,1002,674,680,615,252,403,377,128,4480
213011570,16,4,33,23,21,13,27,16,5,147,0,0,0,0,0,0,0,0,0,3,4,4,4,3,11,0,10,5,4,42,5,11,8,5,13,8,3,11,23,82,288,734,322,301,431,122,234,167,65,2669
213021341,19,15,42,28,23,15,16,10,0,169,0,0,0,0,0,0,0,0,0,3,14,28,8,12,21,5,0,3,3,88,13,16,10,3,13,3,0,15,28,111,912,1795,622,463,656,215,140,187,104,5095
213021342,27,14,86,52,41,26,19,21,10,293,0,0,0,0,4,0,0,3,0,8,19,23,8,13,22,3,6,7,4,100,18,10,19,12,18,12,13,14,46,159,652,1599,970,716,789,284,330,308,137,5787
213021343,33,7,60,26,43,17,9,22,8,230,0,0,0,0,0,0,0,0,0,4,17,17,14,7,10,10,3,11,7,90,23,9,21,12,11,10,11,14,25,136,769,1507,667,400,649,258,204,203,101,4754
213021344,43,13,83,34,46,28,4,11,5,268,0,0,4,0,0,0,0,0,0,3,53,46,17,15,24,8,3,6,8,191,15,16,17,6,13,8,5,11,23,111,1795,3249,747,620,910,325,166,230,102,8146
213021345,5,3,25,11,13,5,7,3,0,72,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,19,3,4,10,3,0,0,3,4,12,39,197,559,263,205,220,83,90,70,37,1719
213021346,25,18,42,22,28,18,4,7,4,175,0,4,0,0,0,0,0,0,0,8,38,34,4,9,26,8,3,4,3,123,11,19,8,7,7,10,6,4,16,80,1499,2568,519,440,683,273,81,156,100,6319
213031347,41,18,112,69,31,26,25,39,5,363,0,0,0,3,0,0,0,9,0,10,18,15,4,14,16,3,14,7,6,112,11,21,25,20,22,14,14,24,57,197,775,2210,673,771,854,410,423,453,152,6718
213031348,41,9,132,43,32,32,13,29,0,330,0,0,0,0,0,0,0,0,0,0,40,61,21,20,30,10,11,9,12,210,9,22,5,16,17,0,8,21,41,148,1036,3125,713,775,954,412,267,441,146,7878
213031349,33,12,56,44,34,21,11,15,3,223,0,0,0,0,0,0,0,0,0,6,16,24,5,13,14,11,6,3,4,104,6,10,3,9,14,10,9,15,33,106,902,2071,477,534,714,344,191,226,100,5558
213031350,24,10,42,20,9,10,5,14,0,137,0,0,0,0,0,0,0,0,0,0,22,40,10,10,19,10,0,4,9,108,9,18,9,5,10,3,3,4,5,67,888,2008,346,316,463,193,78,120,46,4463
213031351,31,4,69,28,25,22,11,28,0,219,0,0,5,0,0,0,0,0,0,3,28,38,12,9,20,0,5,3,0,121,4,20,14,6,11,9,12,5,14,92,815,1985,506,456,560,233,171,238,57,5033
213031352,47,10,78,34,37,21,9,21,4,254,0,0,0,6,0,0,0,0,0,7,42,60,16,9,26,15,7,5,6,182,25,11,6,7,13,4,3,8,15,103,1506,3006,625,496,757,325,121,197,104,7133
213041353,34,19,134,57,62,38,22,37,3,410,0,0,4,0,0,4,0,4,0,5,17,21,25,15,16,4,16,17,5,134,32,11,44,26,29,25,24,20,51,256,953,1892,1608,1137,1049,397,477,450,141,8112
213041358,40,9,88,50,56,44,68,48,3,407,0,0,0,0,0,0,0,4,0,10,8,10,6,11,12,5,18,7,0,84,17,12,27,17,16,13,30,35,39,212,516,989,975,981,720,331,553,446,105,5620
213041359,42,5,105,63,54,26,95,36,3,439,0,0,0,0,4,0,0,3,0,9,11,10,21,31,14,10,21,19,3,138,11,7,18,14,8,12,22,9,38,132,567,1531,801,759,718,275,601,349,140,5743
213041360,38,11,75,64,49,49,30,36,7,351,0,0,0,0,0,0,0,0,0,3,17,23,9,19,18,7,16,8,8,117,14,12,19,10,12,8,11,18,28,146,910,1717,847,705,984,419,357,310,131,6379
213041461,4,0,19,17,19,0,7,7,3,81,0,0,0,0,0,0,0,0,0,0,8,3,7,3,3,3,0,4,0,32,6,6,0,7,9,0,3,8,10,56,176,433,249,220,237,85,109,101,31,1651
213041462,14,0,26,15,6,4,11,13,4,107,0,0,0,0,0,0,3,0,0,4,6,0,0,11,9,0,11,4,6,45,4,5,7,8,7,0,4,6,21,53,256,609,252,267,309,90,140,95,48,2068
213041463,37,13,76,59,48,46,17,31,8,327,0,3,0,0,0,0,0,0,0,6,14,25,13,18,18,0,12,9,4,118,24,3,31,18,24,16,18,11,36,180,977,2006,885,805,972,397,377,344,147,6915
213041571,19,0,42,30,16,24,30,16,0,177,0,0,0,0,0,0,0,0,0,0,6,3,6,12,3,4,12,4,4,56,3,4,11,12,8,4,24,6,19,94,226,477,428,441,351,164,289,182,53,2610
213041572,9,4,58,43,29,25,72,22,0,253,0,0,0,0,0,0,0,0,0,3,3,5,13,15,7,4,15,7,0,70,4,5,9,14,4,3,14,3,15,75,189,607,368,439,339,134,387,189,65,2715
213041573,7,3,10,12,10,5,13,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13,3,0,0,0,4,0,0,4,4,15,169,277,196,122,157,66,51,34,20,1094
213041574,27,10,60,23,34,17,17,18,0,216,0,0,0,0,0,0,0,0,0,3,5,13,6,6,18,6,9,6,0,81,5,7,11,9,17,6,13,12,22,96,399,1042,521,442,597,202,303,198,61,3762
213041575,35,9,95,37,48,34,25,31,8,322,0,0,5,0,0,0,0,4,0,5,11,9,5,9,14,4,14,11,4,75,22,13,23,7,14,10,7,18,32,149,703,1432,971,562,837,361,282,289,125,5564
213041576,16,8,55,34,41,20,24,19,3,213,0,0,0,0,0,0,0,0,0,0,7,5,5,8,9,5,12,7,3,52,7,4,15,12,17,11,17,13,19,112,302,526,620,514,419,183,307,240,69,3173
213041577,9,0,21,14,9,3,13,7,3,91,0,0,0,0,0,0,0,0,0,0,0,4,3,5,9,0,4,0,3,31,0,0,14,11,6,0,15,18,10,79,124,205,273,303,209,79,174,149,35,1550
213041578,22,5,71,43,17,18,59,34,6,268,4,0,0,0,0,0,0,0,0,8,6,6,7,14,10,9,27,14,6,75,6,15,28,19,8,6,34,23,32,169,297,690,576,726,442,190,466,324,85,3804
213051361,30,8,96,33,31,27,37,39,4,307,0,0,0,0,0,0,5,0,0,3,10,4,23,8,20,5,18,11,0,104,6,14,22,17,18,9,25,18,29,160,570,1319,958,754,684,339,501,415,103,5647
213051362,25,5,103,42,32,39,39,36,0,325,0,0,5,0,0,0,0,3,0,7,12,21,17,12,11,5,18,13,4,120,15,16,27,18,20,7,21,20,40,191,465,1227,805,709,662,319,480,419,123,5203
213051363,29,3,107,28,18,13,32,31,8,270,0,0,0,0,0,0,0,0,0,0,11,11,8,14,13,7,15,13,3,99,9,9,22,6,7,6,10,15,24,109,548,1390,509,436,546,255,372,344,103,4509
213051368,28,7,74,47,31,31,20,24,0,253,0,0,0,0,0,0,0,0,0,7,7,10,20,9,10,9,12,9,7,91,13,16,23,13,16,7,13,16,27,157,746,1630,851,616,714,327,317,307,103,5612
213051464,39,13,87,38,35,24,23,19,0,287,5,0,0,0,3,0,0,0,0,9,20,25,14,15,15,10,11,4,0,111,30,18,12,9,9,11,12,14,53,160,1313,2320,719,623,928,409,313,276,168,7071
213051466,37,22,81,47,40,27,26,28,6,320,0,0,0,0,0,0,0,0,0,3,14,35,13,10,19,11,7,4,0,121,20,19,17,7,16,7,11,5,44,146,1176,2923,639,682,915,407,304,253,172,7465
213051467,22,4,90,50,39,20,43,42,4,309,0,0,0,0,0,4,0,0,0,9,3,13,12,17,8,6,25,19,4,108,14,8,22,18,18,8,34,16,31,162,456,1071,802,756,631,320,457,456,88,5045
213051468,51,11,123,65,76,49,61,38,5,474,0,0,0,0,0,0,0,0,0,5,10,20,19,21,17,13,19,18,4,145,22,12,26,19,20,12,23,23,55,202,820,2007,1239,1119,1067,418,576,451,165,7868
213051579,17,4,62,20,21,16,25,24,0,193,0,0,0,0,0,0,0,0,0,0,3,23,8,11,11,5,9,6,6,82,3,15,7,18,6,6,7,5,21,82,418,1520,379,511,530,192,274,174,101,4093
213051580,27,17,61,43,26,31,26,22,8,255,0,0,0,3,0,0,0,5,0,5,16,14,6,13,20,5,8,7,0,88,10,15,16,11,18,12,18,6,20,125,743,1617,628,546,677,289,267,203,103,5068
213051581,17,7,39,25,29,6,15,15,0,165,0,0,0,0,0,0,0,0,0,3,10,17,9,8,14,4,3,3,0,68,0,5,9,9,11,5,7,5,9,66,530,1288,395,373,546,214,174,154,66,3728
213051582,29,6,60,31,30,21,75,23,4,271,0,0,0,0,0,0,0,0,0,3,3,13,7,18,14,5,34,10,4,102,4,8,3,12,8,5,25,11,21,101,347,964,416,521,466,214,484,220,90,3725
213051583,54,15,164,86,58,34,161,81,6,664,0,0,0,0,0,0,5,6,0,9,20,30,26,45,29,15,62,23,5,255,12,17,20,26,21,17,49,21,76,265,981,2463,1147,1315,1251,586,1175,676,236,9813
213051584,14,11,54,26,17,9,89,29,5,250,0,0,0,0,0,0,0,0,0,0,7,3,7,10,6,4,23,10,3,76,0,5,9,12,5,0,15,0,17,66,232,711,319,368,331,135,454,186,77,2814
213051585,22,3,64,19,27,17,51,16,3,224,0,0,7,0,0,0,0,0,0,7,9,4,10,12,12,9,22,8,3,87,5,8,13,8,12,6,19,9,33,108,330,829,432,530,470,210,425,231,104,3558
213051586,18,8,73,38,24,13,83,25,7,289,0,0,0,0,0,0,0,0,0,0,6,5,6,13,13,7,13,10,0,69,0,8,6,11,4,4,20,19,23,95,313,906,376,428,454,183,494,232,80,3470
213051587,12,7,56,34,27,16,39,30,3,231,0,0,0,0,0,0,0,0,0,0,8,9,3,13,14,7,16,10,6,88,4,13,11,9,5,9,13,0,38,111,513,1193,383,484,514,229,379,238,117,4047
213051588,36,5,103,37,37,31,96,52,3,399,0,0,0,0,0,0,3,0,0,6,11,16,13,32,24,8,37,18,5,153,12,0,17,27,13,11,27,17,46,170,608,1487,717,826,802,363,789,384,168,6142
213051589,21,6,67,22,27,21,23,27,4,212,0,0,0,0,0,0,0,0,0,0,10,12,4,7,8,6,12,0,3,63,8,8,11,5,7,0,15,12,14,70,247,833,411,474,419,155,231,205,66,3040
213051590,31,7,60,44,35,37,27,29,3,270,0,0,0,0,0,0,0,0,0,0,5,0,13,19,10,0,23,13,6,87,9,3,12,11,19,0,25,24,23,133,409,926,615,649,549,228,346,296,72,4090
214011370,47,11,148,61,62,56,34,71,7,499,0,0,4,0,0,3,0,3,0,6,18,13,18,15,16,5,7,13,3,115,14,17,50,16,24,15,26,33,43,239,736,1410,1535,1122,939,442,443,569,147,7344
214011371,41,20,130,76,52,47,18,54,4,444,0,5,0,0,0,0,0,3,0,11,23,27,16,21,18,9,0,12,9,132,13,20,30,15,21,21,6,26,30,189,937,2211,1351,1158,846,449,308,488,117,7867
214011372,36,12,121,63,34,43,17,55,8,395,0,3,0,0,0,3,0,0,0,9,16,21,10,16,9,3,5,12,7,102,20,17,41,20,11,16,22,30,26,198,542,1175,1113,908,599,325,282,457,98,5498
214011373,38,14,77,43,43,31,9,20,3,275,0,0,0,0,0,0,0,0,0,0,33,19,3,10,17,9,10,5,5,117,14,18,19,9,13,16,3,5,24,120,1203,2233,937,675,740,380,145,235,93,6640
214011374,54,11,160,95,78,46,20,41,3,509,0,0,0,0,0,0,0,3,0,11,11,20,14,15,24,7,8,11,3,124,18,10,41,11,30,17,17,25,24,187,1080,2083,1988,1177,1181,518,347,487,130,9001
214011375,34,12,89,50,50,38,17,40,0,344,0,0,0,0,0,0,0,0,0,10,17,12,13,18,14,8,3,6,9,96,15,10,33,13,12,0,11,27,31,156,771,1571,1113,728,678,350,208,314,113,5854
214011376,41,14,65,37,45,36,15,16,4,273,0,0,0,0,0,0,0,0,0,3,17,12,12,7,7,3,4,11,4,79,10,8,23,19,8,7,7,5,22,128,755,1136,823,619,608,315,204,230,66,4766
214021377,38,3,96,37,33,29,13,24,3,263,0,0,0,0,0,0,0,0,0,0,8,12,4,13,17,9,0,5,0,61,20,12,36,16,8,9,9,16,19,145,645,971,784,469,427,262,97,195,76,3913
214021378,20,0,19,8,3,10,3,8,0,68,0,0,0,0,0,0,0,0,0,0,14,9,6,3,3,3,0,0,0,41,10,4,7,4,0,6,0,0,5,40,577,714,247,119,169,96,23,77,40,2066
214021379,51,15,139,81,57,36,21,49,9,456,0,0,0,0,4,0,0,0,0,6,19,17,30,20,11,11,3,12,0,117,23,13,45,33,18,12,14,34,34,215,918,1485,1740,1173,705,342,287,532,120,7293
214021381,34,16,76,30,31,16,3,6,3,230,0,0,0,0,0,0,0,0,0,0,17,24,7,10,28,0,0,3,7,103,25,16,11,14,15,11,4,10,24,126,1608,2381,748,500,721,365,78,151,98,6645
214021382,49,14,93,57,46,32,0,22,0,321,0,0,0,0,0,0,0,0,0,0,29,24,14,13,15,7,0,5,3,110,34,19,29,12,16,5,0,9,16,148,1361,2108,955,719,729,401,117,236,105,6732
214021383,52,13,134,63,35,45,12,43,3,402,0,0,0,0,0,0,0,3,0,3,14,34,21,14,3,0,0,3,6,102,31,11,43,21,24,29,7,19,15,200,1107,1571,1065,619,531,373,102,313,112,5793
214021384,62,8,169,61,47,41,19,53,8,468,0,0,0,0,0,4,0,0,0,7,16,15,10,21,15,3,5,12,4,107,19,13,31,36,32,31,18,27,23,221,740,1403,1216,870,570,382,200,413,103,5907
214021385,47,11,114,68,52,36,21,56,4,408,3,0,0,0,0,0,0,0,0,8,25,9,21,11,12,6,4,16,0,100,22,7,37,24,21,13,12,15,25,169,842,1468,1462,851,738,303,257,433,88,6446
214021591,42,7,92,45,40,22,11,22,0,279,0,0,0,0,0,0,0,0,0,5,13,18,4,9,6,0,11,10,0,72,7,6,25,14,10,8,6,20,14,103,672,1237,848,614,507,260,122,243,55,4558
214021592,21,9,57,29,19,15,0,15,6,173,0,0,0,0,0,0,0,0,0,5,12,14,8,14,3,0,0,3,0,46,10,12,17,9,9,9,0,12,8,82,631,1032,437,367,352,179,30,119,48,3206
215011386,14,3,37,33,14,13,4,23,0,152,0,0,0,0,0,0,0,0,0,0,5,11,0,6,0,0,5,7,0,31,3,8,3,16,9,6,7,28,17,95,242,438,269,442,193,85,87,251,48,2054
215011387,9,4,14,5,5,3,0,6,0,47,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,6,9,0,0,5,0,3,6,5,0,39,370,195,108,100,80,28,27,88,16,1014
215011388,47,14,122,50,48,46,20,23,0,364,0,0,0,0,0,0,0,5,0,10,8,10,8,16,5,0,0,4,0,60,26,11,18,11,9,5,18,26,20,147,713,1407,869,791,549,264,228,291,81,5186
215011389,7,0,15,0,6,3,6,10,0,47,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,17,19,3,7,0,0,0,0,0,0,39,333,229,169,111,121,41,55,84,21,1154
215011390,20,0,40,15,7,13,4,18,0,120,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,8,4,0,20,14,6,10,10,7,3,3,20,8,69,410,389,208,242,152,65,130,173,27,1794
215011391,7,0,17,15,8,5,0,7,0,58,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,11,8,3,6,0,3,8,4,8,0,37,211,150,104,138,82,38,40,97,15,866
215011392,14,10,45,29,13,10,3,26,5,147,0,0,0,0,0,0,0,4,0,4,8,4,0,9,3,0,0,7,0,39,13,9,9,12,9,8,14,19,7,93,375,447,337,423,197,90,123,260,37,2291
215011393,9,0,6,4,0,3,0,7,0,37,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,12,22,0,5,0,0,0,0,5,5,34,267,136,71,76,48,18,27,72,11,726
215011394,12,4,24,10,15,10,7,22,0,96,0,0,0,0,0,0,0,0,0,0,6,4,3,4,0,3,6,0,0,25,16,0,6,9,4,10,13,11,5,69,387,320,191,237,142,78,89,137,33,1610
215021395,20,8,34,24,19,18,7,8,0,147,3,0,0,0,0,0,0,5,0,9,5,0,0,0,0,6,4,5,0,24,18,10,16,6,11,8,11,9,23,110,411,577,453,284,247,119,98,147,38,2393
215021396,14,4,31,12,11,9,4,8,0,88,0,0,0,0,0,0,0,0,0,4,5,3,0,6,0,0,4,0,4,24,12,6,15,13,7,8,0,14,6,83,185,264,247,184,134,66,86,110,30,1312
215021398,11,0,14,5,17,6,4,6,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,6,0,4,9,5,3,7,8,10,40,254,168,112,107,74,27,72,81,23,919
215021399,9,4,38,16,15,12,11,19,0,122,0,0,0,0,0,0,0,3,0,8,4,0,3,5,3,0,0,3,0,21,11,4,4,12,5,5,12,17,16,80,231,279,306,223,150,80,107,174,47,1593
215021469,37,17,121,45,32,44,14,54,5,376,4,0,0,0,0,0,0,10,0,12,10,13,8,3,4,0,5,19,0,64,16,17,18,13,19,9,7,41,46,185,571,1235,658,762,442,260,194,438,94,4659
215021470,37,10,94,45,22,37,16,45,3,315,3,0,0,0,0,0,0,3,0,9,4,12,13,19,0,4,9,11,0,67,18,16,22,20,16,15,18,28,31,176,558,1301,693,694,487,244,194,340,79,4584
215031400,18,5,34,15,5,13,6,11,0,104,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,3,3,0,19,23,6,9,8,9,7,11,14,6,85,446,338,202,173,127,62,96,135,16,1589
