SA2_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
205041095,21,8,29,17,9,33,0,0,0,6,0,6,6,5,13,2393,2021,4415,182,176,354,36,0,36,17,0,17,11,0,13,10,10,21,52,57,108,2731,2301,5026,3,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,6,8,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,18,0,21,25,9,35,4,0,6,0,0,0,0,0,0,3,0,7,196,399,595,292,475,771,29,28,55,3279,3215,6498
205041096,7,4,12,19,27,45,0,0,0,0,0,0,5,0,7,1709,1433,3142,145,124,274,21,0,21,3,0,3,16,0,24,15,9,28,64,39,105,2005,1644,3650,3,0,6,0,0,0,0,0,0,3,0,3,4,0,4,0,0,3,15,3,15,0,0,0,0,0,0,3,0,8,0,3,8,0,0,0,3,5,9,22,11,35,37,18,57,0,0,0,3,0,4,0,0,0,4,3,8,162,256,416,200,343,548,23,23,44,2428,2288,4720
205041098,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,867,669,1538,46,48,96,23,0,23,6,3,7,0,0,0,4,0,5,17,11,27,968,735,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,7,9,12,0,0,0,0,0,0,0,0,0,0,0,0,76,157,228,124,185,302,11,6,24,1185,1091,2279
205041493,6,3,11,11,23,29,0,0,0,0,0,4,0,5,4,1907,1605,3512,138,145,284,32,0,33,7,0,6,12,0,23,7,10,18,47,37,89,2168,1832,4001,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,4,17,12,31,25,11,39,0,3,8,0,0,0,0,0,0,0,5,6,220,345,564,235,385,622,18,19,38,2679,2593,5271
205041494,5,0,7,18,23,35,3,0,3,0,0,0,5,6,10,2876,2531,5406,195,208,408,23,0,23,12,0,14,14,4,20,18,9,25,58,87,137,3221,2869,6090,0,0,0,0,0,0,0,0,0,3,4,4,0,0,8,0,0,4,11,4,14,0,0,0,0,0,0,0,0,8,0,4,4,0,3,3,3,12,13,22,15,40,34,29,65,0,0,0,0,0,0,0,0,0,0,5,5,344,641,987,364,613,974,14,13,26,3985,4163,8143
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,5,5,13
205051100,4,0,4,3,4,10,0,0,0,0,0,0,0,0,0,633,571,1203,35,34,71,18,0,18,10,0,10,20,4,29,17,8,27,103,56,157,837,678,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,22,21,9,19,0,0,0,0,0,0,0,0,0,0,0,0,140,147,285,99,152,249,14,9,17,1106,991,2092
205051101,5,0,5,11,6,19,0,0,0,0,0,0,0,0,0,2214,1969,4180,152,103,259,55,0,57,27,5,28,28,0,28,34,10,43,102,96,201,2625,2196,4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,27,15,40,28,15,48,4,0,4,0,0,0,4,0,3,12,0,11,329,438,770,277,477,753,30,22,53,3299,3147,6450
205051102,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,611,542,1149,49,37,90,21,0,20,15,0,16,0,0,3,7,0,10,39,40,81,746,630,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,7,17,11,7,21,0,0,0,0,0,0,4,0,4,4,0,4,142,168,311,69,109,177,12,7,19,986,925,1906
205051103,0,3,3,9,8,18,0,0,0,0,0,0,8,5,13,2289,2020,4310,151,179,334,24,0,24,8,0,9,62,27,92,30,15,48,143,144,288,2736,2409,5144,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,35,28,16,34,0,0,0,0,0,0,0,0,0,0,3,3,255,355,614,286,455,737,21,16,34,3315,3250,6565
205051104,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,714,596,1313,38,40,81,15,0,15,6,6,12,5,5,8,14,9,24,59,71,132,860,731,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,183,190,372,84,134,220,22,15,40,1160,1077,2238
206011106,8,13,25,14,21,34,0,0,0,244,291,535,9,21,29,1000,799,1799,20,85,109,10,0,10,21,4,21,279,199,476,11,13,31,107,125,237,1737,1568,3304,6,6,19,0,0,0,15,19,34,0,0,0,0,0,0,6,5,8,29,32,63,0,0,0,8,17,24,0,0,0,0,0,5,0,0,0,3,21,28,46,36,80,78,86,165,14,11,23,8,4,10,0,7,6,22,14,40,1726,2257,3984,402,590,1001,18,12,20,3985,4528,8513
206011107,28,36,62,13,43,58,0,0,0,152,230,379,6,15,23,1547,1174,2719,55,113,176,10,0,10,32,6,35,194,115,307,17,24,47,81,121,197,2141,1870,4013,14,12,26,0,0,0,15,29,41,6,3,12,0,4,3,5,3,10,45,56,100,0,0,0,15,26,41,5,0,3,0,5,3,0,0,0,21,28,47,38,41,78,101,123,223,17,23,35,0,8,12,0,6,5,17,33,50,1439,1750,3189,427,645,1070,14,9,25,4143,4433,8573
206011109,41,36,76,5,13,12,0,0,6,43,55,90,4,0,11,1274,964,2237,88,97,180,16,0,16,16,0,16,44,23,64,4,8,15,23,30,49,1563,1219,2782,6,10,18,0,0,0,10,10,20,6,0,6,0,0,0,0,0,5,29,26,50,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,13,8,15,21,21,32,56,48,103,7,5,12,0,0,0,0,0,0,15,5,13,904,1126,2023,269,401,672,12,4,23,2817,2803,5621
206011495,96,93,192,10,12,23,0,0,0,155,216,370,18,18,33,1027,793,1817,34,76,111,13,0,13,29,6,27,265,178,452,6,16,26,138,131,267,1791,1536,3331,9,13,22,0,0,0,40,37,74,0,0,5,0,0,0,10,6,15,58,59,117,0,0,0,18,18,36,3,3,4,0,0,0,0,6,6,19,25,44,30,11,40,110,94,203,14,18,30,0,4,4,0,0,3,13,22,39,1590,1891,3484,388,591,983,17,11,34,3917,4154,8070
206011496,80,70,153,12,14,32,0,0,0,192,219,413,9,19,33,933,744,1675,34,50,79,6,0,6,31,3,33,318,227,543,23,25,42,150,194,351,1789,1565,3355,11,9,20,0,0,0,28,21,51,0,0,5,0,3,3,5,5,7,47,41,91,0,0,0,17,10,31,0,0,0,0,0,0,0,0,0,17,14,32,33,25,57,102,82,185,13,25,32,4,9,7,3,5,11,20,31,55,1804,2079,3881,404,619,1034,13,8,18,4134,4394,8526
206011497,72,59,130,16,21,32,0,0,0,114,179,292,9,14,31,1189,879,2073,56,90,149,11,0,11,25,3,33,139,91,221,23,7,29,76,81,159,1735,1431,3164,12,7,20,0,0,0,22,12,42,5,4,7,0,5,3,9,3,11,46,30,84,0,0,0,9,20,30,0,0,0,3,0,0,0,0,3,7,25,37,29,25,51,86,79,166,26,17,43,5,3,9,3,0,3,32,18,45,1190,1471,2663,350,607,958,18,12,26,3408,3615,7020
206011498,96,88,184,23,22,44,0,0,0,68,81,147,9,9,17,1444,1034,2475,71,92,160,21,0,17,16,3,19,151,84,235,10,8,22,63,64,133,1970,1485,3456,13,15,20,0,0,0,18,18,34,5,0,8,0,0,0,7,5,13,35,36,74,0,0,0,3,9,17,0,0,0,0,4,4,0,0,0,10,14,22,27,28,50,64,76,141,10,17,26,3,4,6,0,3,3,14,20,36,1343,1519,2861,363,644,1012,16,10,25,3769,3760,7530
206021110,90,91,182,16,21,37,0,0,0,0,0,0,5,5,11,819,649,1470,26,48,76,11,0,13,20,0,20,101,81,184,12,4,15,43,80,123,1140,989,2130,12,4,12,0,0,0,3,6,14,7,3,13,0,0,0,10,7,14,29,17,54,0,0,0,3,7,6,0,5,5,0,0,0,0,0,0,3,9,9,7,9,22,42,40,81,8,8,14,0,0,0,0,0,0,5,8,15,1031,1240,2271,240,410,646,8,12,20,2473,2691,5160
206021112,105,99,205,33,31,65,0,0,0,112,127,239,13,13,26,1810,1487,3289,70,106,175,31,0,31,27,0,27,240,130,367,22,21,46,91,124,214,2554,2130,4684,19,10,29,0,0,0,17,28,46,6,8,15,0,3,4,13,7,26,57,63,120,0,0,0,11,17,27,0,0,3,4,0,6,0,0,7,20,17,34,35,34,68,113,112,227,19,20,42,0,0,5,0,0,6,20,23,42,2047,2542,4589,504,846,1349,15,19,41,5256,5671,10928
206021499,126,107,238,22,45,71,0,0,0,45,54,89,9,11,16,1244,1008,2247,29,91,128,22,0,20,24,0,21,223,134,358,9,16,24,97,116,215,1845,1583,3430,14,8,25,0,0,0,12,22,31,3,4,3,4,0,3,7,6,12,42,41,82,0,0,0,6,6,17,0,0,3,0,0,3,0,0,3,13,15,23,22,12,38,73,66,144,16,13,27,0,0,0,0,0,0,18,13,26,1828,2223,4051,401,670,1073,10,8,24,4185,4569,8753
206021500,85,86,166,10,9,20,0,0,0,56,100,154,3,15,15,782,657,1434,36,47,83,12,0,12,7,0,10,172,135,306,17,13,27,65,87,154,1241,1150,2388,4,8,14,0,0,0,11,23,31,6,4,5,0,4,9,3,12,16,31,40,76,0,0,0,6,8,13,0,0,0,0,0,0,0,0,0,6,8,15,20,22,38,54,73,128,3,7,16,0,0,4,4,3,6,9,15,22,1328,1637,2962,270,459,733,3,0,3,2903,3336,6242
206031113,117,97,217,11,11,21,0,0,0,71,96,162,20,8,27,1536,1173,2710,68,95,168,9,0,9,27,5,23,100,42,147,18,11,26,63,83,149,2031,1629,3662,14,16,38,0,0,0,34,31,65,6,5,15,5,8,9,10,5,10,69,66,136,0,0,0,4,3,3,0,0,0,6,0,4,0,0,0,6,4,13,31,26,55,103,87,197,20,18,40,0,0,0,0,0,3,24,23,48,1555,1715,3268,373,630,1004,19,11,29,4110,4097,8200
206031115,103,93,197,9,3,7,0,0,0,78,144,218,10,6,24,755,532,1286,37,50,84,6,0,6,16,0,20,87,47,135,5,11,18,63,92,159,1176,970,2143,6,11,19,0,0,0,32,28,62,6,3,6,0,4,0,5,3,13,49,51,100,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,3,5,10,20,35,63,75,138,21,5,32,0,0,0,0,0,4,19,10,34,888,1046,1935,216,375,591,9,16,24,2377,2492,4867
206031116,188,187,374,20,16,35,0,0,0,78,119,196,7,13,19,1770,1281,3053,79,133,211,20,0,23,18,6,25,102,21,129,22,18,39,115,160,272,2415,1959,4369,17,23,45,0,0,0,39,55,97,4,9,12,0,10,9,8,5,10,77,90,170,0,0,0,6,8,16,3,0,3,3,0,3,0,0,0,15,12,22,23,11,35,117,115,231,17,7,27,0,4,4,3,0,3,21,15,37,1711,1926,3642,434,691,1122,16,13,25,4715,4721,9434
206031501,63,64,130,17,12,34,3,0,7,26,65,97,3,7,14,2200,1582,3788,113,163,276,26,0,25,20,0,20,33,13,50,25,23,42,61,74,132,2594,2007,4609,9,17,28,0,0,0,12,24,42,9,11,19,3,4,8,6,0,8,44,58,95,0,0,0,5,7,13,0,3,3,6,0,3,0,0,0,7,11,15,21,13,35,68,80,147,23,13,33,0,0,0,0,0,4,23,18,44,1300,1562,2870,398,635,1034,18,16,34,4414,4321,8733
206031502,147,144,285,22,16,34,0,0,0,48,72,124,9,13,11,1514,1133,2645,58,102,157,17,0,13,14,4,15,46,8,51,20,10,36,57,78,129,1942,1569,3518,15,19,37,0,0,0,20,27,45,12,12,21,0,0,7,0,0,6,51,67,112,0,0,0,4,7,10,0,4,5,0,0,0,0,0,4,3,12,21,15,18,34,66,94,164,14,16,25,0,0,0,4,0,4,18,17,29,1169,1384,2558,302,534,835,9,9,20,3513,3606,7121
206041117,95,104,203,42,49,87,0,0,0,332,382,716,19,18,45,769,470,1236,37,55,94,0,0,0,46,6,54,184,104,287,28,23,43,530,646,1174,2082,1847,3931,18,17,35,0,0,0,62,73,135,8,4,9,0,0,5,14,9,15,96,103,198,0,0,0,18,17,38,0,0,0,0,0,5,0,0,7,25,26,47,49,38,92,167,168,331,48,62,112,3,0,7,6,3,12,64,66,128,1515,1616,3122,490,712,1202,17,12,34,4329,4416,8749
206041118,88,114,209,17,8,27,0,0,0,472,542,1012,16,11,25,1031,514,1545,46,78,129,0,0,4,52,5,55,78,35,109,36,21,53,405,302,707,2244,1635,3879,21,9,36,0,0,0,56,62,115,11,3,12,3,4,3,8,0,10,99,76,176,0,0,0,7,13,19,0,0,0,0,0,0,0,0,0,6,8,19,42,50,87,151,136,288,41,36,77,0,0,0,6,6,10,46,41,89,2406,1902,4309,366,485,849,20,13,30,5228,4215,9438
206041119,25,15,44,12,8,15,0,0,0,59,58,121,3,3,8,331,228,558,13,23,35,3,0,3,3,0,5,44,26,67,6,6,14,174,184,359,669,556,1229,0,3,4,0,0,0,4,8,11,0,0,0,0,0,0,0,0,0,3,10,19,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,7,0,3,5,13,18,13,23,35,3,0,3,0,0,0,0,0,5,5,4,7,732,771,1501,125,169,295,0,3,6,1555,1522,3078
206041120,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,18,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,26,8,7,13,0,0,0,40,24,65
206041121,165,156,322,13,37,56,3,0,3,13,25,39,13,11,21,835,658,1497,23,66,95,10,0,10,24,11,31,162,89,256,13,12,25,93,116,207,1358,1186,2551,12,16,28,0,0,0,19,25,52,3,3,9,5,4,12,8,12,20,57,62,116,0,0,0,0,5,4,0,0,0,0,0,6,0,4,8,4,7,16,14,12,23,73,83,154,12,13,29,0,0,0,0,6,0,18,16,31,1459,1593,3051,298,468,764,8,11,18,3209,3357,6567
206041124,27,20,45,8,14,21,0,0,0,109,129,244,8,7,16,487,358,845,11,37,51,0,0,0,12,4,15,106,71,176,15,8,26,160,207,366,954,858,1814,4,0,10,0,0,0,18,21,40,0,3,4,0,0,0,4,0,4,25,31,52,0,0,0,12,13,23,0,0,0,0,0,0,0,0,0,13,12,24,25,16,40,57,61,118,12,13,22,0,0,0,0,0,3,13,18,28,679,679,1360,219,424,640,7,6,19,1934,2040,3980
206041125,31,19,49,7,17,19,0,0,0,91,109,199,5,3,8,473,268,741,17,17,33,0,0,0,10,6,14,46,27,71,10,11,21,173,185,356,861,659,1514,5,0,4,0,0,0,9,9,14,0,0,0,0,0,0,5,6,7,16,13,32,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,4,4,6,14,17,33,39,33,68,4,12,15,0,0,0,0,5,0,5,17,17,821,931,1752,133,217,349,6,9,14,1857,1853,3717
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,147,191,342,27,36,63,0,0,0,289,331,614,12,9,20,296,148,440,18,30,48,3,0,3,44,12,51,73,33,110,13,14,26,510,461,973,1433,1255,2686,38,40,79,0,0,0,29,23,55,6,3,9,3,3,4,11,3,10,80,68,152,0,0,0,8,3,12,0,0,0,0,0,0,0,4,3,9,3,19,29,21,57,122,100,230,27,32,62,0,5,5,7,0,3,34,36,66,1127,970,2103,306,443,747,21,7,29,3042,2813,5855
206041504,322,382,707,66,80,142,0,0,0,534,689,1222,3,23,24,438,223,654,33,54,90,4,0,4,62,10,66,112,48,163,35,16,53,845,895,1739,2444,2432,4873,77,85,164,0,0,0,74,85,165,9,0,7,0,10,14,8,8,14,170,190,363,0,0,0,8,7,18,0,0,0,5,0,0,0,0,0,15,11,25,41,41,82,227,242,464,50,71,114,7,0,3,3,0,3,55,71,122,1401,1267,2670,566,869,1438,23,15,43,4713,4895,9608
206041505,339,381,719,63,65,128,0,0,0,600,767,1363,13,25,40,529,243,777,34,60,91,4,0,4,74,19,91,95,39,134,29,22,48,818,609,1424,2598,2228,4824,77,83,159,0,0,0,67,76,149,16,10,22,11,14,17,17,19,37,184,196,377,0,0,0,8,7,15,0,0,0,0,0,0,0,0,6,8,13,19,50,40,92,247,244,492,45,55,103,0,0,0,4,3,11,51,63,117,1802,1559,3368,533,745,1275,27,26,53,5262,4867,10129
206041506,95,109,211,24,21,44,0,0,0,210,282,491,17,24,43,976,635,1617,29,92,126,7,0,7,33,4,40,193,112,308,18,14,29,463,572,1040,2082,1879,3954,9,21,26,0,0,0,42,66,107,6,6,11,0,4,6,12,6,16,71,100,170,0,0,0,11,11,25,0,0,0,0,0,0,0,0,5,15,11,24,53,52,102,134,162,294,20,18,45,0,0,0,0,0,4,21,24,46,1661,1773,3435,423,620,1046,18,14,32,4338,4474,8813
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,59,55,119,4,5,11,0,0,0,154,150,304,8,17,21,438,229,676,14,41,57,3,0,3,22,0,24,45,20,67,10,10,22,307,251,561,1073,789,1862,8,12,16,0,0,0,12,25,33,4,0,4,0,0,0,12,7,17,31,37,68,0,0,0,0,3,4,4,0,3,0,0,0,0,0,0,4,7,8,19,17,41,54,63,112,12,13,24,0,0,0,3,0,6,19,17,29,914,835,1751,181,245,428,10,11,16,2244,1950,4190
206041509,158,182,336,24,35,57,0,0,0,409,599,1003,25,32,54,1106,565,1675,50,119,170,6,0,10,72,21,91,114,47,160,56,28,77,752,679,1432,2767,2306,5072,37,35,72,0,0,0,41,53,97,5,5,12,0,6,6,24,8,34,105,105,211,0,0,0,6,9,14,0,0,0,0,0,0,0,0,0,10,17,24,64,50,114,175,171,350,46,61,109,5,0,6,13,11,22,56,74,132,2377,2165,4543,537,634,1174,28,22,55,5953,5371,11320
206041510,103,110,212,26,9,32,0,0,0,131,172,308,3,7,12,514,272,788,25,59,82,6,0,6,31,16,49,70,41,110,10,5,19,293,285,580,1218,986,2207,16,20,39,0,0,0,14,21,38,5,4,9,0,6,4,9,8,9,52,56,105,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,23,19,40,75,81,157,18,14,32,0,0,4,3,7,10,21,21,44,977,884,1858,221,324,548,10,3,20,2526,2305,4829
206051128,15,24,36,5,3,8,0,0,0,250,252,503,14,10,21,1340,826,2164,55,98,154,6,0,12,35,3,36,122,74,194,23,26,49,262,258,515,2131,1576,3709,4,5,5,0,0,0,19,20,37,0,0,0,0,0,0,0,4,4,20,26,49,0,0,0,4,6,8,0,0,0,0,0,0,3,0,3,4,3,15,41,42,81,74,73,138,14,15,33,0,0,0,4,6,10,22,21,48,1914,2084,4003,327,531,856,17,22,40,4477,4308,8791
206051129,104,81,185,27,29,51,4,0,4,44,91,141,9,16,28,1600,1265,2862,60,61,121,12,0,12,26,4,32,141,80,215,12,9,29,96,138,236,2138,1776,3914,9,12,19,0,0,0,7,19,29,4,3,9,0,0,4,8,3,9,32,36,69,0,0,0,9,19,29,0,0,0,0,0,0,5,0,5,16,21,35,15,19,34,62,78,136,16,13,25,0,0,0,5,0,3,18,18,32,1764,2390,4162,326,624,952,20,14,26,4332,4888,9222
206051130,8,9,19,32,34,72,0,0,0,80,112,193,10,17,29,1538,1024,2572,73,96,168,17,0,17,40,7,45,157,71,227,33,11,44,153,194,355,2150,1576,3724,0,3,4,0,0,0,4,6,8,0,0,4,0,0,0,0,0,0,10,14,23,0,0,0,14,14,26,5,0,5,0,0,0,0,5,5,15,17,36,22,29,52,51,58,113,7,7,9,0,6,5,4,0,8,8,9,20,1811,2341,4151,302,541,843,11,16,27,4337,4536,8873
206051134,172,195,367,11,20,34,7,3,9,137,174,308,18,18,40,1618,1157,2776,56,132,185,11,0,11,43,5,47,119,62,185,29,16,45,155,176,340,2377,1969,4344,16,6,19,0,0,0,54,57,111,8,4,10,3,3,8,16,0,16,89,73,163,0,0,0,5,5,10,0,0,0,5,0,5,0,0,0,10,5,14,23,21,43,121,102,221,20,28,56,0,0,0,0,0,5,27,32,56,1891,2346,4237,473,673,1144,10,19,27,4893,5134,10030
206051511,6,3,10,3,3,6,0,0,0,27,23,47,4,4,4,264,155,413,9,21,30,0,0,0,10,5,15,18,8,26,4,3,3,28,24,59,367,252,617,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,10,11,5,20,3,3,13,0,0,0,0,0,0,3,3,10,233,237,469,48,54,107,4,3,10,678,563,1241
206051512,25,14,37,9,9,11,0,0,0,177,203,380,7,17,25,855,535,1386,41,66,104,4,0,8,27,0,28,110,45,150,21,15,39,298,282,579,1565,1176,2740,0,0,7,0,0,0,22,20,47,0,0,0,0,0,0,6,6,8,30,28,57,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,9,5,14,24,25,50,57,60,117,10,9,20,0,0,0,0,5,8,13,12,25,1486,1630,3117,229,398,628,11,4,13,3362,3285,6645
206051513,95,66,166,29,31,55,0,0,0,217,267,482,12,17,27,1287,850,2137,57,73,130,9,0,9,53,3,60,102,50,152,20,16,38,155,207,362,2033,1587,3620,4,8,16,0,0,0,33,30,61,3,3,7,0,0,4,7,3,12,53,51,96,0,0,0,3,16,14,0,0,0,0,0,0,0,0,0,7,11,18,32,30,66,85,97,181,20,15,31,0,0,0,5,3,6,25,21,41,1425,1685,3105,332,497,825,17,12,29,3913,3901,7809
206051514,33,21,53,25,31,57,0,6,6,288,288,580,11,24,36,1265,836,2104,48,86,142,5,0,5,37,11,44,130,71,203,22,24,47,193,227,425,2064,1628,3693,6,11,18,0,0,0,37,27,63,0,3,3,0,0,3,0,5,8,49,46,91,0,0,0,3,8,7,0,0,0,0,0,0,0,0,0,5,8,11,43,33,75,96,80,174,26,14,42,0,4,4,10,0,12,40,23,57,1636,1912,3547,366,546,905,21,19,38,4216,4200,8415
206061135,120,109,227,3,4,5,0,0,0,38,68,109,0,6,10,879,729,1609,21,69,86,6,0,8,10,0,9,38,10,49,9,4,16,50,111,167,1179,1115,2302,4,12,13,0,0,0,15,22,37,3,0,10,0,0,0,3,5,5,38,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,21,40,49,96,3,5,15,0,0,0,0,0,0,3,11,12,1104,1299,2404,202,333,537,9,10,21,2550,2816,5367
206061136,220,204,428,9,10,21,3,0,5,201,261,463,19,22,42,1832,1257,3084,58,106,161,8,0,8,48,3,53,167,68,233,27,21,44,352,443,794,2943,2399,5339,19,12,34,0,0,0,54,50,110,10,10,23,0,6,7,9,10,20,95,96,188,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,10,9,17,24,29,50,133,129,260,30,16,45,0,0,3,3,0,6,36,24,54,2756,2981,5737,528,786,1314,28,23,49,6421,6331,12757
