SA2_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
201021009,3,27,258,1089,729,112,31,32,2290,0,7,25,31,4,0,0,0,64,0,0,0,0,0,0,0,0,8,0,7,25,26,4,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,43,295,1116,741,116,33,36,2388
201021010,9,73,402,1634,751,130,23,31,3046,0,0,14,0,0,0,0,0,19,0,0,4,0,0,0,3,0,8,0,0,16,0,4,0,3,0,26,0,33,46,10,0,0,0,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,46,7,0,0,0,10,92,9,21,14,10,6,0,0,3,52,0,0,0,4,0,0,0,0,3,16,123,478,1654,760,128,27,38,3229
201021011,18,175,899,1934,728,120,38,46,3953,0,42,60,17,0,0,0,5,125,0,3,19,12,0,0,0,3,35,0,42,77,24,0,0,0,5,157,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,6,5,3,0,4,0,28,0,3,0,5,0,0,4,0,11,18,238,986,1971,736,119,49,46,4157
201021012,7,38,238,969,760,131,25,35,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,12,42,236,974,763,131,25,30,2212
201031013,3,42,283,690,284,55,10,29,1409,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,7,5,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,4,0,15,0,0,0,0,0,0,0,0,4,7,55,295,698,290,62,12,31,1448
201031014,6,48,254,835,415,57,20,26,1659,0,5,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,14,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,22,28,7,0,0,0,3,62,0,0,0,0,0,0,0,0,5,11,77,292,840,416,57,24,28,1746
201031015,3,45,247,791,522,90,24,31,1760,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,49,251,805,523,90,24,35,1777
201031016,0,25,528,1894,575,55,15,81,3169,5,68,212,28,4,3,0,9,330,0,0,8,9,0,0,0,0,15,5,68,220,36,4,3,0,7,343,0,24,25,6,0,0,0,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,6,0,0,0,7,61,0,19,7,11,6,0,0,4,52,0,9,6,0,0,0,0,0,13,14,141,780,1947,584,60,18,98,3639
201031017,11,86,369,1063,447,84,22,48,2129,5,21,6,0,3,0,0,7,43,0,0,0,0,0,0,0,0,0,5,21,6,0,9,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,7,5,3,0,0,0,40,0,4,0,5,0,0,0,0,8,17,126,378,1073,457,89,22,58,2221
202011018,3,113,1053,3138,840,129,23,75,5376,0,110,298,80,11,0,0,9,506,0,33,75,63,10,0,0,6,187,0,145,376,142,20,0,0,11,691,0,30,74,22,4,0,0,6,126,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,75,22,4,0,0,5,131,0,5,6,4,3,0,0,0,15,0,0,5,0,5,0,0,0,8,10,286,1516,3312,863,130,26,88,6229
202011019,11,66,701,2545,1348,124,14,87,4890,3,57,141,22,0,0,0,15,241,0,0,0,0,0,0,0,0,0,3,57,141,22,0,0,0,15,241,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,5,0,0,0,0,0,8,0,5,0,4,7,0,0,0,22,8,125,859,2579,1358,125,14,103,5178
202011020,0,21,498,2512,1417,206,38,40,4739,0,73,584,145,12,0,0,13,835,0,0,34,65,15,0,0,0,110,0,75,619,208,24,0,0,13,941,0,0,34,11,0,0,0,0,44,0,0,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,15,0,0,0,0,64,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,10,3,103,1158,2741,1452,208,40,57,5759
202011021,0,30,545,1721,804,121,24,21,3257,4,65,265,107,0,0,0,8,467,0,8,26,50,15,0,0,4,101,4,77,294,163,10,0,0,12,564,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,14,114,856,1881,814,120,24,28,3847
202011022,3,69,1041,4623,1722,169,26,109,7761,0,102,320,121,7,0,0,20,561,0,0,13,25,0,0,0,0,41,0,102,333,147,5,0,0,20,601,5,56,80,38,4,0,0,10,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,57,80,38,3,0,0,9,191,0,5,0,0,0,0,0,0,10,0,0,0,3,4,0,0,0,13,9,233,1460,4814,1735,165,25,137,8582
202011023,6,12,26,545,967,134,22,13,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,5,10,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,15,35,550,971,134,22,12,1747
202011024,3,18,171,1047,1956,256,33,23,3511,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,6,0,0,0,0,0,13,8,19,178,1056,1958,256,33,23,3530
202011025,0,29,250,2290,2104,166,28,51,4911,0,23,84,62,19,0,0,4,192,0,0,4,0,0,0,0,0,6,0,23,86,63,19,0,0,4,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,10,8,5,0,0,0,33,0,0,4,0,3,0,0,0,8,4,54,352,2360,2123,172,28,50,5147
202021026,7,43,144,993,1217,222,57,33,2715,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,7,44,157,997,1220,225,57,33,2744
202021027,19,127,1041,2148,965,96,26,57,4471,0,81,104,24,0,0,0,6,218,0,0,3,4,4,0,0,0,15,0,81,111,32,4,0,0,6,234,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,11,0,3,7,4,0,0,0,0,21,0,0,0,0,0,0,0,0,7,15,213,1161,2186,969,103,26,66,4737
202021028,17,140,719,1827,817,145,42,45,3744,3,6,7,0,0,0,0,4,16,0,0,5,0,0,0,0,0,0,3,6,9,0,0,0,0,4,19,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,6,3,5,0,0,0,0,20,0,0,0,3,0,0,0,0,7,23,150,733,1835,817,145,41,48,3799
202021029,7,77,346,950,435,76,23,47,1959,0,0,27,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,30,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,11,11,12,0,4,0,0,0,37,0,3,0,0,0,0,0,0,0,15,92,386,954,441,76,23,44,2035
202021030,0,49,421,1782,1063,213,44,44,3624,0,42,158,34,5,0,0,7,241,0,0,10,3,0,0,0,0,14,0,42,170,34,5,0,0,7,260,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,11,9,29,10,4,5,0,75,0,0,0,0,0,0,0,0,0,4,102,607,1855,1079,219,44,50,3960
202021031,8,23,237,1218,934,172,35,23,2650,0,14,94,89,3,0,0,3,202,0,0,0,12,0,0,0,0,15,0,14,95,103,3,0,0,3,219,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,9,34,340,1316,941,172,35,28,2880
202031032,4,37,186,799,546,85,34,31,1715,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,9,0,0,0,4,22,0,3,0,3,5,0,0,0,11,8,44,191,811,544,85,34,34,1751
202031033,20,92,469,1372,598,87,18,84,2729,0,25,26,22,3,0,0,0,71,0,0,0,0,0,0,0,0,0,0,25,23,22,3,0,0,0,70,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,22,10,8,0,3,0,3,51,6,3,0,0,0,0,0,0,12,28,141,503,1399,604,85,13,86,2869
203011034,5,6,58,765,1292,168,30,20,2349,0,7,45,23,11,0,0,0,83,0,0,0,0,0,0,0,0,0,0,7,45,23,11,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,107,790,1304,168,30,19,2439
203011035,10,51,229,1147,975,180,39,35,2672,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,53,236,1147,978,182,39,38,2685
203011036,3,38,209,1024,762,161,40,45,2281,0,9,19,9,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,9,19,8,0,0,0,5,50,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,50,235,1034,767,162,40,47,2339
