SA2_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
205051101,0,20,0,20,..,3,0,3,0,3,..,15,0,15,0,15,..,0,0,0,0,0,..,43,0,39,0,39,..,5,0,5,0,5,..,0,0,0,0,0,..,0,5,5,0,5,..,3,0,3,0,3,..,5,3,7,0,7,..,32,3,35,3,37,..,172,16,193,3,194,..,9,0,9,507,515,6608,179,16,197,503,7308,6754,..,..,..,..,6754,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,14,0,14,..,0,0,0,0,0,..,16,0,20,0,20,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,13,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,4,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
205051102,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,16,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,49,8,53,0,53,..,4,0,4,1028,1032,1780,50,8,60,1028,2860,1759,..,..,..,..,1759,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
205051103,0,10,0,10,..,5,0,8,0,8,..,8,0,8,0,8,..,3,0,3,0,3,..,20,0,25,0,25,..,6,0,6,0,6,..,28,4,31,0,31,..,3,0,3,0,3,..,0,0,0,0,0,..,12,8,24,0,24,..,48,11,54,4,60,..,373,56,424,6,431,..,19,0,23,462,483,6412,391,60,450,468,7328,6971,..,..,..,..,6971,..,29,0,28,0,28,..,9,3,9,0,9,..,3,0,3,0,3,..,6,0,6,0,6,..,28,17,46,0,46,..,3,0,3,0,3,..,37,17,55,0,55,..,15,0,15,0,15,..,8,0,8,0,8,..,9,0,9,0,9,..,13,0,11,0,11,..,5,0,5,0,5,..,9,0,5,0,5,..,13,0,11,0,15,..,3,0,5,0,5,..,26,5,26,0,26,..,15,0,16,0,16,..,12,0,12,0,12,..,0,0,0
205051104,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,4,4,0,4,..,11,0,12,0,12,..,58,9,70,0,70,..,4,0,4,211,217,2493,67,9,78,211,2777,2486,..,..,..,..,2486,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,7,0,7,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
206011106,0,0,0,0,..,14,0,19,0,22,..,11,0,11,0,13,..,3,0,3,0,3,..,35,0,34,3,36,..,109,5,110,0,110,..,9,0,9,0,9,..,11,0,11,0,11,..,22,3,29,0,29,..,24,8,32,0,32,..,87,13,95,6,99,..,1183,122,1309,19,1325,..,18,0,18,231,246,4373,1202,122,1323,249,5946,4917,..,..,..,..,4917,..,3,0,3,0,3,..,78,23,101,0,101,..,0,0,0,0,0,..,62,8,68,0,68,..,114,10,126,0,124,..,6,4,13,0,13,..,182,22,202,0,201,..,16,3,16,0,19,..,45,3,50,0,45,..,46,0,54,0,54,..,140,54,195,0,195,..,7,0,9,0,9,..,6,0,6,0,6,..,26,0,26,0,26,..,13,0,13,0,13,..,7,0,7,0,7,..,17,0,17,0,17,..,10,0,10,0,12,..,9,0,9
206011107,0,3,0,3,..,20,3,29,0,23,..,23,0,23,0,23,..,17,3,16,0,16,..,64,6,70,0,71,..,121,6,127,5,129,..,22,0,21,0,21,..,10,0,11,0,11,..,45,10,48,0,52,..,47,3,54,0,54,..,140,20,160,0,160,..,1631,197,1826,18,1837,..,23,3,27,193,218,4738,1654,198,1849,212,6795,5130,..,..,..,..,5130,..,0,0,0,0,0,..,100,33,128,0,126,..,5,0,5,0,5,..,59,7,67,0,67,..,131,27,153,0,156,..,14,0,12,0,12,..,203,37,239,0,242,..,18,0,18,0,18,..,32,0,34,0,34,..,36,0,35,0,35,..,237,105,342,0,341,..,20,0,28,0,28,..,6,0,6,0,6,..,38,0,40,0,40,..,39,3,46,0,46,..,17,0,25,0,25,..,26,0,26,0,25,..,34,4,41,0,41,..,13,3,11
206011109,0,7,0,7,..,4,0,4,0,4,..,8,0,8,3,12,..,0,0,0,0,0,..,20,0,20,3,22,..,51,5,51,0,51,..,7,0,7,0,7,..,8,0,6,0,6,..,35,3,40,0,40,..,55,6,60,0,60,..,67,6,76,3,79,..,1216,156,1369,19,1390,..,12,4,18,133,151,3473,1230,157,1389,150,5010,3667,..,..,..,..,3667,..,0,0,0,0,0,..,89,8,98,0,98,..,0,0,0,0,0,..,18,4,20,0,20,..,55,12,64,0,64,..,4,0,3,0,3,..,73,16,88,0,88,..,5,0,5,0,5,..,17,0,17,0,17,..,16,0,16,0,16,..,356,61,416,0,421,..,5,0,5,0,5,..,4,0,4,0,4,..,13,0,15,0,15,..,18,0,18,0,18,..,0,0,0,0,0,..,9,0,13,0,13,..,13,0,13,0,13,..,7,0,7
206011495,0,4,0,4,..,18,7,28,0,28,..,6,0,8,0,8,..,4,0,4,0,4,..,43,6,45,0,45,..,79,0,80,0,80,..,0,0,0,0,0,..,4,0,4,0,4,..,42,12,47,0,47,..,34,7,41,0,41,..,90,21,107,3,109,..,1294,225,1523,20,1541,..,23,3,30,154,178,4516,1317,229,1548,171,6231,4708,..,..,..,..,4708,..,0,0,0,0,0,..,88,33,124,0,124,..,0,0,0,0,0,..,37,9,44,0,44,..,103,19,125,0,122,..,10,0,11,0,11,..,150,30,179,0,180,..,13,6,18,0,18,..,46,0,49,0,49,..,31,0,31,0,31,..,241,159,401,0,401,..,9,0,10,0,16,..,0,0,0,0,0,..,7,0,7,0,7,..,71,0,77,0,76,..,9,0,9,0,9,..,8,0,10,0,10,..,28,0,23,0,23,..,9,0,9
206011496,0,9,0,9,..,19,0,20,0,20,..,8,0,8,0,8,..,16,0,16,0,16,..,50,0,49,0,49,..,91,4,91,3,96,..,8,0,8,0,8,..,4,0,4,0,4,..,33,0,37,0,39,..,40,19,59,0,59,..,100,18,113,8,123,..,1087,197,1281,8,1294,..,24,5,23,228,257,4744,1114,196,1310,243,6292,4953,..,..,..,..,4953,..,4,0,4,0,4,..,69,25,94,0,94,..,0,0,0,0,0,..,43,10,59,0,59,..,118,13,131,4,132,..,4,0,4,0,4,..,170,26,194,4,198,..,9,3,8,0,8,..,51,4,52,0,52,..,37,0,37,0,37,..,151,78,224,0,228,..,4,5,3,0,3,..,0,0,0,0,0,..,25,0,25,0,25,..,32,0,31,0,31,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
206011497,0,0,0,0,..,20,4,17,0,17,..,5,0,5,0,5,..,3,0,3,0,3,..,34,4,33,0,33,..,55,3,59,0,59,..,7,0,7,0,7,..,14,0,18,0,18,..,93,22,112,0,116,..,33,5,38,0,38,..,102,15,119,0,121,..,1667,267,1934,10,1945,..,31,4,34,178,208,3877,1697,275,1966,193,6038,4079,..,..,..,..,4079,..,0,0,0,0,0,..,276,63,339,3,340,..,0,0,0,0,0,..,28,0,32,0,32,..,96,49,147,0,147,..,6,0,5,0,5,..,135,54,183,0,183,..,15,0,12,0,13,..,26,0,27,0,26,..,22,0,22,0,22,..,195,82,279,6,284,..,12,0,14,0,14,..,5,0,5,0,5,..,18,0,18,0,18,..,77,9,90,0,90,..,8,0,8,0,8,..,8,0,8,0,8,..,29,4,28,0,28,..,9,0,9
206011498,0,11,0,11,..,10,0,10,0,10,..,13,0,13,0,13,..,7,0,5,0,5,..,31,0,33,0,33,..,56,8,67,0,67,..,3,0,3,0,3,..,6,0,10,0,10,..,106,21,129,0,129,..,31,3,39,0,39,..,111,12,124,5,125,..,1681,314,1996,21,2018,..,13,0,17,172,187,4615,1698,315,2015,197,6822,4741,..,..,..,..,4741,..,5,0,5,0,5,..,287,72,356,3,360,..,4,0,4,0,4,..,34,0,37,0,37,..,63,35,99,0,99,..,4,0,5,0,5,..,106,37,144,0,144,..,25,4,33,0,30,..,24,3,30,4,27,..,31,0,31,0,31,..,358,136,501,0,497,..,8,0,8,0,8,..,6,0,6,0,6,..,10,0,10,0,10,..,70,7,79,0,79,..,8,0,8,0,8,..,6,0,6,0,5,..,22,4,28,0,25,..,6,0,6
206021110,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,42,0,41,0,42,..,3,0,3,0,7,..,5,4,3,0,3,..,7,0,7,0,7,..,30,4,41,0,41,..,41,5,46,3,53,..,656,89,748,10,762,..,12,0,12,115,130,3366,675,89,765,127,4257,3612,..,..,..,..,3612,..,4,0,4,0,4,..,18,4,25,0,25,..,0,0,0,0,0,..,31,12,42,0,42,..,66,16,77,0,77,..,0,0,0,0,8,..,103,26,123,0,124,..,5,0,11,0,11,..,25,0,25,0,25,..,27,0,27,0,27,..,212,69,277,0,277,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,10,0,10,0,10,..,5,0,5,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,5,0,5
206021112,0,5,0,5,..,8,0,8,0,7,..,6,0,6,0,6,..,6,0,6,0,6,..,23,0,23,0,23,..,74,9,83,0,85,..,6,0,6,0,6,..,17,0,17,0,17,..,12,0,13,0,13,..,70,23,99,3,102,..,147,22,170,4,175,..,1810,359,2173,21,2186,..,27,3,34,261,294,6545,1838,368,2203,279,9024,7011,..,..,..,..,7011,..,4,0,4,0,4,..,115,35,154,0,154,..,4,0,4,0,4,..,51,34,86,0,86,..,99,20,115,3,117,..,7,3,11,0,12,..,160,49,210,0,212,..,32,0,32,0,36,..,48,0,48,0,48,..,49,0,45,3,47,..,562,259,819,5,826,..,5,0,5,0,5,..,8,4,9,0,9,..,11,4,13,0,13,..,24,0,34,0,31,..,23,0,20,0,20,..,10,0,10,0,10,..,3,0,3,0,3,..,9,3,13
206021499,0,0,0,0,..,12,0,12,0,12,..,5,0,5,0,5,..,3,0,3,0,3,..,24,0,24,0,24,..,67,0,67,0,66,..,3,0,5,0,5,..,4,0,4,0,4,..,16,0,18,0,18,..,37,17,52,0,52,..,64,10,71,5,77,..,1123,243,1371,17,1383,..,33,0,33,218,247,5552,1157,243,1400,232,7180,5988,..,..,..,..,5988,..,4,0,4,0,3,..,59,7,62,0,62,..,0,0,0,0,0,..,40,10,51,0,51,..,52,22,74,3,75,..,3,3,6,0,6,..,99,44,137,3,142,..,27,6,36,0,36,..,48,0,47,0,50,..,48,0,50,0,50,..,413,188,602,0,603,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0
206021500,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,18,0,18,0,18,..,29,0,37,0,36,..,8,0,8,0,8,..,3,0,3,0,3,..,8,0,8,0,5,..,23,11,33,0,33,..,57,4,61,0,65,..,713,120,834,14,849,..,14,3,18,145,166,3801,729,122,855,160,4814,4251,..,..,..,..,4251,..,0,0,0,0,0,..,20,0,19,0,19,..,0,0,0,0,0,..,32,4,37,0,40,..,54,7,57,0,57,..,3,0,3,0,3,..,89,14,101,0,102,..,5,0,5,0,5,..,21,0,21,0,21,..,19,0,19,0,19,..,164,95,255,3,254,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,10,..,6,0,4,0,4,..,0,0,0,0,0,..,17,0,17,0,21,..,0,0,0,0,0,..,0,0,0
206031113,0,10,0,10,..,4,0,4,0,4,..,12,6,10,0,10,..,12,0,12,0,12,..,42,0,42,0,42,..,75,12,80,0,77,..,4,0,4,0,4,..,9,3,17,0,17,..,23,3,27,0,27,..,165,42,207,4,206,..,297,46,337,12,351,..,1519,266,1782,30,1808,..,35,3,38,367,414,5246,1552,270,1823,403,7466,5273,..,..,..,..,5273,..,3,0,3,0,3,..,98,22,117,0,117,..,0,0,0,0,0,..,108,52,167,0,167,..,108,23,135,0,132,..,8,3,11,0,10,..,216,84,304,0,304,..,26,0,31,0,31,..,29,0,29,0,29,..,26,0,27,0,28,..,111,50,165,0,165,..,6,0,6,0,6,..,4,0,7,0,7,..,39,0,39,0,39,..,19,0,19,0,19,..,9,0,11,0,11,..,7,0,7,0,7,..,7,0,12,0,12,..,6,0,5
206031115,0,15,0,15,..,24,6,28,0,28,..,16,0,16,0,16,..,6,0,11,0,11,..,59,0,63,0,63,..,64,11,78,4,83,..,22,0,22,0,22,..,9,0,9,0,9,..,45,4,50,0,50,..,103,37,139,0,138,..,298,49,347,4,354,..,1174,202,1374,23,1398,..,23,3,29,301,328,2607,1201,200,1404,325,4336,2683,..,..,..,..,2683,..,0,0,0,0,0,..,107,36,136,0,139,..,0,0,0,0,0,..,62,84,146,0,148,..,98,28,122,0,122,..,17,8,25,0,25,..,172,117,294,0,294,..,3,0,3,0,3,..,17,0,21,0,19,..,13,0,13,0,13,..,23,3,32,0,36,..,15,0,15,0,15,..,7,0,7,0,7,..,33,0,33,0,31,..,20,0,20,0,20,..,11,0,11,0,11,..,14,0,14,0,14,..,0,0,3,0,3,..,4,0,4
206031116,0,14,0,14,..,16,0,16,0,16,..,22,0,19,0,19,..,5,0,5,0,5,..,48,0,50,0,50,..,97,9,100,0,101,..,9,0,14,0,14,..,9,0,8,0,8,..,31,3,32,0,32,..,71,8,73,0,73,..,137,18,152,9,164,..,1607,180,1789,24,1807,..,18,9,22,237,259,5748,1627,184,1808,260,7821,5985,..,..,..,..,5985,..,0,0,0,0,0,..,56,6,62,0,62,..,0,0,0,0,0,..,75,18,99,0,100,..,156,26,179,0,179,..,10,3,17,0,15,..,245,53,292,0,298,..,32,6,37,0,37,..,19,0,20,0,20,..,23,0,23,0,23,..,179,39,217,4,221,..,3,0,7,0,7,..,8,0,11,0,4,..,64,3,67,0,67,..,47,0,47,0,53,..,19,0,19,0,21,..,10,0,7,0,7,..,19,0,19,0,19,..,14,0,14
206031501,0,11,0,11,..,6,0,6,0,6,..,13,0,13,0,10,..,3,0,3,0,3,..,29,0,29,0,32,..,52,3,47,0,50,..,15,0,15,0,17,..,3,0,9,0,9,..,43,6,50,0,50,..,122,14,137,0,138,..,159,9,170,3,178,..,1647,127,1774,26,1801,..,24,0,28,224,249,5719,1668,131,1799,252,7771,5927,..,..,..,..,5927,..,0,0,0,0,0,..,85,13,94,0,94,..,0,0,0,0,0,..,64,12,80,0,81,..,135,27,161,0,157,..,4,0,7,0,7,..,206,39,245,4,251,..,57,0,57,0,57,..,20,4,22,0,22,..,18,0,18,0,17,..,173,18,187,0,187,..,7,0,7,0,7,..,15,0,15,0,15,..,70,0,77,0,77,..,29,0,29,0,29,..,18,3,22,0,22,..,31,5,38,0,40,..,16,0,15,0,15,..,15,0,15
206031502,0,7,0,7,..,4,0,4,0,4,..,9,0,9,0,9,..,5,0,5,0,5,..,32,0,32,0,32,..,64,5,70,0,70,..,14,0,17,0,17,..,4,0,4,0,4,..,30,4,33,0,33,..,46,4,47,0,47,..,157,10,165,5,172,..,1238,103,1341,15,1358,..,17,3,17,195,216,4326,1258,101,1362,216,5894,4546,..,..,..,..,4546,..,0,0,0,0,0,..,71,6,83,0,83,..,0,0,0,0,0,..,55,8,65,0,65,..,95,22,122,0,120,..,11,0,14,0,14,..,171,35,201,0,204,..,23,0,27,0,23,..,16,0,16,0,16,..,17,0,17,0,14,..,138,17,152,5,155,..,8,0,8,0,8,..,10,0,13,0,13,..,42,0,42,0,42,..,105,0,105,0,105,..,7,0,7,0,8,..,26,5,28,0,28,..,8,0,10,0,10,..,13,5,10
206041117,0,39,0,39,..,120,0,120,0,121,..,25,0,25,0,25,..,34,0,34,0,34,..,214,0,221,0,222,..,142,11,147,0,153,..,65,0,66,0,66,..,47,11,58,0,64,..,33,7,39,0,39,..,135,33,169,0,171,..,336,27,369,8,377,..,3370,326,3692,15,3703,..,28,7,26,556,589,3906,3392,332,3720,574,8191,3703,..,..,..,..,3703,..,3,0,3,0,3,..,102,43,146,0,145,..,0,0,0,0,0,..,271,39,314,0,310,..,1351,189,1543,6,1548,..,40,6,51,0,51,..,1668,237,1902,7,1906,..,7,0,7,0,7,..,51,0,54,0,54,..,28,0,28,0,28,..,40,6,45,0,48,..,37,0,37,0,37,..,15,0,15,0,15,..,114,3,115,0,115,..,42,0,42,0,42,..,29,0,27,0,29,..,60,0,60,0,60,..,22,0,22,0,22,..,32,3,32
206041118,0,37,0,40,..,51,0,48,0,48,..,36,0,36,0,36,..,15,0,15,0,15,..,139,0,139,0,140,..,201,7,205,0,205,..,155,9,166,7,170,..,50,12,59,0,59,..,37,4,42,0,40,..,77,12,84,0,89,..,390,35,417,11,428,..,3661,357,4018,38,4056,..,42,7,44,682,724,3247,3697,364,4065,719,8037,2554,..,..,..,..,2554,..,8,0,8,0,8,..,124,14,134,4,138,..,0,0,0,0,0,..,242,20,262,3,268,..,1050,219,1271,7,1278,..,31,4,32,0,32,..,1325,251,1573,7,1583,..,4,0,6,0,6,..,28,7,32,0,32,..,19,0,19,0,19,..,39,0,45,0,45,..,56,4,61,0,63,..,31,0,31,0,31,..,321,14,338,5,341,..,13,0,14,0,14,..,35,0,36,0,39,..,14,0,14,0,14,..,23,0,26,0,25,..,100,6,108
206041119,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,28,0,28,0,28,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,9,..,22,0,26,0,26,..,293,10,305,3,307,..,8,0,12,127,140,1905,302,10,318,128,2353,2026,..,..,..,..,2026,..,9,0,9,0,9,..,9,0,8,0,8,..,0,0,0,0,0,..,26,0,28,0,28,..,60,8,67,0,67,..,0,0,0,0,0,..,92,6,94,0,94,..,7,0,7,0,7,..,14,0,14,0,14,..,18,0,18,0,20,..,28,3,36,0,36,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
206041120,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,16,4,14,0,14,..,0,0,0,0,0,30,16,4,14,0,47,20,..,..,..,..,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
206041121,0,9,0,9,..,10,0,13,0,13,..,10,0,10,0,10,..,9,0,15,0,15,..,41,5,39,0,39,..,71,9,78,4,81,..,10,0,8,0,8,..,6,0,6,0,6,..,12,4,7,0,7,..,104,37,147,3,145,..,167,12,174,5,184,..,1017,184,1203,19,1225,..,21,0,20,182,203,3811,1040,182,1224,205,5239,3876,..,..,..,..,3876,..,3,0,3,0,3,..,41,10,54,0,54,..,0,0,0,0,0,..,139,48,187,0,190,..,139,61,198,0,203,..,20,12,30,0,30,..,298,117,419,5,418,..,13,6,14,0,14,..,28,0,28,0,28,..,32,0,32,4,35,..,33,5,34,0,34,..,3,0,3,0,3,..,0,0,0,0,0,..,19,0,20,0,23,..,9,0,9,0,7,..,5,3,9,0,9,..,11,0,11,0,11,..,3,0,3,0,3,..,9,0,9
