SA2_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
201011001,0,20,0,21,..,4,0,4,0,6,..,18,0,18,0,18,..,3,0,3,0,3,..,47,0,47,4,51,..,25,0,23,0,28,..,30,0,30,0,30,..,17,0,12,0,15,..,0,0,0,0,0,..,9,0,14,0,14,..,124,7,131,6,138,..,992,86,1076,18,1095,..,16,5,19,248,269,6828,1007,84,1091,268,8188,7273,..,..,..,..,7273,..,9,0,10,0,10,..,22,0,22,0,22,..,0,0,0,0,0,..,18,5,24,0,24,..,107,39,147,0,143,..,4,0,6,0,6,..,136,46,174,0,175,..,8,0,4,0,4,..,15,0,9,0,9,..,19,0,21,0,21,..,24,4,30,0,30,..,20,0,24,0,24,..,23,3,23,0,23,..,61,7,68,0,68,..,6,0,6,0,6,..,98,6,106,4,106,..,40,0,40,0,40,..,26,4,33,0,33,..,8,0,8
201011002,0,6,0,6,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,3,0,3,..,16,0,16,0,16,..,18,0,18,0,18,..,6,0,6,0,4,..,6,0,6,0,6,..,5,0,5,0,5,..,17,0,18,0,18,..,47,7,57,4,60,..,422,38,458,5,456,..,18,0,18,266,285,4964,436,38,469,272,5711,5634,..,..,..,..,5634,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,16,5,19,0,19,..,80,25,103,0,106,..,3,0,3,0,3,..,95,29,127,0,126,..,3,0,0,0,0,..,7,0,7,0,7,..,9,0,9,0,9,..,10,0,10,0,10,..,16,0,15,0,15,..,5,0,5,0,5,..,12,0,15,0,15,..,18,4,17,0,17,..,38,0,38,0,38,..,7,0,7,0,7,..,10,0,10,0,10,..,4,0,4
201011005,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,10,0,10,..,9,0,9,0,9,..,0,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,11,3,17,0,17,..,119,5,121,0,124,..,4,0,4,156,158,3319,121,5,122,156,3594,3389,..,..,..,..,3389,..,0,0,0,0,0,..,14,0,14,0,13,..,0,0,0,0,0,..,0,0,5,0,5,..,19,0,16,0,16,..,0,0,0,0,0,..,21,3,26,0,26,..,4,0,4,0,4,..,6,0,6,0,6,..,11,0,11,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
201011006,0,10,0,10,..,0,0,0,0,0,..,11,0,11,0,11,..,9,0,10,0,10,..,32,0,33,0,33,..,9,0,9,0,9,..,4,0,4,0,4,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,70,6,76,0,75,..,367,26,401,12,407,..,15,0,17,215,233,4469,384,31,414,230,5111,4902,..,..,..,..,4902,..,6,0,6,0,6,..,11,0,16,0,16,..,0,0,0,0,0,..,4,0,5,0,5,..,22,8,28,0,28,..,0,0,0,0,0,..,26,13,36,0,35,..,0,0,5,0,5,..,11,0,11,0,11,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,5,..,22,0,24,0,24,..,28,0,27,0,27,..,66,11,79,3,75,..,9,0,11,0,11,..,5,0,5,0,5,..,6,0,6
201011007,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,12,5,20,0,20,..,44,4,46,0,46,..,6,0,6,45,49,2077,46,4,51,45,2172,1967,..,..,..,..,1967,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
201011008,0,24,0,24,..,0,0,0,0,0,..,24,0,24,0,24,..,0,0,0,0,0,..,53,0,50,0,50,..,8,0,8,0,8,..,5,0,5,0,5,..,7,4,7,0,7,..,6,0,6,0,6,..,12,0,16,0,16,..,53,22,77,3,84,..,324,57,377,8,384,..,29,3,30,428,459,6629,349,60,408,438,7473,7000,..,..,..,..,7000,..,8,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,12,0,11,0,16,..,28,13,38,0,45,..,0,0,6,0,6,..,41,17,56,0,59,..,7,0,3,0,3,..,11,0,11,0,11,..,19,0,21,0,21,..,10,3,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,16,0,20,0,20,..,3,0,3
201011481,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,14,0,14,0,14,..,13,0,13,0,13,..,5,0,5,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,9,..,46,6,54,0,58,..,228,24,250,3,258,..,17,0,21,248,267,4054,250,19,268,251,4580,4572,..,..,..,..,4572,..,4,0,4,0,4,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,0,0,0,..,17,0,24,0,24,..,6,4,9,0,9,..,6,0,6,0,6,..,7,0,7,0,7,..,10,3,11,0,11,..,0,0,0,0,0,..,3,0,6,0,6,..,9,0,9,0,9,..,12,0,12,0,12,..,17,0,17,6,19,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0
201011482,0,4,0,4,..,5,0,5,0,5,..,5,0,5,0,5,..,3,0,3,0,3,..,16,0,16,0,16,..,12,0,16,0,16,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,50,5,53,4,54,..,307,20,324,5,334,..,16,0,16,245,264,6506,323,20,340,256,7099,6983,..,..,..,..,6983,..,0,0,0,0,0,..,10,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,33,5,41,0,41,..,4,0,7,0,7,..,42,6,53,0,53,..,16,0,16,0,16,..,11,6,10,0,14,..,14,0,14,0,14,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,3,0,3,..,3,4,9,0,9,..,0,0,0,0,0,..,21,0,21,0,21,..,10,0,10,0,10,..,7,0,5,0,5,..,0,0,0
201011483,0,8,0,8,..,3,0,3,0,3,..,10,0,10,0,10,..,7,0,10,0,10,..,27,0,24,0,24,..,19,0,19,0,18,..,3,0,3,0,5,..,5,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,89,12,100,3,101,..,449,49,495,9,502,..,14,0,14,341,356,5066,458,49,510,349,5923,5459,..,..,..,..,5459,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,5,12,0,11,..,56,28,82,0,83,..,0,0,0,0,0,..,68,31,94,4,97,..,7,0,7,0,7,..,13,0,18,0,18,..,13,0,13,0,13,..,3,0,6,0,6,..,8,0,9,0,9,..,3,0,3,0,3,..,14,0,18,0,18,..,10,0,14,0,14,..,43,4,52,0,52,..,9,0,5,0,9,..,18,0,14,0,14,..,0,0,0
201011484,0,17,0,17,..,9,0,9,0,9,..,14,0,14,0,14,..,5,0,7,0,7,..,43,4,45,0,45,..,6,0,6,0,6,..,4,0,4,0,4,..,6,0,3,0,3,..,0,0,0,0,0,..,6,0,7,0,7,..,56,9,60,0,61,..,292,28,326,4,331,..,20,3,24,406,427,5368,311,31,349,410,6122,6126,..,..,..,..,6126,..,6,0,6,0,6,..,7,0,7,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,27,5,29,0,29,..,0,0,0,0,0,..,27,5,35,0,33,..,5,0,5,0,5,..,5,0,5,0,5,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,4,0,4,..,7,0,14,0,14,..,11,0,10,0,10,..,11,0,11,0,11,..,30,6,33,0,32,..,3,0,3,0,3,..,9,5,14,0,14,..,0,0,0
