SA2_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
201011001,1076,1570,409,32,489,432,86,196,1626,116,1212,8154,580,13677,18,22,5,0,14,9,0,9,18,0,23,92,6,176,76,33,25,3,43,45,4,22,47,7,45,192,18,416,40,7,8,4,15,21,0,10,12,5,18,79,11,157,30,11,9,3,13,18,4,5,13,5,11,56,6,127,0,4,0,0,3,0,0,0,0,0,5,88,0,102,5,13,4,0,15,0,0,0,10,0,14,198,4,257,0,3,0,0,5,3,0,0,6,0,21,212,4,249,13,31,4,0,46,16,3,0,11,0,39,732,15,888,5,5,5,0,8,0,0,0,7,0,4,70,3,93,8,11,4,0,0,7,0,0,6,0,10,138,5,181,195,152,58,9,164,114,13,39,135,17,191,1862,58,2640,11,3,3,0,3,3,0,0,9,0,3,27,461,517,1276,1726,474,40,650,544,99,238,1767,136,1407,10051,1096,16835,440,947,156,0
201011002,1063,1022,428,90,431,503,93,213,1264,114,1001,5558,367,9931,12,20,10,3,3,9,0,5,17,0,16,76,3,144,59,36,18,7,18,25,4,19,41,9,42,182,16,366,27,12,19,0,5,19,0,10,17,6,16,63,0,153,23,0,3,4,12,8,3,3,6,5,12,38,4,88,3,7,0,0,5,4,0,3,0,0,6,32,0,45,6,6,3,0,0,6,0,0,10,0,12,121,4,157,0,0,3,0,5,3,0,0,7,0,18,168,3,203,6,4,6,0,12,7,0,0,13,0,6,228,8,274,7,11,3,0,3,6,0,0,16,0,7,79,0,120,3,6,4,0,3,5,0,0,9,0,8,27,0,58,154,107,57,13,73,97,14,39,137,19,146,1009,38,1613,21,12,13,4,10,18,3,4,14,0,4,38,477,579,1235,1142,502,110,516,618,105,261,1414,138,1151,6610,883,12131,342,584,157,0
201011005,548,608,208,21,250,224,39,96,589,53,564,3858,234,6225,11,4,0,0,3,0,0,5,6,0,8,37,3,69,45,39,12,4,24,32,0,10,37,5,44,162,12,319,7,3,8,0,3,6,0,0,6,3,11,43,0,78,3,3,5,0,5,6,0,0,4,0,0,20,3,44,0,0,0,0,0,0,0,0,0,0,7,11,0,18,5,0,0,0,6,5,0,0,0,0,8,32,0,53,0,0,0,0,0,0,0,0,0,0,0,25,0,32,0,0,0,0,0,5,0,0,0,0,0,45,0,52,3,8,0,0,0,3,0,0,3,0,0,28,0,39,4,0,0,0,4,0,0,0,0,0,0,22,0,32,85,63,25,3,51,60,6,15,63,12,82,421,19,732,4,10,3,0,0,0,0,0,4,0,3,22,268,304,638,681,233,25,298,283,37,115,659,57,650,4302,517,7261,230,333,71,0
201011006,859,1168,244,59,416,351,81,197,1229,89,853,5080,404,9041,14,8,5,0,7,4,0,4,14,0,10,70,0,115,41,19,16,8,18,20,3,10,26,7,37,82,4,202,21,3,10,3,14,13,4,0,6,0,4,30,5,79,23,4,7,0,14,14,3,6,6,3,10,23,4,72,0,0,0,0,0,0,0,0,0,0,0,34,0,40,4,0,0,0,7,3,0,0,3,6,7,98,0,131,0,6,0,0,3,0,0,0,0,0,0,45,0,60,6,3,0,0,11,4,0,0,4,0,5,314,8,359,3,8,0,0,0,0,0,0,4,0,11,28,0,53,5,0,0,0,0,0,0,0,3,0,3,54,0,71,118,67,42,17,76,60,11,20,63,12,96,778,29,1166,9,7,0,0,9,8,0,0,12,6,9,26,400,465,990,1245,291,80,502,419,94,218,1311,107,963,5890,829,10661,324,628,92,6
201011007,364,380,108,5,152,120,27,57,367,19,290,2327,203,3806,3,4,0,0,0,0,0,0,3,0,5,17,3,34,28,16,16,3,10,10,5,6,19,5,11,47,7,122,6,0,0,0,9,0,0,0,0,0,3,32,4,52,13,3,0,0,4,5,3,0,3,0,5,18,0,39,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,18,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4,0,0,0,0,0,5,7,0,16,6,0,0,0,0,0,0,0,0,0,3,12,0,15,0,0,0,0,0,0,0,0,5,0,4,5,0,11,59,28,18,3,26,20,4,14,30,7,36,166,12,325,3,0,0,0,0,4,0,0,0,0,3,17,67,95,430,415,127,10,179,144,30,76,403,29,331,2510,283,4230,182,231,55,0
201011008,1609,1824,456,117,857,726,129,438,2071,187,1409,6702,484,13000,15,19,3,3,16,6,0,3,17,0,15,70,5,132,81,44,25,6,33,34,9,33,61,3,43,113,9,310,43,14,13,10,30,22,0,19,24,7,25,46,8,156,24,12,3,4,23,14,3,6,16,3,14,45,4,100,0,0,0,0,0,0,0,0,0,0,0,14,0,22,9,17,4,0,19,3,0,0,10,0,16,195,0,246,0,4,0,0,0,0,0,0,0,0,4,88,0,102,6,5,0,0,8,6,0,0,5,0,5,128,0,150,7,3,4,0,5,0,4,3,11,4,4,29,7,63,4,4,3,0,10,0,0,0,7,0,5,43,0,74,194,131,53,25,142,94,20,60,147,29,135,765,31,1347,59,39,5,7,31,28,4,20,32,5,29,91,765,990,1860,1994,517,146,1030,843,150,520,2246,228,1571,7555,1282,15333,479,814,115,7
201011481,1035,1070,350,129,465,428,103,238,1387,120,1015,4050,327,8188,13,9,0,5,7,3,0,4,18,8,10,38,4,90,69,34,29,10,32,45,3,22,51,6,54,99,5,293,18,4,9,3,7,11,3,3,14,3,8,32,5,92,27,12,5,6,19,18,3,4,12,0,7,32,3,91,5,6,0,0,4,0,5,0,0,0,5,17,0,27,4,9,0,0,4,0,0,0,4,0,4,68,4,87,0,0,0,0,0,0,0,0,5,0,0,41,4,51,4,3,0,0,7,7,0,0,0,0,7,122,8,152,10,11,7,0,3,0,0,4,7,0,13,41,0,69,0,0,0,0,0,0,0,0,0,0,4,44,0,51,147,81,53,24,78,90,15,31,121,15,110,541,36,997,17,15,5,8,14,11,3,6,10,4,6,41,411,504,1205,1170,405,157,551,528,120,282,1518,144,1134,4637,776,9691,319,532,88,0
201011482,1295,1423,453,74,587,557,107,256,1577,139,1191,7372,524,12844,19,18,12,4,9,8,4,3,12,0,19,73,0,132,86,45,21,6,24,32,6,13,45,6,47,192,7,397,24,8,6,3,9,13,0,9,12,5,17,88,4,152,23,9,11,8,17,10,0,12,9,6,13,39,3,107,6,3,0,0,0,4,0,0,3,0,4,19,0,37,8,14,8,0,8,11,0,5,6,0,7,107,3,149,5,3,0,0,0,0,0,0,3,0,3,67,0,84,4,0,0,0,3,0,0,0,3,0,0,131,0,147,3,12,3,0,5,0,0,0,18,0,7,58,0,107,3,5,4,0,3,0,0,0,5,0,4,31,6,57,186,117,68,21,88,87,15,47,121,25,128,807,29,1363,17,8,5,5,5,9,0,4,7,0,9,38,462,541,1499,1556,526,99,678,653,122,304,1707,164,1329,8219,1018,14750,468,772,161,0
201011483,1098,1302,332,72,506,433,92,241,1641,102,998,5300,431,10000,12,8,8,0,5,5,0,4,13,0,20,66,3,120,57,40,30,8,36,29,9,13,50,4,51,140,14,350,33,11,12,0,15,21,7,11,14,0,17,56,0,132,25,3,4,4,14,11,0,5,9,7,13,38,0,82,6,6,4,0,0,0,0,0,0,0,6,27,0,45,9,11,0,0,5,6,0,0,3,3,8,121,4,162,0,0,0,0,4,0,0,0,0,0,5,120,0,127,0,5,0,0,9,4,0,0,0,0,14,343,3,375,7,0,3,0,5,5,4,0,9,0,9,50,0,76,0,6,0,0,0,0,0,3,8,0,8,46,0,71,145,87,60,25,100,89,8,32,121,13,141,1009,30,1541,16,6,10,8,9,11,7,4,11,0,12,20,617,678,1255,1393,401,97,614,531,105,271,1773,117,1146,6330,1077,12225,372,704,120,0
201011484,1488,1698,424,73,795,642,164,452,2160,185,1285,5014,436,10783,26,17,4,3,6,7,0,6,25,5,25,60,0,130,85,42,23,3,40,47,3,36,49,12,39,96,9,307,65,25,20,4,33,33,4,21,23,5,37,57,9,175,21,11,9,4,15,15,0,8,9,3,13,34,0,100,0,0,0,0,5,0,0,0,6,0,0,13,0,24,5,7,3,0,13,3,0,0,9,0,10,139,6,186,0,0,0,0,0,0,0,0,3,0,4,43,0,52,3,7,4,0,9,0,0,4,10,0,5,199,12,232,8,5,0,0,4,4,0,0,16,0,6,21,0,53,0,0,0,0,7,0,0,0,3,0,5,23,0,37,223,106,69,26,124,111,16,70,151,30,147,686,40,1303,70,38,18,3,33,32,4,14,46,8,43,89,739,1002,1782,1846,511,102,951,781,181,540,2362,224,1475,5794,1208,13086,402,763,100,7
