SA2_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
205031090,1105,879,367,77,476,498,103,203,933,132,851,5597,319,9448,20,7,3,0,9,6,0,5,16,0,9,78,5,139,119,48,35,16,53,65,14,31,52,18,58,177,17,451,51,11,16,9,22,25,6,9,17,3,24,122,3,242,25,4,4,3,25,21,0,0,16,4,28,31,8,114,0,0,0,0,3,0,0,0,0,0,0,8,0,18,8,5,3,0,9,3,0,0,6,0,4,57,9,89,0,0,0,0,0,0,0,0,0,0,0,26,0,33,7,3,0,0,6,4,0,0,6,0,3,61,0,87,8,4,0,0,4,7,4,0,13,0,7,26,0,57,4,5,0,0,0,0,0,0,0,0,8,25,0,36,250,86,66,34,136,125,22,53,125,28,146,605,44,1245,44,20,13,0,14,15,5,15,28,5,22,103,612,814,1401,991,441,110,632,636,129,265,1078,166,1015,6312,974,11502,428,442,142,0
205031091,1390,1040,452,77,544,563,102,265,1176,143,993,5774,357,10298,25,11,16,0,9,14,0,7,25,0,24,142,8,241,207,95,64,20,77,100,19,41,93,23,111,394,39,929,51,5,20,3,28,26,7,12,12,4,23,125,3,250,49,17,21,4,49,36,8,11,27,4,22,125,12,295,0,0,0,0,4,0,0,0,0,0,4,21,6,29,4,10,0,0,10,9,0,0,8,5,11,114,9,164,0,0,0,0,6,0,0,0,0,0,5,57,0,67,10,6,8,0,15,7,0,0,0,0,8,109,0,143,17,12,4,0,8,3,0,5,14,3,14,92,3,148,13,8,5,0,5,11,5,0,8,0,11,54,3,91,384,170,143,27,211,212,39,74,186,45,236,1229,87,2360,44,26,14,0,22,16,3,11,36,5,26,113,913,1141,1816,1239,611,112,777,792,144,351,1396,196,1258,7119,1351,13799,406,493,137,0
205031092,0,0,0,0,0,0,0,0,0,0,4,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,14,5,16,0,0,0,0
205031093,2817,2171,927,169,1175,1311,228,654,2553,312,1965,11600,801,21070,60,53,31,5,33,36,10,20,53,16,43,191,15,418,435,182,127,22,215,228,34,118,187,59,175,598,47,1573,121,36,41,17,51,77,13,29,40,21,68,210,15,510,82,8,25,11,68,49,6,16,22,9,46,167,15,387,10,0,4,0,0,3,0,0,4,0,3,21,0,42,16,18,9,0,10,5,0,3,10,0,14,213,8,275,5,0,0,0,3,0,0,0,5,0,8,73,0,89,14,4,5,0,20,11,0,0,6,0,10,149,8,205,22,14,5,0,8,3,0,4,16,0,11,91,0,149,19,16,12,0,11,14,0,0,11,0,18,73,0,140,775,339,256,70,422,432,69,190,354,106,395,1783,120,3790,99,57,34,12,45,54,10,39,70,10,56,251,1407,1933,3697,2569,1220,246,1644,1791,311,873,2972,438,2422,13638,2326,26792,838,1053,257,12
205041094,1165,1078,306,25,520,490,99,252,1174,103,917,5516,355,9714,22,14,9,0,15,6,3,3,10,0,8,80,0,130,117,49,27,3,66,60,16,29,41,17,55,169,14,450,52,13,15,6,22,26,9,9,12,8,20,96,12,223,35,7,13,3,18,18,5,3,8,3,11,66,14,145,0,6,0,0,3,0,0,0,0,0,0,14,0,20,3,0,0,0,5,4,0,0,4,0,4,80,3,97,0,0,0,0,3,0,0,0,0,0,4,18,0,20,7,9,0,0,9,6,0,0,3,0,9,41,5,64,12,5,0,0,3,0,0,0,13,0,13,39,4,63,3,0,0,0,8,6,0,0,0,0,7,39,0,51,241,103,67,11,147,124,27,52,94,28,127,629,49,1276,34,26,7,0,15,14,3,16,28,6,23,84,744,922,1442,1208,384,45,684,631,131,317,1297,135,1061,6232,1150,11912,443,500,126,0
205041095,1769,1778,484,122,953,784,198,503,2045,219,1496,6987,619,13629,40,27,10,5,31,16,6,12,34,3,23,112,3,211,224,88,67,21,121,102,35,73,97,25,111,207,25,707,109,38,38,22,58,65,20,26,43,16,65,136,10,398,122,31,21,17,93,75,14,21,72,19,70,128,7,406,3,0,0,0,0,6,0,0,0,0,0,28,3,38,18,26,8,0,32,3,0,3,15,0,22,180,9,258,7,6,0,0,3,3,0,0,3,0,8,55,0,77,5,4,0,0,0,6,0,0,6,0,4,41,0,50,7,11,4,0,11,3,4,3,11,0,14,41,4,81,10,0,0,0,5,0,0,0,3,0,5,31,5,50,535,221,161,57,358,269,73,143,281,63,312,952,82,2283,77,42,17,10,38,44,10,22,49,11,31,106,1089,1381,2382,2044,656,190,1352,1102,279,662,2376,284,1842,8045,1783,17291,506,768,119,3
205041096,1358,1426,340,82,723,612,157,416,1799,165,1162,5117,522,10398,27,23,5,0,16,20,3,9,31,0,22,64,8,158,167,67,43,13,86,86,21,62,66,25,63,101,31,455,77,21,15,8,39,38,7,20,22,12,23,70,18,232,163,42,44,21,115,80,23,28,44,13,59,165,46,552,3,0,0,0,4,3,0,0,4,0,8,55,8,83,23,17,3,8,31,10,8,0,22,4,24,295,22,416,3,3,0,0,3,0,0,0,3,0,8,37,0,55,12,8,0,0,20,13,4,0,8,4,12,189,3,238,10,3,6,0,11,6,0,0,9,3,10,26,4,59,0,5,0,0,0,0,0,4,12,0,3,42,0,63,489,196,123,46,323,250,75,129,234,63,239,1053,124,2309,88,53,18,7,42,42,18,24,52,10,44,135,1385,1723,1939,1671,485,132,1094,901,250,576,2082,232,1443,6302,2037,14432,373,586,80,0
205041098,438,409,123,12,206,165,40,86,426,35,360,2434,163,4072,5,3,0,0,4,0,0,0,8,0,0,12,4,34,36,11,8,0,23,19,10,8,15,3,16,34,0,113,12,5,7,0,7,5,0,0,0,0,5,25,0,53,5,0,0,0,0,0,0,3,0,0,4,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,21,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,6,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,3,0,0,8,0,17,5,0,0,0,4,0,0,0,0,0,0,10,0,11,70,28,17,4,42,33,12,14,29,4,36,139,10,306,8,9,0,0,6,6,0,3,5,0,4,39,266,333,515,446,146,12,257,206,54,104,459,40,400,2619,430,4707,197,212,49,0
205041493,1121,1205,336,57,535,468,110,256,1251,129,982,5217,503,9657,17,22,7,0,17,7,0,3,15,7,8,92,3,160,121,42,33,10,48,48,3,29,49,11,60,132,23,401,52,9,23,8,36,25,9,15,14,6,16,66,11,192,28,3,0,6,24,19,0,3,11,8,19,64,9,138,0,4,3,6,0,6,6,6,3,0,4,30,0,43,15,8,4,0,12,0,0,3,4,0,12,131,9,185,0,0,0,0,0,0,4,0,0,0,0,66,0,74,3,6,0,0,5,0,0,0,3,0,6,142,4,169,8,8,3,0,0,0,0,0,9,0,8,21,0,47,5,0,3,0,3,3,5,0,9,3,9,72,0,97,246,104,72,30,154,118,23,63,120,29,145,821,56,1506,36,13,14,6,17,32,7,11,29,11,22,41,711,842,1407,1325,424,93,709,621,136,328,1402,161,1147,6077,1266,12000,356,595,112,0
205041494,1441,1547,406,67,696,621,157,322,1608,130,1268,8000,512,13796,19,20,3,3,14,10,3,5,13,4,19,118,3,197,128,48,47,12,53,69,16,37,59,11,71,232,15,542,59,18,20,12,28,33,8,13,26,0,22,102,13,250,66,16,13,13,55,34,6,17,24,10,29,94,12,248,0,5,0,0,0,0,0,0,0,0,3,52,0,58,14,12,0,0,14,3,0,0,15,0,26,176,8,249,0,0,0,0,0,0,0,0,0,0,0,81,0,89,10,7,0,0,22,3,0,0,7,0,14,276,3,328,7,11,0,0,0,3,0,3,11,0,12,52,0,86,6,4,0,0,3,0,0,0,7,0,11,82,0,110,311,147,91,34,188,166,35,72,157,26,203,1258,63,2158,13,12,5,3,14,11,0,3,15,8,12,28,787,867,1765,1707,506,104,901,799,197,396,1772,164,1473,9288,1370,16822,524,906,144,0
205051099,4,0,0,0,4,0,0,0,0,0,6,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,0,0,4,0,0,0,0,0,6,12,6,23,0,0,0,0
205051100,519,386,150,15,237,217,36,138,391,45,352,2218,125,3869,18,8,0,0,6,8,0,0,9,0,3,33,0,67,64,23,25,7,37,28,0,18,22,13,27,111,4,282,12,6,5,0,12,17,6,3,7,4,7,35,0,82,17,4,5,0,13,8,0,7,5,0,8,24,0,68,3,0,0,0,0,0,0,0,0,0,0,5,0,8,3,0,0,0,3,0,0,0,3,0,7,50,3,64,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,16,11,9,0,0,3,3,0,0,4,0,5,15,0,37,5,3,0,0,0,4,0,0,5,0,0,20,0,29,128,52,45,7,78,59,5,33,56,18,67,307,19,659,33,16,5,0,16,13,0,9,11,0,3,48,284,395,678,450,204,25,328,289,44,179,455,63,418,2577,427,4915,185,182,63,0
205051101,1363,1269,424,75,614,702,157,320,1238,168,1013,7329,439,12389,25,27,7,0,8,5,0,0,8,0,19,119,3,198,116,52,29,4,56,51,3,32,57,13,43,174,15,438,33,9,12,5,21,17,0,15,13,11,7,88,3,171,10,4,7,0,7,11,3,3,5,0,4,42,3,79,0,0,0,0,3,0,0,0,0,0,0,4,0,12,3,5,0,0,6,0,0,0,6,0,6,135,0,155,0,0,0,0,0,0,0,0,0,0,0,19,0,23,0,0,0,0,0,0,0,0,0,0,0,41,0,47,3,0,0,0,3,7,0,4,3,0,10,24,4,44,0,0,0,0,3,0,0,0,0,0,4,28,0,40,196,99,57,8,106,94,18,56,100,22,99,666,29,1211,48,21,7,0,19,29,3,15,31,4,21,130,922,1160,1610,1391,489,89,738,829,181,394,1369,189,1136,8124,1395,14756,456,656,133,8
205051102,338,329,112,8,174,165,51,110,327,34,261,1983,668,3831,8,9,0,0,3,5,3,0,3,0,0,49,32,100,37,13,9,0,11,18,3,10,16,3,10,38,8,106,6,0,0,0,0,5,0,0,4,4,7,16,7,36,6,0,0,0,5,3,0,0,0,4,0,11,15,38,0,0,0,0,0,0,0,0,0,0,0,0,34,31,0,0,0,0,3,0,0,0,0,0,0,61,108,175,0,0,0,0,0,0,0,0,0,0,3,0,34,42,0,0,0,0,0,0,0,0,0,0,0,10,13,24,0,0,0,0,0,0,0,0,0,0,4,11,3,19,3,5,0,0,0,0,0,0,0,0,0,13,10,29,56,28,12,0,21,37,7,17,30,12,27,202,272,594,18,5,9,0,9,10,5,4,6,4,0,41,422,499,416,358,127,8,208,205,60,122,367,44,291,2221,1362,4928,150,176,50,0
205051103,1429,1475,422,101,706,618,135,391,1699,179,1216,6837,545,12460,26,32,3,0,15,13,0,5,26,0,11,99,3,188,138,59,42,14,48,54,3,38,76,22,74,222,20,533,36,9,10,8,18,29,11,13,26,5,18,86,6,192,38,7,11,9,32,24,3,10,16,4,15,65,8,162,0,0,0,0,3,3,0,0,5,0,11,35,0,47,17,14,7,0,26,6,0,0,26,4,23,187,6,277,0,0,3,0,0,0,0,0,0,0,10,53,0,68,3,11,0,0,10,0,0,0,4,0,9,221,4,254,9,7,6,0,7,3,0,3,12,0,8,54,0,96,12,10,7,0,6,7,0,4,6,0,9,83,3,125,279,149,83,28,161,133,23,74,187,42,193,1103,63,1938,55,16,11,25,22,23,3,14,48,8,35,54,715,899,1769,1647,522,147,888,772,166,477,1930,227,1448,7996,1322,15301,447,702,127,0
205051104,648,461,195,31,291,298,70,161,498,81,444,2372,145,4431,17,7,7,0,11,12,0,5,13,3,10,42,0,96,62,19,20,6,22,22,12,13,24,8,32,91,3,236,26,13,3,3,13,22,3,5,8,6,10,42,0,113,13,5,3,0,10,6,0,4,4,0,11,24,0,56,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,5,0,0,0,5,0,0,31,0,44,0,0,0,0,3,0,0,0,0,0,3,7,0,16,0,6,0,0,0,0,0,0,0,0,0,17,0,21,6,4,0,0,5,5,0,0,10,0,6,14,0,24,0,0,0,0,5,0,0,0,0,0,0,10,0,17,130,53,39,6,66,77,16,30,70,19,77,284,11,622,24,24,5,3,5,19,5,13,18,0,13,71,411,547,806,538,239,41,364,386,83,204,588,103,531,2728,567,5605,228,210,66,0
206011106,310,935,144,15,147,107,33,45,1461,22,723,5229,257,8403,14,40,4,0,8,3,0,0,73,0,29,248,9,393,23,58,16,3,11,11,5,0,85,4,45,368,13,571,5,21,4,0,0,6,0,0,30,4,14,179,11,248,156,50,45,15,94,81,17,18,61,14,103,368,22,775,35,12,10,0,30,22,3,3,19,7,27,146,7,257,3,38,4,0,14,5,0,0,36,0,37,339,11,469,9,18,0,0,5,5,0,0,17,0,24,236,5,296,0,14,0,0,6,0,0,0,14,0,9,227,0,261,15,36,3,0,7,6,0,0,64,0,30,324,10,448,6,15,3,0,9,4,0,0,20,0,15,66,5,122,257,297,97,24,174,133,32,30,420,25,324,2496,86,3838,3,3,0,0,8,3,0,0,7,0,8,27,449,496,572,1241,243,36,324,246,63,70,1894,55,1055,7745,787,12738,215,923,124,0
206011107,492,1083,203,33,189,179,51,68,1585,53,907,5774,303,9526,20,46,10,0,7,9,3,4,67,4,44,186,9,349,31,42,18,3,12,16,4,5,62,4,39,275,15,452,10,26,4,3,9,9,0,0,22,3,19,143,0,232,237,65,66,52,177,125,35,40,106,34,117,394,32,974,37,18,9,9,45,20,10,3,34,5,32,175,11,322,30,56,5,0,14,5,5,3,31,0,55,399,8,554,4,16,6,0,8,9,3,0,8,0,24,262,12,334,10,18,3,0,16,10,4,0,19,0,23,483,9,571,15,40,9,0,7,0,0,0,54,0,27,270,8,392,6,4,0,0,8,7,3,0,13,0,4,88,5,123,399,323,139,73,295,205,63,60,425,51,375,2690,113,4294,13,3,3,0,8,5,0,0,15,0,5,50,411,496,902,1414,345,104,494,392,111,131,2019,104,1292,8511,824,14318,294,936,129,0
206011109,429,694,149,38,214,176,36,71,716,48,637,5185,283,7751,7,15,0,0,0,4,0,0,13,0,9,85,3,134,17,25,10,3,6,3,0,0,15,0,19,125,3,196,4,3,3,3,5,0,0,0,3,0,10,58,0,99,227,50,61,44,163,117,30,25,72,34,132,373,31,944,31,14,8,4,26,15,0,7,12,7,22,119,9,219,11,18,0,0,10,12,0,0,11,5,12,172,3,244,5,0,0,0,6,3,0,0,3,0,12,101,0,122,6,4,0,0,10,4,4,0,4,0,11,183,3,216,9,13,4,0,7,4,6,0,11,3,6,102,7,151,0,0,0,0,0,0,0,0,0,0,6,33,0,39,329,149,94,56,241,163,44,43,155,41,244,1344,69,2372,10,0,0,0,5,5,0,0,7,0,5,12,239,267,763,845,244,97,454,348,77,110,874,93,881,6542,587,10390,243,505,77,0
206011495,357,953,176,7,159,116,50,49,1471,22,766,5293,265,8594,15,57,10,0,11,5,0,0,50,0,26,216,6,359,29,47,12,0,10,9,7,9,78,0,39,307,12,499,10,17,0,0,9,10,0,0,38,3,15,154,8,228,226,60,66,32,164,122,23,37,90,37,136,379,29,951,49,21,13,5,66,34,10,3,39,8,36,167,10,336,6,28,4,0,13,8,0,0,36,0,40,287,8,408,8,10,7,0,8,0,0,0,19,0,24,214,6,270,13,8,0,0,10,5,3,0,16,0,10,352,4,409,19,38,8,0,14,4,4,4,57,0,25,246,5,366,3,12,0,0,4,0,0,0,15,0,12,75,0,111,384,304,123,38,298,194,53,52,432,53,357,2403,86,3949,3,0,0,0,9,0,0,0,3,0,5,28,306,346,741,1261,297,46,459,311,100,105,1907,72,1128,7717,664,12890,253,892,121,0
206011496,376,1010,194,16,147,114,44,70,1543,39,824,5154,254,8610,19,50,10,0,3,11,3,3,77,0,39,281,11,455,28,64,10,0,6,9,5,3,92,0,60,375,19,610,14,18,9,5,4,3,0,5,37,0,14,215,4,301,167,52,45,69,121,75,24,18,100,34,102,252,17,688,33,17,7,0,42,18,7,9,32,3,40,138,5,266,12,28,3,3,13,3,6,3,34,0,27,321,14,444,8,19,3,5,12,7,0,0,28,0,16,238,7,316,4,8,4,0,14,9,5,7,17,0,20,229,10,288,20,30,6,0,4,3,0,0,67,0,32,306,6,441,6,10,0,0,7,0,3,0,13,0,5,88,0,121,312,294,107,85,227,146,42,37,495,45,356,2453,105,3929,6,0,0,0,0,0,0,0,4,0,0,26,406,444,692,1301,301,100,378,260,87,114,2039,82,1180,7631,761,12983,243,946,138,0
206011497,375,862,138,6,150,141,47,62,1354,19,741,4882,300,8014,13,33,5,0,3,3,0,0,39,4,37,145,9,261,26,46,12,0,10,12,0,5,73,0,55,231,3,402,8,8,4,0,10,8,0,4,9,4,13,136,3,190,275,56,81,45,196,134,38,27,116,34,146,418,24,1078,90,40,19,13,125,49,11,9,52,12,93,295,25,605,21,22,8,4,31,8,0,0,18,0,21,261,12,367,14,17,6,0,15,3,10,8,9,3,27,231,3,310,8,18,8,0,25,13,0,0,14,0,17,383,13,464,9,29,6,0,6,0,0,0,36,0,25,162,7,245,4,14,4,0,6,3,0,0,7,0,12,65,4,103,472,268,153,65,418,233,59,47,388,59,429,2339,97,4034,8,0,0,4,12,3,4,0,3,0,56,26,377,480,857,1131,298,77,576,374,113,113,1739,76,1224,7249,779,12535,251,718,101,0
206011498,478,974,197,24,205,166,44,61,1204,42,837,6400,328,9811,12,40,7,0,4,6,0,0,39,0,32,126,13,248,20,28,14,3,13,8,0,5,67,0,42,200,3,345,12,13,7,0,4,6,0,3,20,4,23,111,7,185,319,75,99,59,210,176,44,40,131,59,199,444,39,1246,111,44,22,10,124,44,21,17,67,13,93,257,31,602,11,21,3,0,18,6,0,0,23,0,22,210,3,291,8,5,0,0,10,4,0,0,9,0,16,135,3,191,5,10,0,0,9,0,0,0,3,0,14,363,9,415,14,23,3,8,8,0,3,0,33,0,20,169,3,243,3,8,0,0,3,0,0,0,6,0,9,54,5,83,523,273,149,88,399,263,71,73,397,77,466,2065,113,3839,18,4,0,5,10,5,0,0,7,0,10,37,301,380,1014,1253,350,108,610,434,122,138,1613,125,1310,8501,748,14031,300,731,132,3
206021110,331,656,144,13,130,130,28,48,822,36,619,4321,212,6693,3,5,0,0,5,4,3,0,19,0,11,88,3,122,29,28,9,0,16,10,0,6,31,3,23,220,5,339,11,10,4,0,0,0,0,4,11,3,8,93,12,144,147,29,40,24,74,84,16,25,58,19,83,245,10,569,10,3,0,0,8,7,0,4,9,0,14,45,0,75,5,14,5,0,8,11,0,0,17,3,9,139,0,200,8,5,0,0,5,5,0,0,9,0,15,146,3,185,5,11,4,0,11,4,0,0,6,0,6,114,0,148,13,10,8,0,5,11,0,0,13,0,16,134,6,195,4,10,0,0,0,0,0,0,6,0,0,41,5,61,228,124,72,27,145,132,19,38,174,35,195,1253,39,2034,3,3,0,0,0,3,0,0,7,0,5,19,230,262,562,782,215,45,269,261,47,86,1004,67,816,5596,484,8994,199,494,96,3
