SA2_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
210051443,19,15,92,163,131,132,182,90,36,856,0,16,40,77,95,116,86,54,25,517,84,91,212,206,130,85,58,14,5,894,582,1574,3569,3739,2500,1992,1070,320,85,15436
210051445,12,19,89,86,83,115,96,51,13,564,10,8,48,45,52,86,37,24,6,315,69,78,387,239,121,85,54,12,7,1052,416,1342,6031,4423,1728,1220,612,172,43,15988
210051542,4,14,49,71,65,57,63,10,4,334,0,11,34,25,29,54,28,15,6,210,15,30,69,92,26,37,18,0,0,284,170,596,2033,2153,761,478,259,67,17,6541
210051543,12,25,63,122,89,94,78,83,18,580,0,12,41,52,56,83,59,40,10,362,34,65,125,119,58,38,42,50,52,580,299,805,2400,2544,1240,820,531,314,113,9079
210051544,6,8,38,74,100,128,123,75,12,573,0,0,28,44,48,64,76,40,17,313,36,50,74,67,66,43,22,16,3,380,324,865,1301,1159,1398,1181,573,236,66,7102
210051545,6,17,111,181,209,170,147,81,20,953,0,17,57,87,92,178,112,77,32,665,55,35,94,120,111,58,47,23,12,557,469,1158,2000,2033,1932,1381,678,347,99,10104
211011251,7,8,20,26,30,53,80,113,68,393,0,0,15,18,18,21,21,8,7,114,19,28,89,92,71,57,63,78,103,602,213,739,2061,2007,1540,1378,1123,760,338,10152
211011254,3,0,9,13,35,60,99,98,45,359,0,0,7,14,11,23,25,19,13,116,31,25,74,79,56,50,63,80,29,495,358,1040,2059,2634,2244,1894,1572,897,230,12921
211011255,0,0,3,4,0,15,31,39,16,109,0,0,6,0,5,8,9,3,0,31,12,15,16,25,22,31,23,10,4,148,207,527,619,754,1119,1104,529,204,51,5116
211011256,3,0,8,12,20,60,100,143,65,411,0,3,9,9,5,24,33,26,14,125,13,28,58,47,32,47,65,47,26,360,308,1015,2040,1999,2038,2419,1491,736,272,12317
211011257,0,0,3,7,12,19,50,53,24,172,0,0,0,0,0,6,3,9,0,33,8,15,28,21,23,21,27,19,15,165,211,547,744,980,1324,1068,628,408,134,6043
211011258,3,0,9,4,8,37,71,76,29,243,0,3,4,11,7,15,20,17,9,83,19,15,32,33,33,33,41,36,7,250,264,792,1015,1207,1657,1634,958,514,151,8213
211011259,0,4,4,13,28,52,86,109,67,360,3,0,7,17,10,22,26,22,21,128,32,35,44,59,60,48,60,83,125,535,292,756,1541,2103,1755,1716,1803,843,404,11204
211011260,0,6,10,12,29,51,122,156,122,506,0,0,6,8,12,27,33,19,28,143,23,20,71,53,48,63,94,113,116,599,397,1137,2001,2198,2230,2486,2178,1257,702,14586
211011446,6,9,23,39,53,79,139,197,161,707,0,0,10,21,19,19,28,25,13,135,48,60,176,156,114,111,142,140,86,1019,421,1256,3712,3558,2943,2596,2347,1434,628,18893
211011447,6,0,8,28,31,41,102,147,95,460,0,0,5,13,7,14,12,10,14,65,22,30,81,74,64,58,73,66,28,503,307,687,1915,2090,1857,1666,1453,944,354,11272
211011448,3,0,18,22,31,51,86,132,54,393,0,0,5,4,10,21,18,15,3,75,20,26,67,66,62,69,53,60,33,452,356,935,1983,2141,2175,1966,1488,741,226,12016
211011449,0,0,3,0,14,6,25,27,9,91,0,0,5,0,0,3,0,0,0,5,3,8,20,10,23,14,18,13,0,118,89,217,525,601,661,569,423,164,43,3290
211021261,4,0,8,6,12,46,83,138,99,400,0,0,0,4,6,16,7,23,15,78,23,32,45,58,58,51,58,115,112,546,390,1032,1243,1829,2529,2217,1714,1214,550,12707
211021262,0,0,0,3,4,14,40,71,53,196,0,0,5,3,3,4,5,6,18,47,19,19,17,26,49,44,44,20,11,246,274,716,657,957,1741,1602,1170,524,198,7834
211031263,5,3,7,18,30,40,59,70,40,278,0,3,11,8,11,10,17,10,0,69,19,22,61,69,66,52,48,69,130,535,257,724,1607,1766,1629,1552,1019,479,278,9320
211031265,4,0,9,14,23,29,57,105,56,302,0,0,4,9,8,3,7,3,7,39,19,20,49,52,43,60,68,51,46,410,430,1178,1794,2331,2698,2675,1699,791,249,13846
211031266,3,12,64,65,37,55,102,160,168,671,0,10,45,35,31,43,34,23,8,220,33,32,102,137,87,66,60,83,62,662,297,1054,3107,3045,2323,1842,1558,1044,584,14860
211031267,0,14,48,42,54,50,76,123,90,495,0,3,39,31,24,33,33,12,10,191,18,31,89,109,85,87,101,102,72,696,370,1131,2627,3222,2944,2359,1893,1195,505,16247
211031268,0,0,12,12,7,15,43,61,42,190,0,0,0,3,4,14,10,3,8,42,3,10,12,24,36,21,33,26,12,182,193,524,870,1251,1400,1297,1030,657,210,7436
211031450,4,8,62,67,58,64,100,115,72,554,0,3,30,31,30,29,15,9,13,162,28,28,104,60,73,84,78,92,59,611,279,803,2616,2448,1920,1761,1622,934,372,12759
211031451,3,10,21,30,25,32,73,122,122,431,3,5,21,23,14,11,13,6,10,109,21,19,70,65,56,48,56,78,89,500,239,759,1712,1963,1733,1504,1434,1170,595,11104
211031452,0,5,4,11,11,5,24,47,19,124,0,0,5,7,6,3,10,0,0,37,3,9,30,19,27,18,10,13,9,131,90,240,650,748,653,561,464,260,82,3750
211041269,0,5,10,14,23,54,67,149,103,424,0,5,9,12,18,20,28,29,16,134,6,26,39,57,42,34,85,68,35,394,193,611,1215,1519,1460,1257,1052,853,456,8623
211041270,4,12,7,18,30,51,71,119,77,381,0,0,17,14,21,48,30,16,10,147,19,18,63,62,49,51,45,47,27,384,294,986,2374,2675,2306,1876,1487,908,328,13230
211041271,0,0,9,20,27,37,74,105,66,345,0,0,6,16,16,41,29,12,18,144,20,29,104,83,76,66,60,107,129,679,232,706,1816,1951,1655,1223,1028,773,437,9823
211041272,0,0,0,5,20,22,33,72,49,199,0,0,11,3,13,23,14,10,8,86,9,19,22,34,28,25,25,47,29,242,233,515,930,1757,1598,1124,965,801,257,8175
211041273,5,0,4,3,15,36,96,166,75,397,0,0,5,12,17,15,23,28,17,120,14,22,44,35,39,39,71,99,165,521,233,798,1103,1314,1575,1481,1651,1063,495,9720
211051274,6,0,10,9,11,18,32,46,13,137,0,0,5,0,0,0,0,0,0,19,31,26,44,56,56,35,38,18,7,317,245,563,1008,1502,1537,1353,1013,386,79,7686
211051275,3,0,17,7,23,27,76,107,47,309,0,0,9,11,12,8,16,19,7,79,18,20,52,47,58,40,45,65,15,355,263,688,1536,1629,1502,1361,1174,691,163,9004
211051276,5,0,13,25,26,46,101,134,62,406,4,3,6,3,3,5,4,4,9,34,45,38,83,85,96,134,110,129,76,794,325,649,1510,1606,1877,2070,1773,1030,374,11218
211051277,0,6,25,43,48,29,68,104,56,375,0,0,18,10,23,15,16,9,8,90,6,20,48,40,19,43,43,53,53,328,180,534,1522,1399,1058,1085,950,733,280,7737
211051278,3,7,16,28,46,58,111,184,134,578,0,5,12,14,14,11,7,14,9,73,31,32,109,92,99,95,89,88,34,673,462,1185,2611,2410,2658,2488,1947,1181,445,15401
211051279,5,0,9,3,20,8,32,53,18,145,3,0,0,0,0,0,0,7,5,16,12,10,32,21,33,39,21,20,7,209,140,305,567,698,925,784,653,307,94,4472
211051280,0,3,12,4,13,17,28,43,28,138,0,0,5,0,0,0,0,4,0,17,15,8,37,28,37,23,32,50,86,314,159,362,781,926,953,809,703,430,213,5338
211051281,6,15,44,77,49,57,121,167,90,630,0,15,47,55,57,22,31,14,8,247,47,47,105,94,87,72,80,90,54,683,473,1447,3370,3363,2905,2529,2081,1146,346,17660
211051282,5,5,5,4,0,14,24,29,14,94,0,0,0,0,0,4,0,0,0,11,14,4,25,57,52,55,43,35,6,286,181,424,812,1238,1580,1476,1308,513,113,7637
211051283,8,6,15,10,11,24,48,56,21,199,0,0,8,5,0,5,0,0,0,27,12,10,23,19,28,32,27,33,8,191,234,568,1302,1324,1305,1231,935,452,76,7439
211051284,0,0,9,4,11,10,38,39,11,127,0,0,4,0,0,0,0,3,0,8,7,15,40,30,28,47,52,24,11,247,225,514,1095,1391,1491,1425,1009,328,81,7559
211051285,0,0,9,15,20,26,48,55,16,188,0,0,4,3,4,0,0,9,12,33,24,22,29,30,46,46,26,21,8,261,200,510,979,924,1153,1102,723,394,94,6089
211051286,3,6,22,24,46,83,109,182,101,586,0,4,4,7,5,6,0,9,0,42,80,62,103,133,207,169,161,114,41,1080,431,866,1962,1904,2393,2448,1995,904,295,13205
212011289,8,5,8,25,24,45,71,113,49,358,0,0,4,10,4,7,10,8,3,42,73,61,121,145,155,168,115,54,27,931,468,995,1839,2438,2791,2669,1879,793,227,14103
212011546,6,6,23,28,23,45,97,101,32,364,3,0,13,19,10,9,16,11,3,88,60,67,164,121,113,68,57,54,17,717,555,1557,4155,3871,2971,2016,1358,585,125,17197
212011547,5,0,7,13,17,42,80,93,52,319,0,0,4,5,0,3,0,5,0,19,58,34,83,88,106,131,85,61,28,676,290,537,1064,1148,1373,1410,993,535,174,7523
212011548,6,0,28,20,27,46,109,111,62,409,0,0,11,7,8,4,8,5,4,46,20,28,75,63,63,59,86,62,38,490,266,557,1665,1213,1188,1106,950,480,185,7606
212011549,3,10,38,35,45,51,109,82,43,422,0,4,21,10,10,11,12,7,4,83,41,50,147,130,81,52,69,92,70,732,348,952,3039,2268,1659,1245,962,565,234,11274
212011550,0,0,18,17,18,20,31,34,6,154,0,5,4,10,4,9,3,8,3,42,12,13,40,57,28,28,19,17,3,214,142,452,1419,1254,753,566,466,206,28,5293
212011551,3,4,25,22,26,36,66,84,44,310,0,0,9,9,7,4,0,5,0,52,25,28,125,63,62,34,37,65,35,461,133,444,1270,783,674,614,542,501,163,5127
212011552,11,17,46,75,64,95,123,169,87,688,0,10,58,41,43,39,24,12,5,225,82,70,245,183,135,94,92,91,62,1050,660,1572,4144,4537,3068,2048,1560,980,360,18926
212021293,5,4,15,12,27,59,134,232,179,675,0,0,8,12,10,9,6,10,10,67,44,55,99,102,115,97,115,175,118,923,531,1394,2386,2800,3195,3012,2279,1790,844,18236
212021295,8,19,94,162,100,116,133,95,55,793,0,23,167,194,124,82,43,21,17,672,58,76,221,154,122,108,124,106,50,1006,273,768,2257,1783,1282,1150,890,518,200,9136
212021297,4,8,52,91,65,91,116,122,78,637,4,21,64,76,89,76,51,27,17,424,44,66,126,83,102,71,51,66,54,652,250,775,1745,1477,1291,1380,985,558,314,8770
212021299,6,3,5,10,21,30,63,75,43,272,0,0,6,14,22,15,16,19,10,102,21,21,38,33,38,49,64,57,54,368,261,628,690,846,1267,1226,844,409,197,6373
212021453,4,0,16,29,32,72,130,110,74,475,0,15,36,39,44,42,42,33,17,259,48,29,86,95,87,67,67,34,20,532,279,773,1624,1638,1531,1734,1260,518,198,9551
212021454,6,10,23,31,48,87,186,161,54,590,0,11,26,38,43,38,36,29,13,241,29,48,108,83,68,77,75,48,14,543,270,807,1782,1839,1552,1904,1547,588,167,10456
212021455,4,3,28,20,41,76,106,123,48,440,0,0,18,21,40,44,29,32,10,193,50,58,107,93,72,88,50,22,15,548,350,1079,1850,1809,1921,1790,900,462,148,10306
212021456,9,5,36,37,66,81,123,91,62,508,0,8,49,58,44,42,36,37,27,305,45,58,197,127,99,82,56,50,21,741,356,1020,2644,2084,1768,1651,1113,544,217,11390
212021553,3,0,12,23,23,49,76,62,23,274,0,4,11,11,14,22,15,11,9,98,35,51,75,98,91,54,55,34,5,496,525,1151,1751,3003,2886,1665,998,451,87,12520
212021554,9,4,18,24,22,29,44,35,13,200,5,3,26,9,9,15,13,7,0,89,28,30,61,73,55,31,26,17,5,322,270,677,1546,2133,1590,939,519,192,62,7935
212031300,18,23,77,76,86,146,201,180,79,881,7,7,76,63,84,74,31,24,14,393,78,119,282,240,215,173,141,85,36,1374,544,1558,3491,3018,2659,2354,1647,744,245,16266
212031303,9,8,30,32,38,42,110,112,73,450,0,0,15,9,16,11,11,5,3,77,33,40,157,102,76,71,53,35,19,594,336,998,3492,2772,1832,1541,1052,498,173,12693
212031304,10,9,72,104,86,78,130,72,37,594,0,15,78,85,69,57,36,20,5,361,45,60,193,135,108,60,62,41,29,741,432,1257,4083,3971,2224,1542,1019,428,151,15105
212031306,5,9,36,77,82,101,82,73,53,506,0,10,49,67,75,58,66,23,15,361,43,54,124,147,85,56,45,19,22,595,386,1177,2536,3450,2407,1447,825,303,163,12696
212031308,3,0,20,12,16,37,60,53,29,237,0,0,0,0,3,0,4,5,0,15,19,16,43,77,57,73,68,30,8,404,226,453,951,1018,1136,1161,841,331,89,6212
212031457,4,11,22,34,47,55,74,72,17,332,0,3,39,56,60,38,13,11,10,232,32,29,48,45,48,49,35,17,9,312,444,1085,1290,1636,2235,1588,862,404,82,9620
212031458,6,14,72,97,85,72,103,79,22,558,4,27,66,150,164,89,51,14,11,573,41,49,88,92,88,63,32,30,12,489,491,1312,2260,2421,2406,1703,892,373,114,11970
212031555,3,0,13,10,12,23,27,28,10,125,0,0,13,15,20,10,8,7,0,69,15,23,68,65,22,15,22,7,0,241,188,518,1579,2276,1186,571,464,205,20,7004
212031556,3,8,30,39,28,47,24,29,0,207,0,4,11,37,40,22,21,8,3,148,18,44,140,94,48,29,12,3,0,386,235,875,3535,3094,1182,650,312,92,5,9989
212031557,14,13,50,82,82,68,87,113,55,555,0,9,57,87,83,44,45,24,4,353,32,72,202,188,84,65,58,53,23,788,545,1461,3679,4530,2431,1361,1063,711,221,15996
212031558,3,9,21,24,30,47,52,84,42,310,0,0,29,28,27,29,14,9,0,147,30,37,141,87,49,34,39,47,43,501,231,792,2538,2301,1005,619,457,370,222,8543
212031559,6,4,37,40,35,38,47,32,11,245,3,4,47,60,57,35,24,14,10,261,33,33,89,82,44,32,12,4,8,324,305,782,1815,2620,1515,734,401,157,45,8366
212031560,8,9,41,62,52,59,82,57,14,392,0,6,44,49,47,43,32,17,3,238,38,42,112,87,64,68,40,43,9,508,305,844,1824,1751,1546,1368,707,326,61,8742
212031561,6,13,74,96,78,95,100,73,26,555,0,14,88,103,98,84,42,25,8,467,57,65,156,117,108,80,49,28,7,677,352,1002,2094,1718,1576,1484,745,316,85,9362
212031562,9,7,59,99,112,108,144,103,32,667,3,15,79,116,99,81,53,25,4,475,38,62,171,151,98,97,78,42,11,751,299,1026,2125,1928,1546,1559,991,422,107,10006
212041309,3,0,14,18,27,85,250,306,112,809,0,4,13,9,20,46,106,78,41,321,13,27,75,46,48,61,82,108,117,577,192,637,1365,1533,1407,1517,1524,903,392,9477
212041310,4,6,14,24,44,92,234,300,113,827,0,7,23,29,42,90,82,93,56,419,34,97,163,91,61,50,64,51,12,626,269,1145,3086,1914,1435,1209,1046,746,283,11129
212041312,10,16,77,102,130,162,284,372,166,1313,0,9,86,132,100,105,81,91,62,681,75,101,273,214,170,158,154,134,76,1339,497,1359,3337,3127,2745,2509,2236,1363,546,17713
212041313,0,4,4,12,15,35,69,113,77,331,0,0,0,9,8,11,17,12,6,61,6,19,29,37,27,43,46,58,37,305,218,543,843,1332,1546,1403,1227,773,321,8205
212041316,4,3,13,13,43,59,134,151,40,458,0,7,17,16,18,47,44,39,17,202,17,27,64,51,48,51,51,37,7,355,137,480,999,984,1008,849,820,519,115,5915
212041317,4,21,124,139,212,315,301,321,201,1641,7,42,160,174,226,281,249,172,103,1421,60,103,355,170,138,130,109,94,90,1258,453,1853,4530,2993,2520,2331,1827,1202,613,18327
212041318,5,6,45,97,160,213,215,167,59,973,0,29,65,85,113,246,161,81,53,836,21,41,100,85,58,73,58,48,30,532,283,950,1929,1698,1532,1574,1183,642,229,10020
212041459,0,7,50,69,71,106,135,150,130,718,3,9,54,47,53,63,44,39,20,320,33,67,224,120,86,108,89,63,33,834,204,953,2807,2004,1300,1307,907,539,327,10349
212041460,14,16,59,157,160,249,218,273,135,1286,9,37,108,132,159,214,140,80,44,919,45,71,221,136,114,111,105,93,36,936,439,1516,3598,2699,2211,2034,1666,1087,428,15683
212041563,13,29,141,221,159,168,215,269,153,1364,7,34,229,273,259,141,96,76,31,1149,87,146,497,385,255,243,186,157,75,2042,424,1536,4437,3290,2280,2068,1524,1036,541,17139
212041564,7,21,109,161,121,131,138,108,33,829,6,11,150,156,135,95,72,37,23,681,28,42,136,125,64,52,60,48,19,576,205,673,1793,1453,966,719,641,414,141,6997
212041565,3,6,29,74,112,215,254,232,98,1025,0,7,47,64,101,169,119,73,39,634,30,27,83,96,64,64,82,81,35,564,344,903,2092,1976,1778,1806,1757,1012,339,12015
212041566,5,4,17,37,84,118,84,46,32,432,0,8,15,41,68,83,62,28,14,314,20,28,57,54,36,46,35,18,16,316,381,1082,2189,2751,2090,1403,771,274,119,11053
212051319,3,10,15,22,26,55,148,208,148,619,0,3,20,26,31,42,38,47,20,233,25,64,211,128,96,77,86,65,36,783,357,1399,3517,2988,2453,1959,1478,973,531,15647
212051321,0,3,11,15,40,50,112,167,114,516,0,7,19,23,12,24,29,35,32,173,23,49,77,94,76,78,73,101,81,658,464,1494,2159,2923,2860,2459,2255,1697,686,16990
212051322,0,6,26,35,38,57,128,161,138,591,3,7,20,29,29,47,50,24,36,242,48,76,179,142,106,101,84,75,97,911,430,1557,2795,2996,2690,2428,1762,1307,712,16670
212051323,0,3,10,5,20,16,73,147,98,379,0,4,4,4,11,22,30,18,19,116,28,38,91,58,64,62,40,61,50,481,395,1138,1867,2155,2181,1955,1351,1075,524,12631
212051324,0,3,3,15,28,51,126,218,131,576,0,0,18,6,10,22,32,49,23,159,32,68,113,95,86,75,58,79,67,676,400,1295,2416,2660,2661,2137,1640,1322,666,15195
212051325,4,3,10,18,31,81,252,358,157,919,0,0,16,18,20,37,68,87,44,289,18,46,109,94,103,74,70,93,44,655,378,1133,2708,2886,2594,2075,1963,1418,519,15683
212051326,6,4,10,13,30,82,243,460,309,1165,0,3,13,10,14,35,72,102,45,295,27,90,221,141,92,88,70,62,49,837,407,1812,4135,3348,3002,2422,1661,1164,660,18613
212051327,0,4,9,11,35,66,223,288,189,834,3,0,8,17,15,25,47,51,34,202,33,39,61,71,71,73,137,284,362,1139,411,1133,1759,2324,2726,2388,2678,2203,1178,16799
212051567,0,0,4,7,6,9,21,56,56,163,0,10,13,12,8,9,9,9,7,74,50,256,319,92,39,32,28,16,51,887,815,2734,2894,912,476,410,314,254,230,9045
212051568,0,3,23,12,23,38,96,160,108,472,0,17,26,12,14,20,32,45,20,183,16,106,299,94,53,52,53,88,95,863,205,1898,3712,1586,971,814,603,479,290,10569
213011328,3,7,17,34,42,50,85,110,64,415,0,0,31,23,25,36,29,34,58,237,16,56,148,128,75,69,74,45,20,621,133,477,1597,1268,842,696,623,359,187,6171
213011329,9,4,17,28,82,129,141,75,53,529,0,4,15,15,59,100,81,26,24,329,19,28,96,60,51,46,37,14,6,350,275,764,1315,1424,1551,1216,718,218,92,7570
213011331,0,3,8,19,65,132,189,128,37,586,0,0,18,25,44,91,56,25,24,280,18,22,71,58,51,63,58,34,9,388,209,577,1206,964,1092,1193,824,332,96,6487
213011332,4,5,20,22,62,124,315,295,106,947,0,4,13,16,22,48,70,64,39,279,29,39,120,94,89,70,101,45,14,604,277,802,1752,1589,1558,1848,1724,763,249,10563
213011333,3,11,64,123,157,205,407,235,55,1246,4,9,68,104,155,146,121,74,33,711,69,68,154,148,102,101,89,52,10,799,332,901,1973,1841,1670,1677,1663,658,136,10855
213011334,4,19,59,150,179,251,456,428,157,1702,0,14,91,94,128,175,143,110,63,816,111,135,431,285,233,203,173,118,44,1735,463,1523,3808,2691,2249,2219,1953,1104,391,16402
213011335,5,13,43,107,181,229,383,356,115,1427,3,7,50,62,126,147,187,116,66,754,67,125,294,213,162,182,169,250,273,1727,387,1365,2933,2205,2051,1921,1682,1101,529,14173
213011336,3,13,35,47,47,78,95,94,87,491,0,5,43,49,32,37,44,33,17,256,28,46,165,110,82,52,54,43,35,613,151,700,1981,1501,1142,932,639,381,229,7659
213011337,0,9,48,65,106,176,220,235,153,1006,3,9,47,55,90,126,101,81,54,570,51,68,145,134,100,99,82,53,29,763,281,866,2045,1539,1496,1434,1025,612,338,9630
213011338,7,17,67,104,149,206,424,535,182,1684,4,8,78,79,100,134,125,119,72,709,66,91,240,178,168,120,129,146,57,1204,408,1195,3059,2588,2256,1975,1728,1228,415,14849
213011339,6,8,17,27,37,80,152,162,109,600,0,0,7,14,22,41,24,36,29,169,24,43,95,100,69,74,56,33,23,509,300,931,1866,1523,1633,1453,839,466,296,9302
213011340,3,4,8,16,15,110,295,274,94,817,0,0,5,9,12,28,52,62,29,198,26,38,73,64,76,72,87,64,19,523,446,1243,1880,1645,2597,3022,1861,799,241,13729
213011569,8,20,75,128,138,170,355,284,67,1234,0,9,84,75,87,102,99,66,21,537,64,94,275,214,157,105,138,88,17,1161,387,1089,3065,2800,2072,1748,1630,797,157,13740
213011570,0,0,10,32,45,63,44,32,0,240,6,0,20,25,31,39,33,16,4,172,19,30,92,79,41,29,12,8,5,317,176,485,1163,1799,1115,639,311,114,16,5822
213021341,0,0,0,17,26,43,143,182,129,553,0,0,6,7,11,8,23,22,13,86,14,29,87,124,86,63,72,67,45,579,195,527,1566,2231,2007,1602,1370,887,397,10789
213021342,12,4,27,19,63,145,349,283,149,1043,0,0,19,16,35,44,63,68,38,275,35,49,141,131,129,101,144,83,70,887,371,977,2585,2657,2457,2569,1997,917,399,14925
213021343,0,6,17,42,58,102,230,420,260,1121,0,10,8,21,30,38,84,144,110,442,37,38,207,137,91,74,79,105,64,832,248,729,2619,2374,1729,1221,1076,1062,604,11658
213021344,0,0,9,6,8,42,101,160,93,416,0,0,9,16,3,13,31,43,23,144,25,35,106,127,115,63,79,64,95,710,300,800,2485,3494,2874,2071,1182,594,320,14135
213021345,0,3,8,12,6,27,47,41,17,159,0,3,0,4,3,4,14,13,3,39,15,7,39,44,19,25,8,10,9,182,121,245,639,825,693,644,349,166,44,3724
213021346,0,0,4,7,18,29,94,115,85,354,0,0,0,8,4,6,25,18,12,81,43,26,65,59,83,65,91,48,27,516,341,839,1286,1908,2640,2493,1789,813,303,12410
213031347,11,8,43,55,103,164,211,159,80,832,0,11,47,59,77,135,124,69,40,559,63,110,307,202,128,120,131,73,87,1214,401,1385,4418,3047,2180,1807,1356,594,294,15484
213031348,5,0,30,32,38,83,119,154,90,555,0,3,14,31,45,68,64,36,27,297,33,112,408,220,139,143,134,130,124,1440,261,1414,5185,3150,1772,1439,965,573,334,15082
213031349,6,0,4,12,18,62,103,87,38,333,0,6,9,9,13,44,35,22,22,168,16,37,127,83,50,41,53,13,7,424,205,1003,2699,2088,1685,1357,953,364,114,10456
213031350,0,0,6,6,12,38,69,95,43,275,0,0,3,4,15,21,21,26,24,117,8,16,76,55,45,33,18,26,27,305,93,412,1681,1869,1408,920,467,273,147,7266
213031351,6,0,15,14,38,82,113,126,76,471,0,0,5,15,21,31,25,31,19,146,20,45,207,126,93,68,36,41,22,655,153,626,2636,2221,1534,1106,642,357,172,9434
213031352,0,6,4,14,26,32,102,187,136,502,0,0,6,3,8,25,31,47,31,150,27,28,109,91,80,69,43,29,25,501,235,725,2633,2873,2355,1585,856,507,293,12060
213041353,4,12,29,32,46,90,210,231,138,802,4,0,6,7,19,15,24,15,10,88,56,50,147,121,115,116,144,109,39,900,550,1379,3564,3440,3133,2659,2370,1185,431,18714
213041358,7,14,43,64,73,101,199,133,32,673,0,10,20,45,43,35,27,21,7,204,94,92,205,251,153,113,98,50,12,1068,566,1306,3179,3409,2527,1837,1455,542,104,14924
213041359,3,0,30,38,43,48,84,34,10,297,0,5,10,24,29,31,29,14,3,145,72,156,434,286,165,85,42,19,4,1274,276,1180,4632,3835,1471,814,500,144,22,12872
213041360,4,0,21,44,55,119,186,101,28,561,0,4,13,21,40,45,44,31,10,209,47,39,92,109,94,49,40,36,13,525,564,1201,2031,3520,3138,1553,958,450,108,13529
213041461,0,3,6,28,27,54,82,72,44,317,0,0,3,4,23,24,25,13,7,100,9,13,46,28,19,28,38,56,69,306,143,332,719,844,716,650,425,293,200,4322
213041462,0,4,3,20,26,37,47,25,5,164,0,0,4,17,19,35,28,12,4,113,10,12,21,40,27,16,13,5,0,137,148,355,671,1440,813,453,267,78,11,4242
213041463,13,0,43,41,54,108,191,123,23,600,0,4,17,30,38,42,60,35,16,252,61,49,134,141,139,98,66,41,5,738,608,1316,2397,3295,3413,1889,1242,481,95,14719
213041571,0,13,32,27,35,57,85,75,27,356,0,3,16,35,18,18,19,13,3,135,40,37,82,68,44,28,38,40,20,395,268,586,1434,1551,1057,842,714,330,107,6898
213041572,3,4,18,20,5,16,30,6,5,113,0,0,9,3,9,9,10,9,0,50,25,36,111,86,41,29,13,0,0,336,128,461,1988,1526,485,312,150,34,9,5091
213041573,0,0,0,5,6,3,17,8,0,41,0,0,0,0,0,0,0,0,0,0,3,5,13,6,10,12,8,0,0,63,54,93,336,583,439,252,195,37,6,1999
213041574,0,3,28,23,23,48,75,29,4,237,3,0,13,10,8,19,26,7,5,83,25,29,74,66,33,27,15,5,0,276,212,555,1982,2103,1000,594,357,91,15,6911
213041575,3,6,17,13,43,90,188,138,32,534,0,0,6,7,14,24,38,41,7,138,47,19,86,99,85,58,39,25,3,454,569,1206,2014,2267,2733,1866,1046,410,75,12188
213041576,7,12,19,28,47,69,112,81,25,401,0,7,7,10,26,21,15,15,4,99,47,37,117,93,87,56,58,52,15,551,313,748,1672,1636,1480,1343,917,381,109,8596
213041577,17,10,30,42,51,59,133,119,32,489,0,0,12,13,19,10,7,12,9,91,41,49,131,104,98,92,91,64,16,685,211,443,1069,1025,944,894,1000,481,109,6172
213041578,12,21,91,88,74,84,141,108,31,655,5,6,66,63,50,43,27,18,5,272,69,95,288,232,178,114,108,71,34,1184,387,1020,2890,2579,1721,1267,1188,471,165,11695
213051361,10,13,36,49,78,116,179,172,64,702,0,3,24,29,21,50,44,39,12,228,69,55,165,161,122,91,100,42,19,825,496,1331,2555,2421,2541,2636,1528,575,185,14273
213051362,10,17,55,69,68,106,186,206,55,767,3,14,49,43,60,45,51,31,15,309,61,98,258,194,119,113,109,78,12,1053,443,1212,2779,2667,2161,2262,1883,872,167,14453
213051363,0,8,18,33,31,42,58,34,16,238,0,11,26,22,33,31,19,14,3,164,30,89,234,153,96,83,41,10,11,753,183,963,2698,2271,1161,865,492,145,55,8842
213051368,0,12,15,21,45,57,136,205,137,639,0,8,31,39,37,23,21,36,24,226,44,77,189,178,120,114,109,107,86,1019,337,1009,2631,2703,2026,1768,1356,802,435,13058
213051464,3,0,11,25,24,36,62,36,11,206,0,0,10,14,16,12,18,3,0,86,65,82,198,200,116,68,41,20,0,788,398,1053,2868,3990,2470,1394,841,246,45,13306
