SA2_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
201011001,67,0,0,0,70,5,0,74,0,0,0,0,0,0,0,0,0,0,4,4,493,73,6,4,580,3,0,4,585,27,7,621,128,19,0,0,153,0,0,0,153,8,0,158,131,30,0,0,162,0,0,0,162,8,0,165,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,270,51,0,0,320,0,0,0,320,17,0,337,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,277,51,0,0,324,0,0,0,325,17,0,344,33,7,4,5,47,0,0,0,50,3,0,52,0,0,0,0,0,0,0,0,0,0,0,5,308,53,3,5,371,7,0,7,375,24,7,404,189,28,4,0,217,0,0,0,218,16,0,234,160,23,5,0,188,0,0,0,186,9,0,195
201011002,40,0,0,0,40,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,250,17,0,3,275,3,0,3,275,13,0,287,80,10,0,0,91,0,0,0,90,0,0,90,85,7,0,0,92,0,0,0,96,6,0,100,3,0,0,0,8,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,172,21,0,0,191,0,0,3,191,7,0,201,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,7,171,21,0,0,192,0,0,3,199,7,0,201,19,9,0,0,22,0,0,0,22,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0,191,24,0,0,218,0,0,3,222,12,0,230,106,7,0,0,117,0,0,0,117,0,0,117,105,19,0,0,127,6,0,6,127,6,0,129
201011005,32,3,0,3,32,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,226,32,3,0,262,3,0,3,265,15,0,277,70,3,4,0,76,0,0,0,76,6,0,77,65,14,7,0,79,0,0,0,85,4,0,84,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,137,15,10,0,160,0,0,0,157,6,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,5,134,18,10,0,161,0,0,3,163,6,0,171,14,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,156,16,10,0,178,0,0,3,180,7,0,194,83,11,0,0,93,0,0,0,93,3,0,95,76,16,0,0,87,0,0,0,87,3,0,92
201011006,31,0,0,0,37,5,0,41,0,0,0,0,0,0,0,0,0,0,3,3,199,18,7,3,232,4,0,3,244,20,3,264,34,0,0,0,45,0,0,0,45,0,0,44,46,4,3,0,54,0,0,0,57,4,0,60,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,5,3,0,0,0,3,0,0,0,92,6,4,5,106,0,0,0,108,4,0,112,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,100,6,4,5,109,0,0,0,108,4,0,118,17,4,0,0,20,5,0,5,24,12,0,32,0,0,0,0,0,0,0,0,0,0,0,0,110,14,4,3,129,7,0,7,133,16,0,150,62,4,0,0,64,0,0,0,60,0,0,68,54,7,3,0,65,4,0,4,69,3,0,69
201011007,29,0,3,3,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,170,20,0,4,185,0,3,3,192,3,0,196,47,3,0,0,54,0,0,0,54,0,0,52,42,12,0,0,51,0,0,0,51,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,14,0,3,110,0,0,0,110,3,0,113,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,92,14,0,3,110,0,0,0,110,3,0,114,5,0,0,0,11,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,99,16,0,4,122,0,0,0,122,6,0,123,51,9,0,0,56,0,0,0,56,0,0,56,61,12,0,0,74,0,0,0,74,4,0,75
201011008,50,0,0,0,49,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0,242,40,16,0,300,0,0,0,298,28,0,328,41,3,0,0,48,0,0,0,48,5,0,53,72,8,0,0,75,0,0,0,76,9,0,82,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,117,8,0,0,132,0,0,3,132,13,0,146,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,5,0,0,5,119,8,0,0,136,4,0,4,137,13,0,150,17,0,0,0,22,0,0,0,22,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,135,15,0,0,155,4,0,4,158,22,0,180,60,4,0,0,64,0,0,3,69,4,0,77,87,16,3,0,107,0,0,3,109,0,0,107
201011481,26,0,0,0,26,10,0,33,0,0,0,0,0,0,0,0,0,0,0,0,115,26,8,0,151,5,0,5,151,8,0,159,43,3,0,0,49,0,0,0,48,0,0,48,36,3,0,0,47,0,0,0,47,0,0,48,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,83,12,0,0,97,0,0,0,101,4,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,12,0,0,102,0,0,3,102,4,0,107,8,3,0,0,14,0,0,0,14,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,98,12,3,0,113,0,0,3,115,12,0,127,38,4,0,0,43,0,0,0,43,4,0,42,30,0,0,0,33,0,0,0,33,0,0,30
201011482,49,3,0,3,54,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,370,38,3,0,413,4,0,4,419,12,0,438,79,11,5,0,89,0,0,0,92,0,0,93,115,12,0,0,130,0,0,0,126,0,0,130,10,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,207,18,6,0,227,3,0,3,232,3,8,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,15,6,0,227,3,0,3,232,3,8,240,27,9,0,0,28,0,0,0,28,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,227,25,3,0,259,3,0,3,264,7,8,272,102,17,0,0,114,0,0,0,117,11,0,127,146,14,0,0,161,3,0,3,163,6,0,167
201011483,39,0,0,3,39,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,225,34,0,0,263,0,0,4,268,13,0,278,51,13,0,0,64,0,0,0,64,5,0,68,74,3,0,0,77,0,0,0,76,7,0,83,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,122,16,3,0,140,0,0,0,147,11,0,153,0,0,0,0,0,0,0,0,7,0,0,7,4,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,6,0,0,0,9,0,0,9,127,16,3,0,148,0,0,4,154,11,0,165,18,0,0,0,17,0,0,0,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,150,15,3,0,169,0,0,4,172,16,0,182,80,9,0,0,89,0,0,0,89,3,0,91,55,12,4,0,73,0,4,5,79,3,0,78
201011484,42,3,0,6,46,23,0,68,0,0,0,0,0,0,0,0,0,0,0,0,151,32,0,0,188,3,3,4,192,31,0,221,28,0,0,0,29,0,0,0,29,3,0,29,35,8,0,0,47,0,3,3,45,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,12,0,0,77,0,3,3,79,7,0,81,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,6,0,0,0,6,0,0,0,6,3,0,8,65,12,0,0,78,0,3,3,80,8,0,90,21,5,0,0,29,6,0,6,32,15,0,40,0,0,0,0,0,0,0,0,0,0,0,0,85,22,0,5,108,6,3,4,111,23,0,134,30,3,0,0,33,0,0,0,36,7,0,40,36,11,0,0,49,0,0,0,47,7,0,55
201021009,34,0,0,0,32,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,145,21,9,0,174,3,0,3,182,11,0,187,44,7,4,0,55,0,0,0,54,0,0,57,53,6,0,0,55,0,0,0,55,0,0,57,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,3,0,0,3,101,12,4,0,113,0,0,0,118,6,0,122,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,104,10,4,0,119,0,0,0,119,6,0,123,15,0,0,0,14,0,0,0,17,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,116,13,4,4,136,0,0,0,142,3,0,142,40,11,0,0,52,0,0,0,52,0,0,51,52,4,0,0,55,0,0,0,55,0,0,58
201021010,29,0,0,0,29,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,164,23,3,5,194,0,0,0,193,11,0,209,41,9,0,0,49,0,0,0,52,3,0,52,54,0,0,0,56,0,0,0,56,0,0,54,4,3,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,97,12,0,3,110,0,0,0,109,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,12,0,3,110,0,0,0,109,3,0,116,13,0,0,3,11,0,0,0,11,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,105,12,0,5,125,0,0,0,126,4,0,134,53,6,0,0,56,0,0,0,60,3,0,66,56,9,0,0,65,0,0,0,65,0,0,65
201021011,23,0,0,0,23,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,131,50,3,0,185,0,0,0,188,12,0,201,24,3,0,0,30,0,0,0,31,3,0,36,65,19,0,0,83,0,0,0,83,3,0,81,5,0,0,0,5,0,0,0,5,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,91,21,0,0,116,0,0,0,115,6,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,21,0,0,116,0,0,0,115,6,0,124,12,3,0,0,20,0,0,0,20,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,104,26,0,0,134,0,0,0,132,9,0,146,37,14,0,0,49,0,0,0,48,0,0,52,34,22,0,3,60,6,0,6,63,4,0,73
